sample	Chromosome	Start Position	End Position	Normal TCN	Normal BCN	Tumour TCN	Tumour BCN
PD24221a	15	43288219	43318140	2	1	0	0
PD24221a	15	43327437	50093635	2	1	4	0
PD24221a	15	50104212	50124762	2	1	0	0
PD24221a	15	50131582	57206677	2	1	4	0
PD24221a	15	57208441	90095777	2	1	2	1
PD24221a	15	90098754	90885717	2	1	1	0
PD24221a	15	90888049	102400037	2	1	2	1
PD24221a	16	91010	57247576	2	1	4	2
PD24221a	16	57247654	57622522	2	1	2	1
PD24221a	16	57622780	58261992	2	1	4	2
PD24221a	16	58263924	58280078	2	1	0	0
PD24221a	16	58283281	58315051	2	1	9	4
PD24221a	16	58315631	68372323	2	1	4	2
PD24221a	16	68376570	69876164	2	1	3	1
PD24221a	16	69882581	81104965	2	1	4	2
PD24221a	16	81114157	81334796	2	1	2	0
PD24221a	16	81335081	90163275	2	1	4	2
PD24221a	17	6689	2819869	2	1	1	0
PD24221a	17	2825458	44868187	2	1	2	1
PD24221a	17	44868430	81048659	2	1	4	2
PD24221a	18	100949	43349586	2	1	2	1
PD24221a	18	43354096	43770146	2	1	0	0
PD24221a	18	43770510	78015057	2	1	2	1
PD24221a	19	260912	5458230	2	1	2	0
PD24221a	19	5466206	17088319	2	1	2	1
PD24221a	19	17088458	17773433	2	1	2	0
PD24221a	19	17776230	59095126	2	1	2	1
PD24221a	20	61795	794506	2	1	3	1
PD24221a	20	806677	1917209	2	1	4	2
PD24221a	20	1917290	5918196	2	1	2	1
PD24221a	20	5918473	7806068	2	1	3	1
PD24221a	20	7806720	9291550	2	1	1	0
PD24221a	20	9292176	16430248	2	1	3	1
PD24221a	20	16431656	16747738	2	1	1	0
PD24221a	20	16748212	62912463	2	1	3	1
PD24221a	21	10913441	48084820	2	1	3	1
PD24221a	22	16055171	51219006	2	1	3	1
PD24221a	X	169805	6417578	2	1	4	2
PD24221a	X	6417674	7014767	2	1	5	2
PD24221a	X	7014985	44307819	2	1	4	2
PD24221a	X	44308095	44644364	2	1	1	0
PD24221a	X	44649140	155233846	2	1	3	1
PD24221a	Y	2649553	59033810	0	0	0	0
PD14458a	1	61735	73853826	2	1	3	1
PD14458a	1	73854147	73861173	2	1	7	3
PD14458a	1	73862426	92556968	2	1	3	1
PD14458a	1	92558583	92828026	2	1	3	0
PD14458a	1	92831569	94220579	2	1	3	1
PD14458a	1	94222473	94470249	2	1	3	0
PD14458a	1	94470426	95005154	2	1	3	1
PD14458a	1	95005220	95028801	2	1	3	0
PD14458a	1	95029439	112149396	2	1	3	1
PD14458a	1	112152127	112840578	2	1	2	1
PD14458a	1	112841001	121482979	2	1	3	1
PD14458a	1	143982530	162352941	2	1	7	1
PD14458a	1	162353726	188672106	2	1	8	1
PD14458a	1	188672537	188693308	2	1	4	0
PD14458a	1	188693998	200700968	2	1	8	1
PD14458a	1	200701094	208777012	2	1	7	1
PD14458a	1	208777606	249224388	2	1	8	1
PD14458a	2	12784	83584865	2	1	3	1
PD14458a	2	83585664	83689577	2	1	0	0
PD14458a	2	83693039	114050116	2	1	3	1
PD14458a	2	114050323	114069021	2	1	2	1
PD14458a	2	114071026	146862085	2	1	3	1
PD14458a	2	146864404	146866934	2	1	0	0
PD14458a	2	146877806	169798171	2	1	3	1
PD14458a	2	169798439	169808392	2	1	1	0
PD14458a	2	169809672	186216465	2	1	3	1
PD14458a	2	186216568	186217242	2	1	1	0
PD14458a	2	186217685	222975936	2	1	3	1
PD14458a	2	222976013	222977605	2	1	0	0
PD14458a	2	222978289	243089456	2	1	3	1
PD14458a	3	60345	100890246	2	1	3	1
PD14458a	3	100896809	100914154	2	1	4	1
PD14458a	3	100921185	140047121	2	1	3	1
PD14458a	3	140047836	140063820	2	1	1	0
PD14458a	3	140064992	146302700	2	1	3	1
PD14458a	3	146302786	146309472	2	1	1	0
PD14458a	3	146310721	197896118	2	1	3	1
PD14458a	4	12281	42266897	2	1	4	2
PD14458a	4	42269574	42273342	2	1	0	0
PD14458a	4	42276583	57919919	2	1	4	2
PD14458a	4	57920189	57923224	2	1	1	0
PD14458a	4	57923704	101666416	2	1	4	2
PD14458a	4	101666487	101700205	2	1	2	1
PD14458a	4	101702257	130413694	2	1	4	2
PD14458a	4	130414074	130415117	2	1	1	0
PD14458a	4	130415292	154460471	2	1	4	2
PD14458a	4	154461932	154677437	2	1	3	2
PD14458a	4	154678363	191027923	2	1	4	2
PD14458a	5	15532	31001656	2	1	3	1
PD14458a	5	31001691	31027500	2	1	1	0
PD14458a	5	31027699	133095145	2	1	3	1
PD14458a	5	133095364	133105124	2	1	1	0
PD14458a	5	133105574	166077011	2	1	3	1
PD14458a	5	166077206	166088191	2	1	1	0
PD14458a	5	166090939	180790320	2	1	3	1
PD14458a	6	149661	32682724	2	1	3	1
PD14458a	6	32682862	32692933	2	1	5	2
PD14458a	6	32700684	32853042	2	1	2	1
PD14458a	6	32853607	124235794	2	1	3	1
PD14458a	6	124235916	124236284	2	1	7	2
PD14458a	6	124236318	125102294	2	1	3	2
PD14458a	6	125104261	139082849	2	1	3	1
PD14458a	6	139083742	141315589	2	1	3	2
PD14458a	6	141318351	148475269	2	1	3	1
PD14458a	6	148475391	148476586	2	1	1	0
PD14458a	6	148476748	155371513	2	1	3	1
PD14458a	6	155371584	155376456	2	1	6	3
PD14458a	6	155376762	171051005	2	1	3	1
PD14458a	7	43259	58019983	2	1	4	2
PD14458a	7	61063974	62706416	2	1	6	2
PD14458a	7	62715902	146231631	2	1	4	2
PD14458a	7	146233107	148023570	2	1	5	2
PD14458a	7	148024494	159127004	2	1	4	2
PD14458a	8	31254	6104612	2	1	4	2
PD14458a	8	6104638	6104869	2	1	0	0
PD14458a	8	6104977	39230659	2	1	4	2
PD14458a	8	39235603	39299564	2	1	0	0
PD14458a	8	39301792	40253560	2	1	4	2
PD14458a	8	40253865	40256348	2	1	2	1
PD14458a	8	40256459	103573448	2	1	4	2
PD14458a	8	103574663	103580527	2	1	7	4
PD14458a	8	103584390	104178766	2	1	3	2
PD14458a	8	104180501	146298155	2	1	4	2
PD14458a	9	37747	4718921	2	1	2	1
PD14458a	9	4718964	4871504	2	1	1	0
PD14458a	9	4876772	10351898	2	1	2	1
PD14458a	9	10355194	10716529	2	1	3	1
PD14458a	9	10716842	11028207	2	1	2	0
PD14458a	9	11028942	11120180	2	1	2	1
PD14458a	9	11120656	11839955	2	1	2	0
PD14458a	9	11840010	16393995	2	1	2	1
PD14458a	9	16395082	16649932	2	1	2	0
PD14458a	9	16651521	16936082	2	1	2	1
PD14458a	9	16936283	16986415	2	1	1	0
PD14458a	9	16986789	17099352	2	1	2	1
PD14458a	9	17100890	17485788	2	1	2	0
PD14458a	9	17486683	17532000	2	1	3	1
PD14458a	9	17532840	20290898	2	1	2	1
PD14458a	9	20291115	20303509	2	1	2	0
PD14458a	9	20303594	20374245	2	1	2	1
PD14458a	9	20378536	20461106	2	1	1	0
PD14458a	9	20465928	20550366	2	1	2	1
PD14458a	9	20553089	21139808	2	1	2	0
PD14458a	9	21140672	21156583	2	1	3	1
PD14458a	9	21157095	21469656	2	1	2	0
PD14458a	9	21470464	21563282	2	1	3	1
PD14458a	9	21563776	21584377	2	1	3	0
PD14458a	9	21585265	21679764	2	1	2	0
PD14458a	9	21680460	25735261	2	1	2	1
PD14458a	9	25735449	25890826	2	1	2	0
PD14458a	9	25891012	26608592	2	1	2	1
PD14458a	9	26608724	26652686	2	1	2	0
PD14458a	9	26655685	31153956	2	1	2	1
PD14458a	9	31154475	31189198	2	1	3	1
PD14458a	9	31191614	31242463	2	1	2	1
PD14458a	9	31243629	31254128	2	1	2	0
PD14458a	9	31257750	31418617	2	1	2	1
PD14458a	9	31419129	31779598	2	1	2	0
PD14458a	9	31783558	31853754	2	1	3	1
PD14458a	9	31854191	32257137	2	1	2	0
PD14458a	9	32257573	32361015	2	1	2	1
PD14458a	9	32361187	32419198	2	1	2	0
PD14458a	9	32419861	32496933	2	1	1	1
PD14458a	9	32498254	32701046	2	1	1	0
PD14458a	9	32701293	33482223	2	1	2	1
PD14458a	9	33486150	33761251	2	1	2	0
PD14458a	9	33761286	34396479	2	1	2	1
PD14458a	9	34399416	34921681	2	1	2	0
PD14458a	9	34925201	35165177	2	1	3	1
PD14458a	9	35166763	73424353	2	1	2	1
PD14458a	9	73426853	73427161	2	1	0	0
PD14458a	9	73427505	90366622	2	1	2	1
PD14458a	9	90366905	90707363	2	1	2	0
PD14458a	9	90710846	108664158	2	1	2	1
PD14458a	9	108664198	108837325	2	1	2	0
PD14458a	9	108837614	109323247	2	1	2	1
PD14458a	9	109323457	109467228	2	1	2	0
PD14458a	9	109467965	109876910	2	1	2	1
PD14458a	9	109877140	109979107	2	1	2	0
PD14458a	9	109980775	114063988	2	1	2	1
PD14458a	9	114064016	114417248	2	1	2	0
PD14458a	9	114417471	116776289	2	1	2	1
PD14458a	9	116780314	116784525	2	1	0	0
PD14458a	9	116784805	126106114	2	1	2	1
PD14458a	9	126106479	126156771	2	1	2	0
PD14458a	9	126158829	126179799	2	1	2	1
PD14458a	9	126181588	126220871	2	1	1	0
PD14458a	9	126221751	126286089	2	1	2	1
PD14458a	9	126286181	126423340	2	1	2	0
PD14458a	9	126425199	126689101	2	1	2	1
PD14458a	9	126689150	126718188	2	1	2	0
PD14458a	9	126719501	126769551	2	1	2	1
PD14458a	9	126769575	127221248	2	1	2	0
PD14458a	9	127221424	127244134	2	1	2	1
PD14458a	9	127245412	127562973	2	1	2	0
PD14458a	9	127570640	127938472	2	1	2	1
PD14458a	9	127938486	128156872	2	1	2	0
PD14458a	9	128157326	141091394	2	1	2	1
PD14458a	10	72759	112462011	2	1	4	2
PD14458a	10	112463423	112512309	2	1	3	1
PD14458a	10	112515735	135506704	2	1	4	2
PD14458a	11	198572	38428289	2	1	4	2
PD14458a	11	38429425	38476685	2	1	5	2
PD14458a	11	38476743	38477797	2	1	2	1
PD14458a	11	38478020	81511602	2	1	4	2
PD14458a	11	81512409	81522632	2	1	0	0
PD14458a	11	81523981	120546223	2	1	4	2
PD14458a	11	120547912	120548211	2	1	1	1
PD14458a	11	120548318	134944770	2	1	4	2
PD14458a	12	150442	865970	2	1	4	2
PD14458a	12	869109	875354	2	1	0	0
PD14458a	12	876246	9619705	2	1	4	2
PD14458a	12	9620109	9740327	2	1	0	0
PD14458a	12	9740346	16273948	2	1	4	2
PD14458a	12	16281620	21165105	2	1	5	2
PD14458a	12	21167593	51621910	2	1	4	2
PD14458a	12	51630614	51635992	2	1	1	1
PD14458a	12	51640518	82446101	2	1	4	2
PD14458a	12	82446348	82458325	2	1	2	1
PD14458a	12	82458364	125811398	2	1	4	2
PD14458a	12	125811831	125813385	2	1	2	1
PD14458a	12	125813494	133778189	2	1	4	2
PD14458a	13	19026949	19418632	2	1	3	0
PD14458a	13	19418888	19602539	2	1	1	0
PD14458a	13	19604054	75810214	2	1	2	0
PD14458a	13	75810761	75902524	2	1	1	0
PD14458a	13	75902863	115108397	2	1	2	0
PD14458a	14	19002124	55838230	2	1	4	2
PD14458a	14	55841252	55841733	2	1	0	0
PD14458a	14	55844548	107285437	2	1	4	2
PD14458a	15	20016328	46234315	2	1	4	2
PD14458a	15	46235464	46240713	2	1	0	0
PD14458a	15	46242198	71945010	2	1	4	2
PD14458a	15	71945227	71948945	2	1	2	1
PD14458a	15	71949276	76878362	2	1	4	2
PD14458a	15	76891241	76895775	2	1	0	0
PD14458a	15	76902179	102469040	2	1	4	2
PD14458a	16	60777	5466183	2	1	6	2
PD14458a	16	5467795	7504849	2	1	7	2
PD14458a	16	7504854	7505379	2	1	3	1
PD14458a	16	7505889	11535383	2	1	7	2
PD14458a	16	11535576	11535939	2	1	2	0
PD14458a	16	11536429	26813301	2	1	6	2
PD14458a	16	26813343	26834075	2	1	3	1
PD14458a	16	26835569	28246668	2	1	6	2
PD14458a	16	28251856	28266300	2	1	11	3
PD14458a	16	28268913	35283226	2	1	6	2
PD14458a	16	46463782	90287535	2	1	2	0
PD14458a	17	526	10915278	2	1	4	2
PD14458a	17	10916181	10916652	2	1	1	0
PD14458a	17	10916890	18319862	2	1	4	2
PD14458a	17	18355392	18453437	2	1	0	0
PD14458a	17	18459272	44161867	2	1	4	2
PD14458a	17	44162284	44394412	2	1	7	0
PD14458a	17	44394414	44752300	2	1	1	0
PD14458a	17	44764994	81049726	2	1	4	2
PD14458a	18	48133	78015057	2	1	4	2
PD14458a	19	90910	24596750	2	1	3	1
PD14458a	19	27747993	32480396	2	1	3	2
PD14458a	19	32480688	32482916	2	1	7	3
PD14458a	19	32483271	59097854	2	1	3	1
PD14458a	20	61305	62956153	2	1	4	2
PD14458a	21	10736871	19428835	2	1	3	2
PD14458a	21	19432147	19437353	2	1	1	0
PD14458a	21	19438152	48096957	2	1	3	2
PD14458a	22	16052528	26689224	2	1	3	1
PD14458a	22	26689635	26690433	2	1	0	0
PD14458a	22	26690539	29467221	2	1	3	1
PD14458a	22	29470115	29480261	2	1	0	0
PD14458a	22	29481552	51234455	2	1	3	1
PD14458a	23	119805	8572789	2	1	3	1
PD14458a	23	8573167	8585300	2	1	8	3
PD14458a	23	8585365	47860596	2	1	3	1
PD14458a	23	47871270	48001295	2	1	1	0
PD14458a	23	48003925	59336852	2	1	3	1
PD14458a	23	61728829	79118140	2	1	3	2
PD14458a	23	79122848	79240479	2	1	2	1
PD14458a	23	79247455	103693749	2	1	3	2
PD14458a	23	103694159	104233234	2	1	3	0
PD14458a	23	104233816	105263911	2	1	3	1
PD14458a	23	105263947	107284676	2	1	3	0
PD14458a	23	107286766	108073181	2	1	3	1
PD14458a	23	108073802	108340339	2	1	3	0
PD14458a	23	108349532	155182354	2	1	3	1
PD14458a	24	2649553	59033810	0	0	0	0
PD6721a	1	564621	121291080	2	1	2	1
PD6721a	1	144538748	156321154	2	1	5	2
PD6721a	1	156340618	169474354	2	1	4	1
PD6721a	1	169477574	169511755	2	1	5	1
PD6721a	1	169512594	175092150	2	1	4	1
PD6721a	1	175092840	175195116	2	1	5	1
PD6721a	1	175195728	184306120	2	1	4	1
PD6721a	1	184314411	184609820	2	1	5	1
PD6721a	1	184615382	219680034	2	1	4	1
PD6721a	1	219685466	219759481	2	1	5	1
PD6721a	1	219759682	230868063	2	1	4	1
PD6721a	1	230869637	230908712	2	1	5	1
PD6721a	1	230912480	236673695	2	1	4	1
PD6721a	1	236675301	236709988	2	1	5	1
PD6721a	1	236711586	249198692	2	1	4	1
PD6721a	2	15703	18658163	2	1	2	1
PD6721a	2	18658202	18666310	2	1	3	1
PD6721a	2	18668523	20806525	2	1	2	1
PD6721a	2	20810586	20823612	2	1	3	1
PD6721a	2	20824691	38652572	2	1	2	1
PD6721a	2	38656353	38676446	2	1	3	1
PD6721a	2	38677701	55144103	2	1	2	1
PD6721a	2	55144406	55278632	2	1	3	1
PD6721a	2	55281435	113831289	2	1	2	1
PD6721a	2	113832312	113840657	2	1	3	1
PD6721a	2	113840791	132312705	2	1	2	1
PD6721a	2	132323011	132443528	2	1	3	1
PD6721a	2	132450074	190332997	2	1	2	1
PD6721a	2	190336705	190387243	2	1	3	1
PD6721a	2	190389720	242725752	2	1	2	1
PD6721a	2	242917306	243048760	2	1	1	0
PD6721a	3	69244	4720566	2	1	2	1
PD6721a	3	4721377	5189701	2	1	3	1
PD6721a	3	5193135	172229301	2	1	2	1
PD6721a	3	172231610	172405697	2	1	3	1
PD6721a	3	172406203	192303683	2	1	2	1
PD6721a	3	192313035	192325362	2	1	3	1
PD6721a	3	192325595	197856433	2	1	2	1
PD6721a	4	45410	190921709	2	1	2	1
PD6721a	5	36344	10952398	2	1	2	1
PD6721a	5	10954167	10964557	2	1	3	1
PD6721a	5	10964671	180692833	2	1	2	1
PD6721a	6	203249	26017171	2	1	2	1
PD6721a	6	26027433	26311241	2	1	3	1
PD6721a	6	26311321	33651322	2	1	2	1
PD6721a	6	33653448	33719877	2	1	3	1
PD6721a	6	33722098	57194118	2	1	2	1
PD6721a	6	57205920	58146087	2	1	1	0
PD6721a	6	58193689	61972918	2	1	2	1
PD6721a	6	61979234	107176546	2	1	1	0
PD6721a	6	107176563	107256673	2	1	2	0
PD6721a	6	107256695	170918031	2	1	1	0
PD6721a	7	43259	107449896	2	1	3	1
PD6721a	7	107450033	107502141	2	1	4	1
PD6721a	7	107508000	159119220	2	1	3	1
PD6721a	8	161222	11736030	2	1	1	0
PD6721a	8	11740999	32742944	2	1	2	1
PD6721a	8	32750127	96080389	2	1	3	1
PD6721a	8	96087473	96212433	2	1	4	1
PD6721a	8	96214292	101465070	2	1	3	1
PD6721a	8	101467929	101488821	2	1	5	2
PD6721a	8	101492039	146293414	2	1	3	1
PD6721a	9	46587	92725660	2	1	2	1
PD6721a	9	92726464	92735238	2	1	1	0
PD6721a	9	92736448	141071475	2	1	2	1
PD6721a	10	104427	4973690	2	1	2	1
PD6721a	10	4973943	5051532	2	1	1	0
PD6721a	10	5055950	13169512	2	1	2	1
PD6721a	10	13170292	14172634	2	1	3	1
PD6721a	10	14172745	109271397	2	1	2	1
PD6721a	10	109274497	117887320	2	1	3	1
PD6721a	10	117887608	117906584	2	1	4	1
PD6721a	10	117909222	126336158	2	1	3	1
PD6721a	10	126338093	126358094	2	1	4	2
PD6721a	10	126362648	135434551	2	1	3	1
PD6721a	11	206767	9663767	2	1	1	0
PD6721a	11	9665455	26861544	2	1	2	1
PD6721a	11	26864326	27230906	2	1	1	0
PD6721a	11	27232242	34893920	2	1	2	1
PD6721a	11	34894166	35525930	2	1	3	1
PD6721a	11	35528452	55608261	2	1	2	1
PD6721a	11	55620699	56662239	2	1	1	0
PD6721a	11	56662461	57094592	2	1	2	1
PD6721a	11	57095082	57128317	2	1	1	0
PD6721a	11	57130473	58347765	2	1	2	1
PD6721a	11	58381123	58953775	2	1	1	0
PD6721a	11	58954531	73816866	2	1	2	1
PD6721a	11	73831032	74440582	2	1	1	0
PD6721a	11	74445160	74581213	2	1	2	0
PD6721a	11	74604918	75191629	2	1	1	0
PD6721a	11	75192795	78813053	2	1	2	1
PD6721a	11	78816005	79360904	2	1	1	0
PD6721a	11	79364829	80155199	2	1	2	1
PD6721a	11	80155881	80571801	2	1	1	0
PD6721a	11	80580623	88428035	2	1	2	1
PD6721a	11	88429081	89094890	2	1	1	0
PD6721a	11	89095773	89884258	2	1	2	1
PD6721a	11	89885366	91306210	2	1	1	0
PD6721a	11	91316501	91655996	2	1	2	1
PD6721a	11	91660372	92291679	2	1	1	0
PD6721a	11	92301650	92317747	2	1	2	1
PD6721a	11	92326123	92672325	2	1	1	0
PD6721a	11	92679778	95053298	2	1	2	1
PD6721a	11	95061245	98937331	2	1	1	0
PD6721a	11	98945500	99485849	2	1	2	1
PD6721a	11	99489014	100332756	2	1	1	0
PD6721a	11	100341482	100823814	2	1	2	1
PD6721a	11	100824286	134944770	2	1	1	0
PD6721a	12	161382	8008132	2	1	2	1
PD6721a	12	8008179	8117069	2	1	4	1
PD6721a	12	8130958	70371053	2	1	2	1
PD6721a	12	70371955	70429915	2	1	1	0
PD6721a	12	70429956	133777645	2	1	2	1
PD6721a	13	19045720	99804569	2	1	2	1
PD6721a	13	99805319	99870214	2	1	3	1
PD6721a	13	99870640	114159764	2	1	2	1
PD6721a	13	114161382	114202592	2	1	1	0
PD6721a	13	114205337	115106996	2	1	2	1
PD6721a	14	20211644	32025638	2	1	2	1
PD6721a	14	32027462	38639422	2	1	3	1
PD6721a	14	38643902	44447955	2	1	2	1
PD6721a	14	44448083	47410982	2	1	3	1
PD6721a	14	47417588	47753659	2	1	2	1
PD6721a	14	47753756	48182690	2	1	1	0
PD6721a	14	48191610	66645994	2	1	2	1
PD6721a	14	66684854	68266708	2	1	1	0
PD6721a	14	68268250	69073242	2	1	2	1
PD6721a	14	69073826	69280309	2	1	1	0
PD6721a	14	69287483	76435945	2	1	2	1
PD6721a	14	76437128	107285437	2	1	1	0
PD6721a	15	20071673	102400037	2	1	2	1
PD6721a	16	91010	31102589	2	1	3	1
PD6721a	16	31124407	33940200	2	1	2	1
PD6721a	16	34197818	70855633	2	1	1	0
PD6721a	16	70883845	71202489	2	1	2	0
PD6721a	16	71207879	89178773	2	1	1	0
PD6721a	16	89182218	89245955	2	1	2	0
PD6721a	16	89256131	90163275	2	1	1	0
PD6721a	17	6689	17798633	2	1	1	0
PD6721a	17	17802478	21754122	2	1	2	1
PD6721a	17	21779140	25311244	2	1	2	0
PD6721a	17	25313690	31134790	2	1	1	0
PD6721a	17	31140714	34436708	2	1	3	1
PD6721a	17	34443800	34477386	2	1	5	1
PD6721a	17	34477480	81048659	2	1	3	1
PD6721a	18	100949	5292030	2	1	1	0
PD6721a	18	5293875	5477881	2	1	2	1
PD6721a	18	5478760	78015057	2	1	1	0
PD6721a	19	260912	1375355	2	1	2	1
PD6721a	19	1376723	2196963	2	1	1	0
PD6721a	19	2197734	15621180	2	1	2	1
PD6721a	19	15623125	16883912	2	1	1	0
PD6721a	19	16900878	55505208	2	1	2	1
PD6721a	19	55509865	59095126	2	1	3	1
PD6721a	20	61795	14534799	2	1	3	1
PD6721a	20	14535356	14899421	2	1	4	2
PD6721a	20	14899761	52195704	2	1	3	1
PD6721a	20	52198967	52747436	2	1	4	2
PD6721a	20	52747506	62912463	2	1	3	1
PD6721a	21	10913441	48084820	2	1	2	1
PD6721a	22	16055171	51219006	2	1	2	1
PD6721a	23	169805	2717033	2	1	1	0
PD6721a	23	2717067	151909305	2	1	2	1
PD6721a	23	151909631	152168131	2	1	1	0
PD6721a	23	152168609	155233846	2	1	2	1
PD6721a	24	2649553	59033810	0	0	0	0
PD7248a	1	564621	8100639	2	1	3	1
PD7248a	1	8119262	8263493	2	1	4	1
PD7248a	1	8264805	53518049	2	1	3	1
PD7248a	1	53530023	60381437	2	1	5	1
PD7248a	1	60381584	66477360	2	1	3	1
PD7248a	1	66496108	66818903	2	1	4	2
PD7248a	1	66824860	67555366	2	1	5	2
PD7248a	1	67556178	73008167	2	1	4	2
PD7248a	1	73012228	73069829	2	1	1	0
PD7248a	1	73070104	73097100	2	1	2	0
PD7248a	1	73098114	84390011	2	1	4	2
PD7248a	1	84390526	84648585	2	1	6	2
PD7248a	1	84659129	110043517	2	1	4	2
PD7248a	1	110047333	110885736	2	1	6	2
PD7248a	1	110904925	112726803	2	1	3	1
PD7248a	1	112728193	121291080	2	1	4	2
PD7248a	1	144538748	202878492	2	1	3	1
PD7248a	1	202882303	202982240	2	1	4	1
PD7248a	1	202992954	222547764	2	1	3	1
PD7248a	1	222551043	225458963	2	1	5	2
PD7248a	1	225462887	226054681	2	1	6	2
PD7248a	1	226056913	249198692	2	1	4	2
PD7248a	2	15703	12969830	2	1	4	0
PD7248a	2	12969893	14681774	2	1	3	0
PD7248a	2	14681889	14742838	2	1	0	0
PD7248a	2	14743474	16620437	2	1	3	0
PD7248a	2	16620803	25136169	2	1	4	0
PD7248a	2	25138040	26127890	2	1	3	0
PD7248a	2	26150589	39480005	2	1	4	1
PD7248a	2	39480215	51172854	2	1	2	1
PD7248a	2	51172968	70621179	2	1	3	1
PD7248a	2	70626316	70642807	2	1	5	1
PD7248a	2	70643641	70697720	2	1	4	1
PD7248a	2	70698856	72963797	2	1	3	1
PD7248a	2	73006952	73704003	2	1	4	1
PD7248a	2	73705088	95550958	2	1	3	1
PD7248a	2	95553691	100740059	2	1	4	2
PD7248a	2	100741766	101471707	2	1	6	2
PD7248a	2	101480885	114654748	2	1	4	2
PD7248a	2	114655586	136940954	2	1	5	2
PD7248a	2	136941130	143284858	2	1	4	2
PD7248a	2	143285640	143302459	2	1	3	1
PD7248a	2	143308956	152206600	2	1	4	2
PD7248a	2	152210082	152793864	2	1	6	2
PD7248a	2	152794904	159227198	2	1	4	2
PD7248a	2	159231963	159680230	2	1	3	1
PD7248a	2	159694749	173585237	2	1	4	1
PD7248a	2	173589876	174037491	2	1	5	1
PD7248a	2	174038002	200763224	2	1	4	1
PD7248a	2	200769539	201995779	2	1	5	2
PD7248a	2	202008298	213141299	2	1	3	1
PD7248a	2	213146827	213235798	2	1	2	0
PD7248a	2	213235931	243048760	2	1	3	1
PD7248a	3	69244	1013410	2	1	0	0
PD7248a	3	1014666	13185188	2	1	4	0
PD7248a	3	13189136	15268006	2	1	2	0
PD7248a	3	15281026	28155744	2	1	1	0
PD7248a	3	28164921	38681394	2	1	2	0
PD7248a	3	38684466	39835211	2	1	4	0
PD7248a	3	39837352	70105177	2	1	2	0
PD7248a	3	70114499	70223302	2	1	4	0
PD7248a	3	70228226	126688997	2	1	2	0
PD7248a	3	126693685	144775845	2	1	4	0
PD7248a	3	144781322	152905655	2	1	5	0
PD7248a	3	152915029	159417527	2	1	2	0
PD7248a	3	159427987	159556111	2	1	1	0
PD7248a	3	159557055	164272311	2	1	2	0
PD7248a	3	164274245	188183932	2	1	4	0
PD7248a	3	188194907	188545007	2	1	0	0
PD7248a	3	188546826	195827205	2	1	4	0
PD7248a	3	195835519	197856433	2	1	6	0
PD7248a	4	45410	918224	2	1	4	1
PD7248a	4	932974	1373551	2	1	5	1
PD7248a	4	1380848	14417504	2	1	4	1
PD7248a	4	14420921	23962961	2	1	3	1
PD7248a	4	23965463	48139803	2	1	1	0
PD7248a	4	48145121	48198986	2	1	4	1
PD7248a	4	48199097	55650767	2	1	3	1
PD7248a	4	55658124	55689267	2	1	6	3
PD7248a	4	55689495	55815225	2	1	4	2
PD7248a	4	55815650	120055009	2	1	2	0
PD7248a	4	120055799	120204761	2	1	3	0
PD7248a	4	120208926	129245602	2	1	4	0
PD7248a	4	129257344	190921709	2	1	2	0
PD7248a	5	36344	3361165	2	1	5	2
PD7248a	5	3361181	6521202	2	1	3	1
PD7248a	5	6521824	31688459	2	1	4	2
PD7248a	5	31689049	40517331	2	1	3	1
PD7248a	5	40517725	40561358	2	1	2	1
PD7248a	5	40567388	42969129	2	1	3	1
PD7248a	5	42973499	43525574	2	1	5	1
PD7248a	5	43544592	45457077	2	1	3	1
PD7248a	5	45506818	59927460	2	1	4	2
PD7248a	5	59928948	60136568	2	1	3	0
PD7248a	5	60136626	62004183	2	1	2	0
PD7248a	5	62010759	95112866	2	1	1	0
PD7248a	5	95116543	95227507	2	1	2	0
PD7248a	5	95231115	112024075	2	1	1	0
PD7248a	5	112026148	114837287	2	1	2	0
PD7248a	5	114837748	146642893	2	1	4	2
PD7248a	5	146644115	157256881	2	1	2	0
PD7248a	5	157264118	175155256	2	1	1	0
PD7248a	5	175158301	179527895	2	1	3	1
PD7248a	5	179537727	180692833	2	1	4	2
PD7248a	6	203249	1617143	2	1	2	0
PD7248a	6	1621404	1723854	2	1	1	0
PD7248a	6	1725261	6205842	2	1	3	1
PD7248a	6	6222737	14408104	2	1	1	0
PD7248a	6	14416763	23709660	2	1	2	0
PD7248a	6	23709695	26365595	2	1	3	1
PD7248a	6	26371006	32684468	2	1	4	2
PD7248a	6	32685550	32692933	2	1	7	2
PD7248a	6	32700684	48670444	2	1	4	2
PD7248a	6	48670675	71819910	2	1	3	1
PD7248a	6	71820001	95334681	2	1	4	1
PD7248a	6	95336853	95858630	2	1	7	1
PD7248a	6	95872321	98316879	2	1	4	1
PD7248a	6	98318226	100317146	2	1	3	1
PD7248a	6	100319731	100981200	2	1	4	1
PD7248a	6	100987009	101332215	2	1	3	1
PD7248a	6	101335882	101579289	2	1	5	1
PD7248a	6	101588023	101986076	2	1	4	1
PD7248a	6	101988513	102493076	2	1	2	1
PD7248a	6	102500336	119596914	2	1	3	1
PD7248a	6	119596948	120165475	2	1	2	1
PD7248a	6	120172282	136568916	2	1	3	1
PD7248a	6	136583512	145243339	2	1	2	0
PD7248a	6	145257043	163804967	2	1	3	0
PD7248a	6	163809600	170918031	2	1	6	0
