ENSRNOG00000065359	ENSRNOT00000116931	7	-1	340974	342280	lncRNA
ENSRNOG00000065359	ENSRNOT00000119885	7	-1	341022	342280	lncRNA
ENSRNOG00000067773	ENSRNOT00000098636	7	-1	348423	352322	protein_coding
ENSRNOG00000067773	ENSRNOT00000051488	7	-1	348423	352322	protein_coding
ENSRNOG00000008885	ENSRNOT00000012017	7	-1	20528100	20743111	Chst11	protein_coding
ENSRNOG00000060548	ENSRNOT00000088450	7	1	20565200	20565301	LOC120093923	snRNA
ENSRNOG00000070723	ENSRNOT00000096132	7	1	20762777	20763813	pseudogene
ENSRNOG00000009088	ENSRNOT00000013613	7	-1	20830045	20907863	Txnrd1	protein_coding
ENSRNOG00000010309	ENSRNOT00000066143	7	1	20964993	20980565	Nfyb	protein_coding
ENSRNOG00000010309	ENSRNOT00000117282	7	1	20972160	20980565	Nfyb	protein_coding
ENSRNOG00000010309	ENSRNOT00000082398	7	1	20972271	20979287	Nfyb	protein_coding
ENSRNOG00000010309	ENSRNOT00000102116	7	1	20972366	20979287	Nfyb	protein_coding
ENSRNOG00000053510	ENSRNOT00000093791	7	-1	20991017	21019801	Hcfc2	protein_coding
ENSRNOG00000053510	ENSRNOT00000086905	7	-1	20991022	21019801	Hcfc2	protein_coding
ENSRNOG00000033579	ENSRNOT00000103757	7	1	21029525	21077517	Glt8d2	protein_coding
ENSRNOG00000033579	ENSRNOT00000105403	7	1	21029563	21081080	Glt8d2	protein_coding
ENSRNOG00000033579	ENSRNOT00000051181	7	1	21029902	21077517	Glt8d2	protein_coding
ENSRNOG00000027124	ENSRNOT00000076468	7	-1	21077853	21089256	Tdg	protein_coding
ENSRNOG00000027124	ENSRNOT00000077041	7	-1	21077853	21097567	Tdg	protein_coding
ENSRNOG00000026982	ENSRNOT00000031297	7	1	21105042	21108135	Uqcc6	protein_coding
ENSRNOG00000026963	ENSRNOT00000079731	7	-1	21110457	21124762	Hsp90b1	protein_coding
ENSRNOG00000026963	ENSRNOT00000029435	7	-1	21110592	21124788	Hsp90b1	protein_coding
ENSRNOG00000026807	ENSRNOT00000031946	7	1	21125105	21188189	Ttc41	protein_coding
ENSRNOG00000026807	ENSRNOT00000059545	7	1	21125105	21188189	Ttc41	protein_coding
ENSRNOG00000026793	ENSRNOT00000031871	7	1	21190554	21247374	Nt5dc3	protein_coding
ENSRNOG00000038948	ENSRNOT00000059538	7	-1	21249391	21434042	Stab2	protein_coding
ENSRNOG00000038948	ENSRNOT00000112055	7	-1	21249391	21434042	Stab2	protein_coding
ENSRNOG00000038948	ENSRNOT00000099162	7	-1	21250313	21434042	Stab2	protein_coding
ENSRNOG00000053843	ENSRNOT00000077976	7	1	21317455	21324011	LOC102550284	protein_coding
ENSRNOG00000038943	ENSRNOT00000059532	7	1	21463790	21653244	RGD1560034	protein_coding
ENSRNOG00000038943	ENSRNOT00000108898	7	1	21623650	21653244	RGD1560034	protein_coding
ENSRNOG00000004294	ENSRNOT00000005674	7	-1	21903126	21905993	Ascl1	protein_coding
ENSRNOG00000004302	ENSRNOT00000005844	7	1	21933179	21998128	Pah	protein_coding
ENSRNOG00000004302	ENSRNOT00000100186	7	1	21933179	21998128	Pah	protein_coding
ENSRNOG00000004302	ENSRNOT00000118112	7	1	21935914	21998130	Pah	protein_coding
ENSRNOG00000004517	ENSRNOT00000005995	7	1	22282930	22355870	Igf1	protein_coding
ENSRNOG00000004517	ENSRNOT00000118307	7	1	22282990	22359296	Igf1	protein_coding
ENSRNOG00000004517	ENSRNOT00000085680	7	1	22285060	22356770	Igf1	protein_coding
ENSRNOG00000004517	ENSRNOT00000038780	7	1	22288218	22339156	Igf1	protein_coding
ENSRNOG00000004682	ENSRNOT00000006174	7	-1	22511427	22556911	Parpbp	protein_coding
ENSRNOG00000004682	ENSRNOT00000006249	7	-1	22511427	22573682	Parpbp	protein_coding
ENSRNOG00000004682	ENSRNOT00000065899	7	-1	22511435	22573688	Parpbp	protein_coding
ENSRNOG00000066777	ENSRNOT00000095213	7	1	22511934	22513250	Pmch	protein_coding
ENSRNOG00000004682	ENSRNOT00000096979	7	-1	22555887	22573695	Parpbp	protein_coding
ENSRNOG00000004727	ENSRNOT00000006760	7	1	22573764	22601976	Nup37	protein_coding
ENSRNOG00000004727	ENSRNOT00000079168	7	1	22573793	22601970	Nup37	protein_coding
ENSRNOG00000004727	ENSRNOT00000089161	7	1	22573795	22601969	Nup37	protein_coding
ENSRNOG00000004727	ENSRNOT00000110049	7	1	22575895	22609616	Nup37	protein_coding
ENSRNOG00000061681	ENSRNOT00000092152	7	-1	22590766	22590886	LOC120094020	snRNA
ENSRNOG00000005102	ENSRNOT00000100629	7	1	22621078	22644307	Washc3	protein_coding
ENSRNOG00000005102	ENSRNOT00000006903	7	1	22621078	22665544	Washc3	protein_coding
ENSRNOG00000005102	ENSRNOT00000107294	7	1	22621078	22690696	Washc3	protein_coding
ENSRNOG00000038916	ENSRNOT00000059487	7	-1	22742849	22776765	Dram1	protein_coding
ENSRNOG00000005228	ENSRNOT00000006946	7	1	22800485	22866933	Gnptab	protein_coding
ENSRNOG00000058271	ENSRNOT00000097031	7	-1	22863027	22915103	Chpt1	protein_coding
ENSRNOG00000058271	ENSRNOT00000094926	7	-1	22865089	22915103	Chpt1	protein_coding
ENSRNOG00000005270	ENSRNOT00000110230	7	1	22874055	22888399	Sycp3	protein_coding
ENSRNOG00000005270	ENSRNOT00000007088	7	1	22874055	22888511	Sycp3	protein_coding
ENSRNOG00000005270	ENSRNOT00000119996	7	1	22874112	22888511	Sycp3	protein_coding
ENSRNOG00000058271	ENSRNOT00000080939	7	-1	22888084	22915103	Chpt1	protein_coding
ENSRNOG00000070127	ENSRNOT00000104416	7	1	22915213	22917124	LOC102554140	lncRNA
ENSRNOG00000070127	ENSRNOT00000108056	7	1	22915213	22917124	LOC102554140	lncRNA
ENSRNOG00000070127	ENSRNOT00000093781	7	1	22915827	22917124	LOC102554140	lncRNA
ENSRNOG00000056493	ENSRNOT00000079235	7	-1	22930350	23015957	Mybpc1	protein_coding
ENSRNOG00000056493	ENSRNOT00000108545	7	-1	22930350	23015957	Mybpc1	protein_coding
ENSRNOG00000056493	ENSRNOT00000113153	7	-1	22930350	23015957	Mybpc1	protein_coding
ENSRNOG00000056493	ENSRNOT00000116177	7	-1	22930350	23015957	Mybpc1	protein_coding
ENSRNOG00000056493	ENSRNOT00000096740	7	-1	22930351	23015957	Mybpc1	protein_coding
ENSRNOG00000056493	ENSRNOT00000099906	7	-1	22930361	23015957	Mybpc1	protein_coding
ENSRNOG00000056493	ENSRNOT00000079774	7	-1	22933133	22984151	Mybpc1	protein_coding
ENSRNOG00000056493	ENSRNOT00000093952	7	-1	22935448	23015957	Mybpc1	protein_coding
ENSRNOG00000005720	ENSRNOT00000064241	7	-1	23069821	23077486	Spic	protein_coding
ENSRNOG00000005720	ENSRNOT00000111255	7	-1	23069826	23077548	Spic	protein_coding
ENSRNOG00000043412	ENSRNOT00000067777	7	-1	23118845	23119632	Rps12l4	protein_coding
ENSRNOG00000005763	ENSRNOT00000007623	7	1	23119589	23131086	Arl1	protein_coding
ENSRNOG00000005763	ENSRNOT00000103837	7	1	23121638	23131898	Arl1	protein_coding
ENSRNOG00000005823	ENSRNOT00000008317	7	-1	23134637	23215632	Utp20	protein_coding
ENSRNOG00000070615	ENSRNOT00000115922	7	-1	23224772	23261941	lncRNA
ENSRNOG00000070615	ENSRNOT00000106743	7	-1	23225720	23259961	lncRNA
ENSRNOG00000070615	ENSRNOT00000099323	7	-1	23253507	23259961	lncRNA
ENSRNOG00000070615	ENSRNOT00000102484	7	-1	23253972	23259961	lncRNA
ENSRNOG00000006367	ENSRNOT00000106493	7	1	23272427	23313798	Slc5a8	protein_coding
ENSRNOG00000006367	ENSRNOT00000008613	7	1	23272849	23314642	Slc5a8	protein_coding
ENSRNOG00000006841	ENSRNOT00000009084	7	-1	23329070	23651732	Ano4	protein_coding
ENSRNOG00000006841	ENSRNOT00000109574	7	-1	23329070	23651938	Ano4	protein_coding
ENSRNOG00000006841	ENSRNOT00000089269	7	-1	23329070	23738434	Ano4	protein_coding
ENSRNOG00000006841	ENSRNOT00000117276	7	-1	23329070	23738434	Ano4	protein_coding
ENSRNOG00000032424	ENSRNOT00000049362	7	1	23753065	23753559	AABR07056556.1	protein_coding
ENSRNOG00000061320	ENSRNOT00000009419	7	-1	23793011	23793619	LOC103692829	protein_coding
ENSRNOG00000063755	ENSRNOT00000120268	7	-1	23806310	23836411	Gas2l3	protein_coding
ENSRNOG00000007197	ENSRNOT00000009910	7	-1	23846122	23942047	Nr1h4	protein_coding
ENSRNOG00000007197	ENSRNOT00000091227	7	-1	23846351	23903525	Nr1h4	protein_coding
ENSRNOG00000056800	ENSRNOT00000090391	7	1	23864904	23864965	LOC120093931	snRNA
ENSRNOG00000068987	ENSRNOT00000094890	7	1	23893537	23895335	protein_coding
ENSRNOG00000007581	ENSRNOT00000092527	7	-1	23994217	24048079	Slc17a8	protein_coding
ENSRNOG00000024955	ENSRNOT00000082016	7	-1	24064404	24117305	Scyl2	protein_coding
ENSRNOG00000024955	ENSRNOT00000002638	7	-1	24064404	24117305	Scyl2	protein_coding
ENSRNOG00000024955	ENSRNOT00000119175	7	-1	24064754	24117304	Scyl2	protein_coding
ENSRNOG00000007875	ENSRNOT00000010414	7	-1	24150250	24171044	Actr6	protein_coding
ENSRNOG00000007875	ENSRNOT00000118790	7	-1	24150250	24171067	Actr6	protein_coding
ENSRNOG00000065049	ENSRNOT00000109321	7	-1	24181638	24231981	protein_coding
ENSRNOG00000050317	ENSRNOT00000118426	7	1	24181644	24259403	Bltp3b	protein_coding
ENSRNOG00000050317	ENSRNOT00000072733	7	1	24181644	24261720	Bltp3b	protein_coding
ENSRNOG00000050317	ENSRNOT00000096260	7	1	24215550	24261720	Bltp3b	protein_coding
ENSRNOG00000064413	ENSRNOT00000115097	7	-1	24297657	24308882	lncRNA
ENSRNOG00000064413	ENSRNOT00000109735	7	-1	24298508	24308882	lncRNA
ENSRNOG00000024870	ENSRNOT00000102313	7	1	24312843	25477693	Anks1b	protein_coding
ENSRNOG00000024870	ENSRNOT00000059269	7	1	24313333	25476889	Anks1b	protein_coding
ENSRNOG00000055397	ENSRNOT00000089969	7	1	24604342	24604529	LOC120094026	snRNA
ENSRNOG00000057767	ENSRNOT00000087261	7	1	24940023	24940117	LOC120093926	snRNA
ENSRNOG00000024870	ENSRNOT00000114777	7	1	25001474	25472983	Anks1b	protein_coding
ENSRNOG00000024870	ENSRNOT00000113343	7	1	25072360	25476889	Anks1b	protein_coding
ENSRNOG00000024870	ENSRNOT00000117411	7	1	25072579	25477693	Anks1b	protein_coding
ENSRNOG00000024870	ENSRNOT00000119672	7	1	25072579	25477693	Anks1b	protein_coding
ENSRNOG00000008022	ENSRNOT00000010869	7	-1	25494609	25579540	Apaf1	protein_coding
ENSRNOG00000008022	ENSRNOT00000115920	7	-1	25494609	25579540	Apaf1	protein_coding
ENSRNOG00000008247	ENSRNOT00000010929	7	1	25579832	25598542	Ikbip	protein_coding
ENSRNOG00000008247	ENSRNOT00000010914	7	1	25579846	25605162	Ikbip	protein_coding
ENSRNOG00000008797	ENSRNOT00000011494	7	-1	25586725	25619394	Tmpo	protein_coding
ENSRNOG00000008797	ENSRNOT00000113551	7	-1	25586725	25667727	Tmpo	protein_coding
ENSRNOG00000008797	ENSRNOT00000113184	7	-1	25611937	25619383	Tmpo	protein_coding
ENSRNOG00000008797	ENSRNOT00000080824	7	-1	25611938	25619401	Tmpo	protein_coding
ENSRNOG00000056599	ENSRNOT00000080363	7	-1	25613357	25613602	Snora53	snoRNA
ENSRNOG00000008797	ENSRNOT00000012715	7	-1	25642752	25667727	Tmpo	protein_coding
ENSRNOG00000008797	ENSRNOT00000111659	7	-1	25642752	25667727	Tmpo	protein_coding
ENSRNOG00000008797	ENSRNOT00000097150	7	-1	25642752	25667727	Tmpo	protein_coding
ENSRNOG00000008797	ENSRNOT00000112365	7	-1	25642752	25667727	Tmpo	protein_coding
ENSRNOG00000008797	ENSRNOT00000095834	7	-1	25655558	25667702	Tmpo	protein_coding
ENSRNOG00000062597	ENSRNOT00000102570	7	1	25678448	25680098	lncRNA
ENSRNOG00000064198	ENSRNOT00000108822	7	1	25893887	25899034	protein_coding
ENSRNOG00000055726	ENSRNOT00000079193	7	1	25964209	25964541	AABR07056611.1	protein_coding
ENSRNOG00000052580	ENSRNOT00000091741	7	-1	26059317	26059438	LOC120093956	snoRNA
ENSRNOG00000035529	ENSRNOT00000053652	7	-1	26611990	26612089	Mir135a	miRNA
ENSRNOG00000041450	ENSRNOT00000063203	7	-1	26676094	26676194	Mir1251	miRNA
ENSRNOG00000004011	ENSRNOT00000005463	7	-1	27233316	27274486	Nedd1	protein_coding
ENSRNOG00000004011	ENSRNOT00000105705	7	-1	27233316	27274486	Nedd1	protein_coding
ENSRNOG00000058804	ENSRNOT00000081027	7	-1	27236889	27237031	LOC120094015	snoRNA
ENSRNOG00000024494	ENSRNOT00000094647	7	-1	27316502	27601790	Cfap54	protein_coding
ENSRNOG00000024494	ENSRNOT00000104436	7	-1	27316502	27602144	Cfap54	protein_coding
ENSRNOG00000024494	ENSRNOT00000118957	7	-1	27316502	27602144	Cfap54	protein_coding
ENSRNOG00000024494	ENSRNOT00000114083	7	-1	27316502	27602144	Cfap54	protein_coding
ENSRNOG00000024494	ENSRNOT00000065354	7	-1	27316502	27602144	Cfap54	protein_coding
ENSRNOG00000024494	ENSRNOT00000005492	7	-1	27435947	27602144	Cfap54	protein_coding
ENSRNOG00000004148	ENSRNOT00000005762	7	1	27683890	27762002	Cdk17	protein_coding
ENSRNOG00000004148	ENSRNOT00000109496	7	1	27683890	27764910	Cdk17	protein_coding
ENSRNOG00000004148	ENSRNOT00000110945	7	1	27683890	27764910	Cdk17	protein_coding
ENSRNOG00000004367	ENSRNOT00000117853	7	-1	27768599	27804081	Elk3	protein_coding
ENSRNOG00000004367	ENSRNOT00000005911	7	-1	27768599	27804084	Elk3	protein_coding
ENSRNOG00000004367	ENSRNOT00000110645	7	-1	27768599	27804084	Elk3	protein_coding
ENSRNOG00000004367	ENSRNOT00000106510	7	-1	27772447	27804082	Elk3	protein_coding
ENSRNOG00000063544	ENSRNOT00000105565	7	-1	27813954	27818526	lncRNA
ENSRNOG00000004494	ENSRNOT00000005930	7	1	27969789	28001600	Lta4h	protein_coding
ENSRNOG00000004502	ENSRNOT00000006971	7	1	28006972	28037701	Hal	protein_coding
ENSRNOG00000005266	ENSRNOT00000007331	7	-1	28043716	28059156	Amdhd1	protein_coding
ENSRNOG00000021892	ENSRNOT00000030985	7	1	28059798	28130441	Ccdc38	protein_coding
ENSRNOG00000021892	ENSRNOT00000102276	7	1	28101136	28130441	Ccdc38	protein_coding
ENSRNOG00000005556	ENSRNOT00000007351	7	-1	28130427	28137129	Snrpf	protein_coding
ENSRNOG00000005573	ENSRNOT00000007412	7	1	28186611	28300390	Ntn4	protein_coding
ENSRNOG00000068255	ENSRNOT00000097909	7	1	28351205	28352089	protein_coding
ENSRNOG00000005637	ENSRNOT00000105243	7	1	28364033	28410053	Usp44	protein_coding
ENSRNOG00000005637	ENSRNOT00000007465	7	1	28364033	28410053	Usp44	protein_coding
ENSRNOG00000021881	ENSRNOT00000110473	7	-1	28411608	28440434	Metap2	protein_coding
ENSRNOG00000021881	ENSRNOT00000031571	7	-1	28412773	28440434	Metap2	protein_coding
ENSRNOG00000021881	ENSRNOT00000030056	7	-1	28412781	28440434	Metap2	protein_coding
ENSRNOG00000035543	ENSRNOT00000053666	7	-1	28527390	28527485	Mir331	miRNA
ENSRNOG00000006514	ENSRNOT00000030015	7	-1	28534249	28597356	Vezt	protein_coding
ENSRNOG00000054515	ENSRNOT00000077666	7	1	28597609	28706927	Fgd6	protein_coding
ENSRNOG00000054515	ENSRNOT00000101771	7	1	28597609	28708815	Fgd6	protein_coding
ENSRNOG00000054515	ENSRNOT00000114664	7	1	28597609	28712456	Fgd6	protein_coding
ENSRNOG00000006983	ENSRNOT00000089228	7	1	28715562	28767071	Nr2c1	protein_coding
ENSRNOG00000006983	ENSRNOT00000009578	7	1	28716093	28767160	Nr2c1	protein_coding
ENSRNOG00000007407	ENSRNOT00000010117	7	1	28771330	28798315	Ndufa12	protein_coding
ENSRNOG00000065012	ENSRNOT00000103978	7	-1	28872026	28876852	pseudogene
ENSRNOG00000007713	ENSRNOT00000094886	7	1	28893967	29171926	Tmcc3	protein_coding
ENSRNOG00000007713	ENSRNOT00000095728	7	1	28978702	29171926	Tmcc3	protein_coding
ENSRNOG00000007713	ENSRNOT00000010316	7	1	29100175	29171926	Tmcc3	protein_coding
ENSRNOG00000007713	ENSRNOT00000101181	7	1	29134170	29171926	Tmcc3	protein_coding
ENSRNOG00000007713	ENSRNOT00000102476	7	1	29135020	29171926	Tmcc3	protein_coding
ENSRNOG00000007713	ENSRNOT00000080291	7	1	29158911	29171926	Tmcc3	protein_coding
ENSRNOG00000062722	ENSRNOT00000105604	7	-1	29175545	29201691	lncRNA
ENSRNOG00000062722	ENSRNOT00000114460	7	-1	29187344	29202301	lncRNA
ENSRNOG00000007859	ENSRNOT00000034639	7	1	29280419	29389574	LOC100363642	protein_coding
ENSRNOG00000007970	ENSRNOT00000106534	7	-1	29390048	29543779	Plxnc1	protein_coding
ENSRNOG00000007970	ENSRNOT00000011178	7	-1	29390048	29543779	Plxnc1	protein_coding
ENSRNOG00000007970	ENSRNOT00000102613	7	-1	29390048	29543779	Plxnc1	protein_coding
ENSRNOG00000008507	ENSRNOT00000105619	7	-1	29798586	29952897	Cradd	protein_coding
ENSRNOG00000050393	ENSRNOT00000051137	7	1	29834988	29835143	LOC103690821	protein_coding
ENSRNOG00000008507	ENSRNOT00000063946	7	-1	29940240	29952907	Cradd	protein_coding
ENSRNOG00000008965	ENSRNOT00000103867	7	-1	30008578	30043548	Socs2	protein_coding
ENSRNOG00000008965	ENSRNOT00000011948	7	-1	30039830	30043548	Socs2	protein_coding
ENSRNOG00000042740	ENSRNOT00000118711	7	-1	30117977	30138501	Mrpl42	protein_coding
ENSRNOG00000042740	ENSRNOT00000106107	7	-1	30117977	30139479	Mrpl42	protein_coding
ENSRNOG00000042740	ENSRNOT00000066322	7	-1	30117977	30141639	Mrpl42	protein_coding
ENSRNOG00000042740	ENSRNOT00000102630	7	-1	30117981	30141639	Mrpl42	protein_coding
ENSRNOG00000068447	ENSRNOT00000106153	7	1	30134729	30134968	processed_pseudogene
ENSRNOG00000058053	ENSRNOT00000089874	7	1	30154616	30184355	Ube2n	protein_coding
ENSRNOG00000009094	ENSRNOT00000105881	7	-1	30188100	30193778	Nudt4	protein_coding
ENSRNOG00000009094	ENSRNOT00000012363	7	-1	30188124	30204615	Nudt4	protein_coding
ENSRNOG00000009094	ENSRNOT00000104209	7	-1	30188124	30204615	Nudt4	protein_coding
ENSRNOG00000021688	ENSRNOT00000029783	7	1	30370154	30370588	AABR07056686.1	protein_coding
ENSRNOG00000063295	ENSRNOT00000096668	7	-1	30481160	30498073	protein_coding
ENSRNOG00000021681	ENSRNOT00000087297	7	1	30554552	30718487	Eea1	protein_coding
ENSRNOG00000053921	ENSRNOT00000084007	7	1	30557822	30557964	LOC120093990	snoRNA
ENSRNOG00000021681	ENSRNOT00000095444	7	1	30604739	30718487	Eea1	protein_coding
ENSRNOG00000021681	ENSRNOT00000103157	7	1	30604739	30718487	Eea1	protein_coding
ENSRNOG00000021681	ENSRNOT00000117665	7	1	30604739	30718487	Eea1	protein_coding
ENSRNOG00000021681	ENSRNOT00000107821	7	1	30604770	30718487	Eea1	protein_coding
ENSRNOG00000021681	ENSRNOT00000029764	7	1	30632334	30718487	Eea1	protein_coding
ENSRNOG00000065097	ENSRNOT00000097992	7	-1	30718549	30721693	lncRNA
ENSRNOG00000004284	ENSRNOT00000005910	7	1	31341027	31343649	Btg1	protein_coding
ENSRNOG00000070151	ENSRNOT00000108433	7	1	31354476	31356325	lncRNA
ENSRNOG00000066915	ENSRNOT00000101820	7	-1	31476115	31476221	U2l2	snRNA
ENSRNOG00000068905	ENSRNOT00000096254	7	1	31598053	31650903	protein_coding
ENSRNOG00000051638	ENSRNOT00000086406	7	-1	31949206	31949396	U2l1	snRNA
ENSRNOG00000004554	ENSRNOT00000006070	7	1	32281252	32321270	Dcn	protein_coding
ENSRNOG00000004554	ENSRNOT00000116661	7	1	32284389	32321270	Dcn	protein_coding
ENSRNOG00000004554	ENSRNOT00000100641	7	1	32284655	32321270	Dcn	protein_coding
ENSRNOG00000004610	ENSRNOT00000111145	7	1	32358614	32365793	Lum	protein_coding
ENSRNOG00000004610	ENSRNOT00000006109	7	1	32358990	32365793	Lum	protein_coding
ENSRNOG00000004635	ENSRNOT00000006234	7	1	32397382	32404837	Kera	protein_coding
ENSRNOG00000004717	ENSRNOT00000006450	7	1	32436620	32474135	Epyc	protein_coding
ENSRNOG00000004875	ENSRNOT00000006455	7	1	32485041	32488394	Ccer1	protein_coding
ENSRNOG00000056885	ENSRNOT00000083789	7	-1	32529240	32529384	LOC120093993	snoRNA
ENSRNOG00000065442	ENSRNOT00000095716	7	1	33732144	33734629	lncRNA
ENSRNOG00000004026	ENSRNOT00000066174	7	1	33735871	33843295	Atp2b1	protein_coding
ENSRNOG00000004026	ENSRNOT00000119758	7	1	33735879	33843041	Atp2b1	protein_coding
ENSRNOG00000004026	ENSRNOT00000041354	7	1	33735879	33843041	Atp2b1	protein_coding
ENSRNOG00000024450	ENSRNOT00000031905	7	1	33924189	34025903	Poc1b	protein_coding
ENSRNOG00000024450	ENSRNOT00000097058	7	1	33924189	34025903	Poc1b	protein_coding
ENSRNOG00000024450	ENSRNOT00000107890	7	1	33924405	34020764	Poc1b	protein_coding
ENSRNOG00000068918	ENSRNOT00000116333	7	-1	33942906	33943094	pseudogene
ENSRNOG00000069237	ENSRNOT00000117164	7	-1	34092783	34093955	protein_coding
ENSRNOG00000023896	ENSRNOT00000037844	7	1	34092943	34097185	Dusp6	protein_coding
ENSRNOG00000023896	ENSRNOT00000111909	7	1	34093076	34097181	Dusp6	protein_coding
ENSRNOG00000067092	ENSRNOT00000109531	7	-1	34600996	34601594	protein_coding
ENSRNOG00000064274	ENSRNOT00000106670	7	1	34603277	34620367	lncRNA
ENSRNOG00000066587	ENSRNOT00000095160	7	-1	34672543	34704301	RGD1565753	lncRNA
ENSRNOG00000066587	ENSRNOT00000109163	7	-1	34672543	34704301	RGD1565753	lncRNA
ENSRNOG00000066587	ENSRNOT00000095451	7	-1	34695907	34704301	RGD1565753	lncRNA
ENSRNOG00000005386	ENSRNOT00000008471	7	1	34896053	34977214	Kitlg	protein_coding
ENSRNOG00000068482	ENSRNOT00000097933	7	-1	35102290	35102431	LOC120093971	snoRNA
ENSRNOG00000006749	ENSRNOT00000029045	7	-1	35264892	35310385	Tmtc3	protein_coding
ENSRNOG00000056458	ENSRNOT00000085684	7	1	35310199	35399392	Cep290	protein_coding
ENSRNOG00000056458	ENSRNOT00000101678	7	1	35310199	35399392	Cep290	protein_coding
ENSRNOG00000056458	ENSRNOT00000082090	7	1	35310199	35399392	Cep290	protein_coding
ENSRNOG00000006973	ENSRNOT00000083347	7	-1	35397995	35405955	RGD1307947	protein_coding
ENSRNOG00000006973	ENSRNOT00000101415	7	-1	35397995	35406647	RGD1307947	protein_coding
ENSRNOG00000006973	ENSRNOT00000115973	7	-1	35397995	35408275	RGD1307947	protein_coding
ENSRNOG00000006973	ENSRNOT00000117308	7	-1	35397995	35408594	RGD1307947	protein_coding
ENSRNOG00000006973	ENSRNOT00000111748	7	-1	35397995	35409600	RGD1307947	protein_coding
ENSRNOG00000006973	ENSRNOT00000091319	7	-1	35397995	35409600	RGD1307947	protein_coding
ENSRNOG00000006973	ENSRNOT00000036141	7	-1	35402582	35408493	RGD1307947	protein_coding
ENSRNOG00000051928	ENSRNOT00000104994	7	1	35411555	35440246	LOC500827	protein_coding
ENSRNOG00000051928	ENSRNOT00000081374	7	1	35411555	35443320	LOC500827	protein_coding
ENSRNOG00000051928	ENSRNOT00000080150	7	1	35411555	35443320	LOC500827	protein_coding
ENSRNOG00000048399	ENSRNOT00000071186	7	1	36786020	36786100	Mir3059	miRNA
ENSRNOG00000023762	ENSRNOT00000030321	7	1	37066520	37067514	AABR07056845.1	protein_coding
ENSRNOG00000062841	ENSRNOT00000114034	7	-1	37244535	37260282	lncRNA
ENSRNOG00000004149	ENSRNOT00000005523	7	1	37260321	37474571	Mgat4c	protein_coding
ENSRNOG00000004179	ENSRNOT00000005706	7	-1	37564533	37574423	Nts	protein_coding
ENSRNOG00000038574	ENSRNOT00000108456	7	1	37599720	37631553	Rassf9	protein_coding
ENSRNOG00000038574	ENSRNOT00000058842	7	1	37603099	37635245	Rassf9	protein_coding
ENSRNOG00000004390	ENSRNOT00000106210	7	-1	38147117	38177220	Alx1	protein_coding
ENSRNOG00000004390	ENSRNOT00000006007	7	-1	38157633	38177220	Alx1	protein_coding
ENSRNOG00000004390	ENSRNOT00000107157	7	-1	38157944	38177220	Alx1	protein_coding
ENSRNOG00000067044	ENSRNOT00000110889	7	1	38177340	38179883	lncRNA
ENSRNOG00000070493	ENSRNOT00000109505	7	-1	38180340	38187644	lncRNA
ENSRNOG00000004564	ENSRNOT00000111314	7	-1	38192759	38409901	Lrriq1	protein_coding
ENSRNOG00000004564	ENSRNOT00000071306	7	-1	38192759	38409901	Lrriq1	protein_coding
ENSRNOG00000057777	ENSRNOT00000090516	7	1	38282183	38282302	LOC120094005	snoRNA
ENSRNOG00000027468	ENSRNOT00000029208	7	1	38553196	38607239	Slc6a15	protein_coding
ENSRNOG00000055100	ENSRNOT00000087935	7	1	38564128	38564271	LOC120093967	snoRNA
ENSRNOG00000066564	ENSRNOT00000118580	7	-1	38657252	38657356	LOC120093901	snRNA
ENSRNOG00000055395	ENSRNOT00000081668	7	1	39092358	39092466	LOC120093907	snRNA
ENSRNOG00000055833	ENSRNOT00000077393	7	-1	39695048	39695208	LOC120094007	snRNA
ENSRNOG00000060330	ENSRNOT00000081207	7	-1	40344575	40344707	LOC120094000	snoRNA
ENSRNOG00000004585	ENSRNOT00000006086	7	-1	40394220	40807298	Tmtc2	protein_coding
ENSRNOG00000004585	ENSRNOT00000093853	7	-1	40453179	40807298	Tmtc2	protein_coding
ENSRNOG00000004585	ENSRNOT00000113359	7	-1	40454451	40807298	Tmtc2	protein_coding
ENSRNOG00000056927	ENSRNOT00000087880	7	-1	40568703	40568801	LOC120093898	snRNA
ENSRNOG00000027451	ENSRNOT00000111870	7	-1	41062276	41136117	Mettl25	protein_coding
ENSRNOG00000027451	ENSRNOT00000094274	7	-1	41062276	41143423	Mettl25	protein_coding
ENSRNOG00000027451	ENSRNOT00000038144	7	-1	41062276	41143423	Mettl25	protein_coding
ENSRNOG00000027451	ENSRNOT00000116499	7	-1	41062341	41143015	Mettl25	protein_coding
ENSRNOG00000004183	ENSRNOT00000005740	7	1	41142760	41149143	Ccdc59	protein_coding
ENSRNOG00000063471	ENSRNOT00000105618	7	-1	41742288	41767011	protein_coding
ENSRNOG00000004353	ENSRNOT00000108079	7	1	41765575	42238868	Ppfia2	protein_coding
ENSRNOG00000004353	ENSRNOT00000119432	7	1	41765575	42239599	Ppfia2	protein_coding
ENSRNOG00000004353	ENSRNOT00000005862	7	1	42063519	42235480	Ppfia2	protein_coding
ENSRNOG00000004448	ENSRNOT00000082141	7	-1	42242652	42450230	Acss3	protein_coding
ENSRNOG00000004448	ENSRNOT00000066975	7	-1	42268832	42450230	Acss3	protein_coding
ENSRNOG00000055273	ENSRNOT00000083391	7	1	42459860	42459990	LOC120094001	snoRNA
