ENSRNOG00000065633	ENSRNOT00000118146	20	-1	21710	43347	protein_coding
ENSRNOG00000000855	ENSRNOT00000092443	20	1	3634801	3637919	Lst1	protein_coding
ENSRNOG00000000855	ENSRNOT00000065940	20	1	3634801	3637997	Lst1	protein_coding
ENSRNOG00000000854	ENSRNOT00000114943	20	-1	3638240	3639516	Ncr3	protein_coding
ENSRNOG00000000854	ENSRNOT00000001139	20	-1	3638241	3643799	Ncr3	protein_coding
ENSRNOG00000000853	ENSRNOT00000097547	20	1	3646777	3652668	Aif1	protein_coding
ENSRNOG00000000853	ENSRNOT00000076331	20	1	3647572	3652668	Aif1	protein_coding
ENSRNOG00000000853	ENSRNOT00000001138	20	1	3649975	3652668	Aif1	protein_coding
ENSRNOG00000000853	ENSRNOT00000076979	20	1	3650360	3652668	Aif1	protein_coding
ENSRNOG00000000853	ENSRNOT00000001135	20	1	3650771	3652668	Aif1	protein_coding
ENSRNOG00000000852	ENSRNOT00000001133	20	1	3658695	3674023	Prrc2a	protein_coding
ENSRNOG00000000852	ENSRNOT00000092322	20	1	3658695	3674130	Prrc2a	protein_coding
ENSRNOG00000000852	ENSRNOT00000111770	20	1	3658725	3674130	Prrc2a	protein_coding
ENSRNOG00000054091	ENSRNOT00000083081	20	1	3660900	3661033	Snora38	snoRNA
ENSRNOG00000000851	ENSRNOT00000085598	20	-1	3675938	3688362	Bag6	protein_coding
ENSRNOG00000000851	ENSRNOT00000060832	20	-1	3675938	3688362	Bag6	protein_coding
ENSRNOG00000000851	ENSRNOT00000001129	20	-1	3675938	3688657	Bag6	protein_coding
ENSRNOG00000000851	ENSRNOT00000097591	20	-1	3675939	3688143	Bag6	protein_coding
ENSRNOG00000000850	ENSRNOT00000001126	20	1	3688413	3693550	Apom	protein_coding
ENSRNOG00000000850	ENSRNOT00000096939	20	1	3690950	3692938	Apom	protein_coding
ENSRNOG00000039658	ENSRNOT00000117404	20	-1	3693649	3696088	G4	protein_coding
ENSRNOG00000039658	ENSRNOT00000060819	20	-1	3693653	3696088	G4	protein_coding
ENSRNOG00000000848	ENSRNOT00000106103	20	-1	3697641	3700413	Gpank1	protein_coding
ENSRNOG00000000848	ENSRNOT00000076738	20	-1	3697641	3700858	Gpank1	protein_coding
ENSRNOG00000000848	ENSRNOT00000001124	20	-1	3697659	3700723	Gpank1	protein_coding
ENSRNOG00000000847	ENSRNOT00000076528	20	1	3698733	3707133	Csnk2b	protein_coding
ENSRNOG00000000847	ENSRNOT00000092222	20	1	3700991	3705016	Csnk2b	protein_coding
ENSRNOG00000000847	ENSRNOT00000076597	20	1	3700991	3705327	Csnk2b	protein_coding
ENSRNOG00000000847	ENSRNOT00000001123	20	1	3700991	3705344	Csnk2b	protein_coding
ENSRNOG00000027516	ENSRNOT00000038130	20	1	3706124	3707133	Ly6g5b	protein_coding
ENSRNOG00000000846	ENSRNOT00000001122	20	-1	3709529	3713608	Ly6g5c	protein_coding
ENSRNOG00000056637	ENSRNOT00000083284	20	-1	3719091	3733879	Abhd16a	protein_coding
ENSRNOG00000056637	ENSRNOT00000077082	20	-1	3719091	3733927	Abhd16a	protein_coding
ENSRNOG00000027225	ENSRNOT00000076253	20	1	3737459	3752222	Ly6g6d	protein_coding
ENSRNOG00000027225	ENSRNOT00000037613	20	1	3737489	3752222	Ly6g6d	protein_coding
ENSRNOG00000027225	ENSRNOT00000097767	20	1	3741973	3752222	Ly6g6d	protein_coding
ENSRNOG00000027157	ENSRNOT00000113254	20	-1	3744999	3747122	Ly6g6e	protein_coding
ENSRNOG00000027157	ENSRNOT00000037482	20	-1	3744999	3750849	Ly6g6e	protein_coding
ENSRNOG00000027225	ENSRNOT00000001120	20	1	3749582	3752248	Ly6g6d	protein_coding
ENSRNOG00000070605	ENSRNOT00000001119	20	-1	3753632	3758271	Ly6g6c	protein_coding
ENSRNOG00000070605	ENSRNOT00000116480	20	-1	3753632	3758867	Ly6g6c	protein_coding
ENSRNOG00000026936	ENSRNOT00000076863	20	1	3757536	3759372	Mpig6b	protein_coding
ENSRNOG00000026936	ENSRNOT00000076375	20	1	3757544	3760735	Mpig6b	protein_coding
ENSRNOG00000026936	ENSRNOT00000037191	20	1	3757544	3760735	Mpig6b	protein_coding
ENSRNOG00000029682	ENSRNOT00000001118	20	-1	3761461	3765260	Clic1	protein_coding
ENSRNOG00000000842	ENSRNOT00000088251	20	-1	3761465	3764511	Ddah2	protein_coding
ENSRNOG00000029682	ENSRNOT00000068435	20	-1	3764865	3772168	Clic1	protein_coding
ENSRNOG00000029682	ENSRNOT00000098310	20	-1	3764865	3772703	Clic1	protein_coding
ENSRNOG00000029682	ENSRNOT00000099306	20	-1	3764865	3773712	Clic1	protein_coding
ENSRNOG00000029682	ENSRNOT00000101151	20	-1	3764867	3773301	Clic1	protein_coding
ENSRNOG00000058745	ENSRNOT00000080306	20	-1	3774572	3774677	LOC120099048	snRNA
ENSRNOG00000000857	ENSRNOT00000060762	20	1	3776942	3793336	Msh5	protein_coding
ENSRNOG00000000858	ENSRNOT00000001146	20	1	3793967	3795790	Sapcd1	protein_coding
ENSRNOG00000000860	ENSRNOT00000001153	20	-1	3794991	3805525	Vwa7	protein_coding
ENSRNOG00000000867	ENSRNOT00000001160	20	-1	3805776	3820298	Vars1	protein_coding
ENSRNOG00000000867	ENSRNOT00000087861	20	-1	3805776	3820298	Vars1	protein_coding
ENSRNOG00000048725	ENSRNOT00000070846	20	-1	3843466	3846950	Lsm2	protein_coding
ENSRNOG00000048725	ENSRNOT00000081527	20	-1	3843466	3847266	Lsm2	protein_coding
ENSRNOG00000048725	ENSRNOT00000081265	20	-1	3843468	3847244	Lsm2	protein_coding
ENSRNOG00000048725	ENSRNOT00000119798	20	-1	3843808	3847185	Lsm2	protein_coding
ENSRNOG00000047966	ENSRNOT00000074223	20	-1	3848843	3855571	Hspa1l	protein_coding
ENSRNOG00000045654	ENSRNOT00000049667	20	-1	3856006	3873227	Hspa1a	protein_coding
ENSRNOG00000050647	ENSRNOT00000081924	20	1	3856006	3873240	Hspa1b	protein_coding
ENSRNOG00000050647	ENSRNOT00000061950	20	1	3856023	3858948	Hspa1b	protein_coding
ENSRNOG00000067018	ENSRNOT00000119934	20	-1	3864200	3870816	protein_coding
ENSRNOG00000061471	ENSRNOT00000087715	20	1	3877283	3877346	Snord48	snoRNA
ENSRNOG00000053988	ENSRNOT00000091126	20	1	3878412	3878477	Snord52	snoRNA
ENSRNOG00000032942	ENSRNOT00000049344	20	-1	3897480	3901745	Neu1	protein_coding
ENSRNOG00000000878	ENSRNOT00000101874	20	-1	3903099	3917098	Slc44a4	protein_coding
ENSRNOG00000000878	ENSRNOT00000001174	20	-1	3903099	3919215	Slc44a4	protein_coding
ENSRNOG00000030630	ENSRNOT00000047370	20	-1	3919624	3936257	Ehmt2	protein_coding
ENSRNOG00000030630	ENSRNOT00000081456	20	-1	3919624	3941547	Ehmt2	protein_coding
ENSRNOG00000030630	ENSRNOT00000085701	20	-1	3919624	3941547	Ehmt2	protein_coding
ENSRNOG00000051235	ENSRNOT00000065044	20	1	3951474	3970375	Cfb	protein_coding
ENSRNOG00000051235	ENSRNOT00000060607	20	1	3951474	3970375	Cfb	protein_coding
ENSRNOG00000051235	ENSRNOT00000092698	20	1	3951474	3970375	Cfb	protein_coding
ENSRNOG00000051235	ENSRNOT00000075928	20	1	3951564	3970375	Cfb	protein_coding
ENSRNOG00000051235	ENSRNOT00000000477	20	1	3970643	3976505	Cfb	protein_coding
ENSRNOG00000000420	ENSRNOT00000000478	20	-1	3976518	3982355	Nelfe	protein_coding
ENSRNOG00000000421	ENSRNOT00000102575	20	1	3982593	3993253	Skic2	protein_coding
ENSRNOG00000000421	ENSRNOT00000000481	20	1	3982627	3993261	Skic2	protein_coding
ENSRNOG00000000422	ENSRNOT00000096572	20	-1	3993327	3995109	Dxo	protein_coding
ENSRNOG00000000422	ENSRNOT00000000483	20	-1	3993327	3995494	Dxo	protein_coding
ENSRNOG00000048929	ENSRNOT00000107384	20	1	3995587	4004957	Stk19	protein_coding
ENSRNOG00000048929	ENSRNOT00000072446	20	1	3995587	4005116	Stk19	protein_coding
ENSRNOG00000066573	ENSRNOT00000086027	20	1	4005731	4020080	C4a	protein_coding
ENSRNOG00000066573	ENSRNOT00000000514	20	1	4005731	4020080	C4a	protein_coding
ENSRNOG00000000428	ENSRNOT00000031548	20	1	4023767	4026923	Cyp21a1	protein_coding
ENSRNOG00000033581	ENSRNOT00000048985	20	-1	4026463	4036053	AABR07044388.2	protein_coding
ENSRNOG00000033581	ENSRNOT00000079084	20	-1	4026463	4085578	AABR07044388.2	protein_coding
ENSRNOG00000033581	ENSRNOT00000077635	20	-1	4026463	4085578	AABR07044388.2	protein_coding
ENSRNOG00000000431	ENSRNOT00000000492	20	-1	4090921	4098894	Atf6b	protein_coding
ENSRNOG00000000431	ENSRNOT00000119502	20	-1	4090925	4098762	Atf6b	protein_coding
ENSRNOG00000000432	ENSRNOT00000000494	20	-1	4099806	4101368	Fkbpl	protein_coding
ENSRNOG00000000433	ENSRNOT00000000495	20	-1	4117957	4121600	Prrt1	protein_coding
ENSRNOG00000000433	ENSRNOT00000091188	20	-1	4118041	4121600	Prrt1	protein_coding
ENSRNOG00000000435	ENSRNOT00000083489	20	1	4122463	4132774	Ppt2	protein_coding
ENSRNOG00000000435	ENSRNOT00000091468	20	1	4122985	4132770	Ppt2	protein_coding
ENSRNOG00000000435	ENSRNOT00000090518	20	1	4123197	4132120	Ppt2	protein_coding
ENSRNOG00000000435	ENSRNOT00000080476	20	1	4123197	4132770	Ppt2	protein_coding
ENSRNOG00000000435	ENSRNOT00000000497	20	1	4123739	4132770	Ppt2	protein_coding
ENSRNOG00000000436	ENSRNOT00000068712	20	1	4133629	4136018	Egfl8	protein_coding
ENSRNOG00000000436	ENSRNOT00000000499	20	1	4133629	4136018	Egfl8	protein_coding
ENSRNOG00000000436	ENSRNOT00000107302	20	1	4133629	4136018	Egfl8	protein_coding
ENSRNOG00000000437	ENSRNOT00000000500	20	-1	4135957	4145278	Agpat1	protein_coding
ENSRNOG00000000438	ENSRNOT00000088244	20	1	4145507	4147983	Rnf5	protein_coding
ENSRNOG00000000438	ENSRNOT00000000501	20	1	4145617	4147985	Rnf5	protein_coding
ENSRNOG00000000439	ENSRNOT00000085277	20	-1	4147890	4151078	Ager	protein_coding
ENSRNOG00000000439	ENSRNOT00000000508	20	-1	4147890	4151078	Ager	protein_coding
ENSRNOG00000000439	ENSRNOT00000084841	20	-1	4147890	4151078	Ager	protein_coding
ENSRNOG00000000439	ENSRNOT00000077205	20	-1	4149161	4151078	Ager	protein_coding
ENSRNOG00000000439	ENSRNOT00000072848	20	-1	4149443	4151078	Ager	protein_coding
ENSRNOG00000000440	ENSRNOT00000000509	20	-1	4151500	4156425	Pbx2	protein_coding
ENSRNOG00000000441	ENSRNOT00000000510	20	-1	4157123	4158984	Gpsm3	protein_coding
ENSRNOG00000000441	ENSRNOT00000094807	20	-1	4157123	4159035	Gpsm3	protein_coding
ENSRNOG00000000442	ENSRNOT00000000513	20	-1	4160445	4184465	Notch4	protein_coding
ENSRNOG00000070397	ENSRNOT00000031704	20	1	4197366	4211681	C4b	protein_coding
ENSRNOG00000068088	ENSRNOT00000072694	20	1	4235141	4244690	Btnl4	protein_coding
ENSRNOG00000064738	ENSRNOT00000088972	20	1	4266794	4270532	Btnl8	protein_coding
ENSRNOG00000064738	ENSRNOT00000073990	20	1	4266794	4344676	Btnl8	protein_coding
ENSRNOG00000064738	ENSRNOT00000041348	20	1	4266794	4408167	Btnl8	protein_coding
ENSRNOG00000000446	ENSRNOT00000091203	20	1	4301854	4307073	Btnl7	protein_coding
ENSRNOG00000000446	ENSRNOT00000029409	20	1	4303040	4313048	Btnl7	protein_coding
ENSRNOG00000000446	ENSRNOT00000060389	20	1	4303040	4313274	Btnl7	protein_coding
ENSRNOG00000052710	ENSRNOT00000089737	20	1	4338257	4339485	AABR07044388.4	protein_coding
ENSRNOG00000047304	ENSRNOT00000060394	20	1	4365793	4376385	Btnl5	protein_coding
ENSRNOG00000047304	ENSRNOT00000082285	20	1	4366780	4370522	Btnl5	protein_coding
ENSRNOG00000068592	ENSRNOT00000029451	20	1	4398254	4405681	Btn3a2	protein_coding
ENSRNOG00000068592	ENSRNOT00000085662	20	1	4398254	4405681	Btn3a2	protein_coding
ENSRNOG00000039398	ENSRNOT00000079194	20	-1	4410004	4457052	Tsbp1	protein_coding
ENSRNOG00000039398	ENSRNOT00000060378	20	-1	4410004	4457053	Tsbp1	protein_coding
ENSRNOG00000039396	ENSRNOT00000077950	20	-1	4474056	4482786	Btnl3	protein_coding
ENSRNOG00000039396	ENSRNOT00000039553	20	-1	4474056	4489024	Btnl3	protein_coding
ENSRNOG00000039396	ENSRNOT00000081236	20	-1	4476530	4483515	Btnl3	protein_coding
ENSRNOG00000028541	ENSRNOT00000060366	20	-1	4489517	4503341	Btnl2	protein_coding
ENSRNOG00000032844	ENSRNOT00000115035	20	1	4512911	4518455	RT1-Da	protein_coding
ENSRNOG00000032844	ENSRNOT00000048332	20	1	4513485	4518455	RT1-Da	protein_coding
ENSRNOG00000030431	ENSRNOT00000083085	20	-1	4520713	4539705	RT1-Db2	protein_coding
ENSRNOG00000030431	ENSRNOT00000042571	20	-1	4523789	4539704	RT1-Db2	protein_coding
ENSRNOG00000033215	ENSRNOT00000000522	20	-1	4548666	4558237	RT1-Db1	protein_coding
ENSRNOG00000033215	ENSRNOT00000113681	20	-1	4548666	4558258	RT1-Db1	protein_coding
ENSRNOG00000033215	ENSRNOT00000080590	20	-1	4549323	4558240	RT1-Db1	protein_coding
ENSRNOG00000033215	ENSRNOT00000060327	20	-1	4549323	4558240	RT1-Db1	protein_coding
ENSRNOG00000033215	ENSRNOT00000080091	20	-1	4556337	4558165	RT1-Db1	protein_coding
ENSRNOG00000000451	ENSRNOT00000000523	20	1	4575134	4579727	RT1-Ba	protein_coding
ENSRNOG00000000451	ENSRNOT00000091096	20	1	4575134	4579744	RT1-Ba	protein_coding
ENSRNOG00000000451	ENSRNOT00000077143	20	1	4575196	4579730	RT1-Ba	protein_coding
ENSRNOG00000032708	ENSRNOT00000111849	20	-1	4596559	4604477	RT1-Bb	protein_coding
ENSRNOG00000032708	ENSRNOT00000082136	20	-1	4596559	4604477	RT1-Bb	protein_coding
ENSRNOG00000032708	ENSRNOT00000000525	20	-1	4596559	4607597	RT1-Bb	protein_coding
ENSRNOG00000000454	ENSRNOT00000105085	20	-1	4619816	4625603	RT1-DOb	protein_coding
ENSRNOG00000000454	ENSRNOT00000085724	20	-1	4619816	4625667	RT1-DOb	protein_coding
ENSRNOG00000000454	ENSRNOT00000000526	20	-1	4619939	4625667	RT1-DOb	protein_coding
ENSRNOG00000000455	ENSRNOT00000000527	20	-1	4636357	4650407	Tap2	protein_coding
ENSRNOG00000000456	ENSRNOT00000000528	20	-1	4652159	4655283	Psmb8	protein_coding
ENSRNOG00000000456	ENSRNOT00000082047	20	-1	4652972	4653435	Psmb8	protein_coding
ENSRNOG00000000457	ENSRNOT00000000529	20	-1	4656263	4666901	Tap1	protein_coding
ENSRNOG00000000457	ENSRNOT00000102515	20	-1	4656263	4666901	Tap1	protein_coding
ENSRNOG00000000459	ENSRNOT00000091362	20	1	4666046	4672512	Psmb9	protein_coding
ENSRNOG00000000459	ENSRNOT00000000532	20	1	4667091	4672512	Psmb9	protein_coding
ENSRNOG00000049491	ENSRNOT00000075342	20	-1	4693103	4700340	RT1-DMb	protein_coding
ENSRNOG00000049491	ENSRNOT00000073474	20	-1	4693600	4698489	RT1-DMb	protein_coding
ENSRNOG00000049491	ENSRNOT00000078309	20	-1	4693600	4698861	RT1-DMb	protein_coding
ENSRNOG00000066773	ENSRNOT00000080583	20	-1	4707028	4710017	RT1-DMa	protein_coding
ENSRNOG00000066773	ENSRNOT00000078036	20	-1	4707028	4710432	RT1-DMa	protein_coding
ENSRNOG00000066773	ENSRNOT00000072458	20	-1	4707029	4710292	RT1-DMa	protein_coding
ENSRNOG00000066773	ENSRNOT00000070886	20	-1	4707029	4710432	RT1-DMa	protein_coding
ENSRNOG00000070968	ENSRNOT00000097012	20	-1	4712194	4725737	LOC120098895	lncRNA
ENSRNOG00000070968	ENSRNOT00000111067	20	-1	4714708	4725737	LOC120098895	lncRNA
ENSRNOG00000070968	ENSRNOT00000098131	20	-1	4714953	4725767	LOC120098895	lncRNA
ENSRNOG00000070968	ENSRNOT00000112134	20	-1	4714996	4724840	LOC120098895	lncRNA
ENSRNOG00000000461	ENSRNOT00000000535	20	1	4728151	4735382	Brd2	protein_coding
ENSRNOG00000000461	ENSRNOT00000080585	20	1	4728518	4735388	Brd2	protein_coding
ENSRNOG00000000461	ENSRNOT00000060194	20	1	4730185	4735382	Brd2	protein_coding
ENSRNOG00000026762	ENSRNOT00000036966	20	-1	4753598	4756577	RT1-DOa	protein_coding
ENSRNOG00000045908	ENSRNOT00000036900	20	-1	4760118	4770244	RT1-Ha	protein_coding
ENSRNOG00000061936	ENSRNOT00000101039	20	1	4774650	4779665	RT1-Hb-ps1	protein_coding
ENSRNOG00000061936	ENSRNOT00000117027	20	1	4774650	4780618	RT1-Hb-ps1	protein_coding
ENSRNOG00000061936	ENSRNOT00000101880	20	1	4774757	4779678	RT1-Hb-ps1	protein_coding
ENSRNOG00000061936	ENSRNOT00000092266	20	1	4775374	4779314	RT1-Hb-ps1	protein_coding
ENSRNOG00000061936	ENSRNOT00000092363	20	1	4775404	4779314	RT1-Hb-ps1	protein_coding
ENSRNOG00000000463	ENSRNOT00000084117	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000104091	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000107648	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000112730	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000115128	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000120229	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000045533	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000085547	20	-1	4786929	4815985	Col11a2	protein_coding
ENSRNOG00000000463	ENSRNOT00000092329	20	-1	4797778	4812745	Col11a2	protein_coding
ENSRNOG00000000464	ENSRNOT00000041613	20	-1	4816815	4828773	Rxrb	protein_coding
ENSRNOG00000000464	ENSRNOT00000118105	20	-1	4816819	4828773	Rxrb	protein_coding
ENSRNOG00000000465	ENSRNOT00000000541	20	1	4822012	4826537	Slc39a7	protein_coding
ENSRNOG00000000466	ENSRNOT00000077357	20	1	4822026	4828742	Hsd17b8	protein_coding
ENSRNOG00000000466	ENSRNOT00000081486	20	1	4826759	4828742	Hsd17b8	protein_coding
ENSRNOG00000035653	ENSRNOT00000053776	20	1	4829687	4829796	Mir219a1	miRNA
ENSRNOG00000000467	ENSRNOT00000081085	20	1	4830053	4833620	Ring1	protein_coding
ENSRNOG00000000467	ENSRNOT00000000543	20	1	4830121	4833619	Ring1	protein_coding
ENSRNOG00000067213	ENSRNOT00000117516	20	-1	4843599	4848714	LOC120098897	lncRNA
ENSRNOG00000067213	ENSRNOT00000109991	20	-1	4844966	4848714	LOC120098897	lncRNA
ENSRNOG00000000470	ENSRNOT00000107087	20	-1	4860843	4931462	Vps52	protein_coding
ENSRNOG00000062487	ENSRNOT00000120072	20	-1	4870851	4906450	protein_coding
ENSRNOG00000069209	ENSRNOT00000116105	20	-1	4904000	4906450	protein_coding
ENSRNOG00000000470	ENSRNOT00000096948	20	-1	4920743	4931665	Vps52	protein_coding
ENSRNOG00000000470	ENSRNOT00000000549	20	-1	4921992	4931573	Vps52	protein_coding
ENSRNOG00000057680	ENSRNOT00000080239	20	-1	4928145	4928241	LOC120099050	snRNA
ENSRNOG00000000471	ENSRNOT00000092476	20	1	4931768	4937663	B3galt4	protein_coding
ENSRNOG00000000471	ENSRNOT00000000550	20	1	4935970	4938315	B3galt4	protein_coding
ENSRNOG00000031171	ENSRNOT00000116906	20	-1	4937847	4946535	Wdr46	protein_coding
ENSRNOG00000031171	ENSRNOT00000000552	20	-1	4938183	4945622	Wdr46	protein_coding
ENSRNOG00000000473	ENSRNOT00000000553	20	1	4945959	4947433	Pfdn6	protein_coding
ENSRNOG00000000474	ENSRNOT00000000554	20	-1	4948497	4956252	Rgl2	protein_coding
ENSRNOG00000000474	ENSRNOT00000092372	20	-1	4948497	4956252	Rgl2	protein_coding
ENSRNOG00000000474	ENSRNOT00000112353	20	-1	4948497	4969911	Rgl2	protein_coding
ENSRNOG00000029500	ENSRNOT00000099978	20	-1	4956937	4966181	Tapbp	protein_coding
ENSRNOG00000029500	ENSRNOT00000044975	20	-1	4959480	4966181	Tapbp	protein_coding
ENSRNOG00000000476	ENSRNOT00000099428	20	-1	4966271	4969070	Zbtb22	protein_coding
ENSRNOG00000000476	ENSRNOT00000000558	20	-1	4966331	4969498	Zbtb22	protein_coding
ENSRNOG00000000477	ENSRNOT00000000559	20	-1	4970092	4975834	Daxx	protein_coding
ENSRNOG00000000477	ENSRNOT00000119385	20	-1	4970195	4975773	Daxx	protein_coding
ENSRNOG00000000477	ENSRNOT00000092597	20	-1	4970778	4975843	Daxx	protein_coding
ENSRNOG00000000478	ENSRNOT00000000560	20	-1	4981263	4981668	AA926063	protein_coding
ENSRNOG00000000479	ENSRNOT00000114906	20	1	4999047	5012147	Kifc1	protein_coding
ENSRNOG00000000479	ENSRNOT00000065349	20	1	4999047	5017102	Kifc1	protein_coding
ENSRNOG00000000479	ENSRNOT00000103176	20	1	4999060	5017105	Kifc1	protein_coding
ENSRNOG00000000479	ENSRNOT00000095546	20	1	4999367	5017105	Kifc1	protein_coding
ENSRNOG00000000480	ENSRNOT00000092247	20	1	5017893	5022871	Phf1	protein_coding
ENSRNOG00000000480	ENSRNOT00000091364	20	1	5018113	5022870	Phf1	protein_coding
ENSRNOG00000000480	ENSRNOT00000059548	20	1	5020675	5022871	Phf1	protein_coding
ENSRNOG00000000481	ENSRNOT00000000568	20	-1	5022956	5024450	Cuta	protein_coding
ENSRNOG00000000481	ENSRNOT00000072319	20	-1	5022959	5024552	Cuta	protein_coding
ENSRNOG00000000483	ENSRNOT00000092424	20	1	5026364	5051571	Syngap1	protein_coding
ENSRNOG00000000483	ENSRNOT00000040859	20	1	5026364	5054786	Syngap1	protein_coding
ENSRNOG00000000483	ENSRNOT00000000572	20	1	5026364	5055363	Syngap1	protein_coding
ENSRNOG00000000483	ENSRNOT00000116745	20	1	5026364	5056672	Syngap1	protein_coding
ENSRNOG00000000483	ENSRNOT00000108190	20	1	5029386	5051354	Syngap1	protein_coding
ENSRNOG00000000483	ENSRNOT00000120108	20	1	5037078	5056672	Syngap1	protein_coding
ENSRNOG00000026799	ENSRNOT00000000574	20	1	5057434	5062819	Zbtb9	protein_coding
ENSRNOG00000026799	ENSRNOT00000115758	20	1	5057443	5061354	Zbtb9	protein_coding
ENSRNOG00000026799	ENSRNOT00000092469	20	1	5057450	5061835	Zbtb9	protein_coding
ENSRNOG00000000486	ENSRNOT00000119446	20	1	5099311	5116183	Ggnbp1	protein_coding
ENSRNOG00000000485	ENSRNOT00000000576	20	-1	5100480	5109264	Bak1	protein_coding
ENSRNOG00000000486	ENSRNOT00000000577	20	1	5109875	5116183	Ggnbp1	protein_coding
ENSRNOG00000052795	ENSRNOT00000090925	20	1	5136441	5202337	Itpr3	protein_coding
ENSRNOG00000067891	ENSRNOT00000095319	20	-1	5178729	5181591	protein_coding
ENSRNOG00000025909	ENSRNOT00000036871	20	-1	5202837	5214164	Uqcc2	protein_coding
ENSRNOG00000025883	ENSRNOT00000035977	20	-1	5224120	5245428	Ip6k3	protein_coding
ENSRNOG00000025864	ENSRNOT00000111549	20	-1	5282397	5290685	Lemd2	lncRNA
ENSRNOG00000025864	ENSRNOT00000091051	20	-1	5282556	5292095	Lemd2	lncRNA
ENSRNOG00000025864	ENSRNOT00000035819	20	-1	5282556	5295660	Lemd2	lncRNA
ENSRNOG00000025864	ENSRNOT00000099806	20	-1	5282556	5296626	Lemd2	lncRNA
ENSRNOG00000025864	ENSRNOT00000093645	20	-1	5286925	5291470	Lemd2	lncRNA
ENSRNOG00000042186	ENSRNOT00000067667	20	-1	5304249	5308948	Mln	protein_coding
ENSRNOG00000062206	ENSRNOT00000093607	20	1	5319032	5330109	AABR07044460.2	lncRNA
ENSRNOG00000000487	ENSRNOT00000115661	20	-1	5481124	5572821	Grm4	protein_coding
ENSRNOG00000000487	ENSRNOT00000093633	20	-1	5484172	5572821	Grm4	protein_coding
ENSRNOG00000000487	ENSRNOT00000083426	20	-1	5484172	5572821	Grm4	protein_coding
ENSRNOG00000000487	ENSRNOT00000066115	20	-1	5488390	5572821	Grm4	protein_coding
ENSRNOG00000000488	ENSRNOT00000000580	20	1	5611694	5618622	Hmga1	protein_coding
ENSRNOG00000000488	ENSRNOT00000099939	20	1	5611697	5618752	Hmga1	protein_coding
ENSRNOG00000000488	ENSRNOT00000113836	20	1	5614569	5618737	Hmga1	protein_coding
ENSRNOG00000063152	ENSRNOT00000102402	20	1	5618010	5618139	pseudogene
ENSRNOG00000054374	ENSRNOT00000078918	20	-1	5618845	5620813	Smim29	protein_coding
ENSRNOG00000061176	ENSRNOT00000096637	20	-1	5634349	5660601	Nudt3	protein_coding
ENSRNOG00000061176	ENSRNOT00000115403	20	-1	5634349	5665207	Nudt3	protein_coding
ENSRNOG00000061176	ENSRNOT00000083169	20	-1	5634351	5686874	Nudt3	protein_coding
ENSRNOG00000061176	ENSRNOT00000112534	20	-1	5660214	5686874	Nudt3	protein_coding
ENSRNOG00000000490	ENSRNOT00000107117	20	-1	5694313	5699044	Rps10l1	protein_coding
ENSRNOG00000000490	ENSRNOT00000033907	20	-1	5694355	5699044	Rps10l1	protein_coding
ENSRNOG00000054603	ENSRNOT00000090820	20	1	5719857	5765313	Pacsin1	protein_coding
ENSRNOG00000054603	ENSRNOT00000094726	20	1	5759888	5765313	Pacsin1	protein_coding
ENSRNOG00000000491	ENSRNOT00000000583	20	-1	5771441	5785893	Spdef	protein_coding
ENSRNOG00000000491	ENSRNOT00000079933	20	-1	5771441	5785893	Spdef	protein_coding
ENSRNOG00000058912	ENSRNOT00000115941	20	1	5808860	5836391	protein_coding
ENSRNOG00000058912	ENSRNOT00000090993	20	1	5808860	5840172	protein_coding
ENSRNOG00000038883	ENSRNOT00000059426	20	-1	5809936	5876012	Ilrun	protein_coding
ENSRNOG00000038883	ENSRNOT00000095695	20	-1	5809936	5876012	Ilrun	protein_coding
ENSRNOG00000038883	ENSRNOT00000099815	20	-1	5811326	5876012	Ilrun	protein_coding
ENSRNOG00000038883	ENSRNOT00000111162	20	-1	5818644	5876012	Ilrun	protein_coding
ENSRNOG00000038883	ENSRNOT00000114745	20	-1	5824472	5876012	Ilrun	protein_coding
ENSRNOG00000000493	ENSRNOT00000000586	20	1	5888453	5906638	Snrpc	protein_coding
ENSRNOG00000000493	ENSRNOT00000115940	20	1	5896210	5906638	Snrpc	protein_coding
ENSRNOG00000000493	ENSRNOT00000105887	20	1	5896484	5906638	Snrpc	protein_coding
ENSRNOG00000000495	ENSRNOT00000049592	20	1	5910260	5949472	Bltp3a	protein_coding
ENSRNOG00000000495	ENSRNOT00000103992	20	1	5910260	5952404	Bltp3a	protein_coding
ENSRNOG00000000495	ENSRNOT00000102198	20	1	5910329	5952404	Bltp3a	protein_coding
ENSRNOG00000058535	ENSRNOT00000087296	20	-1	5916482	5916607	LOC120099029	snoRNA
