ENSMUSG00000051951	ENSMUST00000070533	1	-1	3214482	3671498	Xkr4	protein_coding
ENSMUSG00000073664	ENSMUST00000035569	1	1	60260306	60319694	Nbeal1	protein_coding
ENSMUSG00000073664	ENSMUST00000159344	1	1	60278770	60291929	Nbeal1	protein_coding
ENSMUSG00000049439	ENSMUST00000060608	1	1	60343323	60388060	Cyp20a1	protein_coding
ENSMUSG00000026782	ENSMUST00000052332	1	1	60409619	60481158	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000188594	1	1	60409695	60477088	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000188618	1	1	60409695	60481158	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000189980	1	1	60409734	60479518	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000189082	1	1	60409795	60447304	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000187709	1	1	60409803	60477158	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000185788	1	1	60437083	60477758	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000187400	1	1	60437207	60476920	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000186097	1	1	60437212	60477083	Abi2	protein_coding
ENSMUSG00000026782	ENSMUST00000190158	1	1	60438942	60477304	Abi2	protein_coding
ENSMUSG00000026014	ENSMUST00000140485	1	-1	60482292	60566779	Raph1	protein_coding
ENSMUSG00000026014	ENSMUST00000182085	1	-1	60483185	60499550	Raph1	protein_coding
ENSMUSG00000026014	ENSMUST00000027168	1	-1	60483236	60566765	Raph1	protein_coding
ENSMUSG00000026014	ENSMUST00000090293	1	-1	60490676	60566769	Raph1	protein_coding
ENSMUSG00000026014	ENSMUST00000142258	1	-1	60525688	60567104	Raph1	protein_coding
ENSMUSG00000026012	ENSMUST00000027165	1	1	60746358	60773359	Cd28	protein_coding
ENSMUSG00000026011	ENSMUST00000027164	1	1	60909025	60915832	Ctla4	protein_coding
ENSMUSG00000026011	ENSMUST00000097720	1	1	60909171	60914769	Ctla4	protein_coding
ENSMUSG00000026009	ENSMUST00000027162	1	1	60977927	60995797	Icos	protein_coding
ENSMUSG00000026009	ENSMUST00000102827	1	1	60977927	61000320	Icos	protein_coding
ENSMUSG00000052062	ENSMUST00000075374	1	1	61638824	62642284	Pard3b	protein_coding
ENSMUSG00000052062	ENSMUST00000046673	1	1	61639243	62637923	Pard3b	protein_coding
ENSMUSG00000052062	ENSMUST00000094906	1	1	61639243	62642284	Pard3b	protein_coding
ENSMUSG00000025969	ENSMUST00000075144	1	1	62703285	62818695	Nrp2	protein_coding
ENSMUSG00000025969	ENSMUST00000102822	1	1	62703285	62818695	Nrp2	protein_coding
ENSMUSG00000025969	ENSMUST00000027112	1	1	62703702	62796981	Nrp2	protein_coding
ENSMUSG00000025969	ENSMUST00000114155	1	1	62703702	62799314	Nrp2	protein_coding
ENSMUSG00000025969	ENSMUST00000063594	1	1	62703702	62818695	Nrp2	protein_coding
ENSMUSG00000025969	ENSMUST00000114157	1	1	62703702	62818695	Nrp2	protein_coding
ENSMUSG00000040865	ENSMUST00000165066	1	-1	63047801	63114267	Ino80d	protein_coding
ENSMUSG00000040865	ENSMUST00000172416	1	-1	63047801	63114267	Ino80d	protein_coding
ENSMUSG00000040865	ENSMUST00000097718	1	-1	63047801	63114667	Ino80d	protein_coding
ENSMUSG00000040865	ENSMUST00000137511	1	-1	63062150	63114334	Ino80d	protein_coding
ENSMUSG00000040865	ENSMUST00000153992	1	-1	63062164	63114255	Ino80d	protein_coding
ENSMUSG00000025968	ENSMUST00000027111	1	-1	63143596	63176822	Ndufs1	protein_coding
ENSMUSG00000025968	ENSMUST00000168099	1	-1	63143735	63176732	Ndufs1	protein_coding
ENSMUSG00000025968	ENSMUST00000185847	1	-1	63150066	63176663	Ndufs1	protein_coding
ENSMUSG00000025968	ENSMUST00000188370	1	-1	63163839	63176690	Ndufs1	protein_coding
ENSMUSG00000025968	ENSMUST00000185732	1	-1	63165014	63176666	Ndufs1	protein_coding
ENSMUSG00000025968	ENSMUST00000185412	1	-1	63169253	63176793	Ndufs1	protein_coding
ENSMUSG00000025968	ENSMUST00000189664	1	-1	63170853	63176833	Ndufs1	protein_coding
ENSMUSG00000025967	ENSMUST00000129339	1	1	63176825	63180486	Eef1b2	protein_coding
ENSMUSG00000025967	ENSMUST00000188524	1	1	63177130	63179656	Eef1b2	protein_coding
ENSMUSG00000046856	ENSMUST00000050536	1	-1	63182691	63214543	Gpr1	protein_coding
ENSMUSG00000027520	ENSMUST00000114132	1	1	63273265	63314576	Zdbf2	protein_coding
ENSMUSG00000027520	ENSMUST00000126932	1	1	63273269	63295022	Zdbf2	protein_coding
ENSMUSG00000027520	ENSMUST00000029025	1	1	63290738	63314575	Zdbf2	protein_coding
ENSMUSG00000025964	ENSMUST00000087374	1	1	63445895	63596276	Adam23	protein_coding
ENSMUSG00000025964	ENSMUST00000114103	1	1	63446211	63592912	Adam23	protein_coding
ENSMUSG00000025964	ENSMUST00000114107	1	1	63446211	63596276	Adam23	protein_coding
ENSMUSG00000115378	ENSMUST00000226288	1	1	63615968	63620819	Gm39653	protein_coding
ENSMUSG00000069085	ENSMUST00000090313	1	-1	63622851	63686927	Dytn	protein_coding
ENSMUSG00000025963	ENSMUST00000114094	1	-1	63698819	63730318	Mdh1b	protein_coding
ENSMUSG00000025962	ENSMUST00000027103	1	1	63730614	63754655	Fastkd2	protein_coding
ENSMUSG00000025961	ENSMUST00000027102	1	-1	63754907	63769267	4933402D24Rik	protein_coding
ENSMUSG00000025959	ENSMUST00000114086	1	-1	64029447	64121491	Klf7	protein_coding
ENSMUSG00000025959	ENSMUST00000055001	1	-1	64041926	64121482	Klf7	protein_coding
ENSMUSG00000025959	ENSMUST00000135075	1	-1	64079103	64122282	Klf7	protein_coding
ENSMUSG00000025958	ENSMUST00000185594	1	1	64532645	64597695	Creb1	protein_coding
ENSMUSG00000025958	ENSMUST00000171164	1	1	64532797	64597571	Creb1	protein_coding
ENSMUSG00000025958	ENSMUST00000187811	1	1	64532809	64578216	Creb1	protein_coding
ENSMUSG00000025958	ENSMUST00000049932	1	1	64532809	64601257	Creb1	protein_coding
ENSMUSG00000025958	ENSMUST00000087366	1	1	64532819	64604548	Creb1	protein_coding
ENSMUSG00000025958	ENSMUST00000190348	1	1	64532894	64597477	Creb1	protein_coding
ENSMUSG00000025956	ENSMUST00000114079	1	-1	64606473	64617242	Mettl21a	protein_coding
ENSMUSG00000025956	ENSMUST00000053469	1	-1	64606480	64617168	Mettl21a	protein_coding
ENSMUSG00000070871	ENSMUST00000114077	1	1	64690455	64725644	Ccnyl1	protein_coding
ENSMUSG00000070871	ENSMUST00000187170	1	1	64690822	64723946	Ccnyl1	protein_coding
ENSMUSG00000070871	ENSMUST00000187638	1	1	64691183	64711453	Ccnyl1	protein_coding
ENSMUSG00000070871	ENSMUST00000094898	1	1	64691345	64725640	Ccnyl1	protein_coding
ENSMUSG00000045005	ENSMUST00000063982	1	-1	64730558	64737751	Fzd5	protein_coding
ENSMUSG00000045005	ENSMUST00000116133	1	-1	64734469	64737749	Fzd5	protein_coding
ENSMUSG00000051344	ENSMUST00000097713	1	-1	64789121	64956824	Plekhm3	protein_coding
ENSMUSG00000051344	ENSMUST00000123225	1	-1	64938021	64956775	Plekhm3	protein_coding
ENSMUSG00000025955	ENSMUST00000162800	1	-1	65012689	65032747	Akr1cl	protein_coding
ENSMUSG00000025955	ENSMUST00000069142	1	-1	65012689	65032759	Akr1cl	protein_coding
ENSMUSG00000070870	ENSMUST00000087359	1	-1	65048554	65051149	Cryge	protein_coding
ENSMUSG00000070870	ENSMUST00000161960	1	-1	65048557	65051119	Cryge	protein_coding
ENSMUSG00000067299	ENSMUST00000045028	1	-1	65061872	65063452	Crygd	protein_coding
ENSMUSG00000067299	ENSMUST00000146122	1	-1	65062345	65063301	Crygd	protein_coding
ENSMUSG00000025952	ENSMUST00000027089	1	-1	65071525	65073689	Crygc	protein_coding
ENSMUSG00000025952	ENSMUST00000114064	1	-1	65071531	65073521	Crygc	protein_coding
ENSMUSG00000073658	ENSMUST00000027090	1	-1	65080219	65082288	Crygb	protein_coding
ENSMUSG00000044429	ENSMUST00000061497	1	-1	65100389	65103373	Cryga	protein_coding
ENSMUSG00000100846	ENSMUST00000144760	1	-1	65100619	65119558	Gm28845	protein_coding
ENSMUSG00000044816	ENSMUST00000148020	1	-1	65105285	65123214	D630023F18Rik	protein_coding
ENSMUSG00000044816	ENSMUST00000050047	1	-1	65107313	65123193	D630023F18Rik	protein_coding
ENSMUSG00000025950	ENSMUST00000097709	1	-1	65158616	65179181	Idh1	protein_coding
ENSMUSG00000025950	ENSMUST00000169032	1	-1	65158618	65186479	Idh1	protein_coding
ENSMUSG00000025950	ENSMUST00000188109	1	-1	65166199	65186438	Idh1	protein_coding
ENSMUSG00000025950	ENSMUST00000188876	1	-1	65166244	65186500	Idh1	protein_coding
ENSMUSG00000025950	ENSMUST00000149310	1	-1	65168589	65175564	Idh1	protein_coding
ENSMUSG00000025950	ENSMUST00000186222	1	-1	65171120	65186459	Idh1	protein_coding
ENSMUSG00000025950	ENSMUST00000191459	1	-1	65175296	65186479	Idh1	protein_coding
ENSMUSG00000025949	ENSMUST00000081154	1	1	65186702	65278695	Pikfyve	protein_coding
ENSMUSG00000025949	ENSMUST00000097707	1	1	65186750	65274012	Pikfyve	protein_coding
ENSMUSG00000025946	ENSMUST00000140190	1	1	65282056	65345341	Pth2r	protein_coding
ENSMUSG00000025946	ENSMUST00000027083	1	1	65311257	65389244	Pth2r	protein_coding
ENSMUSG00000025945	ENSMUST00000027082	1	1	65926520	65928307	Crygf	protein_coding
ENSMUSG00000025945	ENSMUST00000114027	1	1	65926538	65928306	Crygf	protein_coding
ENSMUSG00000015222	ENSMUST00000156636	1	1	66175273	66380617	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000114017	1	1	66175313	66442028	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000114015	1	1	66175316	66442583	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000114018	1	1	66251647	66442581	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000024639	1	1	66251662	66442581	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000114013	1	1	66321719	66439188	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000123647	1	1	66322102	66401486	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000077355	1	1	66364655	66442583	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000114012	1	1	66364658	66442583	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000173855	1	1	66380512	66413401	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000141148	1	1	66380702	66412930	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000145419	1	1	66386978	66414251	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000172886	1	1	66416111	66438304	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000173778	1	1	66416111	66438304	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000173800	1	1	66416791	66438281	Map2	protein_coding
ENSMUSG00000015222	ENSMUST00000172486	1	1	66433575	66439453	Map2	protein_coding
ENSMUSG00000055567	ENSMUST00000061620	1	1	66468367	66699148	Unc80	protein_coding
ENSMUSG00000055567	ENSMUST00000212557	1	1	66468447	66695596	Unc80	protein_coding
ENSMUSG00000055567	ENSMUST00000152844	1	1	66679699	66696663	Unc80	protein_coding
ENSMUSG00000026005	ENSMUST00000027157	1	1	66700831	66719805	Rpe	protein_coding
ENSMUSG00000026005	ENSMUST00000113995	1	1	66700831	66719805	Rpe	protein_coding
ENSMUSG00000026004	ENSMUST00000129190	1	-1	66719248	66801210	Kansl1l	protein_coding
ENSMUSG00000026004	ENSMUST00000068168	1	-1	66719363	66817546	Kansl1l	protein_coding
ENSMUSG00000026004	ENSMUST00000113987	1	-1	66735542	66817562	Kansl1l	protein_coding
ENSMUSG00000026003	ENSMUST00000027153	1	-1	66830839	66863277	Acadl	protein_coding
ENSMUSG00000061816	ENSMUST00000186202	1	-1	66924295	66935637	Myl1	protein_coding
ENSMUSG00000061816	ENSMUST00000027151	1	-1	66924295	66945143	Myl1	protein_coding
ENSMUSG00000061816	ENSMUST00000119429	1	-1	66924298	66935354	Myl1	protein_coding
ENSMUSG00000061816	ENSMUST00000120415	1	-1	66926066	66935333	Myl1	protein_coding
ENSMUSG00000061816	ENSMUST00000160100	1	-1	66926622	66945384	Myl1	protein_coding
ENSMUSG00000026000	ENSMUST00000027149	1	-1	67000517	67038865	Lancl1	protein_coding
ENSMUSG00000026000	ENSMUST00000113979	1	-1	67000517	67038872	Lancl1	protein_coding
ENSMUSG00000026000	ENSMUST00000119559	1	-1	67003375	67038834	Lancl1	protein_coding
ENSMUSG00000026000	ENSMUST00000149996	1	-1	67009933	67038834	Lancl1	protein_coding
ENSMUSG00000025991	ENSMUST00000027144	1	1	67123026	67231259	Cps1	protein_coding
ENSMUSG00000062209	ENSMUST00000119142	1	-1	68032186	69107756	Erbb4	protein_coding
ENSMUSG00000062209	ENSMUST00000121473	1	-1	68032186	69108059	Erbb4	protein_coding
ENSMUSG00000062209	ENSMUST00000153432	1	-1	68250655	69107756	Erbb4	protein_coding
ENSMUSG00000025997	ENSMUST00000027146	1	-1	69531214	69685821	Ikzf2	protein_coding
ENSMUSG00000025997	ENSMUST00000190771	1	-1	69538037	69685886	Ikzf2	protein_coding
ENSMUSG00000025997	ENSMUST00000187184	1	-1	69538582	69687245	Ikzf2	protein_coding
ENSMUSG00000025997	ENSMUST00000188110	1	-1	69538768	69684157	Ikzf2	protein_coding
ENSMUSG00000025997	ENSMUST00000190855	1	-1	69538768	69684157	Ikzf2	protein_coding
ENSMUSG00000025997	ENSMUST00000191262	1	-1	69538768	69684157	Ikzf2	protein_coding
ENSMUSG00000025997	ENSMUST00000190016	1	-1	69577890	69685300	Ikzf2	protein_coding
ENSMUSG00000053153	ENSMUST00000065425	1	1	69826988	70725132	Spag16	protein_coding
ENSMUSG00000053153	ENSMUST00000113940	1	1	69826992	69926242	Spag16	protein_coding
ENSMUSG00000045648	ENSMUST00000053922	1	1	70725715	70885397	Vwc2l	protein_coding
ENSMUSG00000045648	ENSMUST00000161937	1	1	70725902	70885382	Vwc2l	protein_coding
ENSMUSG00000045648	ENSMUST00000162182	1	1	70725923	70882489	Vwc2l	protein_coding
ENSMUSG00000026196	ENSMUST00000027393	1	-1	71027498	71103146	Bard1	protein_coding
ENSMUSG00000050296	ENSMUST00000087268	1	-1	71242276	71414910	Abca12	protein_coding
ENSMUSG00000026192	ENSMUST00000027384	1	1	71557150	71579631	Atic	protein_coding
ENSMUSG00000026193	ENSMUST00000188894	1	-1	71585520	71653172	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000187938	1	-1	71585523	71653172	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000188674	1	-1	71585523	71653172	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000189821	1	-1	71585523	71653172	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000190780	1	-1	71585524	71653172	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000055226	1	-1	71585524	71653175	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000186129	1	-1	71585524	71653200	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000186940	1	-1	71642825	71653161	Fn1	protein_coding
ENSMUSG00000026193	ENSMUST00000186736	1	-1	71645643	71653172	Fn1	protein_coding
ENSMUSG00000039395	ENSMUST00000048860	1	-1	72159442	72212307	Mreg	protein_coding
ENSMUSG00000026189	ENSMUST00000027381	1	-1	72259172	72284314	Pecr	protein_coding
ENSMUSG00000026189	ENSMUST00000097698	1	-1	72266996	72284259	Pecr	protein_coding
ENSMUSG00000026188	ENSMUST00000027380	1	1	72284369	72303104	Tmem169	protein_coding
ENSMUSG00000026188	ENSMUST00000141783	1	1	72284395	72300773	Tmem169	protein_coding
ENSMUSG00000026187	ENSMUST00000027379	1	1	72307421	72394952	Xrcc5	protein_coding
ENSMUSG00000039372	ENSMUST00000047786	1	-1	72427112	72536930	March4	protein_coding
ENSMUSG00000039354	ENSMUST00000145868	1	1	72583251	72585991	Smarcal1	protein_coding
ENSMUSG00000039354	ENSMUST00000133123	1	1	72583251	72595831	Smarcal1	protein_coding
ENSMUSG00000039354	ENSMUST00000047615	1	1	72583251	72633134	Smarcal1	protein_coding
ENSMUSG00000039354	ENSMUST00000152225	1	1	72583615	72633134	Smarcal1	protein_coding
ENSMUSG00000039342	ENSMUST00000212573	1	-1	72642980	72700579	Ankar	protein_coding
ENSMUSG00000039342	ENSMUST00000211837	1	-1	72642982	72700539	Ankar	protein_coding
ENSMUSG00000039342	ENSMUST00000053499	1	-1	72642982	72700564	Ankar	protein_coding
ENSMUSG00000039342	ENSMUST00000212710	1	-1	72690114	72700564	Ankar	protein_coding
ENSMUSG00000046330	ENSMUST00000059980	1	1	72711290	72713813	Rpl37a	protein_coding
ENSMUSG00000039323	ENSMUST00000047328	1	1	72824503	72852474	Igfbp2	protein_coding
ENSMUSG00000039323	ENSMUST00000120564	1	1	72825322	72852467	Igfbp2	protein_coding
ENSMUSG00000026185	ENSMUST00000027377	1	-1	72857932	72874884	Igfbp5	protein_coding
ENSMUSG00000026182	ENSMUST00000027374	1	-1	73015074	73015909	Tnp1	protein_coding
ENSMUSG00000055322	ENSMUST00000169786	1	-1	73910231	74124447	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000187584	1	-1	73910232	74091351	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000191104	1	-1	73910232	74124449	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000187691	1	-1	73913911	73928513	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000185702	1	-1	73914093	73995372	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000185331	1	-1	73914117	73995372	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000212888	1	-1	73914530	74124447	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000189228	1	-1	73925130	73941014	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000191367	1	-1	73953373	73963043	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000190389	1	-1	73992205	74001567	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000187281	1	-1	73993163	74037133	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000191204	1	-1	73995288	74096825	Tns1	protein_coding
ENSMUSG00000055322	ENSMUST00000188208	1	-1	73997055	74096868	Tns1	protein_coding
ENSMUSG00000061815	ENSMUST00000080167	1	1	74125541	74148223	Rufy4	protein_coding
ENSMUSG00000061815	ENSMUST00000127134	1	1	74125579	74147773	Rufy4	protein_coding
ENSMUSG00000026180	ENSMUST00000027372	1	1	74153989	74160610	Cxcr2	protein_coding
ENSMUSG00000026180	ENSMUST00000106899	1	1	74153991	74161246	Cxcr2	protein_coding
ENSMUSG00000048480	ENSMUST00000190313	1	-1	74191785	74193235	Cxcr1	protein_coding
ENSMUSG00000048480	ENSMUST00000053389	1	-1	74191785	74194631	Cxcr1	protein_coding
ENSMUSG00000006304	ENSMUST00000185733	1	1	74236084	74236888	Arpc2	protein_coding
ENSMUSG00000006304	ENSMUST00000113820	1	1	74236497	74268209	Arpc2	protein_coding
ENSMUSG00000006304	ENSMUST00000006467	1	1	74236517	74267987	Arpc2	protein_coding
ENSMUSG00000006304	ENSMUST00000113819	1	1	74236550	74267988	Arpc2	protein_coding
ENSMUSG00000064272	ENSMUST00000077985	1	1	74278550	74279624	Gpbar1	protein_coding
ENSMUSG00000006299	ENSMUST00000006462	1	-1	74279840	74284738	Aamp	protein_coding
ENSMUSG00000006299	ENSMUST00000178235	1	-1	74279846	74284680	Aamp	protein_coding
ENSMUSG00000006299	ENSMUST00000187046	1	-1	74280933	74283979	Aamp	protein_coding
ENSMUSG00000006299	ENSMUST00000190008	1	-1	74283196	74284421	Aamp	protein_coding
ENSMUSG00000026179	ENSMUST00000113805	1	1	74284930	74287454	Pnkd	protein_coding
ENSMUSG00000026179	ENSMUST00000027370	1	1	74285045	74353684	Pnkd	protein_coding
ENSMUSG00000026179	ENSMUST00000087226	1	1	74285055	74353694	Pnkd	protein_coding
ENSMUSG00000006301	ENSMUST00000016309	1	-1	74288247	74304405	Tmbim1	protein_coding
ENSMUSG00000006301	ENSMUST00000113796	1	-1	74288253	74304361	Tmbim1	protein_coding
ENSMUSG00000006301	ENSMUST00000128505	1	-1	74289300	74291228	Tmbim1	protein_coding
ENSMUSG00000006301	ENSMUST00000130763	1	-1	74293910	74305622	Tmbim1	protein_coding
ENSMUSG00000006301	ENSMUST00000141560	1	-1	74293927	74304120	Tmbim1	protein_coding
ENSMUSG00000026179	ENSMUST00000087225	1	1	74332610	74353686	Pnkd	protein_coding
ENSMUSG00000073650	ENSMUST00000097697	1	1	74362108	74369321	Catip	protein_coding
ENSMUSG00000073650	ENSMUST00000128445	1	1	74362366	74367798	Catip	protein_coding
ENSMUSG00000073650	ENSMUST00000191010	1	1	74362442	74369150	Catip	protein_coding
ENSMUSG00000026177	ENSMUST00000187516	1	1	74375195	74385755	Slc11a1	protein_coding
ENSMUSG00000026177	ENSMUST00000027368	1	1	74375203	74386062	Slc11a1	protein_coding
ENSMUSG00000026176	ENSMUST00000027367	1	1	74391509	74397285	Ctdsp1	protein_coding
ENSMUSG00000026176	ENSMUST00000152659	1	1	74392162	74394069	Ctdsp1	protein_coding
ENSMUSG00000026175	ENSMUST00000027366	1	1	74409376	74435559	Vil1	protein_coding
ENSMUSG00000026175	ENSMUST00000159749	1	1	74419053	74423018	Vil1	protein_coding
ENSMUSG00000033364	ENSMUST00000044260	1	-1	74435511	74505803	Usp37	protein_coding
ENSMUSG00000033364	ENSMUST00000189257	1	-1	74437730	74544284	Usp37	protein_coding
ENSMUSG00000033364	ENSMUST00000186282	1	-1	74495718	74505806	Usp37	protein_coding
ENSMUSG00000026174	ENSMUST00000087215	1	1	74506058	74530842	Cnot9	protein_coding
ENSMUSG00000026173	ENSMUST00000067916	1	1	74542888	74567794	Plcd4	protein_coding
ENSMUSG00000026173	ENSMUST00000113749	1	1	74542888	74567794	Plcd4	protein_coding
ENSMUSG00000026173	ENSMUST00000113747	1	1	74542903	74565977	Plcd4	protein_coding
ENSMUSG00000026173	ENSMUST00000113750	1	1	74542903	74565977	Plcd4	protein_coding
ENSMUSG00000026173	ENSMUST00000027362	1	1	74544364	74565977	Plcd4	protein_coding
ENSMUSG00000026135	ENSMUST00000113737	1	-1	74565127	74588028	Zfp142	protein_coding
ENSMUSG00000026135	ENSMUST00000027315	1	-1	74566426	74588025	Zfp142	protein_coding
ENSMUSG00000026135	ENSMUST00000066986	1	-1	74566502	74588145	Zfp142	protein_coding
ENSMUSG00000026172	ENSMUST00000113733	1	1	74588289	74592124	Bcs1l	protein_coding
ENSMUSG00000026172	ENSMUST00000027358	1	1	74588300	74592443	Bcs1l	protein_coding
ENSMUSG00000026172	ENSMUST00000113732	1	1	74588374	74592189	Bcs1l	protein_coding
ENSMUSG00000026171	ENSMUST00000027357	1	-1	74593748	74601397	Rnf25	protein_coding
ENSMUSG00000026171	ENSMUST00000113721	1	-1	74593753	74601377	Rnf25	protein_coding
ENSMUSG00000026171	ENSMUST00000127938	1	-1	74595209	74600564	Rnf25	protein_coding
ENSMUSG00000026171	ENSMUST00000154874	1	-1	74595885	74600599	Rnf25	protein_coding
ENSMUSG00000026171	ENSMUST00000136078	1	-1	74598363	74601345	Rnf25	protein_coding
ENSMUSG00000026171	ENSMUST00000132081	1	-1	74598733	74601365	Rnf25	protein_coding
ENSMUSG00000033276	ENSMUST00000087183	1	1	74601445	74636894	Stk36	protein_coding
ENSMUSG00000033276	ENSMUST00000148456	1	1	74601503	74634100	Stk36	protein_coding
ENSMUSG00000033276	ENSMUST00000113694	1	1	74601514	74605525	Stk36	protein_coding
ENSMUSG00000033276	ENSMUST00000087186	1	1	74601639	74636043	Stk36	protein_coding
ENSMUSG00000033257	ENSMUST00000042125	1	1	74661745	74703730	Ttll4	protein_coding
ENSMUSG00000033257	ENSMUST00000141119	1	1	74661750	74685357	Ttll4	protein_coding
ENSMUSG00000033257	ENSMUST00000129890	1	1	74661817	74681791	Ttll4	protein_coding
ENSMUSG00000033257	ENSMUST00000113678	1	1	74678898	74697977	Ttll4	protein_coding
ENSMUSG00000026170	ENSMUST00000027356	1	1	74713574	74737892	Cyp27a1	protein_coding
ENSMUSG00000006542	ENSMUST00000188073	1	-1	74738922	74748955	Prkag3	protein_coding
ENSMUSG00000006542	ENSMUST00000113672	1	-1	74740205	74748577	Prkag3	protein_coding
ENSMUSG00000006542	ENSMUST00000081636	1	-1	74740205	74749221	Prkag3	protein_coding
ENSMUSG00000033227	ENSMUST00000006716	1	1	74771892	74785322	Wnt6	protein_coding
ENSMUSG00000026167	ENSMUST00000006718	1	1	74791516	74804179	Wnt10a	protein_coding
ENSMUSG00000026167	ENSMUST00000187238	1	1	74793363	74803495	Wnt10a	protein_coding
ENSMUSG00000090071	ENSMUST00000160379	1	1	74854934	74857732	Cdk5r2	protein_coding
ENSMUSG00000055197	ENSMUST00000068631	1	-1	74881509	74885419	Fev	protein_coding
ENSMUSG00000055197	ENSMUST00000159232	1	-1	74882006	74885322	Fev	protein_coding
ENSMUSG00000006546	ENSMUST00000006721	1	-1	74889934	74893143	Cryba2	protein_coding
ENSMUSG00000047021	ENSMUST00000094844	1	-1	74902071	74935599	Cfap65	protein_coding
ENSMUSG00000006538	ENSMUST00000164097	1	-1	74945315	74951672	Ihh	protein_coding
ENSMUSG00000026162	ENSMUST00000152855	1	-1	74967139	75046639	Nhej1	protein_coding
ENSMUSG00000026205	ENSMUST00000027405	1	-1	75125541	75133890	Slc23a3	protein_coding
ENSMUSG00000033159	ENSMUST00000168720	1	-1	75134554	75142638	Cnppd1	protein_coding
ENSMUSG00000033159	ENSMUST00000190679	1	-1	75135768	75141691	Cnppd1	protein_coding
ENSMUSG00000033159	ENSMUST00000041213	1	-1	75135771	75142697	Cnppd1	protein_coding
ENSMUSG00000033159	ENSMUST00000189403	1	-1	75139347	75141803	Cnppd1	protein_coding
ENSMUSG00000033159	ENSMUST00000189809	1	-1	75139597	75142711	Cnppd1	protein_coding
ENSMUSG00000049339	ENSMUST00000097694	1	1	75142786	75147913	Retreg2	protein_coding
ENSMUSG00000049339	ENSMUST00000190240	1	1	75142794	75147909	Retreg2	protein_coding
ENSMUSG00000049339	ENSMUST00000189650	1	1	75142980	75144664	Retreg2	protein_coding
ENSMUSG00000049339	ENSMUST00000186037	1	1	75143165	75147907	Retreg2	protein_coding
ENSMUSG00000049339	ENSMUST00000187901	1	1	75143182	75144377	Retreg2	protein_coding
ENSMUSG00000049339	ENSMUST00000189345	1	1	75145304	75145761	Retreg2	protein_coding
ENSMUSG00000026197	ENSMUST00000162768	1	1	75168646	75170752	Zfand2b	protein_coding
ENSMUSG00000026197	ENSMUST00000160439	1	1	75168646	75171629	Zfand2b	protein_coding
ENSMUSG00000026197	ENSMUST00000027394	1	1	75168655	75171625	Zfand2b	protein_coding
ENSMUSG00000026197	ENSMUST00000186227	1	1	75168928	75171402	Zfand2b	protein_coding
ENSMUSG00000026198	ENSMUST00000027396	1	-1	75171717	75180392	Abcb6	protein_coding
ENSMUSG00000026198	ENSMUST00000161215	1	-1	75171758	75172869	Abcb6	protein_coding
ENSMUSG00000033124	ENSMUST00000189702	1	-1	75180860	75191926	Atg9a	protein_coding
ENSMUSG00000033124	ENSMUST00000189820	1	-1	75180865	75190382	Atg9a	protein_coding
