ENSMUSG00000091539	ENSMUST00000165255	18	-1	3122492	3123412	Vmn1r238	protein_coding
ENSMUSG00000042834	ENSMUST00000171533	18	-1	33437019	33463747	Nrep	protein_coding
ENSMUSG00000042834	ENSMUST00000168890	18	-1	33437019	33464029	Nrep	protein_coding
ENSMUSG00000073610	ENSMUST00000097634	18	1	33464163	33472448	Gm10549	protein_coding
ENSMUSG00000024376	ENSMUST00000025234	18	-1	33796327	34007206	Epb41l4a	protein_coding
ENSMUSG00000005871	ENSMUST00000171187	18	1	34220924	34313506	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000079362	18	1	34220984	34318608	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000115781	18	1	34220984	34322189	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000066133	18	1	34247698	34290345	Apc	protein_coding
ENSMUSG00000014504	ENSMUST00000072576	18	1	34331145	34336599	Srp19	protein_coding
ENSMUSG00000014504	ENSMUST00000119329	18	1	34331158	34336421	Srp19	protein_coding
ENSMUSG00000005873	ENSMUST00000006027	18	-1	34344889	34373415	Reep5	protein_coding
ENSMUSG00000014503	ENSMUST00000166156	18	1	34409423	34441794	Pkd2l2	protein_coding
ENSMUSG00000014503	ENSMUST00000014647	18	1	34409423	34442789	Pkd2l2	protein_coding
ENSMUSG00000036501	ENSMUST00000040506	18	-1	34442352	34506823	Fam13b	protein_coding
ENSMUSG00000012282	ENSMUST00000012426	18	1	34542313	34548273	Wnt8a	protein_coding
ENSMUSG00000035984	ENSMUST00000079287	18	-1	34562636	34579115	Nme5	protein_coding
ENSMUSG00000049357	ENSMUST00000056932	18	-1	34579846	34597468	4933408B17Rik	protein_coding
ENSMUSG00000003778	ENSMUST00000003876	18	-1	34598615	34624601	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000115766	18	-1	34598615	34624601	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000097626	18	-1	34599859	34624601	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000115765	18	-1	34601175	34624601	Brd8	protein_coding
ENSMUSG00000003779	ENSMUST00000167161	18	1	34624624	34633265	Kif20a	protein_coding
ENSMUSG00000003779	ENSMUST00000166044	18	1	34625033	34633265	Kif20a	protein_coding
ENSMUSG00000024370	ENSMUST00000025228	18	-1	34630951	34651735	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000133181	18	-1	34631683	34651735	Cdc23	protein_coding
ENSMUSG00000024366	ENSMUST00000025224	18	-1	34689903	34720387	Gfra3	protein_coding
ENSMUSG00000044201	ENSMUST00000060710	18	-1	34732997	34751533	Cdc25c	protein_coding
ENSMUSG00000078240	ENSMUST00000105038	18	1	34736359	34738014	Gm3550	protein_coding
ENSMUSG00000034300	ENSMUST00000049281	18	1	34758906	34773760	Fam53c	protein_coding
ENSMUSG00000034300	ENSMUST00000097622	18	1	34759556	34773738	Fam53c	protein_coding
ENSMUSG00000038773	ENSMUST00000043775	18	1	34777047	34838660	Kdm3b	protein_coding
ENSMUSG00000038773	ENSMUST00000224715	18	1	34777066	34804633	Kdm3b	protein_coding
ENSMUSG00000038555	ENSMUST00000043484	18	1	34840589	34847463	Reep2	protein_coding
ENSMUSG00000038418	ENSMUST00000064795	18	1	34859823	34864984	Egr1	protein_coding
ENSMUSG00000038418	ENSMUST00000165033	18	1	34861207	34864956	Egr1	protein_coding
ENSMUSG00000024360	ENSMUST00000025218	18	-1	34902785	34932007	Etf1	protein_coding
ENSMUSG00000024360	ENSMUST00000180351	18	-1	34931834	34931941	Etf1	protein_coding
ENSMUSG00000024359	ENSMUST00000025217	18	-1	34937414	34954357	Hspa9	protein_coding
ENSMUSG00000037815	ENSMUST00000042345	18	1	35118888	35254773	Ctnna1	protein_coding
ENSMUSG00000071862	ENSMUST00000091636	18	-1	35209011	35215024	Lrrtm2	protein_coding
ENSMUSG00000024357	ENSMUST00000025215	18	-1	35266400	35498925	Sil1	protein_coding
ENSMUSG00000062742	ENSMUST00000081864	18	1	35536583	35536951	Gm5239	protein_coding
ENSMUSG00000099703	ENSMUST00000187513	18	1	35553404	35572285	Gm28285	protein_coding
ENSMUSG00000099703	ENSMUST00000189163	18	1	35553408	35578939	Gm28285	protein_coding
ENSMUSG00000099703	ENSMUST00000190458	18	1	35553413	35572208	Gm28285	protein_coding
ENSMUSG00000099703	ENSMUST00000187793	18	1	35553422	35581609	Gm28285	protein_coding
ENSMUSG00000037236	ENSMUST00000188359	18	1	35562146	35572490	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000166793	18	1	35562158	35593835	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000187543	18	1	35562192	35572123	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000190653	18	1	35562211	35590598	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000190121	18	1	35562211	35591419	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000186796	18	1	35562219	35590581	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000188275	18	1	35562299	35590529	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000187389	18	1	35562445	35590738	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000190029	18	1	35562453	35590464	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000189039	18	1	35562487	35579008	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000186292	18	1	35562683	35572203	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000186614	18	1	35562689	35579293	Matr3	protein_coding
ENSMUSG00000037058	ENSMUST00000041314	18	1	35598617	35617186	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115737	18	1	35598624	35616350	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115736	18	1	35598641	35616519	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115735	18	1	35598649	35617183	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115734	18	1	35599237	35616395	Paip2	protein_coding
ENSMUSG00000024354	ENSMUST00000025212	18	-1	35614604	35627244	Slc23a1	protein_coding
ENSMUSG00000024353	ENSMUST00000025211	18	-1	35647266	35649367	Mzb1	protein_coding
ENSMUSG00000073600	ENSMUST00000190196	18	-1	35650351	35655238	Prob1	protein_coding
ENSMUSG00000073600	ENSMUST00000097619	18	-1	35652167	35655187	Prob1	protein_coding
ENSMUSG00000024352	ENSMUST00000025209	18	-1	35656690	35662186	Spata24	protein_coding
ENSMUSG00000024352	ENSMUST00000096573	18	-1	35660017	35662186	Spata24	protein_coding
ENSMUSG00000024350	ENSMUST00000025208	18	-1	35671103	35703144	Dnajc18	protein_coding
ENSMUSG00000073599	ENSMUST00000097618	18	-1	35713086	35721491	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000133064	18	-1	35713086	35722356	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000134656	18	-1	35713273	35717290	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000123973	18	-1	35713760	35717290	Ecscr	protein_coding
ENSMUSG00000073598	ENSMUST00000097617	18	1	35726989	35730869	1700066B19Rik	protein_coding
ENSMUSG00000024349	ENSMUST00000115728	18	-1	35733678	35740554	Tmem173	protein_coding
ENSMUSG00000091896	ENSMUST00000170693	18	1	35771559	35807172	Ube2d2a	protein_coding
ENSMUSG00000091896	ENSMUST00000167406	18	1	35771602	35807163	Ube2d2a	protein_coding
ENSMUSG00000046668	ENSMUST00000060722	18	1	35829818	35861687	Cxxc5	protein_coding
ENSMUSG00000024347	ENSMUST00000115716	18	1	35964830	36014712	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000176873	18	1	35965065	36014712	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000177432	18	1	35965067	36014715	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000175734	18	1	35965105	36014674	Psd2	protein_coding
ENSMUSG00000060275	ENSMUST00000115713	18	-1	36017707	36197380	Nrg2	protein_coding
ENSMUSG00000060275	ENSMUST00000115712	18	-1	36021070	36196621	Nrg2	protein_coding
ENSMUSG00000043991	ENSMUST00000051301	18	1	36281097	36289723	Pura	protein_coding
ENSMUSG00000110185	ENSMUST00000210490	18	1	36300101	36301517	Igip	protein_coding
ENSMUSG00000046727	ENSMUST00000139727	18	1	36345619	36366720	Cystm1	protein_coding
ENSMUSG00000046727	ENSMUST00000050584	18	1	36348697	36402980	Cystm1	protein_coding
ENSMUSG00000046727	ENSMUST00000152804	18	1	36348774	36393370	Cystm1	protein_coding
ENSMUSG00000046727	ENSMUST00000144158	18	1	36365781	36402540	Cystm1	protein_coding
ENSMUSG00000024346	ENSMUST00000025204	18	-1	36403679	36454495	Pfdn1	protein_coding
ENSMUSG00000024486	ENSMUST00000025363	18	-1	36504929	36515805	Hbegf	protein_coding
ENSMUSG00000024485	ENSMUST00000074298	18	1	36528157	36541293	Slc4a9	protein_coding
ENSMUSG00000024485	ENSMUST00000115694	18	1	36528157	36541293	Slc4a9	protein_coding
ENSMUSG00000024483	ENSMUST00000134146	18	1	36559987	36583681	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000155329	18	1	36560611	36658908	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000152060	18	1	36600800	36625022	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000136030	18	1	36613909	36634357	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000037072	18	1	36644298	36658913	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000140061	18	1	36647860	36665917	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000116653	18	1	36655510	36658810	Ankhd1	protein_coding
ENSMUSG00000090264	ENSMUST00000036765	18	1	36664060	36665917	Eif4ebp3	protein_coding
ENSMUSG00000006050	ENSMUST00000173875	18	-1	36666681	36671196	Sra1	protein_coding
ENSMUSG00000006050	ENSMUST00000006209	18	-1	36667429	36670285	Sra1	protein_coding
ENSMUSG00000006050	ENSMUST00000001415	18	-1	36671160	36679366	Sra1	protein_coding
ENSMUSG00000033272	ENSMUST00000186538	18	1	36679215	36683861	Slc35a4	protein_coding
ENSMUSG00000033272	ENSMUST00000050476	18	1	36679579	36683853	Slc35a4	protein_coding
ENSMUSG00000033272	ENSMUST00000036158	18	1	36679592	36683858	Slc35a4	protein_coding
ENSMUSG00000033272	ENSMUST00000185899	18	1	36679609	36681725	Slc35a4	protein_coding
ENSMUSG00000044719	ENSMUST00000115682	18	-1	36684923	36695925	E230025N22Rik	protein_coding
ENSMUSG00000051439	ENSMUST00000061829	18	-1	36725074	36726736	Cd14	protein_coding
ENSMUSG00000006850	ENSMUST00000007046	18	1	36735068	36742391	Tmco6	protein_coding
ENSMUSG00000014294	ENSMUST00000014438	18	-1	36742332	36744557	Ndufa2	protein_coding
ENSMUSG00000024474	ENSMUST00000007042	18	1	36744656	36757639	Ik	protein_coding
ENSMUSG00000042660	ENSMUST00000049323	18	1	36760239	36763708	Wdr55	protein_coding
ENSMUSG00000044595	ENSMUST00000061522	18	-1	36763673	36766198	Dnd1	protein_coding
ENSMUSG00000001380	ENSMUST00000001416	18	-1	36766530	36783205	Hars	protein_coding
ENSMUSG00000019143	ENSMUST00000152954	18	1	36783008	36792562	Hars2	protein_coding
ENSMUSG00000019143	ENSMUST00000019287	18	1	36783231	36791694	Hars2	protein_coding
ENSMUSG00000001383	ENSMUST00000001419	18	1	36793923	36799660	Zmat2	protein_coding
ENSMUSG00000103442	ENSMUST00000193839	18	1	36930184	37187661	Pcdha1	protein_coding
ENSMUSG00000103442	ENSMUST00000070797	18	1	36930285	37187657	Pcdha1	protein_coding
ENSMUSG00000104148	ENSMUST00000115662	18	1	36939205	37187657	Pcdha2	protein_coding
ENSMUSG00000104148	ENSMUST00000195590	18	1	36939224	37187388	Pcdha2	protein_coding
ENSMUSG00000102312	ENSMUST00000192503	18	1	36946105	37187657	Pcdha3	protein_coding
ENSMUSG00000104252	ENSMUST00000192512	18	1	36952648	37187657	Pcdha4	protein_coding
ENSMUSG00000104252	ENSMUST00000192295	18	1	36952675	37187661	Pcdha4	protein_coding
ENSMUSG00000103458	ENSMUST00000115661	18	1	36952741	37840200	Gm42416	protein_coding
ENSMUSG00000103092	ENSMUST00000192168	18	1	36960440	37187657	Pcdha5	protein_coding
ENSMUSG00000103707	ENSMUST00000193777	18	1	36967631	37187657	Pcdha6	protein_coding
ENSMUSG00000103707	ENSMUST00000193389	18	1	36967648	37187388	Pcdha6	protein_coding
ENSMUSG00000102836	ENSMUST00000194544	18	1	36969916	37833296	Gm37013	protein_coding
ENSMUSG00000104318	ENSMUST00000192631	18	1	36973802	37187657	Pcdha7	protein_coding
ENSMUSG00000103125	ENSMUST00000193984	18	1	36975941	37833296	Gm37388	protein_coding
ENSMUSG00000103800	ENSMUST00000194038	18	1	36992371	37187657	Pcdha8	protein_coding
ENSMUSG00000103770	ENSMUST00000115659	18	1	36997880	37187657	Pcdha9	protein_coding
ENSMUSG00000007440	ENSMUST00000115658	18	1	37005203	37187657	Pcdha11	protein_coding
ENSMUSG00000102206	ENSMUST00000115657	18	1	37010752	37187657	Pcdha11	protein_coding
ENSMUSG00000102206	ENSMUST00000192447	18	1	37010832	37187388	Pcdha11	protein_coding
ENSMUSG00000102206	ENSMUST00000193856	18	1	37012252	37185217	Pcdha11	protein_coding
ENSMUSG00000103310	ENSMUST00000047614	18	1	37020149	37187657	Pcdha12	protein_coding
ENSMUSG00000103255	ENSMUST00000007584	18	1	37090013	37187657	Pcdhac1	protein_coding
ENSMUSG00000102697	ENSMUST00000047479	18	1	37143503	37187657	Pcdhac2	protein_coding
ENSMUSG00000051663	ENSMUST00000052366	18	1	37264938	37267525	Pcdhb1	protein_coding
ENSMUSG00000051599	ENSMUST00000056522	18	1	37294812	37297624	Pcdhb2	protein_coding
ENSMUSG00000051599	ENSMUST00000193137	18	1	37294840	37296421	Pcdhb2	protein_coding
ENSMUSG00000045498	ENSMUST00000051754	18	1	37300799	37304585	Pcdhb3	protein_coding
ENSMUSG00000045689	ENSMUST00000056712	18	1	37307455	37311172	Pcdhb4	protein_coding
ENSMUSG00000063687	ENSMUST00000078271	18	1	37320381	37323915	Pcdhb5	protein_coding
ENSMUSG00000051678	ENSMUST00000194655	18	1	37333921	37336261	Pcdhb6	protein_coding
ENSMUSG00000051678	ENSMUST00000061717	18	1	37333946	37337674	Pcdhb6	protein_coding
ENSMUSG00000045062	ENSMUST00000053037	18	1	37341702	37345202	Pcdhb7	protein_coding
ENSMUSG00000045876	ENSMUST00000192867	18	1	37355121	37356605	Pcdhb8	protein_coding
ENSMUSG00000045876	ENSMUST00000051163	18	1	37355271	37358604	Pcdhb8	protein_coding
ENSMUSG00000051242	ENSMUST00000057228	18	1	37400855	37403909	Pcdhb9	protein_coding
ENSMUSG00000045657	ENSMUST00000051126	18	1	37411664	37414514	Pcdhb10	protein_coding
ENSMUSG00000051486	ENSMUST00000053073	18	1	37421418	37425836	Pcdhb11	protein_coding
ENSMUSG00000043458	ENSMUST00000055495	18	1	37435621	37438654	Pcdhb12	protein_coding
ENSMUSG00000047307	ENSMUST00000056915	18	1	37442500	37446209	Pcdhb13	protein_coding
ENSMUSG00000044043	ENSMUST00000052387	18	1	37447656	37456350	Pcdhb14	protein_coding
ENSMUSG00000047033	ENSMUST00000050034	18	1	37473540	37476340	Pcdhb15	protein_coding
ENSMUSG00000047910	ENSMUST00000051442	18	1	37477814	37483038	Pcdhb16	protein_coding
ENSMUSG00000046387	ENSMUST00000053856	18	1	37484795	37489454	Pcdhb17	protein_coding
ENSMUSG00000048347	ENSMUST00000055949	18	1	37489465	37494505	Pcdhb18	protein_coding
ENSMUSG00000043313	ENSMUST00000059571	18	1	37496991	37504128	Pcdhb19	protein_coding
ENSMUSG00000046191	ENSMUST00000052179	18	1	37504264	37507822	Pcdhb20	protein_coding
ENSMUSG00000044022	ENSMUST00000061405	18	1	37513621	37518325	Pcdhb21	protein_coding
ENSMUSG00000073591	ENSMUST00000192409	18	1	37517871	37524479	Pcdhb22	protein_coding
ENSMUSG00000073591	ENSMUST00000097609	18	1	37518359	37521145	Pcdhb22	protein_coding
ENSMUSG00000050304	ENSMUST00000058635	18	-1	37637377	37638745	Slc25a2	protein_coding
ENSMUSG00000051316	ENSMUST00000066272	18	-1	37640491	37644204	Taf7	protein_coding
ENSMUSG00000103144	ENSMUST00000194888	18	1	37661793	37665039	Pcdhga1	protein_coding
ENSMUSG00000103144	ENSMUST00000194190	18	1	37661793	37841873	Pcdhga1	protein_coding
ENSMUSG00000103332	ENSMUST00000193869	18	1	37668953	37841870	Pcdhga2	protein_coding
ENSMUSG00000104346	ENSMUST00000073447	18	1	37674307	37841873	Pcdhga3	protein_coding
ENSMUSG00000103037	ENSMUST00000192931	18	1	37680233	37841870	Pcdhgb1	protein_coding
ENSMUSG00000103677	ENSMUST00000194418	18	1	37685210	37841873	Pcdhga4	protein_coding
ENSMUSG00000103677	ENSMUST00000195163	18	1	37686884	37687779	Pcdhga4	protein_coding
ENSMUSG00000102748	ENSMUST00000195112	18	1	37689828	37841873	Pcdhgb2	protein_coding
ENSMUSG00000103567	ENSMUST00000193414	18	1	37694380	37841873	Pcdhga5	protein_coding
ENSMUSG00000103793	ENSMUST00000195823	18	1	37707039	37841873	Pcdhga6	protein_coding
ENSMUSG00000103472	ENSMUST00000192511	18	1	37714764	37841873	Pcdhga7	protein_coding
ENSMUSG00000103472	ENSMUST00000193476	18	1	37714818	37717861	Pcdhga7	protein_coding
ENSMUSG00000103585	ENSMUST00000195363	18	1	37720369	37841870	Pcdhgb4	protein_coding
ENSMUSG00000103897	ENSMUST00000066149	18	1	37725706	37841873	Pcdhga8	protein_coding
ENSMUSG00000103749	ENSMUST00000192535	18	1	37731009	37841873	Pcdhgb5	protein_coding
ENSMUSG00000102440	ENSMUST00000091935	18	1	37736936	37841870	Pcdhga9	protein_coding
ENSMUSG00000103088	ENSMUST00000003599	18	1	37742094	37841873	Pcdhgb6	protein_coding
ENSMUSG00000102222	ENSMUST00000193404	18	1	37746993	37841873	Pcdhga10	protein_coding
ENSMUSG00000104063	ENSMUST00000194928	18	1	37751600	37841873	Pcdhgb7	protein_coding
ENSMUSG00000102742	ENSMUST00000061279	18	1	37755731	37841873	Pcdhga11	protein_coding
ENSMUSG00000102428	ENSMUST00000044851	18	1	37765580	37841873	Pcdhga12	protein_coding
ENSMUSG00000102918	ENSMUST00000076807	18	1	37806410	37841873	Pcdhgc3	protein_coding
ENSMUSG00000023036	ENSMUST00000066140	18	1	37815079	37841873	Pcdhgc4	protein_coding
ENSMUSG00000023036	ENSMUST00000195239	18	1	37815401	37841873	Pcdhgc4	protein_coding
ENSMUSG00000102543	ENSMUST00000055935	18	1	37819513	37841873	Pcdhgc5	protein_coding
ENSMUSG00000102543	ENSMUST00000193890	18	1	37819552	37840051	Pcdhgc5	protein_coding
ENSMUSG00000102543	ENSMUST00000193941	18	1	37819566	37840200	Pcdhgc5	protein_coding
ENSMUSG00000024456	ENSMUST00000115634	18	-1	37843601	37935476	Diaph1	protein_coding
ENSMUSG00000024456	ENSMUST00000025337	18	-1	37843603	37935381	Diaph1	protein_coding
ENSMUSG00000024456	ENSMUST00000115631	18	-1	37843603	37935423	Diaph1	protein_coding
ENSMUSG00000024456	ENSMUST00000115629	18	-1	37843605	37906416	Diaph1	protein_coding
ENSMUSG00000024456	ENSMUST00000080033	18	-1	37844824	37935411	Diaph1	protein_coding
ENSMUSG00000024454	ENSMUST00000043498	18	-1	37936972	37954988	Hdac3	protein_coding
ENSMUSG00000044024	ENSMUST00000176902	18	1	37955139	37959120	Rell2	protein_coding
ENSMUSG00000044024	ENSMUST00000176104	18	1	37955147	37958545	Rell2	protein_coding
ENSMUSG00000044024	ENSMUST00000070709	18	1	37955559	37959179	Rell2	protein_coding
ENSMUSG00000044024	ENSMUST00000177058	18	1	37955563	37959171	Rell2	protein_coding
ENSMUSG00000044024	ENSMUST00000169360	18	1	37955588	37957678	Rell2	protein_coding
ENSMUSG00000044024	ENSMUST00000163591	18	1	37955589	37958545	Rell2	protein_coding
ENSMUSG00000044024	ENSMUST00000091932	18	1	37955624	37959163	Rell2	protein_coding
ENSMUSG00000044024	ENSMUST00000169498	18	1	37955704	37958320	Rell2	protein_coding
ENSMUSG00000038524	ENSMUST00000043437	18	-1	37957434	37969774	Fchsd1	protein_coding
ENSMUSG00000038524	ENSMUST00000166148	18	-1	37965658	37969769	Fchsd1	protein_coding
ENSMUSG00000038524	ENSMUST00000163131	18	-1	37967639	37969769	Fchsd1	protein_coding
ENSMUSG00000024451	ENSMUST00000042944	18	-1	37972624	37997574	Arap3	protein_coding
ENSMUSG00000051375	ENSMUST00000160721	18	-1	38185914	38212053	Pcdh1	protein_coding
ENSMUSG00000051375	ENSMUST00000161701	18	-1	38188890	38203163	Pcdh1	protein_coding
ENSMUSG00000051375	ENSMUST00000057185	18	-1	38196694	38209762	Pcdh1	protein_coding
ENSMUSG00000051375	ENSMUST00000159405	18	-1	38196694	38211970	Pcdh1	protein_coding
ENSMUSG00000051375	ENSMUST00000194312	18	-1	38203444	38203840	Pcdh1	protein_coding
ENSMUSG00000051375	ENSMUST00000193828	18	-1	38203444	38210554	Pcdh1	protein_coding
ENSMUSG00000024442	ENSMUST00000025314	18	1	38250249	38262629	Dele1	protein_coding
ENSMUSG00000024440	ENSMUST00000194012	18	-1	38267092	38284402	Pcdh12	protein_coding
ENSMUSG00000024440	ENSMUST00000025311	18	-1	38268776	38284357	Pcdh12	protein_coding
ENSMUSG00000060450	ENSMUST00000072376	18	1	38296635	38317847	Rnf14	protein_coding
ENSMUSG00000060450	ENSMUST00000170811	18	1	38296635	38317847	Rnf14	protein_coding
ENSMUSG00000060450	ENSMUST00000171461	18	1	38296805	38317847	Rnf14	protein_coding
ENSMUSG00000052102	ENSMUST00000063814	18	-1	38327558	38339003	Gnpda1	protein_coding
ENSMUSG00000052102	ENSMUST00000139885	18	-1	38333189	38338909	Gnpda1	protein_coding
ENSMUSG00000024425	ENSMUST00000025293	18	1	38418975	38464399	Ndfip1	protein_coding
ENSMUSG00000024427	ENSMUST00000025295	18	-1	38586268	38601268	Spry4	protein_coding
ENSMUSG00000036452	ENSMUST00000148850	18	1	38676718	39110534	Arhgap26	protein_coding
ENSMUSG00000036585	ENSMUST00000040647	18	-1	38838673	38918771	Fgf1	protein_coding
ENSMUSG00000036585	ENSMUST00000115582	18	-1	38840177	38866747	Fgf1	protein_coding
ENSMUSG00000036585	ENSMUST00000117566	18	-1	38841907	38858748	Fgf1	protein_coding
ENSMUSG00000036585	ENSMUST00000139972	18	-1	38847084	38866132	Fgf1	protein_coding
ENSMUSG00000036585	ENSMUST00000134864	18	-1	38858568	38929157	Fgf1	protein_coding
ENSMUSG00000036452	ENSMUST00000187912	18	1	38892717	38933964	Arhgap26	protein_coding
ENSMUSG00000036452	ENSMUST00000097593	18	1	38993145	39376284	Arhgap26	protein_coding
ENSMUSG00000036452	ENSMUST00000155576	18	1	38993476	39371162	Arhgap26	protein_coding
ENSMUSG00000036452	ENSMUST00000154551	18	1	39227368	39372511	Arhgap26	protein_coding
ENSMUSG00000036452	ENSMUST00000137497	18	1	39286642	39376284	Arhgap26	protein_coding
ENSMUSG00000036452	ENSMUST00000141058	18	1	39296785	39360930	Arhgap26	protein_coding
ENSMUSG00000024431	ENSMUST00000115567	18	-1	39410545	39490674	Nr3c1	protein_coding
ENSMUSG00000024431	ENSMUST00000115571	18	-1	39410547	39487245	Nr3c1	protein_coding
ENSMUSG00000024431	ENSMUST00000025300	18	-1	39411987	39489846	Nr3c1	protein_coding
ENSMUSG00000024431	ENSMUST00000097592	18	-1	39414482	39487232	Nr3c1	protein_coding
ENSMUSG00000024431	ENSMUST00000152853	18	-1	39424436	39489888	Nr3c1	protein_coding
ENSMUSG00000024431	ENSMUST00000124115	18	-1	39486844	39491301	Nr3c1	protein_coding
ENSMUSG00000024431	ENSMUST00000131885	18	-1	39487086	39489283	Nr3c1	protein_coding
ENSMUSG00000024431	ENSMUST00000150483	18	-1	39487160	39491299	Nr3c1	protein_coding
ENSMUSG00000051732	ENSMUST00000063219	18	1	39773497	39776082	Pabpc2	protein_coding
ENSMUSG00000024487	ENSMUST00000025364	18	-1	40204865	40219399	Yipf5	protein_coding
ENSMUSG00000071860	ENSMUST00000096572	18	1	40256962	40257684	2900055J20Rik	protein_coding
ENSMUSG00000051401	ENSMUST00000091927	18	1	40258361	40531168	Kctd16	protein_coding
ENSMUSG00000056671	ENSMUST00000070949	18	-1	41875696	41951194	Prelid2	protein_coding
ENSMUSG00000073574	ENSMUST00000097591	18	-1	41986201	41999049	Grxcr2	protein_coding
ENSMUSG00000057719	ENSMUST00000072008	18	1	42053667	42158960	Sh3rf2	protein_coding
ENSMUSG00000057719	ENSMUST00000074679	18	1	42053710	42158451	Sh3rf2	protein_coding
ENSMUSG00000034339	ENSMUST00000041389	18	1	42173370	42173663	Gm5689	protein_coding
ENSMUSG00000059455	ENSMUST00000081374	18	-1	42178675	42196709	Plac8l1	protein_coding
ENSMUSG00000024493	ENSMUST00000097590	18	-1	42202350	42262122	Lars	protein_coding
ENSMUSG00000024491	ENSMUST00000046972	18	1	42275353	42341542	Rbm27	protein_coding
ENSMUSG00000024491	ENSMUST00000091920	18	1	42275353	42341542	Rbm27	protein_coding
ENSMUSG00000024497	ENSMUST00000025374	18	1	42394539	42397249	Pou4f3	protein_coding
ENSMUSG00000024498	ENSMUST00000025375	18	1	42511510	42575551	Tcerg1	protein_coding
ENSMUSG00000042816	ENSMUST00000054738	18	-1	42578020	42579652	Gpr151	protein_coding
ENSMUSG00000024500	ENSMUST00000117687	18	-1	42645269	42899294	Ppp2r2b	protein_coding
ENSMUSG00000024500	ENSMUST00000025377	18	-1	42645269	43059471	Ppp2r2b	protein_coding
ENSMUSG00000024500	ENSMUST00000120632	18	-1	42645294	42899643	Ppp2r2b	protein_coding
ENSMUSG00000039954	ENSMUST00000045477	18	1	43207697	43317481	Stk32a	protein_coding
ENSMUSG00000024501	ENSMUST00000121805	18	-1	43320979	43438286	Dpysl3	protein_coding
ENSMUSG00000024501	ENSMUST00000118043	18	-1	43324227	43373272	Dpysl3	protein_coding
ENSMUSG00000024501	ENSMUST00000025379	18	-1	43324288	43393377	Dpysl3	protein_coding
ENSMUSG00000024501	ENSMUST00000124207	18	-1	43329691	43345964	Dpysl3	protein_coding
ENSMUSG00000024501	ENSMUST00000118071	18	-1	43333905	43345558	Dpysl3	protein_coding
ENSMUSG00000043424	ENSMUST00000057110	18	-1	43475418	43477796	Eif3j2	protein_coding
ENSMUSG00000024502	ENSMUST00000082254	18	-1	43531408	43687773	Jakmip2	protein_coding
ENSMUSG00000024503	ENSMUST00000025381	18	-1	43728069	43737237	Spink1	protein_coding
ENSMUSG00000038791	ENSMUST00000187157	18	1	43764289	43767399	Scgb3a2	protein_coding
ENSMUSG00000038791	ENSMUST00000043803	18	1	43764327	43767399	Scgb3a2	protein_coding
ENSMUSG00000038791	ENSMUST00000189750	18	1	43764327	43767399	Scgb3a2	protein_coding
ENSMUSG00000071858	ENSMUST00000096570	18	-1	43777196	43792878	Gm94	protein_coding
ENSMUSG00000055561	ENSMUST00000069245	18	1	43963235	44022501	Spink5	protein_coding
ENSMUSG00000051050	ENSMUST00000060328	18	1	44027869	44032208	Spink14	protein_coding
ENSMUSG00000051050	ENSMUST00000162265	18	1	44028694	44032208	Spink14	protein_coding
ENSMUSG00000055095	ENSMUST00000068473	18	1	44071393	44083610	Spink6	protein_coding
ENSMUSG00000061144	ENSMUST00000081271	18	1	44104407	44108543	Spink12	protein_coding
ENSMUSG00000110628	ENSMUST00000212114	18	1	44116263	44119567	Gm37797	protein_coding
