ENSMUSG00000020671	ENSMUST00000021001	12	-1	3247428	3309969	Rab10	protein_coding
ENSMUSG00000036613	ENSMUST00000222407	12	1	28751839	28752742	Eipr1	protein_coding
ENSMUSG00000036613	ENSMUST00000221555	12	1	28751861	28863113	Eipr1	protein_coding
ENSMUSG00000061911	ENSMUST00000218583	12	1	29528384	29920539	Myt1l	protein_coding
ENSMUSG00000061911	ENSMUST00000049784	12	1	29528384	29923213	Myt1l	protein_coding
ENSMUSG00000061911	ENSMUST00000021009	12	1	29534615	29920842	Myt1l	protein_coding
ENSMUSG00000061911	ENSMUST00000218198	12	1	29840210	29857802	Myt1l	protein_coding
ENSMUSG00000061911	ENSMUST00000219744	12	1	29895114	29921323	Myt1l	protein_coding
ENSMUSG00000020674	ENSMUST00000220271	12	1	29937608	30017651	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000122328	12	1	29938036	30017658	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000118321	12	1	29938050	29988994	Pxdn	protein_coding
ENSMUSG00000020673	ENSMUST00000021005	12	-1	30054659	30132624	Tpo	protein_coding
ENSMUSG00000020673	ENSMUST00000155263	12	-1	30116618	30131899	Tpo	protein_coding
ENSMUSG00000020672	ENSMUST00000021004	12	-1	30174483	30373375	Sntg2	protein_coding
ENSMUSG00000043061	ENSMUST00000057151	12	1	30584426	30591215	Tmem18	protein_coding
ENSMUSG00000054204	ENSMUST00000067087	12	1	30884322	30893854	Alkal2	protein_coding
ENSMUSG00000044573	ENSMUST00000062740	12	-1	30893326	30911571	Acp1	protein_coding
ENSMUSG00000044573	ENSMUST00000074038	12	-1	30893656	30911589	Acp1	protein_coding
ENSMUSG00000020669	ENSMUST00000020997	12	1	30911668	30960162	Sh3yl1	protein_coding
ENSMUSG00000020669	ENSMUST00000110880	12	1	30911692	30960151	Sh3yl1	protein_coding
ENSMUSG00000036136	ENSMUST00000041133	12	1	31073861	31080251	Fam110c	protein_coding
ENSMUSG00000112187	ENSMUST00000219110	12	1	31240770	31240979	Gm6993	protein_coding
ENSMUSG00000002900	ENSMUST00000169088	12	1	31265234	31329493	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000002979	12	1	31265293	31329644	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000170495	12	1	31265297	31266793	Lamb1	protein_coding
ENSMUSG00000020664	ENSMUST00000110857	12	-1	31331277	31351453	Dld	protein_coding
ENSMUSG00000001225	ENSMUST00000167432	12	1	31390871	31450972	Slc26a3	protein_coding
ENSMUSG00000001225	ENSMUST00000001254	12	1	31438219	31473917	Slc26a3	protein_coding
ENSMUSG00000020659	ENSMUST00000064240	12	-1	31484829	31499555	Cbll1	protein_coding
ENSMUSG00000020659	ENSMUST00000185739	12	-1	31484829	31499557	Cbll1	protein_coding
ENSMUSG00000020659	ENSMUST00000101499	12	-1	31484936	31499616	Cbll1	protein_coding
ENSMUSG00000020659	ENSMUST00000188326	12	-1	31486901	31499557	Cbll1	protein_coding
ENSMUSG00000020659	ENSMUST00000085487	12	-1	31487279	31499616	Cbll1	protein_coding
ENSMUSG00000020651	ENSMUST00000001253	12	-1	31519827	31559969	Slc26a4	protein_coding
ENSMUSG00000020650	ENSMUST00000177962	12	-1	31590967	31634635	Bcap29	protein_coding
ENSMUSG00000020650	ENSMUST00000020979	12	-1	31595361	31634599	Bcap29	protein_coding
ENSMUSG00000020648	ENSMUST00000020977	12	-1	31640050	31654826	Dus4l	protein_coding
ENSMUSG00000035933	ENSMUST00000036862	12	1	31654869	31937630	Cog5	protein_coding
ENSMUSG00000044067	ENSMUST00000057783	12	-1	31706867	31713926	Gpr22	protein_coding
ENSMUSG00000044067	ENSMUST00000176710	12	-1	31708712	31713947	Gpr22	protein_coding
ENSMUSG00000044067	ENSMUST00000174480	12	-1	31709449	31713933	Gpr22	protein_coding
ENSMUSG00000035933	ENSMUST00000218428	12	1	31919673	31929069	Cog5	protein_coding
ENSMUSG00000002996	ENSMUST00000172314	12	-1	31926254	31950535	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000167458	12	-1	31929383	31950223	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176643	12	-1	31930813	31940407	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000175686	12	-1	31932833	31949608	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176520	12	-1	31934342	31950170	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176103	12	-1	31936459	31950221	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176084	12	-1	31937045	31950210	Hbp1	protein_coding
ENSMUSG00000002997	ENSMUST00000003079	12	-1	31958476	32061235	Prkar2b	protein_coding
ENSMUSG00000002997	ENSMUST00000036497	12	-1	31958476	32061296	Prkar2b	protein_coding
ENSMUSG00000002997	ENSMUST00000146865	12	-1	31958480	32060589	Prkar2b	protein_coding
ENSMUSG00000020573	ENSMUST00000053215	12	-1	32174170	32208659	Pik3cg	protein_coding
ENSMUSG00000020573	ENSMUST00000220366	12	-1	32175427	32208338	Pik3cg	protein_coding
ENSMUSG00000020573	ENSMUST00000085469	12	-1	32175624	32208470	Pik3cg	protein_coding
ENSMUSG00000020573	ENSMUST00000217915	12	-1	32176578	32205986	Pik3cg	protein_coding
ENSMUSG00000090946	ENSMUST00000172332	12	1	32378704	32382943	Ccdc71l	protein_coding
ENSMUSG00000020572	ENSMUST00000020886	12	1	32820335	32853349	Nampt	protein_coding
ENSMUSG00000020570	ENSMUST00000076698	12	1	32953891	32979860	Sypl	protein_coding
ENSMUSG00000020570	ENSMUST00000020885	12	1	32954184	32976904	Sypl	protein_coding
ENSMUSG00000035860	ENSMUST00000095774	12	-1	33033796	33092875	Cdhr3	protein_coding
ENSMUSG00000020564	ENSMUST00000077456	12	1	33147693	33251146	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000110824	12	1	33147711	33251146	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000146040	12	1	33147754	33373030	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000125192	12	1	33147789	33373045	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000136644	12	1	33147805	33328849	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000090597	12	1	33302515	33368273	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000144586	12	1	33314289	33328849	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000154742	12	1	33315397	33372357	Atxn7l1	protein_coding
ENSMUSG00000020562	ENSMUST00000020878	12	1	33394854	33401267	Efcab10	protein_coding
ENSMUSG00000020561	ENSMUST00000020877	12	1	33429635	33441392	Twistnb	protein_coding
ENSMUSG00000046518	ENSMUST00000061035	12	1	33928425	33929310	Ferd3l	protein_coding
ENSMUSG00000035799	ENSMUST00000049089	12	1	33957671	33959829	Twist1	protein_coding
ENSMUSG00000004698	ENSMUST00000209902	12	-1	34047580	34528328	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000209750	12	-1	34052301	34528304	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000209990	12	-1	34052301	34528304	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000210724	12	-1	34095881	34528304	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000110819	12	-1	34371497	34528874	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000211107	12	-1	34373827	34437307	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000209667	12	-1	34373827	34528304	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000209463	12	-1	34433145	34618493	Hdac9	protein_coding
ENSMUSG00000092305	ENSMUST00000134550	12	1	34984761	34986436	Prps1l1	protein_coding
ENSMUSG00000020590	ENSMUST00000163677	12	1	35047186	35134683	Snx13	protein_coding
ENSMUSG00000020590	ENSMUST00000048519	12	1	35047186	35147479	Snx13	protein_coding
ENSMUSG00000019256	ENSMUST00000116436	12	-1	35497974	35535038	Ahr	protein_coding
ENSMUSG00000036231	ENSMUST00000042101	12	1	35925620	35949736	Agr3	protein_coding
ENSMUSG00000036231	ENSMUST00000154042	12	1	35925622	35928395	Agr3	protein_coding
ENSMUSG00000020581	ENSMUST00000020898	12	1	35992907	36004087	Agr2	protein_coding
ENSMUSG00000020577	ENSMUST00000020896	12	-1	36014557	36042489	Tspan13	protein_coding
ENSMUSG00000020577	ENSMUST00000222584	12	-1	36021812	36039935	Tspan13	protein_coding
ENSMUSG00000020547	ENSMUST00000020856	12	-1	36091835	36156825	Bzw2	protein_coding
ENSMUSG00000020547	ENSMUST00000221388	12	-1	36109749	36156751	Bzw2	protein_coding
ENSMUSG00000020547	ENSMUST00000223474	12	-1	36113993	36157092	Bzw2	protein_coding
ENSMUSG00000020547	ENSMUST00000220828	12	-1	36118997	36156627	Bzw2	protein_coding
ENSMUSG00000020547	ENSMUST00000223382	12	-1	36123935	36156786	Bzw2	protein_coding
ENSMUSG00000020547	ENSMUST00000220763	12	-1	36130003	36158080	Bzw2	protein_coding
ENSMUSG00000036188	ENSMUST00000041640	12	1	36157114	36197291	Ankmy2	protein_coding
ENSMUSG00000020545	ENSMUST00000020853	12	-1	36208345	36218202	Lrrc72	protein_coding
ENSMUSG00000020545	ENSMUST00000221155	12	-1	36208345	36253395	Lrrc72	protein_coding
ENSMUSG00000020545	ENSMUST00000122115	12	-1	36209563	36253398	Lrrc72	protein_coding
ENSMUSG00000036169	ENSMUST00000041407	12	1	36314139	36318452	Sostdc1	protein_coding
ENSMUSG00000091007	ENSMUST00000171007	12	-1	36381242	36382181	D630036H23Rik	protein_coding
ENSMUSG00000043153	ENSMUST00000221452	12	1	36381450	36583461	Ispd	protein_coding
ENSMUSG00000043153	ENSMUST00000062041	12	1	36381519	36689444	Ispd	protein_coding
ENSMUSG00000043153	ENSMUST00000220519	12	1	36381554	36478818	Ispd	protein_coding
ENSMUSG00000043153	ENSMUST00000221895	12	1	36381583	36504979	Ispd	protein_coding
ENSMUSG00000043153	ENSMUST00000223205	12	1	36381757	36689503	Ispd	protein_coding
ENSMUSG00000043153	ENSMUST00000223068	12	1	36382147	36478818	Ispd	protein_coding
ENSMUSG00000043153	ENSMUST00000221177	12	1	36382180	36688592	Ispd	protein_coding
ENSMUSG00000036144	ENSMUST00000041183	12	1	37108540	37179534	Meox2	protein_coding
ENSMUSG00000050103	ENSMUST00000049874	12	1	37241641	37582202	Agmo	protein_coding
ENSMUSG00000050103	ENSMUST00000160768	12	1	37241750	37244503	Agmo	protein_coding
ENSMUSG00000050103	ENSMUST00000160390	12	1	37242042	37565393	Agmo	protein_coding
ENSMUSG00000036095	ENSMUST00000222337	12	1	37817726	37982010	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000221176	12	1	37880174	38136840	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000220990	12	1	37880337	38632119	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000040500	12	1	37880705	38634239	Dgkb	protein_coding
ENSMUSG00000004151	ENSMUST00000160244	12	1	38779380	38866249	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000095767	12	1	38780082	38870484	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000162563	12	1	38780284	38865779	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000161164	12	1	38780319	38781813	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000160996	12	1	38780349	38835258	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000160856	12	1	38780848	38865776	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000161513	12	1	38781129	38835213	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000161980	12	1	38783470	38866176	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000160701	12	1	38783481	38865961	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000159334	12	1	38783509	38868203	Etv1	protein_coding
ENSMUSG00000047446	ENSMUST00000146905	12	-1	40033291	40037429	Arl4a	protein_coding
ENSMUSG00000047446	ENSMUST00000101472	12	-1	40035822	40038025	Arl4a	protein_coding
ENSMUSG00000002565	ENSMUST00000078481	12	-1	40059769	40134183	Scin	protein_coding
ENSMUSG00000002565	ENSMUST00000002640	12	-1	40059773	40134228	Scin	protein_coding
ENSMUSG00000071342	ENSMUST00000220951	12	-1	40175493	40199490	Lsmem1	protein_coding
ENSMUSG00000071342	ENSMUST00000095760	12	-1	40176386	40199315	Lsmem1	protein_coding
ENSMUSG00000001627	ENSMUST00000001672	12	-1	40201567	40223189	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000164047	12	-1	40203131	40207062	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000165027	12	-1	40203362	40217513	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000169926	12	-1	40213980	40248079	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000169319	12	-1	40214094	40248486	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000164354	12	-1	40216189	40248504	Ifrd1	protein_coding
ENSMUSG00000055917	ENSMUST00000069692	12	-1	40315046	40445774	Zfp277	protein_coding
ENSMUSG00000055917	ENSMUST00000069637	12	-1	40315046	40445902	Zfp277	protein_coding
ENSMUSG00000035954	ENSMUST00000037488	12	1	40445952	40846874	Dock4	protein_coding
ENSMUSG00000035954	ENSMUST00000220912	12	1	40446336	40846180	Dock4	protein_coding
ENSMUSG00000056899	ENSMUST00000132121	12	1	41024090	41955588	Immp2l	protein_coding
ENSMUSG00000056899	ENSMUST00000134965	12	1	41024329	41955242	Immp2l	protein_coding
ENSMUSG00000056899	ENSMUST00000080160	12	1	41068312	41110943	Immp2l	protein_coding
ENSMUSG00000036295	ENSMUST00000043884	12	-1	41451668	41486431	Lrrn3	protein_coding
ENSMUSG00000014905	ENSMUST00000015049	12	-1	44205559	44210326	Dnajb9	protein_coding
ENSMUSG00000014905	ENSMUST00000220421	12	-1	44208148	44210068	Dnajb9	protein_coding
ENSMUSG00000036257	ENSMUST00000122902	12	1	44221370	44312092	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000043082	12	1	44269148	44322532	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000218954	12	1	44269167	44283517	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000125757	12	1	44275271	44282890	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000143771	12	1	44282573	44312343	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000218803	12	1	44290610	44311625	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000156082	12	1	44299274	44312493	Pnpla8	protein_coding
ENSMUSG00000020598	ENSMUST00000110748	12	1	44328886	44600760	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000020939	12	1	44328983	44598841	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000220126	12	1	44329062	44541069	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000218540	12	1	44382642	44539473	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000218431	12	1	44532428	44544871	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000220082	12	1	44576604	44598841	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000218062	12	1	44584943	44599667	Nrcam	protein_coding
ENSMUSG00000046314	ENSMUST00000053768	12	-1	44852484	45074709	Stxbp6	protein_coding
ENSMUSG00000046314	ENSMUST00000120531	12	-1	44852488	45074112	Stxbp6	protein_coding
ENSMUSG00000046314	ENSMUST00000143376	12	-1	44902877	45074154	Stxbp6	protein_coding
ENSMUSG00000021047	ENSMUST00000021438	12	-1	46694517	46818929	Nova1	protein_coding
ENSMUSG00000021047	ENSMUST00000219886	12	-1	46701075	46720859	Nova1	protein_coding
ENSMUSG00000021047	ENSMUST00000219330	12	-1	46711702	46816960	Nova1	protein_coding
ENSMUSG00000020950	ENSMUST00000179669	12	1	49382883	49386855	Foxg1	protein_coding
ENSMUSG00000020950	ENSMUST00000021333	12	1	49383007	49386861	Foxg1	protein_coding
ENSMUSG00000089922	ENSMUST00000110746	12	1	49385174	49394127	Gm43517	protein_coding
ENSMUSG00000002688	ENSMUST00000002765	12	-1	50341231	50649098	Prkd1	protein_coding
ENSMUSG00000035293	ENSMUST00000054308	12	1	51348061	51376986	G2e3	protein_coding
ENSMUSG00000035293	ENSMUST00000119211	12	1	51348288	51373267	G2e3	protein_coding
ENSMUSG00000035293	ENSMUST00000121521	12	1	51348372	51373370	G2e3	protein_coding
ENSMUSG00000020952	ENSMUST00000219434	12	1	51377580	51417215	Scfd1	protein_coding
ENSMUSG00000020952	ENSMUST00000021335	12	1	51377580	51450101	Scfd1	protein_coding
ENSMUSG00000020953	ENSMUST00000164782	12	1	51593341	51605771	Coch	protein_coding
ENSMUSG00000020953	ENSMUST00000085412	12	1	51593357	51605761	Coch	protein_coding
ENSMUSG00000020954	ENSMUST00000013130	12	-1	51609632	51691887	Strn3	protein_coding
ENSMUSG00000020954	ENSMUST00000169503	12	-1	51609645	51691897	Strn3	protein_coding
ENSMUSG00000020955	ENSMUST00000218820	12	1	51691033	51744786	Ap4s1	protein_coding
ENSMUSG00000020955	ENSMUST00000021338	12	1	51691037	51738932	Ap4s1	protein_coding
ENSMUSG00000035247	ENSMUST00000042052	12	-1	51743722	51829536	Hectd1	protein_coding
ENSMUSG00000035247	ENSMUST00000179265	12	-1	51743722	51829536	Hectd1	protein_coding
ENSMUSG00000035181	ENSMUST00000040583	12	-1	51875871	51971321	Heatr5a	protein_coding
ENSMUSG00000035181	ENSMUST00000217966	12	-1	51905387	51918726	Heatr5a	protein_coding
ENSMUSG00000020956	ENSMUST00000085404	12	-1	51988312	52006501	Dtd2	protein_coding
ENSMUSG00000020956	ENSMUST00000021339	12	-1	51997507	52006501	Dtd2	protein_coding
ENSMUSG00000035148	ENSMUST00000040161	12	-1	52023003	52028063	Gpr33	protein_coding
ENSMUSG00000035142	ENSMUST00000040090	12	1	52097737	52312744	Nubpl	protein_coding
ENSMUSG00000035133	ENSMUST00000219443	12	1	52504016	52571975	Arhgap5	protein_coding
ENSMUSG00000035133	ENSMUST00000217820	12	1	52504342	52568835	Arhgap5	protein_coding
ENSMUSG00000035133	ENSMUST00000110725	12	1	52516077	52567852	Arhgap5	protein_coding
ENSMUSG00000061603	ENSMUST00000095737	12	1	52699383	53155599	Akap6	protein_coding
ENSMUSG00000061603	ENSMUST00000219786	12	1	52795836	53148763	Akap6	protein_coding
ENSMUSG00000021010	ENSMUST00000223358	12	1	53248677	54069532	Npas3	protein_coding
ENSMUSG00000021010	ENSMUST00000101432	12	1	53248677	54072175	Npas3	protein_coding
ENSMUSG00000021010	ENSMUST00000220986	12	1	53253025	53501176	Npas3	protein_coding
ENSMUSG00000021010	ENSMUST00000223057	12	1	53253046	54069074	Npas3	protein_coding
ENSMUSG00000035105	ENSMUST00000039516	12	-1	54178981	54203860	Egln3	protein_coding
ENSMUSG00000044408	ENSMUST00000056228	12	-1	54645392	54656573	Sptssa	protein_coding
ENSMUSG00000054302	ENSMUST00000161592	12	-1	54670340	54695881	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000163433	12	-1	54671655	54695884	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000110713	12	-1	54673466	54695821	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000067272	12	-1	54673471	54695897	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000162106	12	-1	54685927	54695843	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000160085	12	-1	54690111	54695862	Eapp	protein_coding
ENSMUSG00000005656	ENSMUST00000005798	12	-1	54746349	54795703	Snx6	protein_coding
ENSMUSG00000005656	ENSMUST00000218934	12	-1	54746650	54795482	Snx6	protein_coding
ENSMUSG00000062929	ENSMUST00000078124	12	-1	54858817	54862877	Cfl2	protein_coding
ENSMUSG00000035021	ENSMUST00000038926	12	-1	54892989	54986336	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173433	12	-1	54893551	54986507	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000172875	12	-1	54954718	55014348	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173177	12	-1	54975236	54985936	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173529	12	-1	54975251	54999102	Baz1a	protein_coding
ENSMUSG00000092233	ENSMUST00000173803	12	-1	54986158	54986529	Gm20403	protein_coding
ENSMUSG00000062198	ENSMUST00000021406	12	-1	55045661	55080110	2700097O09Rik	protein_coding
ENSMUSG00000073079	ENSMUST00000220578	12	1	55080262	55115367	Srp54a	protein_coding
ENSMUSG00000073079	ENSMUST00000221655	12	1	55080277	55095889	Srp54a	protein_coding
ENSMUSG00000073079	ENSMUST00000021407	12	1	55089202	55112891	Srp54a	protein_coding
ENSMUSG00000073079	ENSMUST00000222027	12	1	55089224	55091901	Srp54a	protein_coding
ENSMUSG00000095595	ENSMUST00000177768	12	1	55124469	55142104	Fam177a	protein_coding
ENSMUSG00000112449	ENSMUST00000110708	12	1	55155104	55189573	Srp54b	protein_coding
ENSMUSG00000112449	ENSMUST00000218889	12	1	55164284	55166961	Srp54b	protein_coding
ENSMUSG00000094103	ENSMUST00000177978	12	1	55199592	55217168	1700047I17Rik2	protein_coding
ENSMUSG00000079108	ENSMUST00000218879	12	1	55230168	55263836	Srp54c	protein_coding
ENSMUSG00000079108	ENSMUST00000164243	12	1	55239326	55263020	Srp54c	protein_coding
ENSMUSG00000021022	ENSMUST00000021410	12	-1	55278991	55302998	Ppp2r3c	protein_coding
ENSMUSG00000021023	ENSMUST00000184980	12	1	55299577	55382420	1110008L16Rik	protein_coding
ENSMUSG00000021023	ENSMUST00000021411	12	1	55302637	55382496	1110008L16Rik	protein_coding
ENSMUSG00000021023	ENSMUST00000184766	12	1	55303243	55382513	1110008L16Rik	protein_coding
ENSMUSG00000021023	ENSMUST00000183475	12	1	55303261	55382533	1110008L16Rik	protein_coding
ENSMUSG00000021023	ENSMUST00000183654	12	1	55303286	55382513	1110008L16Rik	protein_coding
ENSMUSG00000021024	ENSMUST00000163070	12	1	55384222	55418310	Psma6	protein_coding
ENSMUSG00000021024	ENSMUST00000021412	12	1	55398775	55418454	Psma6	protein_coding
ENSMUSG00000021025	ENSMUST00000021413	12	-1	55489410	55492647	Nfkbia	protein_coding
ENSMUSG00000063129	ENSMUST00000080123	12	1	55565239	55566896	Aldoart2	protein_coding
ENSMUSG00000045440	ENSMUST00000051857	12	1	55599427	55602086	Insm2	protein_coding
ENSMUSG00000021027	ENSMUST00000220367	12	-1	55602896	55820767	Ralgapa1	protein_coding
ENSMUSG00000021027	ENSMUST00000226244	12	-1	55602896	55820767	Ralgapa1	protein_coding
ENSMUSG00000021027	ENSMUST00000085385	12	-1	55602899	55821167	Ralgapa1	protein_coding
ENSMUSG00000021027	ENSMUST00000110687	12	-1	55602929	55821167	Ralgapa1	protein_coding
ENSMUSG00000021027	ENSMUST00000219432	12	-1	55604240	55821097	Ralgapa1	protein_coding
ENSMUSG00000021027	ENSMUST00000219323	12	-1	55612394	55640713	Ralgapa1	protein_coding
ENSMUSG00000012076	ENSMUST00000059250	12	1	55836324	55869736	Brms1l	protein_coding
ENSMUSG00000021028	ENSMUST00000021416	12	-1	56328303	56345894	Mbip	protein_coding
ENSMUSG00000001496	ENSMUST00000178477	12	-1	56531958	56535106	Nkx2-1	protein_coding
ENSMUSG00000001496	ENSMUST00000001536	12	-1	56531958	56536908	Nkx2-1	protein_coding
ENSMUSG00000058669	ENSMUST00000072631	12	-1	56611389	56613284	Nkx2-9	protein_coding
ENSMUSG00000001497	ENSMUST00000153250	12	1	56691767	56712707	Pax9	protein_coding
ENSMUSG00000001497	ENSMUST00000001538	12	1	56695639	56712822	Pax9	protein_coding
ENSMUSG00000035472	ENSMUST00000044634	12	-1	56712634	57197472	Slc25a21	protein_coding
ENSMUSG00000035472	ENSMUST00000217690	12	-1	56713412	57160643	Slc25a21	protein_coding
ENSMUSG00000035472	ENSMUST00000110680	12	-1	56713813	57159244	Slc25a21	protein_coding
ENSMUSG00000079104	ENSMUST00000139049	12	1	57230412	57239882	Prps1l3	protein_coding
ENSMUSG00000047022	ENSMUST00000145003	12	1	57230446	57457232	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000123498	12	1	57230446	57497199	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000153137	12	1	57282173	57467041	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000130447	12	1	57282173	57497199	Mipol1	protein_coding
ENSMUSG00000035451	ENSMUST00000044380	12	-1	57540628	57546121	Foxa1	protein_coding
ENSMUSG00000046782	ENSMUST00000101398	12	1	57564113	57622112	Ttc6	protein_coding
ENSMUSG00000046782	ENSMUST00000172939	12	1	57575817	57737928	Ttc6	protein_coding
ENSMUSG00000046782	ENSMUST00000172852	12	1	57649415	57651719	Ttc6	protein_coding
ENSMUSG00000035431	ENSMUST00000110671	12	1	58211772	58213887	Sstr1	protein_coding
ENSMUSG00000035431	ENSMUST00000044299	12	1	58211804	58214444	Sstr1	protein_coding
ENSMUSG00000045930	ENSMUST00000062254	12	-1	58264720	58269290	Clec14a	protein_coding
ENSMUSG00000020986	ENSMUST00000021375	12	-1	58958383	59012017	Sec23a	protein_coding
ENSMUSG00000020986	ENSMUST00000165134	12	-1	58959704	59007235	Sec23a	protein_coding
ENSMUSG00000060121	ENSMUST00000021379	12	1	59013393	59028470	Gemin2	protein_coding
ENSMUSG00000020993	ENSMUST00000021380	12	-1	59043092	59061461	Trappc6b	protein_coding
ENSMUSG00000020993	ENSMUST00000218686	12	-1	59043333	59061418	Trappc6b	protein_coding
ENSMUSG00000020993	ENSMUST00000217863	12	-1	59043447	59061452	Trappc6b	protein_coding
ENSMUSG00000020994	ENSMUST00000021381	12	1	59066884	59073998	Pnn	protein_coding
ENSMUSG00000021000	ENSMUST00000021384	12	1	59095800	59109130	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000219140	12	1	59095800	59189799	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000175912	12	1	59129720	59190176	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000176892	12	1	59129746	59190173	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000069430	12	1	59129763	59190176	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000177370	12	1	59129765	59149538	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000177225	12	1	59130377	59189950	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000175877	12	1	59130837	59190222	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000177460	12	1	59131022	59146872	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000176464	12	1	59131286	59191583	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000170992	12	1	59131453	59190173	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000176322	12	1	59131467	59189952	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000177162	12	1	59131502	59190222	Mia2	protein_coding
ENSMUSG00000035329	ENSMUST00000043204	12	-1	59200655	59219725	Fbxo33	protein_coding
ENSMUSG00000035329	ENSMUST00000162855	12	-1	59200657	59204436	Fbxo33	protein_coding
ENSMUSG00000035329	ENSMUST00000161351	12	-1	59204552	59218801	Fbxo33	protein_coding
ENSMUSG00000035653	ENSMUST00000055815	12	1	61523948	61845258	Lrfn5	protein_coding
ENSMUSG00000035653	ENSMUST00000119481	12	1	61523948	61857928	Lrfn5	protein_coding
ENSMUSG00000043060	ENSMUST00000059833	12	-1	64471330	64474690	Fscb	protein_coding
