ENSMUSG00000091028	ENSMUST00000151376	9	1	3000922	3002330	Gm10722	protein_coding
ENSMUSG00000047352	ENSMUST00000217630	9	-1	39954139	39959705	Olfr976	protein_coding
ENSMUSG00000047352	ENSMUST00000169307	9	-1	39954257	39957069	Olfr976	protein_coding
ENSMUSG00000047352	ENSMUST00000213171	9	-1	39954257	39961133	Olfr976	protein_coding
ENSMUSG00000047352	ENSMUST00000217360	9	-1	39955906	39957069	Olfr976	protein_coding
ENSMUSG00000044292	ENSMUST00000217600	9	1	39992113	39995095	Olfr978	protein_coding
ENSMUSG00000044292	ENSMUST00000057161	9	1	39993812	39994747	Olfr978	protein_coding
ENSMUSG00000059473	ENSMUST00000215523	9	-1	39998003	40003465	Olfr979	protein_coding
ENSMUSG00000059473	ENSMUST00000080835	9	-1	40000206	40001250	Olfr979	protein_coding
ENSMUSG00000060254	ENSMUST00000216463	9	-1	40004348	40009582	Olfr980	protein_coding
ENSMUSG00000060254	ENSMUST00000073932	9	-1	40006015	40006947	Olfr980	protein_coding
ENSMUSG00000046678	ENSMUST00000215956	9	1	40021464	40030377	Olfr981	protein_coding
ENSMUSG00000046678	ENSMUST00000059859	9	1	40022352	40023348	Olfr981	protein_coding
ENSMUSG00000049010	ENSMUST00000054051	9	1	40073829	40079404	Olfr982	protein_coding
ENSMUSG00000044205	ENSMUST00000213087	9	-1	40086908	40093595	Olfr983	protein_coding
ENSMUSG00000044205	ENSMUST00000050996	9	-1	40092017	40093558	Olfr983	protein_coding
ENSMUSG00000045812	ENSMUST00000213858	9	-1	40096515	40104454	Olfr984	protein_coding
ENSMUSG00000045812	ENSMUST00000214856	9	-1	40096515	40110962	Olfr984	protein_coding
ENSMUSG00000045812	ENSMUST00000217536	9	-1	40096515	40114206	Olfr984	protein_coding
ENSMUSG00000045812	ENSMUST00000056795	9	-1	40100544	40101488	Olfr984	protein_coding
ENSMUSG00000049073	ENSMUST00000214981	9	-1	40126308	40130184	Olfr985	protein_coding
ENSMUSG00000049073	ENSMUST00000060345	9	-1	40126924	40128039	Olfr985	protein_coding
ENSMUSG00000040541	ENSMUST00000046333	9	1	40148122	40150880	Tmem225	protein_coding
ENSMUSG00000051095	ENSMUST00000216720	9	1	40180920	40190134	Olfr986	protein_coding
ENSMUSG00000051095	ENSMUST00000218134	9	1	40180920	40190134	Olfr986	protein_coding
ENSMUSG00000051095	ENSMUST00000214763	9	1	40180921	40190134	Olfr986	protein_coding
ENSMUSG00000051095	ENSMUST00000062229	9	1	40187079	40188094	Olfr986	protein_coding
ENSMUSG00000025602	ENSMUST00000026693	9	1	40192317	40213189	Zfp202	protein_coding
ENSMUSG00000025602	ENSMUST00000168832	9	1	40192329	40213189	Zfp202	protein_coding
ENSMUSG00000049281	ENSMUST00000049941	9	1	40269217	40291618	Scn3b	protein_coding
ENSMUSG00000049281	ENSMUST00000176185	9	1	40269273	40291618	Scn3b	protein_coding
ENSMUSG00000049281	ENSMUST00000171835	9	1	40269433	40291618	Scn3b	protein_coding
ENSMUSG00000049281	ENSMUST00000114956	9	1	40269687	40291618	Scn3b	protein_coding
ENSMUSG00000049281	ENSMUST00000176547	9	1	40279442	40289515	Scn3b	protein_coding
ENSMUSG00000049281	ENSMUST00000216398	9	1	40282453	40288809	Scn3b	protein_coding
ENSMUSG00000040111	ENSMUST00000137454	9	-1	40293233	40310054	Gramd1b	protein_coding
ENSMUSG00000040111	ENSMUST00000121357	9	-1	40293233	40346290	Gramd1b	protein_coding
ENSMUSG00000040111	ENSMUST00000045682	9	-1	40293233	40455764	Gramd1b	protein_coding
ENSMUSG00000040111	ENSMUST00000216821	9	-1	40293236	40376421	Gramd1b	protein_coding
ENSMUSG00000040111	ENSMUST00000119373	9	-1	40293239	40531383	Gramd1b	protein_coding
ENSMUSG00000040111	ENSMUST00000165104	9	-1	40293245	40455670	Gramd1b	protein_coding
ENSMUSG00000040111	ENSMUST00000211853	9	-1	40297834	40401869	Gramd1b	protein_coding
ENSMUSG00000040111	ENSMUST00000118159	9	-1	40297876	40392152	Gramd1b	protein_coding
ENSMUSG00000094204	ENSMUST00000177787	9	1	40670613	40671014	Gm21915	protein_coding
ENSMUSG00000032024	ENSMUST00000034522	9	1	40686012	40785319	Clmp	protein_coding
ENSMUSG00000015656	ENSMUST00000015800	9	1	40800984	40805200	Hspa8	protein_coding
ENSMUSG00000015656	ENSMUST00000117557	9	1	40801302	40805200	Hspa8	protein_coding
ENSMUSG00000015656	ENSMUST00000133964	9	1	40801461	40802561	Hspa8	protein_coding
ENSMUSG00000054360	ENSMUST00000067375	9	1	40874127	40880057	Bsx	protein_coding
ENSMUSG00000032023	ENSMUST00000034521	9	-1	40894849	40964118	Jhy	protein_coding
ENSMUSG00000032023	ENSMUST00000160120	9	-1	40960886	40962333	Jhy	protein_coding
ENSMUSG00000032021	ENSMUST00000180872	9	-1	40969691	40984467	Crtam	protein_coding
ENSMUSG00000032021	ENSMUST00000188848	9	-1	40969691	41004586	Crtam	protein_coding
ENSMUSG00000032021	ENSMUST00000180384	9	-1	40969691	41004628	Crtam	protein_coding
ENSMUSG00000032021	ENSMUST00000034519	9	-1	40972798	41004586	Crtam	protein_coding
ENSMUSG00000032020	ENSMUST00000044155	9	-1	41011098	41158062	Ubash3b	protein_coding
ENSMUSG00000032020	ENSMUST00000151485	9	-1	41014721	41079506	Ubash3b	protein_coding
ENSMUSG00000032020	ENSMUST00000136530	9	-1	41050554	41157502	Ubash3b	protein_coding
ENSMUSG00000032020	ENSMUST00000129906	9	-1	41050612	41161688	Ubash3b	protein_coding
ENSMUSG00000049313	ENSMUST00000060989	9	-1	41964720	42124297	Sorl1	protein_coding
ENSMUSG00000032018	ENSMUST00000052725	9	-1	42251595	42264256	Sc5d	protein_coding
ENSMUSG00000032018	ENSMUST00000169609	9	-1	42254733	42264200	Sc5d	protein_coding
ENSMUSG00000032018	ENSMUST00000217513	9	-1	42255597	42264255	Sc5d	protein_coding
ENSMUSG00000037705	ENSMUST00000042190	9	-1	42329622	42399929	Tecta	protein_coding
ENSMUSG00000037705	ENSMUST00000160940	9	-1	42329695	42399727	Tecta	protein_coding
ENSMUSG00000037287	ENSMUST00000125995	9	-1	42412316	42457599	Tbcel	protein_coding
ENSMUSG00000037287	ENSMUST00000066148	9	-1	42412316	42472258	Tbcel	protein_coding
ENSMUSG00000037287	ENSMUST00000066179	9	-1	42413418	42461461	Tbcel	protein_coding
ENSMUSG00000037287	ENSMUST00000138506	9	-1	42415675	42472265	Tbcel	protein_coding
ENSMUSG00000037287	ENSMUST00000128959	9	-1	42415789	42472218	Tbcel	protein_coding
ENSMUSG00000037287	ENSMUST00000134374	9	-1	42449992	42507809	Tbcel	protein_coding
ENSMUSG00000032017	ENSMUST00000114865	9	-1	42518135	42944493	Grik4	protein_coding
ENSMUSG00000032017	ENSMUST00000034515	9	-1	42520412	42808699	Grik4	protein_coding
ENSMUSG00000059495	ENSMUST00000165665	9	-1	42963842	43105987	Arhgef12	protein_coding
ENSMUSG00000059495	ENSMUST00000072767	9	-1	42963843	43105486	Arhgef12	protein_coding
ENSMUSG00000048503	ENSMUST00000061833	9	-1	43108650	43116570	Tmem136	protein_coding
ENSMUSG00000048503	ENSMUST00000213544	9	-1	43109739	43116544	Tmem136	protein_coding
ENSMUSG00000048503	ENSMUST00000216126	9	-1	43111376	43116536	Tmem136	protein_coding
ENSMUSG00000032015	ENSMUST00000176636	9	-1	43123939	43205755	Pou2f3	protein_coding
ENSMUSG00000032015	ENSMUST00000034513	9	-1	43123939	43210369	Pou2f3	protein_coding
ENSMUSG00000032014	ENSMUST00000034512	9	-1	43221235	43239911	Oaf	protein_coding
ENSMUSG00000032014	ENSMUST00000213286	9	-1	43222467	43223974	Oaf	protein_coding
ENSMUSG00000032013	ENSMUST00000034511	9	1	43310848	43336115	Trim29	protein_coding
ENSMUSG00000032012	ENSMUST00000034510	9	1	43743984	43807461	Nectin1	protein_coding
ENSMUSG00000032012	ENSMUST00000216893	9	1	43794121	43805875	Nectin1	protein_coding
ENSMUSG00000032011	ENSMUST00000114840	9	1	44043384	44048579	Thy1	protein_coding
ENSMUSG00000032011	ENSMUST00000215156	9	1	44043780	44046945	Thy1	protein_coding
ENSMUSG00000032011	ENSMUST00000215809	9	1	44045672	44046951	Thy1	protein_coding
ENSMUSG00000032011	ENSMUST00000214627	9	1	44045944	44046928	Thy1	protein_coding
ENSMUSG00000111409	ENSMUST00000185479	9	-1	44066327	44113500	Gm49380	protein_coding
ENSMUSG00000032010	ENSMUST00000034508	9	1	44067021	44095627	Usp2	protein_coding
ENSMUSG00000032010	ENSMUST00000177054	9	1	44067078	44093929	Usp2	protein_coding
ENSMUSG00000032010	ENSMUST00000114830	9	1	44069443	44093993	Usp2	protein_coding
ENSMUSG00000032010	ENSMUST00000176671	9	1	44072204	44075930	Usp2	protein_coding
ENSMUSG00000032010	ENSMUST00000065461	9	1	44084939	44094477	Usp2	protein_coding
ENSMUSG00000032010	ENSMUST00000176416	9	1	44084950	44093926	Usp2	protein_coding
ENSMUSG00000034739	ENSMUST00000034654	9	1	44101729	44109187	Mfrp	protein_coding
ENSMUSG00000034739	ENSMUST00000206308	9	1	44101754	44109184	Mfrp	protein_coding
ENSMUSG00000034739	ENSMUST00000161381	9	1	44101770	44109184	Mfrp	protein_coding
ENSMUSG00000034739	ENSMUST00000206722	9	1	44105176	44106421	Mfrp	protein_coding
ENSMUSG00000079592	ENSMUST00000114816	9	1	44107245	44109187	C1qtnf5	protein_coding
ENSMUSG00000079592	ENSMUST00000114821	9	1	44107254	44109185	C1qtnf5	protein_coding
ENSMUSG00000079592	ENSMUST00000114818	9	1	44107274	44109184	C1qtnf5	protein_coding
ENSMUSG00000079592	ENSMUST00000152956	9	1	44107309	44108493	C1qtnf5	protein_coding
ENSMUSG00000079592	ENSMUST00000114815	9	1	44107314	44109184	C1qtnf5	protein_coding
ENSMUSG00000079592	ENSMUST00000206295	9	1	44107321	44107907	C1qtnf5	protein_coding
ENSMUSG00000079592	ENSMUST00000206769	9	1	44107375	44108772	C1qtnf5	protein_coding
ENSMUSG00000079592	ENSMUST00000205500	9	1	44107515	44108544	C1qtnf5	protein_coding
ENSMUSG00000053128	ENSMUST00000056328	9	-1	44110781	44113504	Rnf26	protein_coding
ENSMUSG00000053128	ENSMUST00000216511	9	-1	44110785	44113473	Rnf26	protein_coding
ENSMUSG00000053128	ENSMUST00000215685	9	-1	44110788	44113034	Rnf26	protein_coding
ENSMUSG00000032135	ENSMUST00000034650	9	1	44134562	44142727	Mcam	protein_coding
ENSMUSG00000032135	ENSMUST00000098852	9	1	44134658	44142724	Mcam	protein_coding
ENSMUSG00000032135	ENSMUST00000216002	9	1	44134661	44137069	Mcam	protein_coding
ENSMUSG00000032135	ENSMUST00000147836	9	1	44136544	44137272	Mcam	protein_coding
ENSMUSG00000034342	ENSMUST00000206720	9	-1	44142976	44234049	Cbl	protein_coding
ENSMUSG00000034342	ENSMUST00000206147	9	-1	44142977	44233989	Cbl	protein_coding
ENSMUSG00000034342	ENSMUST00000037644	9	-1	44149262	44233996	Cbl	protein_coding
ENSMUSG00000034342	ENSMUST00000205968	9	-1	44151423	44233984	Cbl	protein_coding
ENSMUSG00000034342	ENSMUST00000206258	9	-1	44153059	44154258	Cbl	protein_coding
ENSMUSG00000034342	ENSMUST00000206540	9	-1	44160280	44164129	Cbl	protein_coding
ENSMUSG00000034342	ENSMUST00000205755	9	-1	44173375	44233544	Cbl	protein_coding
ENSMUSG00000070306	ENSMUST00000092426	9	1	44240676	44247306	Ccdc153	protein_coding
ENSMUSG00000070306	ENSMUST00000217221	9	1	44240698	44245735	Ccdc153	protein_coding
ENSMUSG00000070306	ENSMUST00000213891	9	1	44240700	44247014	Ccdc153	protein_coding
ENSMUSG00000070306	ENSMUST00000217510	9	1	44240732	44245827	Ccdc153	protein_coding
ENSMUSG00000070306	ENSMUST00000216632	9	1	44240834	44246948	Ccdc153	protein_coding
ENSMUSG00000070306	ENSMUST00000215554	9	1	44241052	44246939	Ccdc153	protein_coding
ENSMUSG00000070306	ENSMUST00000215711	9	1	44241663	44246946	Ccdc153	protein_coding
ENSMUSG00000032105	ENSMUST00000034618	9	-1	44247307	44251471	Pdzd3	protein_coding
ENSMUSG00000032109	ENSMUST00000034621	9	-1	44252717	44268491	Nlrx1	protein_coding
ENSMUSG00000032109	ENSMUST00000169651	9	-1	44252718	44268128	Nlrx1	protein_coding
ENSMUSG00000032109	ENSMUST00000168499	9	-1	44252718	44268599	Nlrx1	protein_coding
ENSMUSG00000032109	ENSMUST00000217465	9	-1	44263960	44266531	Nlrx1	protein_coding
ENSMUSG00000032109	ENSMUST00000213803	9	-1	44264011	44268235	Nlrx1	protein_coding
ENSMUSG00000032131	ENSMUST00000034648	9	-1	44273188	44287544	Abcg4	protein_coding
ENSMUSG00000032131	ENSMUST00000161354	9	-1	44273188	44288615	Abcg4	protein_coding
ENSMUSG00000032131	ENSMUST00000161408	9	-1	44281846	44288357	Abcg4	protein_coding
ENSMUSG00000032131	ENSMUST00000160384	9	-1	44281909	44288138	Abcg4	protein_coding
ENSMUSG00000032119	ENSMUST00000216508	9	-1	44292440	44305671	Hinfp	protein_coding
ENSMUSG00000032119	ENSMUST00000034629	9	-1	44296494	44305646	Hinfp	protein_coding
ENSMUSG00000032119	ENSMUST00000214660	9	-1	44299677	44305646	Hinfp	protein_coding
ENSMUSG00000032120	ENSMUST00000065080	9	-1	44309237	44320285	C2cd2l	protein_coding
ENSMUSG00000032120	ENSMUST00000213160	9	-1	44310845	44314949	C2cd2l	protein_coding
ENSMUSG00000032120	ENSMUST00000214602	9	-1	44312971	44320252	C2cd2l	protein_coding
ENSMUSG00000032123	ENSMUST00000054708	9	1	44326845	44333900	Dpagt1	protein_coding
ENSMUSG00000049932	ENSMUST00000052686	9	1	44334694	44336077	H2afx	protein_coding
ENSMUSG00000032126	ENSMUST00000077353	9	-1	44336339	44344228	Hmbs	protein_coding
ENSMUSG00000032126	ENSMUST00000097558	9	-1	44336352	44342381	Hmbs	protein_coding
ENSMUSG00000032126	ENSMUST00000216658	9	-1	44336410	44337975	Hmbs	protein_coding
ENSMUSG00000032126	ENSMUST00000215091	9	-1	44341217	44342305	Hmbs	protein_coding
ENSMUSG00000032127	ENSMUST00000034644	9	-1	44347749	44361670	Vps11	protein_coding
ENSMUSG00000032127	ENSMUST00000214460	9	-1	44355770	44359637	Vps11	protein_coding
ENSMUSG00000032115	ENSMUST00000066601	9	1	44379490	44392369	Hyou1	protein_coding
ENSMUSG00000032115	ENSMUST00000161318	9	1	44379573	44392363	Hyou1	protein_coding
ENSMUSG00000032115	ENSMUST00000217019	9	1	44379584	44381555	Hyou1	protein_coding
ENSMUSG00000032115	ENSMUST00000160902	9	1	44379623	44391102	Hyou1	protein_coding
ENSMUSG00000032115	ENSMUST00000159473	9	1	44380529	44384148	Hyou1	protein_coding
ENSMUSG00000032114	ENSMUST00000215420	9	1	44396852	44402960	Slc37a4	protein_coding
ENSMUSG00000032114	ENSMUST00000215121	9	1	44397095	44399406	Slc37a4	protein_coding
ENSMUSG00000032114	ENSMUST00000213388	9	1	44397099	44402968	Slc37a4	protein_coding
ENSMUSG00000032114	ENSMUST00000165839	9	1	44398176	44402966	Slc37a4	protein_coding
ENSMUSG00000032114	ENSMUST00000215001	9	1	44398183	44399357	Slc37a4	protein_coding
ENSMUSG00000032114	ENSMUST00000213268	9	1	44398474	44402468	Slc37a4	protein_coding
ENSMUSG00000032112	ENSMUST00000034623	9	-1	44403759	44407600	Trappc4	protein_coding
ENSMUSG00000032112	ENSMUST00000217163	9	-1	44403761	44407332	Trappc4	protein_coding
ENSMUSG00000009927	ENSMUST00000080300	9	1	44407139	44410427	Rps25	protein_coding
ENSMUSG00000009927	ENSMUST00000216076	9	1	44407695	44410192	Rps25	protein_coding
ENSMUSG00000009927	ENSMUST00000216867	9	1	44407697	44410189	Rps25	protein_coding
ENSMUSG00000043923	ENSMUST00000053286	9	-1	44410159	44418569	Ccdc84	protein_coding
ENSMUSG00000043923	ENSMUST00000213813	9	-1	44411360	44418039	Ccdc84	protein_coding
ENSMUSG00000043923	ENSMUST00000217351	9	-1	44412904	44418037	Ccdc84	protein_coding
ENSMUSG00000043923	ENSMUST00000214748	9	-1	44412926	44417987	Ccdc84	protein_coding
ENSMUSG00000043923	ENSMUST00000217270	9	-1	44412973	44418021	Ccdc84	protein_coding
ENSMUSG00000043923	ENSMUST00000216572	9	-1	44413487	44418004	Ccdc84	protein_coding
ENSMUSG00000074397	ENSMUST00000098837	9	-1	44434200	44441136	Foxr1	protein_coding
ENSMUSG00000074397	ENSMUST00000215980	9	-1	44435555	44441015	Foxr1	protein_coding
ENSMUSG00000041523	ENSMUST00000047740	9	-1	44452715	44454976	Upk2	protein_coding
ENSMUSG00000063382	ENSMUST00000220303	9	1	44482825	44510422	Bcl9l	protein_coding
ENSMUSG00000063382	ENSMUST00000218183	9	1	44487247	44511896	Bcl9l	protein_coding
ENSMUSG00000063382	ENSMUST00000074989	9	1	44499136	44510423	Bcl9l	protein_coding
ENSMUSG00000063382	ENSMUST00000218913	9	1	44499272	44500988	Bcl9l	protein_coding
ENSMUSG00000047880	ENSMUST00000215293	9	-1	44511787	44561877	Cxcr5	protein_coding
ENSMUSG00000047880	ENSMUST00000062215	9	-1	44511788	44526421	Cxcr5	protein_coding
ENSMUSG00000047880	ENSMUST00000179828	9	-1	44511788	44556391	Cxcr5	protein_coding
ENSMUSG00000047880	ENSMUST00000215661	9	-1	44514205	44526582	Cxcr5	protein_coding
ENSMUSG00000032097	ENSMUST00000170489	9	1	44604892	44640731	Ddx6	protein_coding
ENSMUSG00000032097	ENSMUST00000217034	9	1	44604896	44640731	Ddx6	protein_coding
ENSMUSG00000032098	ENSMUST00000034609	9	1	44673233	44686305	Treh	protein_coding
ENSMUSG00000032098	ENSMUST00000071219	9	1	44673249	44686305	Treh	protein_coding
ENSMUSG00000048537	ENSMUST00000147495	9	-1	44686304	44728100	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000144251	9	-1	44686308	44713240	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000156918	9	-1	44686308	44713265	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000128326	9	-1	44686308	44715623	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000138356	9	-1	44686308	44728079	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000034611	9	-1	44686308	44735198	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000135436	9	-1	44686310	44701733	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000148344	9	-1	44686310	44716380	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000134465	9	-1	44686310	44728100	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000123310	9	-1	44697734	44704108	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000154723	9	-1	44698188	44710946	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000123406	9	-1	44716124	44721424	Phldb1	protein_coding
ENSMUSG00000048537	ENSMUST00000148929	9	-1	44716294	44721387	Phldb1	protein_coding
ENSMUSG00000032096	ENSMUST00000034607	9	-1	44741564	44767845	Arcn1	protein_coding
ENSMUSG00000002031	ENSMUST00000002099	9	1	44772910	44793447	Ift46	protein_coding
ENSMUSG00000002031	ENSMUST00000128150	9	1	44772960	44782137	Ift46	protein_coding
ENSMUSG00000002031	ENSMUST00000125877	9	1	44773100	44784049	Ift46	protein_coding
ENSMUSG00000002031	ENSMUST00000147559	9	1	44773263	44782129	Ift46	protein_coding
ENSMUSG00000002031	ENSMUST00000151905	9	1	44773700	44782198	Ift46	protein_coding
ENSMUSG00000002031	ENSMUST00000118186	9	1	44776377	44790895	Ift46	protein_coding
ENSMUSG00000002032	ENSMUST00000114705	9	-1	44793775	44799216	Tmem25	protein_coding
ENSMUSG00000002032	ENSMUST00000002100	9	-1	44793776	44799307	Tmem25	protein_coding
ENSMUSG00000002032	ENSMUST00000214833	9	-1	44796491	44799191	Tmem25	protein_coding
ENSMUSG00000002032	ENSMUST00000213972	9	-1	44798218	44799205	Tmem25	protein_coding
ENSMUSG00000002032	ENSMUST00000213363	9	-1	44798220	44799208	Tmem25	protein_coding
ENSMUSG00000002032	ENSMUST00000214431	9	-1	44798254	44799206	Tmem25	protein_coding
ENSMUSG00000039438	ENSMUST00000044694	9	-1	44799397	44803072	Ttc36	protein_coding
ENSMUSG00000002028	ENSMUST00000002095	9	-1	44803355	44881296	Kmt2a	protein_coding
ENSMUSG00000002028	ENSMUST00000114689	9	-1	44803355	44881296	Kmt2a	protein_coding
ENSMUSG00000002028	ENSMUST00000128768	9	-1	44841563	44881296	Kmt2a	protein_coding
ENSMUSG00000002028	ENSMUST00000215489	9	-1	44847432	44880866	Kmt2a	protein_coding
ENSMUSG00000038717	ENSMUST00000043675	9	-1	44913217	44920742	Atp5l	protein_coding
ENSMUSG00000059890	ENSMUST00000117506	9	-1	44923127	44965578	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000117549	9	-1	44925848	44965600	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000138559	9	-1	44946055	44965578	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000213193	9	-1	44950781	44965560	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000213890	9	-1	44950808	44965552	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000214761	9	-1	44952003	44965538	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000125642	9	-1	44952949	44965554	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000213666	9	-1	44953082	44965549	Ube4a	protein_coding
ENSMUSG00000002033	ENSMUST00000002101	9	-1	44969572	44980431	Cd3g	protein_coding
ENSMUSG00000002033	ENSMUST00000160886	9	-1	44973620	44980431	Cd3g	protein_coding
ENSMUSG00000032094	ENSMUST00000034602	9	1	44981786	44987339	Cd3d	protein_coding
ENSMUSG00000032094	ENSMUST00000214715	9	1	44985823	44986421	Cd3d	protein_coding
ENSMUSG00000032093	ENSMUST00000102832	9	-1	44998740	45009613	Cd3e	protein_coding
ENSMUSG00000032092	ENSMUST00000217097	9	1	45039799	45049739	Mpzl2	protein_coding
ENSMUSG00000032092	ENSMUST00000215292	9	1	45040177	45044302	Mpzl2	protein_coding
ENSMUSG00000032092	ENSMUST00000034600	9	1	45042425	45054015	Mpzl2	protein_coding
ENSMUSG00000070305	ENSMUST00000114664	9	1	45055186	45077436	Mpzl3	protein_coding
ENSMUSG00000048534	ENSMUST00000050020	9	1	45079183	45108534	Jaml	protein_coding
ENSMUSG00000048534	ENSMUST00000216426	9	1	45079230	45097804	Jaml	protein_coding
ENSMUSG00000048534	ENSMUST00000215880	9	1	45083946	45107890	Jaml	protein_coding
ENSMUSG00000048534	ENSMUST00000217074	9	1	45102794	45107692	Jaml	protein_coding
ENSMUSG00000070304	ENSMUST00000170998	9	1	45117782	45130070	Scn2b	protein_coding
ENSMUSG00000070304	ENSMUST00000093855	9	1	45117881	45130068	Scn2b	protein_coding
ENSMUSG00000046480	ENSMUST00000060125	9	1	45138395	45154152	Scn4b	protein_coding
ENSMUSG00000032091	ENSMUST00000034599	9	-1	45172726	45204092	Tmprss4	protein_coding
ENSMUSG00000091996	ENSMUST00000171799	9	1	45195766	45250020	BC049352	protein_coding
ENSMUSG00000032089	ENSMUST00000034594	9	-1	45253837	45269149	Il10ra	protein_coding
ENSMUSG00000032089	ENSMUST00000176222	9	-1	45254527	45269146	Il10ra	protein_coding
ENSMUSG00000037129	ENSMUST00000034597	9	1	45319100	45347581	Tmprss13	protein_coding
ENSMUSG00000066705	ENSMUST00000085939	9	1	45370185	45396155	Fxyd6	protein_coding
ENSMUSG00000066705	ENSMUST00000217381	9	1	45370185	45396159	Fxyd6	protein_coding
ENSMUSG00000059412	ENSMUST00000216289	9	1	45399709	45410055	Fxyd2	protein_coding
ENSMUSG00000059412	ENSMUST00000213850	9	1	45402123	45403317	Fxyd2	protein_coding
ENSMUSG00000059412	ENSMUST00000214257	9	1	45402656	45408144	Fxyd2	protein_coding
ENSMUSG00000059412	ENSMUST00000041005	9	1	45403138	45410278	Fxyd2	protein_coding
ENSMUSG00000032087	ENSMUST00000034592	9	1	45430291	45753712	Dscaml1	protein_coding
ENSMUSG00000043987	ENSMUST00000117194	9	-1	45766946	45828691	Cep164	protein_coding
ENSMUSG00000043987	ENSMUST00000216284	9	-1	45766958	45803256	Cep164	protein_coding
ENSMUSG00000043987	ENSMUST00000213154	9	-1	45768258	45823727	Cep164	protein_coding
ENSMUSG00000043987	ENSMUST00000132430	9	-1	45778410	45802667	Cep164	protein_coding
ENSMUSG00000043987	ENSMUST00000214868	9	-1	45818070	45828639	Cep164	protein_coding
ENSMUSG00000032086	ENSMUST00000078111	9	1	45838580	45862484	Bace1	protein_coding
ENSMUSG00000032086	ENSMUST00000034591	9	1	45838580	45864399	Bace1	protein_coding
ENSMUSG00000032086	ENSMUST00000162587	9	1	45854627	45860362	Bace1	protein_coding
ENSMUSG00000042790	ENSMUST00000161203	9	-1	45863425	45906869	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000058720	9	-1	45863509	45906877	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000161187	9	-1	45863691	45906407	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000160699	9	-1	45864834	45906911	Rnf214	protein_coding
ENSMUSG00000035382	ENSMUST00000039059	9	1	45906497	45929712	Pcsk7	protein_coding
ENSMUSG00000035382	ENSMUST00000216672	9	1	45906985	45929659	Pcsk7	protein_coding
ENSMUSG00000032085	ENSMUST00000034590	9	-1	45929619	45936058	Tagln	protein_coding
ENSMUSG00000032085	ENSMUST00000215509	9	-1	45931330	45935574	Tagln	protein_coding
ENSMUSG00000034908	ENSMUST00000038488	9	-1	45937857	45955258	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000114573	9	-1	45937875	45954977	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000159033	9	-1	45939305	45941408	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000160138	9	-1	45945203	45948255	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000162072	9	-1	45945291	45955181	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000162529	9	-1	45945353	45951831	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000161606	9	-1	45945669	45951772	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000161042	9	-1	45945741	45948307	Sidt2	protein_coding
ENSMUSG00000003131	ENSMUST00000172450	9	-1	45962859	45985051	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000214179	9	-1	45968684	45985394	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000215060	9	-1	45968785	45984824	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000213853	9	-1	45968938	45984827	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000215427	9	-1	45975076	45984337	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000217514	9	-1	45975104	46012690	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000217636	9	-1	45975133	45984783	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000216334	9	-1	45978656	45984827	Pafah1b2	protein_coding
ENSMUSG00000034135	ENSMUST00000126865	9	1	46012820	46224194	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000120463	9	1	46012864	46222275	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000120247	9	1	46013000	46221234	Sik3	protein_coding
