ENSG00000215405	ENST00000427390	15	-1	20737094	20747114	GOLGA6L6	protein_coding
ENSG00000171877	ENST00000484674	15	-1	44165473	44486644	FRMD5	protein_coding
ENSG00000171877	ENST00000558108	15	-1	44165731	44211700	FRMD5	protein_coding
ENSG00000166734	ENST00000559222	15	1	44580927	44630079	CASC4	protein_coding
ENSG00000166734	ENST00000299957	15	1	44580929	44707956	CASC4	protein_coding
ENSG00000166734	ENST00000345795	15	1	44580958	44707955	CASC4	protein_coding
ENSG00000166734	ENST00000360824	15	1	44580958	44707955	CASC4	protein_coding
ENSG00000166734	ENST00000558847	15	1	44629962	44705741	CASC4	protein_coding
ENSG00000166734	ENST00000561305	15	1	44695249	44706959	CASC4	protein_coding
ENSG00000137770	ENST00000260327	15	1	44719432	44821236	CTDSPL2	protein_coding
ENSG00000137770	ENST00000396780	15	1	44719579	44819430	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558791	15	1	44719820	44783002	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558966	15	1	44719991	44816741	CTDSPL2	protein_coding
ENSG00000137770	ENST00000559793	15	1	44720006	44778776	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558968	15	1	44720012	44776512	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558373	15	1	44751201	44819430	CTDSPL2	protein_coding
ENSG00000104131	ENST00000261868	15	1	44829255	44855001	EIF3J	protein_coding
ENSG00000104131	ENST00000424492	15	1	44829323	44854197	EIF3J	protein_coding
ENSG00000104131	ENST00000535391	15	1	44829381	44853645	EIF3J	protein_coding
ENSG00000104131	ENST00000536248	15	1	44846822	44852773	EIF3J	protein_coding
ENSG00000104133	ENST00000261866	15	-1	44854894	44955862	SPG11	protein_coding
ENSG00000104133	ENST00000559511	15	-1	44854895	44876725	SPG11	protein_coding
ENSG00000104133	ENST00000535302	15	-1	44855052	44955873	SPG11	protein_coding
ENSG00000104133	ENST00000427534	15	-1	44855319	44955845	SPG11	protein_coding
ENSG00000104133	ENST00000558138	15	-1	44856837	44865022	SPG11	protein_coding
ENSG00000104133	ENST00000558319	15	-1	44865555	44955876	SPG11	protein_coding
ENSG00000104133	ENST00000558988	15	-1	44892458	44903055	SPG11	protein_coding
ENSG00000104133	ENST00000559754	15	-1	44892762	44903057	SPG11	protein_coding
ENSG00000104133	ENST00000559193	15	-1	44914674	44955856	SPG11	protein_coding
ENSG00000229474	ENST00000560775	15	-1	44957930	44968748	PATL2	protein_coding
ENSG00000229474	ENST00000434130	15	-1	44957931	44969086	PATL2	protein_coding
ENSG00000229474	ENST00000558809	15	-1	44957933	44960683	PATL2	protein_coding
ENSG00000229474	ENST00000560780	15	-1	44957933	44969086	PATL2	protein_coding
ENSG00000229474	ENST00000560110	15	-1	44964316	44969022	PATL2	protein_coding
ENSG00000166710	ENST00000558401	15	1	45003675	45011075	B2M	protein_coding
ENSG00000166710	ENST00000559916	15	1	45003711	45009227	B2M	protein_coding
ENSG00000166710	ENST00000544417	15	1	45003715	45008550	B2M	protein_coding
ENSG00000185880	ENST00000559390	15	1	45021186	45060025	TRIM69	protein_coding
ENSG00000185880	ENST00000329464	15	1	45028560	45060025	TRIM69	protein_coding
ENSG00000185880	ENST00000558329	15	1	45028728	45060023	TRIM69	protein_coding
ENSG00000185880	ENST00000560442	15	1	45028728	45060023	TRIM69	protein_coding
ENSG00000185880	ENST00000561043	15	1	45028733	45060025	TRIM69	protein_coding
ENSG00000185880	ENST00000338264	15	1	45028764	45060027	TRIM69	protein_coding
ENSG00000185880	ENST00000558173	15	1	45045116	45060025	TRIM69	protein_coding
ENSG00000185880	ENST00000561170	15	1	45050972	45059641	TRIM69	protein_coding
ENSG00000167014	ENST00000340827	15	1	45248900	45271427	C15orf43	protein_coding
ENSG00000140263	ENST00000267814	15	1	45315302	45369383	SORD	protein_coding
ENSG00000140263	ENST00000558580	15	1	45328434	45366006	SORD	protein_coding
ENSG00000140279	ENST00000389039	15	-1	45384848	45406542	DUOX2	protein_coding
ENSG00000140279	ENST00000603300	15	-1	45384853	45406359	DUOX2	protein_coding
ENSG00000140274	ENST00000323030	15	1	45406519	45410619	DUOXA2	protein_coding
ENSG00000140254	ENST00000267803	15	-1	45409569	45422057	DUOXA1	protein_coding
ENSG00000140254	ENST00000559014	15	-1	45409572	45422059	DUOXA1	protein_coding
ENSG00000140254	ENST00000558996	15	-1	45409572	45422075	DUOXA1	protein_coding
ENSG00000140254	ENST00000430224	15	-1	45409713	45415212	DUOXA1	protein_coding
ENSG00000140254	ENST00000558422	15	-1	45410919	45422075	DUOXA1	protein_coding
ENSG00000140254	ENST00000560572	15	-1	45411298	45415218	DUOXA1	protein_coding
ENSG00000140254	ENST00000558326	15	-1	45412977	45422077	DUOXA1	protein_coding
ENSG00000140254	ENST00000559988	15	-1	45412980	45422068	DUOXA1	protein_coding
ENSG00000140254	ENST00000559226	15	-1	45412994	45422075	DUOXA1	protein_coding
ENSG00000140254	ENST00000558377	15	-1	45413407	45422107	DUOXA1	protein_coding
ENSG00000140254	ENST00000559644	15	-1	45415166	45422136	DUOXA1	protein_coding
ENSG00000140254	ENST00000558851	15	-1	45415175	45422059	DUOXA1	protein_coding
ENSG00000137857	ENST00000321429	15	1	45422131	45457774	DUOX1	protein_coding
ENSG00000137857	ENST00000389037	15	1	45422192	45457772	DUOX1	protein_coding
ENSG00000137857	ENST00000558322	15	1	45422216	45426132	DUOX1	protein_coding
ENSG00000137857	ENST00000561166	15	1	45431016	45457771	DUOX1	protein_coding
ENSG00000138606	ENST00000560540	15	-1	45459412	45480154	SHF	protein_coding
ENSG00000138606	ENST00000290894	15	-1	45459412	45493373	SHF	protein_coding
ENSG00000138606	ENST00000318390	15	-1	45459428	45493069	SHF	protein_coding
ENSG00000138606	ENST00000560734	15	-1	45459449	45480150	SHF	protein_coding
ENSG00000138606	ENST00000458022	15	-1	45459911	45473405	SHF	protein_coding
ENSG00000138606	ENST00000558294	15	-1	45460032	45467524	SHF	protein_coding
ENSG00000138606	ENST00000561239	15	-1	45462406	45465856	SHF	protein_coding
ENSG00000138606	ENST00000560471	15	-1	45462864	45480153	SHF	protein_coding
ENSG00000138606	ENST00000559566	15	-1	45463792	45470458	SHF	protein_coding
ENSG00000138606	ENST00000558685	15	-1	45464044	45467467	SHF	protein_coding
ENSG00000138606	ENST00000561278	15	-1	45467578	45493314	SHF	protein_coding
ENSG00000137860	ENST00000347644	15	1	45544428	45568133	SLC28A2	protein_coding
ENSG00000137860	ENST00000560438	15	1	45544432	45556881	SLC28A2	protein_coding
ENSG00000171766	ENST00000396659	15	-1	45653322	45670991	GATM	protein_coding
ENSG00000171766	ENST00000558336	15	-1	45655829	45670745	GATM	protein_coding
ENSG00000171766	ENST00000558163	15	-1	45658660	45670717	GATM	protein_coding
ENSG00000171766	ENST00000558537	15	-1	45661525	45670273	GATM	protein_coding
ENSG00000171766	ENST00000561148	15	-1	45661527	45694416	GATM	protein_coding
ENSG00000171766	ENST00000559885	15	-1	45661576	45669233	GATM	protein_coding
ENSG00000171763	ENST00000305560	15	1	45694529	45713617	SPATA5L1	protein_coding
ENSG00000171763	ENST00000559860	15	1	45694568	45708103	SPATA5L1	protein_coding
ENSG00000171763	ENST00000531624	15	1	45702571	45713576	SPATA5L1	protein_coding
ENSG00000166920	ENST00000396650	15	1	45722727	45725540	C15orf48	protein_coding
ENSG00000166920	ENST00000558435	15	1	45722777	45740959	C15orf48	protein_coding
ENSG00000166920	ENST00000344300	15	1	45722805	45725647	C15orf48	protein_coding
ENSG00000104154	ENST00000261867	15	-1	45771809	45815005	SLC30A4	protein_coding
ENSG00000104164	ENST00000220531	15	1	45879321	45901909	BLOC1S6	protein_coding
ENSG00000104164	ENST00000567461	15	1	45879434	45899179	BLOC1S6	protein_coding
ENSG00000260170	ENST00000564080	15	1	45879549	45968512	RP11-96O20.4	protein_coding
ENSG00000104164	ENST00000562384	15	1	45879550	45898725	BLOC1S6	protein_coding
ENSG00000104164	ENST00000569076	15	1	45879551	45898684	BLOC1S6	protein_coding
ENSG00000104164	ENST00000566753	15	1	45879553	45891760	BLOC1S6	protein_coding
ENSG00000104164	ENST00000565216	15	1	45879622	45898869	BLOC1S6	protein_coding
ENSG00000104164	ENST00000566801	15	1	45879788	45897668	BLOC1S6	protein_coding
ENSG00000104164	ENST00000568816	15	1	45879789	45901908	BLOC1S6	protein_coding
ENSG00000104164	ENST00000565323	15	1	45879815	45898783	BLOC1S6	protein_coding
ENSG00000104164	ENST00000565409	15	1	45879983	45898799	BLOC1S6	protein_coding
ENSG00000104164	ENST00000564765	15	1	45880023	45899016	BLOC1S6	protein_coding
ENSG00000137767	ENST00000568606	15	1	45923346	45983478	SQRDL	protein_coding
ENSG00000137767	ENST00000565227	15	1	45923776	45951340	SQRDL	protein_coding
ENSG00000137767	ENST00000563296	15	1	45923782	45951235	SQRDL	protein_coding
ENSG00000137767	ENST00000561735	15	1	45926919	45962142	SQRDL	protein_coding
ENSG00000137767	ENST00000260324	15	1	45926938	45983492	SQRDL	protein_coding
ENSG00000137767	ENST00000561493	15	1	45938079	45962144	SQRDL	protein_coding
ENSG00000137767	ENST00000566934	15	1	45951279	45966215	SQRDL	protein_coding
ENSG00000137767	ENST00000565997	15	1	45974738	45981612	SQRDL	protein_coding
ENSG00000259752	ENST00000557832	15	-1	47425693	47426320	FKSG62	protein_coding
ENSG00000137872	ENST00000558014	15	1	47476298	48066418	SEMA6D	protein_coding
ENSG00000137872	ENST00000559184	15	1	47477860	48052061	SEMA6D	protein_coding
ENSG00000137872	ENST00000560636	15	1	47631264	48051999	SEMA6D	protein_coding
ENSG00000137872	ENST00000537942	15	1	47704587	48066417	SEMA6D	protein_coding
ENSG00000137872	ENST00000561133	15	1	48009195	48053625	SEMA6D	protein_coding
ENSG00000137872	ENST00000536845	15	1	48009560	48064130	SEMA6D	protein_coding
ENSG00000137872	ENST00000558816	15	1	48009654	48065079	SEMA6D	protein_coding
ENSG00000137872	ENST00000389425	15	1	48010658	48057677	SEMA6D	protein_coding
ENSG00000137872	ENST00000355997	15	1	48010686	48066417	SEMA6D	protein_coding
ENSG00000137872	ENST00000389432	15	1	48010686	48066417	SEMA6D	protein_coding
ENSG00000137872	ENST00000389433	15	1	48010686	48066417	SEMA6D	protein_coding
ENSG00000137872	ENST00000316364	15	1	48010686	48066420	SEMA6D	protein_coding
ENSG00000137872	ENST00000354744	15	1	48010686	48066420	SEMA6D	protein_coding
ENSG00000137872	ENST00000358066	15	1	48010686	48066420	SEMA6D	protein_coding
ENSG00000137872	ENST00000389428	15	1	48010686	48066420	SEMA6D	protein_coding
ENSG00000137872	ENST00000559196	15	1	48051920	48054516	SEMA6D	protein_coding
ENSG00000137872	ENST00000559064	15	1	48058774	48059712	SEMA6D	protein_coding
ENSG00000137872	ENST00000560006	15	1	48058777	48062962	SEMA6D	protein_coding
ENSG00000188467	ENST00000341459	15	1	48413169	48434869	SLC24A5	protein_coding
ENSG00000188467	ENST00000482911	15	1	48413201	48416875	SLC24A5	protein_coding
ENSG00000188467	ENST00000449382	15	1	48413221	48434592	SLC24A5	protein_coding
ENSG00000104177	ENST00000324324	15	-1	48431625	48470714	MYEF2	protein_coding
ENSG00000104177	ENST00000267836	15	-1	48433994	48470550	MYEF2	protein_coding
ENSG00000104177	ENST00000560172	15	-1	48433995	48441523	MYEF2	protein_coding
ENSG00000104177	ENST00000558395	15	-1	48435258	48451867	MYEF2	protein_coding
ENSG00000233932	ENST00000417307	15	1	48483736	48495953	CTXN2	protein_coding
ENSG00000074803	ENST00000559641	15	1	48483962	48577324	SLC12A1	protein_coding
ENSG00000233932	ENST00000541248	15	1	48484388	48493877	CTXN2	protein_coding
ENSG00000074803	ENST00000380993	15	1	48498498	48596273	SLC12A1	protein_coding
ENSG00000074803	ENST00000396577	15	1	48498499	48596275	SLC12A1	protein_coding
ENSG00000074803	ENST00000330289	15	1	48499731	48529546	SLC12A1	protein_coding
ENSG00000074803	ENST00000558405	15	1	48499903	48595194	SLC12A1	protein_coding
ENSG00000074803	ENST00000561031	15	1	48499917	48513642	SLC12A1	protein_coding
ENSG00000074803	ENST00000558805	15	1	48524922	48527541	SLC12A1	protein_coding
ENSG00000128951	ENST00000559935	15	1	48623208	48633692	DUT	protein_coding
ENSG00000128951	ENST00000559416	15	1	48623292	48634334	DUT	protein_coding
ENSG00000128951	ENST00000558813	15	1	48623602	48634490	DUT	protein_coding
ENSG00000128951	ENST00000331200	15	1	48623620	48635570	DUT	protein_coding
ENSG00000128951	ENST00000558472	15	1	48623653	48634249	DUT	protein_coding
ENSG00000128951	ENST00000455976	15	1	48624300	48635566	DUT	protein_coding
ENSG00000128951	ENST00000559540	15	1	48624407	48634592	DUT	protein_coding
ENSG00000128951	ENST00000558367	15	1	48624603	48634230	DUT	protein_coding
ENSG00000166147	ENST00000316623	15	-1	48700503	48938046	FBN1	protein_coding
ENSG00000166147	ENST00000560355	15	-1	48933186	48937918	FBN1	protein_coding
ENSG00000103995	ENST00000380950	15	-1	49030132	49103338	CEP152	protein_coding
ENSG00000103995	ENST00000399334	15	-1	49030348	49103184	CEP152	protein_coding
ENSG00000103995	ENST00000325747	15	-1	49032703	49103227	CEP152	protein_coding
ENSG00000103995	ENST00000558591	15	-1	49089914	49102791	CEP152	protein_coding
ENSG00000185634	ENST00000332408	15	-1	49115932	49255641	SHC4	protein_coding
ENSG00000185634	ENST00000396535	15	-1	49117364	49169686	SHC4	protein_coding
ENSG00000185634	ENST00000537958	15	-1	49117976	49170251	SHC4	protein_coding
ENSG00000185634	ENST00000558220	15	-1	49148150	49170247	SHC4	protein_coding
ENSG00000255302	ENST00000530028	15	1	49170083	49172380	EID1	protein_coding
ENSG00000255302	ENST00000560490	15	1	49170333	49170982	EID1	protein_coding
ENSG00000138593	ENST00000561428	15	-1	49280673	49288686	SECISBP2L	protein_coding
ENSG00000138593	ENST00000559471	15	-1	49280835	49338760	SECISBP2L	protein_coding
ENSG00000138593	ENST00000261847	15	-1	49280967	49338630	SECISBP2L	protein_coding
ENSG00000138593	ENST00000380927	15	-1	49288581	49338643	SECISBP2L	protein_coding
ENSG00000138593	ENST00000559424	15	-1	49309144	49338644	SECISBP2L	protein_coding
ENSG00000166200	ENST00000388901	15	-1	49417492	49447849	COPS2	protein_coding
ENSG00000166200	ENST00000299259	15	-1	49419547	49447858	COPS2	protein_coding
ENSG00000166200	ENST00000542928	15	-1	49419733	49447801	COPS2	protein_coding
ENSG00000166200	ENST00000558843	15	-1	49426230	49447787	COPS2	protein_coding
ENSG00000166200	ENST00000561248	15	-1	49426280	49447801	COPS2	protein_coding
ENSG00000156958	ENST00000327171	15	1	49447962	49622002	GALK2	protein_coding
ENSG00000156958	ENST00000560654	15	1	49447968	49531527	GALK2	protein_coding
ENSG00000156958	ENST00000560031	15	1	49462213	49620715	GALK2	protein_coding
ENSG00000156958	ENST00000396509	15	1	49462401	49620711	GALK2	protein_coding
ENSG00000156958	ENST00000558145	15	1	49462457	49528094	GALK2	protein_coding
ENSG00000156958	ENST00000543495	15	1	49462457	49620726	GALK2	protein_coding
ENSG00000156958	ENST00000544523	15	1	49462479	49620758	GALK2	protein_coding
ENSG00000156958	ENST00000560138	15	1	49462480	49584619	GALK2	protein_coding
ENSG00000156958	ENST00000559454	15	1	49462675	49620700	GALK2	protein_coding
ENSG00000156958	ENST00000558399	15	1	49575903	49660066	GALK2	protein_coding
ENSG00000156958	ENST00000559580	15	1	49584668	49659894	GALK2	protein_coding
ENSG00000156958	ENST00000560528	15	1	49611879	49621179	GALK2	protein_coding
ENSG00000166262	ENST00000559573	15	-1	49619159	49688639	FAM227B	protein_coding
ENSG00000166262	ENST00000299338	15	-1	49620588	49913128	FAM227B	protein_coding
ENSG00000166262	ENST00000561064	15	-1	49714597	49913126	FAM227B	protein_coding
ENSG00000140285	ENST00000267843	15	1	49715293	49780972	FGF7	protein_coding
ENSG00000140285	ENST00000560270	15	1	49715434	49717712	FGF7	protein_coding
ENSG00000140285	ENST00000560979	15	1	49715457	49776657	FGF7	protein_coding
ENSG00000166262	ENST00000558579	15	-1	49868333	49882140	FAM227B	protein_coding
ENSG00000166262	ENST00000558594	15	-1	49868691	49913015	FAM227B	protein_coding
ENSG00000166262	ENST00000559905	15	-1	49868938	49912944	FAM227B	protein_coding
ENSG00000166262	ENST00000560246	15	-1	49868958	49913006	FAM227B	protein_coding
ENSG00000104047	ENST00000403028	15	1	49913177	49936246	DTWD1	protein_coding
ENSG00000104047	ENST00000329873	15	1	49913226	49919006	DTWD1	protein_coding
ENSG00000104047	ENST00000558653	15	1	49913262	49935807	DTWD1	protein_coding
ENSG00000104047	ENST00000559164	15	1	49913277	49926811	DTWD1	protein_coding
ENSG00000104047	ENST00000560632	15	1	49913279	49926792	DTWD1	protein_coding
ENSG00000104047	ENST00000559405	15	1	49913282	49924374	DTWD1	protein_coding
ENSG00000104047	ENST00000251250	15	1	49913296	49937333	DTWD1	protein_coding
ENSG00000104047	ENST00000415425	15	1	49924219	49937333	DTWD1	protein_coding
ENSG00000104043	ENST00000558498	15	-1	50150435	50168892	ATP8B4	protein_coding
ENSG00000104043	ENST00000284509	15	-1	50150435	50411419	ATP8B4	protein_coding
ENSG00000104043	ENST00000559829	15	-1	50151197	50406701	ATP8B4	protein_coding
ENSG00000104043	ENST00000560479	15	-1	50151199	50200290	ATP8B4	protein_coding
ENSG00000104043	ENST00000558024	15	-1	50301469	50339584	ATP8B4	protein_coding
ENSG00000104043	ENST00000558829	15	-1	50339589	50475014	ATP8B4	protein_coding
ENSG00000140284	ENST00000267842	15	1	50474393	50528592	SLC27A2	protein_coding
ENSG00000140284	ENST00000380902	15	1	50474430	50528575	SLC27A2	protein_coding
ENSG00000140284	ENST00000544960	15	1	50483198	50528581	SLC27A2	protein_coding
ENSG00000140287	ENST00000267845	15	-1	50534144	50558223	HDC	protein_coding
ENSG00000140287	ENST00000543581	15	-1	50534210	50557863	HDC	protein_coding
ENSG00000140287	ENST00000559683	15	-1	50546749	50555626	HDC	protein_coding
ENSG00000104064	ENST00000380877	15	-1	50569389	50647605	GABPB1	protein_coding
ENSG00000104064	ENST00000220429	15	-1	50569460	50647350	GABPB1	protein_coding
ENSG00000104064	ENST00000543881	15	-1	50570599	50647321	GABPB1	protein_coding
ENSG00000104064	ENST00000561010	15	-1	50570739	50593512	GABPB1	protein_coding
ENSG00000104064	ENST00000429662	15	-1	50578077	50647350	GABPB1	protein_coding
ENSG00000104064	ENST00000396464	15	-1	50578077	50647395	GABPB1	protein_coding
ENSG00000104064	ENST00000359031	15	-1	50578079	50647605	GABPB1	protein_coding
ENSG00000104064	ENST00000560825	15	-1	50578091	50647399	GABPB1	protein_coding
ENSG00000104064	ENST00000558335	15	-1	50596170	50619526	GABPB1	protein_coding
ENSG00000104064	ENST00000558970	15	-1	50596171	50647388	GABPB1	protein_coding
ENSG00000138592	ENST00000560297	15	1	50716577	50741637	USP8	protein_coding
ENSG00000138592	ENST00000307179	15	1	50716579	50791973	USP8	protein_coding
ENSG00000138592	ENST00000433963	15	1	50716579	50793276	USP8	protein_coding
ENSG00000138592	ENST00000396444	15	1	50716579	50793280	USP8	protein_coding
ENSG00000138592	ENST00000425032	15	1	50716584	50791612	USP8	protein_coding
ENSG00000138592	ENST00000560982	15	1	50716645	50733660	USP8	protein_coding
ENSG00000138592	ENST00000558091	15	1	50719091	50751267	USP8	protein_coding
ENSG00000170236	ENST00000532404	15	-1	50792759	50838896	USP50	protein_coding
ENSG00000092439	ENST00000561267	15	-1	50844670	50867205	TRPM7	protein_coding
ENSG00000092439	ENST00000560955	15	-1	50852490	50978968	TRPM7	protein_coding
ENSG00000092439	ENST00000313478	15	-1	50852492	50979012	TRPM7	protein_coding
ENSG00000092439	ENST00000560638	15	-1	50896144	50916413	TRPM7	protein_coding
ENSG00000138600	ENST00000261854	15	-1	50999506	51058005	SPPL2A	protein_coding
ENSG00000138600	ENST00000558934	15	-1	50999645	51039728	SPPL2A	protein_coding
ENSG00000138600	ENST00000558414	15	-1	51039701	51056758	SPPL2A	protein_coding
ENSG00000081014	ENST00000261842	15	1	51200870	51298097	AP4E1	protein_coding
ENSG00000081014	ENST00000560508	15	1	51200992	51298091	AP4E1	protein_coding
ENSG00000183578	ENST00000327536	15	-1	51348795	51397473	TNFAIP8L3	protein_coding
ENSG00000137869	ENST00000396402	15	-1	51500254	51630807	CYP19A1	protein_coding
ENSG00000137869	ENST00000260433	15	-1	51500255	51616121	CYP19A1	protein_coding
ENSG00000137869	ENST00000396404	15	-1	51502378	51630793	CYP19A1	protein_coding
ENSG00000137869	ENST00000559878	15	-1	51502711	51535261	CYP19A1	protein_coding
ENSG00000137869	ENST00000559653	15	-1	51504456	51507421	CYP19A1	protein_coding
ENSG00000137869	ENST00000561075	15	-1	51507379	51630793	CYP19A1	protein_coding
ENSG00000137869	ENST00000558328	15	-1	51507908	51630777	CYP19A1	protein_coding
ENSG00000137869	ENST00000453807	15	-1	51510755	51630798	CYP19A1	protein_coding
ENSG00000137869	ENST00000405913	15	-1	51513576	51535208	CYP19A1	protein_coding
ENSG00000137869	ENST00000557858	15	-1	51514461	51630772	CYP19A1	protein_coding
ENSG00000137869	ENST00000559980	15	-1	51514658	51630795	CYP19A1	protein_coding
ENSG00000137869	ENST00000405011	15	-1	51514676	51630794	CYP19A1	protein_coding
ENSG00000137869	ENST00000559646	15	-1	51514680	51610689	CYP19A1	protein_coding
ENSG00000186417	ENST00000335449	15	1	51633826	51700210	GLDN	protein_coding
ENSG00000186417	ENST00000396399	15	1	51669455	51700202	GLDN	protein_coding
ENSG00000186417	ENST00000558426	15	1	51669549	51692408	GLDN	protein_coding
ENSG00000104093	ENST00000251076	15	-1	51739908	51915030	DMXL2	protein_coding
ENSG00000104093	ENST00000560891	15	-1	51739973	51773676	DMXL2	protein_coding
ENSG00000104093	ENST00000543779	15	-1	51739985	51914832	DMXL2	protein_coding
ENSG00000104093	ENST00000449909	15	-1	51741009	51914832	DMXL2	protein_coding
ENSG00000104093	ENST00000559059	15	-1	51742392	51747410	DMXL2	protein_coding
ENSG00000104112	ENST00000220478	15	1	51973550	52013223	SCG3	protein_coding
ENSG00000104112	ENST00000542355	15	1	51973689	52012268	SCG3	protein_coding
ENSG00000104112	ENST00000558709	15	1	51973729	51984533	SCG3	protein_coding
ENSG00000140280	ENST00000267838	15	-1	52015208	52030334	LYSMD2	protein_coding
ENSG00000140280	ENST00000454181	15	-1	52015266	52043782	LYSMD2	protein_coding
ENSG00000140280	ENST00000560491	15	-1	52015435	52030318	LYSMD2	protein_coding
ENSG00000140280	ENST00000558126	15	-1	52015441	52043634	LYSMD2	protein_coding
ENSG00000128872	ENST00000249700	15	1	52043758	52108565	TMOD2	protein_coding
ENSG00000128872	ENST00000539962	15	1	52043794	52102328	TMOD2	protein_coding
ENSG00000128872	ENST00000435126	15	1	52043864	52101078	TMOD2	protein_coding
ENSG00000138594	ENST00000558455	15	1	52121825	52155180	TMOD3	protein_coding
ENSG00000138594	ENST00000308580	15	1	52121827	52204335	TMOD3	protein_coding
ENSG00000138594	ENST00000544199	15	1	52155035	52202186	TMOD3	protein_coding
ENSG00000166477	ENST00000299601	15	-1	52230222	52264003	LEO1	protein_coding
ENSG00000166477	ENST00000315141	15	-1	52230224	52263973	LEO1	protein_coding
ENSG00000069956	ENST00000261845	15	1	52311398	52358462	MAPK6	protein_coding
ENSG00000137875	ENST00000260442	15	-1	52401460	52404972	BCL2L10	protein_coding
ENSG00000137875	ENST00000561198	15	-1	52401947	52404965	BCL2L10	protein_coding
ENSG00000069966	ENST00000261837	15	-1	52413117	52483566	GNB5	protein_coding
ENSG00000069966	ENST00000396335	15	-1	52413136	52472084	GNB5	protein_coding
ENSG00000069966	ENST00000358784	15	-1	52414403	52472198	GNB5	protein_coding
ENSG00000069966	ENST00000560116	15	-1	52441475	52472097	GNB5	protein_coding
ENSG00000128833	ENST00000261839	15	-1	52484519	52587995	MYO5C	protein_coding
ENSG00000128833	ENST00000443683	15	-1	52521427	52587966	MYO5C	protein_coding
ENSG00000128833	ENST00000558479	15	-1	52564886	52587970	MYO5C	protein_coding
ENSG00000197535	ENST00000399231	15	-1	52599480	52821247	MYO5A	protein_coding
ENSG00000197535	ENST00000356338	15	-1	52599483	52821077	MYO5A	protein_coding
ENSG00000197535	ENST00000358212	15	-1	52599485	52727867	MYO5A	protein_coding
ENSG00000197535	ENST00000399233	15	-1	52599485	52821247	MYO5A	protein_coding
ENSG00000197535	ENST00000553916	15	-1	52605501	52821038	MYO5A	protein_coding
ENSG00000197535	ENST00000399229	15	-1	52605893	52643579	MYO5A	protein_coding
ENSG00000197535	ENST00000399228	15	-1	52630007	52643678	MYO5A	protein_coding
ENSG00000197535	ENST00000568914	15	-1	52630007	52643678	MYO5A	protein_coding
ENSG00000128989	ENST00000566423	15	-1	52839242	52861436	ARPP19	protein_coding
ENSG00000128989	ENST00000249822	15	-1	52839441	52861361	ARPP19	protein_coding
ENSG00000128989	ENST00000561650	15	-1	52841724	52861029	ARPP19	protein_coding
ENSG00000128989	ENST00000568196	15	-1	52843458	52849941	ARPP19	protein_coding
ENSG00000128989	ENST00000563277	15	-1	52843564	52861406	ARPP19	protein_coding
ENSG00000128989	ENST00000567669	15	-1	52843791	52861364	ARPP19	protein_coding
ENSG00000128989	ENST00000569723	15	-1	52843846	52861351	ARPP19	protein_coding
ENSG00000128989	ENST00000569281	15	-1	52843869	52861364	ARPP19	protein_coding
ENSG00000128989	ENST00000564163	15	-1	52843932	52861212	ARPP19	protein_coding
ENSG00000128989	ENST00000563566	15	-1	52843966	52861364	ARPP19	protein_coding
ENSG00000128989	ENST00000561971	15	-1	52844006	52862080	ARPP19	protein_coding
ENSG00000128989	ENST00000567830	15	-1	52844206	52861364	ARPP19	protein_coding
ENSG00000047346	ENST00000261844	15	-1	52873518	52970820	FAM214A	protein_coding
ENSG00000047346	ENST00000546305	15	-1	52874050	52944247	FAM214A	protein_coding
ENSG00000047346	ENST00000568637	15	-1	52874385	52893361	FAM214A	protein_coding
ENSG00000047346	ENST00000399202	15	-1	52876940	52970953	FAM214A	protein_coding
ENSG00000047346	ENST00000562135	15	-1	52903430	52970953	FAM214A	protein_coding
ENSG00000047346	ENST00000566768	15	-1	52903798	52971569	FAM214A	protein_coding
ENSG00000047346	ENST00000561490	15	-1	52903822	53002014	FAM214A	protein_coding
ENSG00000047346	ENST00000561543	15	-1	52903891	52971569	FAM214A	protein_coding
ENSG00000047346	ENST00000568863	15	-1	52903908	52970418	FAM214A	protein_coding
ENSG00000169856	ENST00000560699	15	-1	53049637	53073380	ONECUT1	protein_coding
ENSG00000169856	ENST00000305901	15	-1	53049638	53082209	ONECUT1	protein_coding
ENSG00000166415	ENST00000396328	15	-1	53805938	54055075	WDR72	protein_coding
ENSG00000166415	ENST00000557913	15	-1	53807356	54051831	WDR72	protein_coding
ENSG00000166415	ENST00000360509	15	-1	53807360	54051859	WDR72	protein_coding
ENSG00000166415	ENST00000559418	15	-1	53809667	54025380	WDR72	protein_coding
ENSG00000166415	ENST00000560036	15	-1	53908078	54051581	WDR72	protein_coding
ENSG00000137766	ENST00000260323	15	1	54305101	54920797	UNC13C	protein_coding
ENSG00000137766	ENST00000537900	15	1	54305101	54920806	UNC13C	protein_coding
ENSG00000137766	ENST00000545554	15	1	54305101	54920806	UNC13C	protein_coding
ENSG00000137766	ENST00000559093	15	1	54793169	54839021	UNC13C	protein_coding
ENSG00000137766	ENST00000539562	15	1	54901540	54919607	UNC13C	protein_coding
ENSG00000137766	ENST00000560537	15	1	54903673	54916091	UNC13C	protein_coding
ENSG00000137876	ENST00000260443	15	-1	55473004	55489265	RSL24D1	protein_coding
