ENSG00000272636	ENST00000343572	17	-1	5810	31427	DOC2B	protein_coding
ENSG00000108551	ENST00000225688	17	-1	17397751	17399707	RASD1	protein_coding
ENSG00000108551	ENST00000579152	17	-1	17398021	17399709	RASD1	protein_coding
ENSG00000133027	ENST00000395782	17	-1	17408877	17480779	PEMT	protein_coding
ENSG00000133027	ENST00000395783	17	-1	17408877	17485745	PEMT	protein_coding
ENSG00000133027	ENST00000435340	17	-1	17408877	17494993	PEMT	protein_coding
ENSG00000133027	ENST00000255389	17	-1	17408877	17495014	PEMT	protein_coding
ENSG00000133027	ENST00000395781	17	-1	17408879	17495022	PEMT	protein_coding
ENSG00000108557	ENST00000353383	17	1	17584787	17714767	RAI1	protein_coding
ENSG00000108557	ENST00000471135	17	1	17585809	17696457	RAI1	protein_coding
ENSG00000108557	ENST00000395774	17	1	17685446	17699090	RAI1	protein_coding
ENSG00000108557	ENST00000261641	17	1	17696263	17714194	RAI1	protein_coding
ENSG00000108557	ENST00000583166	17	1	17701698	17707428	RAI1	protein_coding
ENSG00000072310	ENST00000338854	17	-1	17715069	17740325	SREBF1	protein_coding
ENSG00000072310	ENST00000395757	17	-1	17715387	17723265	SREBF1	protein_coding
ENSG00000072310	ENST00000355815	17	-1	17715387	17740301	SREBF1	protein_coding
ENSG00000072310	ENST00000261646	17	-1	17715387	17740316	SREBF1	protein_coding
ENSG00000072310	ENST00000486311	17	-1	17716026	17717690	SREBF1	protein_coding
ENSG00000072310	ENST00000478616	17	-1	17716224	17717669	SREBF1	protein_coding
ENSG00000072310	ENST00000435530	17	-1	17720880	17740131	SREBF1	protein_coding
ENSG00000072310	ENST00000423161	17	-1	17722341	17726932	SREBF1	protein_coding
ENSG00000072310	ENST00000577897	17	-1	17722435	17723824	SREBF1	protein_coding
ENSG00000175662	ENST00000581396	17	-1	17746828	17875724	TOM1L2	protein_coding
ENSG00000175662	ENST00000478943	17	-1	17750139	17775378	TOM1L2	protein_coding
ENSG00000175662	ENST00000379504	17	-1	17750139	17875711	TOM1L2	protein_coding
ENSG00000175662	ENST00000318094	17	-1	17750163	17875711	TOM1L2	protein_coding
ENSG00000175662	ENST00000395739	17	-1	17750663	17875718	TOM1L2	protein_coding
ENSG00000175662	ENST00000535933	17	-1	17750760	17875734	TOM1L2	protein_coding
ENSG00000175662	ENST00000540946	17	-1	17750783	17875711	TOM1L2	protein_coding
ENSG00000175662	ENST00000542206	17	-1	17750883	17875714	TOM1L2	protein_coding
ENSG00000175662	ENST00000468944	17	-1	17765217	17766094	TOM1L2	protein_coding
ENSG00000175662	ENST00000579586	17	-1	17796992	17875736	TOM1L2	protein_coding
ENSG00000171962	ENST00000582416	17	1	17876127	17887172	LRRC48	protein_coding
ENSG00000171962	ENST00000411504	17	1	17876127	17911141	LRRC48	protein_coding
ENSG00000171962	ENST00000313838	17	1	17876127	17920185	LRRC48	protein_coding
ENSG00000171962	ENST00000581264	17	1	17876187	17891363	LRRC48	protein_coding
ENSG00000171962	ENST00000399187	17	1	17876199	17920203	LRRC48	protein_coding
ENSG00000171962	ENST00000479684	17	1	17876201	17881067	LRRC48	protein_coding
ENSG00000171962	ENST00000584166	17	1	17876203	17911035	LRRC48	protein_coding
ENSG00000171962	ENST00000585108	17	1	17876232	17891384	LRRC48	protein_coding
ENSG00000171962	ENST00000399182	17	1	17876251	17911142	LRRC48	protein_coding
ENSG00000171962	ENST00000579977	17	1	17876276	17891275	LRRC48	protein_coding
ENSG00000171962	ENST00000579376	17	1	17910338	17911141	LRRC48	protein_coding
ENSG00000171953	ENST00000585101	17	-1	17919521	17942482	ATPAF2	protein_coding
ENSG00000171953	ENST00000474627	17	-1	17921324	17942482	ATPAF2	protein_coding
ENSG00000171953	ENST00000581698	17	-1	17921578	17927985	ATPAF2	protein_coding
ENSG00000171953	ENST00000444058	17	-1	17925059	17942523	ATPAF2	protein_coding
ENSG00000141034	ENST00000268719	17	1	17942606	17971718	GID4	protein_coding
ENSG00000141034	ENST00000376345	17	1	17942759	17960781	GID4	protein_coding
ENSG00000141034	ENST00000459843	17	1	17957450	17965497	GID4	protein_coding
ENSG00000141034	ENST00000481836	17	1	17957462	17968597	GID4	protein_coding
ENSG00000108591	ENST00000225729	17	1	17991200	18011285	DRG2	protein_coding
ENSG00000108591	ENST00000395726	17	1	17991239	18011273	DRG2	protein_coding
ENSG00000108591	ENST00000579601	17	1	17991263	18002976	DRG2	protein_coding
ENSG00000108591	ENST00000580929	17	1	17991290	18004831	DRG2	protein_coding
ENSG00000108591	ENST00000583355	17	1	17991321	18010914	DRG2	protein_coding
ENSG00000091536	ENST00000205890	17	1	18012020	18083116	MYO15A	protein_coding
ENSG00000091536	ENST00000418233	17	1	18056709	18082536	MYO15A	protein_coding
ENSG00000091536	ENST00000585180	17	1	18057392	18059583	MYO15A	protein_coding
ENSG00000091536	ENST00000556535	17	1	18061622	18065979	MYO15A	protein_coding
ENSG00000091536	ENST00000578472	17	1	18061652	18064751	MYO15A	protein_coding
ENSG00000091536	ENST00000451725	17	1	18062976	18082258	MYO15A	protein_coding
ENSG00000091536	ENST00000579848	17	1	18062976	18082258	MYO15A	protein_coding
ENSG00000091542	ENST00000541285	17	1	18086392	18112712	ALKBH5	protein_coding
ENSG00000091542	ENST00000399138	17	1	18087553	18113268	ALKBH5	protein_coding
ENSG00000131899	ENST00000316843	17	1	18128901	18148189	LLGL1	protein_coding
ENSG00000177731	ENST00000577398	17	-1	18148150	18149376	FLII	protein_coding
ENSG00000177731	ENST00000578558	17	-1	18148150	18162040	FLII	protein_coding
ENSG00000177731	ENST00000327031	17	-1	18148150	18162230	FLII	protein_coding
ENSG00000177731	ENST00000379450	17	-1	18148155	18162037	FLII	protein_coding
ENSG00000177731	ENST00000545457	17	-1	18148155	18162037	FLII	protein_coding
ENSG00000177731	ENST00000579294	17	-1	18148373	18161870	FLII	protein_coding
ENSG00000177731	ENST00000577485	17	-1	18148665	18157965	FLII	protein_coding
ENSG00000177731	ENST00000488932	17	-1	18155370	18158535	FLII	protein_coding
ENSG00000177731	ENST00000581349	17	-1	18157918	18160590	FLII	protein_coding
ENSG00000177731	ENST00000473425	17	-1	18158105	18160590	FLII	protein_coding
ENSG00000177427	ENST00000323019	17	1	18163848	18169866	MIEF2	protein_coding
ENSG00000177427	ENST00000578174	17	1	18163911	18166860	MIEF2	protein_coding
ENSG00000177427	ENST00000395704	17	1	18163911	18169518	MIEF2	protein_coding
ENSG00000177427	ENST00000395703	17	1	18163918	18166829	MIEF2	protein_coding
ENSG00000177427	ENST00000578621	17	1	18163959	18167116	MIEF2	protein_coding
ENSG00000177427	ENST00000579341	17	1	18163975	18167195	MIEF2	protein_coding
ENSG00000177427	ENST00000395706	17	1	18164424	18169095	MIEF2	protein_coding
ENSG00000177302	ENST00000489131	17	-1	18176152	18178191	TOP3A	protein_coding
ENSG00000177302	ENST00000321105	17	-1	18177281	18218307	TOP3A	protein_coding
ENSG00000177302	ENST00000540524	17	-1	18178022	18202921	TOP3A	protein_coding
ENSG00000177302	ENST00000542570	17	-1	18178038	18218238	TOP3A	protein_coding
ENSG00000177302	ENST00000580095	17	-1	18178118	18218017	TOP3A	protein_coding
ENSG00000176994	ENST00000406438	17	1	18218624	18226517	SMCR8	protein_coding
ENSG00000176974	ENST00000316694	17	-1	18231187	18266801	SHMT1	protein_coding
ENSG00000176974	ENST00000352886	17	-1	18231195	18266721	SHMT1	protein_coding
ENSG00000176974	ENST00000539052	17	-1	18231784	18266809	SHMT1	protein_coding
ENSG00000176974	ENST00000354098	17	-1	18231842	18266765	SHMT1	protein_coding
ENSG00000176974	ENST00000582653	17	-1	18250828	18266660	SHMT1	protein_coding
ENSG00000176974	ENST00000583780	17	-1	18259293	18266856	SHMT1	protein_coding
ENSG00000214860	ENST00000399134	17	1	18280976	18292961	EVPLL	protein_coding
ENSG00000171916	ENST00000581545	17	1	18380051	18398132	LGALS9C	protein_coding
ENSG00000171916	ENST00000582333	17	1	18380079	18395851	LGALS9C	protein_coding
ENSG00000171916	ENST00000328114	17	1	18380088	18398259	LGALS9C	protein_coding
ENSG00000171916	ENST00000412421	17	1	18380098	18397748	LGALS9C	protein_coding
ENSG00000171916	ENST00000583322	17	1	18380110	18398252	LGALS9C	protein_coding
ENSG00000171916	ENST00000584941	17	1	18380112	18397955	LGALS9C	protein_coding
ENSG00000213077	ENST00000392176	17	-1	18427880	18430160	FAM106A	protein_coding
ENSG00000189375	ENST00000345096	17	-1	18538319	18545737	TBC1D28	protein_coding
ENSG00000189375	ENST00000405044	17	-1	18538842	18547740	TBC1D28	protein_coding
ENSG00000189375	ENST00000575220	17	-1	18542489	18547731	TBC1D28	protein_coding
ENSG00000189375	ENST00000572213	17	-1	18544335	18547740	TBC1D28	protein_coding
ENSG00000189375	ENST00000573652	17	-1	18544619	18547740	TBC1D28	protein_coding
ENSG00000189375	ENST00000575211	17	-1	18544625	18546151	TBC1D28	protein_coding
ENSG00000249459	ENST00000285274	17	-1	18561742	18585541	ZNF286B	protein_coding
ENSG00000249459	ENST00000545289	17	-1	18561742	18585572	ZNF286B	protein_coding
ENSG00000249459	ENST00000580145	17	-1	18576106	18585572	ZNF286B	protein_coding
ENSG00000249459	ENST00000583002	17	-1	18576177	18585171	ZNF286B	protein_coding
ENSG00000249459	ENST00000443457	17	-1	18584064	18585131	ZNF286B	protein_coding
ENSG00000108448	ENST00000395902	17	1	18601311	18638980	TRIM16L	protein_coding
ENSG00000108448	ENST00000572555	17	1	18601311	18638980	TRIM16L	protein_coding
ENSG00000108448	ENST00000449552	17	1	18601323	18639431	TRIM16L	protein_coding
ENSG00000108448	ENST00000571708	17	1	18602528	18638803	TRIM16L	protein_coding
ENSG00000108448	ENST00000573443	17	1	18625090	18634526	TRIM16L	protein_coding
ENSG00000108448	ENST00000395671	17	1	18625336	18639431	TRIM16L	protein_coding
ENSG00000108448	ENST00000571542	17	1	18625431	18638400	TRIM16L	protein_coding
ENSG00000108448	ENST00000395672	17	1	18625431	18638895	TRIM16L	protein_coding
ENSG00000108448	ENST00000414850	17	1	18625432	18638740	TRIM16L	protein_coding
ENSG00000108448	ENST00000424146	17	1	18625434	18638235	TRIM16L	protein_coding
ENSG00000108448	ENST00000574042	17	1	18630964	18639425	TRIM16L	protein_coding
ENSG00000171931	ENST00000395667	17	1	18647326	18682661	FBXW10	protein_coding
ENSG00000171931	ENST00000395665	17	1	18647337	18682662	FBXW10	protein_coding
ENSG00000171931	ENST00000308799	17	1	18647339	18682662	FBXW10	protein_coding
ENSG00000171931	ENST00000301938	17	1	18647388	18682662	FBXW10	protein_coding
ENSG00000171928	ENST00000307767	17	1	18684308	18710027	TVP23B	protein_coding
ENSG00000171928	ENST00000574226	17	1	18684468	18707929	TVP23B	protein_coding
ENSG00000171928	ENST00000575261	17	1	18684493	18707576	TVP23B	protein_coding
ENSG00000171928	ENST00000476139	17	1	18684627	18710027	TVP23B	protein_coding
ENSG00000171928	ENST00000581733	17	1	18692348	18709515	TVP23B	protein_coding
ENSG00000141127	ENST00000441887	17	1	18743398	18785889	PRPSAP2	protein_coding
ENSG00000141127	ENST00000432893	17	1	18759612	18827297	PRPSAP2	protein_coding
ENSG00000141127	ENST00000414602	17	1	18759642	18793190	PRPSAP2	protein_coding
ENSG00000141127	ENST00000574522	17	1	18759654	18781051	PRPSAP2	protein_coding
ENSG00000141127	ENST00000570450	17	1	18759655	18785996	PRPSAP2	protein_coding
ENSG00000141127	ENST00000419071	17	1	18759666	18834307	PRPSAP2	protein_coding
ENSG00000141127	ENST00000419284	17	1	18761417	18785996	PRPSAP2	protein_coding
ENSG00000141127	ENST00000268835	17	1	18761420	18834528	PRPSAP2	protein_coding
ENSG00000141127	ENST00000412418	17	1	18761443	18827297	PRPSAP2	protein_coding
ENSG00000141127	ENST00000575228	17	1	18761444	18775947	PRPSAP2	protein_coding
ENSG00000141127	ENST00000575102	17	1	18761476	18769213	PRPSAP2	protein_coding
ENSG00000141127	ENST00000536323	17	1	18761496	18834337	PRPSAP2	protein_coding
ENSG00000141127	ENST00000576355	17	1	18761755	18781083	PRPSAP2	protein_coding
ENSG00000141127	ENST00000422237	17	1	18763828	18814564	PRPSAP2	protein_coding
ENSG00000141127	ENST00000542013	17	1	18768862	18834047	PRPSAP2	protein_coding
ENSG00000141127	ENST00000574451	17	1	18785902	18834248	PRPSAP2	protein_coding
ENSG00000141127	ENST00000460724	17	1	18814467	18833133	PRPSAP2	protein_coding
ENSG00000154025	ENST00000317977	17	1	18853658	18925908	SLC5A10	protein_coding
ENSG00000154025	ENST00000395642	17	1	18855478	18924003	SLC5A10	protein_coding
ENSG00000154025	ENST00000395647	17	1	18855478	18924004	SLC5A10	protein_coding
ENSG00000154025	ENST00000417251	17	1	18855492	18923925	SLC5A10	protein_coding
ENSG00000154025	ENST00000395643	17	1	18855501	18923998	SLC5A10	protein_coding
ENSG00000154025	ENST00000395645	17	1	18855501	18924004	SLC5A10	protein_coding
ENSG00000188522	ENST00000388995	17	-1	18872102	18908117	FAM83G	protein_coding
ENSG00000188522	ENST00000585154	17	-1	18874381	18907489	FAM83G	protein_coding
ENSG00000188522	ENST00000345041	17	-1	18874381	18907551	FAM83G	protein_coding
ENSG00000188522	ENST00000580115	17	-1	18880244	18881201	FAM83G	protein_coding
ENSG00000154016	ENST00000284154	17	-1	18923986	18950950	GRAP	protein_coding
ENSG00000154016	ENST00000573099	17	-1	18924982	18950310	GRAP	protein_coding
ENSG00000154016	ENST00000395635	17	-1	18925176	18945798	GRAP	protein_coding
ENSG00000228157	ENST00000428928	17	1	18996287	18997619	AC007952.5	protein_coding
ENSG00000228157	ENST00000399091	17	1	18996287	18997620	AC007952.5	protein_coding
ENSG00000228157	ENST00000443876	17	1	18996287	18999511	AC007952.5	protein_coding
ENSG00000228157	ENST00000399093	17	1	18996524	18999674	AC007952.5	protein_coding
ENSG00000189152	ENST00000344415	17	1	19030782	19062489	GRAPL	protein_coding
ENSG00000189152	ENST00000577213	17	1	19030848	19042383	GRAPL	protein_coding
ENSG00000189152	ENST00000437957	17	1	19035366	19041901	GRAPL	protein_coding
ENSG00000189152	ENST00000574324	17	1	19036032	19062313	GRAPL	protein_coding
ENSG00000214844	ENST00000415171	17	-1	19041448	19041895	AC007952.1	protein_coding
ENSG00000197665	ENST00000399087	17	-1	19059040	19062187	AC007952.6	protein_coding
ENSG00000197665	ENST00000436381	17	-1	19059041	19062206	AC007952.6	protein_coding
ENSG00000197665	ENST00000399083	17	-1	19061094	19062424	AC007952.6	protein_coding
ENSG00000072134	ENST00000582015	17	1	19118928	19186530	EPN2	protein_coding
ENSG00000230493	ENST00000436914	17	1	19122674	19125839	AC106017.1	protein_coding
ENSG00000072134	ENST00000584707	17	1	19124761	19186551	EPN2	protein_coding
ENSG00000072134	ENST00000584633	17	1	19140389	19186659	EPN2	protein_coding
ENSG00000072134	ENST00000314728	17	1	19140654	19240028	EPN2	protein_coding
ENSG00000072134	ENST00000347697	17	1	19140690	19240028	EPN2	protein_coding
ENSG00000072134	ENST00000583197	17	1	19140709	19186498	EPN2	protein_coding
ENSG00000072134	ENST00000577692	17	1	19140709	19186717	EPN2	protein_coding
ENSG00000072134	ENST00000395618	17	1	19140709	19238487	EPN2	protein_coding
ENSG00000072134	ENST00000395628	17	1	19140710	19232949	EPN2	protein_coding
ENSG00000072134	ENST00000494192	17	1	19140729	19235381	EPN2	protein_coding
ENSG00000072134	ENST00000575595	17	1	19140729	19237803	EPN2	protein_coding
ENSG00000072134	ENST00000581024	17	1	19140732	19186546	EPN2	protein_coding
ENSG00000072134	ENST00000584150	17	1	19151707	19186493	EPN2	protein_coding
ENSG00000072134	ENST00000577195	17	1	19161233	19186619	EPN2	protein_coding
ENSG00000072134	ENST00000395620	17	1	19185268	19238507	EPN2	protein_coding
ENSG00000072134	ENST00000395626	17	1	19186292	19240028	EPN2	protein_coding
ENSG00000072134	ENST00000571254	17	1	19186360	19237643	EPN2	protein_coding
ENSG00000108641	ENST00000575403	17	-1	19240867	19281495	B9D1	protein_coding
ENSG00000108641	ENST00000461069	17	-1	19244234	19265927	B9D1	protein_coding
ENSG00000108641	ENST00000395615	17	-1	19246483	19265889	B9D1	protein_coding
ENSG00000108641	ENST00000261499	17	-1	19246483	19266026	B9D1	protein_coding
ENSG00000108641	ENST00000477478	17	-1	19246483	19281495	B9D1	protein_coding
ENSG00000108641	ENST00000395616	17	-1	19246767	19266046	B9D1	protein_coding
ENSG00000108641	ENST00000575478	17	-1	19247081	19266034	B9D1	protein_coding
ENSG00000108641	ENST00000268841	17	-1	19250259	19265982	B9D1	protein_coding
ENSG00000108641	ENST00000440841	17	-1	19250263	19265855	B9D1	protein_coding
ENSG00000108641	ENST00000574508	17	-1	19250593	19266344	B9D1	protein_coding
ENSG00000108641	ENST00000487415	17	-1	19263634	19281203	B9D1	protein_coding
ENSG00000166484	ENST00000308406	17	1	19281034	19286856	MAPK7	protein_coding
ENSG00000166484	ENST00000299612	17	1	19281066	19286857	MAPK7	protein_coding
ENSG00000166484	ENST00000395602	17	1	19281566	19286857	MAPK7	protein_coding
ENSG00000166484	ENST00000579284	17	1	19281573	19283993	MAPK7	protein_coding
ENSG00000166484	ENST00000443215	17	1	19281595	19284246	MAPK7	protein_coding
ENSG00000166484	ENST00000395604	17	1	19281636	19286857	MAPK7	protein_coding
ENSG00000166484	ENST00000482850	17	1	19281822	19284526	MAPK7	protein_coding
ENSG00000166484	ENST00000603493	17	1	19282064	19283936	MAPK7	protein_coding
ENSG00000166482	ENST00000497081	17	-1	19286755	19290245	MFAP4	protein_coding
ENSG00000166482	ENST00000395592	17	-1	19286755	19290503	MFAP4	protein_coding
ENSG00000166482	ENST00000299610	17	-1	19286755	19290553	MFAP4	protein_coding
ENSG00000128482	ENST00000575165	17	1	19314438	19316085	RNF112	protein_coding
ENSG00000128482	ENST00000461366	17	1	19314507	19320589	RNF112	protein_coding
ENSG00000142494	ENST00000571335	17	1	19436775	19480910	SLC47A1	protein_coding
ENSG00000142494	ENST00000436810	17	1	19437141	19480924	SLC47A1	protein_coding
ENSG00000142494	ENST00000542886	17	1	19437167	19463565	SLC47A1	protein_coding
ENSG00000142494	ENST00000457293	17	1	19437167	19481427	SLC47A1	protein_coding
ENSG00000142494	ENST00000270570	17	1	19437167	19482347	SLC47A1	protein_coding
ENSG00000142494	ENST00000575023	17	1	19437189	19482219	SLC47A1	protein_coding
ENSG00000142494	ENST00000395585	17	1	19437193	19482219	SLC47A1	protein_coding
ENSG00000142494	ENST00000581558	17	1	19476110	19482217	SLC47A1	protein_coding
ENSG00000072210	ENST00000446398	17	1	19551449	19559705	ALDH3A2	protein_coding
ENSG00000072210	ENST00000580550	17	1	19551487	19555913	ALDH3A2	protein_coding
ENSG00000072210	ENST00000176643	17	1	19551839	19580909	ALDH3A2	protein_coding
ENSG00000072210	ENST00000581518	17	1	19552036	19579838	ALDH3A2	protein_coding
ENSG00000072210	ENST00000395575	17	1	19552036	19580909	ALDH3A2	protein_coding
ENSG00000072210	ENST00000584332	17	1	19552064	19559683	ALDH3A2	protein_coding
ENSG00000072210	ENST00000339618	17	1	19552064	19580909	ALDH3A2	protein_coding
ENSG00000072210	ENST00000579855	17	1	19552064	19580911	ALDH3A2	protein_coding
ENSG00000072210	ENST00000571537	17	1	19559715	19564755	ALDH3A2	protein_coding
ENSG00000072210	ENST00000578696	17	1	19559801	19566674	ALDH3A2	protein_coding
ENSG00000072210	ENST00000571163	17	1	19566687	19579234	ALDH3A2	protein_coding
ENSG00000072210	ENST00000575384	17	1	19575081	19579055	ALDH3A2	protein_coding
ENSG00000180638	ENST00000325411	17	-1	19581601	19619919	SLC47A2	protein_coding
ENSG00000180638	ENST00000350657	17	-1	19581632	19620043	SLC47A2	protein_coding
ENSG00000180638	ENST00000433844	17	-1	19606410	19620043	SLC47A2	protein_coding
ENSG00000108602	ENST00000395555	17	-1	19641297	19651654	ALDH3A1	protein_coding
ENSG00000108602	ENST00000494157	17	-1	19641297	19651706	ALDH3A1	protein_coding
ENSG00000108602	ENST00000225740	17	-1	19641297	19651746	ALDH3A1	protein_coding
ENSG00000108602	ENST00000444455	17	-1	19641300	19648925	ALDH3A1	protein_coding
ENSG00000108602	ENST00000457500	17	-1	19641301	19648772	ALDH3A1	protein_coding
ENSG00000108602	ENST00000439102	17	-1	19642821	19648993	ALDH3A1	protein_coding
ENSG00000108602	ENST00000426645	17	-1	19644406	19648446	ALDH3A1	protein_coding
ENSG00000108602	ENST00000574162	17	-1	19646545	19652256	ALDH3A1	protein_coding
ENSG00000108602	ENST00000573368	17	-1	19646580	19648725	ALDH3A1	protein_coding
ENSG00000108602	ENST00000570414	17	-1	19646715	19651606	ALDH3A1	protein_coding
ENSG00000083290	ENST00000361658	17	-1	19674143	19771249	ULK2	protein_coding
ENSG00000083290	ENST00000395544	17	-1	19677263	19771230	ULK2	protein_coding
ENSG00000083290	ENST00000575432	17	-1	19685202	19699440	ULK2	protein_coding
ENSG00000108599	ENST00000225737	17	-1	19807615	19881150	AKAP10	protein_coding
ENSG00000108599	ENST00000395536	17	-1	19809540	19880992	AKAP10	protein_coding
ENSG00000108599	ENST00000583951	17	-1	19812552	19835179	AKAP10	protein_coding
ENSG00000108599	ENST00000576896	17	-1	19861757	19881141	AKAP10	protein_coding
ENSG00000128487	ENST00000395527	17	1	19912676	20217451	SPECC1	protein_coding
ENSG00000128487	ENST00000583482	17	1	19912677	20107665	SPECC1	protein_coding
ENSG00000128487	ENST00000583528	17	1	19912679	20013826	SPECC1	protein_coding
ENSG00000128487	ENST00000583463	17	1	19912692	20107760	SPECC1	protein_coding
ENSG00000128487	ENST00000578321	17	1	19913176	20000021	SPECC1	protein_coding
ENSG00000128487	ENST00000582604	17	1	19920458	20000028	SPECC1	protein_coding
ENSG00000128487	ENST00000395529	17	1	19990334	20142740	SPECC1	protein_coding
ENSG00000128487	ENST00000261503	17	1	19990335	20218068	SPECC1	protein_coding
ENSG00000128487	ENST00000581973	17	1	19999005	20107669	SPECC1	protein_coding
ENSG00000128487	ENST00000580934	17	1	19999006	20013813	SPECC1	protein_coding
ENSG00000128487	ENST00000395530	17	1	20059302	20222339	SPECC1	protein_coding
ENSG00000128487	ENST00000536879	17	1	20059385	20217594	SPECC1	protein_coding
ENSG00000128487	ENST00000395522	17	1	20059396	20140923	SPECC1	protein_coding
ENSG00000128487	ENST00000395525	17	1	20059402	20140492	SPECC1	protein_coding
ENSG00000128487	ENST00000581399	17	1	20108849	20218023	SPECC1	protein_coding
ENSG00000128487	ENST00000582226	17	1	20109053	20140489	SPECC1	protein_coding
ENSG00000128487	ENST00000584527	17	1	20109109	20140461	SPECC1	protein_coding
ENSG00000128487	ENST00000578153	17	1	20200347	20209486	SPECC1	protein_coding
ENSG00000170298	ENST00000423676	17	-1	20352708	20370847	LGALS9B	protein_coding
ENSG00000170298	ENST00000324290	17	-1	20353176	20370848	LGALS9B	protein_coding
ENSG00000214819	ENST00000399044	17	1	20483037	20484224	CDRT15L2	protein_coding
ENSG00000205212	ENST00000327925	17	-1	20766708	20799453	CCDC144NL	protein_coding
ENSG00000124422	ENST00000261497	17	-1	20902910	20946352	USP22	protein_coding
ENSG00000124422	ENST00000537526	17	-1	20902910	20947073	USP22	protein_coding
ENSG00000124422	ENST00000582335	17	-1	20914543	20922452	USP22	protein_coding
ENSG00000124422	ENST00000476111	17	-1	20921255	20945586	USP22	protein_coding
ENSG00000124422	ENST00000584538	17	-1	20921309	20946722	USP22	protein_coding
ENSG00000109016	ENST00000582161	17	1	21026677	21086976	DHRS7B	protein_coding
ENSG00000109016	ENST00000395511	17	1	21029965	21095343	DHRS7B	protein_coding
ENSG00000109016	ENST00000579303	17	1	21030277	21094758	DHRS7B	protein_coding
ENSG00000109016	ENST00000583388	17	1	21087047	21094758	DHRS7B	protein_coding
ENSG00000109016	ENST00000581463	17	1	21087698	21096578	DHRS7B	protein_coding
ENSG00000178307	ENST00000317635	17	-1	21100593	21117937	TMEM11	protein_coding
ENSG00000154035	ENST00000399011	17	-1	21142183	21156578	C17orf103	protein_coding
ENSG00000154035	ENST00000468196	17	-1	21142188	21156722	C17orf103	protein_coding
ENSG00000034152	ENST00000342679	17	1	21187984	21218552	MAP2K3	protein_coding
ENSG00000034152	ENST00000529517	17	1	21188022	21199455	MAP2K3	protein_coding
ENSG00000034152	ENST00000526076	17	1	21191348	21206546	MAP2K3	protein_coding
ENSG00000034152	ENST00000361818	17	1	21191348	21218525	MAP2K3	protein_coding
ENSG00000034152	ENST00000316920	17	1	21191358	21217622	MAP2K3	protein_coding
ENSG00000034152	ENST00000527123	17	1	21215454	21217198	MAP2K3	protein_coding
ENSG00000184185	ENST00000583088	17	1	21279509	21323179	KCNJ12	protein_coding
ENSG00000184185	ENST00000331718	17	1	21308448	21320482	KCNJ12	protein_coding
ENSG00000212719	ENST00000391411	17	-1	21431571	21454943	C17orf51	protein_coding
ENSG00000212719	ENST00000412778	17	-1	21438702	21454943	C17orf51	protein_coding
ENSG00000263563	ENST00000581769	17	1	21729601	21730993	UBBP4	protein_coding
ENSG00000263563	ENST00000584755	17	1	21729601	21731760	UBBP4	protein_coding
ENSG00000263563	ENST00000583708	17	1	21729901	21731762	UBBP4	protein_coding
ENSG00000263563	ENST00000584398	17	1	21730256	21731205	UBBP4	protein_coding
ENSG00000263563	ENST00000578713	17	1	21730695	21731742	UBBP4	protein_coding
ENSG00000263563	ENST00000581775	17	1	21731000	21731742	UBBP4	protein_coding
ENSG00000256618	ENST00000540040	17	1	22022437	22023991	MTRNR2L1	protein_coding
ENSG00000109046	ENST00000581440	17	1	25621102	25631929	WSB1	protein_coding
ENSG00000109046	ENST00000262394	17	1	25621106	25640657	WSB1	protein_coding
ENSG00000109046	ENST00000583742	17	1	25621113	25630448	WSB1	protein_coding
ENSG00000109046	ENST00000579733	17	1	25621129	25635873	WSB1	protein_coding
ENSG00000109046	ENST00000583193	17	1	25621138	25634896	WSB1	protein_coding
ENSG00000109046	ENST00000581185	17	1	25621140	25634815	WSB1	protein_coding
ENSG00000109046	ENST00000427287	17	1	25621140	25635018	WSB1	protein_coding
ENSG00000109046	ENST00000348811	17	1	25621157	25639913	WSB1	protein_coding
ENSG00000109046	ENST00000584114	17	1	25621372	25636281	WSB1	protein_coding
ENSG00000141068	ENST00000509603	17	1	25783670	25944768	KSR1	protein_coding
ENSG00000141068	ENST00000319524	17	1	25783670	25950717	KSR1	protein_coding
ENSG00000141068	ENST00000580163	17	1	25783740	25909700	KSR1	protein_coding
ENSG00000141068	ENST00000583370	17	1	25799031	25910028	KSR1	protein_coding
ENSG00000141068	ENST00000268763	17	1	25799036	25950418	KSR1	protein_coding
ENSG00000141068	ENST00000398988	17	1	25799036	25953461	KSR1	protein_coding
ENSG00000141068	ENST00000398982	17	1	25909947	25949170	KSR1	protein_coding
ENSG00000141068	ENST00000582410	17	1	25936869	25950720	KSR1	protein_coding
ENSG00000141068	ENST00000580430	17	1	25937154	25950481	KSR1	protein_coding
ENSG00000141068	ENST00000578981	17	1	25948061	25950848	KSR1	protein_coding
ENSG00000168961	ENST00000310394	17	1	25956824	25976579	LGALS9	protein_coding
ENSG00000168961	ENST00000302228	17	1	25956824	25976586	LGALS9	protein_coding
ENSG00000168961	ENST00000395473	17	1	25956824	25976586	LGALS9	protein_coding
ENSG00000168961	ENST00000313648	17	1	25958174	25976459	LGALS9	protein_coding
ENSG00000168961	ENST00000577392	17	1	25958219	25974136	LGALS9	protein_coding
ENSG00000168961	ENST00000584661	17	1	25958221	25972925	LGALS9	protein_coding
ENSG00000168961	ENST00000413914	17	1	25958233	25976581	LGALS9	protein_coding
ENSG00000168961	ENST00000581710	17	1	25967760	25976282	LGALS9	protein_coding
