ENSG00000186092	ENST00000335137	1	1	69091	70008	OR4F5	protein_coding
ENSG00000127481	ENST00000375225	1	-1	19401004	19408734	UBR4	protein_coding
ENSG00000127481	ENST00000429347	1	-1	19401008	19426149	UBR4	protein_coding
ENSG00000127481	ENST00000375224	1	-1	19401008	19431410	UBR4	protein_coding
ENSG00000127481	ENST00000543981	1	-1	19401298	19428121	UBR4	protein_coding
ENSG00000127481	ENST00000375218	1	-1	19438134	19445343	UBR4	protein_coding
ENSG00000127481	ENST00000425413	1	-1	19447694	19478194	UBR4	protein_coding
ENSG00000127481	ENST00000417040	1	-1	19447707	19494549	UBR4	protein_coding
ENSG00000127463	ENST00000477853	1	-1	19542158	19578046	EMC1	protein_coding
ENSG00000127463	ENST00000375199	1	-1	19543368	19578003	EMC1	protein_coding
ENSG00000127463	ENST00000375208	1	-1	19544642	19578016	EMC1	protein_coding
ENSG00000127463	ENST00000486405	1	-1	19545864	19550000	EMC1	protein_coding
ENSG00000127463	ENST00000356068	1	-1	19571283	19578021	EMC1	protein_coding
ENSG00000053372	ENST00000330263	1	1	19578033	19586622	MRTO4	protein_coding
ENSG00000162482	ENST00000361640	1	-1	19609052	19615744	AKR7A3	protein_coding
ENSG00000053371	ENST00000235835	1	-1	19630459	19638640	AKR7A2	protein_coding
ENSG00000053371	ENST00000330072	1	-1	19630493	19638588	AKR7A2	protein_coding
ENSG00000053371	ENST00000489286	1	-1	19630660	19638401	AKR7A2	protein_coding
ENSG00000040487	ENST00000375155	1	1	19638820	19655794	PQLC2	protein_coding
ENSG00000040487	ENST00000375153	1	1	19638822	19655774	PQLC2	protein_coding
ENSG00000040487	ENST00000400548	1	1	19638835	19655794	PQLC2	protein_coding
ENSG00000040487	ENST00000432465	1	1	19651248	19654575	PQLC2	protein_coding
ENSG00000077549	ENST00000401084	1	-1	19665267	19812066	CAPZB	protein_coding
ENSG00000077549	ENST00000264203	1	-1	19665270	19812007	CAPZB	protein_coding
ENSG00000077549	ENST00000375144	1	-1	19665273	19746245	CAPZB	protein_coding
ENSG00000077549	ENST00000375142	1	-1	19665317	19811979	CAPZB	protein_coding
ENSG00000077549	ENST00000433834	1	-1	19665853	19811158	CAPZB	protein_coding
ENSG00000077549	ENST00000264202	1	-1	19669256	19811981	CAPZB	protein_coding
ENSG00000077549	ENST00000413711	1	-1	19671681	19810579	CAPZB	protein_coding
ENSG00000077549	ENST00000457768	1	-1	19683939	19712291	CAPZB	protein_coding
ENSG00000270136	ENST00000602662	1	1	19923473	19984549	MINOS1-NBL1	protein_coding
ENSG00000173436	ENST00000322753	1	1	19923484	19956314	MINOS1	protein_coding
ENSG00000270136	ENST00000602293	1	1	19923561	19983419	MINOS1-NBL1	protein_coding
ENSG00000158747	ENST00000428975	1	1	19967048	19983427	NBL1	protein_coding
ENSG00000158747	ENST00000289749	1	1	19969726	19983622	NBL1	protein_coding
ENSG00000158747	ENST00000451758	1	1	19969903	19983462	NBL1	protein_coding
ENSG00000158747	ENST00000439664	1	1	19970208	19983404	NBL1	protein_coding
ENSG00000158747	ENST00000375136	1	1	19970657	19984945	NBL1	protein_coding
ENSG00000158747	ENST00000548815	1	1	19970808	19984945	NBL1	protein_coding
ENSG00000158747	ENST00000425400	1	1	19971866	19983426	NBL1	protein_coding
ENSG00000158747	ENST00000439278	1	1	19972260	19981929	NBL1	protein_coding
ENSG00000158747	ENST00000427894	1	1	19974104	19983569	NBL1	protein_coding
ENSG00000158748	ENST00000289753	1	1	19991780	20006055	HTR6	protein_coding
ENSG00000162542	ENST00000294543	1	-1	20008706	20126410	TMCO4	protein_coding
ENSG00000162542	ENST00000375127	1	-1	20008733	20125837	TMCO4	protein_coding
ENSG00000162542	ENST00000375122	1	-1	20008754	20126410	TMCO4	protein_coding
ENSG00000178828	ENST00000375121	1	-1	20140523	20141771	RNF186	protein_coding
ENSG00000169914	ENST00000375120	1	1	20209006	20239438	OTUD3	protein_coding
ENSG00000188784	ENST00000375116	1	-1	20246502	20250110	PLA2G2E	protein_coding
ENSG00000188257	ENST00000400520	1	-1	20301925	20306932	PLA2G2A	protein_coding
ENSG00000188257	ENST00000375111	1	-1	20301931	20306909	PLA2G2A	protein_coding
ENSG00000127472	ENST00000375108	1	1	20396701	20417661	PLA2G5	protein_coding
ENSG00000117215	ENST00000375105	1	-1	20438432	20446050	PLA2G2D	protein_coding
ENSG00000158786	ENST00000375102	1	1	20465819	20476879	PLA2G2F	protein_coding
ENSG00000187980	ENST00000429261	1	-1	20487746	20503917	PLA2G2C	protein_coding
ENSG00000187980	ENST00000247992	1	-1	20490484	20501687	PLA2G2C	protein_coding
ENSG00000162543	ENST00000375099	1	1	20512578	20522541	UBXN10	protein_coding
ENSG00000158816	ENST00000289825	1	1	20617412	20664527	VWA5B1	protein_coding
ENSG00000158816	ENST00000375083	1	1	20617412	20675766	VWA5B1	protein_coding
ENSG00000158816	ENST00000375079	1	1	20617412	20680756	VWA5B1	protein_coding
ENSG00000158816	ENST00000289815	1	1	20617412	20681387	VWA5B1	protein_coding
ENSG00000158816	ENST00000530722	1	1	20629574	20639435	VWA5B1	protein_coding
ENSG00000158816	ENST00000534075	1	1	20629574	20640905	VWA5B1	protein_coding
ENSG00000162545	ENST00000375078	1	-1	20808884	20812713	CAMK2N1	protein_coding
ENSG00000090432	ENST00000264198	1	-1	20825943	20834654	MUL1	protein_coding
ENSG00000183114	ENST00000332947	1	1	20878932	20881512	FAM43B	protein_coding
ENSG00000158825	ENST00000375071	1	1	20915441	20945401	CDA	protein_coding
ENSG00000158828	ENST00000321556	1	1	20959948	20978004	PINK1	protein_coding
ENSG00000244038	ENST00000602624	1	-1	20978270	20987884	DDOST	protein_coding
ENSG00000244038	ENST00000375048	1	-1	20978270	20988000	DDOST	protein_coding
ENSG00000244038	ENST00000415136	1	-1	20978547	20987898	DDOST	protein_coding
ENSG00000244038	ENST00000464364	1	-1	20981933	20987881	DDOST	protein_coding
ENSG00000117245	ENST00000375044	1	-1	20990507	21043984	KIF17	protein_coding
ENSG00000117245	ENST00000400463	1	-1	20990507	21044273	KIF17	protein_coding
ENSG00000117245	ENST00000247986	1	-1	20990509	21044510	KIF17	protein_coding
ENSG00000189410	ENST00000375031	1	-1	21046225	21059133	SH2D5	protein_coding
ENSG00000189410	ENST00000444387	1	-1	21048021	21059029	SH2D5	protein_coding
ENSG00000189410	ENST00000447746	1	-1	21051094	21058771	SH2D5	protein_coding
ENSG00000189410	ENST00000518294	1	-1	21051124	21059330	SH2D5	protein_coding
ENSG00000189410	ENST00000517430	1	-1	21052425	21058084	SH2D5	protein_coding
ENSG00000189410	ENST00000519434	1	-1	21053525	21057668	SH2D5	protein_coding
ENSG00000127483	ENST00000312239	1	-1	21069154	21113181	HP1BP3	protein_coding
ENSG00000127483	ENST00000375003	1	-1	21069175	21101498	HP1BP3	protein_coding
ENSG00000127483	ENST00000419948	1	-1	21074108	21103097	HP1BP3	protein_coding
ENSG00000127483	ENST00000438032	1	-1	21083659	21113765	HP1BP3	protein_coding
ENSG00000127483	ENST00000424732	1	-1	21083692	21113805	HP1BP3	protein_coding
ENSG00000127483	ENST00000417710	1	-1	21100080	21112776	HP1BP3	protein_coding
ENSG00000127483	ENST00000375000	1	-1	21102148	21113133	HP1BP3	protein_coding
ENSG00000127483	ENST00000437575	1	-1	21103191	21113816	HP1BP3	protein_coding
ENSG00000127483	ENST00000419490	1	-1	21103206	21113145	HP1BP3	protein_coding
ENSG00000127483	ENST00000414993	1	-1	21103213	21113145	HP1BP3	protein_coding
ENSG00000127483	ENST00000443615	1	-1	21106329	21113159	HP1BP3	protein_coding
ENSG00000075151	ENST00000264211	1	-1	21132963	21377487	EIF4G3	protein_coding
ENSG00000075151	ENST00000400422	1	-1	21132976	21503340	EIF4G3	protein_coding
ENSG00000075151	ENST00000602326	1	-1	21132976	21503343	EIF4G3	protein_coding
ENSG00000075151	ENST00000374935	1	-1	21133158	21377395	EIF4G3	protein_coding
ENSG00000075151	ENST00000537738	1	-1	21133197	21226406	EIF4G3	protein_coding
ENSG00000075151	ENST00000374937	1	-1	21133703	21377453	EIF4G3	protein_coding
ENSG00000075151	ENST00000536266	1	-1	21133741	21299529	EIF4G3	protein_coding
ENSG00000075151	ENST00000544689	1	-1	21219980	21268111	EIF4G3	protein_coding
ENSG00000075151	ENST00000356916	1	-1	21267735	21501230	EIF4G3	protein_coding
ENSG00000075151	ENST00000374927	1	-1	21267740	21415701	EIF4G3	protein_coding
ENSG00000075151	ENST00000438975	1	-1	21276499	21503377	EIF4G3	protein_coding
ENSG00000075151	ENST00000411888	1	-1	21295967	21503350	EIF4G3	protein_coding
ENSG00000117298	ENST00000415912	1	-1	21543740	21671997	ECE1	protein_coding
ENSG00000117298	ENST00000357071	1	-1	21545077	21606042	ECE1	protein_coding
ENSG00000117298	ENST00000374893	1	-1	21546352	21616982	ECE1	protein_coding
ENSG00000117298	ENST00000436918	1	-1	21546387	21616957	ECE1	protein_coding
ENSG00000117298	ENST00000264205	1	-1	21546430	21616750	ECE1	protein_coding
ENSG00000117298	ENST00000473505	1	-1	21586806	21606562	ECE1	protein_coding
ENSG00000117298	ENST00000481130	1	-1	21599239	21625492	ECE1	protein_coding
ENSG00000117298	ENST00000527991	1	-1	21599325	21620917	ECE1	protein_coding
ENSG00000142794	ENST00000454000	1	1	21766621	21809960	NBPF3	protein_coding
ENSG00000142794	ENST00000318220	1	1	21766630	21811498	NBPF3	protein_coding
ENSG00000142794	ENST00000318249	1	1	21766631	21811392	NBPF3	protein_coding
ENSG00000142794	ENST00000342104	1	1	21766657	21811393	NBPF3	protein_coding
ENSG00000142794	ENST00000434838	1	1	21771437	21809811	NBPF3	protein_coding
ENSG00000162551	ENST00000539907	1	1	21835858	21904902	ALPL	protein_coding
ENSG00000162551	ENST00000540617	1	1	21835858	21904902	ALPL	protein_coding
ENSG00000162551	ENST00000374840	1	1	21835865	21904905	ALPL	protein_coding
ENSG00000162551	ENST00000374832	1	1	21877772	21904505	ALPL	protein_coding
ENSG00000162551	ENST00000425315	1	1	21880575	21904902	ALPL	protein_coding
ENSG00000162551	ENST00000374830	1	1	21896796	21904224	ALPL	protein_coding
ENSG00000162551	ENST00000374829	1	1	21900971	21904892	ALPL	protein_coding
ENSG00000076864	ENST00000374761	1	-1	21922708	21948906	RAP1GAP	protein_coding
ENSG00000076864	ENST00000290101	1	-1	21922708	21978348	RAP1GAP	protein_coding
ENSG00000076864	ENST00000374763	1	-1	21922714	21946534	RAP1GAP	protein_coding
ENSG00000076864	ENST00000374765	1	-1	21922714	21995799	RAP1GAP	protein_coding
ENSG00000076864	ENST00000542643	1	-1	21922715	21995794	RAP1GAP	protein_coding
ENSG00000076864	ENST00000359708	1	-1	21938519	21978329	RAP1GAP	protein_coding
ENSG00000076864	ENST00000599760	1	-1	21940573	21949011	RAP1GAP	protein_coding
ENSG00000076864	ENST00000317967	1	-1	21943800	21995801	RAP1GAP	protein_coding
ENSG00000076864	ENST00000447293	1	-1	21944425	21979800	RAP1GAP	protein_coding
ENSG00000090686	ENST00000400301	1	-1	22004791	22109688	USP48	protein_coding
ENSG00000090686	ENST00000308271	1	-1	22005072	22110099	USP48	protein_coding
ENSG00000090686	ENST00000374732	1	-1	22005396	22051612	USP48	protein_coding
ENSG00000090686	ENST00000529637	1	-1	22005860	22109484	USP48	protein_coding
ENSG00000090686	ENST00000526044	1	-1	22050391	22059329	USP48	protein_coding
ENSG00000090686	ENST00000534705	1	-1	22050465	22059319	USP48	protein_coding
ENSG00000090686	ENST00000421625	1	-1	22054344	22110099	USP48	protein_coding
ENSG00000090686	ENST00000527823	1	-1	22079500	22108513	USP48	protein_coding
ENSG00000090686	ENST00000532737	1	-1	22079528	22109719	USP48	protein_coding
ENSG00000187942	ENST00000344642	1	1	22138758	22151714	LDLRAD2	protein_coding
ENSG00000187942	ENST00000543870	1	1	22138856	22150456	LDLRAD2	protein_coding
ENSG00000142798	ENST00000374695	1	-1	22148738	22263790	HSPG2	protein_coding
ENSG00000142798	ENST00000426143	1	-1	22160031	22161840	HSPG2	protein_coding
ENSG00000142798	ENST00000374676	1	-1	22161902	22165499	HSPG2	protein_coding
ENSG00000142798	ENST00000453796	1	-1	22172689	22174451	HSPG2	protein_coding
ENSG00000142798	ENST00000430507	1	-1	22172716	22181889	HSPG2	protein_coding
ENSG00000142798	ENST00000427897	1	-1	22199352	22201199	HSPG2	protein_coding
ENSG00000142798	ENST00000412328	1	-1	22213726	22222803	HSPG2	protein_coding
ENSG00000142798	ENST00000374673	1	-1	22213728	22215214	HSPG2	protein_coding
ENSG00000142798	ENST00000439717	1	-1	22216309	22222764	HSPG2	protein_coding
ENSG00000219073	ENST00000337107	1	1	22303514	22315837	CELA3B	protein_coding
ENSG00000219073	ENST00000374666	1	1	22304386	22310270	CELA3B	protein_coding
ENSG00000219073	ENST00000400277	1	1	22307595	22325135	CELA3B	protein_coding
ENSG00000142789	ENST00000290122	1	1	22328149	22339015	CELA3A	protein_coding
ENSG00000142789	ENST00000374663	1	1	22328153	22332561	CELA3A	protein_coding
ENSG00000142789	ENST00000400271	1	1	22333943	22339032	CELA3A	protein_coding
ENSG00000070831	ENST00000400259	1	1	22379120	22419416	CDC42	protein_coding
ENSG00000070831	ENST00000344548	1	1	22379161	22419437	CDC42	protein_coding
ENSG00000070831	ENST00000315554	1	1	22379182	22417297	CDC42	protein_coding
ENSG00000070831	ENST00000421089	1	1	22379204	22418282	CDC42	protein_coding
ENSG00000070831	ENST00000411827	1	1	22379790	22413283	CDC42	protein_coding
ENSG00000162552	ENST00000290167	1	-1	22443798	22469459	WNT4	protein_coding
ENSG00000162552	ENST00000542383	1	-1	22446521	22470385	WNT4	protein_coding
ENSG00000162552	ENST00000415567	1	-1	22453531	22456344	WNT4	protein_coding
ENSG00000162552	ENST00000441048	1	-1	22453967	22470462	WNT4	protein_coding
ENSG00000184677	ENST00000404138	1	1	22778344	22857650	ZBTB40	protein_coding
ENSG00000184677	ENST00000400239	1	1	22778360	22832734	ZBTB40	protein_coding
ENSG00000184677	ENST00000375647	1	1	22778360	22857647	ZBTB40	protein_coding
ENSG00000184677	ENST00000374651	1	1	22778472	22853855	ZBTB40	protein_coding
ENSG00000070886	ENST00000374644	1	1	22890057	22916114	EPHA8	protein_coding
ENSG00000070886	ENST00000166244	1	1	22890057	22930087	EPHA8	protein_coding
ENSG00000070886	ENST00000538803	1	1	22890070	22916103	EPHA8	protein_coding
ENSG00000173372	ENST00000374642	1	1	22962999	22966101	C1QA	protein_coding
ENSG00000173372	ENST00000438241	1	1	22963255	22965824	C1QA	protein_coding
ENSG00000173372	ENST00000402322	1	1	22964073	22966101	C1QA	protein_coding
ENSG00000159189	ENST00000374640	1	1	22970123	22974603	C1QC	protein_coding
ENSG00000159189	ENST00000374639	1	1	22970126	22974603	C1QC	protein_coding
ENSG00000159189	ENST00000374637	1	1	22970146	22974380	C1QC	protein_coding
ENSG00000173369	ENST00000510260	1	1	22979255	22987583	C1QB	protein_coding
ENSG00000173369	ENST00000509305	1	1	22979474	22988031	C1QB	protein_coding
ENSG00000173369	ENST00000432749	1	1	22979682	22987809	C1QB	protein_coding
ENSG00000173369	ENST00000314933	1	1	22979682	22988029	C1QB	protein_coding
ENSG00000133216	ENST00000544305	1	1	23037332	23217758	EPHB2	protein_coding
ENSG00000133216	ENST00000374630	1	1	23037458	23240236	EPHB2	protein_coding
ENSG00000133216	ENST00000400191	1	1	23037458	23241818	EPHB2	protein_coding
ENSG00000133216	ENST00000374632	1	1	23037463	23240763	EPHB2	protein_coding
ENSG00000133216	ENST00000374627	1	1	23101671	23240245	EPHB2	protein_coding
ENSG00000215906	ENST00000426928	1	-1	23279536	23291831	LACTBL1	protein_coding
ENSG00000227868	ENST00000440767	1	-1	23337327	23340517	C1orf234	protein_coding
ENSG00000227868	ENST00000566855	1	-1	23337327	23342343	C1orf234	protein_coding
ENSG00000004487	ENST00000356634	1	1	23345941	23410182	KDM1A	protein_coding
ENSG00000004487	ENST00000400181	1	1	23345986	23410181	KDM1A	protein_coding
ENSG00000004487	ENST00000542151	1	1	23345988	23410182	KDM1A	protein_coding
ENSG00000004487	ENST00000465864	1	1	23398617	23406088	KDM1A	protein_coding
ENSG00000004487	ENST00000494920	1	1	23403727	23409847	KDM1A	protein_coding
ENSG00000169641	ENST00000374623	1	-1	23410516	23435623	LUZP1	protein_coding
ENSG00000169641	ENST00000418342	1	-1	23410516	23495351	LUZP1	protein_coding
ENSG00000169641	ENST00000302291	1	-1	23410523	23504301	LUZP1	protein_coding
ENSG00000169641	ENST00000314174	1	-1	23416920	23495310	LUZP1	protein_coding
ENSG00000169641	ENST00000471849	1	-1	23419936	23495338	LUZP1	protein_coding
ENSG00000169641	ENST00000475164	1	-1	23420648	23460172	LUZP1	protein_coding
ENSG00000179546	ENST00000314113	1	-1	23516993	23520755	HTR1D	protein_coding
ENSG00000179546	ENST00000374619	1	-1	23518388	23521222	HTR1D	protein_coding
ENSG00000125944	ENST00000478691	1	-1	23631181	23670829	HNRNPR	protein_coding
ENSG00000125944	ENST00000374616	1	-1	23636276	23670803	HNRNPR	protein_coding
ENSG00000125944	ENST00000374612	1	-1	23636279	23670815	HNRNPR	protein_coding
ENSG00000125944	ENST00000302271	1	-1	23636281	23670755	HNRNPR	protein_coding
ENSG00000125944	ENST00000427764	1	-1	23636708	23670774	HNRNPR	protein_coding
ENSG00000125944	ENST00000606561	1	-1	23636826	23670788	HNRNPR	protein_coding
ENSG00000125944	ENST00000426846	1	-1	23636886	23670773	HNRNPR	protein_coding
ENSG00000125945	ENST00000314011	1	-1	23685941	23695935	ZNF436	protein_coding
ENSG00000125945	ENST00000374608	1	-1	23686468	23694879	ZNF436	protein_coding
ENSG00000249087	ENST00000454117	1	1	23695711	23698332	C1orf213	protein_coding
ENSG00000249087	ENST00000335648	1	1	23695729	23698275	C1orf213	protein_coding
ENSG00000249087	ENST00000518821	1	1	23695731	23698005	C1orf213	protein_coding
ENSG00000249087	ENST00000437367	1	1	23695743	23698276	C1orf213	protein_coding
ENSG00000249087	ENST00000518600	1	1	23697637	23698276	C1orf213	protein_coding
ENSG00000204219	ENST00000450454	1	-1	23707554	23751233	TCEA3	protein_coding
ENSG00000204219	ENST00000476978	1	-1	23709926	23713912	TCEA3	protein_coding
ENSG00000204219	ENST00000374601	1	-1	23729974	23751200	TCEA3	protein_coding
ENSG00000204219	ENST00000461794	1	-1	23730562	23745879	TCEA3	protein_coding
ENSG00000088280	ENST00000495646	1	-1	23755056	23763170	ASAP3	protein_coding
ENSG00000088280	ENST00000336689	1	-1	23755056	23810671	ASAP3	protein_coding
ENSG00000088280	ENST00000465372	1	-1	23756025	23760025	ASAP3	protein_coding
ENSG00000088280	ENST00000437606	1	-1	23756215	23810672	ASAP3	protein_coding
ENSG00000088280	ENST00000608765	1	-1	23777972	23811061	ASAP3	protein_coding
ENSG00000007968	ENST00000361729	1	-1	23832922	23857712	E2F2	protein_coding
ENSG00000117318	ENST00000374561	1	-1	23884409	23886285	ID3	protein_coding
ENSG00000197880	ENST00000374555	1	1	23953824	23967058	MDS2	protein_coding
ENSG00000142676	ENST00000374550	1	1	24018269	24022915	RPL11	protein_coding
ENSG00000142676	ENST00000443624	1	1	24019099	24021885	RPL11	protein_coding
ENSG00000142676	ENST00000458455	1	1	24019099	24022618	RPL11	protein_coding
ENSG00000011007	ENST00000418390	1	1	24069645	24088549	TCEB3	protein_coding
ENSG00000011007	ENST00000609199	1	1	24069962	24086383	TCEB3	protein_coding
ENSG00000057757	ENST00000246151	1	1	24104895	24114722	PITHD1	protein_coding
ENSG00000057757	ENST00000415372	1	1	24105847	24112868	PITHD1	protein_coding
ENSG00000057757	ENST00000374524	1	1	24111682	24114722	PITHD1	protein_coding
ENSG00000011009	ENST00000374514	1	1	24117460	24122029	LYPLA2	protein_coding
ENSG00000011009	ENST00000400061	1	1	24117646	24122027	LYPLA2	protein_coding
ENSG00000011009	ENST00000420982	1	1	24117677	24121001	LYPLA2	protein_coding
ENSG00000011009	ENST00000374505	1	1	24117677	24121235	LYPLA2	protein_coding
ENSG00000011009	ENST00000374503	1	1	24117693	24121445	LYPLA2	protein_coding
ENSG00000011009	ENST00000374502	1	1	24117711	24121360	LYPLA2	protein_coding
ENSG00000011009	ENST00000421070	1	1	24118482	24120397	LYPLA2	protein_coding
ENSG00000011009	ENST00000374501	1	1	24120143	24121767	LYPLA2	protein_coding
ENSG00000117308	ENST00000374497	1	-1	24122090	24126892	GALE	protein_coding
ENSG00000117308	ENST00000456977	1	-1	24122094	24123432	GALE	protein_coding
ENSG00000117308	ENST00000429356	1	-1	24122641	24126023	GALE	protein_coding
ENSG00000117308	ENST00000418277	1	-1	24122999	24127260	GALE	protein_coding
ENSG00000117308	ENST00000425913	1	-1	24123582	24127013	GALE	protein_coding
ENSG00000117308	ENST00000445705	1	-1	24123584	24126060	GALE	protein_coding
ENSG00000117305	ENST00000374490	1	-1	24128375	24151949	HMGCL	protein_coding
ENSG00000117305	ENST00000436439	1	-1	24128377	24151918	HMGCL	protein_coding
ENSG00000117305	ENST00000374483	1	-1	24128377	24165110	HMGCL	protein_coding
ENSG00000117305	ENST00000235958	1	-1	24128400	24151892	HMGCL	protein_coding
ENSG00000179163	ENST00000374479	1	-1	24171567	24194784	FUCA1	protein_coding
ENSG00000188822	ENST00000374472	1	-1	24197016	24239852	CNR2	protein_coding
ENSG00000188822	ENST00000536471	1	-1	24197017	24285549	CNR2	protein_coding
ENSG00000189266	ENST00000471915	1	1	24285599	24287955	PNRC2	protein_coding
ENSG00000189266	ENST00000334351	1	1	24286302	24289952	PNRC2	protein_coding
ENSG00000189266	ENST00000374468	1	1	24286318	24288370	PNRC2	protein_coding
ENSG00000189266	ENST00000579103	1	1	24287458	24287933	PNRC2	protein_coding
ENSG00000188529	ENST00000344989	1	-1	24291294	24306821	SRSF10	protein_coding
ENSG00000188529	ENST00000453840	1	-1	24292935	24306786	SRSF10	protein_coding
ENSG00000188529	ENST00000484146	1	-1	24293663	24306846	SRSF10	protein_coding
ENSG00000188529	ENST00000374452	1	-1	24293797	24306798	SRSF10	protein_coding
ENSG00000188529	ENST00000374453	1	-1	24294108	24306784	SRSF10	protein_coding
ENSG00000188529	ENST00000343255	1	-1	24295573	24306817	SRSF10	protein_coding
ENSG00000188529	ENST00000492112	1	-1	24296854	24306809	SRSF10	protein_coding
ENSG00000142661	ENST00000338909	1	-1	24382525	24393069	MYOM3	protein_coding
ENSG00000142661	ENST00000374434	1	-1	24382527	24438665	MYOM3	protein_coding
ENSG00000142661	ENST00000330966	1	-1	24382531	24438665	MYOM3	protein_coding
ENSG00000142661	ENST00000329601	1	-1	24392276	24438665	MYOM3	protein_coding
ENSG00000142677	ENST00000270800	1	-1	24446261	24469611	IL22RA1	protein_coding
ENSG00000185436	ENST00000327535	1	-1	24480647	24513751	IFNLR1	protein_coding
ENSG00000185436	ENST00000327575	1	-1	24483589	24513751	IFNLR1	protein_coding
ENSG00000185436	ENST00000374421	1	-1	24483620	24513738	IFNLR1	protein_coding
ENSG00000185436	ENST00000374419	1	-1	24485490	24514449	IFNLR1	protein_coding
ENSG00000185436	ENST00000374418	1	-1	24487868	24513738	IFNLR1	protein_coding
ENSG00000158055	ENST00000361548	1	1	24645812	24681808	GRHL3	protein_coding
ENSG00000158055	ENST00000342072	1	1	24645881	24681807	GRHL3	protein_coding
ENSG00000158055	ENST00000350501	1	1	24645915	24690972	GRHL3	protein_coding
ENSG00000158055	ENST00000356046	1	1	24646056	24681808	GRHL3	protein_coding
ENSG00000158055	ENST00000524724	1	1	24646304	24663088	GRHL3	protein_coding
ENSG00000158055	ENST00000236255	1	1	24649530	24680978	GRHL3	protein_coding
ENSG00000001460	ENST00000374409	1	-1	24683489	24741587	STPG1	protein_coding
ENSG00000001460	ENST00000440416	1	-1	24683490	24727949	STPG1	protein_coding
ENSG00000001460	ENST00000003583	1	-1	24683495	24740215	STPG1	protein_coding
ENSG00000001460	ENST00000337248	1	-1	24683527	24740230	STPG1	protein_coding
ENSG00000001460	ENST00000438866	1	-1	24695533	24706313	STPG1	protein_coding
ENSG00000001460	ENST00000435187	1	-1	24705763	24718169	STPG1	protein_coding
ENSG00000001461	ENST00000374399	1	1	24742284	24795797	NIPAL3	protein_coding
ENSG00000001461	ENST00000003912	1	1	24742293	24799466	NIPAL3	protein_coding
ENSG00000001461	ENST00000358028	1	1	24742303	24781314	NIPAL3	protein_coding
ENSG00000001461	ENST00000339255	1	1	24742304	24792800	NIPAL3	protein_coding
ENSG00000001461	ENST00000428131	1	1	24746038	24780587	NIPAL3	protein_coding
ENSG00000001461	ENST00000432012	1	1	24782656	24792868	NIPAL3	protein_coding
ENSG00000117602	ENST00000436717	1	1	24829387	24863504	RCAN3	protein_coding
ENSG00000117602	ENST00000374395	1	1	24829387	24867530	RCAN3	protein_coding
ENSG00000117602	ENST00000425530	1	1	24834057	24841057	RCAN3	protein_coding
ENSG00000117602	ENST00000412742	1	1	24840810	24861827	RCAN3	protein_coding
ENSG00000117602	ENST00000538532	1	1	24840837	24861847	RCAN3	protein_coding
ENSG00000117602	ENST00000374393	1	1	24840863	24861769	RCAN3	protein_coding
ENSG00000184454	ENST00000374392	1	1	24882602	24935816	NCMAP	protein_coding
ENSG00000133226	ENST00000593639	1	1	24967722	24976478	SRRM1	protein_coding
ENSG00000133226	ENST00000323848	1	1	24969503	24999758	SRRM1	protein_coding
ENSG00000133226	ENST00000447431	1	1	24969775	24999158	SRRM1	protein_coding
ENSG00000133226	ENST00000374389	1	1	24969790	24999117	SRRM1	protein_coding
ENSG00000133226	ENST00000596378	1	1	24970050	24995999	SRRM1	protein_coding
ENSG00000133226	ENST00000537199	1	1	24975417	24993388	SRRM1	protein_coding
ENSG00000169504	ENST00000374379	1	1	25071848	25170815	CLIC4	protein_coding
ENSG00000020633	ENST00000399916	1	-1	25226002	25291501	RUNX3	protein_coding
ENSG00000020633	ENST00000308873	1	-1	25226009	25256368	RUNX3	protein_coding
ENSG00000020633	ENST00000338888	1	-1	25227520	25291475	RUNX3	protein_coding
ENSG00000020633	ENST00000540420	1	-1	25228269	25255612	RUNX3	protein_coding
ENSG00000117614	ENST00000236273	1	-1	25549170	25558984	SYF2	protein_coding
ENSG00000117614	ENST00000354361	1	-1	25549456	25558977	SYF2	protein_coding
ENSG00000117616	ENST00000243189	1	-1	25568728	25574010	C1orf63	protein_coding
ENSG00000117616	ENST00000417642	1	-1	25568747	25573945	C1orf63	protein_coding
ENSG00000117616	ENST00000431849	1	-1	25570981	25573945	C1orf63	protein_coding
ENSG00000117616	ENST00000568701	1	-1	25573068	25594406	C1orf63	protein_coding
ENSG00000117616	ENST00000561867	1	-1	25573167	25664591	C1orf63	protein_coding
ENSG00000117616	ENST00000568996	1	-1	25573186	25664704	C1orf63	protein_coding
ENSG00000187010	ENST00000328664	1	1	25598884	25656936	RHD	protein_coding
ENSG00000187010	ENST00000454452	1	1	25598989	25655702	RHD	protein_coding
ENSG00000187010	ENST00000342055	1	1	25599039	25655702	RHD	protein_coding
ENSG00000187010	ENST00000357542	1	1	25599039	25655702	RHD	protein_coding
ENSG00000187010	ENST00000417538	1	1	25599039	25655702	RHD	protein_coding
ENSG00000187010	ENST00000423810	1	1	25599039	25655702	RHD	protein_coding
ENSG00000187010	ENST00000568195	1	1	25599039	25655702	RHD	protein_coding
ENSG00000183726	ENST00000374358	1	1	25664408	25688852	TMEM50A	protein_coding
ENSG00000188672	ENST00000294413	1	-1	25688740	25747336	RHCE	protein_coding
ENSG00000188672	ENST00000374352	1	-1	25688741	25737930	RHCE	protein_coding
ENSG00000188672	ENST00000243186	1	-1	25688741	25747363	RHCE	protein_coding
