ENSG00000130538	ENST00000252835	22	-1	16448824	16449805	OR11H1	protein_coding
ENSG00000185686	ENST00000406503	22	-1	22893176	22901674	PRAME	protein_coding
ENSG00000185686	ENST00000403441	22	-1	22893274	22900174	PRAME	protein_coding
ENSG00000220891	ENST00000407120	22	1	22901750	22909007	LL22NC03-63E9.3	protein_coding
ENSG00000100121	ENST00000448514	22	1	22988816	22990211	GGTLC2	protein_coding
ENSG00000100121	ENST00000480559	22	1	22988816	22990211	GGTLC2	protein_coding
ENSG00000254709	ENST00000526893	22	1	23229960	23238005	IGLL5	protein_coding
ENSG00000254709	ENST00000532223	22	1	23229960	23238287	IGLL5	protein_coding
ENSG00000254709	ENST00000531372	22	1	23230009	23238005	IGLL5	protein_coding
ENSG00000100218	ENST00000216036	22	-1	23401593	23484280	RTDR1	protein_coding
ENSG00000128266	ENST00000248996	22	1	23412540	23467224	GNAZ	protein_coding
ENSG00000100218	ENST00000421213	22	-1	23466414	23476261	RTDR1	protein_coding
ENSG00000100218	ENST00000439064	22	-1	23473364	23481101	RTDR1	protein_coding
ENSG00000100218	ENST00000452757	22	-1	23478180	23482487	RTDR1	protein_coding
ENSG00000100218	ENST00000406876	22	-1	23478385	23487208	RTDR1	protein_coding
ENSG00000100228	ENST00000263116	22	1	23487513	23506537	RAB36	protein_coding
ENSG00000100228	ENST00000341989	22	1	23487553	23503751	RAB36	protein_coding
ENSG00000100228	ENST00000420895	22	1	23492300	23498498	RAB36	protein_coding
ENSG00000186716	ENST00000305877	22	1	23522397	23660224	BCR	protein_coding
ENSG00000186716	ENST00000398512	22	1	23522552	23585129	BCR	protein_coding
ENSG00000186716	ENST00000359540	22	1	23522552	23658137	BCR	protein_coding
ENSG00000186716	ENST00000427791	22	1	23596147	23627301	BCR	protein_coding
ENSG00000128322	ENST00000249053	22	-1	23915312	23922426	IGLL1	protein_coding
ENSG00000128322	ENST00000330377	22	-1	23915312	23922495	IGLL1	protein_coding
ENSG00000128322	ENST00000438703	22	-1	23915556	23922489	IGLL1	protein_coding
ENSG00000189269	ENST00000317749	22	-1	23950639	23974508	C22orf43	protein_coding
ENSG00000159496	ENST00000401461	22	1	24030329	24041363	RGL4	protein_coding
ENSG00000159496	ENST00000290691	22	1	24033048	24041363	RGL4	protein_coding
ENSG00000159496	ENST00000423392	22	1	24033493	24041165	RGL4	protein_coding
ENSG00000159496	ENST00000452208	22	1	24038671	24041363	RGL4	protein_coding
ENSG00000187792	ENST00000341976	22	-1	24083769	24093279	ZNF70	protein_coding
ENSG00000128218	ENST00000398465	22	-1	24094930	24096596	VPREB3	protein_coding
ENSG00000128218	ENST00000248948	22	-1	24094930	24096655	VPREB3	protein_coding
ENSG00000169314	ENST00000402217	22	1	24105241	24108048	C22orf15	protein_coding
ENSG00000169314	ENST00000305199	22	1	24105394	24108048	C22orf15	protein_coding
ENSG00000169314	ENST00000382821	22	1	24105410	24108048	C22orf15	protein_coding
ENSG00000250479	ENST00000520222	22	-1	24108021	24110063	CHCHD10	protein_coding
ENSG00000250479	ENST00000401675	22	-1	24108021	24110129	CHCHD10	protein_coding
ENSG00000250479	ENST00000484558	22	-1	24108021	24110630	CHCHD10	protein_coding
ENSG00000099953	ENST00000215743	22	1	24115006	24126503	MMP11	protein_coding
ENSG00000267954	ENST00000598975	22	-1	24124467	24126145	AP000349.1	protein_coding
ENSG00000099956	ENST00000417137	22	1	24129150	24145609	SMARCB1	protein_coding
ENSG00000099956	ENST00000344921	22	1	24129150	24176703	SMARCB1	protein_coding
ENSG00000099956	ENST00000263121	22	1	24129161	24176703	SMARCB1	protein_coding
ENSG00000099956	ENST00000407422	22	1	24129181	24176703	SMARCB1	protein_coding
ENSG00000099956	ENST00000407082	22	1	24129198	24176370	SMARCB1	protein_coding
ENSG00000099958	ENST00000404056	22	-1	24176690	24181193	DERL3	protein_coding
ENSG00000099958	ENST00000406855	22	-1	24176690	24181193	DERL3	protein_coding
ENSG00000099958	ENST00000318109	22	-1	24178921	24181191	DERL3	protein_coding
ENSG00000099958	ENST00000476077	22	-1	24178921	24181199	DERL3	protein_coding
ENSG00000133460	ENST00000345044	22	1	24198890	24228496	SLC2A11	protein_coding
ENSG00000133460	ENST00000403208	22	1	24199050	24212369	SLC2A11	protein_coding
ENSG00000133460	ENST00000398356	22	1	24199059	24227723	SLC2A11	protein_coding
ENSG00000133460	ENST00000405847	22	1	24199121	24219515	SLC2A11	protein_coding
ENSG00000133460	ENST00000316185	22	1	24200150	24227054	SLC2A11	protein_coding
ENSG00000251357	ENST00000433835	22	1	24204375	24237410	AP000350.10	protein_coding
ENSG00000240972	ENST00000215754	22	1	24236191	24237413	MIF	protein_coding
ENSG00000218537	ENST00000406213	22	-1	24236613	24241117	AP000350.4	protein_coding
ENSG00000133433	ENST00000290765	22	-1	24299601	24303373	GSTT2B	protein_coding
ENSG00000133433	ENST00000404172	22	-1	24299806	24303340	GSTT2B	protein_coding
ENSG00000099974	ENST00000215770	22	1	24309089	24314721	DDTL	protein_coding
ENSG00000099977	ENST00000398344	22	-1	24313554	24316773	DDT	protein_coding
ENSG00000099977	ENST00000350608	22	-1	24313554	24322019	DDT	protein_coding
ENSG00000099977	ENST00000428792	22	-1	24313559	24315372	DDT	protein_coding
ENSG00000099977	ENST00000404092	22	-1	24313567	24322660	DDT	protein_coding
ENSG00000099977	ENST00000403754	22	-1	24315293	24316648	DDT	protein_coding
ENSG00000099977	ENST00000430101	22	-1	24315293	24316648	DDT	protein_coding
ENSG00000099984	ENST00000215780	22	1	24322339	24326106	GSTT2	protein_coding
ENSG00000099984	ENST00000402588	22	1	24322387	24325797	GSTT2	protein_coding
ENSG00000184674	ENST00000436103	22	-1	24376133	24379492	GSTT1	protein_coding
ENSG00000184674	ENST00000248935	22	-1	24376133	24384284	GSTT1	protein_coding
ENSG00000184674	ENST00000439996	22	-1	24376291	24384242	GSTT1	protein_coding
ENSG00000184674	ENST00000417870	22	-1	24376533	24384252	GSTT1	protein_coding
ENSG00000184674	ENST00000447865	22	-1	24381705	24384680	GSTT1	protein_coding
ENSG00000099991	ENST00000454754	22	1	24407642	24452767	CABIN1	protein_coding
ENSG00000099991	ENST00000263119	22	1	24407765	24574596	CABIN1	protein_coding
ENSG00000099991	ENST00000405822	22	1	24407798	24574596	CABIN1	protein_coding
ENSG00000099991	ENST00000445422	22	1	24407866	24452781	CABIN1	protein_coding
ENSG00000099991	ENST00000398319	22	1	24407868	24574596	CABIN1	protein_coding
ENSG00000099991	ENST00000337989	22	1	24551806	24574595	CABIN1	protein_coding
ENSG00000099994	ENST00000358321	22	1	24577227	24585078	SUSD2	protein_coding
ENSG00000099998	ENST00000263112	22	-1	24615622	24641046	GGT5	protein_coding
ENSG00000099998	ENST00000327365	22	-1	24615622	24641110	GGT5	protein_coding
ENSG00000099998	ENST00000425408	22	-1	24615628	24622080	GGT5	protein_coding
ENSG00000099998	ENST00000398292	22	-1	24615628	24641027	GGT5	protein_coding
ENSG00000099998	ENST00000418439	22	-1	24615708	24641050	GGT5	protein_coding
ENSG00000099998	ENST00000424217	22	-1	24628941	24641050	GGT5	protein_coding
ENSG00000100014	ENST00000437398	22	1	24666786	24813707	SPECC1L	protein_coding
ENSG00000100014	ENST00000421374	22	1	24666790	24726369	SPECC1L	protein_coding
ENSG00000100014	ENST00000314328	22	1	24666808	24813708	SPECC1L	protein_coding
ENSG00000100014	ENST00000541492	22	1	24666851	24810741	SPECC1L	protein_coding
ENSG00000100014	ENST00000440893	22	1	24700364	24717656	SPECC1L	protein_coding
ENSG00000128271	ENST00000424232	22	1	24819565	24829635	ADORA2A	protein_coding
ENSG00000128271	ENST00000486108	22	1	24819599	24829697	ADORA2A	protein_coding
ENSG00000128271	ENST00000464977	22	1	24820366	24829391	ADORA2A	protein_coding
ENSG00000128271	ENST00000444262	22	1	24820377	24837313	ADORA2A	protein_coding
ENSG00000128271	ENST00000496258	22	1	24823530	24829622	ADORA2A	protein_coding
ENSG00000128271	ENST00000337539	22	1	24823530	24838328	ADORA2A	protein_coding
ENSG00000128271	ENST00000472248	22	1	24828087	24829460	ADORA2A	protein_coding
ENSG00000128271	ENST00000436735	22	1	24828135	24829565	ADORA2A	protein_coding
ENSG00000128271	ENST00000439591	22	1	24828808	24829602	ADORA2A	protein_coding
ENSG00000100024	ENST00000413389	22	1	24863206	24922636	UPB1	protein_coding
ENSG00000100024	ENST00000326010	22	1	24891028	24922553	UPB1	protein_coding
ENSG00000100024	ENST00000382760	22	1	24891210	24899706	UPB1	protein_coding
ENSG00000138867	ENST00000407471	22	-1	24936406	24951150	GUCD1	protein_coding
ENSG00000138867	ENST00000435822	22	-1	24936406	24951284	GUCD1	protein_coding
ENSG00000138867	ENST00000404664	22	-1	24938366	24951903	GUCD1	protein_coding
ENSG00000138867	ENST00000447813	22	-1	24938655	24951057	GUCD1	protein_coding
ENSG00000138867	ENST00000402766	22	-1	24938724	24951093	GUCD1	protein_coding
ENSG00000138867	ENST00000407973	22	-1	24942885	24951827	GUCD1	protein_coding
ENSG00000100028	ENST00000215829	22	1	24951471	24968740	SNRPD3	protein_coding
ENSG00000100028	ENST00000402849	22	1	24951975	24978020	SNRPD3	protein_coding
ENSG00000100031	ENST00000248923	22	1	24979718	25024935	GGT1	protein_coding
ENSG00000178026	ENST00000318753	22	-1	24981588	24989030	FAM211B	protein_coding
ENSG00000100031	ENST00000456869	22	1	24990778	25007138	GGT1	protein_coding
ENSG00000100031	ENST00000411974	22	1	24990781	25011074	GGT1	protein_coding
ENSG00000100031	ENST00000412658	22	1	24999114	25024101	GGT1	protein_coding
ENSG00000100031	ENST00000445029	22	1	24999151	25010781	GGT1	protein_coding
ENSG00000100031	ENST00000419133	22	1	24999165	25016435	GGT1	protein_coding
ENSG00000100031	ENST00000400382	22	1	24999168	25024969	GGT1	protein_coding
ENSG00000100031	ENST00000438643	22	1	24999180	25007159	GGT1	protein_coding
ENSG00000100031	ENST00000452551	22	1	24999180	25011094	GGT1	protein_coding
ENSG00000100031	ENST00000400383	22	1	24999180	25024972	GGT1	protein_coding
ENSG00000100031	ENST00000412898	22	1	24999182	25010818	GGT1	protein_coding
ENSG00000100031	ENST00000400380	22	1	24999183	25024968	GGT1	protein_coding
ENSG00000100031	ENST00000455483	22	1	24999184	25010871	GGT1	protein_coding
ENSG00000100031	ENST00000430289	22	1	24999202	25011038	GGT1	protein_coding
ENSG00000100031	ENST00000447416	22	1	25003588	25011092	GGT1	protein_coding
ENSG00000100031	ENST00000432867	22	1	25003606	25011045	GGT1	protein_coding
ENSG00000100031	ENST00000451366	22	1	25003626	25011060	GGT1	protein_coding
ENSG00000100031	ENST00000406383	22	1	25003626	25024972	GGT1	protein_coding
ENSG00000100031	ENST00000428855	22	1	25003631	25011092	GGT1	protein_coding
ENSG00000100031	ENST00000401885	22	1	25023147	25024963	GGT1	protein_coding
ENSG00000100031	ENST00000404532	22	1	25023219	25024942	GGT1	protein_coding
ENSG00000100031	ENST00000403838	22	1	25023222	25024972	GGT1	protein_coding
ENSG00000100031	ENST00000404223	22	1	25023375	25024963	GGT1	protein_coding
ENSG00000100031	ENST00000404920	22	1	25023411	25024806	GGT1	protein_coding
ENSG00000184571	ENST00000332271	22	-1	25115001	25170683	PIWIL3	protein_coding
ENSG00000184571	ENST00000527701	22	-1	25115217	25170444	PIWIL3	protein_coding
ENSG00000184571	ENST00000533313	22	-1	25115217	25170444	PIWIL3	protein_coding
ENSG00000167037	ENST00000400358	22	1	25202236	25323545	SGSM1	protein_coding
ENSG00000167037	ENST00000400359	22	1	25202286	25321104	SGSM1	protein_coding
ENSG00000206069	ENST00000407886	22	-1	25331077	25342662	TMEM211	protein_coding
ENSG00000206069	ENST00000382744	22	-1	25331208	25335314	TMEM211	protein_coding
ENSG00000206069	ENST00000423535	22	-1	25331208	25335502	TMEM211	protein_coding
ENSG00000197077	ENST00000406486	22	1	25348697	25590424	KIAA1671	protein_coding
ENSG00000197077	ENST00000358431	22	1	25423941	25593411	KIAA1671	protein_coding
ENSG00000197077	ENST00000401395	22	1	25465936	25593415	KIAA1671	protein_coding
ENSG00000100053	ENST00000215855	22	1	25595817	25603330	CRYBB3	protein_coding
ENSG00000100053	ENST00000404334	22	1	25595840	25603234	CRYBB3	protein_coding
ENSG00000244752	ENST00000398215	22	1	25615489	25627836	CRYBB2	protein_coding
ENSG00000100068	ENST00000402859	22	-1	25747388	25777544	LRP5L	protein_coding
ENSG00000100068	ENST00000444995	22	-1	25747424	25801344	LRP5L	protein_coding
ENSG00000100068	ENST00000402785	22	-1	25747429	25756156	LRP5L	protein_coding
ENSG00000100068	ENST00000468442	22	-1	25756049	25777498	LRP5L	protein_coding
ENSG00000100077	ENST00000324198	22	1	25960816	26125261	ADRBK2	protein_coding
ENSG00000133454	ENST00000536101	22	1	26138111	26423732	MYO18B	protein_coding
ENSG00000133454	ENST00000335473	22	1	26138120	26427007	MYO18B	protein_coding
ENSG00000133454	ENST00000407587	22	1	26138201	26426610	MYO18B	protein_coding
ENSG00000133454	ENST00000543971	22	1	26351281	26426611	MYO18B	protein_coding
ENSG00000100095	ENST00000404234	22	1	26565440	26776437	SEZ6L	protein_coding
ENSG00000100095	ENST00000529632	22	1	26565440	26779555	SEZ6L	protein_coding
ENSG00000100095	ENST00000360929	22	1	26565480	26779562	SEZ6L	protein_coding
ENSG00000100095	ENST00000248933	22	1	26565541	26776339	SEZ6L	protein_coding
ENSG00000100095	ENST00000343706	22	1	26565624	26776300	SEZ6L	protein_coding
ENSG00000100095	ENST00000402979	22	1	26688217	26776434	SEZ6L	protein_coding
ENSG00000100095	ENST00000403121	22	1	26688217	26776434	SEZ6L	protein_coding
ENSG00000100095	ENST00000411842	22	1	26743681	26776525	SEZ6L	protein_coding
ENSG00000128203	ENST00000215906	22	1	26825239	26840981	ASPHD2	protein_coding
ENSG00000100099	ENST00000398141	22	-1	26847446	26875347	HPS4	protein_coding
ENSG00000100099	ENST00000398145	22	-1	26847446	26879778	HPS4	protein_coding
ENSG00000100099	ENST00000402105	22	-1	26848049	26875647	HPS4	protein_coding
ENSG00000100099	ENST00000336873	22	-1	26848049	26879761	HPS4	protein_coding
ENSG00000100099	ENST00000422379	22	-1	26860205	26879749	HPS4	protein_coding
ENSG00000100104	ENST00000215917	22	1	26879843	26890624	SRRD	protein_coding
ENSG00000100109	ENST00000407690	22	-1	26887191	26908471	TFIP11	protein_coding
ENSG00000100109	ENST00000407431	22	-1	26887893	26908343	TFIP11	protein_coding
ENSG00000100109	ENST00000407148	22	-1	26887893	26908462	TFIP11	protein_coding
ENSG00000100109	ENST00000405938	22	-1	26887952	26908465	TFIP11	protein_coding
ENSG00000100109	ENST00000450493	22	-1	26895380	26902298	TFIP11	protein_coding
ENSG00000100109	ENST00000455080	22	-1	26902740	26908426	TFIP11	protein_coding
ENSG00000100109	ENST00000418876	22	-1	26902840	26908444	TFIP11	protein_coding
ENSG00000100109	ENST00000420242	22	-1	26902844	26908462	TFIP11	protein_coding
ENSG00000100109	ENST00000440258	22	-1	26906111	26908455	TFIP11	protein_coding
ENSG00000128294	ENST00000338754	22	-1	26921458	26986127	TPST2	protein_coding
ENSG00000128294	ENST00000398110	22	-1	26921712	26961334	TPST2	protein_coding
ENSG00000128294	ENST00000403880	22	-1	26921712	26992681	TPST2	protein_coding
ENSG00000128294	ENST00000445720	22	-1	26931861	26936837	TPST2	protein_coding
ENSG00000128294	ENST00000442495	22	-1	26937172	26986089	TPST2	protein_coding
ENSG00000128294	ENST00000454778	22	-1	26937237	26946619	TPST2	protein_coding
ENSG00000128294	ENST00000440953	22	-1	26937405	26986089	TPST2	protein_coding
ENSG00000128294	ENST00000453117	22	-1	26937451	26961692	TPST2	protein_coding
ENSG00000128294	ENST00000450022	22	-1	26937456	26986089	TPST2	protein_coding
ENSG00000100122	ENST00000215939	22	-1	26995242	27014052	CRYBB1	protein_coding
ENSG00000196431	ENST00000354760	22	1	27017928	27026636	CRYBA4	protein_coding
ENSG00000169184	ENST00000302326	22	-1	28144265	28197486	MN1	protein_coding
ENSG00000180957	ENST00000335272	22	-1	28247657	28315256	PITPNB	protein_coding
ENSG00000180957	ENST00000320996	22	-1	28247658	28315243	PITPNB	protein_coding
ENSG00000180957	ENST00000455418	22	-1	28247660	28315115	PITPNB	protein_coding
ENSG00000180957	ENST00000415296	22	-1	28256184	28316122	PITPNB	protein_coding
ENSG00000180957	ENST00000436663	22	-1	28269763	28315202	PITPNB	protein_coding
ENSG00000100154	ENST00000397906	22	-1	28374004	29075853	TTC28	protein_coding
ENSG00000100154	ENST00000431039	22	-1	28379587	28392227	TTC28	protein_coding
ENSG00000100154	ENST00000442232	22	-1	28424803	28490123	TTC28	protein_coding
ENSG00000183765	ENST00000434810	22	-1	29083731	29107919	CHEK2	protein_coding
ENSG00000183765	ENST00000456369	22	-1	29083731	29107943	CHEK2	protein_coding
ENSG00000183765	ENST00000348295	22	-1	29083731	29137822	CHEK2	protein_coding
ENSG00000183765	ENST00000382565	22	-1	29083731	29137822	CHEK2	protein_coding
ENSG00000183765	ENST00000382566	22	-1	29083731	29137822	CHEK2	protein_coding
ENSG00000183765	ENST00000382578	22	-1	29083731	29137822	CHEK2	protein_coding
ENSG00000183765	ENST00000544772	22	-1	29083731	29138410	CHEK2	protein_coding
ENSG00000183765	ENST00000404276	22	-1	29083732	29130709	CHEK2	protein_coding
ENSG00000183765	ENST00000328354	22	-1	29083732	29137832	CHEK2	protein_coding
ENSG00000183765	ENST00000405598	22	-1	29083750	29137788	CHEK2	protein_coding
ENSG00000183765	ENST00000382580	22	-1	29083751	29137826	CHEK2	protein_coding
ENSG00000183765	ENST00000402731	22	-1	29083885	29130709	CHEK2	protein_coding
ENSG00000183765	ENST00000403642	22	-1	29083885	29130709	CHEK2	protein_coding
ENSG00000183765	ENST00000447421	22	-1	29092886	29130715	CHEK2	protein_coding
ENSG00000183765	ENST00000425190	22	-1	29092956	29137799	CHEK2	protein_coding
ENSG00000183765	ENST00000439200	22	-1	29107897	29137771	CHEK2	protein_coding
ENSG00000183765	ENST00000398017	22	-1	29121071	29137790	CHEK2	protein_coding
ENSG00000100209	ENST00000216027	22	1	29138019	29153498	HSCB	protein_coding
ENSG00000100209	ENST00000398941	22	1	29138043	29153503	HSCB	protein_coding
ENSG00000159873	ENST00000249064	22	1	29168662	29185283	CCDC117	protein_coding
ENSG00000159873	ENST00000444523	22	1	29168716	29177091	CCDC117	protein_coding
ENSG00000159873	ENST00000448492	22	1	29168716	29182441	CCDC117	protein_coding
ENSG00000159873	ENST00000421503	22	1	29168762	29182760	CCDC117	protein_coding
ENSG00000159873	ENST00000443309	22	1	29169132	29182664	CCDC117	protein_coding
ENSG00000159873	ENST00000432510	22	1	29169229	29182081	CCDC117	protein_coding
ENSG00000100219	ENST00000216037	22	-1	29190543	29196585	XBP1	protein_coding
ENSG00000100219	ENST00000403532	22	-1	29190545	29196546	XBP1	protein_coding
ENSG00000100219	ENST00000405219	22	-1	29190577	29196121	XBP1	protein_coding
ENSG00000100219	ENST00000344347	22	-1	29191163	29196512	XBP1	protein_coding
ENSG00000183579	ENST00000544604	22	1	29279580	29453475	ZNRF3	protein_coding
ENSG00000183579	ENST00000332811	22	1	29279890	29453475	ZNRF3	protein_coding
ENSG00000183579	ENST00000402174	22	1	29313377	29449673	ZNRF3	protein_coding
ENSG00000183579	ENST00000406323	22	1	29383040	29449953	ZNRF3	protein_coding
ENSG00000100249	ENST00000216071	22	-1	29454660	29457832	C22orf31	protein_coding
ENSG00000183762	ENST00000400338	22	1	29469066	29542801	KREMEN1	protein_coding
ENSG00000183762	ENST00000400335	22	1	29469066	29542808	KREMEN1	protein_coding
ENSG00000183762	ENST00000327813	22	1	29469106	29564321	KREMEN1	protein_coding
ENSG00000183762	ENST00000407188	22	1	29469119	29538100	KREMEN1	protein_coding
ENSG00000186998	ENST00000334018	22	1	29601840	29655586	EMID1	protein_coding
ENSG00000186998	ENST00000429226	22	1	29601895	29629417	EMID1	protein_coding
ENSG00000186998	ENST00000404755	22	1	29601901	29655586	EMID1	protein_coding
ENSG00000186998	ENST00000404820	22	1	29601901	29655586	EMID1	protein_coding
ENSG00000186998	ENST00000430127	22	1	29601912	29627604	EMID1	protein_coding
ENSG00000186998	ENST00000433143	22	1	29627007	29639478	EMID1	protein_coding
ENSG00000100263	ENST00000216085	22	-1	29655841	29663967	RHBDD3	protein_coding
ENSG00000100263	ENST00000414672	22	-1	29656801	29664198	RHBDD3	protein_coding
ENSG00000100263	ENST00000406335	22	-1	29659946	29663717	RHBDD3	protein_coding
ENSG00000182944	ENST00000444626	22	1	29663998	29674030	EWSR1	protein_coding
ENSG00000182944	ENST00000332050	22	1	29663998	29696514	EWSR1	protein_coding
ENSG00000182944	ENST00000397938	22	1	29664007	29696515	EWSR1	protein_coding
ENSG00000182944	ENST00000436425	22	1	29664242	29678413	EWSR1	protein_coding
ENSG00000182944	ENST00000447973	22	1	29664242	29678445	EWSR1	protein_coding
ENSG00000182944	ENST00000406548	22	1	29664262	29696326	EWSR1	protein_coding
ENSG00000182944	ENST00000437155	22	1	29664271	29684676	EWSR1	protein_coding
ENSG00000182944	ENST00000415761	22	1	29664279	29683095	EWSR1	protein_coding
ENSG00000182944	ENST00000331029	22	1	29664280	29696515	EWSR1	protein_coding
ENSG00000182944	ENST00000414183	22	1	29664305	29696333	EWSR1	protein_coding
ENSG00000182944	ENST00000333395	22	1	29664307	29686673	EWSR1	protein_coding
ENSG00000182944	ENST00000455726	22	1	29664315	29684668	EWSR1	protein_coding
ENSG00000182944	ENST00000332035	22	1	29664315	29696326	EWSR1	protein_coding
ENSG00000182944	ENST00000360091	22	1	29688148	29696515	EWSR1	protein_coding
ENSG00000185340	ENST00000407647	22	1	29702572	29708774	GAS2L1	protein_coding
ENSG00000185340	ENST00000416823	22	1	29702608	29704510	GAS2L1	protein_coding
ENSG00000185340	ENST00000428622	22	1	29702640	29704525	GAS2L1	protein_coding
ENSG00000185340	ENST00000360113	22	1	29703013	29708771	GAS2L1	protein_coding
ENSG00000185340	ENST00000406549	22	1	29703013	29708774	GAS2L1	protein_coding
ENSG00000185340	ENST00000341313	22	1	29703031	29708083	GAS2L1	protein_coding
ENSG00000185340	ENST00000403764	22	1	29703042	29708774	GAS2L1	protein_coding
ENSG00000185340	ENST00000407854	22	1	29703048	29708774	GAS2L1	protein_coding
ENSG00000185340	ENST00000471961	22	1	29703048	29708774	GAS2L1	protein_coding
ENSG00000100276	ENST00000401450	22	-1	29708922	29711681	RASL10A	protein_coding
ENSG00000100276	ENST00000216101	22	-1	29708922	29711745	RASL10A	protein_coding
ENSG00000100280	ENST00000356015	22	-1	29723671	29784572	AP1B1	protein_coding
ENSG00000100280	ENST00000357586	22	-1	29723671	29784572	AP1B1	protein_coding
ENSG00000100280	ENST00000432560	22	-1	29723671	29784572	AP1B1	protein_coding
ENSG00000100280	ENST00000405198	22	-1	29723854	29763264	AP1B1	protein_coding
ENSG00000100280	ENST00000317368	22	-1	29723854	29784572	AP1B1	protein_coding
ENSG00000100280	ENST00000402502	22	-1	29724727	29763264	AP1B1	protein_coding
ENSG00000100280	ENST00000415447	22	-1	29724810	29819168	AP1B1	protein_coding
ENSG00000100280	ENST00000421126	22	-1	29737552	29766648	AP1B1	protein_coding
ENSG00000100280	ENST00000415756	22	-1	29745262	29747736	AP1B1	protein_coding
ENSG00000128250	ENST00000354373	22	1	29834572	29838444	RFPL1	protein_coding
ENSG00000100285	ENST00000310624	22	1	29876219	29887379	NEFH	protein_coding
ENSG00000100296	ENST00000490103	22	-1	29901868	29949771	THOC5	protein_coding
ENSG00000100296	ENST00000397871	22	-1	29904157	29949644	THOC5	protein_coding
ENSG00000100296	ENST00000397872	22	-1	29904157	29949644	THOC5	protein_coding
ENSG00000100296	ENST00000397873	22	-1	29904347	29949755	THOC5	protein_coding
ENSG00000100296	ENST00000443089	22	-1	29921827	29938877	THOC5	protein_coding
ENSG00000100296	ENST00000440771	22	-1	29932656	29949644	THOC5	protein_coding
ENSG00000100296	ENST00000455450	22	-1	29935327	29941133	THOC5	protein_coding
ENSG00000100296	ENST00000428374	22	-1	29935433	29949669	THOC5	protein_coding
ENSG00000100296	ENST00000418021	22	-1	29939492	29951205	THOC5	protein_coding
ENSG00000184117	ENST00000216121	22	-1	29950797	29977326	NIPSNAP1	protein_coding
ENSG00000184117	ENST00000415100	22	-1	29957159	29977063	NIPSNAP1	protein_coding
ENSG00000184117	ENST00000437094	22	-1	29957159	29977316	NIPSNAP1	protein_coding
ENSG00000186575	ENST00000347330	22	1	29999545	30094583	NF2	protein_coding
ENSG00000186575	ENST00000413209	22	1	29999545	30094583	NF2	protein_coding
ENSG00000186575	ENST00000338641	22	1	29999547	30094587	NF2	protein_coding
ENSG00000186575	ENST00000403435	22	1	29999577	30080151	NF2	protein_coding
ENSG00000186575	ENST00000361452	22	1	29999606	30094583	NF2	protein_coding
ENSG00000186575	ENST00000403999	22	1	29999622	30079904	NF2	protein_coding
ENSG00000186575	ENST00000334961	22	1	29999716	30079904	NF2	protein_coding
ENSG00000186575	ENST00000353887	22	1	29999736	30090800	NF2	protein_coding
ENSG00000186575	ENST00000361166	22	1	29999988	30090795	NF2	protein_coding
ENSG00000186575	ENST00000361676	22	1	29999988	30090800	NF2	protein_coding
ENSG00000186575	ENST00000397789	22	1	29999988	30090800	NF2	protein_coding
ENSG00000100314	ENST00000216144	22	1	30116073	30127828	CABP7	protein_coding
ENSG00000100319	ENST00000344318	22	-1	30126945	30162950	ZMAT5	protein_coding
ENSG00000100319	ENST00000397781	22	-1	30126948	30162969	ZMAT5	protein_coding
ENSG00000184076	ENST00000330029	22	1	30163358	30166402	UQCR10	protein_coding
ENSG00000184076	ENST00000401406	22	1	30163363	30166016	UQCR10	protein_coding
ENSG00000100325	ENST00000307790	22	-1	30184597	30234263	ASCC2	protein_coding
ENSG00000100325	ENST00000397771	22	-1	30184631	30234265	ASCC2	protein_coding
ENSG00000100325	ENST00000542393	22	-1	30184871	30234263	ASCC2	protein_coding
ENSG00000100325	ENST00000411532	22	-1	30189566	30198091	ASCC2	protein_coding
ENSG00000100325	ENST00000431535	22	-1	30210646	30230539	ASCC2	protein_coding
ENSG00000100325	ENST00000412689	22	-1	30217881	30228331	ASCC2	protein_coding
ENSG00000100330	ENST00000401950	22	1	30279144	30423869	MTMR3	protein_coding
ENSG00000100330	ENST00000333027	22	1	30279158	30426855	MTMR3	protein_coding
ENSG00000100330	ENST00000445401	22	1	30279186	30387617	MTMR3	protein_coding
ENSG00000100330	ENST00000323630	22	1	30279187	30423847	MTMR3	protein_coding
ENSG00000100330	ENST00000351488	22	1	30279202	30422484	MTMR3	protein_coding
ENSG00000100330	ENST00000406629	22	1	30367040	30422026	MTMR3	protein_coding
ENSG00000176635	ENST00000336726	22	1	30476163	30573064	HORMAD2	protein_coding
ENSG00000176635	ENST00000403975	22	1	30477000	30573062	HORMAD2	protein_coding
ENSG00000128342	ENST00000249075	22	-1	30636436	30642840	LIF	protein_coding
ENSG00000128342	ENST00000403987	22	-1	30639522	30642728	LIF	protein_coding
ENSG00000099985	ENST00000215781	22	-1	30658818	30662829	OSM	protein_coding
ENSG00000099985	ENST00000403389	22	-1	30659857	30661807	OSM	protein_coding
ENSG00000099985	ENST00000403463	22	-1	30660064	30662828	OSM	protein_coding
ENSG00000239282	ENST00000407689	22	-1	30681106	30685616	GATSL3	protein_coding
ENSG00000239282	ENST00000404953	22	-1	30681135	30685596	GATSL3	protein_coding
ENSG00000248751	ENST00000434291	22	-1	30681234	30695471	RP1-130H16.18	protein_coding
ENSG00000099992	ENST00000215790	22	-1	30687979	30723035	TBC1D10A	protein_coding
