ENSG00000184731	ENST00000327669	2	-1	38814	46385	FAM110C	protein_coding
ENSG00000119801	ENST00000261353	2	1	30369827	30383399	YPEL5	protein_coding
ENSG00000119801	ENST00000402003	2	1	30369873	30383399	YPEL5	protein_coding
ENSG00000119801	ENST00000402708	2	1	30370382	30382417	YPEL5	protein_coding
ENSG00000213626	ENST00000395323	2	1	30454397	30482894	LBH	protein_coding
ENSG00000213626	ENST00000406087	2	1	30454403	30480522	LBH	protein_coding
ENSG00000213626	ENST00000404397	2	1	30454403	30546596	LBH	protein_coding
ENSG00000213626	ENST00000401506	2	1	30455019	30480626	LBH	protein_coding
ENSG00000213626	ENST00000407930	2	1	30455046	30480536	LBH	protein_coding
ENSG00000172954	ENST00000466477	2	1	30670092	30775415	LCLAT1	protein_coding
ENSG00000172954	ENST00000465200	2	1	30670102	30785056	LCLAT1	protein_coding
ENSG00000172954	ENST00000379509	2	1	30670102	30867090	LCLAT1	protein_coding
ENSG00000172954	ENST00000319406	2	1	30670109	30830711	LCLAT1	protein_coding
ENSG00000172954	ENST00000488144	2	1	30670115	30756132	LCLAT1	protein_coding
ENSG00000172954	ENST00000465538	2	1	30670122	30756185	LCLAT1	protein_coding
ENSG00000172954	ENST00000359433	2	1	30670123	30829066	LCLAT1	protein_coding
ENSG00000172954	ENST00000309052	2	1	30670123	30867091	LCLAT1	protein_coding
ENSG00000172954	ENST00000540623	2	1	30670139	30863696	LCLAT1	protein_coding
ENSG00000172954	ENST00000476038	2	1	30670142	30791033	LCLAT1	protein_coding
ENSG00000172954	ENST00000497423	2	1	30670254	30756163	LCLAT1	protein_coding
ENSG00000172954	ENST00000476535	2	1	30670269	30785059	LCLAT1	protein_coding
ENSG00000162949	ENST00000295055	2	-1	30945637	31030312	CAPN13	protein_coding
ENSG00000162949	ENST00000534090	2	-1	30945642	31030311	CAPN13	protein_coding
ENSG00000158089	ENST00000324589	2	-1	31133333	31361013	GALNT14	protein_coding
ENSG00000158089	ENST00000349752	2	-1	31133333	31361592	GALNT14	protein_coding
ENSG00000158089	ENST00000406653	2	-1	31133334	31352490	GALNT14	protein_coding
ENSG00000158089	ENST00000356174	2	-1	31133341	31360962	GALNT14	protein_coding
ENSG00000158089	ENST00000420311	2	-1	31133663	31360887	GALNT14	protein_coding
ENSG00000158089	ENST00000430167	2	-1	31147064	31361369	GALNT14	protein_coding
ENSG00000214711	ENST00000444918	2	-1	31395924	31440411	CAPN14	protein_coding
ENSG00000214711	ENST00000403897	2	-1	31397547	31440411	CAPN14	protein_coding
ENSG00000013016	ENST00000541626	2	1	31456880	31491260	EHD3	protein_coding
ENSG00000013016	ENST00000322054	2	1	31457203	31492313	EHD3	protein_coding
ENSG00000158125	ENST00000379416	2	-1	31557187	31637581	XDH	protein_coding
ENSG00000162959	ENST00000295065	2	-1	32090129	32235626	MEMO1	protein_coding
ENSG00000162959	ENST00000379383	2	-1	32092892	32188367	MEMO1	protein_coding
ENSG00000162959	ENST00000404530	2	-1	32092892	32236043	MEMO1	protein_coding
ENSG00000162959	ENST00000426310	2	-1	32093047	32235444	MEMO1	protein_coding
ENSG00000162959	ENST00000407893	2	-1	32148585	32235567	MEMO1	protein_coding
ENSG00000162959	ENST00000437854	2	-1	32235256	32236299	MEMO1	protein_coding
ENSG00000162961	ENST00000342166	2	-1	32248961	32264881	DPY30	protein_coding
ENSG00000162961	ENST00000295066	2	-1	32249171	32264874	DPY30	protein_coding
ENSG00000021574	ENST00000345662	2	1	32288680	32382705	SPAST	protein_coding
ENSG00000021574	ENST00000315285	2	1	32288776	32382706	SPAST	protein_coding
ENSG00000152683	ENST00000440718	2	1	32390933	32422853	SLC30A6	protein_coding
ENSG00000152683	ENST00000538303	2	1	32390933	32446216	SLC30A6	protein_coding
ENSG00000152683	ENST00000379343	2	1	32390933	32446593	SLC30A6	protein_coding
ENSG00000152683	ENST00000357055	2	1	32390933	32446735	SLC30A6	protein_coding
ENSG00000152683	ENST00000435660	2	1	32390933	32446809	SLC30A6	protein_coding
ENSG00000152683	ENST00000282587	2	1	32390933	32449448	SLC30A6	protein_coding
ENSG00000152683	ENST00000406369	2	1	32390938	32449168	SLC30A6	protein_coding
ENSG00000091106	ENST00000360906	2	-1	32449522	32490801	NLRC4	protein_coding
ENSG00000091106	ENST00000402280	2	-1	32449523	32489949	NLRC4	protein_coding
ENSG00000091106	ENST00000342905	2	-1	32449524	32490801	NLRC4	protein_coding
ENSG00000091106	ENST00000404025	2	-1	32449525	32490923	NLRC4	protein_coding
ENSG00000119820	ENST00000238831	2	1	32502979	32541663	YIPF4	protein_coding
ENSG00000119820	ENST00000441084	2	1	32526512	32532431	YIPF4	protein_coding
ENSG00000115760	ENST00000421745	2	1	32582096	32843966	BIRC6	protein_coding
ENSG00000115760	ENST00000444173	2	1	32658716	32666503	BIRC6	protein_coding
ENSG00000018699	ENST00000448773	2	1	32853099	32865435	TTC27	protein_coding
ENSG00000018699	ENST00000317907	2	1	32853129	33046118	TTC27	protein_coding
ENSG00000018699	ENST00000438654	2	1	32903945	32930065	TTC27	protein_coding
ENSG00000049323	ENST00000404816	2	1	33172039	33624426	LTBP1	protein_coding
ENSG00000049323	ENST00000354476	2	1	33172369	33624573	LTBP1	protein_coding
ENSG00000049323	ENST00000432635	2	1	33359473	33413743	LTBP1	protein_coding
ENSG00000049323	ENST00000390003	2	1	33359664	33624573	LTBP1	protein_coding
ENSG00000049323	ENST00000418533	2	1	33359664	33624573	LTBP1	protein_coding
ENSG00000049323	ENST00000402934	2	1	33359692	33624424	LTBP1	protein_coding
ENSG00000049323	ENST00000404525	2	1	33359706	33624576	LTBP1	protein_coding
ENSG00000049323	ENST00000407925	2	1	33359724	33624430	LTBP1	protein_coding
ENSG00000049323	ENST00000413303	2	1	33468729	33498778	LTBP1	protein_coding
ENSG00000049323	ENST00000468091	2	1	33477794	33498813	LTBP1	protein_coding
ENSG00000049323	ENST00000415140	2	1	33500976	33572476	LTBP1	protein_coding
ENSG00000049323	ENST00000272273	2	1	33516715	33623755	LTBP1	protein_coding
ENSG00000049323	ENST00000422669	2	1	33526597	33588488	LTBP1	protein_coding
ENSG00000152689	ENST00000402538	2	1	33661391	33789817	RASGRP3	protein_coding
ENSG00000152689	ENST00000437184	2	1	33683113	33747169	RASGRP3	protein_coding
ENSG00000152689	ENST00000403687	2	1	33701295	33789798	RASGRP3	protein_coding
ENSG00000152689	ENST00000442390	2	1	33701690	33745076	RASGRP3	protein_coding
ENSG00000152689	ENST00000425210	2	1	33701716	33741640	RASGRP3	protein_coding
ENSG00000152689	ENST00000444784	2	1	33701716	33745720	RASGRP3	protein_coding
ENSG00000152689	ENST00000423159	2	1	33701716	33745723	RASGRP3	protein_coding
ENSG00000152689	ENST00000407811	2	1	33738942	33789672	RASGRP3	protein_coding
ENSG00000119812	ENST00000238823	2	-1	33808725	33824429	FAM98A	protein_coding
ENSG00000119812	ENST00000403368	2	-1	33808737	33824358	FAM98A	protein_coding
ENSG00000119812	ENST00000441530	2	-1	33809746	33824358	FAM98A	protein_coding
ENSG00000119812	ENST00000431950	2	-1	33820554	33824344	FAM98A	protein_coding
ENSG00000150938	ENST00000280527	2	1	36583069	36778278	CRIM1	protein_coding
ENSG00000150938	ENST00000426856	2	1	36583586	36691798	CRIM1	protein_coding
ENSG00000150938	ENST00000428774	2	1	36583614	36606046	CRIM1	protein_coding
ENSG00000150938	ENST00000413985	2	1	36740833	36756655	CRIM1	protein_coding
ENSG00000217075	ENST00000406220	2	-1	36758948	36779411	AC007401.2	protein_coding
ENSG00000171055	ENST00000441005	2	-1	36779401	36808470	FEZ2	protein_coding
ENSG00000171055	ENST00000379245	2	-1	36779401	36825334	FEZ2	protein_coding
ENSG00000171055	ENST00000305852	2	-1	36779406	36818154	FEZ2	protein_coding
ENSG00000171055	ENST00000405912	2	-1	36779437	36825285	FEZ2	protein_coding
ENSG00000171055	ENST00000357996	2	-1	36782831	36873230	FEZ2	protein_coding
ENSG00000205221	ENST00000379242	2	1	36923833	37041930	VIT	protein_coding
ENSG00000205221	ENST00000389975	2	1	36923833	37041935	VIT	protein_coding
ENSG00000205221	ENST00000457137	2	1	36923907	36986818	VIT	protein_coding
ENSG00000205221	ENST00000497382	2	1	36923948	37041930	VIT	protein_coding
ENSG00000205221	ENST00000404084	2	1	36923969	37041883	VIT	protein_coding
ENSG00000205221	ENST00000379241	2	1	36924009	37041932	VIT	protein_coding
ENSG00000205221	ENST00000401530	2	1	36924020	37041576	VIT	protein_coding
ENSG00000205221	ENST00000464309	2	1	37000955	37015197	VIT	protein_coding
ENSG00000268688	ENST00000593798	2	-1	37068327	37068530	AC007382.1	protein_coding
ENSG00000115808	ENST00000263918	2	-1	37070783	37193615	STRN	protein_coding
ENSG00000115808	ENST00000379213	2	-1	37075472	37193606	STRN	protein_coding
ENSG00000008869	ENST00000425467	2	-1	37195526	37216002	HEATR5B	protein_coding
ENSG00000008869	ENST00000233099	2	-1	37208040	37311485	HEATR5B	protein_coding
ENSG00000008869	ENST00000354531	2	-1	37208153	37311485	HEATR5B	protein_coding
ENSG00000152133	ENST00000608836	2	1	37311594	37323738	GPATCH11	protein_coding
ENSG00000152133	ENST00000409774	2	1	37311594	37326387	GPATCH11	protein_coding
ENSG00000152133	ENST00000281932	2	1	37311661	37326387	GPATCH11	protein_coding
ENSG00000055332	ENST00000233057	2	-1	37326353	37384190	EIF2AK2	protein_coding
ENSG00000055332	ENST00000395127	2	-1	37333699	37384190	EIF2AK2	protein_coding
ENSG00000055332	ENST00000405334	2	-1	37334416	37374949	EIF2AK2	protein_coding
ENSG00000055332	ENST00000411537	2	-1	37366867	37384175	EIF2AK2	protein_coding
ENSG00000055332	ENST00000390013	2	-1	37368778	37384208	EIF2AK2	protein_coding
ENSG00000138068	ENST00000260637	2	-1	37394963	37415690	SULT6B1	protein_coding
ENSG00000138068	ENST00000379149	2	-1	37394963	37415783	SULT6B1	protein_coding
ENSG00000138068	ENST00000535679	2	-1	37394963	37415783	SULT6B1	protein_coding
ENSG00000138068	ENST00000407963	2	-1	37395078	37423741	SULT6B1	protein_coding
ENSG00000138068	ENST00000420611	2	-1	37415620	37417088	SULT6B1	protein_coding
ENSG00000138068	ENST00000416345	2	-1	37415620	37423225	SULT6B1	protein_coding
ENSG00000138068	ENST00000433192	2	-1	37415620	37423716	SULT6B1	protein_coding
ENSG00000218739	ENST00000402297	2	1	37423631	37431884	CEBPZ-AS1	protein_coding
ENSG00000218739	ENST00000397064	2	1	37423631	37440868	CEBPZ-AS1	protein_coding
ENSG00000218739	ENST00000406711	2	1	37423648	37430638	CEBPZ-AS1	protein_coding
ENSG00000218739	ENST00000392061	2	1	37423651	37431882	CEBPZ-AS1	protein_coding
ENSG00000218739	ENST00000397226	2	1	37423666	37429835	CEBPZ-AS1	protein_coding
ENSG00000115816	ENST00000234170	2	-1	37428755	37458856	CEBPZ	protein_coding
ENSG00000115816	ENST00000446769	2	-1	37455751	37458512	CEBPZ	protein_coding
ENSG00000003509	ENST00000002125	2	1	37458809	37476303	NDUFAF7	protein_coding
ENSG00000003509	ENST00000336237	2	1	37458822	37476303	NDUFAF7	protein_coding
ENSG00000003509	ENST00000431821	2	1	37458832	37473329	NDUFAF7	protein_coding
ENSG00000003509	ENST00000416653	2	1	37458910	37468771	NDUFAF7	protein_coding
ENSG00000003509	ENST00000439218	2	1	37458963	37473331	NDUFAF7	protein_coding
ENSG00000003509	ENST00000432075	2	1	37458985	37468882	NDUFAF7	protein_coding
ENSG00000115825	ENST00000379066	2	-1	37477645	37545037	PRKD3	protein_coding
ENSG00000115825	ENST00000234179	2	-1	37477648	37544222	PRKD3	protein_coding
ENSG00000115825	ENST00000452104	2	-1	37483841	37499566	PRKD3	protein_coding
ENSG00000115825	ENST00000443977	2	-1	37487499	37501747	PRKD3	protein_coding
ENSG00000115825	ENST00000443187	2	-1	37513375	37551951	PRKD3	protein_coding
ENSG00000115828	ENST00000338415	2	1	37571717	37600465	QPCT	protein_coding
ENSG00000115828	ENST00000404976	2	1	37571737	37599885	QPCT	protein_coding
ENSG00000115828	ENST00000537448	2	1	37571852	37600464	QPCT	protein_coding
ENSG00000115828	ENST00000444022	2	1	37595424	37599942	QPCT	protein_coding
ENSG00000163171	ENST00000295324	2	-1	37869032	37899334	CDC42EP3	protein_coding
ENSG00000163171	ENST00000457889	2	-1	37873084	37899342	CDC42EP3	protein_coding
ENSG00000163171	ENST00000453555	2	-1	37873627	37965611	CDC42EP3	protein_coding
ENSG00000163171	ENST00000422687	2	-1	37873689	37874801	CDC42EP3	protein_coding
ENSG00000115841	ENST00000414644	2	1	38150330	38201257	RMDN2	protein_coding
ENSG00000115841	ENST00000354545	2	1	38152462	38244407	RMDN2	protein_coding
ENSG00000115841	ENST00000406384	2	1	38155902	38244887	RMDN2	protein_coding
ENSG00000115841	ENST00000407257	2	1	38177575	38244701	RMDN2	protein_coding
ENSG00000115841	ENST00000417700	2	1	38177596	38244884	RMDN2	protein_coding
ENSG00000115841	ENST00000234195	2	1	38177606	38294280	RMDN2	protein_coding
ENSG00000115841	ENST00000442857	2	1	38177607	38231330	RMDN2	protein_coding
ENSG00000115841	ENST00000402091	2	1	38177644	38180253	RMDN2	protein_coding
ENSG00000115841	ENST00000425641	2	1	38216690	38244870	RMDN2	protein_coding
ENSG00000138061	ENST00000260630	2	-1	38294652	38303323	CYP1B1	protein_coding
ENSG00000138061	ENST00000407341	2	-1	38297625	38303218	CYP1B1	protein_coding
ENSG00000119787	ENST00000378954	2	-1	38522022	38604404	ATL2	protein_coding
ENSG00000119787	ENST00000406122	2	-1	38522296	38604427	ATL2	protein_coding
ENSG00000119787	ENST00000402054	2	-1	38522751	38603366	ATL2	protein_coding
ENSG00000119787	ENST00000539122	2	-1	38522956	38604415	ATL2	protein_coding
ENSG00000119787	ENST00000332337	2	-1	38523011	38603366	ATL2	protein_coding
ENSG00000119787	ENST00000419554	2	-1	38523043	38604415	ATL2	protein_coding
ENSG00000119787	ENST00000452935	2	-1	38523050	38603736	ATL2	protein_coding
ENSG00000119787	ENST00000546051	2	-1	38523362	38603366	ATL2	protein_coding
ENSG00000119787	ENST00000449130	2	-1	38536520	38604403	ATL2	protein_coding
ENSG00000119787	ENST00000443098	2	-1	38536573	38604398	ATL2	protein_coding
ENSG00000119787	ENST00000451483	2	-1	38546079	38604421	ATL2	protein_coding
ENSG00000143889	ENST00000449105	2	-1	38789120	38830108	HNRNPLL	protein_coding
ENSG00000143889	ENST00000409636	2	-1	38789120	38830171	HNRNPLL	protein_coding
ENSG00000143889	ENST00000378915	2	-1	38790328	38829768	HNRNPLL	protein_coding
ENSG00000143889	ENST00000608859	2	-1	38790328	38830178	HNRNPLL	protein_coding
ENSG00000143889	ENST00000409328	2	-1	38791174	38829999	HNRNPLL	protein_coding
ENSG00000143889	ENST00000441689	2	-1	38795221	38796978	HNRNPLL	protein_coding
ENSG00000143889	ENST00000358367	2	-1	38805098	38830178	HNRNPLL	protein_coding
ENSG00000143889	ENST00000410076	2	-1	38808217	38830071	HNRNPLL	protein_coding
ENSG00000143889	ENST00000425682	2	-1	38810985	38827168	HNRNPLL	protein_coding
ENSG00000143891	ENST00000272252	2	1	38893052	38961910	GALM	protein_coding
ENSG00000143891	ENST00000410063	2	1	38893259	38961100	GALM	protein_coding
ENSG00000143891	ENST00000434934	2	1	38908437	38968379	GALM	protein_coding
ENSG00000115875	ENST00000313117	2	-1	38970741	38978636	SRSF7	protein_coding
ENSG00000115875	ENST00000452806	2	-1	38971859	38976706	SRSF7	protein_coding
ENSG00000115875	ENST00000446327	2	-1	38971892	38978503	SRSF7	protein_coding
ENSG00000115875	ENST00000409276	2	-1	38972035	38978500	SRSF7	protein_coding
ENSG00000152147	ENST00000409011	2	1	38978676	39009107	GEMIN6	protein_coding
ENSG00000152147	ENST00000281950	2	1	39005327	39012142	GEMIN6	protein_coding
ENSG00000152147	ENST00000409566	2	1	39005352	39009089	GEMIN6	protein_coding
ENSG00000163214	ENST00000295373	2	-1	39024871	39103049	DHX57	protein_coding
ENSG00000163214	ENST00000452978	2	-1	39024878	39075544	DHX57	protein_coding
ENSG00000163214	ENST00000442331	2	-1	39043017	39046250	DHX57	protein_coding
ENSG00000163214	ENST00000417233	2	-1	39088928	39103075	DHX57	protein_coding
ENSG00000188010	ENST00000340556	2	1	39103103	39109850	MORN2	protein_coding
ENSG00000188010	ENST00000410014	2	1	39103132	39109787	MORN2	protein_coding
ENSG00000188010	ENST00000409665	2	1	39103152	39109788	MORN2	protein_coding
ENSG00000188010	ENST00000409077	2	1	39103179	39109838	MORN2	protein_coding
ENSG00000188010	ENST00000409131	2	1	39103209	39109793	MORN2	protein_coding
ENSG00000214694	ENST00000409978	2	1	39117021	39202590	ARHGEF33	protein_coding
ENSG00000214694	ENST00000536934	2	1	39146504	39199062	ARHGEF33	protein_coding
ENSG00000214694	ENST00000398800	2	1	39146504	39202586	ARHGEF33	protein_coding
ENSG00000269210	ENST00000601251	2	-1	39186764	39187483	AC019171.1	protein_coding
ENSG00000214694	ENST00000411874	2	1	39187645	39201010	ARHGEF33	protein_coding
ENSG00000214694	ENST00000433605	2	1	39187646	39200394	ARHGEF33	protein_coding
ENSG00000115904	ENST00000426016	2	-1	39208537	39348192	SOS1	protein_coding
ENSG00000115904	ENST00000402219	2	-1	39208694	39347604	SOS1	protein_coding
ENSG00000115904	ENST00000395038	2	-1	39212827	39347591	SOS1	protein_coding
ENSG00000115904	ENST00000428721	2	-1	39250287	39351486	SOS1	protein_coding
ENSG00000115904	ENST00000451331	2	-1	39283874	39351486	SOS1	protein_coding
ENSG00000205111	ENST00000451199	2	-1	39402787	39414848	CDKL4	protein_coding
ENSG00000205111	ENST00000378803	2	-1	39405688	39456673	CDKL4	protein_coding
ENSG00000205111	ENST00000395035	2	-1	39405688	39456673	CDKL4	protein_coding
ENSG00000011566	ENST00000263881	2	-1	39476407	39664453	MAP4K3	protein_coding
ENSG00000011566	ENST00000437545	2	-1	39476419	39606950	MAP4K3	protein_coding
ENSG00000011566	ENST00000341681	2	-1	39476424	39664442	MAP4K3	protein_coding
ENSG00000011566	ENST00000536018	2	-1	39477234	39553074	MAP4K3	protein_coding
ENSG00000011566	ENST00000484274	2	-1	39583306	39664206	MAP4K3	protein_coding
ENSG00000152154	ENST00000281961	2	1	39893059	39945103	TMEM178A	protein_coding
ENSG00000138050	ENST00000505747	2	-1	39963445	40006407	THUMPD2	protein_coding
ENSG00000138050	ENST00000260619	2	-1	39963875	40006289	THUMPD2	protein_coding
ENSG00000138050	ENST00000454352	2	-1	39988472	40006292	THUMPD2	protein_coding
ENSG00000183023	ENST00000406785	2	-1	40324410	40679209	SLC8A1	protein_coding
ENSG00000183023	ENST00000542756	2	-1	40339286	40657444	SLC8A1	protein_coding
ENSG00000183023	ENST00000403092	2	-1	40342171	40739501	SLC8A1	protein_coding
ENSG00000183023	ENST00000405901	2	-1	40342185	40657444	SLC8A1	protein_coding
ENSG00000183023	ENST00000402441	2	-1	40342253	40739575	SLC8A1	protein_coding
ENSG00000183023	ENST00000405269	2	-1	40342390	40838193	SLC8A1	protein_coding
ENSG00000183023	ENST00000332839	2	-1	40342393	40657420	SLC8A1	protein_coding
ENSG00000183023	ENST00000406391	2	-1	40342393	40657420	SLC8A1	protein_coding
ENSG00000183023	ENST00000408028	2	-1	40342393	40657420	SLC8A1	protein_coding
ENSG00000183023	ENST00000542024	2	-1	40342393	40657420	SLC8A1	protein_coding
ENSG00000268898	ENST00000593663	2	1	40488147	40490117	AC007377.1	protein_coding
ENSG00000183023	ENST00000455476	2	-1	40657160	40680578	SLC8A1	protein_coding
ENSG00000183023	ENST00000448531	2	-1	40657160	40739575	SLC8A1	protein_coding
ENSG00000183023	ENST00000417271	2	-1	40657201	40679148	SLC8A1	protein_coding
ENSG00000205086	ENST00000378711	2	-1	42162508	42180943	C2orf91	protein_coding
ENSG00000162878	ENST00000294964	2	1	42275160	42285668	PKDCC	protein_coding
ENSG00000143924	ENST00000318522	2	1	42396490	42559688	EML4	protein_coding
ENSG00000143924	ENST00000402711	2	1	42396493	42557884	EML4	protein_coding
ENSG00000143924	ENST00000401738	2	1	42396601	42558014	EML4	protein_coding
ENSG00000143924	ENST00000453191	2	1	42528393	42557544	EML4	protein_coding
ENSG00000115944	ENST00000468711	2	-1	42560686	42588289	COX7A2L	protein_coding
ENSG00000115944	ENST00000378669	2	-1	42576478	42596150	COX7A2L	protein_coding
ENSG00000115944	ENST00000234301	2	-1	42577647	42588356	COX7A2L	protein_coding
ENSG00000115944	ENST00000463055	2	-1	42580027	42588312	COX7A2L	protein_coding
ENSG00000171126	ENST00000306078	2	-1	42669157	42721237	KCNG3	protein_coding
ENSG00000171126	ENST00000394973	2	-1	42669172	42721117	KCNG3	protein_coding
ENSG00000057935	ENST00000405592	2	1	42721709	42984087	MTA3	protein_coding
ENSG00000057935	ENST00000406652	2	1	42795185	42984087	MTA3	protein_coding
ENSG00000057935	ENST00000407270	2	1	42795657	42936684	MTA3	protein_coding
ENSG00000057935	ENST00000406911	2	1	42795815	42936684	MTA3	protein_coding
ENSG00000057935	ENST00000405094	2	1	42795886	42980539	MTA3	protein_coding
ENSG00000057935	ENST00000433553	2	1	42796524	42836628	MTA3	protein_coding
ENSG00000162881	ENST00000378661	2	-1	42989642	42991401	OXER1	protein_coding
ENSG00000162882	ENST00000294973	2	-1	42994229	43019732	HAAO	protein_coding
ENSG00000162882	ENST00000431905	2	-1	42996851	43019712	HAAO	protein_coding
ENSG00000115970	ENST00000330266	2	-1	43393800	43804327	THADA	protein_coding
ENSG00000152518	ENST00000282388	2	-1	43449541	43453748	ZFP36L2	protein_coding
ENSG00000115970	ENST00000405975	2	-1	43457975	43823185	THADA	protein_coding
ENSG00000115970	ENST00000415080	2	-1	43457976	43823185	THADA	protein_coding
ENSG00000115970	ENST00000407351	2	-1	43457990	43797654	THADA	protein_coding
ENSG00000115970	ENST00000405006	2	-1	43457991	43823113	THADA	protein_coding
ENSG00000115970	ENST00000402360	2	-1	43779207	43819559	THADA	protein_coding
ENSG00000115970	ENST00000404790	2	-1	43783232	43823162	THADA	protein_coding
ENSG00000115970	ENST00000403856	2	-1	43789357	43823146	THADA	protein_coding
ENSG00000152527	ENST00000282406	2	1	43864412	43995126	PLEKHH2	protein_coding
ENSG00000138036	ENST00000260605	2	1	44001178	44037149	DYNC2LI1	protein_coding
ENSG00000138036	ENST00000406852	2	1	44001188	44022318	DYNC2LI1	protein_coding
ENSG00000138036	ENST00000443170	2	1	44001188	44036915	DYNC2LI1	protein_coding
ENSG00000138036	ENST00000398823	2	1	44001203	44022322	DYNC2LI1	protein_coding
ENSG00000138036	ENST00000605786	2	1	44001221	44037136	DYNC2LI1	protein_coding
ENSG00000138036	ENST00000378587	2	1	44003962	44032694	DYNC2LI1	protein_coding
ENSG00000138075	ENST00000260645	2	-1	44039611	44065958	ABCG5	protein_coding
ENSG00000138075	ENST00000543989	2	-1	44039699	44065889	ABCG5	protein_coding
ENSG00000138075	ENST00000405322	2	-1	44039699	44065891	ABCG5	protein_coding
ENSG00000143921	ENST00000272286	2	1	44066103	44105605	ABCG8	protein_coding
ENSG00000138095	ENST00000260665	2	-1	44113647	44223144	LRPPRC	protein_coding
ENSG00000138095	ENST00000419884	2	-1	44115417	44126423	LRPPRC	protein_coding
ENSG00000138095	ENST00000409946	2	-1	44186125	44223117	LRPPRC	protein_coding
ENSG00000138095	ENST00000409659	2	-1	44190647	44223128	LRPPRC	protein_coding
ENSG00000138095	ENST00000447246	2	-1	44201289	44223115	LRPPRC	protein_coding
ENSG00000138032	ENST00000419807	2	1	44395108	44445676	PPM1B	protein_coding
ENSG00000138032	ENST00000409895	2	1	44396000	44436571	PPM1B	protein_coding
ENSG00000138032	ENST00000409432	2	1	44396016	44458610	PPM1B	protein_coding
ENSG00000138032	ENST00000282412	2	1	44396016	44458611	PPM1B	protein_coding
ENSG00000138032	ENST00000378551	2	1	44396016	44461785	PPM1B	protein_coding
ENSG00000138032	ENST00000345249	2	1	44396049	44458611	PPM1B	protein_coding
ENSG00000138032	ENST00000409473	2	1	44428325	44445676	PPM1B	protein_coding
ENSG00000138079	ENST00000260649	2	1	44502599	44548633	SLC3A1	protein_coding
ENSG00000138079	ENST00000409387	2	1	44502603	44545894	SLC3A1	protein_coding
ENSG00000138079	ENST00000410056	2	1	44502675	44528556	SLC3A1	protein_coding
ENSG00000138079	ENST00000409741	2	1	44502675	44539929	SLC3A1	protein_coding
ENSG00000138079	ENST00000409229	2	1	44502675	44542382	SLC3A1	protein_coding
ENSG00000138079	ENST00000409380	2	1	44512222	44547960	SLC3A1	protein_coding
ENSG00000138079	ENST00000427285	2	1	44512634	44528225	SLC3A1	protein_coding
ENSG00000138079	ENST00000409294	2	1	44527166	44541337	SLC3A1	protein_coding
ENSG00000138079	ENST00000409740	2	1	44530945	44547937	SLC3A1	protein_coding
ENSG00000138078	ENST00000541738	2	-1	44544750	44589001	PREPL	protein_coding
ENSG00000138078	ENST00000409411	2	-1	44545902	44588685	PREPL	protein_coding
ENSG00000138078	ENST00000409957	2	-1	44545902	44588700	PREPL	protein_coding
ENSG00000138078	ENST00000409936	2	-1	44545905	44588633	PREPL	protein_coding
ENSG00000138078	ENST00000444696	2	-1	44547405	44550481	PREPL	protein_coding
ENSG00000138078	ENST00000260648	2	-1	44547966	44587813	PREPL	protein_coding
ENSG00000138078	ENST00000409272	2	-1	44547966	44588944	PREPL	protein_coding
ENSG00000138078	ENST00000410081	2	-1	44548061	44588945	PREPL	protein_coding
ENSG00000138078	ENST00000378520	2	-1	44548207	44586888	PREPL	protein_coding
ENSG00000138078	ENST00000378511	2	-1	44548212	44586888	PREPL	protein_coding
ENSG00000138078	ENST00000420756	2	-1	44548603	44550441	PREPL	protein_coding
ENSG00000138078	ENST00000438314	2	-1	44571047	44588632	PREPL	protein_coding
ENSG00000143919	ENST00000402247	2	1	44589089	44776924	CAMKMT	protein_coding
ENSG00000143919	ENST00000407131	2	1	44589095	44858853	CAMKMT	protein_coding
ENSG00000143919	ENST00000403853	2	1	44589103	44684400	CAMKMT	protein_coding
ENSG00000143919	ENST00000378494	2	1	44589103	44999731	CAMKMT	protein_coding
ENSG00000143919	ENST00000428929	2	1	44599881	44619212	CAMKMT	protein_coding
ENSG00000138083	ENST00000260653	2	1	45168902	45173216	SIX3	protein_coding
ENSG00000170577	ENST00000303077	2	-1	45232300	45236569	SIX2	protein_coding
ENSG00000068784	ENST00000263736	2	-1	45615819	45838420	SRBD1	protein_coding
ENSG00000068784	ENST00000535761	2	-1	45616232	45795154	SRBD1	protein_coding
ENSG00000171132	ENST00000421201	2	1	45878484	46070173	PRKCE	protein_coding
ENSG00000171132	ENST00000306156	2	1	45878913	46415129	PRKCE	protein_coding
ENSG00000171132	ENST00000394874	2	1	46228041	46238103	PRKCE	protein_coding
ENSG00000116016	ENST00000449347	2	1	46523747	46588229	EPAS1	protein_coding
ENSG00000116016	ENST00000263734	2	1	46524541	46613836	EPAS1	protein_coding
ENSG00000187600	ENST00000434431	2	1	46706725	46711564	TMEM247	protein_coding
ENSG00000250565	ENST00000306448	2	-1	46738986	46747096	ATP6V1E2	protein_coding
ENSG00000250565	ENST00000522587	2	-1	46739006	46769696	ATP6V1E2	protein_coding
ENSG00000119729	ENST00000238738	2	1	46769867	46810260	RHOQ	protein_coding
ENSG00000119729	ENST00000482449	2	1	46770539	46803795	RHOQ	protein_coding
ENSG00000151665	ENST00000281382	2	-1	46808076	46844258	PIGF	protein_coding
ENSG00000151665	ENST00000306465	2	-1	46808424	46844190	PIGF	protein_coding
ENSG00000151665	ENST00000474980	2	-1	46842157	46844176	PIGF	protein_coding
