ENSG00000198033	ENST00000400113	13	-1	19747910	19755992	TUBA3C	protein_coding
ENSG00000102760	ENST00000379359	13	1	42031695	42045018	RGCC	protein_coding
ENSG00000102763	ENST00000379310	13	-1	42140973	42535220	VWA8	protein_coding
ENSG00000102763	ENST00000281496	13	-1	42293473	42535256	VWA8	protein_coding
ENSG00000102780	ENST00000540693	13	1	42614176	42803294	DGKH	protein_coding
ENSG00000102780	ENST00000337343	13	1	42622889	42803886	DGKH	protein_coding
ENSG00000102780	ENST00000379274	13	1	42622889	42803888	DGKH	protein_coding
ENSG00000102780	ENST00000261491	13	1	42622889	42817032	DGKH	protein_coding
ENSG00000102780	ENST00000536612	13	1	42712178	42803386	DGKH	protein_coding
ENSG00000102780	ENST00000538674	13	1	42729400	42803386	DGKH	protein_coding
ENSG00000023516	ENST00000025301	13	1	42846289	42897396	AKAP11	protein_coding
ENSG00000120659	ENST00000358545	13	1	43136872	43181310	TNFSF11	protein_coding
ENSG00000120659	ENST00000405262	13	1	43140753	43182149	TNFSF11	protein_coding
ENSG00000120659	ENST00000239849	13	1	43148289	43182144	TNFSF11	protein_coding
ENSG00000120659	ENST00000398795	13	1	43148291	43182149	TNFSF11	protein_coding
ENSG00000120659	ENST00000544862	13	1	43148360	43181054	TNFSF11	protein_coding
ENSG00000179813	ENST00000537894	13	1	43355686	43365683	FAM216B	protein_coding
ENSG00000179813	ENST00000313851	13	1	43355751	43365683	FAM216B	protein_coding
ENSG00000133106	ENST00000313640	13	-1	43460524	43566366	EPSTI1	protein_coding
ENSG00000133106	ENST00000313624	13	-1	43460524	43566385	EPSTI1	protein_coding
ENSG00000133106	ENST00000398762	13	-1	43462630	43566301	EPSTI1	protein_coding
ENSG00000133106	ENST00000537828	13	-1	43500513	43565367	EPSTI1	protein_coding
ENSG00000120675	ENST00000379221	13	1	43597339	43683045	DNAJC15	protein_coding
ENSG00000120658	ENST00000261488	13	-1	43787654	44361044	ENOX1	protein_coding
ENSG00000120658	ENST00000412891	13	-1	43787704	44184056	ENOX1	protein_coding
ENSG00000120658	ENST00000540032	13	-1	43894987	43935213	ENOX1	protein_coding
ENSG00000151773	ENST00000444614	13	-1	44410488	44453826	CCDC122	protein_coding
ENSG00000151773	ENST00000281508	13	-1	44430329	44449043	CCDC122	protein_coding
ENSG00000179630	ENST00000441843	13	1	44453420	44468067	LACC1	protein_coding
ENSG00000179630	ENST00000425906	13	1	44453694	44455615	LACC1	protein_coding
ENSG00000179630	ENST00000325686	13	1	44453969	44468068	LACC1	protein_coding
ENSG00000139656	ENST00000400419	13	-1	44717679	44735393	SMIM2	protein_coding
ENSG00000151778	ENST00000379179	13	1	44947978	44971850	SERP2	protein_coding
ENSG00000102804	ENST00000458659	13	-1	45007655	45150701	TSC22D1	protein_coding
ENSG00000102804	ENST00000501704	13	-1	45007661	45150392	TSC22D1	protein_coding
ENSG00000102804	ENST00000261489	13	-1	45007665	45010981	TSC22D1	protein_coding
ENSG00000102804	ENST00000472477	13	-1	45010640	45048386	TSC22D1	protein_coding
ENSG00000102804	ENST00000493016	13	-1	45149784	45151283	TSC22D1	protein_coding
ENSG00000083635	ENST00000379161	13	-1	45513384	45563618	NUFIP1	protein_coding
ENSG00000133114	ENST00000379151	13	1	45563687	45602405	GPALPP1	protein_coding
ENSG00000133114	ENST00000361121	13	1	45563755	45607742	GPALPP1	protein_coding
ENSG00000133114	ENST00000357537	13	1	45579245	45607742	GPALPP1	protein_coding
ENSG00000188342	ENST00000340473	13	1	45694650	45858237	GTF2F2	protein_coding
ENSG00000180332	ENST00000379108	13	-1	45766988	45768852	KCTD4	protein_coding
ENSG00000180332	ENST00000405872	13	-1	45766992	45775175	KCTD4	protein_coding
ENSG00000133112	ENST00000379056	13	-1	45911008	45915347	TPT1	protein_coding
ENSG00000133112	ENST00000528619	13	-1	45911034	45913668	TPT1	protein_coding
ENSG00000133112	ENST00000530245	13	-1	45911313	45913668	TPT1	protein_coding
ENSG00000133112	ENST00000530705	13	-1	45911313	45915505	TPT1	protein_coding
ENSG00000133112	ENST00000379060	13	-1	45911333	45915257	TPT1	protein_coding
ENSG00000133112	ENST00000379055	13	-1	45911437	45915293	TPT1	protein_coding
ENSG00000133112	ENST00000309246	13	-1	45912320	45915221	TPT1	protein_coding
ENSG00000133112	ENST00000527226	13	-1	45912822	45915293	TPT1	protein_coding
ENSG00000174032	ENST00000519676	13	-1	45967451	45992515	SLC25A30	protein_coding
ENSG00000174032	ENST00000539591	13	-1	45969619	45992509	SLC25A30	protein_coding
ENSG00000174032	ENST00000519547	13	-1	45975267	45992515	SLC25A30	protein_coding
ENSG00000174032	ENST00000522438	13	-1	45975323	45992590	SLC25A30	protein_coding
ENSG00000136152	ENST00000349995	13	1	46039060	46110765	COG3	protein_coding
ENSG00000165837	ENST00000298738	13	-1	46115432	46189874	FAM194B	protein_coding
ENSG00000174015	ENST00000310521	13	1	46276446	46288693	SPERT	protein_coding
ENSG00000174015	ENST00000533564	13	1	46276455	46287721	SPERT	protein_coding
ENSG00000174015	ENST00000378966	13	1	46277263	46288694	SPERT	protein_coding
ENSG00000215475	ENST00000400405	13	-1	46354405	46425871	SIAH3	protein_coding
ENSG00000123200	ENST00000242848	13	-1	46528600	46626881	ZC3H13	protein_coding
ENSG00000123200	ENST00000378921	13	-1	46528602	46543805	ZC3H13	protein_coding
ENSG00000123200	ENST00000282007	13	-1	46536314	46626894	ZC3H13	protein_coding
ENSG00000123200	ENST00000428921	13	-1	46616292	46626820	ZC3H13	protein_coding
ENSG00000080618	ENST00000181383	13	-1	46627321	46679161	CPB2	protein_coding
ENSG00000080618	ENST00000439329	13	-1	46627322	46679211	CPB2	protein_coding
ENSG00000136167	ENST00000398576	13	-1	46700055	46785483	LCP1	protein_coding
ENSG00000136167	ENST00000323076	13	-1	46700061	46756459	LCP1	protein_coding
ENSG00000136167	ENST00000435666	13	-1	46700845	46717015	LCP1	protein_coding
ENSG00000136167	ENST00000416500	13	-1	46726916	46742654	LCP1	protein_coding
ENSG00000136167	ENST00000442275	13	-1	46732991	46786006	LCP1	protein_coding
ENSG00000173988	ENST00000446175	13	1	46786083	46844757	LRRC63	protein_coding
ENSG00000173988	ENST00000595396	13	1	46787170	46851501	LRRC63	protein_coding
ENSG00000102445	ENST00000378781	13	-1	46916139	46961635	KIAA0226L	protein_coding
ENSG00000102445	ENST00000378797	13	-1	46916139	46961635	KIAA0226L	protein_coding
ENSG00000102445	ENST00000429979	13	-1	46916139	46961635	KIAA0226L	protein_coding
ENSG00000102445	ENST00000378784	13	-1	46917099	46961368	KIAA0226L	protein_coding
ENSG00000102445	ENST00000378787	13	-1	46917099	46961621	KIAA0226L	protein_coding
ENSG00000102445	ENST00000389908	13	-1	46917099	46964177	KIAA0226L	protein_coding
ENSG00000102445	ENST00000409879	13	-1	46917102	47012325	KIAA0226L	protein_coding
ENSG00000102445	ENST00000322896	13	-1	46917202	46961317	KIAA0226L	protein_coding
ENSG00000102445	ENST00000534925	13	-1	46917415	46961387	KIAA0226L	protein_coding
ENSG00000102445	ENST00000417405	13	-1	46942209	46961365	KIAA0226L	protein_coding
ENSG00000102445	ENST00000439642	13	-1	46946076	46952780	KIAA0226L	protein_coding
ENSG00000136141	ENST00000311191	13	1	47127303	47327175	LRCH1	protein_coding
ENSG00000136141	ENST00000389798	13	1	47127335	47317730	LRCH1	protein_coding
ENSG00000136141	ENST00000389797	13	1	47127395	47316868	LRCH1	protein_coding
ENSG00000136141	ENST00000463929	13	1	47253971	47266712	LRCH1	protein_coding
ENSG00000136141	ENST00000478412	13	1	47254169	47263296	LRCH1	protein_coding
ENSG00000139684	ENST00000378720	13	-1	47345391	47371367	ESD	protein_coding
ENSG00000139684	ENST00000378697	13	-1	47345470	47371268	ESD	protein_coding
ENSG00000139684	ENST00000412582	13	-1	47349518	47358485	ESD	protein_coding
ENSG00000139684	ENST00000471867	13	-1	47349521	47355703	ESD	protein_coding
ENSG00000102468	ENST00000378688	13	-1	47405685	47470173	HTR2A	protein_coding
ENSG00000102468	ENST00000542664	13	-1	47407513	47471169	HTR2A	protein_coding
ENSG00000102468	ENST00000543956	13	-1	47407513	47471169	HTR2A	protein_coding
ENSG00000136143	ENST00000378654	13	-1	48516791	48575462	SUCLA2	protein_coding
ENSG00000136143	ENST00000544100	13	-1	48517124	48575424	SUCLA2	protein_coding
ENSG00000136143	ENST00000534875	13	-1	48517423	48575110	SUCLA2	protein_coding
ENSG00000136143	ENST00000543413	13	-1	48517469	48612125	SUCLA2	protein_coding
ENSG00000136143	ENST00000434484	13	-1	48528278	48575376	SUCLA2	protein_coding
ENSG00000136143	ENST00000433022	13	-1	48528588	48575409	SUCLA2	protein_coding
ENSG00000136159	ENST00000258662	13	1	48611703	48621358	NUDT15	protein_coding
ENSG00000136146	ENST00000258648	13	-1	48650092	48669240	MED4	protein_coding
ENSG00000136146	ENST00000378586	13	-1	48651104	48669267	MED4	protein_coding
ENSG00000136146	ENST00000417167	13	-1	48651307	48669204	MED4	protein_coding
ENSG00000136156	ENST00000378565	13	1	48807294	48836460	ITM2B	protein_coding
ENSG00000136156	ENST00000378549	13	1	48807339	48835524	ITM2B	protein_coding
ENSG00000139687	ENST00000267163	13	1	48877911	49056122	RB1	protein_coding
ENSG00000139679	ENST00000378434	13	-1	48985181	49018840	LPAR6	protein_coding
ENSG00000139679	ENST00000345941	13	-1	48985275	49001043	LPAR6	protein_coding
ENSG00000136161	ENST00000344532	13	-1	49063095	49107369	RCBTB2	protein_coding
ENSG00000136161	ENST00000430805	13	-1	49063709	49107216	RCBTB2	protein_coding
ENSG00000136161	ENST00000544492	13	-1	49064236	49107216	RCBTB2	protein_coding
ENSG00000136161	ENST00000544904	13	-1	49076879	49107213	RCBTB2	protein_coding
ENSG00000152207	ENST00000282018	13	1	49280951	49283498	CYSLTR2	protein_coding
ENSG00000102531	ENST00000492622	13	1	49550048	49783915	FNDC3A	protein_coding
ENSG00000102531	ENST00000541916	13	1	49551020	49782510	FNDC3A	protein_coding
ENSG00000102531	ENST00000398316	13	1	49684449	49783729	FNDC3A	protein_coding
ENSG00000102539	ENST00000218721	13	1	49794474	49796513	MLNR	protein_coding
ENSG00000102539	ENST00000398307	13	1	49794474	49796513	MLNR	protein_coding
ENSG00000102543	ENST00000538056	13	1	49822047	49840046	CDADC1	protein_coding
ENSG00000102543	ENST00000251108	13	1	49822061	49867618	CDADC1	protein_coding
ENSG00000102543	ENST00000444959	13	1	49822083	49866333	CDADC1	protein_coding
ENSG00000102543	ENST00000429346	13	1	49822184	49840062	CDADC1	protein_coding
ENSG00000102547	ENST00000355854	13	-1	49882786	49975735	CAB39L	protein_coding
ENSG00000102547	ENST00000347776	13	-1	49882789	50018221	CAB39L	protein_coding
ENSG00000102547	ENST00000409308	13	-1	49883934	50018262	CAB39L	protein_coding
ENSG00000102547	ENST00000409130	13	-1	49884265	49925263	CAB39L	protein_coding
ENSG00000102547	ENST00000425242	13	-1	49884758	49951267	CAB39L	protein_coding
ENSG00000102547	ENST00000410043	13	-1	49884788	50018189	CAB39L	protein_coding
ENSG00000102547	ENST00000457041	13	-1	49924879	49975661	CAB39L	protein_coding
ENSG00000102547	ENST00000413278	13	-1	49933860	49994611	CAB39L	protein_coding
ENSG00000102547	ENST00000409082	13	-1	49951099	49987887	CAB39L	protein_coding
ENSG00000215462	ENST00000400396	13	-1	50007495	50020554	AL136218.1	protein_coding
ENSG00000136169	ENST00000354234	13	1	50018429	50069138	SETDB2	protein_coding
ENSG00000136169	ENST00000317257	13	1	50018510	50066306	SETDB2	protein_coding
ENSG00000136169	ENST00000258672	13	1	50018895	50059981	SETDB2	protein_coding
ENSG00000136147	ENST00000378319	13	1	50070097	50103123	PHF11	protein_coding
ENSG00000136147	ENST00000426879	13	1	50070152	50102844	PHF11	protein_coding
ENSG00000136147	ENST00000496612	13	1	50070491	50097343	PHF11	protein_coding
ENSG00000136147	ENST00000357596	13	1	50070528	50103117	PHF11	protein_coding
ENSG00000136147	ENST00000485919	13	1	50070533	50092241	PHF11	protein_coding
ENSG00000136147	ENST00000442195	13	1	50070536	50097361	PHF11	protein_coding
ENSG00000136147	ENST00000488958	13	1	50071249	50103112	PHF11	protein_coding
ENSG00000136144	ENST00000258646	13	-1	50106082	50141459	RCBTB1	protein_coding
ENSG00000136144	ENST00000378302	13	-1	50106090	50159719	RCBTB1	protein_coding
ENSG00000136144	ENST00000546015	13	-1	50120638	50159714	RCBTB1	protein_coding
ENSG00000152213	ENST00000282026	13	1	50202435	50208008	ARL11	protein_coding
ENSG00000123179	ENST00000378272	13	-1	50234859	50265599	EBPL	protein_coding
ENSG00000123179	ENST00000378284	13	-1	50234859	50265599	EBPL	protein_coding
ENSG00000123179	ENST00000242827	13	-1	50234862	50265611	EBPL	protein_coding
ENSG00000123179	ENST00000378270	13	-1	50234970	50265593	EBPL	protein_coding
ENSG00000123179	ENST00000378282	13	-1	50236039	50265611	EBPL	protein_coding
ENSG00000123179	ENST00000378268	13	-1	50242306	50265599	EBPL	protein_coding
ENSG00000102753	ENST00000261667	13	-1	50273447	50367057	KPNA3	protein_coding
ENSG00000102753	ENST00000436760	13	-1	50275346	50279888	KPNA3	protein_coding
ENSG00000123178	ENST00000361840	13	-1	50486842	50510476	SPRYD7	protein_coding
ENSG00000123178	ENST00000378195	13	-1	50486842	50510626	SPRYD7	protein_coding
ENSG00000204977	ENST00000442421	13	1	50570024	50586463	TRIM13	protein_coding
ENSG00000204977	ENST00000378183	13	1	50570639	50586876	TRIM13	protein_coding
ENSG00000204977	ENST00000420995	13	1	50571155	50588467	TRIM13	protein_coding
ENSG00000204977	ENST00000378182	13	1	50571168	50592587	TRIM13	protein_coding
ENSG00000204977	ENST00000356017	13	1	50571173	50587316	TRIM13	protein_coding
ENSG00000204977	ENST00000457662	13	1	50571195	50587304	TRIM13	protein_coding
ENSG00000204977	ENST00000298772	13	1	50575242	50587305	TRIM13	protein_coding
ENSG00000198553	ENST00000360473	13	1	50589390	50595056	KCNRG	protein_coding
ENSG00000198553	ENST00000312942	13	1	50589390	50595058	KCNRG	protein_coding
ENSG00000176124	ENST00000378180	13	1	50656307	50679433	DLEU1	protein_coding
ENSG00000186047	ENST00000400393	13	-1	51286037	51418075	DLEU7	protein_coding
ENSG00000186047	ENST00000504404	13	-1	51397044	51417832	DLEU7	protein_coding
ENSG00000136104	ENST00000336617	13	1	51483814	51530901	RNASEH2B	protein_coding
ENSG00000136104	ENST00000422660	13	1	51483892	51544592	RNASEH2B	protein_coding
ENSG00000150510	ENST00000322475	13	1	51796503	51858377	FAM124A	protein_coding
ENSG00000150510	ENST00000280057	13	1	51796507	51855616	FAM124A	protein_coding
ENSG00000253309	ENST00000524365	13	1	51909909	51938871	SERPINE3	protein_coding
ENSG00000253309	ENST00000419898	13	1	51913826	51915370	SERPINE3	protein_coding
ENSG00000253309	ENST00000521255	13	1	51915168	51936237	SERPINE3	protein_coding
ENSG00000253309	ENST00000400389	13	1	51915168	51938418	SERPINE3	protein_coding
ENSG00000102786	ENST00000311234	13	-1	51939363	52027134	INTS6	protein_coding
ENSG00000102786	ENST00000398119	13	-1	51939363	52027343	INTS6	protein_coding
ENSG00000102786	ENST00000497989	13	-1	51939364	51995510	INTS6	protein_coding
ENSG00000102786	ENST00000425000	13	-1	51939783	52027172	INTS6	protein_coding
ENSG00000102786	ENST00000490542	13	-1	51939872	51959400	INTS6	protein_coding
ENSG00000102786	ENST00000463928	13	-1	51941997	52027172	INTS6	protein_coding
ENSG00000102786	ENST00000483746	13	-1	51953678	51958843	INTS6	protein_coding
ENSG00000102786	ENST00000420668	13	-1	51957790	52026766	INTS6	protein_coding
ENSG00000102786	ENST00000491189	13	-1	51969435	52025703	INTS6	protein_coding
ENSG00000102786	ENST00000488009	13	-1	52004371	52025710	INTS6	protein_coding
ENSG00000102786	ENST00000485178	13	-1	52004430	52027728	INTS6	protein_coding
ENSG00000102786	ENST00000483288	13	-1	52004441	52028400	INTS6	protein_coding
ENSG00000102786	ENST00000442263	13	-1	52023620	52027275	INTS6	protein_coding
ENSG00000139668	ENST00000298125	13	1	52158644	52336171	WDFY2	protein_coding
ENSG00000102796	ENST00000444610	13	-1	52342129	52378259	DHRS12	protein_coding
ENSG00000102796	ENST00000218981	13	-1	52342131	52378293	DHRS12	protein_coding
ENSG00000102796	ENST00000280056	13	-1	52344920	52378234	DHRS12	protein_coding
ENSG00000123171	ENST00000242819	13	1	52436117	52440366	CCDC70	protein_coding
ENSG00000123191	ENST00000242839	13	-1	52506809	52585630	ATP7B	protein_coding
ENSG00000123191	ENST00000344297	13	-1	52506810	52585630	ATP7B	protein_coding
ENSG00000123191	ENST00000400366	13	-1	52506810	52585630	ATP7B	protein_coding
ENSG00000123191	ENST00000417240	13	-1	52508740	52536051	ATP7B	protein_coding
ENSG00000123191	ENST00000400370	13	-1	52508822	52585547	ATP7B	protein_coding
ENSG00000123191	ENST00000448424	13	-1	52508822	52585547	ATP7B	protein_coding
ENSG00000123191	ENST00000418097	13	-1	52508829	52585547	ATP7B	protein_coding
ENSG00000123191	ENST00000542656	13	-1	52532500	52549304	ATP7B	protein_coding
ENSG00000253710	ENST00000523764	13	1	52586534	52603793	ALG11	protein_coding
ENSG00000253710	ENST00000521508	13	1	52586550	52603800	ALG11	protein_coding
ENSG00000253797	ENST00000521776	13	1	52598827	52607736	UTP14C	protein_coding
ENSG00000197168	ENST00000355568	13	-1	52638892	52703214	NEK5	protein_coding
ENSG00000136098	ENST00000378101	13	-1	52706779	52733510	NEK3	protein_coding
ENSG00000136098	ENST00000339406	13	-1	52706779	52733996	NEK3	protein_coding
ENSG00000136098	ENST00000400357	13	-1	52706787	52731620	NEK3	protein_coding
ENSG00000136098	ENST00000452082	13	-1	52706787	52731620	NEK3	protein_coding
ENSG00000136098	ENST00000550841	13	-1	52728252	52733670	NEK3	protein_coding
ENSG00000136114	ENST00000544466	13	-1	52951305	52980278	THSD1	protein_coding
ENSG00000136114	ENST00000349258	13	-1	52951305	52980629	THSD1	protein_coding
ENSG00000136114	ENST00000258613	13	-1	52951322	52980263	THSD1	protein_coding
ENSG00000136100	ENST00000378060	13	-1	52986737	53024757	VPS36	protein_coding
ENSG00000136108	ENST00000468284	13	1	53029564	53035488	CKAP2	protein_coding
ENSG00000136108	ENST00000378034	13	1	53029574	53039978	CKAP2	protein_coding
ENSG00000136108	ENST00000258607	13	1	53029574	53050484	CKAP2	protein_coding
ENSG00000136108	ENST00000378037	13	1	53029602	53050763	CKAP2	protein_coding
ENSG00000136108	ENST00000490903	13	1	53030107	53050484	CKAP2	protein_coding
ENSG00000136108	ENST00000480747	13	1	53030143	53035393	CKAP2	protein_coding
ENSG00000139675	ENST00000342657	13	1	53191605	53217919	HNRNPA1L2	protein_coding
ENSG00000139675	ENST00000398039	13	1	53191605	53217919	HNRNPA1L2	protein_coding
ENSG00000139675	ENST00000357495	13	1	53216568	53217915	HNRNPA1L2	protein_coding
ENSG00000165416	ENST00000343788	13	1	53226974	53262007	SUGT1	protein_coding
ENSG00000165416	ENST00000535397	13	1	53226979	53262426	SUGT1	protein_coding
ENSG00000165416	ENST00000310528	13	1	53227001	53275044	SUGT1	protein_coding
ENSG00000136110	ENST00000448904	13	-1	53277399	53313947	LECT1	protein_coding
ENSG00000136110	ENST00000377962	13	-1	53277404	53313915	LECT1	protein_coding
ENSG00000136110	ENST00000431550	13	-1	53286851	53313487	LECT1	protein_coding
ENSG00000136099	ENST00000377942	13	-1	53418109	53422775	PCDH8	protein_coding
ENSG00000136099	ENST00000338862	13	-1	53418116	53422640	PCDH8	protein_coding
ENSG00000102837	ENST00000219022	13	1	53602894	53626192	OLFM4	protein_coding
ENSG00000204919	ENST00000377931	13	1	57715052	57718073	PRR20A	protein_coding
ENSG00000204918	ENST00000377930	13	1	57721622	57724643	PRR20B	protein_coding
ENSG00000229665	ENST00000544357	13	1	57728195	57731216	PRR20C	protein_coding
ENSG00000227151	ENST00000452123	13	1	57734766	57737787	PRR20D	protein_coding
ENSG00000234278	ENST00000434815	13	1	57741331	57744352	PRR20E	protein_coding
ENSG00000234278	ENST00000445351	13	1	57741718	57744352	PRR20E	protein_coding
ENSG00000118946	ENST00000377918	13	1	58206655	58303445	PCDH17	protein_coding
ENSG00000139734	ENST00000400324	13	-1	60239717	60738121	DIAPH3	protein_coding
ENSG00000139734	ENST00000400330	13	-1	60239725	60738119	DIAPH3	protein_coding
ENSG00000139734	ENST00000377908	13	-1	60240718	60737900	DIAPH3	protein_coding
ENSG00000139734	ENST00000400319	13	-1	60240718	60737900	DIAPH3	protein_coding
ENSG00000139734	ENST00000400320	13	-1	60240718	60737900	DIAPH3	protein_coding
ENSG00000139734	ENST00000267215	13	-1	60348193	60737900	DIAPH3	protein_coding
ENSG00000083544	ENST00000196169	13	1	60970591	61148012	TDRD3	protein_coding
ENSG00000083544	ENST00000377894	13	1	60971122	61148011	TDRD3	protein_coding
ENSG00000083544	ENST00000535286	13	1	60971427	61148012	TDRD3	protein_coding
ENSG00000083544	ENST00000377881	13	1	60971468	61148006	TDRD3	protein_coding
ENSG00000083544	ENST00000377882	13	1	61008183	61060033	TDRD3	protein_coding
ENSG00000197991	ENST00000409204	13	-1	61983818	61989655	PCDH20	protein_coding
ENSG00000197991	ENST00000409186	13	-1	61983991	62001982	PCDH20	protein_coding
ENSG00000226974	ENST00000453638	13	1	64320934	64321323	AL445989.1	protein_coding
ENSG00000184226	ENST00000544246	13	-1	66876967	67804468	PCDH9	protein_coding
ENSG00000184226	ENST00000377865	13	-1	66876969	67802707	PCDH9	protein_coding
ENSG00000184226	ENST00000456367	13	-1	66877252	67804463	PCDH9	protein_coding
ENSG00000184226	ENST00000328454	13	-1	66878736	67802572	PCDH9	protein_coding
ENSG00000184226	ENST00000377861	13	-1	67798863	67804463	PCDH9	protein_coding
ENSG00000150361	ENST00000377844	13	-1	70274726	70682591	KLHL1	protein_coding
ENSG00000150361	ENST00000545028	13	-1	70275744	70681814	KLHL1	protein_coding
ENSG00000165659	ENST00000305425	13	-1	72012098	72441330	DACH1	protein_coding
ENSG00000165659	ENST00000313174	13	-1	72012098	72441330	DACH1	protein_coding
ENSG00000165659	ENST00000354591	13	-1	72012098	72441330	DACH1	protein_coding
ENSG00000165659	ENST00000359684	13	-1	72014078	72440907	DACH1	protein_coding
ENSG00000204899	ENST00000377818	13	-1	73282495	73301825	MZT1	protein_coding
ENSG00000136122	ENST00000377814	13	1	73302061	73319317	BORA	protein_coding
ENSG00000136122	ENST00000377815	13	1	73302061	73329466	BORA	protein_coding
ENSG00000136122	ENST00000390667	13	1	73302064	73330336	BORA	protein_coding
ENSG00000083520	ENST00000377767	13	-1	73329540	73356071	DIS3	protein_coding
ENSG00000083520	ENST00000377780	13	-1	73331581	73356063	DIS3	protein_coding
ENSG00000083520	ENST00000545453	13	-1	73333182	73356234	DIS3	protein_coding
ENSG00000083535	ENST00000326291	13	1	73356197	73590591	PIBF1	protein_coding
ENSG00000102554	ENST00000539231	13	1	73629114	73650129	KLF5	protein_coding
ENSG00000102554	ENST00000377687	13	1	73632930	73651676	KLF5	protein_coding
ENSG00000118922	ENST00000377669	13	-1	74260226	74569186	KLF12	protein_coding
ENSG00000118922	ENST00000377666	13	-1	74269536	74708394	KLF12	protein_coding
ENSG00000177596	ENST00000325811	13	-1	74987094	74993252	AL355390.1	protein_coding
ENSG00000136111	ENST00000377636	13	-1	75858808	76056250	TBC1D4	protein_coding
ENSG00000136111	ENST00000377625	13	-1	75858809	76056250	TBC1D4	protein_coding
ENSG00000136111	ENST00000425511	13	-1	75858809	76056250	TBC1D4	protein_coding
ENSG00000136111	ENST00000431480	13	-1	75858809	76056250	TBC1D4	protein_coding
ENSG00000136111	ENST00000413735	13	-1	75884171	75915667	TBC1D4	protein_coding
ENSG00000188243	ENST00000406936	13	-1	76099350	76111991	COMMD6	protein_coding
ENSG00000188243	ENST00000377615	13	-1	76099355	76112938	COMMD6	protein_coding
ENSG00000188243	ENST00000377619	13	-1	76100572	76111754	COMMD6	protein_coding
ENSG00000188243	ENST00000355801	13	-1	76100572	76111977	COMMD6	protein_coding
ENSG00000118939	ENST00000377595	13	1	76123927	76180069	UCHL3	protein_coding
ENSG00000118939	ENST00000419068	13	1	76140846	76180085	UCHL3	protein_coding
ENSG00000136153	ENST00000341547	13	1	76194570	76434002	LMO7	protein_coding
ENSG00000136153	ENST00000357063	13	1	76194570	76434004	LMO7	protein_coding
ENSG00000136153	ENST00000377534	13	1	76194570	76434004	LMO7	protein_coding
ENSG00000136153	ENST00000377499	13	1	76210459	76419504	LMO7	protein_coding
ENSG00000136153	ENST00000534657	13	1	76334503	76378499	LMO7	protein_coding
ENSG00000136153	ENST00000321797	13	1	76334570	76432808	LMO7	protein_coding
ENSG00000136153	ENST00000526202	13	1	76334795	76432292	LMO7	protein_coding
ENSG00000136153	ENST00000465261	13	1	76334797	76432811	LMO7	protein_coding
ENSG00000136153	ENST00000497947	13	1	76362974	76391414	LMO7	protein_coding
ENSG00000136153	ENST00000526371	13	1	76378310	76379896	LMO7	protein_coding
ENSG00000136153	ENST00000526528	13	1	76378314	76381823	LMO7	protein_coding
ENSG00000136153	ENST00000489941	13	1	76378363	76393662	LMO7	protein_coding
ENSG00000136153	ENST00000525373	13	1	76378366	76395411	LMO7	protein_coding
ENSG00000136153	ENST00000447038	13	1	76378456	76419504	LMO7	protein_coding
ENSG00000136153	ENST00000524651	13	1	76397846	76415337	LMO7	protein_coding
ENSG00000136153	ENST00000525107	13	1	76407221	76414246	LMO7	protein_coding
ENSG00000136153	ENST00000525914	13	1	76408435	76417023	LMO7	protein_coding
ENSG00000136153	ENST00000533809	13	1	76413852	76415322	LMO7	protein_coding
ENSG00000178734	ENST00000318245	13	1	76445187	76457947	C13orf45	protein_coding
ENSG00000178695	ENST00000377474	13	-1	77454312	77460525	KCTD12	protein_coding
ENSG00000178695	ENST00000317765	13	-1	77455988	77460540	KCTD12	protein_coding
ENSG00000102794	ENST00000377462	13	1	77522632	77532777	IRG1	protein_coding
ENSG00000102794	ENST00000449753	13	1	77526612	77532120	IRG1	protein_coding
ENSG00000102805	ENST00000377453	13	1	77564795	77576652	CLN5	protein_coding
ENSG00000005812	ENST00000355619	13	-1	77579389	77601285	FBXL3	protein_coding
ENSG00000005812	ENST00000417323	13	-1	77581700	77601330	FBXL3	protein_coding
ENSG00000005810	ENST00000544440	13	-1	77618792	77900814	MYCBP2	protein_coding
ENSG00000005810	ENST00000407578	13	-1	77618792	77901177	MYCBP2	protein_coding
ENSG00000005810	ENST00000357337	13	-1	77618793	77901179	MYCBP2	protein_coding
ENSG00000005810	ENST00000429715	13	-1	77619037	77661649	MYCBP2	protein_coding
ENSG00000005810	ENST00000360084	13	-1	77672203	77901179	MYCBP2	protein_coding
ENSG00000136155	ENST00000535157	13	1	78109809	78219394	SCEL	protein_coding
ENSG00000136155	ENST00000377246	13	1	78109894	78219398	SCEL	protein_coding
ENSG00000136155	ENST00000349847	13	1	78109895	78218644	SCEL	protein_coding
ENSG00000139737	ENST00000422114	13	1	78272023	78320789	SLAIN1	protein_coding
ENSG00000139737	ENST00000466548	13	1	78272023	78338259	SLAIN1	protein_coding
ENSG00000139737	ENST00000418532	13	1	78272470	78338377	SLAIN1	protein_coding
ENSG00000139737	ENST00000446759	13	1	78272558	78320990	SLAIN1	protein_coding
ENSG00000139737	ENST00000442759	13	1	78272558	78327417	SLAIN1	protein_coding
ENSG00000139737	ENST00000488699	13	1	78273016	78337492	SLAIN1	protein_coding
ENSG00000139737	ENST00000377236	13	1	78273017	78318507	SLAIN1	protein_coding
ENSG00000139737	ENST00000267219	13	1	78293733	78338364	SLAIN1	protein_coding
