ENSG00000268640	ENST00000594563	12	1	147052	147377	AC026369.1	protein_coding
ENSG00000139112	ENST00000539170	12	1	10366039	10375709	GABARAPL1	protein_coding
ENSG00000139112	ENST00000545290	12	1	10366228	10374398	GABARAPL1	protein_coding
ENSG00000134539	ENST00000544747	12	1	10378657	10467418	KLRD1	protein_coding
ENSG00000134539	ENST00000381907	12	1	10457045	10468738	KLRD1	protein_coding
ENSG00000134539	ENST00000336164	12	1	10460417	10469850	KLRD1	protein_coding
ENSG00000134539	ENST00000350274	12	1	10460417	10469850	KLRD1	protein_coding
ENSG00000134539	ENST00000381908	12	1	10460417	10469850	KLRD1	protein_coding
ENSG00000134539	ENST00000543420	12	1	10460549	10467576	KLRD1	protein_coding
ENSG00000134539	ENST00000543777	12	1	10460549	10467576	KLRD1	protein_coding
ENSG00000134539	ENST00000539792	12	1	10466093	10468236	KLRD1	protein_coding
ENSG00000213809	ENST00000240618	12	-1	10524952	10542617	KLRK1	protein_coding
ENSG00000213809	ENST00000540818	12	-1	10525579	10541575	KLRK1	protein_coding
ENSG00000183542	ENST00000309384	12	-1	10559983	10562356	KLRC4	protein_coding
ENSG00000205810	ENST00000396439	12	-1	10564911	10573194	KLRC3	protein_coding
ENSG00000255641	ENST00000539033	12	-1	10564911	10588600	NKG2-E	protein_coding
ENSG00000205810	ENST00000381904	12	-1	10564921	10573149	KLRC3	protein_coding
ENSG00000205810	ENST00000381903	12	-1	10568183	10573149	KLRC3	protein_coding
ENSG00000205809	ENST00000381902	12	-1	10583198	10588592	KLRC2	protein_coding
ENSG00000205809	ENST00000381901	12	-1	10583210	10588592	KLRC2	protein_coding
ENSG00000205809	ENST00000536833	12	-1	10583579	10594899	KLRC2	protein_coding
ENSG00000205809	ENST00000537017	12	-1	10583619	10586505	KLRC2	protein_coding
ENSG00000134545	ENST00000536188	12	-1	10594863	10607284	KLRC1	protein_coding
ENSG00000134545	ENST00000359151	12	-1	10598627	10605947	KLRC1	protein_coding
ENSG00000134545	ENST00000408006	12	-1	10598627	10607215	KLRC1	protein_coding
ENSG00000134545	ENST00000347831	12	-1	10598630	10605929	KLRC1	protein_coding
ENSG00000134545	ENST00000544822	12	-1	10598642	10607215	KLRC1	protein_coding
ENSG00000134545	ENST00000543893	12	-1	10599830	10601963	KLRC1	protein_coding
ENSG00000180574	ENST00000322446	12	1	10658201	10675734	EIF2S3L	protein_coding
ENSG00000180574	ENST00000538173	12	1	10658489	10660090	EIF2S3L	protein_coding
ENSG00000111196	ENST00000539554	12	-1	10758612	10766190	MAGOHB	protein_coding
ENSG00000111196	ENST00000381881	12	-1	10758612	10766193	MAGOHB	protein_coding
ENSG00000111196	ENST00000320756	12	-1	10758612	10766222	MAGOHB	protein_coding
ENSG00000060140	ENST00000075503	12	-1	10771538	10826891	STYK1	protein_coding
ENSG00000060140	ENST00000542924	12	-1	10780239	10782237	STYK1	protein_coding
ENSG00000060140	ENST00000542562	12	-1	10783833	10826649	STYK1	protein_coding
ENSG00000060140	ENST00000538867	12	-1	10783846	10826257	STYK1	protein_coding
ENSG00000060140	ENST00000535345	12	-1	10786580	10826629	STYK1	protein_coding
ENSG00000060140	ENST00000541561	12	-1	10786654	10826917	STYK1	protein_coding
ENSG00000060138	ENST00000279550	12	-1	10851683	10875906	YBX3	protein_coding
ENSG00000060138	ENST00000228251	12	-1	10851812	10875911	YBX3	protein_coding
ENSG00000121377	ENST00000240687	12	-1	10954131	10955226	TAS2R7	protein_coding
ENSG00000121314	ENST00000240615	12	-1	10958650	10959892	TAS2R8	protein_coding
ENSG00000121381	ENST00000240691	12	-1	10961693	10962767	TAS2R9	protein_coding
ENSG00000121318	ENST00000240619	12	-1	10977916	10978957	TAS2R10	protein_coding
ENSG00000111215	ENST00000544994	12	-1	10998448	11002069	PRR4	protein_coding
ENSG00000111215	ENST00000228811	12	-1	10998448	11002074	PRR4	protein_coding
ENSG00000111215	ENST00000540107	12	-1	10998450	11002074	PRR4	protein_coding
ENSG00000231887	ENST00000428168	12	-1	11033610	11036854	PRH1	protein_coding
ENSG00000212128	ENST00000390677	12	-1	11060525	11062161	TAS2R13	protein_coding
ENSG00000134551	ENST00000381847	12	1	11081835	11083763	PRH2	protein_coding
ENSG00000134551	ENST00000396400	12	1	11081835	11084940	PRH2	protein_coding
ENSG00000212127	ENST00000537503	12	-1	11090005	11091862	TAS2R14	protein_coding
ENSG00000212126	ENST00000506868	12	-1	11138512	11139511	TAS2R50	protein_coding
ENSG00000255837	ENST00000538986	12	-1	11149094	11150474	TAS2R20	protein_coding
ENSG00000212124	ENST00000390673	12	-1	11174218	11175219	TAS2R19	protein_coding
ENSG00000256436	ENST00000390675	12	-1	11182986	11184006	TAS2R31	protein_coding
ENSG00000268301	ENST00000601123	12	1	11187087	11187275	AC018630.1	protein_coding
ENSG00000226761	ENST00000533467	12	-1	11213964	11214893	TAS2R46	protein_coding
ENSG00000255374	ENST00000531678	12	-1	11243886	11244912	TAS2R43	protein_coding
ENSG00000256188	ENST00000539585	12	-1	11285557	11287243	TAS2R30	protein_coding
ENSG00000186136	ENST00000334266	12	-1	11338599	11339543	TAS2R42	protein_coding
ENSG00000197870	ENST00000381842	12	-1	11418857	11422641	PRB3	protein_coding
ENSG00000197870	ENST00000279573	12	-1	11418889	11422739	PRB3	protein_coding
ENSG00000197870	ENST00000538488	12	-1	11418890	11422641	PRB3	protein_coding
ENSG00000230657	ENST00000279575	12	-1	11460017	11463366	PRB4	protein_coding
ENSG00000230657	ENST00000535904	12	-1	11461155	11463366	PRB4	protein_coding
ENSG00000230657	ENST00000445719	12	-1	11461161	11463369	PRB4	protein_coding
ENSG00000251655	ENST00000545626	12	-1	11504757	11508520	PRB1	protein_coding
ENSG00000251655	ENST00000500254	12	-1	11504757	11508525	PRB1	protein_coding
ENSG00000251655	ENST00000546254	12	-1	11504757	11548500	PRB1	protein_coding
ENSG00000121335	ENST00000389362	12	-1	11544476	11548499	PRB2	protein_coding
ENSG00000121335	ENST00000565533	12	-1	11548400	11548499	PRB2	protein_coding
ENSG00000139083	ENST00000396373	12	1	11802788	12048336	ETV6	protein_coding
ENSG00000139083	ENST00000545027	12	1	11905435	11993802	ETV6	protein_coding
ENSG00000139083	ENST00000266427	12	1	12038871	12044544	ETV6	protein_coding
ENSG00000121380	ENST00000589718	12	1	12202778	12252618	BCL2L14	protein_coding
ENSG00000121380	ENST00000586576	12	1	12202795	12252618	BCL2L14	protein_coding
ENSG00000121380	ENST00000464885	12	1	12202798	12232412	BCL2L14	protein_coding
ENSG00000121380	ENST00000461264	12	1	12202825	12232605	BCL2L14	protein_coding
ENSG00000121380	ENST00000308721	12	1	12223873	12252629	BCL2L14	protein_coding
ENSG00000121380	ENST00000266434	12	1	12224402	12252629	BCL2L14	protein_coding
ENSG00000121380	ENST00000396367	12	1	12224402	12252629	BCL2L14	protein_coding
ENSG00000121380	ENST00000396369	12	1	12224402	12291889	BCL2L14	protein_coding
ENSG00000121380	ENST00000588270	12	1	12232187	12240243	BCL2L14	protein_coding
ENSG00000070018	ENST00000261349	12	-1	12268959	12419746	LRP6	protein_coding
ENSG00000070018	ENST00000540527	12	-1	12273981	12284764	LRP6	protein_coding
ENSG00000070018	ENST00000543091	12	-1	12274027	12419703	LRP6	protein_coding
ENSG00000070018	ENST00000535731	12	-1	12340022	12419946	LRP6	protein_coding
ENSG00000111261	ENST00000535902	12	-1	12482198	12503475	MANSC1	protein_coding
ENSG00000111261	ENST00000396349	12	-1	12482199	12503175	MANSC1	protein_coding
ENSG00000111261	ENST00000545735	12	-1	12482647	12491608	MANSC1	protein_coding
ENSG00000111261	ENST00000543314	12	-1	12496077	12503165	MANSC1	protein_coding
ENSG00000205791	ENST00000381800	12	-1	12508342	12510001	LOH12CR2	protein_coding
ENSG00000165714	ENST00000542728	12	1	12510013	12618717	LOH12CR1	protein_coding
ENSG00000165714	ENST00000314565	12	1	12510055	12619840	LOH12CR1	protein_coding
ENSG00000165714	ENST00000298571	12	1	12510352	12618778	LOH12CR1	protein_coding
ENSG00000111266	ENST00000228862	12	-1	12628829	12715317	DUSP16	protein_coding
ENSG00000111266	ENST00000298573	12	-1	12629693	12674059	DUSP16	protein_coding
ENSG00000111266	ENST00000539940	12	-1	12673958	12714059	DUSP16	protein_coding
ENSG00000111266	ENST00000541207	12	-1	12674015	12714011	DUSP16	protein_coding
ENSG00000111269	ENST00000228865	12	1	12764826	12798042	CREBL2	protein_coding
ENSG00000183150	ENST00000540510	12	-1	12813825	12837455	GPR19	protein_coding
ENSG00000183150	ENST00000332427	12	-1	12813995	12849121	GPR19	protein_coding
ENSG00000183150	ENST00000540796	12	-1	12815205	12849141	GPR19	protein_coding
ENSG00000111276	ENST00000228872	12	1	12870058	12875305	CDKN1B	protein_coding
ENSG00000111276	ENST00000396340	12	1	12870756	12874402	CDKN1B	protein_coding
ENSG00000111276	ENST00000442489	12	1	12870795	12874223	CDKN1B	protein_coding
ENSG00000178878	ENST00000326765	12	1	12878865	12944316	APOLD1	protein_coding
ENSG00000178878	ENST00000356591	12	1	12938541	12944400	APOLD1	protein_coding
ENSG00000213782	ENST00000352940	12	1	12966250	12982913	DDX47	protein_coding
ENSG00000213782	ENST00000358007	12	1	12966280	12982915	DDX47	protein_coding
ENSG00000213782	ENST00000544400	12	1	12966294	12977501	DDX47	protein_coding
ENSG00000013588	ENST00000014914	12	1	13043716	13070871	GPRC5A	protein_coding
ENSG00000013588	ENST00000534831	12	1	13044908	13062004	GPRC5A	protein_coding
ENSG00000013588	ENST00000540125	12	1	13062003	13065443	GPRC5A	protein_coding
ENSG00000111291	ENST00000228887	12	-1	13093709	13103318	GPRC5D	protein_coding
ENSG00000111291	ENST00000396333	12	-1	13093776	13103318	GPRC5D	protein_coding
ENSG00000111291	ENST00000541128	12	-1	13102957	13105081	GPRC5D	protein_coding
ENSG00000013583	ENST00000014930	12	-1	13127798	13153207	HEBP1	protein_coding
ENSG00000013583	ENST00000535636	12	-1	13136395	13142214	HEBP1	protein_coding
ENSG00000013583	ENST00000536942	12	-1	13138579	13153199	HEBP1	protein_coding
ENSG00000084444	ENST00000197268	12	1	13197218	13236383	KIAA1467	protein_coding
ENSG00000084444	ENST00000537625	12	1	13214649	13295455	KIAA1467	protein_coding
ENSG00000111305	ENST00000337630	12	-1	13236494	13248609	GSG1	protein_coding
ENSG00000111305	ENST00000396310	12	-1	13237042	13248709	GSG1	protein_coding
ENSG00000111305	ENST00000324458	12	-1	13237042	13256619	GSG1	protein_coding
ENSG00000111305	ENST00000396302	12	-1	13237511	13248740	GSG1	protein_coding
ENSG00000111305	ENST00000457134	12	-1	13237521	13248582	GSG1	protein_coding
ENSG00000111305	ENST00000432710	12	-1	13237757	13256579	GSG1	protein_coding
ENSG00000111305	ENST00000537302	12	-1	13237759	13248596	GSG1	protein_coding
ENSG00000111305	ENST00000351606	12	-1	13237759	13256579	GSG1	protein_coding
ENSG00000111305	ENST00000545401	12	-1	13240179	13256576	GSG1	protein_coding
ENSG00000111305	ENST00000542415	12	-1	13240886	13256617	GSG1	protein_coding
ENSG00000111305	ENST00000545699	12	-1	13241677	13248610	GSG1	protein_coding
ENSG00000134531	ENST00000256951	12	1	13349650	13369708	EMP1	protein_coding
ENSG00000134531	ENST00000431267	12	1	13349657	13368215	EMP1	protein_coding
ENSG00000134531	ENST00000542474	12	1	13349660	13364454	EMP1	protein_coding
ENSG00000134531	ENST00000544053	12	1	13349660	13367806	EMP1	protein_coding
ENSG00000134531	ENST00000538364	12	1	13349717	13366878	EMP1	protein_coding
ENSG00000134531	ENST00000396301	12	1	13349720	13367734	EMP1	protein_coding
ENSG00000134531	ENST00000537612	12	1	13364445	13369707	EMP1	protein_coding
ENSG00000180861	ENST00000318426	12	-1	13524023	13529645	C12orf36	protein_coding
ENSG00000180861	ENST00000527705	12	-1	13525948	13529364	C12orf36	protein_coding
ENSG00000180861	ENST00000539026	12	-1	13527732	13529609	C12orf36	protein_coding
ENSG00000180861	ENST00000532841	12	-1	13528461	13540101	C12orf36	protein_coding
ENSG00000273079	ENST00000609686	12	-1	13693165	14133053	GRIN2B	protein_coding
ENSG00000171681	ENST00000261168	12	1	14518616	14651697	ATF7IP	protein_coding
ENSG00000171681	ENST00000538511	12	1	14518618	14599964	ATF7IP	protein_coding
ENSG00000171681	ENST00000545723	12	1	14518622	14591181	ATF7IP	protein_coding
ENSG00000171681	ENST00000543189	12	1	14518627	14635024	ATF7IP	protein_coding
ENSG00000171681	ENST00000536444	12	1	14518663	14651473	ATF7IP	protein_coding
ENSG00000171681	ENST00000542967	12	1	14520258	14577377	ATF7IP	protein_coding
ENSG00000171681	ENST00000534828	12	1	14520297	14577305	ATF7IP	protein_coding
ENSG00000171681	ENST00000535132	12	1	14520307	14577158	ATF7IP	protein_coding
ENSG00000171681	ENST00000544627	12	1	14537998	14651697	ATF7IP	protein_coding
ENSG00000171681	ENST00000542991	12	1	14547797	14577026	ATF7IP	protein_coding
ENSG00000171681	ENST00000541056	12	1	14561424	14577357	ATF7IP	protein_coding
ENSG00000171681	ENST00000539057	12	1	14569847	14577379	ATF7IP	protein_coding
ENSG00000171681	ENST00000545769	12	1	14572070	14577355	ATF7IP	protein_coding
ENSG00000171681	ENST00000428217	12	1	14572098	14577225	ATF7IP	protein_coding
ENSG00000171681	ENST00000396279	12	1	14572122	14578395	ATF7IP	protein_coding
ENSG00000171681	ENST00000542514	12	1	14572127	14577246	ATF7IP	protein_coding
ENSG00000171681	ENST00000536279	12	1	14572145	14577117	ATF7IP	protein_coding
ENSG00000171681	ENST00000542508	12	1	14572905	14576946	ATF7IP	protein_coding
ENSG00000171681	ENST00000540793	12	1	14576695	14651181	ATF7IP	protein_coding
ENSG00000171681	ENST00000535738	12	1	14631270	14634840	ATF7IP	protein_coding
ENSG00000121316	ENST00000240617	12	-1	14656595	14721283	PLBD1	protein_coding
ENSG00000121316	ENST00000540572	12	-1	14689628	14707180	PLBD1	protein_coding
ENSG00000070019	ENST00000261170	12	-1	14765576	14849519	GUCY2C	protein_coding
ENSG00000197837	ENST00000539745	12	-1	14923489	14924065	HIST4H4	protein_coding
ENSG00000246705	ENST00000544848	12	1	14927270	14930934	H2AFJ	protein_coding
ENSG00000084463	ENST00000261167	12	-1	14939410	14956474	WBP11	protein_coding
ENSG00000084463	ENST00000535328	12	-1	14952600	14956420	WBP11	protein_coding
ENSG00000182993	ENST00000330828	12	1	14956506	14977349	C12orf60	protein_coding
ENSG00000179256	ENST00000316048	12	-1	14957584	14967116	SMCO3	protein_coding
ENSG00000111339	ENST00000228936	12	-1	14978503	14996429	ART4	protein_coding
ENSG00000111339	ENST00000430129	12	-1	14982288	14995996	ART4	protein_coding
ENSG00000111339	ENST00000544616	12	-1	14982288	14995996	ART4	protein_coding
ENSG00000111339	ENST00000420600	12	-1	14993294	14995996	ART4	protein_coding
ENSG00000111341	ENST00000539261	12	-1	15034115	15038860	MGP	protein_coding
ENSG00000111341	ENST00000545199	12	-1	15034825	15037179	MGP	protein_coding
ENSG00000111341	ENST00000228938	12	-1	15034832	15038791	MGP	protein_coding
ENSG00000139055	ENST00000266397	12	-1	15066969	15092016	ERP27	protein_coding
ENSG00000139055	ENST00000540097	12	-1	15067346	15082059	ERP27	protein_coding
ENSG00000111348	ENST00000228945	12	-1	15094951	15114603	ARHGDIB	protein_coding
ENSG00000111348	ENST00000536592	12	-1	15094979	15103629	ARHGDIB	protein_coding
ENSG00000111348	ENST00000541644	12	-1	15095264	15104040	ARHGDIB	protein_coding
ENSG00000111348	ENST00000541546	12	-1	15095442	15114539	ARHGDIB	protein_coding
ENSG00000111348	ENST00000545895	12	-1	15095586	15104085	ARHGDIB	protein_coding
ENSG00000111348	ENST00000541380	12	-1	15100811	15114200	ARHGDIB	protein_coding
ENSG00000111348	ENST00000542276	12	-1	15102736	15114662	ARHGDIB	protein_coding
ENSG00000139053	ENST00000266395	12	1	15125956	15134799	PDE6H	protein_coding
ENSG00000134533	ENST00000256953	12	-1	15260717	15374351	RERG	protein_coding
ENSG00000134533	ENST00000538313	12	-1	15260724	15370563	RERG	protein_coding
ENSG00000134533	ENST00000536465	12	-1	15260751	15370985	RERG	protein_coding
ENSG00000134533	ENST00000546331	12	-1	15261541	15374351	RERG	protein_coding
ENSG00000134533	ENST00000545567	12	-1	15262343	15291097	RERG	protein_coding
ENSG00000134533	ENST00000537647	12	-1	15263861	15374340	RERG	protein_coding
ENSG00000134533	ENST00000393736	12	-1	15273999	15501532	RERG	protein_coding
ENSG00000151490	ENST00000281171	12	1	15475331	15750327	PTPRO	protein_coding
ENSG00000151490	ENST00000543886	12	1	15475477	15669997	PTPRO	protein_coding
ENSG00000151490	ENST00000348962	12	1	15475487	15750327	PTPRO	protein_coding
ENSG00000151490	ENST00000442921	12	1	15699286	15750333	PTPRO	protein_coding
ENSG00000151490	ENST00000445537	12	1	15699286	15750333	PTPRO	protein_coding
ENSG00000151490	ENST00000542557	12	1	15699286	15750333	PTPRO	protein_coding
ENSG00000151490	ENST00000544244	12	1	15699286	15750333	PTPRO	protein_coding
ENSG00000151490	ENST00000535322	12	1	15733697	15740110	PTPRO	protein_coding
ENSG00000151491	ENST00000543523	12	-1	15773092	15942322	EPS8	protein_coding
ENSG00000151491	ENST00000281172	12	-1	15773096	15942510	EPS8	protein_coding
ENSG00000151491	ENST00000543612	12	-1	15773917	15865927	EPS8	protein_coding
ENSG00000151491	ENST00000540613	12	-1	15774137	15815626	EPS8	protein_coding
ENSG00000151491	ENST00000542903	12	-1	15774208	15815208	EPS8	protein_coding
ENSG00000151491	ENST00000546311	12	-1	15822453	15881199	EPS8	protein_coding
ENSG00000151491	ENST00000535752	12	-1	15822602	16035263	EPS8	protein_coding
ENSG00000151491	ENST00000543363	12	-1	15823790	15933661	EPS8	protein_coding
ENSG00000151491	ENST00000536793	12	-1	15823790	15942322	EPS8	protein_coding
ENSG00000151491	ENST00000544064	12	-1	15823793	15942315	EPS8	protein_coding
ENSG00000023734	ENST00000538352	12	1	16035325	16056042	STRAP	protein_coding
ENSG00000023734	ENST00000025399	12	1	16035328	16055948	STRAP	protein_coding
ENSG00000023734	ENST00000419869	12	1	16035329	16056412	STRAP	protein_coding
ENSG00000023734	ENST00000538718	12	1	16050879	16056274	STRAP	protein_coding
ENSG00000023697	ENST00000428559	12	1	16064106	16190220	DERA	protein_coding
ENSG00000023697	ENST00000524480	12	1	16064263	16135292	DERA	protein_coding
ENSG00000023697	ENST00000531803	12	1	16064293	16185485	DERA	protein_coding
ENSG00000023697	ENST00000532964	12	1	16064297	16189685	DERA	protein_coding
ENSG00000023697	ENST00000533447	12	1	16104295	16185591	DERA	protein_coding
ENSG00000023697	ENST00000526530	12	1	16109522	16190214	DERA	protein_coding
ENSG00000188991	ENST00000344941	12	-1	16341419	16430619	SLC15A5	protein_coding
ENSG00000008394	ENST00000536371	12	1	16500076	16516740	MGST1	protein_coding
ENSG00000008394	ENST00000010404	12	1	16500076	16517343	MGST1	protein_coding
ENSG00000008394	ENST00000543076	12	1	16500579	16516933	MGST1	protein_coding
ENSG00000008394	ENST00000396210	12	1	16500583	16517337	MGST1	protein_coding
ENSG00000008394	ENST00000535309	12	1	16500628	16530126	MGST1	protein_coding
ENSG00000008394	ENST00000540056	12	1	16500712	16517005	MGST1	protein_coding
ENSG00000008394	ENST00000396209	12	1	16500712	16517343	MGST1	protein_coding
ENSG00000008394	ENST00000540126	12	1	16500731	16516748	MGST1	protein_coding
ENSG00000008394	ENST00000538885	12	1	16503680	16507312	MGST1	protein_coding
ENSG00000008394	ENST00000396207	12	1	16506351	16517343	MGST1	protein_coding
ENSG00000048540	ENST00000354662	12	-1	16701307	16761024	LMO3	protein_coding
ENSG00000048540	ENST00000441439	12	-1	16701354	16761069	LMO3	protein_coding
ENSG00000048540	ENST00000447609	12	-1	16701355	16759734	LMO3	protein_coding
ENSG00000048540	ENST00000320122	12	-1	16701358	16758313	LMO3	protein_coding
ENSG00000048540	ENST00000261169	12	-1	16701359	16758081	LMO3	protein_coding
ENSG00000048540	ENST00000540848	12	-1	16703133	16763460	LMO3	protein_coding
ENSG00000048540	ENST00000535535	12	-1	16703317	16758904	LMO3	protein_coding
ENSG00000048540	ENST00000537304	12	-1	16703383	16759465	LMO3	protein_coding
ENSG00000048540	ENST00000541295	12	-1	16703758	16758840	LMO3	protein_coding
ENSG00000048540	ENST00000534946	12	-1	16703809	16762823	LMO3	protein_coding
ENSG00000048540	ENST00000540445	12	-1	16703979	16760084	LMO3	protein_coding
ENSG00000048540	ENST00000541846	12	-1	16704116	16763528	LMO3	protein_coding
ENSG00000048540	ENST00000539534	12	-1	16704238	16755130	LMO3	protein_coding
ENSG00000048540	ENST00000546281	12	-1	16704238	16760289	LMO3	protein_coding
ENSG00000048540	ENST00000537757	12	-1	16704238	16760323	LMO3	protein_coding
ENSG00000048540	ENST00000546279	12	-1	16713347	16761660	LMO3	protein_coding
ENSG00000048540	ENST00000538051	12	-1	16713387	16761148	LMO3	protein_coding
ENSG00000048540	ENST00000545436	12	-1	16713415	16757783	LMO3	protein_coding
ENSG00000048540	ENST00000540590	12	-1	16713426	16762971	LMO3	protein_coding
ENSG00000048540	ENST00000538020	12	-1	16753620	16755227	LMO3	protein_coding
ENSG00000111404	ENST00000229002	12	-1	18233803	18243127	RERGL	protein_coding
ENSG00000111404	ENST00000538724	12	-1	18233816	18243123	RERGL	protein_coding
ENSG00000111404	ENST00000536890	12	-1	18234271	18243075	RERGL	protein_coding
ENSG00000139144	ENST00000535651	12	1	18400548	18516022	PIK3C2G	protein_coding
ENSG00000139144	ENST00000433979	12	1	18414474	18801348	PIK3C2G	protein_coding
ENSG00000139144	ENST00000538779	12	1	18434978	18801029	PIK3C2G	protein_coding
ENSG00000139144	ENST00000266497	12	1	18434978	18801340	PIK3C2G	protein_coding
ENSG00000139151	ENST00000536023	12	-1	18836103	18848012	PLCZ1	protein_coding
ENSG00000139151	ENST00000534932	12	-1	18836116	18847971	PLCZ1	protein_coding
ENSG00000139151	ENST00000538330	12	-1	18836116	18867705	PLCZ1	protein_coding
ENSG00000139151	ENST00000541695	12	-1	18836116	18872547	PLCZ1	protein_coding
ENSG00000139151	ENST00000266505	12	-1	18836116	18890991	PLCZ1	protein_coding
ENSG00000139151	ENST00000435379	12	-1	18836116	18890991	PLCZ1	protein_coding
ENSG00000139151	ENST00000447925	12	-1	18836116	18890991	PLCZ1	protein_coding
ENSG00000139151	ENST00000539875	12	-1	18836121	18890403	PLCZ1	protein_coding
ENSG00000139151	ENST00000540421	12	-1	18841022	18865844	PLCZ1	protein_coding
ENSG00000139151	ENST00000543242	12	-1	18852731	18890946	PLCZ1	protein_coding
ENSG00000139151	ENST00000539072	12	-1	18854435	18890946	PLCZ1	protein_coding
ENSG00000139151	ENST00000541966	12	-1	18872393	18890946	PLCZ1	protein_coding
ENSG00000177938	ENST00000317658	12	1	18891045	18892121	CAPZA3	protein_coding
ENSG00000052126	ENST00000309364	12	1	19282648	19459440	PLEKHA5	protein_coding
ENSG00000052126	ENST00000317589	12	1	19282648	19529331	PLEKHA5	protein_coding
ENSG00000052126	ENST00000355397	12	1	19282648	19529331	PLEKHA5	protein_coding
ENSG00000052126	ENST00000359180	12	1	19282648	19529331	PLEKHA5	protein_coding
ENSG00000052126	ENST00000540972	12	1	19282686	19354937	PLEKHA5	protein_coding
ENSG00000052126	ENST00000429027	12	1	19282702	19529334	PLEKHA5	protein_coding
ENSG00000052126	ENST00000539256	12	1	19282728	19528526	PLEKHA5	protein_coding
ENSG00000052126	ENST00000299275	12	1	19282728	19529334	PLEKHA5	protein_coding
ENSG00000052126	ENST00000538714	12	1	19282730	19526602	PLEKHA5	protein_coding
ENSG00000052126	ENST00000538305	12	1	19358196	19418751	PLEKHA5	protein_coding
ENSG00000052126	ENST00000543806	12	1	19358259	19528743	PLEKHA5	protein_coding
ENSG00000052126	ENST00000424268	12	1	19358259	19529331	PLEKHA5	protein_coding
ENSG00000052126	ENST00000536974	12	1	19389858	19514596	PLEKHA5	protein_coding
ENSG00000052126	ENST00000538972	12	1	19475452	19529331	PLEKHA5	protein_coding
ENSG00000139154	ENST00000538425	12	1	19556979	19646763	AEBP2	protein_coding
ENSG00000139154	ENST00000541908	12	1	19557000	19671126	AEBP2	protein_coding
ENSG00000139154	ENST00000398864	12	1	19592608	19672309	AEBP2	protein_coding
ENSG00000139154	ENST00000266508	12	1	19592633	19673158	AEBP2	protein_coding
ENSG00000139154	ENST00000360995	12	1	19593515	19673157	AEBP2	protein_coding
ENSG00000139154	ENST00000512223	12	1	19653027	19873735	AEBP2	protein_coding
ENSG00000139154	ENST00000398731	12	1	19653063	19706173	AEBP2	protein_coding
ENSG00000172572	ENST00000359062	12	1	20522179	20837315	PDE3A	protein_coding
ENSG00000139155	ENST00000545604	12	1	20848289	20906318	SLCO1C1	protein_coding
ENSG00000139155	ENST00000540354	12	1	20848396	20905751	SLCO1C1	protein_coding
ENSG00000139155	ENST00000381552	12	1	20848399	20906318	SLCO1C1	protein_coding
ENSG00000139155	ENST00000266509	12	1	20848399	20906320	SLCO1C1	protein_coding
ENSG00000139155	ENST00000545102	12	1	20848531	20906148	SLCO1C1	protein_coding
ENSG00000111700	ENST00000540853	12	1	20963636	21028315	SLCO1B3	protein_coding
ENSG00000111700	ENST00000261196	12	1	20963638	21069658	SLCO1B3	protein_coding
ENSG00000111700	ENST00000381545	12	1	20963660	21069658	SLCO1B3	protein_coding
ENSG00000257046	ENST00000381541	12	1	20968608	21243179	LST3	protein_coding
ENSG00000257046	ENST00000540229	12	1	20968608	21243179	LST3	protein_coding
ENSG00000111700	ENST00000553473	12	1	20968673	21243040	SLCO1B3	protein_coding
ENSG00000205754	ENST00000554957	12	1	20968673	21243040	SLCO1B7	protein_coding
ENSG00000111700	ENST00000544370	12	1	21015393	21055267	SLCO1B3	protein_coding
ENSG00000205754	ENST00000421593	12	1	21168630	21243040	SLCO1B7	protein_coding
ENSG00000205754	ENST00000545916	12	1	21207503	21245679	SLCO1B7	protein_coding
ENSG00000134538	ENST00000256958	12	1	21284136	21392180	SLCO1B1	protein_coding
ENSG00000084453	ENST00000307378	12	-1	21417534	21548371	SLCO1A2	protein_coding
ENSG00000084453	ENST00000452078	12	-1	21417535	21487832	SLCO1A2	protein_coding
ENSG00000084453	ENST00000458504	12	-1	21422348	21487834	SLCO1A2	protein_coding
ENSG00000084453	ENST00000537524	12	-1	21422393	21548195	SLCO1A2	protein_coding
ENSG00000084453	ENST00000390670	12	-1	21428223	21487605	SLCO1A2	protein_coding
ENSG00000084453	ENST00000413682	12	-1	21457457	21570950	SLCO1A2	protein_coding
ENSG00000084453	ENST00000422327	12	-1	21459816	21487841	SLCO1A2	protein_coding
ENSG00000084453	ENST00000453443	12	-1	21459848	21556597	SLCO1A2	protein_coding
ENSG00000084453	ENST00000421294	12	-1	21467519	21487847	SLCO1A2	protein_coding
ENSG00000084453	ENST00000450590	12	-1	21467545	21556591	SLCO1A2	protein_coding
ENSG00000084453	ENST00000435179	12	-1	21467554	21572518	SLCO1A2	protein_coding
ENSG00000084453	ENST00000445053	12	-1	21467598	21487829	SLCO1A2	protein_coding
ENSG00000084453	ENST00000421287	12	-1	21471765	21548331	SLCO1A2	protein_coding
ENSG00000084453	ENST00000416627	12	-1	21487543	21548331	SLCO1A2	protein_coding
ENSG00000084453	ENST00000430803	12	-1	21487577	21548331	SLCO1A2	protein_coding
ENSG00000121351	ENST00000539393	12	1	21507893	21531429	IAPP	protein_coding
ENSG00000121351	ENST00000240652	12	1	21525818	21532912	IAPP	protein_coding
ENSG00000121351	ENST00000542023	12	1	21525853	21532912	IAPP	protein_coding
