ENSG00000170122	ENST00000382500	9	-1	116237	118417	FOXD4	protein_coding
ENSG00000137103	ENST00000377996	9	1	35814448	35847231	TMEM8B	protein_coding
ENSG00000204930	ENST00000423537	9	-1	35817014	35828729	FAM221B	protein_coding
ENSG00000204930	ENST00000377984	9	-1	35819341	35828576	FAM221B	protein_coding
ENSG00000204930	ENST00000472182	9	-1	35825888	35828729	FAM221B	protein_coding
ENSG00000137103	ENST00000439587	9	1	35829225	35847232	TMEM8B	protein_coding
ENSG00000137103	ENST00000377991	9	1	35829229	35854844	TMEM8B	protein_coding
ENSG00000137103	ENST00000377988	9	1	35829513	35854843	TMEM8B	protein_coding
ENSG00000168828	ENST00000377981	9	-1	35869375	35870461	OR13J1	protein_coding
ENSG00000196196	ENST00000354323	9	1	35906189	35907138	HRCT1	protein_coding
ENSG00000122718	ENST00000341959	9	-1	35957105	35958151	OR2S2	protein_coding
ENSG00000122707	ENST00000377966	9	1	36036430	36124448	RECK	protein_coding
ENSG00000122694	ENST00000396613	9	1	36136732	36163901	GLIPR2	protein_coding
ENSG00000122694	ENST00000377959	9	1	36136739	36162907	GLIPR2	protein_coding
ENSG00000122694	ENST00000377960	9	1	36136742	36163910	GLIPR2	protein_coding
ENSG00000185972	ENST00000335119	9	1	36169389	36171329	CCIN	protein_coding
ENSG00000122705	ENST00000433436	9	1	36190853	36212058	CLTA	protein_coding
ENSG00000122705	ENST00000538225	9	1	36190853	36212058	CLTA	protein_coding
ENSG00000122705	ENST00000540080	9	1	36190853	36212058	CLTA	protein_coding
ENSG00000122705	ENST00000345519	9	1	36190920	36212053	CLTA	protein_coding
ENSG00000122705	ENST00000470744	9	1	36190929	36212055	CLTA	protein_coding
ENSG00000122705	ENST00000242285	9	1	36190934	36212056	CLTA	protein_coding
ENSG00000122705	ENST00000466396	9	1	36190960	36211781	CLTA	protein_coding
ENSG00000122705	ENST00000396603	9	1	36190960	36212056	CLTA	protein_coding
ENSG00000159921	ENST00000396594	9	-1	36214438	36277053	GNE	protein_coding
ENSG00000159921	ENST00000539815	9	-1	36214441	36249393	GNE	protein_coding
ENSG00000159921	ENST00000543356	9	-1	36216940	36277039	GNE	protein_coding
ENSG00000159921	ENST00000539208	9	-1	36217149	36258442	GNE	protein_coding
ENSG00000159921	ENST00000447283	9	-1	36217186	36258326	GNE	protein_coding
ENSG00000159921	ENST00000377902	9	-1	36217187	36258496	GNE	protein_coding
ENSG00000137075	ENST00000259605	9	-1	36336393	36400213	RNF38	protein_coding
ENSG00000137075	ENST00000353739	9	-1	36336393	36400296	RNF38	protein_coding
ENSG00000137075	ENST00000350199	9	-1	36336401	36400920	RNF38	protein_coding
ENSG00000137075	ENST00000357058	9	-1	36336401	36400920	RNF38	protein_coding
ENSG00000137075	ENST00000377885	9	-1	36336401	36401195	RNF38	protein_coding
ENSG00000137075	ENST00000377877	9	-1	36339578	36400869	RNF38	protein_coding
ENSG00000165304	ENST00000298048	9	1	36572859	36677503	MELK	protein_coding
ENSG00000165304	ENST00000538311	9	1	36572860	36677426	MELK	protein_coding
ENSG00000165304	ENST00000536987	9	1	36572892	36677678	MELK	protein_coding
ENSG00000165304	ENST00000536860	9	1	36572894	36677644	MELK	protein_coding
ENSG00000165304	ENST00000545008	9	1	36572894	36677678	MELK	protein_coding
ENSG00000165304	ENST00000536329	9	1	36572906	36677676	MELK	protein_coding
ENSG00000165304	ENST00000541717	9	1	36572907	36677656	MELK	protein_coding
ENSG00000165304	ENST00000543751	9	1	36572908	36677676	MELK	protein_coding
ENSG00000196092	ENST00000358127	9	-1	36833272	37034103	PAX5	protein_coding
ENSG00000196092	ENST00000377852	9	-1	36840169	37034038	PAX5	protein_coding
ENSG00000196092	ENST00000377853	9	-1	36840169	37034038	PAX5	protein_coding
ENSG00000196092	ENST00000520154	9	-1	36840169	37034038	PAX5	protein_coding
ENSG00000196092	ENST00000523241	9	-1	36840169	37034038	PAX5	protein_coding
ENSG00000196092	ENST00000377847	9	-1	36840548	37034028	PAX5	protein_coding
ENSG00000196092	ENST00000414447	9	-1	36840548	37034028	PAX5	protein_coding
ENSG00000196092	ENST00000446742	9	-1	36840548	37034028	PAX5	protein_coding
ENSG00000196092	ENST00000520281	9	-1	36840548	37034028	PAX5	protein_coding
ENSG00000196092	ENST00000522003	9	-1	36840548	37034028	PAX5	protein_coding
ENSG00000196092	ENST00000523145	9	-1	36840548	37034028	PAX5	protein_coding
ENSG00000196092	ENST00000524340	9	-1	36840555	37002672	PAX5	protein_coding
ENSG00000196092	ENST00000522932	9	-1	36840555	37002749	PAX5	protein_coding
ENSG00000147905	ENST00000336755	9	1	37120536	37358146	ZCCHC7	protein_coding
ENSG00000147905	ENST00000534928	9	1	37120560	37357563	ZCCHC7	protein_coding
ENSG00000147905	ENST00000322831	9	1	37120602	37187051	ZCCHC7	protein_coding
ENSG00000137106	ENST00000318158	9	1	37422663	37436987	GRHPR	protein_coding
ENSG00000137106	ENST00000607784	9	1	37422743	37434876	GRHPR	protein_coding
ENSG00000168795	ENST00000307750	9	-1	37438111	37465396	ZBTB5	protein_coding
ENSG00000137054	ENST00000377798	9	1	37485932	37503694	POLR1E	protein_coding
ENSG00000137054	ENST00000442009	9	1	37485945	37503550	POLR1E	protein_coding
ENSG00000137054	ENST00000377792	9	1	37486150	37503694	POLR1E	protein_coding
ENSG00000147912	ENST00000432825	9	-1	37510889	37576250	FBXO10	protein_coding
ENSG00000147912	ENST00000541829	9	-1	37512544	37588871	FBXO10	protein_coding
ENSG00000147912	ENST00000541607	9	-1	37541553	37576346	FBXO10	protein_coding
ENSG00000175768	ENST00000377773	9	-1	37588410	37592594	TOMM5	protein_coding
ENSG00000175768	ENST00000321301	9	-1	37588410	37592639	TOMM5	protein_coding
ENSG00000175768	ENST00000401811	9	-1	37588455	37592601	TOMM5	protein_coding
ENSG00000175768	ENST00000544379	9	-1	37588639	37592593	TOMM5	protein_coding
ENSG00000070601	ENST00000377765	9	1	37650997	37746901	FRMPD1	protein_coding
ENSG00000070601	ENST00000539465	9	1	37668002	37746901	FRMPD1	protein_coding
ENSG00000070601	ENST00000359927	9	1	37669775	37707499	FRMPD1	protein_coding
ENSG00000070601	ENST00000536622	9	1	37715635	37741313	FRMPD1	protein_coding
ENSG00000070601	ENST00000541302	9	1	37715642	37741165	FRMPD1	protein_coding
ENSG00000165275	ENST00000377753	9	1	37753804	37778433	TRMT10B	protein_coding
ENSG00000165275	ENST00000537911	9	1	37753810	37777909	TRMT10B	protein_coding
ENSG00000165275	ENST00000377754	9	1	37753814	37778678	TRMT10B	protein_coding
ENSG00000165275	ENST00000297994	9	1	37753814	37778969	TRMT10B	protein_coding
ENSG00000107371	ENST00000327304	9	-1	37779711	37785054	EXOSC3	protein_coding
ENSG00000107371	ENST00000396521	9	-1	37780604	37785061	EXOSC3	protein_coding
ENSG00000122741	ENST00000377724	9	1	37800499	37863322	DCAF10	protein_coding
ENSG00000122741	ENST00000242323	9	1	37800790	37867663	DCAF10	protein_coding
ENSG00000122696	ENST00000380590	9	-1	37885377	37888591	SLC25A51	protein_coding
ENSG00000122696	ENST00000377716	9	-1	37887601	37904107	SLC25A51	protein_coding
ENSG00000122696	ENST00000242275	9	-1	37887648	37904130	SLC25A51	protein_coding
ENSG00000107338	ENST00000377707	9	-1	37919131	38069208	SHB	protein_coding
ENSG00000107338	ENST00000377700	9	-1	38015422	38069210	SHB	protein_coding
ENSG00000137124	ENST00000377698	9	1	38392661	38398658	ALDH1B1	protein_coding
ENSG00000137142	ENST00000377694	9	-1	38408991	38424444	IGFBPL1	protein_coding
ENSG00000180071	ENST00000313339	9	-1	38540566	38577204	ANKRD18A	protein_coding
ENSG00000180071	ENST00000607974	9	-1	38543250	38577153	ANKRD18A	protein_coding
ENSG00000180071	ENST00000602295	9	-1	38571355	38595506	ANKRD18A	protein_coding
ENSG00000180071	ENST00000399703	9	-1	38571355	38620657	ANKRD18A	protein_coding
ENSG00000106714	ENST00000297668	9	-1	39072764	39288135	CNTNAP3	protein_coding
ENSG00000106714	ENST00000377656	9	-1	39073734	39288205	CNTNAP3	protein_coding
ENSG00000106714	ENST00000358144	9	-1	39084974	39239171	CNTNAP3	protein_coding
ENSG00000106714	ENST00000323947	9	-1	39117920	39288092	CNTNAP3	protein_coding
ENSG00000106714	ENST00000377659	9	-1	39117924	39288300	CNTNAP3	protein_coding
ENSG00000204849	ENST00000377647	9	1	39355699	39361956	SPATA31A1	protein_coding
ENSG00000204848	ENST00000456183	9	1	39884975	39891210	SPATA31A2	protein_coding
ENSG00000227921	ENST00000426179	9	1	40028620	40032417	AL353791.1	protein_coding
ENSG00000147926	ENST00000356699	9	1	40700291	40706537	SPATA31A3	protein_coding
ENSG00000196409	ENST00000441795	9	-1	40768558	40792098	ZNF658	protein_coding
ENSG00000196409	ENST00000602553	9	-1	40771415	40792098	ZNF658	protein_coding
ENSG00000196409	ENST00000377626	9	-1	40771900	40792063	ZNF658	protein_coding
ENSG00000234214	ENST00000377509	9	-1	41321107	41327364	SPATA31A4	protein_coding
ENSG00000234214	ENST00000429767	9	-1	41321107	41327364	SPATA31A4	protein_coding
ENSG00000233788	ENST00000377621	9	1	41500679	41506925	SPATA31A5	protein_coding
ENSG00000183148	ENST00000377601	9	1	42368303	42411410	ANKRD20A2	protein_coding
ENSG00000215126	ENST00000456520	9	1	42671887	42714961	CBWD7	protein_coding
ENSG00000215126	ENST00000377391	9	1	42671887	42714962	CBWD7	protein_coding
ENSG00000215126	ENST00000457288	9	1	42704004	42714567	CBWD7	protein_coding
ENSG00000204828	ENST00000377590	9	1	42717234	42720342	FOXD4L2	protein_coding
ENSG00000132498	ENST00000254835	9	-1	43089972	43133544	ANKRD20A3	protein_coding
ENSG00000232866	ENST00000377437	9	1	43135095	43135514	AL513478.1	protein_coding
ENSG00000185775	ENST00000332857	9	-1	43624507	43630730	SPATA31A6	protein_coding
ENSG00000154529	ENST00000377564	9	1	43684902	43924049	CNTNAP3B	protein_coding
ENSG00000154529	ENST00000276974	9	1	43684910	43821362	CNTNAP3B	protein_coding
ENSG00000268708	ENST00000598421	9	-1	44325916	44326077	BX088651.2	protein_coding
ENSG00000212952	ENST00000540551	9	-1	44400717	44402427	BX088651.1	protein_coding
ENSG00000204814	ENST00000377548	9	1	44867571	44870528	RP11-160N1.10	protein_coding
ENSG00000204814	ENST00000448436	9	1	44868935	44870444	RP11-160N1.10	protein_coding
ENSG00000154537	ENST00000377542	9	1	44990314	44991483	FAM27C	protein_coding
ENSG00000268578	ENST00000599070	9	-1	45441273	45441542	AL354718.1	protein_coding
ENSG00000182368	ENST00000377531	9	1	45727107	45728274	FAM27A	protein_coding
ENSG00000204807	ENST00000377529	9	1	45733559	45734896	FAM27E2	protein_coding
ENSG00000237198	ENST00000377525	9	-1	46385691	46387031	FAM27E1	protein_coding
ENSG00000231997	ENST00000417276	9	1	46389110	46391556	FAM27D1	protein_coding
ENSG00000231997	ENST00000426006	9	1	46390277	46390685	FAM27D1	protein_coding
ENSG00000236029	ENST00000420228	9	-1	47295855	47314222	AL953854.2	protein_coding
ENSG00000236029	ENST00000438517	9	-1	47295879	47314322	AL953854.2	protein_coding
ENSG00000236029	ENST00000414020	9	-1	47310639	47314322	AL953854.2	protein_coding
ENSG00000234734	ENST00000355045	9	-1	65503363	65509610	SPATA31A7	protein_coding
ENSG00000232833	ENST00000455764	9	-1	67784944	67786624	FAM27E3	protein_coding
ENSG00000170215	ENST00000377484	9	-1	67792938	67794111	FAM27B	protein_coding
ENSG00000233434	ENST00000543078	9	-1	67924791	67925210	BX649567.1	protein_coding
ENSG00000196774	ENST00000377477	9	1	67926761	67969840	ANKRD20A1	protein_coding
ENSG00000155282	ENST00000417488	9	1	67968793	67987998	RP11-195B21.3	protein_coding
ENSG00000155282	ENST00000456982	9	1	67977438	67987998	RP11-195B21.3	protein_coding
ENSG00000204793	ENST00000377473	9	-1	69199480	69202204	FOXD4L6	protein_coding
ENSG00000204790	ENST00000416428	9	-1	69204538	69229650	CBWD6	protein_coding
ENSG00000204790	ENST00000377457	9	-1	69204538	69262593	CBWD6	protein_coding
ENSG00000204790	ENST00000377449	9	-1	69204556	69262509	CBWD6	protein_coding
ENSG00000204790	ENST00000382399	9	-1	69204906	69262536	CBWD6	protein_coding
ENSG00000196400	ENST00000354995	9	1	69252845	69254032	BX255923.1	protein_coding
ENSG00000204790	ENST00000377441	9	-1	69256418	69262551	CBWD6	protein_coding
ENSG00000204790	ENST00000377439	9	-1	69258930	69262539	CBWD6	protein_coding
ENSG00000204788	ENST00000414341	9	-1	69377902	69380597	CR769776.1	protein_coding
ENSG00000172014	ENST00000357336	9	1	69381812	69425560	ANKRD20A4	protein_coding
ENSG00000176134	ENST00000322495	9	1	69650263	69660358	AL445665.1	protein_coding
ENSG00000204779	ENST00000377420	9	-1	70175707	70178815	FOXD4L5	protein_coding
ENSG00000184659	ENST00000377413	9	-1	70426623	70429731	FOXD4L4	protein_coding
ENSG00000147996	ENST00000382405	9	-1	70432004	70490246	CBWD5	protein_coding
ENSG00000147996	ENST00000377395	9	-1	70432369	70490107	CBWD5	protein_coding
ENSG00000147996	ENST00000430059	9	-1	70432371	70490121	CBWD5	protein_coding
ENSG00000147996	ENST00000429800	9	-1	70432372	70490117	CBWD5	protein_coding
ENSG00000147996	ENST00000377392	9	-1	70432373	70488865	CBWD5	protein_coding
ENSG00000147996	ENST00000489273	9	-1	70432374	70465758	CBWD5	protein_coding
ENSG00000147996	ENST00000377384	9	-1	70483468	70490170	CBWD5	protein_coding
ENSG00000269337	ENST00000594172	9	1	70646589	70648956	AL591479.1	protein_coding
ENSG00000196873	ENST00000360171	9	1	70856397	70914929	CBWD3	protein_coding
ENSG00000196873	ENST00000377342	9	1	70856899	70914560	CBWD3	protein_coding
ENSG00000196873	ENST00000478048	9	1	70856957	70863953	CBWD3	protein_coding
ENSG00000228537	ENST00000417734	9	-1	70866135	70866572	AL353608.1	protein_coding
ENSG00000187559	ENST00000342833	9	1	70917276	70920000	FOXD4L3	protein_coding
ENSG00000154330	ENST00000396392	9	1	70971815	71081471	PGM5	protein_coding
ENSG00000154330	ENST00000396396	9	1	70971815	71145977	PGM5	protein_coding
ENSG00000154330	ENST00000431583	9	1	70972146	71006617	PGM5	protein_coding
ENSG00000181778	ENST00000377311	9	-1	71151496	71155783	TMEM252	protein_coding
ENSG00000107242	ENST00000541509	9	1	71320575	71623690	PIP5K1B	protein_coding
ENSG00000107242	ENST00000265382	9	1	71320616	71624091	PIP5K1B	protein_coding
ENSG00000107242	ENST00000377284	9	1	71354750	71491703	PIP5K1B	protein_coding
ENSG00000107242	ENST00000437200	9	1	71356500	71509270	PIP5K1B	protein_coding
ENSG00000107242	ENST00000440050	9	1	71357171	71504049	PIP5K1B	protein_coding
ENSG00000187866	ENST00000394264	9	1	71394964	71398609	FAM122A	protein_coding
ENSG00000165059	ENST00000377276	9	-1	71627469	71629039	PRKACG	protein_coding
ENSG00000165060	ENST00000377270	9	1	71650175	71689129	FXN	protein_coding
ENSG00000165060	ENST00000396364	9	1	71650479	71715094	FXN	protein_coding
ENSG00000165060	ENST00000396366	9	1	71650678	71687938	FXN	protein_coding
ENSG00000165060	ENST00000498653	9	1	71651077	71688021	FXN	protein_coding
ENSG00000165060	ENST00000484259	9	1	71661323	71687712	FXN	protein_coding
ENSG00000119139	ENST00000606364	9	1	71736224	71835932	TJP2	protein_coding
ENSG00000119139	ENST00000453658	9	1	71736224	71870124	TJP2	protein_coding
ENSG00000119139	ENST00000377259	9	1	71766562	71833455	TJP2	protein_coding
ENSG00000119139	ENST00000423935	9	1	71766566	71836012	TJP2	protein_coding
ENSG00000119139	ENST00000377245	9	1	71789081	71870120	TJP2	protein_coding
ENSG00000119139	ENST00000348208	9	1	71789193	71870120	TJP2	protein_coding
ENSG00000119139	ENST00000265384	9	1	71789210	71863906	TJP2	protein_coding
ENSG00000119139	ENST00000535702	9	1	71819927	71870124	TJP2	protein_coding
ENSG00000119139	ENST00000539225	9	1	71820078	71870124	TJP2	protein_coding
ENSG00000269295	ENST00000600472	9	-1	71869331	71869642	AL358113.1	protein_coding
ENSG00000135063	ENST00000455972	9	1	71939488	72007370	FAM189A2	protein_coding
ENSG00000135063	ENST00000257515	9	1	71944241	72007370	FAM189A2	protein_coding
ENSG00000135063	ENST00000303068	9	1	71986182	72007371	FAM189A2	protein_coding
ENSG00000135063	ENST00000377216	9	1	72002837	72007371	FAM189A2	protein_coding
ENSG00000107282	ENST00000265381	9	-1	72042446	72287222	APBA1	protein_coding
ENSG00000188647	ENST00000377200	9	-1	72324438	72374857	PTAR1	protein_coding
ENSG00000188647	ENST00000415701	9	-1	72332937	72338487	PTAR1	protein_coding
ENSG00000188647	ENST00000340434	9	-1	72333054	72374858	PTAR1	protein_coding
ENSG00000188647	ENST00000472967	9	-1	72372039	72374875	PTAR1	protein_coding
ENSG00000204711	ENST00000377197	9	1	72435709	72521148	C9orf135	protein_coding
ENSG00000204711	ENST00000527647	9	1	72435743	72521115	C9orf135	protein_coding
ENSG00000204711	ENST00000480564	9	1	72435876	72473074	C9orf135	protein_coding
ENSG00000165072	ENST00000377182	9	1	72658497	72841886	MAMDC2	protein_coding
ENSG00000198887	ENST00000361138	9	1	72873937	72969804	SMC5	protein_coding
ENSG00000119138	ENST00000377126	9	-1	72999503	73029540	KLF9	protein_coding
ENSG00000083067	ENST00000377110	9	-1	73143979	73736514	TRPM3	protein_coding
ENSG00000083067	ENST00000377111	9	-1	73149949	73736514	TRPM3	protein_coding
ENSG00000083067	ENST00000360823	9	-1	73149968	73483974	TRPM3	protein_coding
ENSG00000083067	ENST00000377105	9	-1	73149968	73483974	TRPM3	protein_coding
ENSG00000083067	ENST00000377106	9	-1	73149968	73483974	TRPM3	protein_coding
ENSG00000083067	ENST00000357533	9	-1	73150860	74061751	TRPM3	protein_coding
ENSG00000083067	ENST00000358082	9	-1	73150869	73477826	TRPM3	protein_coding
ENSG00000083067	ENST00000396280	9	-1	73150869	73477826	TRPM3	protein_coding
ENSG00000083067	ENST00000396285	9	-1	73150869	73477826	TRPM3	protein_coding
ENSG00000083067	ENST00000396292	9	-1	73150869	73477826	TRPM3	protein_coding
ENSG00000083067	ENST00000408909	9	-1	73150869	73477826	TRPM3	protein_coding
ENSG00000083067	ENST00000423814	9	-1	73150869	74061751	TRPM3	protein_coding
ENSG00000083067	ENST00000377101	9	-1	73375604	73483968	TRPM3	protein_coding
ENSG00000083067	ENST00000396283	9	-1	73389004	73483939	TRPM3	protein_coding
ENSG00000083067	ENST00000361823	9	-1	73398776	73483945	TRPM3	protein_coding
ENSG00000083067	ENST00000377097	9	-1	73457835	73477954	TRPM3	protein_coding
ENSG00000135048	ENST00000377044	9	-1	74298282	74383800	TMEM2	protein_coding
ENSG00000135048	ENST00000377066	9	-1	74298901	74383302	TMEM2	protein_coding
ENSG00000135048	ENST00000396272	9	-1	74299972	74319848	TMEM2	protein_coding
ENSG00000135048	ENST00000377055	9	-1	74314108	74324246	TMEM2	protein_coding
ENSG00000135048	ENST00000377043	9	-1	74319333	74327070	TMEM2	protein_coding
ENSG00000135048	ENST00000545719	9	-1	74365235	74431606	TMEM2	protein_coding
ENSG00000107362	ENST00000377041	9	-1	74477368	74525847	ABHD17B	protein_coding
ENSG00000107362	ENST00000333421	9	-1	74480068	74525658	ABHD17B	protein_coding
ENSG00000155621	ENST00000334731	9	1	74526461	74588373	C9orf85	protein_coding
ENSG00000155621	ENST00000377031	9	1	74526461	74598166	C9orf85	protein_coding
ENSG00000155621	ENST00000486911	9	1	74526577	74600970	C9orf85	protein_coding
ENSG00000204669	ENST00000377024	9	-1	74666292	74675521	C9orf57	protein_coding
ENSG00000204669	ENST00000424431	9	-1	74666692	74687733	C9orf57	protein_coding
ENSG00000119125	ENST00000545168	9	1	74729511	74863309	GDA	protein_coding
ENSG00000119125	ENST00000238018	9	1	74764293	74865720	GDA	protein_coding
ENSG00000119125	ENST00000376989	9	1	74764293	74865720	GDA	protein_coding
ENSG00000119125	ENST00000376986	9	1	74764369	74868476	GDA	protein_coding
ENSG00000119125	ENST00000358399	9	1	74764383	74867140	GDA	protein_coding
ENSG00000119125	ENST00000414671	9	1	74825631	74846097	GDA	protein_coding
ENSG00000119125	ENST00000436438	9	1	74842913	74867140	GDA	protein_coding
ENSG00000107372	ENST00000237937	9	-1	74966341	74980163	ZFAND5	protein_coding
ENSG00000107372	ENST00000376962	9	-1	74969374	74980113	ZFAND5	protein_coding
ENSG00000107372	ENST00000376960	9	-1	74969374	74980151	ZFAND5	protein_coding
ENSG00000107372	ENST00000343431	9	-1	74970749	74979542	ZFAND5	protein_coding
ENSG00000107372	ENST00000376956	9	-1	74971862	74979580	ZFAND5	protein_coding
ENSG00000165091	ENST00000297784	9	1	75136717	75451267	TMC1	protein_coding
ENSG00000165091	ENST00000340019	9	1	75229616	75451267	TMC1	protein_coding
ENSG00000165091	ENST00000396237	9	1	75263565	75450977	TMC1	protein_coding
ENSG00000165092	ENST00000297785	9	-1	75515578	75567971	ALDH1A1	protein_coding
ENSG00000165092	ENST00000376939	9	-1	75531885	75567972	ALDH1A1	protein_coding
ENSG00000165092	ENST00000419959	9	-1	75538966	75695358	ALDH1A1	protein_coding
ENSG00000165092	ENST00000446946	9	-1	75540424	75653638	ALDH1A1	protein_coding
ENSG00000135046	ENST00000257497	9	1	75766673	75785309	ANXA1	protein_coding
ENSG00000135046	ENST00000456643	9	1	75766781	75778416	ANXA1	protein_coding
ENSG00000135046	ENST00000415424	9	1	75766818	75775254	ANXA1	protein_coding
ENSG00000135046	ENST00000376911	9	1	75772570	75785309	ANXA1	protein_coding
ENSG00000198963	ENST00000376896	9	1	77112281	77308093	RORB	protein_coding
ENSG00000198963	ENST00000396204	9	1	77230516	77302117	RORB	protein_coding
ENSG00000119121	ENST00000361255	9	-1	77337411	77502263	TRPM6	protein_coding
ENSG00000119121	ENST00000449912	9	-1	77337411	77502636	TRPM6	protein_coding
ENSG00000119121	ENST00000360774	9	-1	77337411	77503010	TRPM6	protein_coding
ENSG00000119121	ENST00000376871	9	-1	77337411	77503010	TRPM6	protein_coding
ENSG00000119121	ENST00000376872	9	-1	77337411	77503010	TRPM6	protein_coding
ENSG00000119121	ENST00000451710	9	-1	77337411	77503010	TRPM6	protein_coding
ENSG00000119121	ENST00000376864	9	-1	77352311	77503010	TRPM6	protein_coding
ENSG00000119121	ENST00000359047	9	-1	77441673	77503010	TRPM6	protein_coding
ENSG00000135045	ENST00000376854	9	-1	77561497	77567802	C9orf40	protein_coding
ENSG00000156017	ENST00000376834	9	-1	77595936	77643310	C9orf41	protein_coding
ENSG00000156017	ENST00000376837	9	-1	77599832	77643189	C9orf41	protein_coding
ENSG00000156017	ENST00000451153	9	-1	77613526	77642015	C9orf41	protein_coding
ENSG00000156017	ENST00000376830	9	-1	77631765	77643339	C9orf41	protein_coding
ENSG00000106733	ENST00000376811	9	-1	77675489	77703106	NMRK1	protein_coding
ENSG00000106733	ENST00000361092	9	-1	77676116	77703125	NMRK1	protein_coding
ENSG00000106733	ENST00000376808	9	-1	77676116	77703133	NMRK1	protein_coding
ENSG00000134996	ENST00000346234	9	1	77703459	77762181	OSTF1	protein_coding
ENSG00000099139	ENST00000545128	9	1	78505560	78977255	PCSK5	protein_coding
ENSG00000099139	ENST00000376767	9	1	78505586	78790478	PCSK5	protein_coding
ENSG00000099139	ENST00000376752	9	1	78505621	78810805	PCSK5	protein_coding
ENSG00000099139	ENST00000424854	9	1	78710893	78973886	PCSK5	protein_coding
ENSG00000099139	ENST00000455778	9	1	78803555	78809876	PCSK5	protein_coding
ENSG00000135002	ENST00000376736	9	-1	79000433	79009421	RFK	protein_coding
ENSG00000135002	ENST00000490113	9	-1	79000462	79009048	RFK	protein_coding
ENSG00000187210	ENST00000536223	9	1	79034752	79118584	GCNT1	protein_coding
ENSG00000187210	ENST00000442371	9	1	79056582	79122330	GCNT1	protein_coding
ENSG00000187210	ENST00000444201	9	1	79074068	79122330	GCNT1	protein_coding
ENSG00000187210	ENST00000376730	9	1	79074146	79122332	GCNT1	protein_coding
ENSG00000106772	ENST00000376717	9	-1	79226292	79307109	PRUNE2	protein_coding
ENSG00000106772	ENST00000376718	9	-1	79226293	79521003	PRUNE2	protein_coding
ENSG00000106772	ENST00000428286	9	-1	79226293	79521003	PRUNE2	protein_coding
ENSG00000106772	ENST00000426088	9	-1	79229205	79325153	PRUNE2	protein_coding
ENSG00000106772	ENST00000443509	9	-1	79229216	79307113	PRUNE2	protein_coding
ENSG00000106772	ENST00000424866	9	-1	79229366	79267465	PRUNE2	protein_coding
ENSG00000106772	ENST00000223609	9	-1	79229453	79307112	PRUNE2	protein_coding
ENSG00000106772	ENST00000376713	9	-1	79403260	79521001	PRUNE2	protein_coding
ENSG00000204612	ENST00000376708	9	1	79634571	79635869	FOXB2	protein_coding
ENSG00000197969	ENST00000376634	9	1	79792269	79997922	VPS13A	protein_coding
ENSG00000197969	ENST00000376636	9	1	79792361	80032399	VPS13A	protein_coding
ENSG00000197969	ENST00000360280	9	1	79792361	80036457	VPS13A	protein_coding
ENSG00000197969	ENST00000357409	9	1	79792450	80000107	VPS13A	protein_coding
ENSG00000197969	ENST00000419472	9	1	79933437	79954098	VPS13A	protein_coding
ENSG00000197969	ENST00000484581	9	1	80004627	80031309	VPS13A	protein_coding
ENSG00000197969	ENST00000376646	9	1	80004911	80032541	VPS13A	protein_coding
ENSG00000197969	ENST00000467124	9	1	80020884	80031048	VPS13A	protein_coding
ENSG00000156049	ENST00000341700	9	-1	80037995	80263223	GNA14	protein_coding
ENSG00000156052	ENST00000286548	9	-1	80331003	80646374	GNAQ	protein_coding
ENSG00000156052	ENST00000397476	9	-1	80335834	80437915	GNAQ	protein_coding
ENSG00000156052	ENST00000411677	9	-1	80412444	80645520	GNAQ	protein_coding
ENSG00000148019	ENST00000424347	9	1	80850978	80894606	CEP78	protein_coding
ENSG00000148019	ENST00000415759	9	1	80851078	80881991	CEP78	protein_coding
ENSG00000148019	ENST00000376597	9	1	80851123	80881983	CEP78	protein_coding
ENSG00000148019	ENST00000277082	9	1	80851148	80881983	CEP78	protein_coding
ENSG00000148019	ENST00000376598	9	1	80851267	80886053	CEP78	protein_coding
ENSG00000135069	ENST00000347159	9	1	80912059	80944370	PSAT1	protein_coding
ENSG00000135069	ENST00000376588	9	1	80912059	80945009	PSAT1	protein_coding
ENSG00000106829	ENST00000376552	9	1	82186688	82340414	TLE4	protein_coding
ENSG00000106829	ENST00000376520	9	1	82186878	82341658	TLE4	protein_coding
ENSG00000106829	ENST00000376544	9	1	82186878	82341658	TLE4	protein_coding
ENSG00000106829	ENST00000435650	9	1	82187507	82267714	TLE4	protein_coding
ENSG00000106829	ENST00000414465	9	1	82187526	82267544	TLE4	protein_coding
ENSG00000106829	ENST00000376537	9	1	82187530	82340258	TLE4	protein_coding
ENSG00000106829	ENST00000376534	9	1	82187540	82340255	TLE4	protein_coding
ENSG00000106829	ENST00000265284	9	1	82187660	82340148	TLE4	protein_coding
ENSG00000106829	ENST00000425506	9	1	82188177	82267709	TLE4	protein_coding
ENSG00000106829	ENST00000428713	9	1	82188604	82323165	TLE4	protein_coding
ENSG00000106829	ENST00000490347	9	1	82267508	82323698	TLE4	protein_coding
ENSG00000106829	ENST00000467142	9	1	82319698	82324587	TLE4	protein_coding
ENSG00000106829	ENST00000496114	9	1	82319718	82333878	TLE4	protein_coding
ENSG00000106829	ENST00000417836	9	1	82321681	82324612	TLE4	protein_coding
ENSG00000196781	ENST00000376499	9	-1	84198598	84304220	TLE1	protein_coding
ENSG00000196781	ENST00000376484	9	-1	84214780	84228437	TLE1	protein_coding
