ENSG00000277322	ENST00000619213	15	-1	20531856	20541800	GOLGA6L6	protein_coding
ENSG00000159433	ENST00000290607	15	1	42575659	42720981	STARD9	protein_coding
ENSG00000159433	ENST00000569419	15	1	42665807	42681587	STARD9	protein_coding
ENSG00000140326	ENST00000356231	15	-1	42723544	42737128	CDAN1	protein_coding
ENSG00000140326	ENST00000563260	15	-1	42736562	42737054	CDAN1	protein_coding
ENSG00000128881	ENST00000267890	15	-1	42738734	42920479	TTBK2	protein_coding
ENSG00000128881	ENST00000622375	15	-1	42744352	42920809	TTBK2	protein_coding
ENSG00000128881	ENST00000567840	15	-1	42776918	42920809	TTBK2	protein_coding
ENSG00000128881	ENST00000567274	15	-1	42776950	42920762	TTBK2	protein_coding
ENSG00000128881	ENST00000564431	15	-1	42827977	42920761	TTBK2	protein_coding
ENSG00000128881	ENST00000562880	15	-1	42829941	42908275	TTBK2	protein_coding
ENSG00000128881	ENST00000566931	15	-1	42829970	42920638	TTBK2	protein_coding
ENSG00000159459	ENST00000290650	15	-1	42942897	43106101	UBR1	protein_coding
ENSG00000159459	ENST00000546274	15	-1	43015656	43106113	UBR1	protein_coding
ENSG00000159459	ENST00000569243	15	-1	43021081	43026663	UBR1	protein_coding
ENSG00000159459	ENST00000627960	15	-1	43091973	43106022	UBR1	protein_coding
ENSG00000137842	ENST00000564698	15	1	43123279	43149064	TMEM62	protein_coding
ENSG00000137842	ENST00000565291	15	1	43133162	43146521	TMEM62	protein_coding
ENSG00000137842	ENST00000260403	15	1	43133524	43185146	TMEM62	protein_coding
ENSG00000137842	ENST00000564494	15	1	43134282	43184989	TMEM62	protein_coding
ENSG00000166946	ENST00000300213	15	1	43185257	43197176	CCNDBP1	protein_coding
ENSG00000166947	ENST00000648595	15	-1	43197227	43221018	EPB42	protein_coding
ENSG00000166947	ENST00000568508	15	-1	43197227	43221051	EPB42	protein_coding
ENSG00000166947	ENST00000540029	15	-1	43197230	43221009	EPB42	protein_coding
ENSG00000166947	ENST00000441366	15	-1	43197230	43221051	EPB42	protein_coding
ENSG00000166947	ENST00000622454	15	-1	43197235	43221125	EPB42	protein_coding
ENSG00000166947	ENST00000565459	15	-1	43205992	43207239	EPB42	protein_coding
ENSG00000166947	ENST00000569204	15	-1	43208290	43215188	EPB42	protein_coding
ENSG00000104055	ENST00000610827	15	-1	43232595	43260683	TGM5	protein_coding
ENSG00000104055	ENST00000611276	15	-1	43232595	43260683	TGM5	protein_coding
ENSG00000104055	ENST00000220420	15	-1	43232595	43266857	TGM5	protein_coding
ENSG00000104055	ENST00000622115	15	-1	43233158	43260600	TGM5	protein_coding
ENSG00000104055	ENST00000349114	15	-1	43233158	43266857	TGM5	protein_coding
ENSG00000159495	ENST00000452443	15	-1	43276280	43302255	TGM7	protein_coding
ENSG00000168806	ENST00000305641	15	-1	43323649	43330605	LCMT2	protein_coding
ENSG00000168806	ENST00000567039	15	-1	43328286	43330582	LCMT2	protein_coding
ENSG00000168803	ENST00000562188	15	1	43330657	43352550	ADAL	protein_coding
ENSG00000168803	ENST00000428046	15	1	43330674	43353898	ADAL	protein_coding
ENSG00000168803	ENST00000389651	15	1	43330727	43349412	ADAL	protein_coding
ENSG00000168803	ENST00000610420	15	1	43334938	43349077	ADAL	protein_coding
ENSG00000168803	ENST00000422466	15	1	43334938	43354555	ADAL	protein_coding
ENSG00000168803	ENST00000566154	15	1	43345907	43353309	ADAL	protein_coding
ENSG00000140265	ENST00000396976	15	-1	43358172	43370048	ZSCAN29	protein_coding
ENSG00000140265	ENST00000396972	15	-1	43361018	43370062	ZSCAN29	protein_coding
ENSG00000140265	ENST00000562072	15	-1	43361073	43369910	ZSCAN29	protein_coding
ENSG00000140265	ENST00000568898	15	-1	43361073	43369910	ZSCAN29	protein_coding
ENSG00000140265	ENST00000570181	15	-1	43363749	43369676	ZSCAN29	protein_coding
ENSG00000140265	ENST00000561661	15	-1	43369851	43371025	ZSCAN29	protein_coding
ENSG00000137822	ENST00000260383	15	1	43371101	43405573	TUBGCP4	protein_coding
ENSG00000137822	ENST00000564079	15	1	43371115	43409771	TUBGCP4	protein_coding
ENSG00000137822	ENST00000563147	15	1	43398130	43405544	TUBGCP4	protein_coding
ENSG00000137822	ENST00000565548	15	1	43401806	43407060	TUBGCP4	protein_coding
ENSG00000067369	ENST00000382044	15	-1	43403061	43493171	TP53BP1	protein_coding
ENSG00000067369	ENST00000263801	15	-1	43407209	43510614	TP53BP1	protein_coding
ENSG00000067369	ENST00000382039	15	-1	43407214	43493105	TP53BP1	protein_coding
ENSG00000067369	ENST00000450115	15	-1	43407216	43493127	TP53BP1	protein_coding
ENSG00000067369	ENST00000434595	15	-1	43409010	43413286	TP53BP1	protein_coding
ENSG00000067369	ENST00000467474	15	-1	43421672	43428116	TP53BP1	protein_coding
ENSG00000067369	ENST00000413546	15	-1	43432649	43493086	TP53BP1	protein_coding
ENSG00000166963	ENST00000382031	15	1	43510958	43531620	MAP1A	protein_coding
ENSG00000166963	ENST00000300231	15	1	43517625	43531620	MAP1A	protein_coding
ENSG00000168781	ENST00000348806	15	-1	43533462	43584504	PPIP5K1	protein_coding
ENSG00000168781	ENST00000381885	15	-1	43533462	43584864	PPIP5K1	protein_coding
ENSG00000168781	ENST00000396923	15	-1	43533462	43584892	PPIP5K1	protein_coding
ENSG00000168781	ENST00000360135	15	-1	43533462	43590175	PPIP5K1	protein_coding
ENSG00000168781	ENST00000360301	15	-1	43533462	43590175	PPIP5K1	protein_coding
ENSG00000168781	ENST00000334933	15	-1	43533462	43590201	PPIP5K1	protein_coding
ENSG00000168781	ENST00000420765	15	-1	43533462	43590253	PPIP5K1	protein_coding
ENSG00000168781	ENST00000381879	15	-1	43533475	43590201	PPIP5K1	protein_coding
ENSG00000168781	ENST00000644537	15	-1	43539483	43573883	PPIP5K1	protein_coding
ENSG00000168781	ENST00000439195	15	-1	43558830	43571497	PPIP5K1	protein_coding
ENSG00000168781	ENST00000437065	15	-1	43564867	43573435	PPIP5K1	protein_coding
ENSG00000168781	ENST00000453080	15	-1	43582896	43590155	PPIP5K1	protein_coding
ENSG00000168781	ENST00000429176	15	-1	43583404	43589942	PPIP5K1	protein_coding
ENSG00000168781	ENST00000417085	15	-1	43583404	43590184	PPIP5K1	protein_coding
ENSG00000168781	ENST00000431962	15	-1	43583532	43590196	PPIP5K1	protein_coding
ENSG00000237289	ENST00000453782	15	1	43593054	43596264	CKMT1B	protein_coding
ENSG00000237289	ENST00000300283	15	1	43593054	43599406	CKMT1B	protein_coding
ENSG00000237289	ENST00000437924	15	1	43593063	43595412	CKMT1B	protein_coding
ENSG00000237289	ENST00000449946	15	1	43593601	43595018	CKMT1B	protein_coding
ENSG00000237289	ENST00000417289	15	1	43593603	43595132	CKMT1B	protein_coding
ENSG00000237289	ENST00000441322	15	1	43593859	43599406	CKMT1B	protein_coding
ENSG00000237289	ENST00000453733	15	1	43594027	43595927	CKMT1B	protein_coding
ENSG00000237289	ENST00000627381	15	1	43594042	43597396	CKMT1B	protein_coding
ENSG00000242866	ENST00000450892	15	-1	43599563	43618800	STRC	protein_coding
ENSG00000242866	ENST00000541030	15	-1	43599563	43618800	STRC	protein_coding
ENSG00000242866	ENST00000432436	15	-1	43615127	43618240	STRC	protein_coding
ENSG00000166762	ENST00000396879	15	-1	43628503	43648884	CATSPER2	protein_coding
ENSG00000166762	ENST00000381761	15	-1	43630562	43648845	CATSPER2	protein_coding
ENSG00000166762	ENST00000321596	15	-1	43630574	43648844	CATSPER2	protein_coding
ENSG00000166762	ENST00000432420	15	-1	43647374	43648825	CATSPER2	protein_coding
ENSG00000166762	ENST00000409481	15	-1	43647420	43668118	CATSPER2	protein_coding
ENSG00000223572	ENST00000434505	15	1	43692886	43699222	CKMT1A	protein_coding
ENSG00000223572	ENST00000411750	15	1	43692900	43695301	CKMT1A	protein_coding
ENSG00000223572	ENST00000413453	15	1	43693527	43699222	CKMT1A	protein_coding
ENSG00000223572	ENST00000415044	15	1	43693871	43695815	CKMT1A	protein_coding
ENSG00000223572	ENST00000626814	15	1	43693875	43697217	CKMT1A	protein_coding
ENSG00000167004	ENST00000300289	15	1	43746392	43773279	PDIA3	protein_coding
ENSG00000128886	ENST00000319359	15	-1	43772600	43777543	ELL3	protein_coding
ENSG00000128886	ENST00000433927	15	-1	43775565	43777315	ELL3	protein_coding
ENSG00000140264	ENST00000381359	15	1	43777100	43794595	SERF2	protein_coding
ENSG00000140264	ENST00000249786	15	1	43791842	43794595	SERF2	protein_coding
ENSG00000140264	ENST00000630046	15	1	43791842	43799079	SERF2	protein_coding
ENSG00000140264	ENST00000409960	15	1	43792330	43794444	SERF2	protein_coding
ENSG00000140264	ENST00000409646	15	1	43792330	43799850	SERF2	protein_coding
ENSG00000140264	ENST00000339624	15	1	43792347	43794046	SERF2	protein_coding
ENSG00000140264	ENST00000409291	15	1	43792347	43800279	SERF2	protein_coding
ENSG00000140264	ENST00000402131	15	1	43792368	43793975	SERF2	protein_coding
ENSG00000140264	ENST00000403425	15	1	43792368	43794046	SERF2	protein_coding
ENSG00000140264	ENST00000430901	15	1	43792377	43799007	SERF2	protein_coding
ENSG00000140264	ENST00000409614	15	1	43792839	43794046	SERF2	protein_coding
ENSG00000184716	ENST00000299969	15	-1	43794162	43800132	SERINC4	protein_coding
ENSG00000184716	ENST00000319327	15	-1	43794162	43800221	SERINC4	protein_coding
ENSG00000242028	ENST00000406925	15	1	43796142	43802082	HYPK	protein_coding
ENSG00000242028	ENST00000442995	15	1	43800423	43802291	HYPK	protein_coding
ENSG00000242028	ENST00000458412	15	1	43800599	43803043	HYPK	protein_coding
ENSG00000140259	ENST00000267812	15	-1	43804492	43824802	MFAP1	protein_coding
ENSG00000092470	ENST00000263795	15	1	43826963	43868419	WDR76	protein_coding
ENSG00000092470	ENST00000381246	15	1	43826980	43867018	WDR76	protein_coding
ENSG00000092470	ENST00000452115	15	1	43826988	43842671	WDR76	protein_coding
ENSG00000171877	ENST00000618556	15	-1	43870761	43924314	FRMD5	protein_coding
ENSG00000171877	ENST00000417257	15	-1	43870764	44195231	FRMD5	protein_coding
ENSG00000171877	ENST00000402883	15	-1	43870767	44195210	FRMD5	protein_coding
ENSG00000171877	ENST00000449926	15	-1	43873275	43924309	FRMD5	protein_coding
ENSG00000171877	ENST00000484674	15	-1	43873275	44194446	FRMD5	protein_coding
ENSG00000171877	ENST00000558108	15	-1	43873533	43919502	FRMD5	protein_coding
ENSG00000171877	ENST00000636859	15	-1	43873853	43879846	FRMD5	protein_coding
ENSG00000166734	ENST00000559222	15	1	44288729	44337881	CASC4	protein_coding
ENSG00000166734	ENST00000299957	15	1	44288731	44415758	CASC4	protein_coding
ENSG00000166734	ENST00000650436	15	1	44288733	44415729	CASC4	protein_coding
ENSG00000166734	ENST00000345795	15	1	44288760	44415757	CASC4	protein_coding
ENSG00000166734	ENST00000558847	15	1	44337764	44413543	CASC4	protein_coding
ENSG00000166734	ENST00000561305	15	1	44403051	44414761	CASC4	protein_coding
ENSG00000137770	ENST00000260327	15	1	44427234	44529038	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558791	15	1	44427622	44490804	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558966	15	1	44427793	44524543	CTDSPL2	protein_coding
ENSG00000137770	ENST00000559793	15	1	44427808	44486578	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558968	15	1	44427814	44484314	CTDSPL2	protein_coding
ENSG00000137770	ENST00000558373	15	1	44459003	44527232	CTDSPL2	protein_coding
ENSG00000104131	ENST00000261868	15	1	44537057	44562803	EIF3J	protein_coding
ENSG00000104131	ENST00000424492	15	1	44537125	44561999	EIF3J	protein_coding
ENSG00000104131	ENST00000535391	15	1	44537183	44561447	EIF3J	protein_coding
ENSG00000104131	ENST00000536248	15	1	44554624	44560575	EIF3J	protein_coding
ENSG00000104133	ENST00000261866	15	-1	44562696	44663664	SPG11	protein_coding
ENSG00000104133	ENST00000559511	15	-1	44562697	44584527	SPG11	protein_coding
ENSG00000104133	ENST00000535302	15	-1	44562854	44663675	SPG11	protein_coding
ENSG00000104133	ENST00000427534	15	-1	44563121	44663647	SPG11	protein_coding
ENSG00000104133	ENST00000558138	15	-1	44564639	44572824	SPG11	protein_coding
ENSG00000104133	ENST00000558319	15	-1	44573357	44663678	SPG11	protein_coding
ENSG00000104133	ENST00000558988	15	-1	44600260	44610857	SPG11	protein_coding
ENSG00000104133	ENST00000559754	15	-1	44600564	44610859	SPG11	protein_coding
ENSG00000104133	ENST00000559193	15	-1	44622476	44663658	SPG11	protein_coding
ENSG00000229474	ENST00000560775	15	-1	44665732	44676550	PATL2	protein_coding
ENSG00000229474	ENST00000434130	15	-1	44665733	44676888	PATL2	protein_coding
ENSG00000229474	ENST00000558809	15	-1	44665735	44668485	PATL2	protein_coding
ENSG00000229474	ENST00000560780	15	-1	44665735	44676888	PATL2	protein_coding
ENSG00000229474	ENST00000560110	15	-1	44672118	44676824	PATL2	protein_coding
ENSG00000166710	ENST00000544417	15	1	44711487	44718159	B2M	protein_coding
ENSG00000166710	ENST00000558401	15	1	44711487	44718877	B2M	protein_coding
ENSG00000166710	ENST00000559916	15	1	44711513	44717029	B2M	protein_coding
ENSG00000166710	ENST00000648006	15	1	44711517	44718145	B2M	protein_coding
ENSG00000185880	ENST00000559390	15	1	44728988	44767827	TRIM69	protein_coding
ENSG00000185880	ENST00000329464	15	1	44736362	44767827	TRIM69	protein_coding
ENSG00000185880	ENST00000558329	15	1	44736530	44767825	TRIM69	protein_coding
ENSG00000185880	ENST00000560442	15	1	44736530	44767825	TRIM69	protein_coding
ENSG00000185880	ENST00000561043	15	1	44736535	44767827	TRIM69	protein_coding
ENSG00000185880	ENST00000338264	15	1	44736566	44767829	TRIM69	protein_coding
ENSG00000185880	ENST00000561170	15	1	44758774	44767443	TRIM69	protein_coding
ENSG00000167014	ENST00000340827	15	1	44956702	44979229	TERB2	protein_coding
ENSG00000140263	ENST00000267814	15	1	45023104	45077185	SORD	protein_coding
ENSG00000140263	ENST00000558580	15	1	45036236	45073808	SORD	protein_coding
ENSG00000140279	ENST00000389039	15	-1	45092650	45114344	DUOX2	protein_coding
ENSG00000140279	ENST00000603300	15	-1	45092655	45114161	DUOX2	protein_coding
ENSG00000140274	ENST00000323030	15	1	45114321	45118421	DUOXA2	protein_coding
ENSG00000140254	ENST00000613425	15	-1	45117367	45129861	DUOXA1	protein_coding
ENSG00000140254	ENST00000267803	15	-1	45117371	45129859	DUOXA1	protein_coding
ENSG00000140254	ENST00000559014	15	-1	45117374	45129861	DUOXA1	protein_coding
ENSG00000140254	ENST00000558996	15	-1	45117374	45129877	DUOXA1	protein_coding
ENSG00000140254	ENST00000430224	15	-1	45117515	45123014	DUOXA1	protein_coding
ENSG00000140254	ENST00000558422	15	-1	45118721	45129877	DUOXA1	protein_coding
ENSG00000140254	ENST00000560572	15	-1	45119100	45123020	DUOXA1	protein_coding
ENSG00000140254	ENST00000558326	15	-1	45120779	45129879	DUOXA1	protein_coding
ENSG00000140254	ENST00000559988	15	-1	45120782	45129870	DUOXA1	protein_coding
ENSG00000140254	ENST00000559226	15	-1	45120796	45129877	DUOXA1	protein_coding
ENSG00000140254	ENST00000558377	15	-1	45121209	45129909	DUOXA1	protein_coding
ENSG00000140254	ENST00000559644	15	-1	45122968	45129938	DUOXA1	protein_coding
ENSG00000140254	ENST00000558851	15	-1	45122977	45129861	DUOXA1	protein_coding
ENSG00000137857	ENST00000321429	15	1	45129933	45165576	DUOX1	protein_coding
ENSG00000137857	ENST00000389037	15	1	45129994	45165574	DUOX1	protein_coding
ENSG00000137857	ENST00000558322	15	1	45130018	45133934	DUOX1	protein_coding
ENSG00000137857	ENST00000561166	15	1	45138818	45165573	DUOX1	protein_coding
ENSG00000138606	ENST00000560540	15	-1	45167214	45187956	SHF	protein_coding
ENSG00000138606	ENST00000290894	15	-1	45167214	45201175	SHF	protein_coding
ENSG00000138606	ENST00000560734	15	-1	45167251	45187952	SHF	protein_coding
ENSG00000138606	ENST00000458022	15	-1	45167713	45181207	SHF	protein_coding
ENSG00000138606	ENST00000558294	15	-1	45167834	45175326	SHF	protein_coding
ENSG00000138606	ENST00000561239	15	-1	45170208	45173658	SHF	protein_coding
ENSG00000138606	ENST00000560471	15	-1	45170666	45187955	SHF	protein_coding
ENSG00000138606	ENST00000559566	15	-1	45171594	45178260	SHF	protein_coding
ENSG00000138606	ENST00000558685	15	-1	45171846	45175269	SHF	protein_coding
ENSG00000138606	ENST00000561278	15	-1	45175380	45201116	SHF	protein_coding
ENSG00000137860	ENST00000347644	15	1	45252230	45277845	SLC28A2	protein_coding
ENSG00000137860	ENST00000560438	15	1	45252234	45264683	SLC28A2	protein_coding
ENSG00000171766	ENST00000396659	15	-1	45361124	45378793	GATM	protein_coding
ENSG00000171766	ENST00000558336	15	-1	45363631	45378547	GATM	protein_coding
ENSG00000171766	ENST00000558163	15	-1	45366462	45378519	GATM	protein_coding
ENSG00000171766	ENST00000558537	15	-1	45369327	45378075	GATM	protein_coding
ENSG00000171766	ENST00000561148	15	-1	45369329	45402218	GATM	protein_coding
ENSG00000171766	ENST00000559885	15	-1	45369378	45377035	GATM	protein_coding
ENSG00000171763	ENST00000305560	15	1	45402331	45421419	SPATA5L1	protein_coding
ENSG00000171763	ENST00000638607	15	1	45402430	45415805	SPATA5L1	protein_coding
ENSG00000171763	ENST00000531624	15	1	45410373	45421378	SPATA5L1	protein_coding
ENSG00000166920	ENST00000396650	15	1	45430529	45433342	C15orf48	protein_coding
ENSG00000166920	ENST00000558435	15	1	45430579	45448761	C15orf48	protein_coding
ENSG00000166920	ENST00000344300	15	1	45430607	45433449	C15orf48	protein_coding
ENSG00000104154	ENST00000261867	15	-1	45479611	45522807	SLC30A4	protein_coding
ENSG00000104164	ENST00000220531	15	1	45587123	45609711	BLOC1S6	protein_coding
ENSG00000104164	ENST00000567461	15	1	45587236	45606981	BLOC1S6	protein_coding
ENSG00000260170	ENST00000564080	15	1	45587351	45676314	AC090527.2	protein_coding
ENSG00000104164	ENST00000562384	15	1	45587352	45606527	BLOC1S6	protein_coding
ENSG00000104164	ENST00000569076	15	1	45587353	45606486	BLOC1S6	protein_coding
ENSG00000104164	ENST00000566753	15	1	45587355	45599562	BLOC1S6	protein_coding
ENSG00000104164	ENST00000565216	15	1	45587424	45606671	BLOC1S6	protein_coding
ENSG00000104164	ENST00000566801	15	1	45587590	45605470	BLOC1S6	protein_coding
ENSG00000104164	ENST00000568816	15	1	45587591	45609710	BLOC1S6	protein_coding
ENSG00000104164	ENST00000565323	15	1	45587617	45606585	BLOC1S6	protein_coding
ENSG00000104164	ENST00000565409	15	1	45587785	45606601	BLOC1S6	protein_coding
ENSG00000104164	ENST00000564765	15	1	45587825	45606818	BLOC1S6	protein_coding
ENSG00000137767	ENST00000568606	15	1	45631148	45691280	SQOR	protein_coding
ENSG00000137767	ENST00000565227	15	1	45631578	45659142	SQOR	protein_coding
ENSG00000137767	ENST00000563296	15	1	45631584	45659037	SQOR	protein_coding
ENSG00000137767	ENST00000561735	15	1	45634721	45669944	SQOR	protein_coding
ENSG00000137767	ENST00000260324	15	1	45634740	45691294	SQOR	protein_coding
ENSG00000137767	ENST00000561493	15	1	45645881	45669946	SQOR	protein_coding
ENSG00000137767	ENST00000566934	15	1	45659081	45674017	SQOR	protein_coding
ENSG00000137767	ENST00000565997	15	1	45682540	45689414	SQOR	protein_coding
ENSG00000137872	ENST00000558014	15	1	47184101	47774221	SEMA6D	protein_coding
ENSG00000137872	ENST00000559184	15	1	47185663	47759864	SEMA6D	protein_coding
ENSG00000137872	ENST00000560636	15	1	47339067	47759802	SEMA6D	protein_coding
ENSG00000137872	ENST00000561133	15	1	47716998	47761428	SEMA6D	protein_coding
ENSG00000137872	ENST00000536845	15	1	47717363	47771933	SEMA6D	protein_coding
ENSG00000137872	ENST00000558816	15	1	47717457	47772882	SEMA6D	protein_coding
ENSG00000137872	ENST00000389425	15	1	47718461	47765480	SEMA6D	protein_coding
ENSG00000137872	ENST00000355997	15	1	47718489	47774222	SEMA6D	protein_coding
ENSG00000137872	ENST00000316364	15	1	47718489	47774223	SEMA6D	protein_coding
ENSG00000137872	ENST00000354744	15	1	47718489	47774223	SEMA6D	protein_coding
ENSG00000137872	ENST00000358066	15	1	47718489	47774223	SEMA6D	protein_coding
ENSG00000137872	ENST00000389428	15	1	47718489	47774223	SEMA6D	protein_coding
ENSG00000137872	ENST00000559196	15	1	47759723	47762319	SEMA6D	protein_coding
ENSG00000137872	ENST00000559064	15	1	47766577	47767515	SEMA6D	protein_coding
ENSG00000137872	ENST00000560006	15	1	47766580	47770765	SEMA6D	protein_coding
ENSG00000188467	ENST00000341459	15	1	48120972	48142672	SLC24A5	protein_coding
ENSG00000188467	ENST00000482911	15	1	48121004	48124678	SLC24A5	protein_coding
ENSG00000188467	ENST00000449382	15	1	48121024	48142395	SLC24A5	protein_coding
ENSG00000104177	ENST00000324324	15	-1	48134631	48178517	MYEF2	protein_coding
ENSG00000104177	ENST00000267836	15	-1	48141797	48178353	MYEF2	protein_coding
ENSG00000104177	ENST00000560172	15	-1	48141798	48149326	MYEF2	protein_coding
ENSG00000104177	ENST00000620867	15	-1	48141806	48152280	MYEF2	protein_coding
ENSG00000104177	ENST00000616409	15	-1	48142652	48178144	MYEF2	protein_coding
ENSG00000104177	ENST00000558395	15	-1	48143061	48159670	MYEF2	protein_coding
ENSG00000104177	ENST00000610570	15	-1	48152308	48178316	MYEF2	protein_coding
ENSG00000233932	ENST00000644354	15	1	48178122	48203710	CTXN2	protein_coding
ENSG00000074803	ENST00000647232	15	1	48178438	48303786	SLC12A1	protein_coding
ENSG00000233932	ENST00000645050	15	1	48178467	48203697	CTXN2	protein_coding
ENSG00000233932	ENST00000417307	15	1	48191539	48203756	CTXN2	protein_coding
ENSG00000074803	ENST00000646012	15	1	48191648	48303718	SLC12A1	protein_coding
ENSG00000074803	ENST00000561127	15	1	48191664	48230430	SLC12A1	protein_coding
ENSG00000074803	ENST00000647546	15	1	48191682	48304078	SLC12A1	protein_coding
ENSG00000074803	ENST00000559641	15	1	48191765	48285127	SLC12A1	protein_coding
ENSG00000074803	ENST00000558405	15	1	48191789	48302997	SLC12A1	protein_coding
ENSG00000233932	ENST00000647363	15	1	48192046	48203744	CTXN2	protein_coding
ENSG00000074803	ENST00000380993	15	1	48206301	48304076	SLC12A1	protein_coding
ENSG00000074803	ENST00000396577	15	1	48206302	48304078	SLC12A1	protein_coding
ENSG00000074803	ENST00000330289	15	1	48207534	48237349	SLC12A1	protein_coding
ENSG00000074803	ENST00000561031	15	1	48207720	48221445	SLC12A1	protein_coding
ENSG00000128951	ENST00000559935	15	1	48331011	48341495	DUT	protein_coding
ENSG00000128951	ENST00000559416	15	1	48331095	48342137	DUT	protein_coding
ENSG00000128951	ENST00000558813	15	1	48331405	48342293	DUT	protein_coding
ENSG00000128951	ENST00000331200	15	1	48331423	48343373	DUT	protein_coding
ENSG00000128951	ENST00000558472	15	1	48331456	48342052	DUT	protein_coding
ENSG00000128951	ENST00000455976	15	1	48332103	48343369	DUT	protein_coding
ENSG00000128951	ENST00000559540	15	1	48332210	48342395	DUT	protein_coding
ENSG00000128951	ENST00000558367	15	1	48332406	48342033	DUT	protein_coding
ENSG00000166147	ENST00000316623	15	-1	48408306	48645849	FBN1	protein_coding
ENSG00000166147	ENST00000560355	15	-1	48640989	48645721	FBN1	protein_coding
ENSG00000103995	ENST00000380950	15	-1	48737935	48811141	CEP152	protein_coding
ENSG00000103995	ENST00000399334	15	-1	48738151	48810987	CEP152	protein_coding
ENSG00000103995	ENST00000325747	15	-1	48740506	48811030	CEP152	protein_coding
ENSG00000103995	ENST00000558591	15	-1	48797717	48810594	CEP152	protein_coding
ENSG00000185634	ENST00000332408	15	-1	48823735	48963444	SHC4	protein_coding
ENSG00000185634	ENST00000396535	15	-1	48825167	48877489	SHC4	protein_coding
ENSG00000185634	ENST00000537958	15	-1	48825779	48878054	SHC4	protein_coding
ENSG00000185634	ENST00000558220	15	-1	48855953	48878050	SHC4	protein_coding
ENSG00000255302	ENST00000530028	15	1	48877886	48880183	EID1	protein_coding
ENSG00000255302	ENST00000560490	15	1	48878136	48878785	EID1	protein_coding
ENSG00000138593	ENST00000561428	15	-1	48988476	48996489	SECISBP2L	protein_coding
ENSG00000138593	ENST00000559471	15	-1	48988638	49046563	SECISBP2L	protein_coding
ENSG00000138593	ENST00000261847	15	-1	48988770	49046433	SECISBP2L	protein_coding
ENSG00000138593	ENST00000380927	15	-1	48996384	49046446	SECISBP2L	protein_coding
ENSG00000138593	ENST00000559424	15	-1	49016947	49046447	SECISBP2L	protein_coding
ENSG00000166200	ENST00000388901	15	-1	49122728	49155652	COPS2	protein_coding
ENSG00000166200	ENST00000299259	15	-1	49127350	49155661	COPS2	protein_coding
ENSG00000166200	ENST00000542928	15	-1	49127536	49155604	COPS2	protein_coding
ENSG00000166200	ENST00000558843	15	-1	49134033	49155590	COPS2	protein_coding
ENSG00000166200	ENST00000561248	15	-1	49134083	49155604	COPS2	protein_coding
ENSG00000156958	ENST00000327171	15	1	49155765	49331882	GALK2	protein_coding
ENSG00000156958	ENST00000560654	15	1	49155771	49239330	GALK2	protein_coding
ENSG00000156958	ENST00000560031	15	1	49170016	49328518	GALK2	protein_coding
ENSG00000156958	ENST00000396509	15	1	49170204	49328514	GALK2	protein_coding
ENSG00000156958	ENST00000558145	15	1	49170260	49235897	GALK2	protein_coding
ENSG00000156958	ENST00000544523	15	1	49170282	49328561	GALK2	protein_coding
ENSG00000156958	ENST00000560138	15	1	49170283	49292422	GALK2	protein_coding
ENSG00000156958	ENST00000559454	15	1	49170478	49328503	GALK2	protein_coding
ENSG00000156958	ENST00000558399	15	1	49283706	49367869	GALK2	protein_coding
ENSG00000156958	ENST00000559580	15	1	49292471	49367697	GALK2	protein_coding
ENSG00000156958	ENST00000560528	15	1	49319682	49328982	GALK2	protein_coding
ENSG00000166262	ENST00000299338	15	-1	49328391	49620931	FAM227B	protein_coding
ENSG00000166262	ENST00000561064	15	-1	49422400	49620929	FAM227B	protein_coding
ENSG00000140285	ENST00000267843	15	1	49423096	49488775	FGF7	protein_coding
ENSG00000140285	ENST00000614567	15	1	49423178	49487326	FGF7	protein_coding
ENSG00000140285	ENST00000560270	15	1	49423237	49425515	FGF7	protein_coding
ENSG00000140285	ENST00000560979	15	1	49423260	49484460	FGF7	protein_coding
ENSG00000166262	ENST00000558579	15	-1	49576136	49589943	FAM227B	protein_coding
ENSG00000166262	ENST00000558594	15	-1	49576494	49620818	FAM227B	protein_coding
ENSG00000166262	ENST00000559905	15	-1	49576741	49620747	FAM227B	protein_coding
ENSG00000166262	ENST00000560246	15	-1	49576761	49620809	FAM227B	protein_coding
ENSG00000104047	ENST00000403028	15	1	49620980	49644049	DTWD1	protein_coding
ENSG00000104047	ENST00000558653	15	1	49621065	49643610	DTWD1	protein_coding
ENSG00000104047	ENST00000559164	15	1	49621080	49634614	DTWD1	protein_coding
ENSG00000104047	ENST00000560632	15	1	49621082	49634595	DTWD1	protein_coding
ENSG00000104047	ENST00000559405	15	1	49621085	49632177	DTWD1	protein_coding
ENSG00000104047	ENST00000251250	15	1	49621099	49656232	DTWD1	protein_coding
ENSG00000104043	ENST00000284509	15	-1	49858239	50119222	ATP8B4	protein_coding
ENSG00000104043	ENST00000559829	15	-1	49859000	50114504	ATP8B4	protein_coding
ENSG00000104043	ENST00000558024	15	-1	50009272	50047387	ATP8B4	protein_coding
ENSG00000104043	ENST00000558829	15	-1	50047392	50182817	ATP8B4	protein_coding
ENSG00000140284	ENST00000267842	15	1	50182196	50236395	SLC27A2	protein_coding
