ENSG00000279493	ENST00000624081	21	1	5011799	5017145	FP565260.4	protein_coding
ENSG00000205726	ENST00000381284	21	1	33858697	33886354	ITSN1	protein_coding
ENSG00000205726	ENST00000415023	21	1	33875360	33886354	ITSN1	protein_coding
ENSG00000241837	ENST00000290299	21	-1	33903453	33915980	ATP5PO	protein_coding
ENSG00000241837	ENST00000418933	21	-1	33903456	33909095	ATP5PO	protein_coding
ENSG00000243927	ENST00000399312	21	1	34073523	34143034	MRPS6	protein_coding
ENSG00000198743	ENST00000381151	21	1	34073570	34106262	SLC5A3	protein_coding
ENSG00000159197	ENST00000290310	21	1	34364024	34371389	KCNE2	protein_coding
ENSG00000205670	ENST00000399292	21	1	34375500	34389154	SMIM11A	protein_coding
ENSG00000205670	ENST00000399299	21	1	34375500	34402777	SMIM11A	protein_coding
ENSG00000205670	ENST00000399295	21	1	34375604	34389153	SMIM11A	protein_coding
ENSG00000222018	ENST00000410005	21	-1	34400317	34401072	FAM243A	protein_coding
ENSG00000243627	ENST00000450895	21	-1	34418715	34423966	SMIM34A	protein_coding
ENSG00000180509	ENST00000432085	21	-1	34446688	34459604	KCNE1	protein_coding
ENSG00000180509	ENST00000621601	21	-1	34446688	34459938	KCNE1	protein_coding
ENSG00000180509	ENST00000611936	21	-1	34446688	34511325	KCNE1	protein_coding
ENSG00000180509	ENST00000337385	21	-1	34446688	34511339	KCNE1	protein_coding
ENSG00000180509	ENST00000399289	21	-1	34446690	34459604	KCNE1	protein_coding
ENSG00000180509	ENST00000399286	21	-1	34449056	34512275	KCNE1	protein_coding
ENSG00000180509	ENST00000416357	21	-1	34449245	34455741	KCNE1	protein_coding
ENSG00000180509	ENST00000399284	21	-1	34449245	34511243	KCNE1	protein_coding
ENSG00000159200	ENST00000620920	21	-1	34516445	34524637	RCAN1	protein_coding
ENSG00000159200	ENST00000381135	21	-1	34516445	34525467	RCAN1	protein_coding
ENSG00000159200	ENST00000443408	21	-1	34516445	34614446	RCAN1	protein_coding
ENSG00000159200	ENST00000482533	21	-1	34516484	34524289	RCAN1	protein_coding
ENSG00000159200	ENST00000481448	21	-1	34516484	34526850	RCAN1	protein_coding
ENSG00000159200	ENST00000381132	21	-1	34516484	34526963	RCAN1	protein_coding
ENSG00000159200	ENST00000487990	21	-1	34516484	34560179	RCAN1	protein_coding
ENSG00000159200	ENST00000399272	21	-1	34516484	34613843	RCAN1	protein_coding
ENSG00000159200	ENST00000313806	21	-1	34516484	34615142	RCAN1	protein_coding
ENSG00000159200	ENST00000492600	21	-1	34521060	34526824	RCAN1	protein_coding
ENSG00000159212	ENST00000349499	21	1	34669389	34718227	CLIC6	protein_coding
ENSG00000159212	ENST00000360731	21	1	34669389	34718227	CLIC6	protein_coding
ENSG00000159216	ENST00000344691	21	-1	34787801	34888690	RUNX1	protein_coding
ENSG00000159216	ENST00000437180	21	-1	34787801	35049298	RUNX1	protein_coding
ENSG00000159216	ENST00000300305	21	-1	34787801	35049344	RUNX1	protein_coding
ENSG00000159216	ENST00000399240	21	-1	34791786	34887183	RUNX1	protein_coding
ENSG00000159216	ENST00000358356	21	-1	34821279	34888690	RUNX1	protein_coding
ENSG00000159216	ENST00000399237	21	-1	34834410	34889790	RUNX1	protein_coding
ENSG00000159216	ENST00000455571	21	-1	34880606	35049298	RUNX1	protein_coding
ENSG00000159216	ENST00000475045	21	-1	34887046	36004667	RUNX1	protein_coding
ENSG00000159216	ENST00000416754	21	-1	34892925	35049270	RUNX1	protein_coding
ENSG00000185917	ENST00000399215	21	-1	36034541	36060261	SETD4	protein_coding
ENSG00000185917	ENST00000399212	21	-1	36034541	36060526	SETD4	protein_coding
ENSG00000185917	ENST00000332131	21	-1	36034541	36060550	SETD4	protein_coding
ENSG00000185917	ENST00000399205	21	-1	36043686	36060313	SETD4	protein_coding
ENSG00000185917	ENST00000399208	21	-1	36043686	36060364	SETD4	protein_coding
ENSG00000185917	ENST00000399201	21	-1	36043686	36079389	SETD4	protein_coding
ENSG00000185917	ENST00000399207	21	-1	36043698	36060245	SETD4	protein_coding
ENSG00000185917	ENST00000424303	21	-1	36045614	36060363	SETD4	protein_coding
ENSG00000185917	ENST00000429161	21	-1	36045631	36060313	SETD4	protein_coding
ENSG00000185917	ENST00000446166	21	-1	36045864	36060526	SETD4	protein_coding
ENSG00000185917	ENST00000442559	21	-1	36048322	36060300	SETD4	protein_coding
ENSG00000185917	ENST00000443703	21	-1	36053589	36060242	SETD4	protein_coding
ENSG00000159228	ENST00000290349	21	1	36069941	36073166	CBR1	protein_coding
ENSG00000159228	ENST00000530908	21	1	36069941	36073166	CBR1	protein_coding
ENSG00000159228	ENST00000439427	21	1	36070015	36071583	CBR1	protein_coding
ENSG00000159228	ENST00000399191	21	1	36070035	36072533	CBR1	protein_coding
ENSG00000159231	ENST00000290354	21	1	36134912	36146566	CBR3	protein_coding
ENSG00000142197	ENST00000270190	21	1	36156782	36200445	DOP1B	protein_coding
ENSG00000142197	ENST00000399151	21	1	36164535	36294274	DOP1B	protein_coding
ENSG00000159256	ENST00000400485	21	1	36320189	36376646	MORC3	protein_coding
ENSG00000159259	ENST00000314103	21	1	36385378	36419015	CHAF1B	protein_coding
ENSG00000159261	ENST00000399139	21	-1	36460621	36466441	CLDN14	protein_coding
ENSG00000159261	ENST00000399135	21	-1	36460621	36480090	CLDN14	protein_coding
ENSG00000159261	ENST00000399137	21	-1	36460621	36480090	CLDN14	protein_coding
ENSG00000159261	ENST00000399136	21	-1	36460621	36542600	CLDN14	protein_coding
ENSG00000159261	ENST00000342108	21	-1	36460621	36576569	CLDN14	protein_coding
ENSG00000159263	ENST00000290399	21	1	36699134	36749917	SIM2	protein_coding
ENSG00000159263	ENST00000431229	21	1	36709181	36745871	SIM2	protein_coding
ENSG00000159263	ENST00000483178	21	1	36712566	36720587	SIM2	protein_coding
ENSG00000159267	ENST00000612277	21	-1	36750888	36980964	HLCS	protein_coding
ENSG00000159267	ENST00000336648	21	-1	36750888	36990236	HLCS	protein_coding
ENSG00000159267	ENST00000399120	21	-1	36751192	36966473	HLCS	protein_coding
ENSG00000159267	ENST00000448340	21	-1	36937168	36980628	HLCS	protein_coding
ENSG00000159267	ENST00000419461	21	-1	36937185	36966639	HLCS	protein_coding
ENSG00000159267	ENST00000427746	21	-1	36937214	36990224	HLCS	protein_coding
ENSG00000183145	ENST00000329553	21	1	37006563	37019659	RIPPLY3	protein_coding
ENSG00000185808	ENST00000360525	21	-1	37059170	37073158	PIGP	protein_coding
ENSG00000185808	ENST00000464265	21	-1	37062846	37072811	PIGP	protein_coding
ENSG00000185808	ENST00000399102	21	-1	37065374	37072900	PIGP	protein_coding
ENSG00000185808	ENST00000399103	21	-1	37065374	37073011	PIGP	protein_coding
ENSG00000185808	ENST00000399098	21	-1	37065374	37073170	PIGP	protein_coding
ENSG00000185808	ENST00000430792	21	-1	37069552	37072997	PIGP	protein_coding
ENSG00000182670	ENST00000418766	21	1	37073251	37165751	TTC3	protein_coding
ENSG00000182670	ENST00000450533	21	1	37073267	37151958	TTC3	protein_coding
ENSG00000182670	ENST00000438055	21	1	37073267	37165765	TTC3	protein_coding
ENSG00000182670	ENST00000355666	21	1	37073271	37203103	TTC3	protein_coding
ENSG00000182670	ENST00000540756	21	1	37073281	37153323	TTC3	protein_coding
ENSG00000182670	ENST00000399010	21	1	37073290	37099098	TTC3	protein_coding
ENSG00000182670	ENST00000399017	21	1	37081596	37203112	TTC3	protein_coding
ENSG00000182670	ENST00000354749	21	1	37085790	37203112	TTC3	protein_coding
ENSG00000182670	ENST00000414818	21	1	37144560	37153277	TTC3	protein_coding
ENSG00000182670	ENST00000411496	21	1	37153125	37165640	TTC3	protein_coding
ENSG00000182670	ENST00000428693	21	1	37191334	37201621	TTC3	protein_coding
ENSG00000157538	ENST00000309117	21	-1	37223420	37267532	VPS26C	protein_coding
ENSG00000157538	ENST00000399001	21	-1	37225299	37267351	VPS26C	protein_coding
ENSG00000157538	ENST00000476950	21	-1	37225472	37267346	VPS26C	protein_coding
ENSG00000157538	ENST00000398998	21	-1	37225544	37267532	VPS26C	protein_coding
ENSG00000157540	ENST00000646523	21	1	37365573	37512054	DYRK1A	protein_coding
ENSG00000157540	ENST00000647425	21	1	37365790	37512531	DYRK1A	protein_coding
ENSG00000157540	ENST00000647504	21	1	37366934	37515172	DYRK1A	protein_coding
ENSG00000157540	ENST00000644942	21	1	37367101	37512772	DYRK1A	protein_coding
ENSG00000157540	ENST00000647188	21	1	37367517	37512918	DYRK1A	protein_coding
ENSG00000157540	ENST00000338785	21	1	37367557	37515377	DYRK1A	protein_coding
ENSG00000157540	ENST00000643624	21	1	37367581	37512947	DYRK1A	protein_coding
ENSG00000157540	ENST00000643551	21	1	37368016	37480669	DYRK1A	protein_coding
ENSG00000157540	ENST00000426672	21	1	37368059	37486493	DYRK1A	protein_coding
ENSG00000157540	ENST00000398960	21	1	37375094	37512921	DYRK1A	protein_coding
ENSG00000157540	ENST00000339659	21	1	37418905	37515376	DYRK1A	protein_coding
ENSG00000157540	ENST00000646548	21	1	37418905	37526358	DYRK1A	protein_coding
ENSG00000157540	ENST00000455097	21	1	37420299	37472829	DYRK1A	protein_coding
ENSG00000157540	ENST00000643854	21	1	37420299	37505357	DYRK1A	protein_coding
ENSG00000157540	ENST00000645424	21	1	37420299	37506302	DYRK1A	protein_coding
ENSG00000157540	ENST00000642309	21	1	37420312	37505357	DYRK1A	protein_coding
ENSG00000157540	ENST00000645774	21	1	37420328	37505554	DYRK1A	protein_coding
ENSG00000157540	ENST00000398956	21	1	37420375	37511954	DYRK1A	protein_coding
ENSG00000157542	ENST00000609713	21	-1	37607376	37916446	KCNJ6	protein_coding
ENSG00000157542	ENST00000645093	21	-1	37623559	38121345	KCNJ6	protein_coding
ENSG00000157551	ENST00000549158	21	1	38157034	38299337	KCNJ15	protein_coding
ENSG00000157551	ENST00000547341	21	1	38157034	38299406	KCNJ15	protein_coding
ENSG00000157551	ENST00000547595	21	1	38157034	38299406	KCNJ15	protein_coding
ENSG00000157551	ENST00000548700	21	1	38157034	38299406	KCNJ15	protein_coding
ENSG00000157551	ENST00000549805	21	1	38157034	38299406	KCNJ15	protein_coding
ENSG00000157551	ENST00000549932	21	1	38157034	38299406	KCNJ15	protein_coding
ENSG00000157551	ENST00000551422	21	1	38157034	38299406	KCNJ15	protein_coding
ENSG00000157551	ENST00000612702	21	1	38256698	38301822	KCNJ15	protein_coding
ENSG00000157551	ENST00000613499	21	1	38256698	38301822	KCNJ15	protein_coding
ENSG00000157551	ENST00000398925	21	1	38256741	38299445	KCNJ15	protein_coding
ENSG00000157551	ENST00000398928	21	1	38256741	38299731	KCNJ15	protein_coding
ENSG00000157551	ENST00000328656	21	1	38256741	38307357	KCNJ15	protein_coding
ENSG00000157551	ENST00000443341	21	1	38256742	38299380	KCNJ15	protein_coding
ENSG00000157551	ENST00000417042	21	1	38256875	38299319	KCNJ15	protein_coding
ENSG00000157551	ENST00000398938	21	1	38256948	38301490	KCNJ15	protein_coding
ENSG00000157551	ENST00000398932	21	1	38272250	38301490	KCNJ15	protein_coding
ENSG00000157551	ENST00000438657	21	1	38272295	38299997	KCNJ15	protein_coding
ENSG00000157551	ENST00000398934	21	1	38272420	38301822	KCNJ15	protein_coding
ENSG00000157551	ENST00000398930	21	1	38272423	38301821	KCNJ15	protein_coding
ENSG00000157551	ENST00000398927	21	1	38296557	38299731	KCNJ15	protein_coding
ENSG00000157551	ENST00000419868	21	1	38296926	38299678	KCNJ15	protein_coding
ENSG00000157554	ENST00000398905	21	-1	38380027	38498442	ERG	protein_coding
ENSG00000157554	ENST00000398907	21	-1	38380027	38498442	ERG	protein_coding
ENSG00000157554	ENST00000288319	21	-1	38380027	38498483	ERG	protein_coding
ENSG00000157554	ENST00000398897	21	-1	38380027	38584900	ERG	protein_coding
ENSG00000157554	ENST00000398911	21	-1	38380027	38584945	ERG	protein_coding
ENSG00000157554	ENST00000398910	21	-1	38380027	38661694	ERG	protein_coding
ENSG00000157554	ENST00000417133	21	-1	38380027	38661694	ERG	protein_coding
ENSG00000157554	ENST00000442448	21	-1	38380030	38661780	ERG	protein_coding
ENSG00000157554	ENST00000453032	21	-1	38383126	38498476	ERG	protein_coding
ENSG00000157554	ENST00000398919	21	-1	38383291	38660667	ERG	protein_coding
ENSG00000157554	ENST00000429727	21	-1	38400008	38661780	ERG	protein_coding
ENSG00000157557	ENST00000360214	21	1	38805307	38824955	ETS2	protein_coding
ENSG00000157557	ENST00000360938	21	1	38805831	38824955	ETS2	protein_coding
ENSG00000157557	ENST00000432278	21	1	38805951	38814981	ETS2	protein_coding
ENSG00000157557	ENST00000456966	21	1	38809636	38818646	ETS2	protein_coding
ENSG00000183527	ENST00000331573	21	-1	39174769	39183851	PSMG1	protein_coding
ENSG00000183527	ENST00000380900	21	-1	39175590	39183488	PSMG1	protein_coding
ENSG00000185658	ENST00000333229	21	-1	39184176	39313819	BRWD1	protein_coding
ENSG00000185658	ENST00000342449	21	-1	39190219	39313570	BRWD1	protein_coding
ENSG00000185658	ENST00000380800	21	-1	39193817	39313590	BRWD1	protein_coding
ENSG00000185658	ENST00000424441	21	-1	39202366	39229392	BRWD1	protein_coding
ENSG00000185658	ENST00000455867	21	-1	39236719	39280213	BRWD1	protein_coding
ENSG00000185658	ENST00000341322	21	-1	39296437	39313642	BRWD1	protein_coding
ENSG00000205581	ENST00000380749	21	-1	39342315	39349200	HMGN1	protein_coding
ENSG00000205581	ENST00000380748	21	-1	39342692	39349053	HMGN1	protein_coding
ENSG00000205581	ENST00000380747	21	-1	39342879	39349647	HMGN1	protein_coding
ENSG00000182093	ENST00000415847	21	1	39377698	39406615	WRB	protein_coding
ENSG00000182093	ENST00000647678	21	1	39379539	39397887	WRB	protein_coding
ENSG00000182093	ENST00000650376	21	1	39379571	39397743	WRB	protein_coding
ENSG00000182093	ENST00000333781	21	1	39380244	39397889	WRB	protein_coding
ENSG00000182093	ENST00000649170	21	1	39380326	39397889	WRB	protein_coding
ENSG00000285815	ENST00000647779	21	1	39380332	39515506	WRB-SH3BGR	protein_coding
ENSG00000182093	ENST00000398753	21	1	39380458	39397116	WRB	protein_coding
ENSG00000182093	ENST00000442773	21	1	39380487	39390803	WRB	protein_coding
ENSG00000182093	ENST00000380713	21	1	39386093	39393280	WRB	protein_coding
ENSG00000182093	ENST00000380708	21	1	39387765	39397889	WRB	protein_coding
ENSG00000157578	ENST00000380671	21	-1	39405844	39428522	LCA5L	protein_coding
ENSG00000157578	ENST00000288350	21	-1	39405844	39445777	LCA5L	protein_coding
ENSG00000157578	ENST00000358268	21	-1	39405860	39445733	LCA5L	protein_coding
ENSG00000182093	ENST00000478273	21	1	39410869	39428528	WRB	protein_coding
ENSG00000157578	ENST00000485895	21	-1	39421560	39445777	LCA5L	protein_coding
ENSG00000157578	ENST00000418018	21	-1	39423245	39445760	LCA5L	protein_coding
ENSG00000157578	ENST00000448288	21	-1	39428172	39445778	LCA5L	protein_coding
ENSG00000157578	ENST00000434281	21	-1	39428208	39445803	LCA5L	protein_coding
ENSG00000157578	ENST00000438404	21	-1	39428210	39445719	LCA5L	protein_coding
ENSG00000157578	ENST00000411566	21	-1	39428215	39445733	LCA5L	protein_coding
ENSG00000157578	ENST00000415863	21	-1	39428285	39445769	LCA5L	protein_coding
ENSG00000157578	ENST00000426783	21	-1	39428305	39445769	LCA5L	protein_coding
ENSG00000157578	ENST00000456017	21	-1	39428402	39445780	LCA5L	protein_coding
ENSG00000157578	ENST00000451131	21	-1	39428462	39445752	LCA5L	protein_coding
ENSG00000185437	ENST00000380637	21	1	39445855	39515506	SH3BGR	protein_coding
ENSG00000185437	ENST00000380634	21	1	39445865	39515355	SH3BGR	protein_coding
ENSG00000185437	ENST00000458295	21	1	39445875	39515270	SH3BGR	protein_coding
ENSG00000185437	ENST00000440288	21	1	39445931	39511706	SH3BGR	protein_coding
ENSG00000185437	ENST00000380631	21	1	39445942	39515207	SH3BGR	protein_coding
ENSG00000185437	ENST00000333634	21	1	39451830	39515506	SH3BGR	protein_coding
ENSG00000185437	ENST00000452550	21	1	39452123	39515506	SH3BGR	protein_coding
ENSG00000185437	ENST00000423596	21	1	39462534	39511775	SH3BGR	protein_coding
ENSG00000185437	ENST00000447939	21	1	39499823	39515506	SH3BGR	protein_coding
ENSG00000183778	ENST00000380620	21	1	39556442	39673137	B3GALT5	protein_coding
ENSG00000183778	ENST00000615480	21	1	39612940	39662888	B3GALT5	protein_coding
ENSG00000183778	ENST00000380618	21	1	39657327	39662889	B3GALT5	protein_coding
ENSG00000183778	ENST00000343118	21	1	39657777	39662888	B3GALT5	protein_coding
ENSG00000183778	ENST00000398714	21	1	39657882	39662888	B3GALT5	protein_coding
ENSG00000183067	ENST00000380588	21	1	39745407	39802096	IGSF5	protein_coding
ENSG00000183036	ENST00000328619	21	1	39867317	39929397	PCP4	protein_coding
ENSG00000171587	ENST00000400454	21	-1	40010999	40847139	DSCAM	protein_coding
ENSG00000171587	ENST00000617870	21	-1	40012414	40369270	DSCAM	protein_coding
ENSG00000171587	ENST00000404019	21	-1	40012901	40353654	DSCAM	protein_coding
ENSG00000182240	ENST00000328735	21	1	41167801	41276597	BACE2	protein_coding
ENSG00000182240	ENST00000330333	21	1	41167801	41276597	BACE2	protein_coding
ENSG00000182240	ENST00000347667	21	1	41167801	41282518	BACE2	protein_coding
ENSG00000183844	ENST00000357985	21	1	41316734	41357431	FAM3B	protein_coding
ENSG00000183844	ENST00000398647	21	1	41316814	41357431	FAM3B	protein_coding
ENSG00000183844	ENST00000398652	21	1	41316814	41357431	FAM3B	protein_coding
ENSG00000183844	ENST00000398646	21	1	41322820	41357431	FAM3B	protein_coding
ENSG00000183486	ENST00000330714	21	1	41361943	41408943	MX2	protein_coding
ENSG00000183486	ENST00000436410	21	1	41361999	41377927	MX2	protein_coding
ENSG00000183486	ENST00000435611	21	1	41362007	41377916	MX2	protein_coding
ENSG00000183486	ENST00000416447	21	1	41370213	41376949	MX2	protein_coding
ENSG00000183486	ENST00000418103	21	1	41370514	41377940	MX2	protein_coding
ENSG00000157601	ENST00000398600	21	1	41420515	41459214	MX1	protein_coding
ENSG00000157601	ENST00000413778	21	1	41421329	41435935	MX1	protein_coding
ENSG00000157601	ENST00000419044	21	1	41426031	41432147	MX1	protein_coding
ENSG00000157601	ENST00000455164	21	1	41426031	41459213	MX1	protein_coding
ENSG00000157601	ENST00000398598	21	1	41426167	41459214	MX1	protein_coding
ENSG00000157601	ENST00000424365	21	1	41426178	41439848	MX1	protein_coding
ENSG00000157601	ENST00000417963	21	1	41426205	41440899	MX1	protein_coding
ENSG00000157601	ENST00000441677	21	1	41426241	41435964	MX1	protein_coding
ENSG00000157601	ENST00000427464	21	1	41429481	41432175	MX1	protein_coding
ENSG00000157601	ENST00000288383	21	1	41431714	41459214	MX1	protein_coding
ENSG00000157601	ENST00000619682	21	1	41432050	41459213	MX1	protein_coding
ENSG00000184012	ENST00000332149	21	-1	41464551	41508159	TMPRSS2	protein_coding
ENSG00000184012	ENST00000398585	21	-1	41464553	41508065	TMPRSS2	protein_coding
ENSG00000184012	ENST00000458356	21	-1	41466009	41507982	TMPRSS2	protein_coding
ENSG00000184012	ENST00000454499	21	-1	41467734	41531116	TMPRSS2	protein_coding
ENSG00000184012	ENST00000424093	21	-1	41473446	41508092	TMPRSS2	protein_coding
ENSG00000184012	ENST00000455813	21	-1	41494356	41506604	TMPRSS2	protein_coding
ENSG00000183421	ENST00000352483	21	-1	41739369	41767089	RIPK4	protein_coding
ENSG00000183421	ENST00000332512	21	-1	41739369	41767106	RIPK4	protein_coding
ENSG00000141956	ENST00000398548	21	-1	41798225	41879473	PRDM15	protein_coding
ENSG00000141956	ENST00000422911	21	-1	41798225	41879473	PRDM15	protein_coding
ENSG00000141956	ENST00000447207	21	-1	41798227	41860378	PRDM15	protein_coding
ENSG00000141956	ENST00000269844	21	-1	41800994	41879482	PRDM15	protein_coding
ENSG00000157617	ENST00000449165	21	-1	41885112	41901652	C2CD2	protein_coding
ENSG00000157617	ENST00000329623	21	-1	41885112	41926690	C2CD2	protein_coding
ENSG00000157617	ENST00000380486	21	-1	41885112	41953890	C2CD2	protein_coding
ENSG00000173276	ENST00000310826	21	-1	41986831	42010357	ZBTB21	protein_coding
ENSG00000173276	ENST00000398505	21	-1	41986831	42010357	ZBTB21	protein_coding
ENSG00000173276	ENST00000398499	21	-1	41988637	42010366	ZBTB21	protein_coding
ENSG00000173276	ENST00000398511	21	-1	41988637	42010387	ZBTB21	protein_coding
ENSG00000173276	ENST00000425521	21	-1	41993740	42008057	ZBTB21	protein_coding
ENSG00000173276	ENST00000449949	21	-1	41993948	42010357	ZBTB21	protein_coding
ENSG00000173276	ENST00000398497	21	-1	41993948	42010366	ZBTB21	protein_coding
ENSG00000177398	ENST00000400427	21	1	42062959	42142995	UMODL1	protein_coding
ENSG00000177398	ENST00000400424	21	1	42062959	42143453	UMODL1	protein_coding
ENSG00000177398	ENST00000408910	21	1	42071317	42142995	UMODL1	protein_coding
ENSG00000177398	ENST00000408989	21	1	42071317	42142995	UMODL1	protein_coding
ENSG00000160179	ENST00000398457	21	1	42199689	42297244	ABCG1	protein_coding
ENSG00000160179	ENST00000347800	21	1	42216077	42297244	ABCG1	protein_coding
ENSG00000160179	ENST00000450121	21	1	42219117	42284648	ABCG1	protein_coding
ENSG00000160179	ENST00000361802	21	1	42219118	42297244	ABCG1	protein_coding
ENSG00000160179	ENST00000398449	21	1	42219118	42297244	ABCG1	protein_coding
ENSG00000160179	ENST00000343687	21	1	42219821	42297244	ABCG1	protein_coding
ENSG00000160179	ENST00000398437	21	1	42256084	42297244	ABCG1	protein_coding
ENSG00000160180	ENST00000518498	21	-1	42311667	42315651	TFF3	protein_coding
ENSG00000160180	ENST00000398431	21	-1	42312053	42315336	TFF3	protein_coding
ENSG00000160180	ENST00000291525	21	-1	42312074	42315353	TFF3	protein_coding
ENSG00000160181	ENST00000291526	21	-1	42346357	42351128	TFF2	protein_coding
ENSG00000160182	ENST00000291527	21	-1	42362282	42366594	TFF1	protein_coding
ENSG00000160183	ENST00000644384	21	-1	42371837	42396059	TMPRSS3	protein_coding
ENSG00000160183	ENST00000433957	21	-1	42371887	42396052	TMPRSS3	protein_coding
ENSG00000160183	ENST00000291532	21	-1	42371887	42396846	TMPRSS3	protein_coding
ENSG00000160183	ENST00000398405	21	-1	42371890	42395943	TMPRSS3	protein_coding
ENSG00000160183	ENST00000398397	21	-1	42381876	42396091	TMPRSS3	protein_coding
ENSG00000160185	ENST00000635189	21	1	42403447	42413176	UBASH3A	protein_coding
ENSG00000160185	ENST00000291535	21	1	42403862	42447243	UBASH3A	protein_coding
ENSG00000160185	ENST00000319294	21	1	42403915	42447681	UBASH3A	protein_coding
ENSG00000160185	ENST00000398367	21	1	42403917	42447243	UBASH3A	protein_coding
ENSG00000160188	ENST00000291536	21	-1	42472486	42496354	RSPH1	protein_coding
ENSG00000160188	ENST00000398352	21	-1	42472697	42496186	RSPH1	protein_coding
ENSG00000160190	ENST00000419522	21	1	42496018	42518510	SLC37A1	protein_coding
ENSG00000160190	ENST00000398341	21	1	42499632	42581440	SLC37A1	protein_coding
ENSG00000160190	ENST00000352133	21	1	42513914	42581440	SLC37A1	protein_coding
ENSG00000160190	ENST00000398343	21	1	42514524	42518510	SLC37A1	protein_coding
ENSG00000160191	ENST00000335512	21	1	42653750	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000291539	21	1	42653755	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000328862	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000335440	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000380328	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000398225	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000398227	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000398229	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000398232	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000398234	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000398236	21	1	42653779	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000349112	21	1	42653813	42775509	PDE9A	protein_coding
ENSG00000160191	ENST00000398224	21	1	42653813	42775509	PDE9A	protein_coding
ENSG00000160193	ENST00000330317	21	-1	42843094	42879531	WDR4	protein_coding
ENSG00000160193	ENST00000398208	21	-1	42849226	42879555	WDR4	protein_coding
ENSG00000160194	ENST00000354250	21	1	42893265	42909105	NDUFV3	protein_coding
ENSG00000160194	ENST00000340344	21	1	42893268	42913304	NDUFV3	protein_coding
ENSG00000160199	ENST00000291547	21	1	42974510	43033582	PKNOX1	protein_coding
ENSG00000160199	ENST00000432907	21	1	42974510	43033931	PKNOX1	protein_coding
ENSG00000160200	ENST00000398158	21	-1	43053191	43075831	CBS	protein_coding
ENSG00000160200	ENST00000398165	21	-1	43053191	43075945	CBS	protein_coding
ENSG00000160200	ENST00000359624	21	-1	43053191	43076362	CBS	protein_coding
ENSG00000160200	ENST00000352178	21	-1	43053191	43076378	CBS	protein_coding
ENSG00000160200	ENST00000451248	21	-1	43053755	43058941	CBS	protein_coding
ENSG00000160200	ENST00000458223	21	-1	43055583	43058954	CBS	protein_coding
ENSG00000160200	ENST00000430013	21	-1	43055598	43060546	CBS	protein_coding
ENSG00000160200	ENST00000441030	21	-1	43065616	43076943	CBS	protein_coding
ENSG00000160201	ENST00000459639	21	-1	43092956	43105252	U2AF1	protein_coding
ENSG00000160201	ENST00000380276	21	-1	43092956	43107565	U2AF1	protein_coding
ENSG00000160201	ENST00000291552	21	-1	43092956	43107587	U2AF1	protein_coding
ENSG00000160201	ENST00000398137	21	-1	43092957	43107578	U2AF1	protein_coding
ENSG00000160202	ENST00000291554	21	1	43169008	43172805	CRYAA	protein_coding
ENSG00000160202	ENST00000398133	21	1	43169601	43172294	CRYAA	protein_coding
ENSG00000160202	ENST00000398132	21	1	43170156	43172519	CRYAA	protein_coding
ENSG00000142178	ENST00000270162	21	-1	43414483	43427189	SIK1	protein_coding
ENSG00000142178	ENST00000644750	21	-1	43421676	43426853	SIK1	protein_coding
ENSG00000160207	ENST00000291560	21	-1	43529192	43659493	HSF2BP	protein_coding
ENSG00000234289	ENST00000599962	21	1	43565189	43565648	H2BFS	protein_coding
ENSG00000160207	ENST00000443485	21	-1	43613851	43659470	HSF2BP	protein_coding
ENSG00000160208	ENST00000340648	21	1	43659548	43696079	RRP1B	protein_coding
ENSG00000160209	ENST00000398081	21	1	43719094	43738861	PDXK	protein_coding
ENSG00000160209	ENST00000468090	21	1	43719097	43762307	PDXK	protein_coding
ENSG00000160209	ENST00000291565	21	1	43719112	43762307	PDXK	protein_coding
ENSG00000160209	ENST00000327574	21	1	43728900	43738861	PDXK	protein_coding
ENSG00000160209	ENST00000621478	21	1	43734062	43738858	PDXK	protein_coding
ENSG00000160209	ENST00000467908	21	1	43741420	43762307	PDXK	protein_coding
ENSG00000160213	ENST00000639959	21	-1	43772511	43776238	CSTB	protein_coding
ENSG00000160213	ENST00000291568	21	-1	43772511	43776445	CSTB	protein_coding
ENSG00000160213	ENST00000640406	21	-1	43772521	43776318	CSTB	protein_coding
ENSG00000160214	ENST00000497547	21	1	43789513	43805293	RRP1	protein_coding
ENSG00000160216	ENST00000291572	21	1	43865186	43986536	AGPAT3	protein_coding
ENSG00000160216	ENST00000448287	21	1	43867242	43968005	AGPAT3	protein_coding
ENSG00000160216	ENST00000398061	21	1	43882544	43984673	AGPAT3	protein_coding
