ENSG00000176269	ENST00000320901	8	-1	166049	167043	OR4F21	protein_coding
ENSG00000120899	ENST00000519512	8	1	27430887	27436308	PTK2B	protein_coding
ENSG00000120903	ENST00000407991	8	-1	27459761	27479296	CHRNA2	protein_coding
ENSG00000120903	ENST00000520933	8	-1	27461098	27479013	CHRNA2	protein_coding
ENSG00000120903	ENST00000240132	8	-1	27461603	27478851	CHRNA2	protein_coding
ENSG00000120903	ENST00000524096	8	-1	27469349	27479883	CHRNA2	protein_coding
ENSG00000120903	ENST00000518712	8	-1	27469812	27478929	CHRNA2	protein_coding
ENSG00000120903	ENST00000521921	8	-1	27469905	27475502	CHRNA2	protein_coding
ENSG00000120903	ENST00000520208	8	-1	27471002	27479857	CHRNA2	protein_coding
ENSG00000120915	ENST00000521400	8	1	27490779	27545564	EPHX2	protein_coding
ENSG00000120915	ENST00000518328	8	1	27490781	27505084	EPHX2	protein_coding
ENSG00000120915	ENST00000517536	8	1	27491125	27544919	EPHX2	protein_coding
ENSG00000120915	ENST00000521780	8	1	27491151	27544919	EPHX2	protein_coding
ENSG00000120915	ENST00000380476	8	1	27491166	27544913	EPHX2	protein_coding
ENSG00000120915	ENST00000518379	8	1	27491192	27544892	EPHX2	protein_coding
ENSG00000120915	ENST00000521684	8	1	27491210	27522509	EPHX2	protein_coding
ENSG00000120885	ENST00000316403	8	-1	27596917	27615031	CLU	protein_coding
ENSG00000120885	ENST00000405140	8	-1	27597808	27611431	CLU	protein_coding
ENSG00000120885	ENST00000523500	8	-1	27597996	27611357	CLU	protein_coding
ENSG00000120885	ENST00000521770	8	-1	27598143	27600015	CLU	protein_coding
ENSG00000120885	ENST00000522098	8	-1	27598537	27605339	CLU	protein_coding
ENSG00000120885	ENST00000523589	8	-1	27604310	27614690	CLU	protein_coding
ENSG00000120885	ENST00000560566	8	-1	27604366	27611751	CLU	protein_coding
ENSG00000120885	ENST00000520796	8	-1	27605141	27611205	CLU	protein_coding
ENSG00000120885	ENST00000519742	8	-1	27606354	27611966	CLU	protein_coding
ENSG00000120885	ENST00000520491	8	-1	27606364	27611218	CLU	protein_coding
ENSG00000120885	ENST00000522413	8	-1	27606382	27614692	CLU	protein_coding
ENSG00000120885	ENST00000519472	8	-1	27608937	27614681	CLU	protein_coding
ENSG00000120885	ENST00000523396	8	-1	27608937	27614698	CLU	protein_coding
ENSG00000120885	ENST00000522238	8	-1	27610476	27614243	CLU	protein_coding
ENSG00000168077	ENST00000337221	8	1	27633868	27676776	SCARA3	protein_coding
ENSG00000168077	ENST00000301904	8	1	27634181	27673020	SCARA3	protein_coding
ENSG00000147419	ENST00000356537	8	-1	27733311	27772634	CCDC25	protein_coding
ENSG00000147419	ENST00000522915	8	-1	27736052	27772634	CCDC25	protein_coding
ENSG00000147419	ENST00000640944	8	-1	27740501	27772540	CCDC25	protein_coding
ENSG00000171320	ENST00000523566	8	1	27771949	27776870	ESCO2	protein_coding
ENSG00000171320	ENST00000305188	8	1	27774386	27805316	ESCO2	protein_coding
ENSG00000171320	ENST00000519637	8	1	27774669	27776707	ESCO2	protein_coding
ENSG00000171320	ENST00000518262	8	1	27780199	27799601	ESCO2	protein_coding
ENSG00000171320	ENST00000397418	8	1	27787928	27808228	ESCO2	protein_coding
ENSG00000168078	ENST00000301905	8	-1	27809620	27838095	PBK	protein_coding
ENSG00000168078	ENST00000522944	8	-1	27810201	27838082	PBK	protein_coding
ENSG00000168078	ENST00000521226	8	-1	27820604	27837809	PBK	protein_coding
ENSG00000168079	ENST00000354914	8	-1	27869882	27992727	SCARA5	protein_coding
ENSG00000168079	ENST00000380385	8	-1	27870236	27992664	SCARA5	protein_coding
ENSG00000168079	ENST00000524352	8	-1	27904369	27992624	SCARA5	protein_coding
ENSG00000168079	ENST00000518030	8	-1	27904728	27987615	SCARA5	protein_coding
ENSG00000189233	ENST00000413272	8	-1	28021964	28083871	NUGGC	protein_coding
ENSG00000189233	ENST00000418860	8	-1	28069643	28083850	NUGGC	protein_coding
ENSG00000134014	ENST00000520270	8	1	28089673	28107964	ELP3	protein_coding
ENSG00000134014	ENST00000521015	8	1	28090231	28191156	ELP3	protein_coding
ENSG00000134014	ENST00000521570	8	1	28090346	28113173	ELP3	protein_coding
ENSG00000134014	ENST00000256398	8	1	28092838	28191156	ELP3	protein_coding
ENSG00000134014	ENST00000380353	8	1	28093067	28191150	ELP3	protein_coding
ENSG00000134014	ENST00000537665	8	1	28093067	28191150	ELP3	protein_coding
ENSG00000134014	ENST00000524103	8	1	28093112	28189992	ELP3	protein_coding
ENSG00000134014	ENST00000520288	8	1	28093222	28110422	ELP3	protein_coding
ENSG00000134014	ENST00000521099	8	1	28093447	28107944	ELP3	protein_coding
ENSG00000134014	ENST00000523357	8	1	28158580	28190087	ELP3	protein_coding
ENSG00000134014	ENST00000517975	8	1	28158598	28190089	ELP3	protein_coding
ENSG00000168081	ENST00000518479	8	1	28316986	28339376	PNOC	protein_coding
ENSG00000168081	ENST00000301908	8	1	28317132	28343355	PNOC	protein_coding
ENSG00000168081	ENST00000522209	8	1	28338648	28343355	PNOC	protein_coding
ENSG00000186918	ENST00000344423	8	-1	28345585	28386466	ZNF395	protein_coding
ENSG00000186918	ENST00000520535	8	-1	28348278	28351566	ZNF395	protein_coding
ENSG00000186918	ENST00000523202	8	-1	28348529	28385397	ZNF395	protein_coding
ENSG00000186918	ENST00000523095	8	-1	28348559	28386073	ZNF395	protein_coding
ENSG00000186918	ENST00000521912	8	-1	28356690	28375379	ZNF395	protein_coding
ENSG00000186918	ENST00000520290	8	-1	28359595	28386446	ZNF395	protein_coding
ENSG00000186918	ENST00000521185	8	-1	28359692	28386428	ZNF395	protein_coding
ENSG00000186918	ENST00000522795	8	-1	28359757	28386138	ZNF395	protein_coding
ENSG00000186918	ENST00000517459	8	-1	28360983	28402701	ZNF395	protein_coding
ENSG00000214050	ENST00000518248	8	-1	28428408	28456806	FBXO16	protein_coding
ENSG00000214050	ENST00000380254	8	-1	28428412	28490318	FBXO16	protein_coding
ENSG00000214050	ENST00000346498	8	-1	28428448	28490278	FBXO16	protein_coding
ENSG00000214050	ENST00000518734	8	-1	28428643	28490237	FBXO16	protein_coding
ENSG00000214050	ENST00000517673	8	-1	28452267	28490224	FBXO16	protein_coding
ENSG00000214050	ENST00000519471	8	-1	28465199	28483462	FBXO16	protein_coding
ENSG00000104290	ENST00000537916	8	1	28494205	28574267	FZD3	protein_coding
ENSG00000104290	ENST00000523546	8	1	28494214	28503119	FZD3	protein_coding
ENSG00000104290	ENST00000240093	8	1	28494256	28574268	FZD3	protein_coding
ENSG00000012232	ENST00000523149	8	1	28622729	28750903	EXTL3	protein_coding
ENSG00000012232	ENST00000220562	8	1	28701327	28753687	EXTL3	protein_coding
ENSG00000012232	ENST00000521532	8	1	28710358	28743183	EXTL3	protein_coding
ENSG00000012232	ENST00000521473	8	1	28718060	28750836	EXTL3	protein_coding
ENSG00000012232	ENST00000517738	8	1	28730160	28750724	EXTL3	protein_coding
ENSG00000104299	ENST00000521022	8	-1	28767661	28889964	INTS9	protein_coding
ENSG00000104299	ENST00000416984	8	-1	28767661	28890242	INTS9	protein_coding
ENSG00000104299	ENST00000521777	8	-1	28767758	28889915	INTS9	protein_coding
ENSG00000104299	ENST00000517383	8	-1	28767912	28771064	INTS9	protein_coding
ENSG00000104299	ENST00000523436	8	-1	28793807	28889909	INTS9	protein_coding
ENSG00000104299	ENST00000524081	8	-1	28796619	28859546	INTS9	protein_coding
ENSG00000104299	ENST00000520184	8	-1	28837704	28889934	INTS9	protein_coding
ENSG00000147421	ENST00000287701	8	1	28890394	29052734	HMBOX1	protein_coding
ENSG00000147421	ENST00000519662	8	1	28890395	28970373	HMBOX1	protein_coding
ENSG00000147421	ENST00000558662	8	1	28890395	29049591	HMBOX1	protein_coding
ENSG00000147421	ENST00000523613	8	1	28890404	29049321	HMBOX1	protein_coding
ENSG00000147421	ENST00000560599	8	1	28890404	29049354	HMBOX1	protein_coding
ENSG00000147421	ENST00000397358	8	1	28890404	29053270	HMBOX1	protein_coding
ENSG00000147421	ENST00000519047	8	1	28890625	29051870	HMBOX1	protein_coding
ENSG00000147421	ENST00000355231	8	1	28891316	29051898	HMBOX1	protein_coding
ENSG00000147421	ENST00000524238	8	1	28963863	29051549	HMBOX1	protein_coding
ENSG00000197892	ENST00000524189	8	-1	29067279	29263073	KIF13B	protein_coding
ENSG00000197892	ENST00000523130	8	-1	29070494	29108192	KIF13B	protein_coding
ENSG00000197892	ENST00000521515	8	-1	29145863	29263097	KIF13B	protein_coding
ENSG00000120875	ENST00000240100	8	-1	29333064	29350668	DUSP4	protein_coding
ENSG00000120875	ENST00000240101	8	-1	29336539	29348805	DUSP4	protein_coding
ENSG00000133872	ENST00000256255	8	-1	30063012	30083207	SARAF	protein_coding
ENSG00000133872	ENST00000545648	8	-1	30063012	30083208	SARAF	protein_coding
ENSG00000133872	ENST00000521265	8	-1	30063126	30082948	SARAF	protein_coding
ENSG00000133872	ENST00000523127	8	-1	30063795	30070035	SARAF	protein_coding
ENSG00000133872	ENST00000518296	8	-1	30065712	30069949	SARAF	protein_coding
ENSG00000133872	ENST00000522794	8	-1	30066904	30082424	SARAF	protein_coding
ENSG00000133872	ENST00000523761	8	-1	30069874	30083074	SARAF	protein_coding
ENSG00000104660	ENST00000321250	8	1	30095398	30108524	LEPROTL1	protein_coding
ENSG00000104660	ENST00000518001	8	1	30095410	30106028	LEPROTL1	protein_coding
ENSG00000104660	ENST00000520682	8	1	30095420	30132183	LEPROTL1	protein_coding
ENSG00000104660	ENST00000442880	8	1	30095425	30137697	LEPROTL1	protein_coding
ENSG00000104660	ENST00000523116	8	1	30095480	30138348	LEPROTL1	protein_coding
ENSG00000104660	ENST00000518192	8	1	30095649	30106089	LEPROTL1	protein_coding
ENSG00000104660	ENST00000519466	8	1	30101940	30105087	LEPROTL1	protein_coding
ENSG00000177669	ENST00000320542	8	-1	30131824	30144686	MBOAT4	protein_coding
ENSG00000104671	ENST00000221114	8	1	30156297	30183640	DCTN6	protein_coding
ENSG00000104671	ENST00000520829	8	1	30156369	30181021	DCTN6	protein_coding
ENSG00000157110	ENST00000397323	8	1	30384479	30572261	RBPMS	protein_coding
ENSG00000157110	ENST00000339877	8	1	30384511	30547522	RBPMS	protein_coding
ENSG00000157110	ENST00000320203	8	1	30384511	30572256	RBPMS	protein_coding
ENSG00000157110	ENST00000287771	8	1	30384527	30572256	RBPMS	protein_coding
ENSG00000157110	ENST00000517860	8	1	30385085	30545164	RBPMS	protein_coding
ENSG00000157110	ENST00000520161	8	1	30385203	30547483	RBPMS	protein_coding
ENSG00000157110	ENST00000523115	8	1	30387064	30544556	RBPMS	protein_coding
ENSG00000157110	ENST00000519647	8	1	30387208	30547492	RBPMS	protein_coding
ENSG00000157110	ENST00000520191	8	1	30442617	30545591	RBPMS	protein_coding
ENSG00000197265	ENST00000355904	8	-1	30578318	30658251	GTF2E2	protein_coding
ENSG00000197265	ENST00000518599	8	-1	30607104	30657005	GTF2E2	protein_coding
ENSG00000197265	ENST00000518445	8	-1	30612470	30657618	GTF2E2	protein_coding
ENSG00000253457	ENST00000517349	8	1	30638600	30646064	SMIM18	protein_coding
ENSG00000253457	ENST00000626298	8	1	30643480	30645655	SMIM18	protein_coding
ENSG00000104687	ENST00000221130	8	-1	30678061	30727999	GSR	protein_coding
ENSG00000104687	ENST00000537535	8	-1	30679520	30727835	GSR	protein_coding
ENSG00000104687	ENST00000541648	8	-1	30679520	30727835	GSR	protein_coding
ENSG00000104687	ENST00000546342	8	-1	30679520	30727835	GSR	protein_coding
ENSG00000104691	ENST00000620074	8	1	30732247	30766470	UBXN8	protein_coding
ENSG00000104691	ENST00000522968	8	1	30732619	30751518	UBXN8	protein_coding
ENSG00000104691	ENST00000265616	8	1	30744165	30767006	UBXN8	protein_coding
ENSG00000104691	ENST00000341403	8	1	30744189	30766905	UBXN8	protein_coding
ENSG00000104691	ENST00000615729	8	1	30744190	30766394	UBXN8	protein_coding
ENSG00000104695	ENST00000221138	8	-1	30785610	30812872	PPP2CB	protein_coding
ENSG00000104695	ENST00000518564	8	-1	30785616	30812597	PPP2CB	protein_coding
ENSG00000104695	ENST00000520334	8	-1	30790990	30794281	PPP2CB	protein_coding
ENSG00000104695	ENST00000518243	8	-1	30793962	30812878	PPP2CB	protein_coding
ENSG00000104695	ENST00000520056	8	-1	30794198	30810276	PPP2CB	protein_coding
ENSG00000133863	ENST00000638951	8	-1	30831544	30888706	TEX15	protein_coding
ENSG00000133863	ENST00000256246	8	-1	30831546	30849017	TEX15	protein_coding
ENSG00000133863	ENST00000643185	8	-1	30832967	30913003	TEX15	protein_coding
ENSG00000172733	ENST00000339382	8	-1	30995802	31033715	PURG	protein_coding
ENSG00000172733	ENST00000475541	8	-1	31030841	31033715	PURG	protein_coding
ENSG00000172733	ENST00000523392	8	-1	31032292	31033194	PURG	protein_coding
ENSG00000165392	ENST00000298139	8	1	31033801	31173769	WRN	protein_coding
ENSG00000157168	ENST00000518104	8	1	31639386	32764022	NRG1	protein_coding
ENSG00000157168	ENST00000519301	8	1	31639386	32764405	NRG1	protein_coding
ENSG00000157168	ENST00000520407	8	1	31639755	32743224	NRG1	protein_coding
ENSG00000157168	ENST00000614767	8	1	31639985	31641769	NRG1	protein_coding
ENSG00000157168	ENST00000523534	8	1	31640426	32764776	NRG1	protein_coding
ENSG00000157168	ENST00000631040	8	1	32221042	32728077	NRG1	protein_coding
ENSG00000157168	ENST00000523079	8	1	32548210	32760989	NRG1	protein_coding
ENSG00000157168	ENST00000356819	8	1	32548267	32767959	NRG1	protein_coding
ENSG00000157168	ENST00000521670	8	1	32548619	32763998	NRG1	protein_coding
ENSG00000157168	ENST00000287842	8	1	32548635	32764407	NRG1	protein_coding
ENSG00000157168	ENST00000405005	8	1	32548727	32764471	NRG1	protein_coding
ENSG00000157168	ENST00000518206	8	1	32605648	32743224	NRG1	protein_coding
ENSG00000157168	ENST00000520502	8	1	32647718	32743207	NRG1	protein_coding
ENSG00000157168	ENST00000523041	8	1	32647838	32743221	NRG1	protein_coding
ENSG00000157168	ENST00000518084	8	1	32721753	32754423	NRG1	protein_coding
ENSG00000157168	ENST00000522402	8	1	32721819	32756447	NRG1	protein_coding
ENSG00000157168	ENST00000539990	8	1	32721833	32765030	NRG1	protein_coding
ENSG00000157168	ENST00000519240	8	1	32721845	32756475	NRG1	protein_coding
ENSG00000172728	ENST00000327671	8	-1	33370824	33473422	FUT10	protein_coding
ENSG00000172728	ENST00000518672	8	-1	33371061	33461727	FUT10	protein_coding
ENSG00000172728	ENST00000524021	8	-1	33372264	33473119	FUT10	protein_coding
ENSG00000198042	ENST00000360128	8	1	33484750	33501260	MAK16	protein_coding
ENSG00000129696	ENST00000613904	8	-1	33498509	33513185	TTI2	protein_coding
ENSG00000129696	ENST00000360742	8	-1	33498954	33513109	TTI2	protein_coding
ENSG00000129696	ENST00000431156	8	-1	33498956	33513601	TTI2	protein_coding
ENSG00000129696	ENST00000520636	8	-1	33499118	33512712	TTI2	protein_coding
ENSG00000129696	ENST00000523305	8	-1	33512311	33513119	TTI2	protein_coding
ENSG00000133874	ENST00000256257	8	-1	33547755	33567125	RNF122	protein_coding
ENSG00000133878	ENST00000256261	8	-1	33591332	33600106	DUSP26	protein_coding
ENSG00000133878	ENST00000523956	8	-1	33591848	33599978	DUSP26	protein_coding
ENSG00000133878	ENST00000522982	8	-1	33593532	33597807	DUSP26	protein_coding
ENSG00000156687	ENST00000404895	8	1	35235457	35790625	UNC5D	protein_coding
ENSG00000156687	ENST00000420357	8	1	35235765	35790848	UNC5D	protein_coding
ENSG00000156687	ENST00000287272	8	1	35235765	35796550	UNC5D	protein_coding
ENSG00000156687	ENST00000416672	8	1	35235775	35791208	UNC5D	protein_coding
ENSG00000156687	ENST00000453357	8	1	35544392	35794662	UNC5D	protein_coding
ENSG00000156687	ENST00000449677	8	1	35724151	35791310	UNC5D	protein_coding
ENSG00000215262	ENST00000523973	8	1	36784324	36814400	KCNU1	protein_coding
ENSG00000215262	ENST00000399881	8	1	36784374	36936128	KCNU1	protein_coding
ENSG00000215262	ENST00000518904	8	1	36928905	36931145	KCNU1	protein_coding
ENSG00000183779	ENST00000331569	8	1	37695751	37700021	ZNF703	protein_coding
ENSG00000147475	ENST00000397228	8	1	37736615	37746522	ERLIN2	protein_coding
ENSG00000147475	ENST00000518526	8	1	37736623	37751697	ERLIN2	protein_coding
ENSG00000147475	ENST00000523887	8	1	37736625	37746550	ERLIN2	protein_coding
ENSG00000147475	ENST00000276461	8	1	37736627	37759101	ERLIN2	protein_coding
ENSG00000147475	ENST00000648919	8	1	37736634	37746550	ERLIN2	protein_coding
ENSG00000147475	ENST00000519638	8	1	37736634	37757801	ERLIN2	protein_coding
ENSG00000147475	ENST00000518586	8	1	37736681	37746553	ERLIN2	protein_coding
ENSG00000147475	ENST00000335171	8	1	37736685	37746548	ERLIN2	protein_coding
ENSG00000147475	ENST00000521644	8	1	37736692	37754111	ERLIN2	protein_coding
ENSG00000147475	ENST00000523107	8	1	37737008	37744921	ERLIN2	protein_coding
ENSG00000147471	ENST00000328195	8	1	37762593	37779767	PLPBP	protein_coding
ENSG00000147471	ENST00000523358	8	1	37762600	37772891	PLPBP	protein_coding
ENSG00000147471	ENST00000523187	8	1	37762600	37775451	PLPBP	protein_coding
ENSG00000147471	ENST00000523521	8	1	37766280	37775481	PLPBP	protein_coding
ENSG00000020181	ENST00000428068	8	1	37784191	37829993	ADGRA2	protein_coding
ENSG00000020181	ENST00000315215	8	1	37796906	37844896	ADGRA2	protein_coding
ENSG00000020181	ENST00000412232	8	1	37797256	37843976	ADGRA2	protein_coding
ENSG00000104221	ENST00000220659	8	-1	37843268	37849904	BRF2	protein_coding
ENSG00000104221	ENST00000520601	8	-1	37844702	37849838	BRF2	protein_coding
ENSG00000104221	ENST00000521170	8	-1	37846957	37849861	BRF2	protein_coding
ENSG00000156675	ENST00000287263	8	-1	37858618	37899467	RAB11FIP1	protein_coding
ENSG00000156675	ENST00000330843	8	-1	37858949	37899454	RAB11FIP1	protein_coding
ENSG00000156675	ENST00000522727	8	-1	37862759	37899454	RAB11FIP1	protein_coding
ENSG00000156675	ENST00000524118	8	-1	37870387	37878117	RAB11FIP1	protein_coding
ENSG00000169154	ENST00000307599	8	-1	37934281	37940129	GOT1L1	protein_coding
ENSG00000285880	ENST00000647937	8	-1	37934340	37965953	AC144573.1	protein_coding
ENSG00000169154	ENST00000518826	8	-1	37934979	37936813	GOT1L1	protein_coding
ENSG00000169154	ENST00000524298	8	-1	37937638	37940103	GOT1L1	protein_coding
ENSG00000188778	ENST00000345060	8	-1	37962991	37966965	ADRB3	protein_coding
ENSG00000187840	ENST00000338825	8	1	38030341	38060365	EIF4EBP1	protein_coding
ENSG00000129691	ENST00000343823	8	1	38105242	38139965	ASH2L	protein_coding
ENSG00000129691	ENST00000545394	8	1	38105493	38140080	ASH2L	protein_coding
ENSG00000129691	ENST00000517719	8	1	38105500	38110811	ASH2L	protein_coding
ENSG00000129691	ENST00000428278	8	1	38105793	38139703	ASH2L	protein_coding
ENSG00000129691	ENST00000521652	8	1	38105939	38139703	ASH2L	protein_coding
ENSG00000129691	ENST00000524247	8	1	38128340	38138885	ASH2L	protein_coding
ENSG00000147465	ENST00000276449	8	-1	38143649	38151265	STAR	protein_coding
ENSG00000147465	ENST00000522050	8	-1	38144225	38148754	STAR	protein_coding
ENSG00000147465	ENST00000521236	8	-1	38146363	38149118	STAR	protein_coding
ENSG00000175324	ENST00000311351	8	-1	38163321	38176716	LSM1	protein_coding
ENSG00000175324	ENST00000520755	8	-1	38163335	38176674	LSM1	protein_coding
ENSG00000156735	ENST00000432471	8	1	38176588	38210888	BAG4	protein_coding
ENSG00000156735	ENST00000287322	8	1	38176599	38213301	BAG4	protein_coding
ENSG00000156735	ENST00000521311	8	1	38207593	38209557	BAG4	protein_coding
ENSG00000085788	ENST00000527834	8	1	38225218	38237595	DDHD2	protein_coding
ENSG00000085788	ENST00000397166	8	1	38231343	38262833	DDHD2	protein_coding
ENSG00000085788	ENST00000533100	8	1	38231484	38234585	DDHD2	protein_coding
ENSG00000085788	ENST00000528358	8	1	38231752	38237616	DDHD2	protein_coding
ENSG00000085788	ENST00000529642	8	1	38231817	38237585	DDHD2	protein_coding
ENSG00000085788	ENST00000532222	8	1	38231839	38242294	DDHD2	protein_coding
ENSG00000085788	ENST00000520272	8	1	38231953	38262769	DDHD2	protein_coding
ENSG00000085788	ENST00000532106	8	1	38240275	38251956	DDHD2	protein_coding
ENSG00000085788	ENST00000517385	8	1	38246804	38262766	DDHD2	protein_coding
ENSG00000085788	ENST00000529845	8	1	38249775	38260717	DDHD2	protein_coding
ENSG00000085788	ENST00000526144	8	1	38252166	38260254	DDHD2	protein_coding
ENSG00000085788	ENST00000528613	8	1	38253561	38260901	DDHD2	protein_coding
ENSG00000147535	ENST00000529359	8	-1	38263130	38269140	PLPP5	protein_coding
ENSG00000147535	ENST00000424479	8	-1	38263130	38269220	PLPP5	protein_coding
ENSG00000147535	ENST00000524616	8	-1	38264351	38269196	PLPP5	protein_coding
ENSG00000147535	ENST00000531823	8	-1	38264398	38269174	PLPP5	protein_coding
ENSG00000147535	ENST00000534339	8	-1	38264433	38269180	PLPP5	protein_coding
ENSG00000147535	ENST00000422581	8	-1	38264739	38269207	PLPP5	protein_coding
ENSG00000147535	ENST00000419686	8	-1	38266980	38269243	PLPP5	protein_coding
ENSG00000147548	ENST00000317025	8	-1	38269697	38382272	NSD3	protein_coding
ENSG00000147548	ENST00000433384	8	-1	38275023	38382245	NSD3	protein_coding
ENSG00000147548	ENST00000527502	8	-1	38275543	38381846	NSD3	protein_coding
ENSG00000147548	ENST00000316985	8	-1	38316417	38382272	NSD3	protein_coding
ENSG00000147548	ENST00000528627	8	-1	38319755	38326835	NSD3	protein_coding
ENSG00000147548	ENST00000529223	8	-1	38337369	38381731	NSD3	protein_coding
ENSG00000147548	ENST00000534155	8	-1	38348096	38382227	NSD3	protein_coding
ENSG00000147548	ENST00000534539	8	-1	38348127	38380821	NSD3	protein_coding
ENSG00000165046	ENST00000527334	8	1	38386207	38392843	LETM2	protein_coding
ENSG00000165046	ENST00000519476	8	1	38386303	38394434	LETM2	protein_coding
ENSG00000165046	ENST00000297720	8	1	38386441	38408544	LETM2	protein_coding
ENSG00000165046	ENST00000524874	8	1	38386476	38408274	LETM2	protein_coding
ENSG00000165046	ENST00000379957	8	1	38386476	38408544	LETM2	protein_coding
ENSG00000165046	ENST00000523983	8	1	38386501	38408543	LETM2	protein_coding
ENSG00000165046	ENST00000526356	8	1	38387142	38392921	LETM2	protein_coding
ENSG00000165046	ENST00000527710	8	1	38396973	38408544	LETM2	protein_coding
ENSG00000165046	ENST00000527175	8	1	38404413	38408544	LETM2	protein_coding
ENSG00000077782	ENST00000425967	8	-1	38411138	38467845	FGFR1	protein_coding
ENSG00000077782	ENST00000397091	8	-1	38411138	38468641	FGFR1	protein_coding
ENSG00000077782	ENST00000341462	8	-1	38411139	38468834	FGFR1	protein_coding
ENSG00000077782	ENST00000447712	8	-1	38411139	38468834	FGFR1	protein_coding
ENSG00000077782	ENST00000619564	8	-1	38411139	38468834	FGFR1	protein_coding
ENSG00000077782	ENST00000532791	8	-1	38411231	38468622	FGFR1	protein_coding
ENSG00000077782	ENST00000397113	8	-1	38412728	38467900	FGFR1	protein_coding
ENSG00000077782	ENST00000356207	8	-1	38412730	38468616	FGFR1	protein_coding
ENSG00000077782	ENST00000335922	8	-1	38412731	38468621	FGFR1	protein_coding
ENSG00000077782	ENST00000326324	8	-1	38412732	38468616	FGFR1	protein_coding
ENSG00000077782	ENST00000397103	8	-1	38412934	38457503	FGFR1	protein_coding
ENSG00000077782	ENST00000397108	8	-1	38413522	38467724	FGFR1	protein_coding
ENSG00000077782	ENST00000533668	8	-1	38424546	38467707	FGFR1	protein_coding
ENSG00000077782	ENST00000525001	8	-1	38424549	38467842	FGFR1	protein_coding
ENSG00000077782	ENST00000526742	8	-1	38426158	38467804	FGFR1	protein_coding
ENSG00000077782	ENST00000529552	8	-1	38426174	38467845	FGFR1	protein_coding
ENSG00000077782	ENST00000530568	8	-1	38428012	38466663	FGFR1	protein_coding
ENSG00000077782	ENST00000434187	8	-1	38428363	38466695	FGFR1	protein_coding
ENSG00000077782	ENST00000413133	8	-1	38429720	38467712	FGFR1	protein_coding
ENSG00000077782	ENST00000440174	8	-1	38457442	38463400	FGFR1	protein_coding
ENSG00000196166	ENST00000358138	8	-1	38510834	38528662	C8orf86	protein_coding
ENSG00000196166	ENST00000437935	8	-1	38511379	38528657	C8orf86	protein_coding
ENSG00000147526	ENST00000519416	8	1	38728186	38850793	TACC1	protein_coding
ENSG00000147526	ENST00000520615	8	1	38728190	38850793	TACC1	protein_coding
ENSG00000147526	ENST00000520340	8	1	38728588	38839449	TACC1	protein_coding
ENSG00000147526	ENST00000518415	8	1	38728640	38848132	TACC1	protein_coding
ENSG00000147526	ENST00000521642	8	1	38757239	38831177	TACC1	protein_coding
ENSG00000147526	ENST00000521050	8	1	38757277	38831177	TACC1	protein_coding
ENSG00000147526	ENST00000522904	8	1	38757281	38836291	TACC1	protein_coding
ENSG00000147526	ENST00000524354	8	1	38785674	38819631	TACC1	protein_coding
ENSG00000147526	ENST00000317827	8	1	38787204	38853028	TACC1	protein_coding
ENSG00000147526	ENST00000276520	8	1	38787263	38853028	TACC1	protein_coding
ENSG00000147526	ENST00000521528	8	1	38788106	38819920	TACC1	protein_coding
ENSG00000147526	ENST00000520973	8	1	38788106	38848276	TACC1	protein_coding
ENSG00000147526	ENST00000521935	8	1	38788163	38820243	TACC1	protein_coding
ENSG00000147526	ENST00000524193	8	1	38805450	38820011	TACC1	protein_coding
ENSG00000147526	ENST00000521866	8	1	38819921	38848142	TACC1	protein_coding
ENSG00000147526	ENST00000518809	8	1	38820332	38850775	TACC1	protein_coding
ENSG00000147526	ENST00000520611	8	1	38820547	38848521	TACC1	protein_coding
ENSG00000169499	ENST00000521746	8	1	38901235	38971779	PLEKHA2	protein_coding
ENSG00000169499	ENST00000616927	8	1	38901279	38970227	PLEKHA2	protein_coding
ENSG00000169499	ENST00000617275	8	1	38901291	38973909	PLEKHA2	protein_coding
ENSG00000169499	ENST00000519640	8	1	38901344	38946221	PLEKHA2	protein_coding
ENSG00000169499	ENST00000616834	8	1	38901803	38971956	PLEKHA2	protein_coding
ENSG00000169495	ENST00000302495	8	1	38974164	38988662	HTRA4	protein_coding
ENSG00000169490	ENST00000456845	8	-1	38988808	38996483	TM2D2	protein_coding
ENSG00000169490	ENST00000456397	8	-1	38988808	38996533	TM2D2	protein_coding
ENSG00000169490	ENST00000397070	8	-1	38990805	38996509	TM2D2	protein_coding
ENSG00000169490	ENST00000522142	8	-1	38991486	38996824	TM2D2	protein_coding
ENSG00000169490	ENST00000517872	8	-1	38995316	38996509	TM2D2	protein_coding
ENSG00000169490	ENST00000520152	8	-1	38995369	38996816	TM2D2	protein_coding
ENSG00000168615	ENST00000466936	8	1	38996869	39016016	ADAM9	protein_coding
ENSG00000168615	ENST00000481513	8	1	38996986	39016019	ADAM9	protein_coding
ENSG00000168615	ENST00000487273	8	1	38996986	39105001	ADAM9	protein_coding
ENSG00000197140	ENST00000523400	8	1	39106990	39151448	ADAM32	protein_coding
ENSG00000197140	ENST00000399831	8	1	39107529	39160959	ADAM32	protein_coding
ENSG00000197140	ENST00000437682	8	1	39107571	39284909	ADAM32	protein_coding
ENSG00000197140	ENST00000519315	8	1	39107608	39284909	ADAM32	protein_coding
ENSG00000197140	ENST00000379907	8	1	39107649	39284909	ADAM32	protein_coding
