ENSG00000184731	ENST00000327669	2	-1	38814	46385	FAM110C	protein_coding
ENSG00000115998	ENST00000425268	2	-1	70181809	70190900	C2orf42	protein_coding
ENSG00000115998	ENST00000428751	2	-1	70181892	70190977	C2orf42	protein_coding
ENSG00000115998	ENST00000417203	2	-1	70181919	70191002	C2orf42	protein_coding
ENSG00000116001	ENST00000433529	2	-1	70209444	70248641	TIA1	protein_coding
ENSG00000116001	ENST00000415783	2	-1	70209444	70248660	TIA1	protein_coding
ENSG00000116001	ENST00000282574	2	-1	70210204	70248580	TIA1	protein_coding
ENSG00000116001	ENST00000445587	2	-1	70212317	70248610	TIA1	protein_coding
ENSG00000116001	ENST00000454815	2	-1	70214352	70229318	TIA1	protein_coding
ENSG00000116001	ENST00000416149	2	-1	70216672	70248454	TIA1	protein_coding
ENSG00000116001	ENST00000361692	2	-1	70224426	70236175	TIA1	protein_coding
ENSG00000116005	ENST00000422380	2	1	70257386	70275084	PCYOX1	protein_coding
ENSG00000116005	ENST00000414812	2	1	70257726	70275666	PCYOX1	protein_coding
ENSG00000116005	ENST00000433351	2	1	70258137	70281191	PCYOX1	protein_coding
ENSG00000116005	ENST00000264441	2	1	70258149	70279103	PCYOX1	protein_coding
ENSG00000116005	ENST00000451279	2	1	70258419	70275158	PCYOX1	protein_coding
ENSG00000143977	ENST00000272348	2	-1	70281362	70293771	SNRPG	protein_coding
ENSG00000143977	ENST00000482975	2	-1	70281504	70293438	SNRPG	protein_coding
ENSG00000143977	ENST00000438261	2	-1	70281505	70293448	SNRPG	protein_coding
ENSG00000143977	ENST00000449935	2	-1	70281507	70292776	SNRPG	protein_coding
ENSG00000143977	ENST00000413456	2	-1	70281507	70293224	SNRPG	protein_coding
ENSG00000143977	ENST00000454893	2	-1	70281507	70293711	SNRPG	protein_coding
ENSG00000035141	ENST00000037869	2	-1	70295975	70302090	FAM136A	protein_coding
ENSG00000035141	ENST00000430566	2	-1	70297176	70302045	FAM136A	protein_coding
ENSG00000035141	ENST00000438759	2	-1	70297426	70301994	FAM136A	protein_coding
ENSG00000163235	ENST00000295400	2	-1	70447280	70554015	TGFA	protein_coding
ENSG00000163235	ENST00000419940	2	-1	70449319	70465733	TGFA	protein_coding
ENSG00000163235	ENST00000445399	2	-1	70449319	70553772	TGFA	protein_coding
ENSG00000163235	ENST00000418333	2	-1	70450173	70553826	TGFA	protein_coding
ENSG00000163235	ENST00000450929	2	-1	70450656	70553490	TGFA	protein_coding
ENSG00000163235	ENST00000444975	2	-1	70450772	70553638	TGFA	protein_coding
ENSG00000163235	ENST00000394241	2	-1	70456339	70553973	TGFA	protein_coding
ENSG00000075340	ENST00000264436	2	-1	70656784	70768177	ADD2	protein_coding
ENSG00000075340	ENST00000407644	2	-1	70662130	70767715	ADD2	protein_coding
ENSG00000075340	ENST00000355733	2	-1	70663483	70768177	ADD2	protein_coding
ENSG00000075340	ENST00000522886	2	-1	70673311	70706443	ADD2	protein_coding
ENSG00000075340	ENST00000456320	2	-1	70674678	70706408	ADD2	protein_coding
ENSG00000075340	ENST00000413157	2	-1	70675093	70768212	ADD2	protein_coding
ENSG00000075340	ENST00000430656	2	-1	70676403	70768197	ADD2	protein_coding
ENSG00000075340	ENST00000415348	2	-1	70692428	70717778	ADD2	protein_coding
ENSG00000075340	ENST00000425976	2	-1	70696291	70767469	ADD2	protein_coding
ENSG00000075340	ENST00000447731	2	-1	70706357	70768196	ADD2	protein_coding
ENSG00000183733	ENST00000332372	2	-1	70777310	70790643	FIGLA	protein_coding
ENSG00000152672	ENST00000272367	2	-1	70808643	70820600	CLEC4F	protein_coding
ENSG00000152672	ENST00000426626	2	-1	70808813	70820547	CLEC4F	protein_coding
ENSG00000116031	ENST00000410009	2	-1	70830214	70835822	CD207	protein_coding
ENSG00000116035	ENST00000234392	2	1	70900590	70933446	VAX2	protein_coding
ENSG00000116039	ENST00000234396	2	1	70935868	70965431	ATP6V1B1	protein_coding
ENSG00000116039	ENST00000454446	2	1	70935901	70962900	ATP6V1B1	protein_coding
ENSG00000116039	ENST00000412314	2	1	70935921	70965401	ATP6V1B1	protein_coding
ENSG00000258881	ENST00000606025	2	-1	70939318	70995336	AC007040.2	protein_coding
ENSG00000116039	ENST00000433895	2	1	70963622	70965119	ATP6V1B1	protein_coding
ENSG00000144031	ENST00000272421	2	1	70978380	70985499	ANKRD53	protein_coding
ENSG00000144031	ENST00000441349	2	1	70978452	70985450	ANKRD53	protein_coding
ENSG00000144031	ENST00000457410	2	1	70978507	70985341	ANKRD53	protein_coding
ENSG00000144031	ENST00000360589	2	1	70978612	70985339	ANKRD53	protein_coding
ENSG00000144043	ENST00000272438	2	-1	70985938	70994945	TEX261	protein_coding
ENSG00000124357	ENST00000613852	2	1	71068278	71078868	NAGK	protein_coding
ENSG00000124357	ENST00000455662	2	1	71068301	71078868	NAGK	protein_coding
ENSG00000124357	ENST00000531934	2	1	71068308	71076662	NAGK	protein_coding
ENSG00000124357	ENST00000418807	2	1	71068588	71079805	NAGK	protein_coding
ENSG00000124357	ENST00000443872	2	1	71068592	71078585	NAGK	protein_coding
ENSG00000124357	ENST00000443938	2	1	71068619	71078641	NAGK	protein_coding
ENSG00000124357	ENST00000244204	2	1	71068622	71078565	NAGK	protein_coding
ENSG00000124357	ENST00000533981	2	1	71068662	71072690	NAGK	protein_coding
ENSG00000124357	ENST00000529236	2	1	71071791	71077605	NAGK	protein_coding
ENSG00000124357	ENST00000524537	2	1	71073537	71078633	NAGK	protein_coding
ENSG00000124370	ENST00000413592	2	-1	71109684	71124451	MCEE	protein_coding
ENSG00000124370	ENST00000244217	2	-1	71109684	71130237	MCEE	protein_coding
ENSG00000124370	ENST00000494660	2	-1	71124206	71130214	MCEE	protein_coding
ENSG00000124370	ENST00000486135	2	-1	71124206	71130239	MCEE	protein_coding
ENSG00000124383	ENST00000244230	2	1	71130314	71150101	MPHOSPH10	protein_coding
ENSG00000124383	ENST00000498451	2	1	71130632	71139425	MPHOSPH10	protein_coding
ENSG00000124374	ENST00000244221	2	-1	71182739	71227083	PAIP2B	protein_coding
ENSG00000075292	ENST00000494621	2	1	71276561	71365705	ZNF638	protein_coding
ENSG00000075292	ENST00000466975	2	1	71276593	71365488	ZNF638	protein_coding
ENSG00000075292	ENST00000410075	2	1	71276593	71395670	ZNF638	protein_coding
ENSG00000075292	ENST00000466330	2	1	71276645	71365613	ZNF638	protein_coding
ENSG00000075292	ENST00000437658	2	1	71331728	71349545	ZNF638	protein_coding
ENSG00000075292	ENST00000464375	2	1	71331760	71365538	ZNF638	protein_coding
ENSG00000075292	ENST00000475743	2	1	71331762	71365514	ZNF638	protein_coding
ENSG00000075292	ENST00000264447	2	1	71331764	71435061	ZNF638	protein_coding
ENSG00000075292	ENST00000409544	2	1	71331764	71435061	ZNF638	protein_coding
ENSG00000075292	ENST00000454278	2	1	71331766	71349141	ZNF638	protein_coding
ENSG00000075292	ENST00000455226	2	1	71331766	71349141	ZNF638	protein_coding
ENSG00000075292	ENST00000417778	2	1	71331782	71349042	ZNF638	protein_coding
ENSG00000075292	ENST00000454122	2	1	71331782	71349063	ZNF638	protein_coding
ENSG00000075292	ENST00000493576	2	1	71426846	71435058	ZNF638	protein_coding
ENSG00000075292	ENST00000461991	2	1	71427283	71435069	ZNF638	protein_coding
ENSG00000135636	ENST00000409582	2	1	71453722	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000409762	2	1	71453722	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000413539	2	1	71453722	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000429174	2	1	71453722	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000258104	2	1	71453722	71686768	DYSF	protein_coding
ENSG00000135636	ENST00000394120	2	1	71466702	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000409366	2	1	71466702	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000409651	2	1	71466702	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000409744	2	1	71466702	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000410020	2	1	71466702	71686648	DYSF	protein_coding
ENSG00000135636	ENST00000410041	2	1	71466702	71686648	DYSF	protein_coding
ENSG00000003137	ENST00000546307	2	-1	72129238	72147862	CYP26B1	protein_coding
ENSG00000003137	ENST00000001146	2	-1	72129238	72148038	CYP26B1	protein_coding
ENSG00000003137	ENST00000412253	2	-1	72129393	72143084	CYP26B1	protein_coding
ENSG00000003137	ENST00000474509	2	-1	72134851	72147862	CYP26B1	protein_coding
ENSG00000003137	ENST00000461519	2	-1	72135280	72144415	CYP26B1	protein_coding
ENSG00000144036	ENST00000272427	2	-1	72175984	72826041	EXOC6B	protein_coding
ENSG00000144036	ENST00000634650	2	-1	72179309	72826019	EXOC6B	protein_coding
ENSG00000144036	ENST00000410104	2	-1	72461476	72826041	EXOC6B	protein_coding
ENSG00000116096	ENST00000234454	2	1	72887360	72892158	SPR	protein_coding
ENSG00000135638	ENST00000394111	2	1	72916260	72934328	EMX1	protein_coding
ENSG00000135638	ENST00000258106	2	1	72917475	72934891	EMX1	protein_coding
ENSG00000135638	ENST00000473732	2	1	72918181	72925541	EMX1	protein_coding
ENSG00000144040	ENST00000272433	2	-1	72942036	73071836	SFXN5	protein_coding
ENSG00000144040	ENST00000411783	2	-1	72944864	73071673	SFXN5	protein_coding
ENSG00000144040	ENST00000410065	2	-1	72945022	73071724	SFXN5	protein_coding
ENSG00000144040	ENST00000442582	2	-1	72998951	73071725	SFXN5	protein_coding
ENSG00000135631	ENST00000486777	2	-1	73073382	73112783	RAB11FIP5	protein_coding
ENSG00000135631	ENST00000258098	2	-1	73073382	73113018	RAB11FIP5	protein_coding
ENSG00000214513	ENST00000398468	2	1	73202258	73212513	NOTO	protein_coding
ENSG00000135632	ENST00000389501	2	1	73214222	73227237	SMYD5	protein_coding
ENSG00000135632	ENST00000629411	2	1	73214267	73219992	SMYD5	protein_coding
ENSG00000135632	ENST00000443900	2	1	73214567	73221194	SMYD5	protein_coding
ENSG00000135617	ENST00000258083	2	-1	73228006	73233228	PRADC1	protein_coding
ENSG00000135624	ENST00000539919	2	1	73234236	73253021	CCT7	protein_coding
ENSG00000135624	ENST00000540468	2	1	73234236	73253021	CCT7	protein_coding
ENSG00000135624	ENST00000258091	2	1	73234238	73253004	CCT7	protein_coding
ENSG00000135624	ENST00000399032	2	1	73234308	73244029	CCT7	protein_coding
ENSG00000135624	ENST00000398422	2	1	73234308	73253004	CCT7	protein_coding
ENSG00000135624	ENST00000626868	2	1	73239545	73243134	CCT7	protein_coding
ENSG00000163013	ENST00000295133	2	-1	73254682	73269630	FBXO41	protein_coding
ENSG00000163013	ENST00000521871	2	-1	73254690	73284431	FBXO41	protein_coding
ENSG00000163013	ENST00000520530	2	-1	73258606	73284310	FBXO41	protein_coding
ENSG00000135625	ENST00000436467	2	-1	73290929	73293705	EGR4	protein_coding
ENSG00000135625	ENST00000545030	2	-1	73290930	73293701	EGR4	protein_coding
ENSG00000116127	ENST00000484298	2	1	73385758	73609715	ALMS1	protein_coding
ENSG00000116127	ENST00000613296	2	1	73385758	73609919	ALMS1	protein_coding
ENSG00000116127	ENST00000614410	2	1	73385869	73573577	ALMS1	protein_coding
ENSG00000144035	ENST00000272425	2	-1	73640832	73642393	NAT8	protein_coding
ENSG00000144034	ENST00000272424	2	-1	73729830	73737386	TPRKB	protein_coding
ENSG00000144034	ENST00000318190	2	-1	73729890	73737400	TPRKB	protein_coding
ENSG00000144034	ENST00000409716	2	-1	73729890	73737400	TPRKB	protein_coding
ENSG00000144048	ENST00000272444	2	-1	73762184	73780157	DUSP11	protein_coding
ENSG00000144048	ENST00000443070	2	-1	73767419	73780121	DUSP11	protein_coding
ENSG00000144048	ENST00000452812	2	-1	73773253	73779968	DUSP11	protein_coding
ENSG00000187833	ENST00000409561	2	1	73784189	73817147	C2orf78	protein_coding
ENSG00000124356	ENST00000339566	2	1	73828916	73867168	STAMBP	protein_coding
ENSG00000124356	ENST00000409707	2	1	73828962	73873633	STAMBP	protein_coding
ENSG00000124356	ENST00000452725	2	1	73828967	73847423	STAMBP	protein_coding
ENSG00000124356	ENST00000432295	2	1	73828987	73850462	STAMBP	protein_coding
ENSG00000124356	ENST00000394073	2	1	73828987	73867168	STAMBP	protein_coding
ENSG00000124356	ENST00000424659	2	1	73828990	73847501	STAMBP	protein_coding
ENSG00000124356	ENST00000394070	2	1	73829020	73867172	STAMBP	protein_coding
ENSG00000124356	ENST00000536064	2	1	73829031	73849488	STAMBP	protein_coding
ENSG00000163017	ENST00000409731	2	1	73892967	73919865	ACTG2	protein_coding
ENSG00000163017	ENST00000345517	2	1	73892979	73919865	ACTG2	protein_coding
ENSG00000163017	ENST00000409918	2	1	73892982	73903189	ACTG2	protein_coding
ENSG00000163017	ENST00000442912	2	1	73892982	73908851	ACTG2	protein_coding
ENSG00000163017	ENST00000409624	2	1	73893008	73919865	ACTG2	protein_coding
ENSG00000114956	ENST00000629438	2	1	73926826	73958959	DGUOK	protein_coding
ENSG00000114956	ENST00000264093	2	1	73926826	73958961	DGUOK	protein_coding
ENSG00000114956	ENST00000348222	2	1	73926826	73958961	DGUOK	protein_coding
ENSG00000187605	ENST00000409262	2	1	73986404	74108176	TET3	protein_coding
ENSG00000187605	ENST00000305799	2	1	74002713	74102176	TET3	protein_coding
ENSG00000163170	ENST00000327428	2	-1	74135398	74147994	BOLA3	protein_coding
ENSG00000163170	ENST00000295326	2	-1	74135415	74147905	BOLA3	protein_coding
ENSG00000114978	ENST00000396049	2	-1	74152528	74178868	MOB1A	protein_coding
ENSG00000065911	ENST00000394053	2	1	74198562	74217565	MTHFD2	protein_coding
ENSG00000065911	ENST00000409804	2	1	74198610	74215298	MTHFD2	protein_coding
ENSG00000065911	ENST00000409601	2	1	74198616	74215277	MTHFD2	protein_coding
ENSG00000188687	ENST00000394019	2	-1	74216242	74343407	SLC4A5	protein_coding
ENSG00000188687	ENST00000346834	2	-1	74216243	74334193	SLC4A5	protein_coding
ENSG00000188687	ENST00000423644	2	-1	74216243	74334193	SLC4A5	protein_coding
ENSG00000188687	ENST00000480696	2	-1	74217659	74227050	SLC4A5	protein_coding
ENSG00000188687	ENST00000637036	2	-1	74218611	74227878	SLC4A5	protein_coding
ENSG00000188687	ENST00000358683	2	-1	74221434	74328166	SLC4A5	protein_coding
ENSG00000188687	ENST00000377632	2	-1	74221467	74315023	SLC4A5	protein_coding
ENSG00000188687	ENST00000377634	2	-1	74221467	74343409	SLC4A5	protein_coding
ENSG00000188687	ENST00000432728	2	-1	74264148	74290705	SLC4A5	protein_coding
ENSG00000188687	ENST00000444570	2	-1	74265232	74328235	SLC4A5	protein_coding
ENSG00000188687	ENST00000436454	2	-1	74285785	74343414	SLC4A5	protein_coding
ENSG00000204843	ENST00000361874	2	-1	74361154	74380355	DCTN1	protein_coding
ENSG00000204843	ENST00000394003	2	-1	74361154	74380355	DCTN1	protein_coding
ENSG00000204843	ENST00000628224	2	-1	74361154	74380355	DCTN1	protein_coding
ENSG00000204843	ENST00000409438	2	-1	74361157	74374735	DCTN1	protein_coding
ENSG00000204843	ENST00000633691	2	-1	74361157	74374735	DCTN1	protein_coding
ENSG00000204843	ENST00000409240	2	-1	74361157	74392087	DCTN1	protein_coding
ENSG00000204843	ENST00000409868	2	-1	74361158	74391865	DCTN1	protein_coding
ENSG00000204843	ENST00000409567	2	-1	74361499	74380299	DCTN1	protein_coding
ENSG00000204843	ENST00000458655	2	-1	74371643	74380557	DCTN1	protein_coding
ENSG00000204843	ENST00000454119	2	-1	74376741	74380345	DCTN1	protein_coding
ENSG00000204843	ENST00000417090	2	-1	74377432	74391843	DCTN1	protein_coding
ENSG00000204843	ENST00000437375	2	-1	74377693	74391800	DCTN1	protein_coding
ENSG00000204843	ENST00000413111	2	-1	74378000	74380283	DCTN1	protein_coding
ENSG00000204843	ENST00000421392	2	-1	74378000	74391780	DCTN1	protein_coding
ENSG00000204843	ENST00000440727	2	-1	74378036	74392036	DCTN1	protein_coding
ENSG00000204843	ENST00000449655	2	-1	74378187	74385441	DCTN1	protein_coding
ENSG00000284308	ENST00000612891	2	-1	74414176	74421560	C2orf81	protein_coding
ENSG00000284308	ENST00000640868	2	-1	74414177	74416583	C2orf81	protein_coding
ENSG00000284308	ENST00000290390	2	-1	74414178	74417717	C2orf81	protein_coding
ENSG00000284308	ENST00000640331	2	-1	74415408	74421591	C2orf81	protein_coding
ENSG00000284308	ENST00000640371	2	-1	74415597	74417717	C2orf81	protein_coding
ENSG00000284308	ENST00000638555	2	-1	74416017	74418542	C2orf81	protein_coding
ENSG00000005448	ENST00000409791	2	1	74421729	74425754	WDR54	protein_coding
ENSG00000005448	ENST00000426787	2	1	74421730	74423990	WDR54	protein_coding
ENSG00000005448	ENST00000348227	2	1	74421730	74425755	WDR54	protein_coding
ENSG00000114993	ENST00000305557	2	-1	74425836	74440583	RTKN	protein_coding
ENSG00000114993	ENST00000272430	2	-1	74425876	74441899	RTKN	protein_coding
ENSG00000114993	ENST00000233330	2	-1	74425883	74440631	RTKN	protein_coding
ENSG00000114993	ENST00000640304	2	-1	74426180	74427200	RTKN	protein_coding
ENSG00000115274	ENST00000233331	2	1	74455023	74457960	INO80B	protein_coding
ENSG00000115274	ENST00000431187	2	1	74455087	74457367	INO80B	protein_coding
ENSG00000115274	ENST00000409917	2	1	74455102	74457662	INO80B	protein_coding
ENSG00000115274	ENST00000409493	2	1	74455116	74457400	INO80B	protein_coding
ENSG00000239779	ENST00000233615	2	1	74458329	74460891	WBP1	protein_coding
ENSG00000239779	ENST00000393972	2	1	74458400	74460891	WBP1	protein_coding
ENSG00000239779	ENST00000409737	2	1	74458469	74460856	WBP1	protein_coding
ENSG00000239779	ENST00000428943	2	1	74458472	74460443	WBP1	protein_coding
ENSG00000115275	ENST00000448666	2	-1	74461057	74465382	MOGS	protein_coding
ENSG00000115275	ENST00000233616	2	-1	74461057	74465410	MOGS	protein_coding
ENSG00000115275	ENST00000409065	2	-1	74461069	74465385	MOGS	protein_coding
ENSG00000115275	ENST00000649601	2	-1	74461102	74465362	MOGS	protein_coding
ENSG00000115275	ENST00000462443	2	-1	74461102	74465410	MOGS	protein_coding
ENSG00000115275	ENST00000649075	2	-1	74461106	74465400	MOGS	protein_coding
ENSG00000115275	ENST00000649854	2	-1	74461118	74465162	MOGS	protein_coding
ENSG00000115275	ENST00000648810	2	-1	74461120	74465404	MOGS	protein_coding
ENSG00000115275	ENST00000452063	2	-1	74461179	74465396	MOGS	protein_coding
ENSG00000115275	ENST00000650523	2	-1	74462279	74465294	MOGS	protein_coding
ENSG00000115275	ENST00000414701	2	-1	74462997	74465393	MOGS	protein_coding
ENSG00000204822	ENST00000258105	2	-1	74471958	74473322	MRPL53	protein_coding
ENSG00000204822	ENST00000409710	2	-1	74471986	74472687	MRPL53	protein_coding
ENSG00000135637	ENST00000393965	2	-1	74473790	74483234	CCDC142	protein_coding
ENSG00000135637	ENST00000290418	2	-1	74474102	74482996	CCDC142	protein_coding
ENSG00000115282	ENST00000442235	2	1	74483087	74493083	TTC31	protein_coding
ENSG00000115282	ENST00000410003	2	1	74483087	74494559	TTC31	protein_coding
ENSG00000115282	ENST00000233623	2	1	74483089	74494886	TTC31	protein_coding
ENSG00000115282	ENST00000414247	2	1	74491584	74493311	TTC31	protein_coding
ENSG00000179528	ENST00000377566	2	-1	74497517	74499716	LBX2	protein_coding
ENSG00000179528	ENST00000460508	2	-1	74497517	74503316	LBX2	protein_coding
ENSG00000179528	ENST00000341396	2	-1	74497582	74502984	LBX2	protein_coding
ENSG00000115289	ENST00000233630	2	-1	74505043	74508580	PCGF1	protein_coding
ENSG00000115297	ENST00000621092	2	1	74513559	74516761	TLX2	protein_coding
ENSG00000115297	ENST00000233638	2	1	74514484	74517147	TLX2	protein_coding
ENSG00000144045	ENST00000393951	2	-1	74518131	74526191	DQX1	protein_coding
ENSG00000144045	ENST00000404568	2	-1	74518131	74526336	DQX1	protein_coding
ENSG00000144045	ENST00000451518	2	-1	74524028	74526216	DQX1	protein_coding
ENSG00000115307	ENST00000377526	2	-1	74526648	74529939	AUP1	protein_coding
ENSG00000115317	ENST00000258080	2	1	74529377	74533348	HTRA2	protein_coding
ENSG00000115317	ENST00000352222	2	1	74529990	74533332	HTRA2	protein_coding
ENSG00000115317	ENST00000437202	2	1	74530046	74533192	HTRA2	protein_coding
ENSG00000115318	ENST00000264094	2	-1	74532438	74553935	LOXL3	protein_coding
ENSG00000115318	ENST00000409249	2	-1	74532604	74552647	LOXL3	protein_coding
ENSG00000115318	ENST00000393937	2	-1	74533130	74553958	LOXL3	protein_coding
ENSG00000115318	ENST00000409549	2	-1	74533253	74553084	LOXL3	protein_coding
ENSG00000115318	ENST00000409986	2	-1	74533728	74553961	LOXL3	protein_coding
ENSG00000115318	ENST00000420535	2	-1	74535644	74549459	LOXL3	protein_coding
ENSG00000115318	ENST00000413469	2	-1	74536711	74555690	LOXL3	protein_coding
ENSG00000115325	ENST00000409429	2	1	74549026	74557536	DOK1	protein_coding
ENSG00000115325	ENST00000233668	2	1	74554086	74557554	DOK1	protein_coding
ENSG00000115325	ENST00000340004	2	1	74554731	74557551	DOK1	protein_coding
ENSG00000159374	ENST00000290536	2	-1	74557883	74648037	M1AP	protein_coding
ENSG00000159374	ENST00000409585	2	-1	74557892	74640327	M1AP	protein_coding
ENSG00000159374	ENST00000536235	2	-1	74557892	74648338	M1AP	protein_coding
ENSG00000159374	ENST00000421985	2	-1	74614964	74648330	M1AP	protein_coding
ENSG00000135622	ENST00000357877	2	1	74654228	74682059	SEMA4F	protein_coding
ENSG00000135622	ENST00000611975	2	1	74654228	74683853	SEMA4F	protein_coding
ENSG00000135622	ENST00000339773	2	1	74654280	74680441	SEMA4F	protein_coding
ENSG00000135622	ENST00000434486	2	1	74654293	74673499	SEMA4F	protein_coding
ENSG00000135622	ENST00000453930	2	1	74654311	74674676	SEMA4F	protein_coding
ENSG00000159399	ENST00000290573	2	1	74833981	74893359	HK2	protein_coding
ENSG00000159399	ENST00000409174	2	1	74835170	74893359	HK2	protein_coding
ENSG00000115350	ENST00000483063	2	1	74958492	74970128	POLE4	protein_coding
ENSG00000115353	ENST00000305249	2	-1	75046463	75199700	TACR1	protein_coding
ENSG00000115353	ENST00000409848	2	-1	75051036	75199057	TACR1	protein_coding
ENSG00000115363	ENST00000393913	2	-1	75492318	75560913	EVA1A	protein_coding
ENSG00000115363	ENST00000233712	2	-1	75492318	75569722	EVA1A	protein_coding
ENSG00000115363	ENST00000410113	2	-1	75492486	75560938	EVA1A	protein_coding
ENSG00000115363	ENST00000410010	2	-1	75493074	75517972	EVA1A	protein_coding
ENSG00000115363	ENST00000410071	2	-1	75493151	75561298	EVA1A	protein_coding
ENSG00000115363	ENST00000432649	2	-1	75493267	75561329	EVA1A	protein_coding
ENSG00000115363	ENST00000452003	2	-1	75493392	75518703	EVA1A	protein_coding
ENSG00000115364	ENST00000393909	2	1	75646783	75657860	MRPL19	protein_coding
ENSG00000115364	ENST00000358788	2	1	75646794	75690759	MRPL19	protein_coding
ENSG00000115364	ENST00000409374	2	1	75646803	75670753	MRPL19	protein_coding
ENSG00000115364	ENST00000476622	2	1	75646979	75655130	MRPL19	protein_coding
ENSG00000115364	ENST00000492255	2	1	75654788	75670807	MRPL19	protein_coding
ENSG00000115364	ENST00000453233	2	1	75654900	75690851	MRPL19	protein_coding
ENSG00000005436	ENST00000321027	2	-1	75662706	75710989	GCFC2	protein_coding
ENSG00000005436	ENST00000541687	2	-1	75662708	75710985	GCFC2	protein_coding
ENSG00000005436	ENST00000492826	2	-1	75664418	75670214	GCFC2	protein_coding
ENSG00000005436	ENST00000409857	2	-1	75664419	75710892	GCFC2	protein_coding
ENSG00000005436	ENST00000427862	2	-1	75664634	75687892	GCFC2	protein_coding
ENSG00000005436	ENST00000442309	2	-1	75696252	75710941	GCFC2	protein_coding
ENSG00000005436	ENST00000470503	2	-1	75701796	75710899	GCFC2	protein_coding
ENSG00000176204	ENST00000409911	2	-1	76747719	77522339	LRRTM4	protein_coding
ENSG00000176204	ENST00000409884	2	-1	76748553	77522273	LRRTM4	protein_coding
ENSG00000176204	ENST00000409093	2	-1	76748558	77522368	LRRTM4	protein_coding
ENSG00000176204	ENST00000409088	2	-1	77516668	77522376	LRRTM4	protein_coding
ENSG00000176204	ENST00000409282	2	-1	77517516	77522210	LRRTM4	protein_coding
ENSG00000176204	ENST00000456154	2	-1	77519762	77593196	LRRTM4	protein_coding
ENSG00000143954	ENST00000393897	2	1	79025686	79028505	REG3G	protein_coding
ENSG00000143954	ENST00000272324	2	1	79025701	79028502	REG3G	protein_coding
ENSG00000143954	ENST00000409471	2	1	79025727	79028303	REG3G	protein_coding
ENSG00000172023	ENST00000454188	2	-1	79085030	79086847	REG1B	protein_coding
ENSG00000172023	ENST00000305089	2	-1	79085031	79087993	REG1B	protein_coding
ENSG00000115386	ENST00000233735	2	1	79120458	79123419	REG1A	protein_coding
ENSG00000172016	ENST00000409839	2	-1	79157003	79159753	REG3A	protein_coding
ENSG00000172016	ENST00000393878	2	-1	79157007	79159753	REG3A	protein_coding
ENSG00000172016	ENST00000305165	2	-1	79157092	79159749	REG3A	protein_coding
ENSG00000066032	ENST00000466387	2	1	79185231	80648779	CTNNA2	protein_coding
ENSG00000066032	ENST00000496558	2	1	79513000	80648780	CTNNA2	protein_coding
ENSG00000066032	ENST00000451966	2	1	79513034	79744483	CTNNA2	protein_coding
ENSG00000066032	ENST00000629316	2	1	79513135	80648378	CTNNA2	protein_coding
ENSG00000066032	ENST00000409971	2	1	79514622	79858066	CTNNA2	protein_coding
ENSG00000066032	ENST00000409266	2	1	79634541	79687729	CTNNA2	protein_coding
ENSG00000066032	ENST00000402739	2	1	79651552	80648689	CTNNA2	protein_coding
ENSG00000162951	ENST00000295057	2	-1	80301878	80304749	LRRTM1	protein_coding
ENSG00000162951	ENST00000409148	2	-1	80301880	80304274	LRRTM1	protein_coding
ENSG00000162951	ENST00000416268	2	-1	80303151	80304595	LRRTM1	protein_coding
ENSG00000162951	ENST00000452811	2	-1	80303269	80304440	LRRTM1	protein_coding
ENSG00000162951	ENST00000415098	2	-1	80303493	80304321	LRRTM1	protein_coding
ENSG00000066032	ENST00000541047	2	1	80305105	80648861	CTNNA2	protein_coding
ENSG00000066032	ENST00000343114	2	1	80313379	80648861	CTNNA2	protein_coding
ENSG00000066032	ENST00000361291	2	1	80313379	80648861	CTNNA2	protein_coding
ENSG00000066032	ENST00000540488	2	1	80313379	80648861	CTNNA2	protein_coding
ENSG00000066032	ENST00000409550	2	1	80328275	80555728	CTNNA2	protein_coding
ENSG00000163541	ENST00000393868	2	-1	84423523	84459480	SUCLG1	protein_coding
ENSG00000115423	ENST00000389394	2	1	84516455	84819589	DNAH6	protein_coding
ENSG00000115423	ENST00000237449	2	1	84517819	84819589	DNAH6	protein_coding
ENSG00000186854	ENST00000335459	2	-1	84821650	84881245	TRABD2A	protein_coding
ENSG00000186854	ENST00000409520	2	-1	84821666	84881245	TRABD2A	protein_coding
ENSG00000186854	ENST00000409133	2	-1	84837790	84881150	TRABD2A	protein_coding
ENSG00000034510	ENST00000233143	2	1	84905625	84906675	TMSB10	protein_coding
ENSG00000176407	ENST00000456682	2	1	84971093	85028056	KCMF1	protein_coding
ENSG00000176407	ENST00000409785	2	1	84971093	85059472	KCMF1	protein_coding
ENSG00000176407	ENST00000428691	2	1	84971964	85035125	KCMF1	protein_coding
ENSG00000176407	ENST00000453448	2	1	84972201	85046278	KCMF1	protein_coding
ENSG00000152284	ENST00000282111	2	1	85133410	85310388	TCF7L1	protein_coding
ENSG00000152284	ENST00000442813	2	1	85213623	85302494	TCF7L1	protein_coding
