ENSG00000173213	ENST00000308911	18	-1	47390	49557	TUBB8P12	protein_coding
ENSG00000141449	ENST00000269218	18	1	21242358	21522821	GREB1L	protein_coding
ENSG00000141449	ENST00000580732	18	1	21363593	21525417	GREB1L	protein_coding
ENSG00000141449	ENST00000579454	18	1	21401226	21441407	GREB1L	protein_coding
ENSG00000141449	ENST00000581327	18	1	21449635	21452433	GREB1L	protein_coding
ENSG00000141449	ENST00000580384	18	1	21513903	21520739	GREB1L	protein_coding
ENSG00000141446	ENST00000269214	18	-1	21529281	21600736	ESCO1	protein_coding
ENSG00000141446	ENST00000622333	18	-1	21529310	21560981	ESCO1	protein_coding
ENSG00000167088	ENST00000300413	18	1	21612267	21633524	SNRPD1	protein_coding
ENSG00000167088	ENST00000579618	18	1	21612314	21629109	SNRPD1	protein_coding
ENSG00000167088	ENST00000582475	18	1	21612331	21629479	SNRPD1	protein_coding
ENSG00000158201	ENST00000289119	18	-1	21650897	21704805	ABHD3	protein_coding
ENSG00000158201	ENST00000580981	18	-1	21650928	21704767	ABHD3	protein_coding
ENSG00000158201	ENST00000578270	18	-1	21651097	21703825	ABHD3	protein_coding
ENSG00000158201	ENST00000580477	18	-1	21654889	21656956	ABHD3	protein_coding
ENSG00000158201	ENST00000584464	18	-1	21682900	21703688	ABHD3	protein_coding
ENSG00000101752	ENST00000261537	18	1	21741320	21870957	MIB1	protein_coding
ENSG00000141448	ENST00000269216	18	1	22169443	22202528	GATA6	protein_coding
ENSG00000141448	ENST00000581694	18	1	22170933	22200880	GATA6	protein_coding
ENSG00000212710	ENST00000525417	18	-1	22413601	22414867	CTAGE1	protein_coding
ENSG00000212710	ENST00000391403	18	-1	22413603	22417915	CTAGE1	protein_coding
ENSG00000101773	ENST00000583700	18	1	22798261	22936883	RBBP8	protein_coding
ENSG00000101773	ENST00000579124	18	1	22914121	22949658	RBBP8	protein_coding
ENSG00000101773	ENST00000577588	18	1	22914123	22936940	RBBP8	protein_coding
ENSG00000101773	ENST00000582354	18	1	22914123	22984897	RBBP8	protein_coding
ENSG00000101773	ENST00000581819	18	1	22914139	22968810	RBBP8	protein_coding
ENSG00000101773	ENST00000327155	18	1	22933315	23026486	RBBP8	protein_coding
ENSG00000101773	ENST00000399722	18	1	22933826	23026488	RBBP8	protein_coding
ENSG00000101773	ENST00000399725	18	1	22933841	23026486	RBBP8	protein_coding
ENSG00000101773	ENST00000399721	18	1	22933876	22993569	RBBP8	protein_coding
ENSG00000101773	ENST00000360790	18	1	22934750	23026370	RBBP8	protein_coding
ENSG00000101773	ENST00000577445	18	1	22968842	22990944	RBBP8	protein_coding
ENSG00000101773	ENST00000583057	18	1	22993484	23026467	RBBP8	protein_coding
ENSG00000101773	ENST00000581687	18	1	23016796	23026488	RBBP8	protein_coding
ENSG00000134508	ENST00000400473	18	1	23134564	23257747	CABLES1	protein_coding
ENSG00000134508	ENST00000580153	18	1	23135452	23194540	CABLES1	protein_coding
ENSG00000134508	ENST00000256925	18	1	23135763	23260467	CABLES1	protein_coding
ENSG00000134508	ENST00000582882	18	1	23136424	23214231	CABLES1	protein_coding
ENSG00000134508	ENST00000420687	18	1	23155825	23258653	CABLES1	protein_coding
ENSG00000134490	ENST00000383233	18	-1	23296017	23437905	TMEM241	protein_coding
ENSG00000134490	ENST00000542162	18	-1	23298008	23437869	TMEM241	protein_coding
ENSG00000134490	ENST00000578520	18	-1	23352255	23437955	TMEM241	protein_coding
ENSG00000134490	ENST00000582336	18	-1	23365635	23437913	TMEM241	protein_coding
ENSG00000101782	ENST00000339486	18	1	23452823	23483140	RIOK3	protein_coding
ENSG00000101782	ENST00000581585	18	1	23453287	23481580	RIOK3	protein_coding
ENSG00000101782	ENST00000577501	18	1	23453308	23481500	RIOK3	protein_coding
ENSG00000101782	ENST00000577250	18	1	23477188	23486603	RIOK3	protein_coding
ENSG00000141452	ENST00000615148	18	1	23503470	23531807	RMC1	protein_coding
ENSG00000141452	ENST00000269221	18	1	23503509	23531782	RMC1	protein_coding
ENSG00000141452	ENST00000590868	18	1	23503519	23531776	RMC1	protein_coding
ENSG00000141458	ENST00000591107	18	-1	23506184	23535622	NPC1	protein_coding
ENSG00000141458	ENST00000590723	18	-1	23522315	23533517	NPC1	protein_coding
ENSG00000141458	ENST00000593280	18	-1	23528207	23533440	NPC1	protein_coding
ENSG00000141458	ENST00000586150	18	-1	23529293	23535700	NPC1	protein_coding
ENSG00000141458	ENST00000269228	18	-1	23531437	23586898	NPC1	protein_coding
ENSG00000141458	ENST00000591051	18	-1	23531946	23560342	NPC1	protein_coding
ENSG00000154065	ENST00000592179	18	-1	23598926	23662885	ANKRD29	protein_coding
ENSG00000154065	ENST00000322980	18	-1	23600460	23662815	ANKRD29	protein_coding
ENSG00000154065	ENST00000586087	18	-1	23629852	23662883	ANKRD29	protein_coding
ENSG00000154065	ENST00000585908	18	-1	23648411	23662772	ANKRD29	protein_coding
ENSG00000053747	ENST00000313654	18	1	23689443	23955066	LAMA3	protein_coding
ENSG00000053747	ENST00000399516	18	1	23689684	23954648	LAMA3	protein_coding
ENSG00000053747	ENST00000592519	18	1	23833953	23834837	LAMA3	protein_coding
ENSG00000053747	ENST00000649721	18	1	23838796	23956222	LAMA3	protein_coding
ENSG00000053747	ENST00000269217	18	1	23872840	23954939	LAMA3	protein_coding
ENSG00000053747	ENST00000587184	18	1	23873045	23954648	LAMA3	protein_coding
ENSG00000053747	ENST00000586751	18	1	23884773	23931559	LAMA3	protein_coding
ENSG00000053747	ENST00000588164	18	1	23928625	23931691	LAMA3	protein_coding
ENSG00000053747	ENST00000590104	18	1	23946184	23946837	LAMA3	protein_coding
ENSG00000053747	ENST00000588004	18	1	23949893	23954799	LAMA3	protein_coding
ENSG00000168234	ENST00000304621	18	1	23992773	24133027	TTC39C	protein_coding
ENSG00000168234	ENST00000584250	18	1	24014420	24020288	TTC39C	protein_coding
ENSG00000168234	ENST00000317571	18	1	24014636	24133028	TTC39C	protein_coding
ENSG00000168234	ENST00000577185	18	1	24016634	24020285	TTC39C	protein_coding
ENSG00000168234	ENST00000540918	18	1	24113353	24135610	TTC39C	protein_coding
ENSG00000168234	ENST00000579214	18	1	24114273	24123937	TTC39C	protein_coding
ENSG00000154040	ENST00000399496	18	1	24138956	24161603	CABYR	protein_coding
ENSG00000154040	ENST00000627314	18	1	24138987	24159662	CABYR	protein_coding
ENSG00000154040	ENST00000399481	18	1	24139017	24161599	CABYR	protein_coding
ENSG00000154040	ENST00000327201	18	1	24139032	24161597	CABYR	protein_coding
ENSG00000154040	ENST00000463087	18	1	24139058	24161600	CABYR	protein_coding
ENSG00000154040	ENST00000585037	18	1	24139062	24155934	CABYR	protein_coding
ENSG00000154040	ENST00000486759	18	1	24139062	24161600	CABYR	protein_coding
ENSG00000154040	ENST00000577705	18	1	24139063	24155905	CABYR	protein_coding
ENSG00000154040	ENST00000415309	18	1	24139068	24161599	CABYR	protein_coding
ENSG00000154040	ENST00000621648	18	1	24139095	24161597	CABYR	protein_coding
ENSG00000154040	ENST00000581397	18	1	24139097	24159572	CABYR	protein_coding
ENSG00000154040	ENST00000399499	18	1	24139484	24161588	CABYR	protein_coding
ENSG00000154040	ENST00000579102	18	1	24139625	24155754	CABYR	protein_coding
ENSG00000154040	ENST00000582229	18	1	24156104	24161582	CABYR	protein_coding
ENSG00000141447	ENST00000319481	18	-1	24162044	24397859	OSBPL1A	protein_coding
ENSG00000141447	ENST00000399443	18	-1	24162045	24272232	OSBPL1A	protein_coding
ENSG00000141447	ENST00000357041	18	-1	24163134	24311516	OSBPL1A	protein_coding
ENSG00000141447	ENST00000578013	18	-1	24163157	24179835	OSBPL1A	protein_coding
ENSG00000141447	ENST00000638614	18	-1	24195960	24196202	OSBPL1A	protein_coding
ENSG00000141447	ENST00000399441	18	-1	24357125	24397788	OSBPL1A	protein_coding
ENSG00000154059	ENST00000284202	18	1	24426616	24453535	IMPACT	protein_coding
ENSG00000154059	ENST00000648078	18	1	24426634	24453510	IMPACT	protein_coding
ENSG00000154059	ENST00000585067	18	1	24426699	24443152	IMPACT	protein_coding
ENSG00000154059	ENST00000578221	18	1	24426742	24443119	IMPACT	protein_coding
ENSG00000154059	ENST00000581278	18	1	24448139	24453531	IMPACT	protein_coding
ENSG00000134489	ENST00000256906	18	1	24460629	24479957	HRH4	protein_coding
ENSG00000134489	ENST00000426880	18	1	24460729	24477562	HRH4	protein_coding
ENSG00000198795	ENST00000361524	18	-1	25061926	25352152	ZNF521	protein_coding
ENSG00000198795	ENST00000584787	18	-1	25062425	25352148	ZNF521	protein_coding
ENSG00000198795	ENST00000538137	18	-1	25062593	25352155	ZNF521	protein_coding
ENSG00000198795	ENST00000577775	18	-1	25136718	25224789	ZNF521	protein_coding
ENSG00000198795	ENST00000577801	18	-1	25227244	25351747	ZNF521	protein_coding
ENSG00000198795	ENST00000580488	18	-1	25227486	25351615	ZNF521	protein_coding
ENSG00000198795	ENST00000577461	18	-1	25322137	25351193	ZNF521	protein_coding
ENSG00000141380	ENST00000415083	18	-1	26016253	26090625	SS18	protein_coding
ENSG00000141380	ENST00000542420	18	-1	26017343	26091217	SS18	protein_coding
ENSG00000141380	ENST00000269137	18	-1	26018014	26090901	SS18	protein_coding
ENSG00000141380	ENST00000579061	18	-1	26052705	26091192	SS18	protein_coding
ENSG00000141380	ENST00000584083	18	-1	26052771	26090096	SS18	protein_coding
ENSG00000141380	ENST00000581021	18	-1	26057695	26090135	SS18	protein_coding
ENSG00000154611	ENST00000415576	18	1	26133852	26192824	PSMA8	protein_coding
ENSG00000154611	ENST00000343848	18	1	26133874	26193355	PSMA8	protein_coding
ENSG00000154611	ENST00000308268	18	1	26133877	26193355	PSMA8	protein_coding
ENSG00000154611	ENST00000612461	18	1	26140086	26193355	PSMA8	protein_coding
ENSG00000141384	ENST00000269142	18	1	26225936	26391685	TAF4B	protein_coding
ENSG00000141384	ENST00000578121	18	1	26226486	26390164	TAF4B	protein_coding
ENSG00000134504	ENST00000579973	18	-1	26454910	26640344	KCTD1	protein_coding
ENSG00000134504	ENST00000417602	18	-1	26454913	26549814	KCTD1	protein_coding
ENSG00000134504	ENST00000317932	18	-1	26454913	26629242	KCTD1	protein_coding
ENSG00000134504	ENST00000408011	18	-1	26454974	26549435	KCTD1	protein_coding
ENSG00000134504	ENST00000580059	18	-1	26455498	26548590	KCTD1	protein_coding
ENSG00000134504	ENST00000580191	18	-1	26455760	26657401	KCTD1	protein_coding
ENSG00000134504	ENST00000580638	18	-1	26455892	26549819	KCTD1	protein_coding
ENSG00000134504	ENST00000578973	18	-1	26459789	26546999	KCTD1	protein_coding
ENSG00000171885	ENST00000383168	18	-1	26852038	26865818	AQP4	protein_coding
ENSG00000171885	ENST00000581374	18	-1	26855817	26862848	AQP4	protein_coding
ENSG00000171885	ENST00000440832	18	-1	26856211	26863190	AQP4	protein_coding
ENSG00000171885	ENST00000578776	18	-1	26860785	26865707	AQP4	protein_coding
ENSG00000154080	ENST00000618847	18	-1	26906481	27185317	CHST9	protein_coding
ENSG00000154080	ENST00000581714	18	-1	26915777	27143038	CHST9	protein_coding
ENSG00000154080	ENST00000580774	18	-1	26915779	27185298	CHST9	protein_coding
ENSG00000170558	ENST00000269141	18	-1	27950966	28177446	CDH2	protein_coding
ENSG00000170558	ENST00000399380	18	-1	27951081	28036585	CDH2	protein_coding
ENSG00000170558	ENST00000418492	18	-1	28005970	28045596	CDH2	protein_coding
ENSG00000170558	ENST00000430882	18	-1	28009804	28097229	CDH2	protein_coding
ENSG00000170558	ENST00000413878	18	-1	28011918	28159297	CDH2	protein_coding
ENSG00000134762	ENST00000360428	18	-1	30990008	31042741	DSC3	protein_coding
ENSG00000134762	ENST00000434452	18	-1	30990086	31042815	DSC3	protein_coding
ENSG00000134762	ENST00000584980	18	-1	30994126	31006918	DSC3	protein_coding
ENSG00000134755	ENST00000280904	18	-1	31058840	31102415	DSC2	protein_coding
ENSG00000134755	ENST00000251081	18	-1	31065974	31102004	DSC2	protein_coding
ENSG00000134755	ENST00000648081	18	-1	31065998	31102522	DSC2	protein_coding
ENSG00000134765	ENST00000257197	18	-1	31129236	31162856	DSC1	protein_coding
ENSG00000134765	ENST00000257198	18	-1	31129236	31162856	DSC1	protein_coding
ENSG00000134760	ENST00000257192	18	1	31318089	31357029	DSG1	protein_coding
ENSG00000134760	ENST00000462981	18	1	31343631	31355667	DSG1	protein_coding
ENSG00000175065	ENST00000308128	18	1	31376777	31413916	DSG4	protein_coding
ENSG00000175065	ENST00000359747	18	1	31376883	31414912	DSG4	protein_coding
ENSG00000134757	ENST00000257189	18	1	31447795	31478702	DSG3	protein_coding
ENSG00000046604	ENST00000261590	18	1	31498043	31549008	DSG2	protein_coding
ENSG00000046604	ENST00000585206	18	1	31498220	31522608	DSG2	protein_coding
ENSG00000118271	ENST00000649620	18	1	31557010	31598833	TTR	protein_coding
ENSG00000118271	ENST00000237014	18	1	31591726	31599011	TTR	protein_coding
ENSG00000118271	ENST00000613781	18	1	31591767	31598675	TTR	protein_coding
ENSG00000118271	ENST00000610404	18	1	31591767	31599021	TTR	protein_coding
ENSG00000118276	ENST00000306851	18	-1	31623169	31684723	B4GALT6	protein_coding
ENSG00000118276	ENST00000237019	18	-1	31624663	31684571	B4GALT6	protein_coding
ENSG00000118276	ENST00000383131	18	-1	31625485	31684504	B4GALT6	protein_coding
ENSG00000118276	ENST00000579372	18	-1	31657975	31685836	B4GALT6	protein_coding
ENSG00000141437	ENST00000269205	18	-1	31759562	31760880	SLC25A52	protein_coding
ENSG00000153339	ENST00000283351	18	-1	31829173	31943100	TRAPPC8	protein_coding
ENSG00000153339	ENST00000582539	18	-1	31830590	31943026	TRAPPC8	protein_coding
ENSG00000153339	ENST00000581057	18	-1	31830598	31839457	TRAPPC8	protein_coding
ENSG00000153339	ENST00000582513	18	-1	31873570	31943106	TRAPPC8	protein_coding
ENSG00000153339	ENST00000578658	18	-1	31913502	31939462	TRAPPC8	protein_coding
ENSG00000101695	ENST00000217740	18	1	32018372	32073213	RNF125	protein_coding
ENSG00000134758	ENST00000261593	18	1	32091855	32131561	RNF138	protein_coding
ENSG00000134758	ENST00000578914	18	1	32091891	32113846	RNF138	protein_coding
ENSG00000134758	ENST00000578107	18	1	32092610	32113794	RNF138	protein_coding
ENSG00000134758	ENST00000257190	18	1	32092690	32130715	RNF138	protein_coding
ENSG00000134758	ENST00000580499	18	1	32092702	32124769	RNF138	protein_coding
ENSG00000134758	ENST00000577999	18	1	32123525	32129302	RNF138	protein_coding
ENSG00000141441	ENST00000583696	18	-1	32124877	32287095	GAREM1	protein_coding
ENSG00000141434	ENST00000581184	18	1	32185069	32204251	MEP1B	protein_coding
ENSG00000141434	ENST00000269202	18	1	32190024	32220404	MEP1B	protein_coding
ENSG00000141434	ENST00000581447	18	1	32190025	32220404	MEP1B	protein_coding
ENSG00000141441	ENST00000399218	18	-1	32263522	32470484	GAREM1	protein_coding
ENSG00000141441	ENST00000269209	18	-1	32267500	32470432	GAREM1	protein_coding
ENSG00000197705	ENST00000359358	18	-1	32672671	32773062	KLHL14	protein_coding
ENSG00000197705	ENST00000358095	18	-1	32733687	32772879	KLHL14	protein_coding
ENSG00000197705	ENST00000583263	18	-1	32769991	32772167	KLHL14	protein_coding
ENSG00000166960	ENST00000581852	18	-1	32937402	33136077	CCDC178	protein_coding
ENSG00000166960	ENST00000403303	18	-1	32937403	33440081	CCDC178	protein_coding
ENSG00000166960	ENST00000581524	18	-1	32937406	33266965	CCDC178	protein_coding
ENSG00000166960	ENST00000383096	18	-1	32937407	33440693	CCDC178	protein_coding
ENSG00000166960	ENST00000300227	18	-1	32937625	33440721	CCDC178	protein_coding
ENSG00000166960	ENST00000579916	18	-1	32937664	33440045	CCDC178	protein_coding
ENSG00000166960	ENST00000406524	18	-1	32937672	33412112	CCDC178	protein_coding
ENSG00000166960	ENST00000583930	18	-1	32937672	33440018	CCDC178	protein_coding
ENSG00000166960	ENST00000579947	18	-1	32958003	33440693	CCDC178	protein_coding
ENSG00000166960	ENST00000577766	18	-1	33370087	33441101	CCDC178	protein_coding
ENSG00000141431	ENST00000269197	18	1	33578233	33751192	ASXL3	protein_coding
ENSG00000141431	ENST00000642541	18	1	33578913	33743589	ASXL3	protein_coding
ENSG00000101746	ENST00000261592	18	-1	33851100	34223551	NOL4	protein_coding
ENSG00000101746	ENST00000535384	18	-1	33852290	34048594	NOL4	protein_coding
ENSG00000101746	ENST00000589544	18	-1	33852450	34223471	NOL4	protein_coding
ENSG00000101746	ENST00000538587	18	-1	33852589	34222092	NOL4	protein_coding
ENSG00000101746	ENST00000590712	18	-1	33852589	34223205	NOL4	protein_coding
ENSG00000101746	ENST00000586553	18	-1	33883365	34023639	NOL4	protein_coding
ENSG00000134769	ENST00000283365	18	1	34493290	34891844	DTNA	protein_coding
ENSG00000134769	ENST00000596745	18	1	34493304	34866369	DTNA	protein_coding
ENSG00000134769	ENST00000315456	18	1	34493317	34829328	DTNA	protein_coding
ENSG00000134769	ENST00000590412	18	1	34493903	34794247	DTNA	protein_coding
ENSG00000134769	ENST00000590598	18	1	34557979	34806255	DTNA	protein_coding
ENSG00000134769	ENST00000591816	18	1	34593318	34766027	DTNA	protein_coding
ENSG00000134769	ENST00000588125	18	1	34593335	34766023	DTNA	protein_coding
ENSG00000134769	ENST00000598334	18	1	34593339	34891140	DTNA	protein_coding
ENSG00000134769	ENST00000588684	18	1	34593358	34756032	DTNA	protein_coding
ENSG00000134769	ENST00000554864	18	1	34593358	34829328	DTNA	protein_coding
ENSG00000134769	ENST00000399121	18	1	34593358	34891844	DTNA	protein_coding
ENSG00000134769	ENST00000595022	18	1	34593365	34891398	DTNA	protein_coding
ENSG00000134769	ENST00000598774	18	1	34679537	34866980	DTNA	protein_coding
ENSG00000134769	ENST00000598142	18	1	34679537	34888125	DTNA	protein_coding
ENSG00000134769	ENST00000348997	18	1	34710284	34868812	DTNA	protein_coding
ENSG00000134769	ENST00000588949	18	1	34710297	34794185	DTNA	protein_coding
ENSG00000134769	ENST00000597599	18	1	34710297	34866347	DTNA	protein_coding
ENSG00000134769	ENST00000444659	18	1	34755976	34891844	DTNA	protein_coding
ENSG00000134769	ENST00000399113	18	1	34755977	34884745	DTNA	protein_coding
ENSG00000134769	ENST00000590727	18	1	34817962	34827654	DTNA	protein_coding
ENSG00000134769	ENST00000601125	18	1	34817962	34888120	DTNA	protein_coding
ENSG00000134769	ENST00000269192	18	1	34818381	34887994	DTNA	protein_coding
ENSG00000134769	ENST00000591182	18	1	34818391	34888010	DTNA	protein_coding
ENSG00000134769	ENST00000597674	18	1	34818392	34866980	DTNA	protein_coding
ENSG00000134769	ENST00000556414	18	1	34818392	34887838	DTNA	protein_coding
ENSG00000134769	ENST00000599844	18	1	34818448	34866161	DTNA	protein_coding
ENSG00000134769	ENST00000587723	18	1	34822362	34858364	DTNA	protein_coding
ENSG00000134769	ENST00000590831	18	1	34875237	34890543	DTNA	protein_coding
ENSG00000166974	ENST00000591734	18	1	34976928	35127048	MAPRE2	protein_coding
ENSG00000166974	ENST00000413393	18	1	34976928	35143466	MAPRE2	protein_coding
ENSG00000166974	ENST00000589180	18	1	34977051	35127022	MAPRE2	protein_coding
ENSG00000166974	ENST00000587359	18	1	34977055	35097558	MAPRE2	protein_coding
ENSG00000166974	ENST00000436190	18	1	34978244	35143470	MAPRE2	protein_coding
ENSG00000166974	ENST00000588349	18	1	34978426	35102059	MAPRE2	protein_coding
ENSG00000166974	ENST00000300249	18	1	35041360	35143470	MAPRE2	protein_coding
ENSG00000166974	ENST00000538170	18	1	35041404	35143470	MAPRE2	protein_coding
ENSG00000166974	ENST00000588910	18	1	35041431	35127617	MAPRE2	protein_coding
ENSG00000166974	ENST00000589699	18	1	35041650	35143470	MAPRE2	protein_coding
ENSG00000186812	ENST00000601719	18	1	35241036	35242886	ZNF397	protein_coding
ENSG00000186812	ENST00000591206	18	1	35241037	35244100	ZNF397	protein_coding
ENSG00000186812	ENST00000330501	18	1	35241037	35249803	ZNF397	protein_coding
ENSG00000186812	ENST00000261333	18	1	35241055	35258394	ZNF397	protein_coding
ENSG00000186812	ENST00000355632	18	1	35241055	35259227	ZNF397	protein_coding
ENSG00000186812	ENST00000585800	18	1	35241057	35244069	ZNF397	protein_coding
ENSG00000186812	ENST00000592264	18	1	35242390	35258394	ZNF397	protein_coding
ENSG00000186812	ENST00000588119	18	1	35242473	35243284	ZNF397	protein_coding
ENSG00000186814	ENST00000610712	18	-1	35251058	35290245	ZSCAN30	protein_coding
ENSG00000186814	ENST00000333206	18	-1	35251066	35290208	ZSCAN30	protein_coding
ENSG00000186814	ENST00000420878	18	-1	35251068	35290232	ZSCAN30	protein_coding
ENSG00000186814	ENST00000639929	18	-1	35253459	35264223	ZSCAN30	protein_coding
ENSG00000186814	ENST00000589178	18	-1	35260643	35290197	ZSCAN30	protein_coding
ENSG00000186814	ENST00000588448	18	-1	35263296	35264046	ZSCAN30	protein_coding
ENSG00000186814	ENST00000601405	18	-1	35263296	35264384	ZSCAN30	protein_coding
ENSG00000186814	ENST00000592278	18	-1	35263585	35290221	ZSCAN30	protein_coding
ENSG00000186814	ENST00000592598	18	-1	35264146	35267948	ZSCAN30	protein_coding
ENSG00000186814	ENST00000592211	18	-1	35264210	35290229	ZSCAN30	protein_coding
ENSG00000172466	ENST00000261332	18	-1	35332212	35344456	ZNF24	protein_coding
ENSG00000172466	ENST00000589881	18	-1	35332227	35340654	ZNF24	protein_coding
ENSG00000172466	ENST00000399061	18	-1	35332227	35344456	ZNF24	protein_coding
ENSG00000172466	ENST00000590140	18	-1	35340235	35345482	ZNF24	protein_coding
ENSG00000172466	ENST00000589539	18	-1	35340345	35343932	ZNF24	protein_coding
ENSG00000172466	ENST00000593130	18	-1	35340363	35342675	ZNF24	protein_coding
ENSG00000186496	ENST00000306346	18	-1	35366697	35377337	ZNF396	protein_coding
ENSG00000186496	ENST00000589332	18	-1	35367603	35377337	ZNF396	protein_coding
ENSG00000186496	ENST00000586687	18	-1	35372830	35377337	ZNF396	protein_coding
ENSG00000186496	ENST00000585522	18	-1	35373899	35377337	ZNF396	protein_coding
ENSG00000186496	ENST00000587422	18	-1	35374174	35377310	ZNF396	protein_coding
ENSG00000267140	ENST00000589258	18	-1	35443871	35497940	AC007998.2	protein_coding
ENSG00000153391	ENST00000592173	18	-1	35452230	35497933	INO80C	protein_coding
ENSG00000153391	ENST00000334598	18	-1	35468333	35497991	INO80C	protein_coding
ENSG00000153391	ENST00000590757	18	-1	35468334	35497904	INO80C	protein_coding
ENSG00000153391	ENST00000441607	18	-1	35468463	35497943	INO80C	protein_coding
ENSG00000153391	ENST00000586489	18	-1	35468584	35497649	INO80C	protein_coding
ENSG00000153391	ENST00000587450	18	-1	35468671	35497960	INO80C	protein_coding
ENSG00000153391	ENST00000591139	18	-1	35468711	35487470	INO80C	protein_coding
ENSG00000153391	ENST00000589273	18	-1	35480467	35497599	INO80C	protein_coding
ENSG00000141429	ENST00000591924	18	1	35581740	35663804	GALNT1	protein_coding
ENSG00000141429	ENST00000269195	18	1	35654560	35711834	GALNT1	protein_coding
ENSG00000141429	ENST00000591081	18	1	35654572	35664517	GALNT1	protein_coding
ENSG00000141428	ENST00000592875	18	1	35972083	35979278	C18orf21	protein_coding
ENSG00000141428	ENST00000610527	18	1	35972625	35979286	C18orf21	protein_coding
ENSG00000141428	ENST00000618334	18	1	35972625	35979286	C18orf21	protein_coding
ENSG00000141428	ENST00000269194	18	1	35972634	35978939	C18orf21	protein_coding
ENSG00000141428	ENST00000587873	18	1	35972682	35978873	C18orf21	protein_coding
ENSG00000141428	ENST00000333234	18	1	35972785	35979278	C18orf21	protein_coding
ENSG00000141425	ENST00000590898	18	-1	35989824	36067530	RPRD1A	protein_coding
ENSG00000141425	ENST00000399022	18	-1	35989824	36067576	RPRD1A	protein_coding
ENSG00000141425	ENST00000357384	18	-1	35989886	36067556	RPRD1A	protein_coding
ENSG00000141425	ENST00000588737	18	-1	35993040	36067559	RPRD1A	protein_coding
ENSG00000141425	ENST00000585953	18	-1	36024889	36030850	RPRD1A	protein_coding
ENSG00000141424	ENST00000269187	18	-1	36108532	36129318	SLC39A6	protein_coding
ENSG00000141424	ENST00000590986	18	-1	36109148	36129381	SLC39A6	protein_coding
ENSG00000141424	ENST00000440549	18	-1	36111000	36129385	SLC39A6	protein_coding
ENSG00000141424	ENST00000586829	18	-1	36111056	36122115	SLC39A6	protein_coding
ENSG00000134759	ENST00000543127	18	1	36129444	36142311	ELP2	protein_coding
ENSG00000134759	ENST00000358232	18	1	36129871	36180556	ELP2	protein_coding
ENSG00000134759	ENST00000351393	18	1	36129891	36174648	ELP2	protein_coding
ENSG00000134759	ENST00000442325	18	1	36129898	36174651	ELP2	protein_coding
ENSG00000134759	ENST00000423854	18	1	36129899	36174720	ELP2	protein_coding
ENSG00000134759	ENST00000350494	18	1	36129920	36174648	ELP2	protein_coding
ENSG00000134759	ENST00000542824	18	1	36129924	36174648	ELP2	protein_coding
ENSG00000075643	ENST00000261326	18	1	36187519	36272157	MOCOS	protein_coding
ENSG00000134775	ENST00000257209	18	1	36297714	36780055	FHOD3	protein_coding
ENSG00000134775	ENST00000590592	18	1	36297836	36779530	FHOD3	protein_coding
ENSG00000134775	ENST00000359247	18	1	36297836	36779779	FHOD3	protein_coding
ENSG00000134775	ENST00000591635	18	1	36544551	36780055	FHOD3	protein_coding
ENSG00000134775	ENST00000592930	18	1	36594786	36780055	FHOD3	protein_coding
ENSG00000134775	ENST00000592128	18	1	36718557	36780055	FHOD3	protein_coding
ENSG00000134775	ENST00000585579	18	1	36730704	36780055	FHOD3	protein_coding
ENSG00000134779	ENST00000590258	18	-1	36777647	36798585	TPGS2	protein_coding
ENSG00000134779	ENST00000614939	18	-1	36780027	36829216	TPGS2	protein_coding
ENSG00000134779	ENST00000587129	18	-1	36782985	36828804	TPGS2	protein_coding
ENSG00000134779	ENST00000610723	18	-1	36786485	36829216	TPGS2	protein_coding
ENSG00000134779	ENST00000591906	18	-1	36786573	36818927	TPGS2	protein_coding
ENSG00000134779	ENST00000590842	18	-1	36786573	36828842	TPGS2	protein_coding
ENSG00000134779	ENST00000587382	18	-1	36788693	36828730	TPGS2	protein_coding
ENSG00000134779	ENST00000334295	18	-1	36794106	36829195	TPGS2	protein_coding
ENSG00000134779	ENST00000593035	18	-1	36796072	36828963	TPGS2	protein_coding
ENSG00000134779	ENST00000383056	18	-1	36796072	36828986	TPGS2	protein_coding
ENSG00000134779	ENST00000590500	18	-1	36796926	36807934	TPGS2	protein_coding
ENSG00000134779	ENST00000589049	18	-1	36798018	36828781	TPGS2	protein_coding
ENSG00000134779	ENST00000590337	18	-1	36805992	36828988	TPGS2	protein_coding
ENSG00000134779	ENST00000588909	18	-1	36818894	36828986	TPGS2	protein_coding
ENSG00000150477	ENST00000280020	18	1	36829117	37225324	KIAA1328	protein_coding
ENSG00000150477	ENST00000592521	18	1	36829129	36886404	KIAA1328	protein_coding
ENSG00000150477	ENST00000587139	18	1	36829240	37223678	KIAA1328	protein_coding
ENSG00000150477	ENST00000591619	18	1	36832674	37229885	KIAA1328	protein_coding
ENSG00000150477	ENST00000591911	18	1	36923905	37067201	KIAA1328	protein_coding
ENSG00000150477	ENST00000586135	18	1	36923940	37222302	KIAA1328	protein_coding
ENSG00000150477	ENST00000586501	18	1	37066866	37075648	KIAA1328	protein_coding
ENSG00000101489	ENST00000586009	18	-1	37243047	37270920	CELF4	protein_coding
ENSG00000101489	ENST00000588591	18	-1	37243047	37273043	CELF4	protein_coding
ENSG00000101489	ENST00000334919	18	-1	37243047	37565641	CELF4	protein_coding
