ENSG00000161980	ENST00000293860	16	-1	46407	53628	POLR3K	protein_coding
ENSG00000168096	ENST00000592421	16	-1	4700979	4734345	ANKS3	protein_coding
ENSG00000168096	ENST00000586166	16	-1	4701118	4734264	ANKS3	protein_coding
ENSG00000168096	ENST00000592698	16	-1	4702167	4734263	ANKS3	protein_coding
ENSG00000168096	ENST00000589065	16	-1	4705243	4734247	ANKS3	protein_coding
ENSG00000168096	ENST00000592711	16	-1	4714156	4734127	ANKS3	protein_coding
ENSG00000168096	ENST00000590147	16	-1	4724825	4734160	ANKS3	protein_coding
ENSG00000168096	ENST00000592190	16	-1	4726659	4734228	ANKS3	protein_coding
ENSG00000166246	ENST00000299320	16	1	4734272	4749396	C16orf71	protein_coding
ENSG00000166246	ENST00000586724	16	1	4734344	4740345	C16orf71	protein_coding
ENSG00000166246	ENST00000590191	16	1	4734480	4749395	C16orf71	protein_coding
ENSG00000166246	ENST00000619274	16	1	4740504	4743839	C16orf71	protein_coding
ENSG00000103199	ENST00000219478	16	-1	4748239	4767218	ZNF500	protein_coding
ENSG00000103199	ENST00000588942	16	-1	4748244	4752630	ZNF500	protein_coding
ENSG00000103199	ENST00000545009	16	-1	4750814	4767216	ZNF500	protein_coding
ENSG00000103199	ENST00000592425	16	-1	4752727	4758575	ZNF500	protein_coding
ENSG00000103199	ENST00000588602	16	-1	4765616	4766972	ZNF500	protein_coding
ENSG00000103199	ENST00000585977	16	-1	4765902	4767624	ZNF500	protein_coding
ENSG00000140623	ENST00000396693	16	-1	4777669	4788346	SEPT12	protein_coding
ENSG00000140623	ENST00000268231	16	-1	4777669	4788521	SEPT12	protein_coding
ENSG00000140623	ENST00000591624	16	-1	4786078	4788254	SEPT12	protein_coding
ENSG00000267795	ENST00000615471	16	1	4788397	4796231	SMIM22	protein_coding
ENSG00000267795	ENST00000589721	16	1	4788397	4796281	SMIM22	protein_coding
ENSG00000267795	ENST00000615889	16	1	4788397	4796491	SMIM22	protein_coding
ENSG00000267795	ENST00000589327	16	1	4788456	4796281	SMIM22	protein_coding
ENSG00000267795	ENST00000588606	16	1	4795378	4796281	SMIM22	protein_coding
ENSG00000267795	ENST00000586005	16	1	4795421	4796281	SMIM22	protein_coding
ENSG00000267795	ENST00000591870	16	1	4795680	4796279	SMIM22	protein_coding
ENSG00000267795	ENST00000588500	16	1	4795703	4796316	SMIM22	protein_coding
ENSG00000267795	ENST00000586440	16	1	4795713	4796491	SMIM22	protein_coding
ENSG00000067836	ENST00000322048	16	-1	4796968	4802950	ROGDI	protein_coding
ENSG00000067836	ENST00000592019	16	-1	4797309	4800552	ROGDI	protein_coding
ENSG00000067836	ENST00000586504	16	-1	4797403	4801301	ROGDI	protein_coding
ENSG00000067836	ENST00000591392	16	-1	4797703	4802621	ROGDI	protein_coding
ENSG00000067836	ENST00000587711	16	-1	4797707	4802627	ROGDI	protein_coding
ENSG00000067836	ENST00000586153	16	-1	4797721	4800578	ROGDI	protein_coding
ENSG00000140632	ENST00000589389	16	-1	4803203	4846210	GLYR1	protein_coding
ENSG00000140632	ENST00000436648	16	-1	4803203	4847279	GLYR1	protein_coding
ENSG00000140632	ENST00000321919	16	-1	4803203	4847342	GLYR1	protein_coding
ENSG00000140632	ENST00000591451	16	-1	4805049	4847265	GLYR1	protein_coding
ENSG00000140632	ENST00000588297	16	-1	4817653	4847288	GLYR1	protein_coding
ENSG00000140632	ENST00000587297	16	-1	4821204	4832221	GLYR1	protein_coding
ENSG00000118900	ENST00000592120	16	1	4846665	4859129	UBN1	protein_coding
ENSG00000118900	ENST00000262376	16	1	4847631	4882360	UBN1	protein_coding
ENSG00000118900	ENST00000590769	16	1	4848380	4880294	UBN1	protein_coding
ENSG00000118900	ENST00000396658	16	1	4852215	4882360	UBN1	protein_coding
ENSG00000118900	ENST00000586716	16	1	4870888	4874968	UBN1	protein_coding
ENSG00000118898	ENST00000345988	16	-1	4882507	4937135	PPL	protein_coding
ENSG00000118898	ENST00000590782	16	-1	4882823	4937064	PPL	protein_coding
ENSG00000118898	ENST00000592772	16	-1	4883572	4960741	PPL	protein_coding
ENSG00000103184	ENST00000251170	16	1	4958317	5019158	SEC14L5	protein_coding
ENSG00000103184	ENST00000587469	16	1	4959255	4991870	SEC14L5	protein_coding
ENSG00000103174	ENST00000312251	16	-1	5024844	5033934	NAGPA	protein_coding
ENSG00000103174	ENST00000381955	16	-1	5024844	5033934	NAGPA	protein_coding
ENSG00000103174	ENST00000563578	16	-1	5024930	5033632	NAGPA	protein_coding
ENSG00000103174	ENST00000562346	16	-1	5028120	5033636	NAGPA	protein_coding
ENSG00000033011	ENST00000588623	16	1	5033960	5085390	ALG1	protein_coding
ENSG00000153446	ENST00000474471	16	-1	5044122	5065971	C16orf89	protein_coding
ENSG00000153446	ENST00000472572	16	-1	5044122	5066040	C16orf89	protein_coding
ENSG00000153446	ENST00000315997	16	-1	5044122	5066110	C16orf89	protein_coding
ENSG00000033011	ENST00000262374	16	1	5071819	5085587	ALG1	protein_coding
ENSG00000033011	ENST00000586840	16	1	5071822	5077469	ALG1	protein_coding
ENSG00000033011	ENST00000591783	16	1	5072205	5078852	ALG1	protein_coding
ENSG00000033011	ENST00000544428	16	1	5072248	5085057	ALG1	protein_coding
ENSG00000118894	ENST00000458008	16	-1	5084304	5097788	EEF2KMT	protein_coding
ENSG00000118894	ENST00000427587	16	-1	5084304	5097808	EEF2KMT	protein_coding
ENSG00000118894	ENST00000587133	16	-1	5085572	5097742	EEF2KMT	protein_coding
ENSG00000078328	ENST00000641259	16	1	5239802	7711458	RBFOX1	protein_coding
ENSG00000078328	ENST00000585867	16	1	5239815	5600151	RBFOX1	protein_coding
ENSG00000078328	ENST00000547605	16	1	6019094	7653846	RBFOX1	protein_coding
ENSG00000078328	ENST00000553186	16	1	6019131	7710840	RBFOX1	protein_coding
ENSG00000078328	ENST00000550418	16	1	6019131	7713338	RBFOX1	protein_coding
ENSG00000078328	ENST00000547372	16	1	6019593	7711458	RBFOX1	protein_coding
ENSG00000078328	ENST00000422070	16	1	6019703	7709781	RBFOX1	protein_coding
ENSG00000078328	ENST00000535565	16	1	6483179	7709776	RBFOX1	protein_coding
ENSG00000078328	ENST00000552089	16	1	6483386	7710763	RBFOX1	protein_coding
ENSG00000078328	ENST00000551752	16	1	6483793	7653846	RBFOX1	protein_coding
ENSG00000078328	ENST00000547338	16	1	6773809	7710844	RBFOX1	protein_coding
ENSG00000078328	ENST00000436368	16	1	7332750	7710844	RBFOX1	protein_coding
ENSG00000078328	ENST00000311745	16	1	7332750	7712504	RBFOX1	protein_coding
ENSG00000078328	ENST00000355637	16	1	7332750	7712504	RBFOX1	protein_coding
ENSG00000078328	ENST00000340209	16	1	7332750	7713338	RBFOX1	protein_coding
ENSG00000078328	ENST00000620507	16	1	7332750	7713338	RBFOX1	protein_coding
ENSG00000078328	ENST00000570626	16	1	7510122	7595641	RBFOX1	protein_coding
ENSG00000078328	ENST00000567470	16	1	7653866	7710819	RBFOX1	protein_coding
ENSG00000232258	ENST00000620492	16	-1	8569500	8589838	TMEM114	protein_coding
ENSG00000232258	ENST00000568335	16	-1	8569500	8590193	TMEM114	protein_coding
ENSG00000232258	ENST00000624696	16	-1	8569747	8589838	TMEM114	protein_coding
ENSG00000067365	ENST00000563958	16	1	8621683	8628808	METTL22	protein_coding
ENSG00000067365	ENST00000381920	16	1	8621688	8649654	METTL22	protein_coding
ENSG00000067365	ENST00000564554	16	1	8621710	8625713	METTL22	protein_coding
ENSG00000067365	ENST00000561758	16	1	8621729	8646191	METTL22	protein_coding
ENSG00000067365	ENST00000562151	16	1	8641138	8646027	METTL22	protein_coding
ENSG00000067365	ENST00000562973	16	1	8642468	8645044	METTL22	protein_coding
ENSG00000183044	ENST00000268251	16	1	8674565	8784575	ABAT	protein_coding
ENSG00000183044	ENST00000564714	16	1	8674596	8750456	ABAT	protein_coding
ENSG00000183044	ENST00000568847	16	1	8712837	8746025	ABAT	protein_coding
ENSG00000183044	ENST00000561870	16	1	8712955	8748135	ABAT	protein_coding
ENSG00000183044	ENST00000396600	16	1	8712969	8784575	ABAT	protein_coding
ENSG00000183044	ENST00000565016	16	1	8713601	8750485	ABAT	protein_coding
ENSG00000183044	ENST00000567812	16	1	8713614	8781579	ABAT	protein_coding
ENSG00000183044	ENST00000425191	16	1	8720716	8781590	ABAT	protein_coding
ENSG00000183044	ENST00000569156	16	1	8720719	8781522	ABAT	protein_coding
ENSG00000140650	ENST00000566983	16	1	8788823	8847868	PMM2	protein_coding
ENSG00000184857	ENST00000333050	16	-1	8795180	8797648	TMEM186	protein_coding
ENSG00000140650	ENST00000268261	16	1	8797817	8849331	PMM2	protein_coding
ENSG00000140650	ENST00000569958	16	1	8797867	8848039	PMM2	protein_coding
ENSG00000153048	ENST00000396593	16	-1	8852942	8868401	CARHSP1	protein_coding
ENSG00000153048	ENST00000610831	16	-1	8852943	8861810	CARHSP1	protein_coding
ENSG00000153048	ENST00000614449	16	-1	8852943	8861810	CARHSP1	protein_coding
ENSG00000153048	ENST00000619881	16	-1	8852943	8867428	CARHSP1	protein_coding
ENSG00000153048	ENST00000618335	16	-1	8852943	8868719	CARHSP1	protein_coding
ENSG00000153048	ENST00000611932	16	-1	8852943	8869012	CARHSP1	protein_coding
ENSG00000153048	ENST00000311052	16	-1	8854913	8869009	CARHSP1	protein_coding
ENSG00000153048	ENST00000561530	16	-1	8854921	8868361	CARHSP1	protein_coding
ENSG00000153048	ENST00000567554	16	-1	8855065	8861713	CARHSP1	protein_coding
ENSG00000153048	ENST00000565287	16	-1	8855214	8869006	CARHSP1	protein_coding
ENSG00000153048	ENST00000567908	16	-1	8855231	8867887	CARHSP1	protein_coding
ENSG00000153048	ENST00000570125	16	-1	8855234	8868719	CARHSP1	protein_coding
ENSG00000153048	ENST00000568117	16	-1	8855271	8867428	CARHSP1	protein_coding
ENSG00000153048	ENST00000568968	16	-1	8855290	8861777	CARHSP1	protein_coding
ENSG00000153048	ENST00000562843	16	-1	8858090	8868343	CARHSP1	protein_coding
ENSG00000153048	ENST00000569398	16	-1	8858418	8861773	CARHSP1	protein_coding
ENSG00000283516	ENST00000636296	16	1	8881634	8885339	AC022167.5	protein_coding
ENSG00000283516	ENST00000637237	16	1	8882475	8885351	AC022167.5	protein_coding
ENSG00000283516	ENST00000637929	16	1	8882698	8885179	AC022167.5	protein_coding
ENSG00000187555	ENST00000344836	16	-1	8892094	8963484	USP7	protein_coding
ENSG00000187555	ENST00000381886	16	-1	8893788	8936729	USP7	protein_coding
ENSG00000187555	ENST00000563085	16	-1	8895045	8956380	USP7	protein_coding
ENSG00000187555	ENST00000566004	16	-1	8920405	8956380	USP7	protein_coding
ENSG00000187555	ENST00000569230	16	-1	8920443	8964514	USP7	protein_coding
ENSG00000187555	ENST00000566273	16	-1	8921160	8962612	USP7	protein_coding
ENSG00000187555	ENST00000564117	16	-1	8921177	8935856	USP7	protein_coding
ENSG00000182831	ENST00000327827	16	1	9091648	9121640	C16orf72	protein_coding
ENSG00000182831	ENST00000574285	16	1	9092191	9113181	C16orf72	protein_coding
ENSG00000183454	ENST00000396573	16	-1	9753404	10182754	GRIN2A	protein_coding
ENSG00000183454	ENST00000535259	16	-1	9762676	9938558	GRIN2A	protein_coding
ENSG00000183454	ENST00000562109	16	-1	9762892	10181887	GRIN2A	protein_coding
ENSG00000183454	ENST00000330684	16	-1	9763061	10182406	GRIN2A	protein_coding
ENSG00000183454	ENST00000637393	16	-1	9937725	10180003	GRIN2A	protein_coding
ENSG00000183454	ENST00000637188	16	-1	10180381	10181638	GRIN2A	protein_coding
ENSG00000166669	ENST00000562527	16	1	10386055	10430672	ATF7IP2	protein_coding
ENSG00000166669	ENST00000396559	16	1	10386055	10483638	ATF7IP2	protein_coding
ENSG00000166669	ENST00000396560	16	1	10386055	10483638	ATF7IP2	protein_coding
ENSG00000166669	ENST00000562102	16	1	10386058	10430872	ATF7IP2	protein_coding
ENSG00000166669	ENST00000543967	16	1	10386059	10482486	ATF7IP2	protein_coding
ENSG00000166669	ENST00000569939	16	1	10386061	10430699	ATF7IP2	protein_coding
ENSG00000166669	ENST00000569900	16	1	10386061	10430843	ATF7IP2	protein_coding
ENSG00000166669	ENST00000324570	16	1	10430595	10483637	ATF7IP2	protein_coding
ENSG00000166669	ENST00000356427	16	1	10430595	10483637	ATF7IP2	protein_coding
ENSG00000213853	ENST00000359543	16	-1	10528422	10580698	EMP2	protein_coding
ENSG00000213853	ENST00000536829	16	-1	10532849	10559154	EMP2	protein_coding
ENSG00000153060	ENST00000283025	16	-1	10627501	10694945	TEKT5	protein_coding
ENSG00000153060	ENST00000576638	16	-1	10635764	10690119	TEKT5	protein_coding
ENSG00000103274	ENST00000574334	16	1	10743786	10757994	NUBP1	protein_coding
ENSG00000103274	ENST00000283027	16	1	10743845	10769351	NUBP1	protein_coding
ENSG00000103274	ENST00000433392	16	1	10743855	10769351	NUBP1	protein_coding
ENSG00000103274	ENST00000571175	16	1	10757873	10769351	NUBP1	protein_coding
ENSG00000103274	ENST00000574691	16	1	10758011	10769351	NUBP1	protein_coding
ENSG00000166676	ENST00000612195	16	-1	10761226	10818600	TVP23A	protein_coding
ENSG00000166676	ENST00000572428	16	-1	10766676	10774996	TVP23A	protein_coding
ENSG00000166676	ENST00000299866	16	-1	10766676	10818785	TVP23A	protein_coding
ENSG00000166676	ENST00000572102	16	-1	10766681	10773441	TVP23A	protein_coding
ENSG00000166676	ENST00000619408	16	-1	10769240	10775031	TVP23A	protein_coding
ENSG00000179583	ENST00000637439	16	1	10866222	10902104	CIITA	protein_coding
ENSG00000179583	ENST00000636238	16	1	10866260	10901564	CIITA	protein_coding
ENSG00000179583	ENST00000618207	16	1	10877198	10924983	CIITA	protein_coding
ENSG00000179583	ENST00000618327	16	1	10877198	10924983	CIITA	protein_coding
ENSG00000179583	ENST00000324288	16	1	10877198	10936388	CIITA	protein_coding
ENSG00000179583	ENST00000381835	16	1	10877210	10924437	CIITA	protein_coding
ENSG00000179583	ENST00000576601	16	1	10878969	10902160	CIITA	protein_coding
ENSG00000179583	ENST00000646979	16	1	10922167	10936388	CIITA	protein_coding
ENSG00000182108	ENST00000469379	16	-1	10928891	10942131	DEXI	protein_coding
ENSG00000182108	ENST00000331808	16	-1	10928891	10942460	DEXI	protein_coding
ENSG00000182108	ENST00000570440	16	-1	10936607	10942460	DEXI	protein_coding
ENSG00000038532	ENST00000409790	16	1	10944488	11182189	CLEC16A	protein_coding
ENSG00000038532	ENST00000409552	16	1	10944581	11126787	CLEC16A	protein_coding
ENSG00000038532	ENST00000428742	16	1	11123743	11157225	CLEC16A	protein_coding
ENSG00000038532	ENST00000436973	16	1	11123895	11157233	CLEC16A	protein_coding
ENSG00000038532	ENST00000261657	16	1	11123900	11182181	CLEC16A	protein_coding
ENSG00000038532	ENST00000459723	16	1	11126010	11150317	CLEC16A	protein_coding
ENSG00000175643	ENST00000572173	16	1	11249649	11351755	RMI2	protein_coding
ENSG00000185338	ENST00000332029	16	-1	11254405	11256179	SOCS1	protein_coding
ENSG00000185338	ENST00000644787	16	-1	11254417	11256200	SOCS1	protein_coding
ENSG00000178279	ENST00000560751	16	-1	11267748	11269533	TNP2	protein_coding
ENSG00000178279	ENST00000312693	16	-1	11267857	11269332	TNP2	protein_coding
ENSG00000178257	ENST00000327157	16	-1	11273218	11273641	PRM3	protein_coding
ENSG00000122304	ENST00000241808	16	-1	11275639	11276480	PRM2	protein_coding
ENSG00000122304	ENST00000435245	16	-1	11275640	11276480	PRM2	protein_coding
ENSG00000175646	ENST00000312511	16	-1	11280836	11281350	PRM1	protein_coding
ENSG00000175643	ENST00000312499	16	1	11345431	11351762	RMI2	protein_coding
ENSG00000175643	ENST00000576027	16	1	11345450	11351365	RMI2	protein_coding
ENSG00000175643	ENST00000648619	16	1	11345470	11381662	RMI2	protein_coding
ENSG00000188897	ENST00000595168	16	-1	11359845	11383705	AC099489.1	protein_coding
ENSG00000188897	ENST00000599216	16	-1	11372015	11392065	AC099489.1	protein_coding
ENSG00000188897	ENST00000598234	16	-1	11372015	11527245	AC099489.1	protein_coding
ENSG00000189067	ENST00000571688	16	-1	11547722	11587563	LITAF	protein_coding
ENSG00000189067	ENST00000622633	16	-1	11547726	11586950	LITAF	protein_coding
ENSG00000189067	ENST00000413364	16	-1	11547999	11586950	LITAF	protein_coding
ENSG00000189067	ENST00000339430	16	-1	11548000	11586373	LITAF	protein_coding
ENSG00000189067	ENST00000381810	16	-1	11548603	11556736	LITAF	protein_coding
ENSG00000189067	ENST00000570904	16	-1	11549107	11587247	LITAF	protein_coding
ENSG00000189067	ENST00000571459	16	-1	11549312	11586903	LITAF	protein_coding
ENSG00000189067	ENST00000572255	16	-1	11549602	11586919	LITAF	protein_coding
ENSG00000189067	ENST00000576036	16	-1	11549613	11629210	LITAF	protein_coding
ENSG00000189067	ENST00000574763	16	-1	11549626	11586919	LITAF	protein_coding
ENSG00000189067	ENST00000571627	16	-1	11549662	11598500	LITAF	protein_coding
ENSG00000189067	ENST00000570798	16	-1	11549711	11586918	LITAF	protein_coding
ENSG00000189067	ENST00000620789	16	-1	11551723	11586373	LITAF	protein_coding
ENSG00000189067	ENST00000574701	16	-1	11551773	11587289	LITAF	protein_coding
ENSG00000189067	ENST00000571976	16	-1	11553423	11586941	LITAF	protein_coding
ENSG00000189067	ENST00000574703	16	-1	11556284	11586919	LITAF	protein_coding
ENSG00000189067	ENST00000574848	16	-1	11556557	11636381	LITAF	protein_coding
ENSG00000189067	ENST00000571277	16	-1	11556612	11586919	LITAF	protein_coding
ENSG00000189067	ENST00000576334	16	-1	11556722	11636377	LITAF	protein_coding
ENSG00000184602	ENST00000329565	16	1	11668414	11679159	SNN	protein_coding
ENSG00000153066	ENST00000283033	16	-1	11679080	11742878	TXNDC11	protein_coding
ENSG00000153066	ENST00000356957	16	-1	11679083	11742838	TXNDC11	protein_coding
ENSG00000153066	ENST00000575591	16	-1	11691990	11736130	TXNDC11	protein_coding
ENSG00000122299	ENST00000396516	16	-1	11750586	11782552	ZC3H7A	protein_coding
ENSG00000122299	ENST00000355758	16	-1	11750586	11797267	ZC3H7A	protein_coding
ENSG00000122299	ENST00000575984	16	-1	11750593	11759850	ZC3H7A	protein_coding
ENSG00000122299	ENST00000571198	16	-1	11756329	11797232	ZC3H7A	protein_coding
ENSG00000122299	ENST00000576009	16	-1	11767437	11776520	ZC3H7A	protein_coding
ENSG00000122299	ENST00000572870	16	-1	11776758	11783034	ZC3H7A	protein_coding
ENSG00000122299	ENST00000576018	16	-1	11779240	11796527	ZC3H7A	protein_coding
ENSG00000122299	ENST00000572781	16	-1	11779262	11797246	ZC3H7A	protein_coding
ENSG00000122299	ENST00000574995	16	-1	11779290	11796952	ZC3H7A	protein_coding
ENSG00000171490	ENST00000571133	16	-1	11833850	11851585	RSL1D1	protein_coding
ENSG00000171490	ENST00000355674	16	-1	11837966	11851544	RSL1D1	protein_coding
ENSG00000171490	ENST00000573251	16	-1	11839849	11851516	RSL1D1	protein_coding
ENSG00000171490	ENST00000571988	16	-1	11846560	11851045	RSL1D1	protein_coding
ENSG00000171490	ENST00000573791	16	-1	11846734	11851232	RSL1D1	protein_coding
ENSG00000103342	ENST00000434724	16	-1	11868128	11915920	GSPT1	protein_coding
ENSG00000103342	ENST00000439887	16	-1	11872679	11915878	GSPT1	protein_coding
ENSG00000103342	ENST00000565267	16	-1	11872682	11897881	GSPT1	protein_coding
ENSG00000103342	ENST00000563468	16	-1	11872684	11897888	GSPT1	protein_coding
ENSG00000103342	ENST00000420576	16	-1	11873119	11916082	GSPT1	protein_coding
ENSG00000103342	ENST00000568849	16	-1	11887607	11915210	GSPT1	protein_coding
ENSG00000103342	ENST00000562169	16	-1	11896616	11915203	GSPT1	protein_coding
ENSG00000234719	ENST00000399147	16	-1	11927373	11942045	NPIPB2	protein_coding
ENSG00000234719	ENST00000547494	16	-1	11927595	11942045	NPIPB2	protein_coding
ENSG00000234719	ENST00000620285	16	-1	11928624	11941297	NPIPB2	protein_coding
ENSG00000234719	ENST00000538896	16	-1	11930513	11976634	NPIPB2	protein_coding
ENSG00000048462	ENST00000053243	16	1	11965107	11968068	TNFRSF17	protein_coding
ENSG00000048462	ENST00000396495	16	1	11965213	11967995	TNFRSF17	protein_coding
ENSG00000048462	ENST00000562385	16	1	11965350	11967704	TNFRSF17	protein_coding
ENSG00000048471	ENST00000566228	16	1	11976738	12574289	SNX29	protein_coding
ENSG00000048471	ENST00000563308	16	1	12052198	12135737	SNX29	protein_coding
ENSG00000048471	ENST00000564791	16	1	12129697	12527397	SNX29	protein_coding
ENSG00000048471	ENST00000562510	16	1	12356253	12443365	SNX29	protein_coding
ENSG00000103381	ENST00000381774	16	-1	12659799	12804017	CPPED1	protein_coding
ENSG00000103381	ENST00000261660	16	-1	12663487	12803851	CPPED1	protein_coding
ENSG00000103381	ENST00000433677	16	-1	12663487	12803851	CPPED1	protein_coding
ENSG00000237515	ENST00000639941	16	1	12901620	12916814	SHISA9	protein_coding
ENSG00000237515	ENST00000558583	16	1	12901620	13240413	SHISA9	protein_coding
ENSG00000237515	ENST00000423335	16	1	12901757	12911650	SHISA9	protein_coding
ENSG00000175595	ENST00000575156	16	1	13920157	13933247	ERCC4	protein_coding
ENSG00000175595	ENST00000311895	16	1	13920157	13952345	ERCC4	protein_coding
ENSG00000186260	ENST00000574998	16	1	14071321	14210298	MRTFB	protein_coding
ENSG00000186260	ENST00000571589	16	1	14071322	14266771	MRTFB	protein_coding
ENSG00000186260	ENST00000574045	16	1	14071339	14261448	MRTFB	protein_coding
ENSG00000186260	ENST00000318282	16	1	14079288	14266772	MRTFB	protein_coding
ENSG00000186260	ENST00000573434	16	1	14140625	14170470	MRTFB	protein_coding
ENSG00000186260	ENST00000572567	16	1	14186717	14241425	MRTFB	protein_coding
ENSG00000186260	ENST00000573051	16	1	14200330	14241468	MRTFB	protein_coding
ENSG00000140694	ENST00000437198	16	-1	14435701	14630267	PARN	protein_coding
ENSG00000140694	ENST00000420015	16	-1	14436273	14630259	PARN	protein_coding
ENSG00000140694	ENST00000341484	16	-1	14436605	14630276	PARN	protein_coding
ENSG00000140694	ENST00000539279	16	-1	14436668	14630238	PARN	protein_coding
ENSG00000140694	ENST00000569444	16	-1	14555654	14610743	PARN	protein_coding
ENSG00000140694	ENST00000562896	16	-1	14627176	14632728	PARN	protein_coding
ENSG00000103429	ENST00000261658	16	1	14632815	14669236	BFAR	protein_coding
ENSG00000103429	ENST00000563971	16	1	14632931	14668350	BFAR	protein_coding
ENSG00000103429	ENST00000562442	16	1	14632932	14650589	BFAR	protein_coding
ENSG00000103429	ENST00000570219	16	1	14633163	14648452	BFAR	protein_coding
ENSG00000103429	ENST00000562545	16	1	14648544	14667837	BFAR	protein_coding
ENSG00000103429	ENST00000564078	16	1	14661964	14665181	BFAR	protein_coding
ENSG00000103429	ENST00000565478	16	1	14662030	14669231	BFAR	protein_coding
ENSG00000069764	ENST00000438167	16	-1	14672545	14694669	PLA2G10	protein_coding
ENSG00000224712	ENST00000526520	16	1	14708944	14724778	NPIPA3	protein_coding
ENSG00000224712	ENST00000531598	16	1	14708944	14726338	NPIPA3	protein_coding
ENSG00000224712	ENST00000552140	16	1	14711689	14726293	NPIPA3	protein_coding
ENSG00000254852	ENST00000530328	16	1	14748066	14763898	NPIPA2	protein_coding
ENSG00000254852	ENST00000529166	16	1	14748066	14765413	NPIPA2	protein_coding
ENSG00000254852	ENST00000553201	16	1	14750813	14765413	NPIPA2	protein_coding
ENSG00000103512	ENST00000287667	16	1	14833681	14896160	NOMO1	protein_coding
ENSG00000103512	ENST00000620755	16	1	14833780	14896156	NOMO1	protein_coding
ENSG00000103512	ENST00000610363	16	1	14833818	14896145	NOMO1	protein_coding
ENSG00000103512	ENST00000565655	16	1	14886775	14896156	NOMO1	protein_coding
ENSG00000183426	ENST00000328085	16	1	14937443	14952056	NPIPA1	protein_coding
ENSG00000183426	ENST00000424549	16	1	14938215	14950080	NPIPA1	protein_coding
ENSG00000183426	ENST00000537062	16	1	14945885	14950521	NPIPA1	protein_coding
ENSG00000179889	ENST00000563679	16	1	14974591	15036678	PDXDC1	protein_coding
ENSG00000179889	ENST00000563667	16	1	14974737	15006424	PDXDC1	protein_coding
ENSG00000179889	ENST00000563522	16	1	14974803	15006410	PDXDC1	protein_coding
ENSG00000179889	ENST00000535621	16	1	14975012	15139339	PDXDC1	protein_coding
ENSG00000179889	ENST00000566426	16	1	14975031	14998362	PDXDC1	protein_coding
ENSG00000179889	ENST00000455313	16	1	14975080	15029805	PDXDC1	protein_coding
ENSG00000179889	ENST00000396410	16	1	14975103	15038332	PDXDC1	protein_coding
ENSG00000179889	ENST00000569715	16	1	14975123	15037687	PDXDC1	protein_coding
ENSG00000179889	ENST00000627450	16	1	14975129	15036604	PDXDC1	protein_coding
ENSG00000179889	ENST00000325823	16	1	14975200	15022728	PDXDC1	protein_coding
ENSG00000179889	ENST00000567306	16	1	14976763	15017387	PDXDC1	protein_coding
ENSG00000179889	ENST00000450288	16	1	14997748	15038323	PDXDC1	protein_coding
ENSG00000157045	ENST00000287706	16	-1	15037853	15056064	NTAN1	protein_coding
ENSG00000157045	ENST00000622833	16	-1	15037854	15056079	NTAN1	protein_coding
ENSG00000157045	ENST00000624579	16	-1	15037854	15056079	NTAN1	protein_coding
ENSG00000157045	ENST00000568320	16	-1	15038574	15056054	NTAN1	protein_coding
ENSG00000157045	ENST00000566419	16	-1	15038576	15056039	NTAN1	protein_coding
ENSG00000085721	ENST00000198767	16	-1	15060022	15094317	RRN3	protein_coding
ENSG00000085721	ENST00000563559	16	-1	15060035	15094311	RRN3	protein_coding
ENSG00000085721	ENST00000429751	16	-1	15061428	15094249	RRN3	protein_coding
ENSG00000085721	ENST00000327307	16	-1	15061629	15094008	RRN3	protein_coding
ENSG00000085721	ENST00000564131	16	-1	15076435	15094253	RRN3	protein_coding
ENSG00000183793	ENST00000360151	16	-1	15363624	15378294	NPIPA5	protein_coding
ENSG00000183793	ENST00000543801	16	-1	15364876	15378294	NPIPA5	protein_coding
ENSG00000183793	ENST00000534094	16	-1	15365174	15381047	NPIPA5	protein_coding
ENSG00000156968	ENST00000287594	16	1	15395754	15413268	MPV17L	protein_coding
ENSG00000261130	ENST00000568766	16	1	15395754	15515348	AC140504.1	protein_coding
ENSG00000156968	ENST00000396385	16	1	15395779	15408439	MPV17L	protein_coding
ENSG00000166780	ENST00000300006	16	1	15434295	15588259	C16orf45	protein_coding
ENSG00000166780	ENST00000566490	16	1	15434475	15587972	C16orf45	protein_coding
ENSG00000166780	ENST00000452191	16	1	15502266	15588074	C16orf45	protein_coding
ENSG00000166780	ENST00000564389	16	1	15515305	15587964	C16orf45	protein_coding
ENSG00000166780	ENST00000561692	16	1	15515343	15584182	C16orf45	protein_coding
ENSG00000166780	ENST00000565857	16	1	15567983	15625028	C16orf45	protein_coding
ENSG00000166783	ENST00000396368	16	-1	15594386	15643166	MARF1	protein_coding
ENSG00000166783	ENST00000540441	16	-1	15594387	15643024	MARF1	protein_coding
ENSG00000166783	ENST00000548025	16	-1	15596171	15643108	MARF1	protein_coding
ENSG00000166783	ENST00000551742	16	-1	15596171	15643108	MARF1	protein_coding
ENSG00000166783	ENST00000549219	16	-1	15635994	15642488	MARF1	protein_coding
ENSG00000072864	ENST00000396355	16	1	15643267	15726353	NDE1	protein_coding
ENSG00000072864	ENST00000396354	16	1	15650227	15726353	NDE1	protein_coding
ENSG00000072864	ENST00000570727	16	1	15650247	15677944	NDE1	protein_coding
ENSG00000072864	ENST00000577101	16	1	15677925	15696766	NDE1	protein_coding
ENSG00000072864	ENST00000574109	16	1	15687427	15699930	NDE1	protein_coding
