ENSG00000268320	ENST00000595228	17	1	137526	139067	SCGB1C2	protein_coding
ENSG00000169992	ENST00000570940	17	1	7408641	7415128	NLGN2	protein_coding
ENSG00000181323	ENST00000323675	17	1	7420360	7421632	SPEM1	protein_coding
ENSG00000184560	ENST00000333870	17	1	7425615	7427568	SPEM2	protein_coding
ENSG00000184560	ENST00000574034	17	1	7425641	7427568	SPEM2	protein_coding
ENSG00000283439	ENST00000636696	17	1	7428863	7432762	SPEM3	protein_coding
ENSG00000181284	ENST00000323206	17	1	7435443	7437679	TMEM102	protein_coding
ENSG00000181284	ENST00000396568	17	1	7435454	7437523	TMEM102	protein_coding
ENSG00000161958	ENST00000575235	17	1	7438273	7443331	FGF11	protein_coding
ENSG00000161958	ENST00000293829	17	1	7439027	7444937	FGF11	protein_coding
ENSG00000161958	ENST00000572907	17	1	7439880	7443428	FGF11	protein_coding
ENSG00000161958	ENST00000575398	17	1	7440742	7443556	FGF11	protein_coding
ENSG00000161958	ENST00000575082	17	1	7440743	7444902	FGF11	protein_coding
ENSG00000170175	ENST00000306071	17	1	7445061	7457707	CHRNB1	protein_coding
ENSG00000170175	ENST00000572857	17	1	7445064	7447089	CHRNB1	protein_coding
ENSG00000170175	ENST00000570557	17	1	7445339	7455860	CHRNB1	protein_coding
ENSG00000170175	ENST00000536404	17	1	7445503	7456926	CHRNB1	protein_coding
ENSG00000170175	ENST00000576360	17	1	7445531	7457315	CHRNB1	protein_coding
ENSG00000170175	ENST00000575379	17	1	7455594	7457329	CHRNB1	protein_coding
ENSG00000174282	ENST00000380599	17	-1	7459366	7479625	ZBTB4	protein_coding
ENSG00000174282	ENST00000311403	17	-1	7459366	7484263	ZBTB4	protein_coding
ENSG00000259224	ENST00000412468	17	1	7481332	7483496	SLC35G6	protein_coding
ENSG00000181222	ENST00000572844	17	1	7484620	7499758	POLR2A	protein_coding
ENSG00000239697	ENST00000293825	17	1	7548891	7557890	TNFSF12	protein_coding
ENSG00000248871	ENST00000293826	17	1	7549099	7561601	TNFSF12-TNFSF13	protein_coding
ENSG00000161955	ENST00000483039	17	1	7558292	7561292	TNFSF13	protein_coding
ENSG00000161955	ENST00000380535	17	1	7558292	7561608	TNFSF13	protein_coding
ENSG00000161955	ENST00000396542	17	1	7558293	7560835	TNFSF13	protein_coding
ENSG00000161955	ENST00000438470	17	1	7558300	7560394	TNFSF13	protein_coding
ENSG00000161955	ENST00000436057	17	1	7558302	7560372	TNFSF13	protein_coding
ENSG00000161955	ENST00000349228	17	1	7558476	7561600	TNFSF13	protein_coding
ENSG00000161955	ENST00000338784	17	1	7558597	7561608	TNFSF13	protein_coding
ENSG00000161955	ENST00000625791	17	1	7558759	7560838	TNFSF13	protein_coding
ENSG00000161955	ENST00000396545	17	1	7558787	7561601	TNFSF13	protein_coding
ENSG00000161956	ENST00000321337	17	1	7561875	7571969	SENP3	protein_coding
ENSG00000161956	ENST00000429205	17	1	7562226	7571969	SENP3	protein_coding
ENSG00000161956	ENST00000580231	17	1	7564843	7571670	SENP3	protein_coding
ENSG00000161956	ENST00000610454	17	1	7566948	7571880	SENP3	protein_coding
ENSG00000161956	ENST00000582789	17	1	7570356	7571686	SENP3	protein_coding
ENSG00000161956	ENST00000581093	17	1	7570356	7571727	SENP3	protein_coding
ENSG00000161960	ENST00000582169	17	1	7572826	7576690	EIF4A1	protein_coding
ENSG00000161960	ENST00000578754	17	1	7572826	7577682	EIF4A1	protein_coding
ENSG00000161960	ENST00000578495	17	1	7572826	7577706	EIF4A1	protein_coding
ENSG00000161960	ENST00000293831	17	1	7572826	7579005	EIF4A1	protein_coding
ENSG00000161960	ENST00000585024	17	1	7572828	7577110	EIF4A1	protein_coding
ENSG00000161960	ENST00000583802	17	1	7572828	7577139	EIF4A1	protein_coding
ENSG00000161960	ENST00000577269	17	1	7572837	7578641	EIF4A1	protein_coding
ENSG00000161960	ENST00000584784	17	1	7572838	7577704	EIF4A1	protein_coding
ENSG00000161960	ENST00000582746	17	1	7572842	7578990	EIF4A1	protein_coding
ENSG00000161960	ENST00000584860	17	1	7573235	7577619	EIF4A1	protein_coding
ENSG00000161960	ENST00000581770	17	1	7573316	7575165	EIF4A1	protein_coding
ENSG00000161960	ENST00000581384	17	1	7573722	7577151	EIF4A1	protein_coding
ENSG00000161960	ENST00000577929	17	1	7573844	7575216	EIF4A1	protein_coding
ENSG00000161960	ENST00000583389	17	1	7576532	7578631	EIF4A1	protein_coding
ENSG00000129226	ENST00000250092	17	1	7579467	7582113	CD68	protein_coding
ENSG00000129226	ENST00000380498	17	1	7579491	7582111	CD68	protein_coding
ENSG00000129226	ENST00000584502	17	1	7579638	7580479	CD68	protein_coding
ENSG00000129226	ENST00000584180	17	1	7580495	7581622	CD68	protein_coding
ENSG00000129255	ENST00000582151	17	1	7583529	7584256	MPDU1	protein_coding
ENSG00000129255	ENST00000250124	17	1	7583647	7588192	MPDU1	protein_coding
ENSG00000129255	ENST00000396501	17	1	7583828	7587955	MPDU1	protein_coding
ENSG00000129255	ENST00000584378	17	1	7583852	7592494	MPDU1	protein_coding
ENSG00000129255	ENST00000423172	17	1	7583853	7592789	MPDU1	protein_coding
ENSG00000129255	ENST00000579445	17	1	7583862	7587243	MPDU1	protein_coding
ENSG00000129255	ENST00000585217	17	1	7583875	7588187	MPDU1	protein_coding
ENSG00000129255	ENST00000581380	17	1	7583893	7587258	MPDU1	protein_coding
ENSG00000129194	ENST00000538513	17	-1	7588178	7590072	SOX15	protein_coding
ENSG00000129194	ENST00000250055	17	-1	7588178	7590170	SOX15	protein_coding
ENSG00000129194	ENST00000570788	17	-1	7588999	7590091	SOX15	protein_coding
ENSG00000129245	ENST00000250113	17	-1	7591230	7614867	FXR2	protein_coding
ENSG00000129245	ENST00000571597	17	-1	7602968	7614871	FXR2	protein_coding
ENSG00000129214	ENST00000570547	17	1	7614064	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000572182	17	1	7614064	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000572262	17	1	7614064	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000574539	17	1	7614064	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000575314	17	1	7614064	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000576478	17	1	7614064	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000576728	17	1	7614064	7633354	SHBG	protein_coding
ENSG00000141504	ENST00000269298	17	-1	7626234	7627855	SAT2	protein_coding
ENSG00000141504	ENST00000573566	17	-1	7626388	7627805	SAT2	protein_coding
ENSG00000129214	ENST00000575729	17	1	7627969	7631260	SHBG	protein_coding
ENSG00000129214	ENST00000340624	17	1	7627969	7633382	SHBG	protein_coding
ENSG00000129214	ENST00000441599	17	1	7630094	7633382	SHBG	protein_coding
ENSG00000129214	ENST00000380450	17	1	7630142	7633383	SHBG	protein_coding
ENSG00000129214	ENST00000416273	17	1	7630152	7633372	SHBG	protein_coding
ENSG00000129214	ENST00000575903	17	1	7630152	7633372	SHBG	protein_coding
ENSG00000129214	ENST00000571153	17	1	7630254	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000575618	17	1	7630254	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000576152	17	1	7630254	7633354	SHBG	protein_coding
ENSG00000129214	ENST00000576830	17	1	7630254	7633354	SHBG	protein_coding
ENSG00000129244	ENST00000577026	17	1	7646627	7655768	ATP1B2	protein_coding
ENSG00000129244	ENST00000250111	17	1	7651112	7657768	ATP1B2	protein_coding
ENSG00000129244	ENST00000577113	17	1	7654109	7655934	ATP1B2	protein_coding
ENSG00000141510	ENST00000413465	17	-1	7661779	7676594	TP53	protein_coding
ENSG00000141510	ENST00000359597	17	-1	7666086	7676594	TP53	protein_coding
ENSG00000141510	ENST00000504290	17	-1	7668402	7675493	TP53	protein_coding
ENSG00000141510	ENST00000504937	17	-1	7668402	7675493	TP53	protein_coding
ENSG00000141510	ENST00000510385	17	-1	7668402	7675493	TP53	protein_coding
ENSG00000141510	ENST00000610623	17	-1	7668402	7675493	TP53	protein_coding
ENSG00000141510	ENST00000618944	17	-1	7668402	7675493	TP53	protein_coding
ENSG00000141510	ENST00000619186	17	-1	7668402	7675493	TP53	protein_coding
ENSG00000141510	ENST00000610292	17	-1	7668402	7687481	TP53	protein_coding
ENSG00000141510	ENST00000269305	17	-1	7668402	7687538	TP53	protein_coding
ENSG00000141510	ENST00000620739	17	-1	7668402	7687538	TP53	protein_coding
ENSG00000141510	ENST00000617185	17	-1	7668402	7687550	TP53	protein_coding
ENSG00000141510	ENST00000420246	17	-1	7668404	7687481	TP53	protein_coding
ENSG00000141510	ENST00000455263	17	-1	7668404	7687481	TP53	protein_coding
ENSG00000141510	ENST00000610538	17	-1	7668404	7687481	TP53	protein_coding
ENSG00000141510	ENST00000622645	17	-1	7668404	7687481	TP53	protein_coding
ENSG00000141510	ENST00000445888	17	-1	7668421	7687487	TP53	protein_coding
ENSG00000141510	ENST00000619485	17	-1	7668421	7687487	TP53	protein_coding
ENSG00000141510	ENST00000576024	17	-1	7669569	7673587	TP53	protein_coding
ENSG00000141510	ENST00000615910	17	-1	7669609	7676594	TP53	protein_coding
ENSG00000141510	ENST00000509690	17	-1	7673535	7687487	TP53	protein_coding
ENSG00000141510	ENST00000514944	17	-1	7674217	7687427	TP53	protein_coding
ENSG00000141510	ENST00000508793	17	-1	7675116	7677434	TP53	protein_coding
ENSG00000141510	ENST00000604348	17	-1	7675162	7687487	TP53	protein_coding
ENSG00000141510	ENST00000503591	17	-1	7675229	7687427	TP53	protein_coding
ENSG00000141499	ENST00000431639	17	1	7686071	7703502	WRAP53	protein_coding
ENSG00000141499	ENST00000316024	17	1	7686301	7703502	WRAP53	protein_coding
ENSG00000141499	ENST00000457584	17	1	7687440	7703502	WRAP53	protein_coding
ENSG00000141499	ENST00000396463	17	1	7688321	7703502	WRAP53	protein_coding
ENSG00000141499	ENST00000534050	17	1	7688477	7703502	WRAP53	protein_coding
ENSG00000108947	ENST00000226091	17	1	7705202	7711378	EFNB3	protein_coding
ENSG00000183914	ENST00000572933	17	1	7717354	7833744	DNAH2	protein_coding
ENSG00000183914	ENST00000570791	17	1	7717761	7743901	DNAH2	protein_coding
ENSG00000183914	ENST00000389173	17	1	7719721	7833740	DNAH2	protein_coding
ENSG00000183914	ENST00000575105	17	1	7804320	7831678	DNAH2	protein_coding
ENSG00000132510	ENST00000254846	17	1	7839904	7854796	KDM6B	protein_coding
ENSG00000132510	ENST00000448097	17	1	7839962	7853680	KDM6B	protein_coding
ENSG00000132510	ENST00000570632	17	1	7844915	7847571	KDM6B	protein_coding
ENSG00000167874	ENST00000301599	17	1	7855065	7856099	TMEM88	protein_coding
ENSG00000167874	ENST00000574668	17	1	7855066	7856061	TMEM88	protein_coding
ENSG00000183011	ENST00000575071	17	-1	7856685	7857562	NAA38	protein_coding
ENSG00000183011	ENST00000333775	17	-1	7856685	7857854	NAA38	protein_coding
ENSG00000183011	ENST00000575771	17	-1	7856685	7857891	NAA38	protein_coding
ENSG00000183011	ENST00000575208	17	-1	7856685	7858079	NAA38	protein_coding
ENSG00000183011	ENST00000576861	17	-1	7856686	7885209	NAA38	protein_coding
ENSG00000183011	ENST00000576384	17	-1	7856699	7857263	NAA38	protein_coding
ENSG00000182224	ENST00000571846	17	1	7857746	7860474	CYB5D1	protein_coding
ENSG00000182224	ENST00000332439	17	1	7857983	7862282	CYB5D1	protein_coding
ENSG00000182224	ENST00000570446	17	1	7858030	7859774	CYB5D1	protein_coding
ENSG00000170004	ENST00000380358	17	1	7884806	7912760	CHD3	protein_coding
ENSG00000170004	ENST00000358181	17	1	7888791	7912760	CHD3	protein_coding
ENSG00000170004	ENST00000330494	17	1	7888851	7912760	CHD3	protein_coding
ENSG00000170004	ENST00000452447	17	1	7890735	7898013	CHD3	protein_coding
ENSG00000170004	ENST00000571249	17	1	7893829	7894504	CHD3	protein_coding
ENSG00000170004	ENST00000439235	17	1	7907696	7911815	CHD3	protein_coding
ENSG00000170004	ENST00000573936	17	1	7907911	7910895	CHD3	protein_coding
ENSG00000170004	ENST00000449744	17	1	7907992	7911750	CHD3	protein_coding
ENSG00000179859	ENST00000324348	17	-1	7913324	7916276	RNF227	protein_coding
ENSG00000179859	ENST00000635932	17	-1	7913340	7915957	RNF227	protein_coding
ENSG00000179859	ENST00000640240	17	-1	7915522	7915975	RNF227	protein_coding
ENSG00000170049	ENST00000303790	17	-1	7921859	7929435	KCNAB3	protein_coding
ENSG00000170043	ENST00000540486	17	-1	7930345	7931999	TRAPPC1	protein_coding
ENSG00000170043	ENST00000303731	17	-1	7930349	7931945	TRAPPC1	protein_coding
ENSG00000170043	ENST00000571947	17	-1	7931035	7931948	TRAPPC1	protein_coding
ENSG00000170043	ENST00000572656	17	-1	7931095	7932123	TRAPPC1	protein_coding
ENSG00000170037	ENST00000576538	17	1	7932101	7935145	CNTROB	protein_coding
ENSG00000170037	ENST00000380262	17	1	7932155	7949576	CNTROB	protein_coding
ENSG00000170037	ENST00000563694	17	1	7932155	7949578	CNTROB	protein_coding
ENSG00000170037	ENST00000570782	17	1	7932242	7933120	CNTROB	protein_coding
ENSG00000170037	ENST00000570784	17	1	7932461	7933310	CNTROB	protein_coding
ENSG00000170037	ENST00000575408	17	1	7932763	7937227	CNTROB	protein_coding
ENSG00000170037	ENST00000565740	17	1	7933080	7949578	CNTROB	protein_coding
ENSG00000170037	ENST00000576536	17	1	7947624	7949425	CNTROB	protein_coding
ENSG00000132518	ENST00000254854	17	1	8002594	8020339	GUCY2D	protein_coding
ENSG00000179593	ENST00000380183	17	1	8039017	8049134	ALOX15B	protein_coding
ENSG00000179593	ENST00000572022	17	1	8039034	8048844	ALOX15B	protein_coding
ENSG00000179593	ENST00000380173	17	1	8039040	8049110	ALOX15B	protein_coding
ENSG00000179593	ENST00000573359	17	1	8039156	8048565	ALOX15B	protein_coding
ENSG00000179477	ENST00000319144	17	-1	8072636	8087703	ALOX12B	protein_coding
ENSG00000179477	ENST00000647874	17	-1	8072636	8087716	ALOX12B	protein_coding
ENSG00000179477	ENST00000649809	17	-1	8072720	8079903	ALOX12B	protein_coding
ENSG00000179148	ENST00000380149	17	-1	8095900	8118489	ALOXE3	protein_coding
ENSG00000179148	ENST00000448843	17	-1	8095901	8118513	ALOXE3	protein_coding
ENSG00000179148	ENST00000318227	17	-1	8096375	8119047	ALOXE3	protein_coding
ENSG00000179111	ENST00000541682	17	-1	8120590	8124084	HES7	protein_coding
ENSG00000179111	ENST00000317814	17	-1	8121571	8124084	HES7	protein_coding
ENSG00000179111	ENST00000577735	17	-1	8121804	8124092	HES7	protein_coding
ENSG00000179094	ENST00000317276	17	-1	8140472	8152435	PER1	protein_coding
ENSG00000179094	ENST00000581082	17	-1	8140477	8150832	PER1	protein_coding
ENSG00000179094	ENST00000354903	17	-1	8144055	8156360	PER1	protein_coding
ENSG00000179094	ENST00000583559	17	-1	8144056	8146024	PER1	protein_coding
ENSG00000179094	ENST00000581703	17	-1	8149975	8152435	PER1	protein_coding
ENSG00000179094	ENST00000577253	17	-1	8150050	8156405	PER1	protein_coding
ENSG00000179094	ENST00000584202	17	-1	8150256	8156355	PER1	protein_coding
ENSG00000263620	ENST00000498285	17	-1	8150816	8162975	AC129492.3	protein_coding
ENSG00000220205	ENST00000316509	17	-1	8159149	8162975	VAMP2	protein_coding
ENSG00000220205	ENST00000404970	17	-1	8160406	8163546	VAMP2	protein_coding
ENSG00000220205	ENST00000488857	17	-1	8160819	8162932	VAMP2	protein_coding
ENSG00000220205	ENST00000481878	17	-1	8161319	8162948	VAMP2	protein_coding
ENSG00000179029	ENST00000449985	17	-1	8173237	8176373	TMEM107	protein_coding
ENSG00000179029	ENST00000532998	17	-1	8173742	8176373	TMEM107	protein_coding
ENSG00000179029	ENST00000437139	17	-1	8173967	8176374	TMEM107	protein_coding
ENSG00000179029	ENST00000533070	17	-1	8173999	8176388	TMEM107	protein_coding
ENSG00000179029	ENST00000316425	17	-1	8174001	8176399	TMEM107	protein_coding
ENSG00000179029	ENST00000431792	17	-1	8174003	8176316	TMEM107	protein_coding
ENSG00000196544	ENST00000389017	17	-1	8188333	8190907	BORCS6	protein_coding
ENSG00000178999	ENST00000316199	17	-1	8204733	8210582	AURKB	protein_coding
ENSG00000178999	ENST00000534871	17	-1	8204743	8210581	AURKB	protein_coding
ENSG00000178999	ENST00000585124	17	-1	8204773	8210598	AURKB	protein_coding
ENSG00000178999	ENST00000584972	17	-1	8204859	8207367	AURKB	protein_coding
ENSG00000178999	ENST00000578549	17	-1	8204871	8210224	AURKB	protein_coding
ENSG00000178999	ENST00000577833	17	-1	8205265	8210568	AURKB	protein_coding
ENSG00000178999	ENST00000581511	17	-1	8206491	8210584	AURKB	protein_coding
ENSG00000178999	ENST00000582368	17	-1	8206538	8210254	AURKB	protein_coding
ENSG00000178999	ENST00000583915	17	-1	8207242	8210581	AURKB	protein_coding
ENSG00000178971	ENST00000315684	17	-1	8224821	8248095	CTC1	protein_coding
ENSG00000178971	ENST00000581729	17	-1	8227982	8229405	CTC1	protein_coding
ENSG00000178971	ENST00000580299	17	-1	8228549	8230397	CTC1	protein_coding
ENSG00000178921	ENST00000585183	17	1	8247618	8254286	PFAS	protein_coding
ENSG00000178921	ENST00000584044	17	1	8249286	8255524	PFAS	protein_coding
ENSG00000178921	ENST00000314666	17	1	8249286	8270485	PFAS	protein_coding
ENSG00000178921	ENST00000581242	17	1	8249342	8255058	PFAS	protein_coding
ENSG00000178921	ENST00000625942	17	1	8253938	8255816	PFAS	protein_coding
ENSG00000178921	ENST00000583059	17	1	8262920	8264267	PFAS	protein_coding
ENSG00000178921	ENST00000546020	17	1	8266006	8270491	PFAS	protein_coding
ENSG00000125434	ENST00000579192	17	-1	8287763	8295343	SLC25A35	protein_coding
ENSG00000125434	ENST00000380067	17	-1	8287764	8294852	SLC25A35	protein_coding
ENSG00000108961	ENST00000226105	17	1	8288497	8290092	RANGRF	protein_coding
ENSG00000108961	ENST00000407006	17	1	8288654	8290090	RANGRF	protein_coding
ENSG00000108961	ENST00000580434	17	1	8288671	8290092	RANGRF	protein_coding
ENSG00000108961	ENST00000439238	17	1	8288678	8290092	RANGRF	protein_coding
ENSG00000125434	ENST00000580340	17	-1	8288861	8294838	SLC25A35	protein_coding
ENSG00000125434	ENST00000577745	17	-1	8290059	8295318	SLC25A35	protein_coding
ENSG00000198844	ENST00000583529	17	1	8310241	8312388	ARHGEF15	protein_coding
ENSG00000198844	ENST00000361926	17	1	8310283	8322516	ARHGEF15	protein_coding
ENSG00000198844	ENST00000579439	17	1	8310822	8312943	ARHGEF15	protein_coding
ENSG00000198844	ENST00000421050	17	1	8310822	8322514	ARHGEF15	protein_coding
ENSG00000198844	ENST00000647883	17	1	8313104	8322489	ARHGEF15	protein_coding
ENSG00000184650	ENST00000328248	17	1	8339864	8346046	ODF4	protein_coding
ENSG00000184650	ENST00000584943	17	1	8339870	8346045	ODF4	protein_coding
ENSG00000184619	ENST00000649935	17	-1	8356902	8376681	KRBA2	protein_coding
ENSG00000184619	ENST00000396267	17	-1	8368637	8376711	KRBA2	protein_coding
ENSG00000184619	ENST00000331336	17	-1	8368655	8371540	KRBA2	protein_coding
ENSG00000184619	ENST00000643221	17	-1	8368710	8376658	KRBA2	protein_coding
ENSG00000184619	ENST00000647210	17	-1	8368980	8376667	KRBA2	protein_coding
ENSG00000161970	ENST00000648839	17	-1	8377516	8383193	RPL26	protein_coding
ENSG00000161970	ENST00000293842	17	-1	8377516	8383250	RPL26	protein_coding
ENSG00000161970	ENST00000584164	17	-1	8377521	8383164	RPL26	protein_coding
ENSG00000161970	ENST00000583011	17	-1	8377523	8383213	RPL26	protein_coding
ENSG00000161970	ENST00000584441	17	-1	8377538	8379936	RPL26	protein_coding
ENSG00000161970	ENST00000582485	17	-1	8377544	8382309	RPL26	protein_coding
ENSG00000161970	ENST00000582556	17	-1	8377549	8383166	RPL26	protein_coding
ENSG00000161970	ENST00000584343	17	-1	8377679	8383009	RPL26	protein_coding
ENSG00000161970	ENST00000578812	17	-1	8379145	8383193	RPL26	protein_coding
ENSG00000189051	ENST00000344001	17	-1	8390704	8393489	RNF222	protein_coding
ENSG00000189051	ENST00000399398	17	-1	8390709	8397826	RNF222	protein_coding
ENSG00000166579	ENST00000582812	17	1	8413131	8448597	NDEL1	protein_coding
ENSG00000166579	ENST00000582665	17	1	8435852	8448635	NDEL1	protein_coding
ENSG00000166579	ENST00000334527	17	1	8435861	8468160	NDEL1	protein_coding
ENSG00000166579	ENST00000585098	17	1	8435894	8467269	NDEL1	protein_coding
ENSG00000166579	ENST00000380025	17	1	8435900	8468160	NDEL1	protein_coding
ENSG00000166579	ENST00000402554	17	1	8435908	8467658	NDEL1	protein_coding
ENSG00000166579	ENST00000584866	17	1	8435914	8445724	NDEL1	protein_coding
ENSG00000166579	ENST00000582490	17	1	8435922	8445840	NDEL1	protein_coding
ENSG00000166579	ENST00000580012	17	1	8436094	8445801	NDEL1	protein_coding
ENSG00000166579	ENST00000582277	17	1	8448604	8461384	NDEL1	protein_coding
ENSG00000166579	ENST00000581679	17	1	8450781	8490411	NDEL1	protein_coding
ENSG00000133026	ENST00000360416	17	-1	8474205	8630761	MYH10	protein_coding
ENSG00000133026	ENST00000379980	17	-1	8474207	8630761	MYH10	protein_coding
ENSG00000133026	ENST00000269243	17	-1	8474212	8630761	MYH10	protein_coding
ENSG00000133026	ENST00000411957	17	-1	8577306	8630717	MYH10	protein_coding
ENSG00000161973	ENST00000293845	17	-1	8729934	8744836	CCDC42	protein_coding
ENSG00000161973	ENST00000539522	17	-1	8729950	8744787	CCDC42	protein_coding
ENSG00000161973	ENST00000581598	17	-1	8744574	8745219	CCDC42	protein_coding
ENSG00000183318	ENST00000328794	17	-1	8753106	8758559	SPDYE4	protein_coding
ENSG00000183318	ENST00000580999	17	-1	8755385	8757387	SPDYE4	protein_coding
ENSG00000185156	ENST00000329805	17	-1	8797162	8799349	MFSD6L	protein_coding
ENSG00000276231	ENST00000619866	17	-1	8802737	8867677	PIK3R6	protein_coding
ENSG00000276231	ENST00000614407	17	-1	8803273	8849794	PIK3R6	protein_coding
ENSG00000141506	ENST00000447110	17	-1	8878917	8965712	PIK3R5	protein_coding
ENSG00000141506	ENST00000611902	17	-1	8878919	8965712	PIK3R5	protein_coding
ENSG00000141506	ENST00000616147	17	-1	8878919	8965712	PIK3R5	protein_coding
ENSG00000141506	ENST00000623421	17	-1	8878919	8965712	PIK3R5	protein_coding
ENSG00000141506	ENST00000581552	17	-1	8880096	8912517	PIK3R5	protein_coding
ENSG00000141506	ENST00000585260	17	-1	8880464	8881869	PIK3R5	protein_coding
ENSG00000141506	ENST00000584803	17	-1	8880639	8911507	PIK3R5	protein_coding
ENSG00000141506	ENST00000581895	17	-1	8909144	8911988	PIK3R5	protein_coding
ENSG00000065320	ENST00000173229	17	1	9021542	9244000	NTN1	protein_coding
ENSG00000065320	ENST00000436734	17	1	9162935	9183676	NTN1	protein_coding
ENSG00000170310	ENST00000306357	17	-1	9250471	9576236	STX8	protein_coding
ENSG00000170310	ENST00000574431	17	-1	9250487	9575837	STX8	protein_coding
ENSG00000170310	ENST00000573016	17	-1	9505148	9576591	STX8	protein_coding
ENSG00000166596	ENST00000396219	17	1	9576627	9643382	CFAP52	protein_coding
ENSG00000166596	ENST00000352665	17	1	9576627	9643459	CFAP52	protein_coding
ENSG00000166596	ENST00000576499	17	1	9576682	9594486	CFAP52	protein_coding
ENSG00000166596	ENST00000574097	17	1	9635431	9643390	CFAP52	protein_coding
ENSG00000154914	ENST00000570475	17	1	9645537	9729037	USP43	protein_coding
ENSG00000154914	ENST00000285199	17	1	9645537	9729691	USP43	protein_coding
ENSG00000154914	ENST00000574408	17	1	9656436	9729684	USP43	protein_coding
ENSG00000154914	ENST00000573955	17	1	9701115	9729684	USP43	protein_coding
ENSG00000184544	ENST00000571771	17	-1	9771434	9779921	DHRS7C	protein_coding
ENSG00000184544	ENST00000330255	17	-1	9771434	9791297	DHRS7C	protein_coding
ENSG00000184544	ENST00000571134	17	-1	9771453	9791297	DHRS7C	protein_coding
ENSG00000214978	ENST00000399363	17	-1	9802386	9822071	GSG1L2	protein_coding
ENSG00000065325	ENST00000574745	17	1	9822206	9890034	GLP2R	protein_coding
ENSG00000065325	ENST00000262441	17	1	9825551	9892102	GLP2R	protein_coding
ENSG00000065325	ENST00000304773	17	1	9842485	9860071	GLP2R	protein_coding
ENSG00000109047	ENST00000226193	17	-1	9896320	9905621	RCVRN	protein_coding
ENSG00000007237	ENST00000437099	17	-1	9910609	10026285	GAS7	protein_coding
ENSG00000007237	ENST00000323816	17	-1	9910609	10114553	GAS7	protein_coding
ENSG00000007237	ENST00000432992	17	-1	9913850	10198551	GAS7	protein_coding
ENSG00000007237	ENST00000585266	17	-1	9915255	10036747	GAS7	protein_coding
ENSG00000007237	ENST00000580865	17	-1	9915978	9959462	GAS7	protein_coding
ENSG00000007237	ENST00000583882	17	-1	9916806	9959462	GAS7	protein_coding
ENSG00000007237	ENST00000542249	17	-1	9916836	10020142	GAS7	protein_coding
ENSG00000007237	ENST00000396115	17	-1	9916990	10026285	GAS7	protein_coding
ENSG00000007237	ENST00000579158	17	-1	9917053	10020002	GAS7	protein_coding
ENSG00000007237	ENST00000584146	17	-1	9943121	10036537	GAS7	protein_coding
ENSG00000007237	ENST00000578599	17	-1	9946894	10059815	GAS7	protein_coding
ENSG00000007237	ENST00000584389	17	-1	9946933	10061379	GAS7	protein_coding
ENSG00000007237	ENST00000580043	17	-1	9959216	10036667	GAS7	protein_coding
ENSG00000006788	ENST00000418404	17	-1	10300865	10373130	MYH13	protein_coding
ENSG00000006788	ENST00000621918	17	-1	10300866	10364544	MYH13	protein_coding
ENSG00000006788	ENST00000252172	17	-1	10300866	10373005	MYH13	protein_coding
ENSG00000133020	ENST00000403437	17	-1	10390322	10421950	MYH8	protein_coding
ENSG00000264424	ENST00000255381	17	-1	10443290	10469559	MYH4	protein_coding
ENSG00000109061	ENST00000226207	17	-1	10492307	10518543	MYH1	protein_coding
ENSG00000125414	ENST00000532183	17	-1	10521148	10549623	MYH2	protein_coding
ENSG00000125414	ENST00000245503	17	-1	10521152	10549957	MYH2	protein_coding
ENSG00000125414	ENST00000397183	17	-1	10521156	10549623	MYH2	protein_coding
ENSG00000125414	ENST00000622564	17	-1	10521156	10549700	MYH2	protein_coding
ENSG00000125414	ENST00000578017	17	-1	10543750	10547692	MYH2	protein_coding
ENSG00000125414	ENST00000420805	17	-1	10544003	10549623	MYH2	protein_coding
ENSG00000109063	ENST00000583535	17	-1	10628527	10657309	MYH3	protein_coding
ENSG00000133028	ENST00000255390	17	-1	10672474	10697568	SCO1	protein_coding
ENSG00000133028	ENST00000577427	17	-1	10680354	10697530	SCO1	protein_coding
ENSG00000170222	ENST00000379774	17	1	10697594	10711233	ADPRM	protein_coding
ENSG00000187824	ENST00000580787	17	-1	10699015	10725134	TMEM220	protein_coding
ENSG00000170222	ENST00000609540	17	1	10704900	10711230	ADPRM	protein_coding
ENSG00000187824	ENST00000341871	17	-1	10713295	10730316	TMEM220	protein_coding
ENSG00000187824	ENST00000455996	17	-1	10714676	10730023	TMEM220	protein_coding
ENSG00000187824	ENST00000578345	17	-1	10715422	10729986	TMEM220	protein_coding
ENSG00000187824	ENST00000581949	17	-1	10715430	10725119	TMEM220	protein_coding
ENSG00000263429	ENST00000581851	17	-1	10794913	10804099	TMEM238L	protein_coding
ENSG00000233670	ENST00000580256	17	-1	10822475	10838445	PIRT	protein_coding
ENSG00000188803	ENST00000432116	17	1	11241263	11564063	SHISA6	protein_coding
ENSG00000188803	ENST00000441885	17	1	11241263	11564063	SHISA6	protein_coding
