ENSG00000177706	ENST00000313766	7	1	192969	260745	FAM20C	protein_coding
ENSG00000058404	ENST00000457475	7	-1	44217150	44325631	CAMK2B	protein_coding
ENSG00000058404	ENST00000395749	7	-1	44217156	44325498	CAMK2B	protein_coding
ENSG00000058404	ENST00000425809	7	-1	44219213	44225913	CAMK2B	protein_coding
ENSG00000058404	ENST00000440254	7	-1	44219292	44325656	CAMK2B	protein_coding
ENSG00000058404	ENST00000358707	7	-1	44219346	44325625	CAMK2B	protein_coding
ENSG00000058404	ENST00000353625	7	-1	44219351	44325431	CAMK2B	protein_coding
ENSG00000058404	ENST00000258682	7	-1	44219430	44325424	CAMK2B	protein_coding
ENSG00000058404	ENST00000346990	7	-1	44219430	44325424	CAMK2B	protein_coding
ENSG00000058404	ENST00000347193	7	-1	44219430	44325424	CAMK2B	protein_coding
ENSG00000058404	ENST00000395747	7	-1	44220062	44325421	CAMK2B	protein_coding
ENSG00000058404	ENST00000433930	7	-1	44225835	44242306	CAMK2B	protein_coding
ENSG00000058404	ENST00000415369	7	-1	44243470	44323962	CAMK2B	protein_coding
ENSG00000058404	ENST00000424197	7	-1	44243473	44325474	CAMK2B	protein_coding
ENSG00000058404	ENST00000421607	7	-1	44244889	44325447	CAMK2B	protein_coding
ENSG00000015676	ENST00000355451	7	-1	44379121	44490880	NUDCD3	protein_coding
ENSG00000015520	ENST00000289547	7	-1	44512535	44541315	NPC1L1	protein_coding
ENSG00000015520	ENST00000546276	7	-1	44512538	44541315	NPC1L1	protein_coding
ENSG00000015520	ENST00000381160	7	-1	44513361	44541315	NPC1L1	protein_coding
ENSG00000015520	ENST00000423141	7	-1	44533227	44541315	NPC1L1	protein_coding
ENSG00000136271	ENST00000258772	7	-1	44565417	44574002	DDX56	protein_coding
ENSG00000136271	ENST00000431640	7	-1	44566002	44573925	DDX56	protein_coding
ENSG00000136271	ENST00000448192	7	-1	44566138	44569842	DDX56	protein_coding
ENSG00000158604	ENST00000457408	7	-1	44577894	44582259	TMED4	protein_coding
ENSG00000158604	ENST00000289577	7	-1	44577894	44582287	TMED4	protein_coding
ENSG00000158604	ENST00000481238	7	-1	44579897	44582231	TMED4	protein_coding
ENSG00000105953	ENST00000439616	7	1	44606572	44708230	OGDH	protein_coding
ENSG00000105953	ENST00000443864	7	1	44606588	44676594	OGDH	protein_coding
ENSG00000105953	ENST00000447398	7	1	44606591	44708278	OGDH	protein_coding
ENSG00000105953	ENST00000449767	7	1	44606591	44708328	OGDH	protein_coding
ENSG00000105953	ENST00000419661	7	1	44606595	44666851	OGDH	protein_coding
ENSG00000105953	ENST00000444676	7	1	44606628	44708138	OGDH	protein_coding
ENSG00000105953	ENST00000631326	7	1	44606628	44708994	OGDH	protein_coding
ENSG00000105953	ENST00000222673	7	1	44606639	44709066	OGDH	protein_coding
ENSG00000122515	ENST00000413916	7	1	44748581	44768694	ZMIZ2	protein_coding
ENSG00000122515	ENST00000457123	7	1	44748862	44757050	ZMIZ2	protein_coding
ENSG00000122515	ENST00000309315	7	1	44748931	44769881	ZMIZ2	protein_coding
ENSG00000122515	ENST00000441627	7	1	44756179	44769878	ZMIZ2	protein_coding
ENSG00000122515	ENST00000433667	7	1	44756188	44768694	ZMIZ2	protein_coding
ENSG00000122515	ENST00000265346	7	1	44756205	44768536	ZMIZ2	protein_coding
ENSG00000122515	ENST00000615423	7	1	44756250	44767623	ZMIZ2	protein_coding
ENSG00000196262	ENST00000451562	7	1	44796680	44800011	PPIA	protein_coding
ENSG00000196262	ENST00000468812	7	1	44796680	44803117	PPIA	protein_coding
ENSG00000196262	ENST00000489459	7	1	44796681	44801630	PPIA	protein_coding
ENSG00000196262	ENST00000355968	7	1	44796681	44801631	PPIA	protein_coding
ENSG00000196262	ENST00000620047	7	1	44796681	44801631	PPIA	protein_coding
ENSG00000105968	ENST00000222690	7	-1	44826791	44848077	H2AFV	protein_coding
ENSG00000105968	ENST00000437072	7	-1	44829897	44848082	H2AFV	protein_coding
ENSG00000105968	ENST00000349299	7	-1	44834228	44848021	H2AFV	protein_coding
ENSG00000105968	ENST00000308153	7	-1	44834228	44848063	H2AFV	protein_coding
ENSG00000105968	ENST00000350771	7	-1	44834228	44848076	H2AFV	protein_coding
ENSG00000105968	ENST00000381124	7	-1	44834239	44848080	H2AFV	protein_coding
ENSG00000105968	ENST00000521529	7	-1	44834310	44848040	H2AFV	protein_coding
ENSG00000105968	ENST00000446531	7	-1	44834925	44848083	H2AFV	protein_coding
ENSG00000146676	ENST00000395699	7	-1	44876293	44885361	PURB	protein_coding
ENSG00000136286	ENST00000258787	7	-1	44962666	44979098	MYO1G	protein_coding
ENSG00000136286	ENST00000648014	7	-1	44962856	44979033	MYO1G	protein_coding
ENSG00000136280	ENST00000258781	7	1	45000185	45076467	CCM2	protein_coding
ENSG00000136280	ENST00000541586	7	1	45000188	45076469	CCM2	protein_coding
ENSG00000136280	ENST00000544363	7	1	45000188	45076469	CCM2	protein_coding
ENSG00000136280	ENST00000475551	7	1	45027026	45076451	CCM2	protein_coding
ENSG00000136280	ENST00000381112	7	1	45027634	45076469	CCM2	protein_coding
ENSG00000136280	ENST00000474617	7	1	45027672	45076431	CCM2	protein_coding
ENSG00000136280	ENST00000480382	7	1	45068494	45072786	CCM2	protein_coding
ENSG00000136274	ENST00000490531	7	-1	45080438	45088914	NACAD	protein_coding
ENSG00000136270	ENST00000258770	7	-1	45100100	45111714	TBRG4	protein_coding
ENSG00000136270	ENST00000361278	7	-1	45100100	45111718	TBRG4	protein_coding
ENSG00000136270	ENST00000395655	7	-1	45100100	45112047	TBRG4	protein_coding
ENSG00000136270	ENST00000494076	7	-1	45100101	45111706	TBRG4	protein_coding
ENSG00000136270	ENST00000483615	7	-1	45101503	45104240	TBRG4	protein_coding
ENSG00000136270	ENST00000478532	7	-1	45104209	45111708	TBRG4	protein_coding
ENSG00000136270	ENST00000461363	7	-1	45104538	45111680	TBRG4	protein_coding
ENSG00000136270	ENST00000475893	7	-1	45108854	45112021	TBRG4	protein_coding
ENSG00000136270	ENST00000482285	7	-1	45108884	45111501	TBRG4	protein_coding
ENSG00000136270	ENST00000495078	7	-1	45108928	45111697	TBRG4	protein_coding
ENSG00000122679	ENST00000242249	7	1	45157791	45184250	RAMP3	protein_coding
ENSG00000122679	ENST00000496212	7	1	45157829	45186298	RAMP3	protein_coding
ENSG00000122679	ENST00000481345	7	1	45157829	45186302	RAMP3	protein_coding
ENSG00000164742	ENST00000432715	7	1	45574140	45664672	ADCY1	protein_coding
ENSG00000164742	ENST00000297323	7	1	45574522	45723116	ADCY1	protein_coding
ENSG00000164742	ENST00000621543	7	1	45574885	45664671	ADCY1	protein_coding
ENSG00000283247	ENST00000636578	7	-1	45859994	45873082	AC096582.3	protein_coding
ENSG00000146678	ENST00000275525	7	1	45888357	45893668	IGFBP1	protein_coding
ENSG00000146678	ENST00000457280	7	1	45888360	45893625	IGFBP1	protein_coding
ENSG00000146678	ENST00000468955	7	1	45888497	45893653	IGFBP1	protein_coding
ENSG00000146674	ENST00000381086	7	-1	45912245	45921272	IGFBP3	protein_coding
ENSG00000146674	ENST00000613132	7	-1	45912251	45921140	IGFBP3	protein_coding
ENSG00000146674	ENST00000275521	7	-1	45912598	45921274	IGFBP3	protein_coding
ENSG00000146674	ENST00000381083	7	-1	45913805	45921251	IGFBP3	protein_coding
ENSG00000146674	ENST00000428530	7	-1	45914101	45917397	IGFBP3	protein_coding
ENSG00000146674	ENST00000417621	7	-1	45914470	45917426	IGFBP3	protein_coding
ENSG00000146674	ENST00000615754	7	-1	45914820	45921140	IGFBP3	protein_coding
ENSG00000146674	ENST00000448817	7	-1	45916572	45921874	IGFBP3	protein_coding
ENSG00000136205	ENST00000428457	7	-1	47275154	47280318	TNS3	protein_coding
ENSG00000136205	ENST00000311160	7	-1	47275154	47582144	TNS3	protein_coding
ENSG00000136205	ENST00000457718	7	-1	47302967	47582558	TNS3	protein_coding
ENSG00000136205	ENST00000450444	7	-1	47369281	47539277	TNS3	protein_coding
ENSG00000136205	ENST00000442536	7	-1	47400901	47539601	TNS3	protein_coding
ENSG00000136205	ENST00000458317	7	-1	47405494	47539601	TNS3	protein_coding
ENSG00000136205	ENST00000415929	7	-1	47424159	47481285	TNS3	protein_coding
ENSG00000136205	ENST00000413551	7	-1	47435282	47453231	TNS3	protein_coding
ENSG00000136205	ENST00000434451	7	-1	47439643	47581631	TNS3	protein_coding
ENSG00000158683	ENST00000648482	7	-1	47740202	47812030	PKD1L1	protein_coding
ENSG00000158683	ENST00000289672	7	-1	47774652	47948491	PKD1L1	protein_coding
ENSG00000158683	ENST00000433506	7	-1	47809410	47813237	PKD1L1	protein_coding
ENSG00000136273	ENST00000258774	7	-1	47963288	47979543	HUS1	protein_coding
ENSG00000136273	ENST00000432325	7	-1	47965166	47979553	HUS1	protein_coding
ENSG00000136273	ENST00000432627	7	-1	47969245	47979504	HUS1	protein_coding
ENSG00000136273	ENST00000446009	7	-1	47975655	47979553	HUS1	protein_coding
ENSG00000164744	ENST00000453071	7	-1	47987148	48017308	SUN3	protein_coding
ENSG00000164744	ENST00000297325	7	-1	47987148	48029098	SUN3	protein_coding
ENSG00000164744	ENST00000412371	7	-1	47987151	48006011	SUN3	protein_coding
ENSG00000164744	ENST00000412142	7	-1	47987151	48029119	SUN3	protein_coding
ENSG00000164744	ENST00000395572	7	-1	47987153	48029119	SUN3	protein_coding
ENSG00000164744	ENST00000438771	7	-1	47987330	48009063	SUN3	protein_coding
ENSG00000164744	ENST00000453192	7	-1	47987330	48009063	SUN3	protein_coding
ENSG00000164746	ENST00000420324	7	1	48035511	48061253	C7orf57	protein_coding
ENSG00000164746	ENST00000539619	7	1	48035511	48061294	C7orf57	protein_coding
ENSG00000164746	ENST00000430738	7	1	48035511	48061304	C7orf57	protein_coding
ENSG00000164746	ENST00000435376	7	1	48035511	48061304	C7orf57	protein_coding
ENSG00000164746	ENST00000348904	7	1	48035520	48061297	C7orf57	protein_coding
ENSG00000183696	ENST00000416681	7	1	48088628	48103407	UPP1	protein_coding
ENSG00000183696	ENST00000331803	7	1	48088644	48108733	UPP1	protein_coding
ENSG00000183696	ENST00000432131	7	1	48088661	48099714	UPP1	protein_coding
ENSG00000183696	ENST00000395564	7	1	48089237	48108419	UPP1	protein_coding
ENSG00000183696	ENST00000436673	7	1	48089265	48103413	UPP1	protein_coding
ENSG00000179869	ENST00000435803	7	1	48171460	48647495	ABCA13	protein_coding
ENSG00000179869	ENST00000544596	7	1	48279276	48646283	ABCA13	protein_coding
ENSG00000179869	ENST00000411975	7	1	48455063	48647496	ABCA13	protein_coding
ENSG00000179869	ENST00000435451	7	1	48507872	48520145	ABCA13	protein_coding
ENSG00000218305	ENST00000428251	7	1	48919765	48926016	CDC14C	protein_coding
ENSG00000218305	ENST00000650262	7	1	48924573	48927454	CDC14C	protein_coding
ENSG00000188730	ENST00000340652	7	1	49773661	49921950	VWC2	protein_coding
ENSG00000042813	ENST00000046087	7	-1	49937441	50093264	ZPBP	protein_coding
ENSG00000042813	ENST00000419417	7	-1	49937528	50093236	ZPBP	protein_coding
ENSG00000042813	ENST00000450231	7	-1	50081774	50121329	ZPBP	protein_coding
ENSG00000164500	ENST00000297001	7	1	50096036	50159830	SPATA48	protein_coding
ENSG00000185811	ENST00000642219	7	1	50304068	50368048	IKZF1	protein_coding
ENSG00000185811	ENST00000645066	7	1	50304083	50399966	IKZF1	protein_coding
ENSG00000185811	ENST00000644005	7	1	50304669	50405101	IKZF1	protein_coding
ENSG00000185811	ENST00000646110	7	1	50304678	50369601	IKZF1	protein_coding
ENSG00000185811	ENST00000331340	7	1	50304716	50405101	IKZF1	protein_coding
ENSG00000185811	ENST00000413698	7	1	50304728	50369444	IKZF1	protein_coding
ENSG00000185811	ENST00000612658	7	1	50304782	50400627	IKZF1	protein_coding
ENSG00000185811	ENST00000359197	7	1	50304782	50402525	IKZF1	protein_coding
ENSG00000185811	ENST00000343574	7	1	50304782	50405098	IKZF1	protein_coding
ENSG00000185811	ENST00000346667	7	1	50304782	50405098	IKZF1	protein_coding
ENSG00000185811	ENST00000349824	7	1	50304782	50405098	IKZF1	protein_coding
ENSG00000185811	ENST00000357364	7	1	50304782	50405098	IKZF1	protein_coding
ENSG00000185811	ENST00000440768	7	1	50304782	50405098	IKZF1	protein_coding
ENSG00000185811	ENST00000615491	7	1	50304782	50405098	IKZF1	protein_coding
ENSG00000185811	ENST00000439701	7	1	50308680	50402566	IKZF1	protein_coding
ENSG00000185811	ENST00000438033	7	1	50308721	50400876	IKZF1	protein_coding
ENSG00000185811	ENST00000492782	7	1	50308748	50369699	IKZF1	protein_coding
ENSG00000185811	ENST00000426121	7	1	50327649	50400009	IKZF1	protein_coding
ENSG00000132436	ENST00000356889	7	-1	50444128	50450324	FIGNL1	protein_coding
ENSG00000132436	ENST00000611938	7	-1	50444129	50450390	FIGNL1	protein_coding
ENSG00000132436	ENST00000615084	7	-1	50444129	50450390	FIGNL1	protein_coding
ENSG00000132436	ENST00000617389	7	-1	50444129	50450390	FIGNL1	protein_coding
ENSG00000132436	ENST00000613602	7	-1	50444129	50542535	FIGNL1	protein_coding
ENSG00000132436	ENST00000395556	7	-1	50444133	50450350	FIGNL1	protein_coding
ENSG00000132436	ENST00000433017	7	-1	50444477	50450390	FIGNL1	protein_coding
ENSG00000132436	ENST00000419119	7	-1	50445142	50449724	FIGNL1	protein_coding
ENSG00000132436	ENST00000435566	7	-1	50446787	50450388	FIGNL1	protein_coding
ENSG00000132436	ENST00000436590	7	-1	50446912	50450090	FIGNL1	protein_coding
ENSG00000132436	ENST00000422854	7	-1	50446981	50450368	FIGNL1	protein_coding
ENSG00000132436	ENST00000440350	7	-1	50446995	50449695	FIGNL1	protein_coding
ENSG00000132436	ENST00000420829	7	-1	50447128	50450336	FIGNL1	protein_coding
ENSG00000132436	ENST00000448788	7	-1	50447183	50450336	FIGNL1	protein_coding
ENSG00000132437	ENST00000357936	7	-1	50458436	50561054	DDC	protein_coding
ENSG00000132437	ENST00000615193	7	-1	50458438	50561071	DDC	protein_coding
ENSG00000132437	ENST00000617822	7	-1	50458438	50561071	DDC	protein_coding
ENSG00000132437	ENST00000622873	7	-1	50458438	50561071	DDC	protein_coding
ENSG00000132437	ENST00000431062	7	-1	50458440	50544119	DDC	protein_coding
ENSG00000132437	ENST00000426377	7	-1	50458440	50561054	DDC	protein_coding
ENSG00000132437	ENST00000444124	7	-1	50458465	50565457	DDC	protein_coding
ENSG00000132437	ENST00000430300	7	-1	50458477	50543982	DDC	protein_coding
ENSG00000132437	ENST00000380984	7	-1	50492647	50561048	DDC	protein_coding
ENSG00000132437	ENST00000420203	7	-1	50543994	50564334	DDC	protein_coding
ENSG00000106070	ENST00000398810	7	-1	50590063	50705301	GRB10	protein_coding
ENSG00000106070	ENST00000398812	7	-1	50590063	50732353	GRB10	protein_coding
ENSG00000106070	ENST00000335866	7	-1	50590063	50793462	GRB10	protein_coding
ENSG00000106070	ENST00000402578	7	-1	50590068	50727118	GRB10	protein_coding
ENSG00000106070	ENST00000403097	7	-1	50590079	50726992	GRB10	protein_coding
ENSG00000106070	ENST00000644879	7	-1	50591123	50792684	GRB10	protein_coding
ENSG00000106070	ENST00000406641	7	-1	50592348	50756064	GRB10	protein_coding
ENSG00000106070	ENST00000357271	7	-1	50592580	50732353	GRB10	protein_coding
ENSG00000106070	ENST00000401949	7	-1	50592580	50782567	GRB10	protein_coding
ENSG00000106070	ENST00000402497	7	-1	50592580	50793436	GRB10	protein_coding
ENSG00000106070	ENST00000643299	7	-1	50592610	50755903	GRB10	protein_coding
ENSG00000106070	ENST00000407526	7	-1	50592763	50782445	GRB10	protein_coding
ENSG00000106070	ENST00000645075	7	-1	50592952	50793432	GRB10	protein_coding
ENSG00000106070	ENST00000428711	7	-1	50617881	50626930	GRB10	protein_coding
ENSG00000106070	ENST00000439044	7	-1	50674614	50793437	GRB10	protein_coding
ENSG00000106078	ENST00000431948	7	-1	51016212	51190943	COBL	protein_coding
ENSG00000106078	ENST00000445054	7	-1	51016212	51193435	COBL	protein_coding
ENSG00000106078	ENST00000265136	7	-1	51016212	51316799	COBL	protein_coding
ENSG00000106078	ENST00000395542	7	-1	51016213	51316818	COBL	protein_coding
ENSG00000106078	ENST00000395540	7	-1	51064399	51316818	COBL	protein_coding
ENSG00000106078	ENST00000441453	7	-1	51070828	51316764	COBL	protein_coding
ENSG00000106078	ENST00000632460	7	-1	51072716	51316763	COBL	protein_coding
ENSG00000106078	ENST00000648294	7	-1	51083058	51316767	COBL	protein_coding
ENSG00000106078	ENST00000449281	7	-1	51190998	51316471	COBL	protein_coding
ENSG00000221900	ENST00000408890	7	1	53035642	53036924	POM121L12	protein_coding
ENSG00000170419	ENST00000302287	7	1	54542325	54552531	VSTM2A	protein_coding
ENSG00000170419	ENST00000407838	7	1	54542325	54571080	VSTM2A	protein_coding
ENSG00000170419	ENST00000404951	7	1	54542416	54570495	VSTM2A	protein_coding
ENSG00000170419	ENST00000402613	7	1	54542605	54569446	VSTM2A	protein_coding
ENSG00000132432	ENST00000395535	7	-1	54752250	54759246	SEC61G	protein_coding
ENSG00000132432	ENST00000352861	7	-1	54752251	54759246	SEC61G	protein_coding
ENSG00000132432	ENST00000415949	7	-1	54752253	54759974	SEC61G	protein_coding
ENSG00000132432	ENST00000450622	7	-1	54752257	54759182	SEC61G	protein_coding
ENSG00000146648	ENST00000455089	7	1	55019021	55203076	EGFR	protein_coding
ENSG00000146648	ENST00000342916	7	1	55019032	55168635	EGFR	protein_coding
ENSG00000146648	ENST00000454757	7	1	55019032	55207337	EGFR	protein_coding
ENSG00000146648	ENST00000344576	7	1	55019033	55171045	EGFR	protein_coding
ENSG00000146648	ENST00000420316	7	1	55019034	55156951	EGFR	protein_coding
ENSG00000146648	ENST00000275493	7	1	55019101	55211628	EGFR	protein_coding
ENSG00000146648	ENST00000450046	7	1	55109723	55146724	EGFR	protein_coding
ENSG00000146648	ENST00000638463	7	1	55152337	55207337	EGFR	protein_coding
ENSG00000132434	ENST00000254770	7	1	55365448	55433742	LANCL2	protein_coding
ENSG00000154978	ENST00000285279	7	-1	55470613	55572525	VOPP1	protein_coding
ENSG00000154978	ENST00000433959	7	-1	55470614	55537694	VOPP1	protein_coding
ENSG00000154978	ENST00000428648	7	-1	55470614	55571868	VOPP1	protein_coding
ENSG00000154978	ENST00000428097	7	-1	55471937	55527022	VOPP1	protein_coding
ENSG00000154978	ENST00000625836	7	-1	55471968	55538660	VOPP1	protein_coding
ENSG00000154978	ENST00000418904	7	-1	55472203	55552852	VOPP1	protein_coding
ENSG00000154978	ENST00000454227	7	-1	55472709	55553887	VOPP1	protein_coding
ENSG00000154978	ENST00000453256	7	-1	55472754	55516077	VOPP1	protein_coding
ENSG00000154978	ENST00000427700	7	-1	55472777	55572287	VOPP1	protein_coding
ENSG00000154978	ENST00000455023	7	-1	55472885	55539627	VOPP1	protein_coding
ENSG00000154978	ENST00000414113	7	-1	55472917	55537694	VOPP1	protein_coding
ENSG00000154978	ENST00000417399	7	-1	55473015	55521866	VOPP1	protein_coding
ENSG00000154978	ENST00000452832	7	-1	55492344	55572460	VOPP1	protein_coding
ENSG00000154997	ENST00000388975	7	-1	55793544	55862789	SEPT14	protein_coding
ENSG00000249773	ENST00000426595	7	1	55887277	55955239	AC092647.5	protein_coding
ENSG00000178665	ENST00000429591	7	1	55887475	55942225	ZNF713	protein_coding
ENSG00000178665	ENST00000633730	7	1	55912638	55940740	ZNF713	protein_coding
ENSG00000146729	ENST00000446692	7	1	55951793	55984877	NIPSNAP2	protein_coding
ENSG00000239789	ENST00000285298	7	1	55951819	55956501	MRPS17	protein_coding
ENSG00000239789	ENST00000443449	7	1	55951963	55955172	MRPS17	protein_coding
ENSG00000146729	ENST00000322090	7	1	55964581	56000181	NIPSNAP2	protein_coding
ENSG00000146729	ENST00000446778	7	1	55964581	56000181	NIPSNAP2	protein_coding
ENSG00000146729	ENST00000437587	7	1	55964962	55994938	NIPSNAP2	protein_coding
ENSG00000146733	ENST00000275605	7	-1	56011067	56051604	PSPH	protein_coding
ENSG00000146733	ENST00000395471	7	-1	56011068	56051604	PSPH	protein_coding
ENSG00000146733	ENST00000421626	7	-1	56015031	56034156	PSPH	protein_coding
ENSG00000146733	ENST00000419984	7	-1	56021073	56051288	PSPH	protein_coding
ENSG00000146733	ENST00000421312	7	-1	56021073	56051467	PSPH	protein_coding
ENSG00000146733	ENST00000424596	7	-1	56021181	56051446	PSPH	protein_coding
ENSG00000146733	ENST00000413218	7	-1	56021206	56051392	PSPH	protein_coding
ENSG00000146733	ENST00000416592	7	-1	56021206	56051467	PSPH	protein_coding
ENSG00000146731	ENST00000275603	7	1	56051630	56063989	CCT6A	protein_coding
ENSG00000146731	ENST00000335503	7	1	56051685	56063989	CCT6A	protein_coding
ENSG00000129103	ENST00000395436	7	1	56064002	56080124	SUMF2	protein_coding
ENSG00000129103	ENST00000275607	7	1	56064224	56080669	SUMF2	protein_coding
ENSG00000129103	ENST00000434526	7	1	56064224	56080670	SUMF2	protein_coding
ENSG00000129103	ENST00000395435	7	1	56064254	56080187	SUMF2	protein_coding
ENSG00000129103	ENST00000413952	7	1	56064255	56078502	SUMF2	protein_coding
ENSG00000129103	ENST00000342190	7	1	56064255	56080670	SUMF2	protein_coding
ENSG00000129103	ENST00000437307	7	1	56064284	56079832	SUMF2	protein_coding
ENSG00000129103	ENST00000413756	7	1	56064289	56079736	SUMF2	protein_coding
ENSG00000129103	ENST00000451338	7	1	56064321	56079567	SUMF2	protein_coding
ENSG00000164776	ENST00000452681	7	-1	56080283	56092996	PHKG1	protein_coding
ENSG00000164776	ENST00000537360	7	-1	56080283	56092996	PHKG1	protein_coding
ENSG00000164776	ENST00000297373	7	-1	56080982	56092996	PHKG1	protein_coding
ENSG00000164776	ENST00000446428	7	-1	56081717	56092932	PHKG1	protein_coding
ENSG00000164776	ENST00000432123	7	-1	56082014	56092946	PHKG1	protein_coding
ENSG00000106153	ENST00000395422	7	-1	56101569	56106576	CHCHD2	protein_coding
ENSG00000185290	ENST00000329309	7	-1	56114681	56116400	NUPR2	protein_coding
ENSG00000185177	ENST00000331162	7	-1	57119614	57139864	ZNF479	protein_coding
ENSG00000185177	ENST00000319636	7	-1	57119621	57132341	ZNF479	protein_coding
ENSG00000185177	ENST00000620639	7	-1	57119840	57132324	ZNF479	protein_coding
ENSG00000182111	ENST00000420713	7	1	57450177	57473546	ZNF716	protein_coding
ENSG00000241149	ENST00000330020	7	1	63998874	64016130	AC115220.1	protein_coding
ENSG00000214652	ENST00000456806	7	1	64045443	64078549	ZNF727	protein_coding
ENSG00000223614	ENST00000429565	7	1	64207090	64220508	ZNF735	protein_coding
ENSG00000197123	ENST00000421025	7	1	64228474	64266931	ZNF679	protein_coding
ENSG00000197123	ENST00000255746	7	1	64249118	64266930	ZNF679	protein_coding
ENSG00000234444	ENST00000438373	7	1	64310828	64336285	ZNF736	protein_coding
ENSG00000234444	ENST00000355095	7	1	64312808	64349639	ZNF736	protein_coding
ENSG00000234444	ENST00000423484	7	1	64314029	64354860	ZNF736	protein_coding
ENSG00000173041	ENST00000309683	7	-1	64519884	64563106	ZNF680	protein_coding
ENSG00000173041	ENST00000447137	7	-1	64524699	64563041	ZNF680	protein_coding
ENSG00000196247	ENST00000613690	7	1	64666083	64711582	ZNF107	protein_coding
ENSG00000196247	ENST00000620827	7	1	64666083	64711582	ZNF107	protein_coding
ENSG00000196247	ENST00000360117	7	1	64666133	64706579	ZNF107	protein_coding
ENSG00000196247	ENST00000344930	7	1	64666198	64711026	ZNF107	protein_coding
ENSG00000196247	ENST00000423627	7	1	64679173	64711582	ZNF107	protein_coding
ENSG00000196247	ENST00000395391	7	1	64689355	64711023	ZNF107	protein_coding
ENSG00000197008	ENST00000307355	7	1	64794388	64832202	ZNF138	protein_coding
ENSG00000197008	ENST00000359735	7	1	64794388	64833681	ZNF138	protein_coding
ENSG00000197008	ENST00000494380	7	1	64794425	64831803	ZNF138	protein_coding
ENSG00000197008	ENST00000440155	7	1	64794425	64832242	ZNF138	protein_coding
ENSG00000197008	ENST00000440598	7	1	64794428	64833327	ZNF138	protein_coding
ENSG00000197008	ENST00000437743	7	1	64794428	64833664	ZNF138	protein_coding
ENSG00000198039	ENST00000476120	7	1	64903247	64929257	ZNF273	protein_coding
ENSG00000152926	ENST00000282869	7	-1	64971776	64991036	ZNF117	protein_coding
ENSG00000152926	ENST00000620222	7	-1	64974452	64982119	ZNF117	protein_coding
ENSG00000152926	ENST00000610793	7	-1	64976785	64982021	ZNF117	protein_coding
ENSG00000213462	ENST00000394323	7	-1	64990809	65006653	ERV3-1	protein_coding
ENSG00000146757	ENST00000328747	7	1	65373799	65401125	ZNF92	protein_coding
ENSG00000146757	ENST00000357512	7	1	65373799	65401135	ZNF92	protein_coding
ENSG00000146757	ENST00000431504	7	1	65373839	65401125	ZNF92	protein_coding
ENSG00000146757	ENST00000450302	7	1	65373881	65401081	ZNF92	protein_coding
ENSG00000196715	ENST00000648187	7	1	65873166	65959563	VKORC1L1	protein_coding
ENSG00000196715	ENST00000648179	7	1	65873270	65959562	VKORC1L1	protein_coding
ENSG00000196715	ENST00000360768	7	1	65873270	65959563	VKORC1L1	protein_coding
ENSG00000196715	ENST00000434382	7	1	65873369	65955417	VKORC1L1	protein_coding
ENSG00000169919	ENST00000304895	7	-1	65960684	65982314	GUSB	protein_coding
ENSG00000169919	ENST00000421103	7	-1	65960701	65982211	GUSB	protein_coding
ENSG00000126522	ENST00000304874	7	1	66075798	66093558	ASL	protein_coding
ENSG00000126522	ENST00000380839	7	1	66075866	66093144	ASL	protein_coding
ENSG00000126522	ENST00000395332	7	1	66075874	66092931	ASL	protein_coding
ENSG00000126522	ENST00000362000	7	1	66075880	66089178	ASL	protein_coding
ENSG00000126522	ENST00000395331	7	1	66075884	66092917	ASL	protein_coding
ENSG00000249319	ENST00000450043	7	1	66087761	66152277	AC068533.4	protein_coding
ENSG00000241258	ENST00000395326	7	1	66114605	66154561	CRCP	protein_coding
ENSG00000241258	ENST00000431089	7	1	66114826	66152870	CRCP	protein_coding
ENSG00000241258	ENST00000398684	7	1	66114841	66152511	CRCP	protein_coding
ENSG00000241258	ENST00000338592	7	1	66114850	66153289	CRCP	protein_coding
ENSG00000169902	ENST00000304842	7	1	66205199	66360443	TPST1	protein_coding
ENSG00000169902	ENST00000442120	7	1	66205317	66240550	TPST1	protein_coding
ENSG00000169902	ENST00000649664	7	1	66205385	66360426	TPST1	protein_coding
ENSG00000169902	ENST00000451388	7	1	66221604	66240847	TPST1	protein_coding
ENSG00000243335	ENST00000639828	7	1	66628767	66644015	KCTD7	protein_coding
ENSG00000243335	ENST00000275532	7	1	66628885	66643017	KCTD7	protein_coding
ENSG00000243335	ENST00000640385	7	1	66628885	66643032	KCTD7	protein_coding
ENSG00000243335	ENST00000443322	7	1	66628943	66640565	KCTD7	protein_coding
ENSG00000243335	ENST00000639879	7	1	66629053	66643024	KCTD7	protein_coding
ENSG00000243335	ENST00000640851	7	1	66629054	66643026	KCTD7	protein_coding
ENSG00000243335	ENST00000449064	7	1	66629087	66639993	KCTD7	protein_coding
ENSG00000243335	ENST00000638540	7	1	66629091	66643029	KCTD7	protein_coding
ENSG00000243335	ENST00000640234	7	1	66629195	66649067	KCTD7	protein_coding
ENSG00000243335	ENST00000640601	7	1	66638856	66642763	KCTD7	protein_coding
ENSG00000154710	ENST00000437078	7	1	66739975	66811459	RABGEF1	protein_coding
ENSG00000154710	ENST00000510829	7	1	66740656	66811459	RABGEF1	protein_coding
ENSG00000154710	ENST00000442563	7	1	66740733	66772035	RABGEF1	protein_coding
