ENSG00000178591	ENST00000382410	20	1	87710	96533	DEFB125	protein_coding
ENSG00000182621	ENST00000637422	20	1	8790196	8792140	PLCB1	protein_coding
ENSG00000182621	ENST00000637935	20	1	8790222	8884903	PLCB1	protein_coding
ENSG00000101333	ENST00000407043	20	1	9068763	9339007	PLCB4	protein_coding
ENSG00000101333	ENST00000441846	20	1	9068807	9338998	PLCB4	protein_coding
ENSG00000101333	ENST00000378473	20	1	9069054	9480813	PLCB4	protein_coding
ENSG00000101333	ENST00000437503	20	1	9069101	9338912	PLCB4	protein_coding
ENSG00000101333	ENST00000416836	20	1	9166358	9338021	PLCB4	protein_coding
ENSG00000101333	ENST00000278655	20	1	9217390	9480813	PLCB4	protein_coding
ENSG00000101333	ENST00000414679	20	1	9307800	9479357	PLCB4	protein_coding
ENSG00000101333	ENST00000378493	20	1	9307800	9481242	PLCB4	protein_coding
ENSG00000101333	ENST00000378501	20	1	9307800	9481242	PLCB4	protein_coding
ENSG00000125869	ENST00000427562	20	1	9514358	9529923	LAMP5	protein_coding
ENSG00000125869	ENST00000246070	20	1	9514361	9530524	LAMP5	protein_coding
ENSG00000101349	ENST00000378423	20	-1	9537389	9838831	PAK5	protein_coding
ENSG00000101349	ENST00000353224	20	-1	9537389	9838867	PAK5	protein_coding
ENSG00000101349	ENST00000378429	20	-1	9537389	9839041	PAK5	protein_coding
ENSG00000132623	ENST00000378380	20	1	10035049	10058303	ANKEF1	protein_coding
ENSG00000132639	ENST00000254976	20	1	10218830	10307418	SNAP25	protein_coding
ENSG00000132639	ENST00000304886	20	1	10218833	10307418	SNAP25	protein_coding
ENSG00000132639	ENST00000430336	20	1	10219066	10293278	SNAP25	protein_coding
ENSG00000125863	ENST00000347364	20	-1	10401009	10434222	MKKS	protein_coding
ENSG00000125863	ENST00000399054	20	-1	10405184	10431922	MKKS	protein_coding
ENSG00000285508	ENST00000609375	20	-1	10413520	10431922	AL034430.1	protein_coding
ENSG00000285723	ENST00000649912	20	-1	10420546	10420737	AL034430.2	protein_coding
ENSG00000149346	ENST00000334534	20	1	10435303	10628034	SLX4IP	protein_coding
ENSG00000101384	ENST00000254958	20	-1	10637684	10673999	JAG1	protein_coding
ENSG00000101384	ENST00000613518	20	-1	10645722	10648028	JAG1	protein_coding
ENSG00000132640	ENST00000254977	20	1	11890723	11926609	BTBD3	protein_coding
ENSG00000132640	ENST00000399006	20	1	11890817	11926609	BTBD3	protein_coding
ENSG00000132640	ENST00000405977	20	1	11890828	11926609	BTBD3	protein_coding
ENSG00000132640	ENST00000450368	20	1	11891327	11918463	BTBD3	protein_coding
ENSG00000132640	ENST00000422390	20	1	11892493	11922687	BTBD3	protein_coding
ENSG00000132640	ENST00000618918	20	1	11892493	11926590	BTBD3	protein_coding
ENSG00000132640	ENST00000378226	20	1	11917865	11926590	BTBD3	protein_coding
ENSG00000132640	ENST00000618296	20	1	11917865	11926590	BTBD3	protein_coding
ENSG00000132640	ENST00000455911	20	1	11918810	11922849	BTBD3	protein_coding
ENSG00000132640	ENST00000430557	20	1	11918851	11922729	BTBD3	protein_coding
ENSG00000172296	ENST00000434210	20	1	13008987	13072371	SPTLC3	protein_coding
ENSG00000172296	ENST00000399002	20	1	13008994	13169103	SPTLC3	protein_coding
ENSG00000172296	ENST00000450297	20	1	13009349	13079867	SPTLC3	protein_coding
ENSG00000172296	ENST00000431275	20	1	13126646	13164471	SPTLC3	protein_coding
ENSG00000101230	ENST00000262487	20	1	13221771	13300651	ISM1	protein_coding
ENSG00000089123	ENST00000337743	20	-1	13389392	13638940	TASP1	protein_coding
ENSG00000089123	ENST00000455532	20	-1	13483227	13638903	TASP1	protein_coding
ENSG00000089123	ENST00000434275	20	-1	13614667	13630011	TASP1	protein_coding
ENSG00000089048	ENST00000202816	20	-1	13714322	13784886	ESF1	protein_coding
ENSG00000089048	ENST00000617257	20	-1	13728399	13782597	ESF1	protein_coding
ENSG00000101247	ENST00000378106	20	1	13784950	13821582	NDUFAF5	protein_coding
ENSG00000101247	ENST00000463598	20	1	13785050	13817228	NDUFAF5	protein_coding
ENSG00000101251	ENST00000284951	20	-1	13849403	13990609	SEL1L2	protein_coding
ENSG00000101251	ENST00000378072	20	-1	13849403	13990616	SEL1L2	protein_coding
ENSG00000101251	ENST00000646153	20	-1	13849437	13995267	SEL1L2	protein_coding
ENSG00000101251	ENST00000473203	20	-1	13913862	13996443	SEL1L2	protein_coding
ENSG00000172264	ENST00000217246	20	1	13995369	16053197	MACROD2	protein_coding
ENSG00000172264	ENST00000642719	20	1	13995659	16050041	MACROD2	protein_coding
ENSG00000125848	ENST00000378053	20	-1	14322988	14337608	FLRT3	protein_coding
ENSG00000125848	ENST00000341420	20	-1	14323995	14337616	FLRT3	protein_coding
ENSG00000172264	ENST00000402914	20	1	15196858	16053197	MACROD2	protein_coding
ENSG00000172264	ENST00000378058	20	1	15862743	16053197	MACROD2	protein_coding
ENSG00000172264	ENST00000407045	20	1	15985788	16050069	MACROD2	protein_coding
ENSG00000089177	ENST00000354981	20	-1	16272104	16573433	KIF16B	protein_coding
ENSG00000089177	ENST00000636835	20	-1	16272104	16573434	KIF16B	protein_coding
ENSG00000089177	ENST00000355755	20	-1	16273253	16371763	KIF16B	protein_coding
ENSG00000089177	ENST00000635823	20	-1	16366843	16370636	KIF16B	protein_coding
ENSG00000089177	ENST00000408042	20	-1	16366843	16573433	KIF16B	protein_coding
ENSG00000089177	ENST00000450176	20	-1	16379750	16404867	KIF16B	protein_coding
ENSG00000125870	ENST00000377943	20	1	16729961	16741776	SNRPB2	protein_coding
ENSG00000125870	ENST00000246071	20	1	16729984	16742563	SNRPB2	protein_coding
ENSG00000125879	ENST00000246081	20	1	16748358	16752164	OTOR	protein_coding
ENSG00000125851	ENST00000377899	20	1	17226107	17484578	PCSK2	protein_coding
ENSG00000125851	ENST00000262545	20	1	17226991	17484578	PCSK2	protein_coding
ENSG00000125851	ENST00000536609	20	1	17227056	17482283	PCSK2	protein_coding
ENSG00000125864	ENST00000377873	20	-1	17493905	17531369	BFSP1	protein_coding
ENSG00000125864	ENST00000377868	20	-1	17493905	17558960	BFSP1	protein_coding
ENSG00000125864	ENST00000536626	20	-1	17493906	17558838	BFSP1	protein_coding
ENSG00000125868	ENST00000246069	20	1	17569863	17609919	DSTN	protein_coding
ENSG00000125868	ENST00000474024	20	1	17570082	17608242	DSTN	protein_coding
ENSG00000125844	ENST00000470422	20	-1	17613678	17623330	RRBP1	protein_coding
ENSG00000125844	ENST00000610403	20	-1	17613678	17659973	RRBP1	protein_coding
ENSG00000125844	ENST00000246043	20	-1	17613678	17660507	RRBP1	protein_coding
ENSG00000125844	ENST00000377813	20	-1	17613678	17682233	RRBP1	protein_coding
ENSG00000125844	ENST00000377807	20	-1	17613678	17682283	RRBP1	protein_coding
ENSG00000125844	ENST00000360807	20	-1	17613678	17682295	RRBP1	protein_coding
ENSG00000125844	ENST00000455029	20	-1	17614128	17682060	RRBP1	protein_coding
ENSG00000125844	ENST00000398782	20	-1	17659606	17682295	RRBP1	protein_coding
ENSG00000125888	ENST00000545418	20	1	17693672	17735860	BANF2	protein_coding
ENSG00000125888	ENST00000427254	20	1	17699942	17725151	BANF2	protein_coding
ENSG00000125888	ENST00000377805	20	1	17699948	17735871	BANF2	protein_coding
ENSG00000125888	ENST00000246090	20	1	17699960	17735871	BANF2	protein_coding
ENSG00000089006	ENST00000377759	20	-1	17941597	17968720	SNX5	protein_coding
ENSG00000089006	ENST00000377768	20	-1	17941597	17968980	SNX5	protein_coding
ENSG00000089006	ENST00000463050	20	-1	17947148	17951537	SNX5	protein_coding
ENSG00000089006	ENST00000431277	20	-1	17948890	17968458	SNX5	protein_coding
ENSG00000089006	ENST00000419004	20	-1	17949098	17968511	SNX5	protein_coding
ENSG00000089006	ENST00000606557	20	-1	17967688	17968774	SNX5	protein_coding
ENSG00000089006	ENST00000606602	20	-1	17967688	17968785	SNX5	protein_coding
ENSG00000089006	ENST00000481323	20	-1	17967919	17968811	SNX5	protein_coding
ENSG00000089006	ENST00000486039	20	-1	17968108	17968794	SNX5	protein_coding
ENSG00000125871	ENST00000377710	20	1	17968913	17991122	MGME1	protein_coding
ENSG00000125871	ENST00000377709	20	1	17969073	17991122	MGME1	protein_coding
ENSG00000125871	ENST00000377704	20	1	17969115	17991122	MGME1	protein_coding
ENSG00000125850	ENST00000278780	20	-1	18024152	18057877	OVOL2	protein_coding
ENSG00000232838	ENST00000432901	20	1	18137873	18143169	PET117	protein_coding
ENSG00000149474	ENST00000464792	20	1	18138118	18142829	KAT14	protein_coding
ENSG00000149474	ENST00000435364	20	1	18142320	18188387	KAT14	protein_coding
ENSG00000149474	ENST00000377681	20	1	18142452	18188387	KAT14	protein_coding
ENSG00000149474	ENST00000489634	20	1	18145099	18188387	KAT14	protein_coding
ENSG00000125846	ENST00000396026	20	1	18288283	18316994	ZNF133	protein_coding
ENSG00000125846	ENST00000401790	20	1	18288283	18316994	ZNF133	protein_coding
ENSG00000125846	ENST00000402618	20	1	18288283	18316994	ZNF133	protein_coding
ENSG00000125846	ENST00000535822	20	1	18288283	18316994	ZNF133	protein_coding
ENSG00000125846	ENST00000538547	20	1	18288283	18316994	ZNF133	protein_coding
ENSG00000125846	ENST00000622607	20	1	18288283	18316994	ZNF133	protein_coding
ENSG00000125846	ENST00000377671	20	1	18288477	18316996	ZNF133	protein_coding
ENSG00000125846	ENST00000360010	20	1	18288505	18315106	ZNF133	protein_coding
ENSG00000125846	ENST00000628216	20	1	18288511	18316991	ZNF133	protein_coding
ENSG00000125846	ENST00000434018	20	1	18288529	18315279	ZNF133	protein_coding
ENSG00000125846	ENST00000630056	20	1	18288529	18316994	ZNF133	protein_coding
ENSG00000125846	ENST00000316358	20	1	18297985	18316996	ZNF133	protein_coding
ENSG00000125846	ENST00000425686	20	1	18305085	18315388	ZNF133	protein_coding
ENSG00000089091	ENST00000476058	20	-1	18383367	18394703	DZANK1	protein_coding
ENSG00000089091	ENST00000262547	20	-1	18383369	18467185	DZANK1	protein_coding
ENSG00000089091	ENST00000357236	20	-1	18383371	18454639	DZANK1	protein_coding
ENSG00000089091	ENST00000358866	20	-1	18383371	18465381	DZANK1	protein_coding
ENSG00000089091	ENST00000329494	20	-1	18384399	18433765	DZANK1	protein_coding
ENSG00000089091	ENST00000480488	20	-1	18393714	18413222	DZANK1	protein_coding
ENSG00000132664	ENST00000377603	20	1	18467127	18484643	POLR3F	protein_coding
ENSG00000089050	ENST00000337227	20	-1	18486540	18497243	RBBP9	protein_coding
ENSG00000101310	ENST00000377475	20	1	18507482	18561415	SEC23B	protein_coding
ENSG00000101310	ENST00000336714	20	1	18507520	18561415	SEC23B	protein_coding
ENSG00000101310	ENST00000646240	20	1	18507544	18510991	SEC23B	protein_coding
ENSG00000101310	ENST00000450074	20	1	18507544	18526531	SEC23B	protein_coding
ENSG00000101310	ENST00000262544	20	1	18507555	18561122	SEC23B	protein_coding
ENSG00000101310	ENST00000643747	20	1	18507890	18561055	SEC23B	protein_coding
ENSG00000101310	ENST00000474619	20	1	18507933	18510931	SEC23B	protein_coding
ENSG00000101310	ENST00000645851	20	1	18507940	18511014	SEC23B	protein_coding
ENSG00000101310	ENST00000377465	20	1	18507940	18561415	SEC23B	protein_coding
ENSG00000101310	ENST00000650089	20	1	18507940	18561415	SEC23B	protein_coding
ENSG00000101310	ENST00000422877	20	1	18542368	18560833	SEC23B	protein_coding
ENSG00000232388	ENST00000435844	20	1	18567347	18569563	SMIM26	protein_coding
ENSG00000232388	ENST00000411646	20	1	18567420	18569563	SMIM26	protein_coding
ENSG00000232388	ENST00000608034	20	1	18567447	18569155	SMIM26	protein_coding
ENSG00000284776	ENST00000618693	20	1	18567453	18744216	AL121900.2	protein_coding
ENSG00000125821	ENST00000377452	20	1	18587893	18763917	DTD1	protein_coding
ENSG00000125821	ENST00000494921	20	1	18587964	18632684	DTD1	protein_coding
ENSG00000132631	ENST00000377428	20	1	18813726	18814392	SCP2D1	protein_coding
ENSG00000185052	ENST00000328041	20	1	19212646	19722937	SLC24A3	protein_coding
ENSG00000185052	ENST00000613834	20	1	19212843	19722899	SLC24A3	protein_coding
ENSG00000132669	ENST00000648440	20	1	19886521	20002457	RIN2	protein_coding
ENSG00000132669	ENST00000255006	20	1	19886521	20002459	RIN2	protein_coding
ENSG00000132669	ENST00000440354	20	1	19889566	20001348	RIN2	protein_coding
ENSG00000173418	ENST00000334982	20	1	20017116	20033629	NAA20	protein_coding
ENSG00000173418	ENST00000310450	20	1	20017310	20033629	NAA20	protein_coding
ENSG00000173418	ENST00000398602	20	1	20017390	20033655	NAA20	protein_coding
ENSG00000101343	ENST00000377327	20	-1	20034368	20056046	CRNKL1	protein_coding
ENSG00000101343	ENST00000377340	20	-1	20034368	20056046	CRNKL1	protein_coding
ENSG00000101343	ENST00000536226	20	-1	20034374	20052466	CRNKL1	protein_coding
ENSG00000089101	ENST00000340348	20	1	20052514	20166441	CFAP61	protein_coding
ENSG00000089101	ENST00000377306	20	1	20052552	20172336	CFAP61	protein_coding
ENSG00000089101	ENST00000245957	20	1	20052552	20360702	CFAP61	protein_coding
ENSG00000089101	ENST00000377303	20	1	20052558	20075616	CFAP61	protein_coding
ENSG00000089101	ENST00000475466	20	1	20052579	20075224	CFAP61	protein_coding
ENSG00000089101	ENST00000451767	20	1	20056646	20172333	CFAP61	protein_coding
ENSG00000089101	ENST00000472660	20	1	20073892	20098749	CFAP61	protein_coding
ENSG00000089101	ENST00000431753	20	1	20169379	20228447	CFAP61	protein_coding
ENSG00000089101	ENST00000377293	20	1	20221940	20265833	CFAP61	protein_coding
ENSG00000089101	ENST00000389656	20	1	20228246	20265616	CFAP61	protein_coding
ENSG00000173404	ENST00000310227	20	1	20368121	20370949	INSM1	protein_coding
ENSG00000188559	ENST00000430436	20	-1	20389552	20639900	RALGAPA2	protein_coding
ENSG00000188559	ENST00000202677	20	-1	20392767	20712488	RALGAPA2	protein_coding
ENSG00000188559	ENST00000620717	20	-1	20392768	20512658	RALGAPA2	protein_coding
ENSG00000188559	ENST00000427175	20	-1	20470933	20512600	RALGAPA2	protein_coding
ENSG00000188559	ENST00000495793	20	-1	20591177	20605412	RALGAPA2	protein_coding
ENSG00000088970	ENST00000619574	20	1	21125983	21246618	KIZ	protein_coding
ENSG00000088970	ENST00000620891	20	1	21126007	21246622	KIZ	protein_coding
ENSG00000088970	ENST00000611685	20	1	21126039	21246618	KIZ	protein_coding
ENSG00000088970	ENST00000616848	20	1	21126052	21246618	KIZ	protein_coding
ENSG00000088970	ENST00000619189	20	1	21126054	21246622	KIZ	protein_coding
ENSG00000088970	ENST00000616679	20	1	21145586	21246622	KIZ	protein_coding
ENSG00000088970	ENST00000619179	20	1	21145589	21246622	KIZ	protein_coding
ENSG00000088970	ENST00000621366	20	1	21162083	21246622	KIZ	protein_coding
ENSG00000088930	ENST00000377191	20	1	21303304	21389827	XRN2	protein_coding
ENSG00000125816	ENST00000351817	20	-1	21395367	21398028	NKX2-4	protein_coding
ENSG00000125820	ENST00000377142	20	-1	21511010	21514026	NKX2-2	protein_coding
ENSG00000125813	ENST00000398485	20	1	21705659	21715982	PAX1	protein_coding
ENSG00000125813	ENST00000613128	20	1	21705659	21718486	PAX1	protein_coding
ENSG00000125813	ENST00000444366	20	1	21706223	21715109	PAX1	protein_coding
ENSG00000125798	ENST00000419308	20	-1	22581005	22584463	FOXA2	protein_coding
ENSG00000125798	ENST00000377115	20	-1	22581005	22585455	FOXA2	protein_coding
ENSG00000132671	ENST00000255008	20	1	23035386	23036812	SSTR4	protein_coding
ENSG00000178726	ENST00000377103	20	-1	23045633	23049741	THBD	protein_coding
ENSG00000125810	ENST00000246006	20	-1	23079349	23086340	CD93	protein_coding
ENSG00000132661	ENST00000254998	20	1	23350736	23354777	NXT1	protein_coding
ENSG00000125812	ENST00000338121	20	1	23362182	23373063	GZF1	protein_coding
ENSG00000125812	ENST00000424216	20	1	23362320	23364529	GZF1	protein_coding
ENSG00000125812	ENST00000377051	20	1	23364384	23373045	GZF1	protein_coding
ENSG00000125814	ENST00000398425	20	-1	23374519	23421519	NAPB	protein_coding
ENSG00000125814	ENST00000432543	20	-1	23374519	23421519	NAPB	protein_coding
ENSG00000125814	ENST00000617876	20	-1	23374519	23421519	NAPB	protein_coding
ENSG00000125814	ENST00000377026	20	-1	23374522	23421488	NAPB	protein_coding
ENSG00000125823	ENST00000619238	20	1	23439685	23440637	CSTL1	protein_coding
ENSG00000125823	ENST00000347397	20	1	23439685	23444930	CSTL1	protein_coding
ENSG00000125823	ENST00000246020	20	1	23440248	23444930	CSTL1	protein_coding
ENSG00000125831	ENST00000377009	20	-1	23450403	23452845	CST11	protein_coding
ENSG00000125831	ENST00000377007	20	-1	23450403	23452857	CST11	protein_coding
ENSG00000125815	ENST00000449810	20	1	23491101	23495889	CST8	protein_coding
ENSG00000125815	ENST00000246012	20	1	23491129	23496018	CST8	protein_coding
ENSG00000101435	ENST00000376979	20	-1	23564732	23568749	CST9L	protein_coding
ENSG00000173335	ENST00000376971	20	-1	23602410	23605876	CST9	protein_coding
ENSG00000101439	ENST00000398411	20	-1	23626706	23637945	CST3	protein_coding
ENSG00000101439	ENST00000376925	20	-1	23633648	23638026	CST3	protein_coding
ENSG00000101439	ENST00000398409	20	-1	23633657	23638473	CST3	protein_coding
ENSG00000101441	ENST00000217423	20	-1	23685640	23689040	CST4	protein_coding
ENSG00000170373	ENST00000304749	20	-1	23747553	23750937	CST1	protein_coding
ENSG00000170373	ENST00000398402	20	-1	23747731	23751268	CST1	protein_coding
ENSG00000170369	ENST00000304725	20	-1	23823769	23826731	CST2	protein_coding
ENSG00000170367	ENST00000304710	20	-1	23875935	23879750	CST5	protein_coding
ENSG00000149435	ENST00000286890	20	-1	23985050	23986795	GGTLC1	protein_coding
ENSG00000149435	ENST00000278765	20	-1	23985053	23986875	GGTLC1	protein_coding
ENSG00000149435	ENST00000335694	20	-1	23985053	23988779	GGTLC1	protein_coding
ENSG00000101463	ENST00000376862	20	1	24469199	24666616	SYNDIG1	protein_coding
ENSG00000077984	ENST00000480798	20	1	24949230	24959928	CST7	protein_coding
ENSG00000101474	ENST00000451442	20	-1	24962925	24992642	APMAP	protein_coding
ENSG00000101474	ENST00000217456	20	-1	24962925	24992979	APMAP	protein_coding
ENSG00000154930	ENST00000537502	20	-1	25006230	25032706	ACSS1	protein_coding
ENSG00000154930	ENST00000432802	20	-1	25006230	25058182	ACSS1	protein_coding
ENSG00000154930	ENST00000323482	20	-1	25006232	25058182	ACSS1	protein_coding
ENSG00000154930	ENST00000376726	20	-1	25045938	25058980	ACSS1	protein_coding
ENSG00000100987	ENST00000429762	20	-1	25070885	25082131	VSX1	protein_coding
ENSG00000100987	ENST00000444511	20	-1	25071484	25082131	VSX1	protein_coding
ENSG00000100987	ENST00000376709	20	-1	25075436	25082365	VSX1	protein_coding
ENSG00000100987	ENST00000376707	20	-1	25078548	25082131	VSX1	protein_coding
ENSG00000197586	ENST00000354989	20	1	25195693	25226729	ENTPD6	protein_coding
ENSG00000197586	ENST00000360031	20	1	25195701	25226729	ENTPD6	protein_coding
ENSG00000197586	ENST00000376652	20	1	25195720	25226729	ENTPD6	protein_coding
ENSG00000197586	ENST00000439162	20	1	25195726	25218614	ENTPD6	protein_coding
ENSG00000197586	ENST00000433417	20	1	25195730	25222970	ENTPD6	protein_coding
ENSG00000197586	ENST00000417467	20	1	25195736	25217581	ENTPD6	protein_coding
ENSG00000197586	ENST00000433259	20	1	25195757	25226729	ENTPD6	protein_coding
ENSG00000197586	ENST00000427553	20	1	25195775	25217581	ENTPD6	protein_coding
ENSG00000197586	ENST00000435520	20	1	25195792	25213376	ENTPD6	protein_coding
ENSG00000197586	ENST00000418890	20	1	25195793	25216717	ENTPD6	protein_coding
ENSG00000197586	ENST00000425813	20	1	25195839	25221333	ENTPD6	protein_coding
ENSG00000197586	ENST00000447877	20	1	25207344	25225317	ENTPD6	protein_coding
ENSG00000197586	ENST00000376666	20	1	25213340	25226729	ENTPD6	protein_coding
ENSG00000100994	ENST00000216962	20	1	25248069	25298014	PYGB	protein_coding
ENSG00000100994	ENST00000428458	20	1	25289848	25296468	PYGB	protein_coding
ENSG00000100997	ENST00000376542	20	-1	25294743	25390983	ABHD12	protein_coding
ENSG00000100997	ENST00000339157	20	-1	25300198	25390976	ABHD12	protein_coding
ENSG00000100997	ENST00000576316	20	-1	25303263	25309498	ABHD12	protein_coding
ENSG00000100997	ENST00000491682	20	-1	25306833	25339749	ABHD12	protein_coding
ENSG00000100997	ENST00000471287	20	-1	25308457	25390134	ABHD12	protein_coding
ENSG00000100997	ENST00000450393	20	-1	25309499	25339731	ABHD12	protein_coding
ENSG00000101003	ENST00000262460	20	1	25407727	25448555	GINS1	protein_coding
ENSG00000101004	ENST00000278886	20	-1	25452705	25585517	NINL	protein_coding
ENSG00000101004	ENST00000422516	20	-1	25452826	25585517	NINL	protein_coding
ENSG00000101004	ENST00000336104	20	-1	25462383	25479027	NINL	protein_coding
ENSG00000170191	ENST00000304788	20	-1	25612935	25624175	NANP	protein_coding
ENSG00000130684	ENST00000376436	20	-1	25674215	25686957	ZNF337	protein_coding
ENSG00000130684	ENST00000252979	20	-1	25674215	25696841	ZNF337	protein_coding
ENSG00000215547	ENST00000400552	20	1	31257664	31259632	DEFB115	protein_coding
ENSG00000215545	ENST00000400549	20	-1	31303212	31308585	DEFB116	protein_coding
ENSG00000131068	ENST00000253381	20	1	31368618	31373923	DEFB118	protein_coding
ENSG00000180483	ENST00000339144	20	-1	31377164	31390590	DEFB119	protein_coding
ENSG00000180483	ENST00000376321	20	-1	31377164	31390603	DEFB119	protein_coding
ENSG00000180483	ENST00000376315	20	-1	31388968	31390483	DEFB119	protein_coding
ENSG00000204548	ENST00000376314	20	-1	31404869	31406266	DEFB121	protein_coding
ENSG00000180424	ENST00000376309	20	1	31440519	31450257	DEFB123	protein_coding
ENSG00000180383	ENST00000317676	20	-1	31465506	31473013	DEFB124	protein_coding
ENSG00000088320	ENST00000201979	20	1	31475293	31484905	REM1	protein_coding
ENSG00000101294	ENST00000398174	20	1	31514410	31571606	HM13	protein_coding
ENSG00000101294	ENST00000335574	20	1	31514428	31569567	HM13	protein_coding
ENSG00000101294	ENST00000340852	20	1	31514428	31569567	HM13	protein_coding
ENSG00000101294	ENST00000466766	20	1	31514455	31569444	HM13	protein_coding
ENSG00000101294	ENST00000498035	20	1	31514457	31541733	HM13	protein_coding
ENSG00000101294	ENST00000344042	20	1	31514521	31561730	HM13	protein_coding
ENSG00000101898	ENST00000394552	20	1	31547412	31548081	MCTS2P	protein_coding
ENSG00000101294	ENST00000619859	20	1	31559616	31577923	HM13	protein_coding
ENSG00000125968	ENST00000376105	20	1	31605283	31606515	ID1	protein_coding
ENSG00000125968	ENST00000376112	20	1	31605283	31606515	ID1	protein_coding
ENSG00000131055	ENST00000376075	20	1	31637888	31645006	COX4I2	protein_coding
ENSG00000171552	ENST00000376062	20	-1	31664452	31722597	BCL2L1	protein_coding
ENSG00000171552	ENST00000376055	20	-1	31664452	31722860	BCL2L1	protein_coding
ENSG00000171552	ENST00000307677	20	-1	31664452	31722898	BCL2L1	protein_coding
ENSG00000171552	ENST00000450273	20	-1	31666035	31723900	BCL2L1	protein_coding
ENSG00000171552	ENST00000422920	20	-1	31721655	31723098	BCL2L1	protein_coding
ENSG00000171552	ENST00000456404	20	-1	31721655	31723954	BCL2L1	protein_coding
ENSG00000171552	ENST00000420488	20	-1	31721655	31723989	BCL2L1	protein_coding
ENSG00000171552	ENST00000439267	20	-1	31721676	31723989	BCL2L1	protein_coding
ENSG00000171552	ENST00000434194	20	-1	31722073	31722548	BCL2L1	protein_coding
ENSG00000088325	ENST00000300403	20	1	31739271	31801805	TPX2	protein_coding
ENSG00000088325	ENST00000340513	20	1	31739271	31801805	TPX2	protein_coding
ENSG00000101306	ENST00000375994	20	1	31819308	31834689	MYLK2	protein_coding
ENSG00000101306	ENST00000375985	20	1	31819373	31834689	MYLK2	protein_coding
ENSG00000179772	ENST00000375978	20	-1	31844301	31845619	FOXS1	protein_coding
ENSG00000149599	ENST00000447647	20	-1	31847637	31849558	DUSP15	protein_coding
ENSG00000149599	ENST00000278979	20	-1	31847637	31870664	DUSP15	protein_coding
ENSG00000149599	ENST00000398083	20	-1	31861067	31869998	DUSP15	protein_coding
ENSG00000149599	ENST00000486996	20	-1	31861067	31870225	DUSP15	protein_coding
ENSG00000149599	ENST00000398084	20	-1	31861067	31870280	DUSP15	protein_coding
ENSG00000149599	ENST00000375966	20	-1	31861067	31870629	DUSP15	protein_coding
ENSG00000149599	ENST00000339738	20	-1	31861067	31870747	DUSP15	protein_coding
ENSG00000149599	ENST00000428829	20	-1	31863907	31870572	DUSP15	protein_coding
ENSG00000131044	ENST00000375938	20	1	31870702	31944961	TTLL9	protein_coding
ENSG00000131044	ENST00000535842	20	1	31871127	31944962	TTLL9	protein_coding
ENSG00000131044	ENST00000620043	20	1	31879817	31944963	TTLL9	protein_coding
ENSG00000131044	ENST00000612972	20	1	31937470	31943928	TTLL9	protein_coding
ENSG00000088356	ENST00000202017	20	-1	31944342	31952092	PDRG1	protein_coding
ENSG00000260903	ENST00000562532	20	1	31968002	32003387	XKR7	protein_coding
ENSG00000101331	ENST00000262659	20	1	32010450	32032180	CCM2L	protein_coding
ENSG00000101331	ENST00000452892	20	1	32019218	32032180	CCM2L	protein_coding
ENSG00000101336	ENST00000538448	20	1	32052188	32101852	HCK	protein_coding
ENSG00000101336	ENST00000375862	20	1	32052197	32101519	HCK	protein_coding
ENSG00000101336	ENST00000629881	20	1	32052242	32101660	HCK	protein_coding
ENSG00000101336	ENST00000520553	20	1	32052242	32101856	HCK	protein_coding
ENSG00000101336	ENST00000518730	20	1	32052261	32101519	HCK	protein_coding
ENSG00000101336	ENST00000375852	20	1	32052261	32101856	HCK	protein_coding
ENSG00000101336	ENST00000534862	20	1	32052425	32101519	HCK	protein_coding
ENSG00000101336	ENST00000639405	20	1	32052425	32101519	HCK	protein_coding
ENSG00000101337	ENST00000398022	20	1	32109506	32167258	TM9SF4	protein_coding
ENSG00000101337	ENST00000217315	20	1	32109736	32167258	TM9SF4	protein_coding
ENSG00000126003	ENST00000246229	20	-1	32192503	32207791	PLAGL2	protein_coding
ENSG00000101346	ENST00000375749	20	1	32207880	32238667	POFUT1	protein_coding
ENSG00000101346	ENST00000375730	20	1	32207893	32217923	POFUT1	protein_coding
ENSG00000101350	ENST00000375712	20	1	32277664	32335011	KIF3B	protein_coding
ENSG00000171456	ENST00000375687	20	1	32358330	32439319	ASXL1	protein_coding
ENSG00000171456	ENST00000542461	20	1	32358344	32372547	ASXL1	protein_coding
ENSG00000171456	ENST00000613218	20	1	32358344	32439318	ASXL1	protein_coding
ENSG00000171456	ENST00000646367	20	1	32358349	32372549	ASXL1	protein_coding
ENSG00000171456	ENST00000620121	20	1	32358413	32437891	ASXL1	protein_coding
ENSG00000171456	ENST00000646985	20	1	32359065	32439318	ASXL1	protein_coding
ENSG00000171456	ENST00000497249	20	1	32359110	32372238	ASXL1	protein_coding
ENSG00000171456	ENST00000643168	20	1	32359237	32429357	ASXL1	protein_coding
ENSG00000171456	ENST00000375689	20	1	32359565	32372553	ASXL1	protein_coding
ENSG00000171456	ENST00000306058	20	1	32359747	32439318	ASXL1	protein_coding
ENSG00000171456	ENST00000645688	20	1	32360348	32428193	ASXL1	protein_coding
ENSG00000197183	ENST00000359676	20	-1	32443059	32483471	NOL4L	protein_coding
ENSG00000197183	ENST00000621426	20	-1	32443062	32584890	NOL4L	protein_coding
ENSG00000197183	ENST00000616976	20	-1	32447148	32474735	NOL4L	protein_coding
