ENSMUSG00000051003	ENSMUST00000061541	16	1	3410262	3411203	Olfr161	protein_coding
ENSMUSG00000048101	ENSMUST00000057886	16	-1	16490740	16491881	Olfr19	protein_coding
ENSMUSG00000022783	ENSMUST00000023468	16	-1	16570880	16647177	Spag6l	protein_coding
ENSMUSG00000075370	ENSMUST00000100136	16	-1	16678535	16681849	Igll1	protein_coding
ENSMUSG00000059305	ENSMUST00000075017	16	-1	16686267	16687119	Vpreb1	protein_coding
ENSMUSG00000022779	ENSMUST00000232080	16	1	16688600	16703713	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000232581	16	1	16688621	16710849	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000231812	16	1	16688631	16697189	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000232017	16	1	16688638	16701390	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000023465	16	1	16688645	16710854	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000232231	16	1	16688651	16698513	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000232200	16	1	16688671	16696916	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000232547	16	1	16688704	16696851	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000232117	16	1	16701306	16710837	Top3b	protein_coding
ENSMUSG00000022779	ENSMUST00000231966	16	1	16708090	16710364	Top3b	protein_coding
ENSMUSG00000026181	ENSMUST00000027373	16	1	16714333	16745228	Ppm1f	protein_coding
ENSMUSG00000026181	ENSMUST00000232247	16	1	16714438	16733058	Ppm1f	protein_coding
ENSMUSG00000063358	ENSMUST00000232611	16	1	16801246	16862613	Mapk1	protein_coding
ENSMUSG00000063358	ENSMUST00000069107	16	1	16801246	16865317	Mapk1	protein_coding
ENSMUSG00000063358	ENSMUST00000115731	16	1	16801431	16856904	Mapk1	protein_coding
ENSMUSG00000063358	ENSMUST00000231821	16	1	16843906	16861873	Mapk1	protein_coding
ENSMUSG00000063358	ENSMUST00000232067	16	1	16844230	16861727	Mapk1	protein_coding
ENSMUSG00000022773	ENSMUST00000035682	16	1	16887560	16904600	Ypel1	protein_coding
ENSMUSG00000022773	ENSMUST00000232258	16	1	16888063	16899958	Ypel1	protein_coding
ENSMUSG00000022773	ENSMUST00000231514	16	1	16888093	16900040	Ypel1	protein_coding
ENSMUSG00000022773	ENSMUST00000232574	16	1	16888168	16900558	Ypel1	protein_coding
ENSMUSG00000022773	ENSMUST00000239090	16	1	16895700	16902466	Ypel1	protein_coding
ENSMUSG00000022771	ENSMUST00000023455	16	-1	16904419	16929121	Ppil2	protein_coding
ENSMUSG00000022771	ENSMUST00000164458	16	-1	16904420	16929077	Ppil2	protein_coding
ENSMUSG00000022771	ENSMUST00000231712	16	-1	16905180	16929106	Ppil2	protein_coding
ENSMUSG00000022771	ENSMUST00000232481	16	-1	16910091	16929060	Ppil2	protein_coding
ENSMUSG00000022771	ENSMUST00000231245	16	-1	16913625	16929079	Ppil2	protein_coding
ENSMUSG00000049916	ENSMUST00000093336	16	-1	16931262	16942970	2610318N02Rik	protein_coding
ENSMUSG00000049916	ENSMUST00000231681	16	-1	16931263	16943004	2610318N02Rik	protein_coding
ENSMUSG00000049916	ENSMUST00000231558	16	-1	16935389	16939624	2610318N02Rik	protein_coding
ENSMUSG00000049916	ENSMUST00000231297	16	-1	16935674	16939548	2610318N02Rik	protein_coding
ENSMUSG00000022769	ENSMUST00000023453	16	-1	16948002	16950247	Sdf2l1	protein_coding
ENSMUSG00000022768	ENSMUST00000232540	16	-1	16956928	16962303	Ccdc116	protein_coding
ENSMUSG00000022768	ENSMUST00000023452	16	-1	16956928	16965093	Ccdc116	protein_coding
ENSMUSG00000022768	ENSMUST00000115711	16	-1	16958900	16962261	Ccdc116	protein_coding
ENSMUSG00000022768	ENSMUST00000232033	16	-1	16958901	16962287	Ccdc116	protein_coding
ENSMUSG00000022768	ENSMUST00000231597	16	-1	16960585	16962302	Ccdc116	protein_coding
ENSMUSG00000041774	ENSMUST00000231726	16	1	16962485	16969149	Ydjc	protein_coding
ENSMUSG00000041774	ENSMUST00000232479	16	1	16964801	16978565	Ydjc	protein_coding
ENSMUSG00000041774	ENSMUST00000232344	16	1	16964840	16966710	Ydjc	protein_coding
ENSMUSG00000041774	ENSMUST00000069064	16	1	16964843	16966710	Ydjc	protein_coding
ENSMUSG00000038965	ENSMUST00000232139	16	-1	16969877	17020513	Ube2l3	protein_coding
ENSMUSG00000038965	ENSMUST00000090192	16	-1	16969879	17019356	Ube2l3	protein_coding
ENSMUSG00000038965	ENSMUST00000232668	16	-1	16970182	17019323	Ube2l3	protein_coding
ENSMUSG00000038965	ENSMUST00000231643	16	-1	16971720	17019334	Ube2l3	protein_coding
ENSMUSG00000038965	ENSMUST00000232594	16	-1	16971789	16994371	Ube2l3	protein_coding
ENSMUSG00000038965	ENSMUST00000232035	16	-1	16975161	17019337	Ube2l3	protein_coding
ENSMUSG00000071636	ENSMUST00000169803	16	1	17026467	17031846	Rimbp3	protein_coding
ENSMUSG00000050240	ENSMUST00000090190	16	1	17051436	17081294	Hic2	protein_coding
ENSMUSG00000050240	ENSMUST00000232082	16	1	17051528	17079459	Hic2	protein_coding
ENSMUSG00000055692	ENSMUST00000164950	16	1	17093941	17096525	Tmem191c	protein_coding
ENSMUSG00000055692	ENSMUST00000232167	16	1	17094834	17101093	Tmem191c	protein_coding
ENSMUSG00000055692	ENSMUST00000232364	16	1	17095416	17099846	Tmem191c	protein_coding
ENSMUSG00000041720	ENSMUST00000036161	16	-1	17098215	17224178	Pi4ka	protein_coding
ENSMUSG00000041720	ENSMUST00000232232	16	-1	17098216	17223757	Pi4ka	protein_coding
ENSMUSG00000041720	ENSMUST00000232404	16	-1	17130295	17168696	Pi4ka	protein_coding
ENSMUSG00000022766	ENSMUST00000023450	16	1	17149235	17161439	Serpind1	protein_coding
ENSMUSG00000022766	ENSMUST00000231884	16	1	17149247	17161438	Serpind1	protein_coding
ENSMUSG00000022765	ENSMUST00000023449	16	1	17223850	17248691	Snap29	protein_coding
ENSMUSG00000006134	ENSMUST00000006293	16	1	17269851	17305298	Crkl	protein_coding
ENSMUSG00000006134	ENSMUST00000231228	16	1	17269903	17286889	Crkl	protein_coding
ENSMUSG00000006134	ENSMUST00000231629	16	1	17270340	17301991	Crkl	protein_coding
ENSMUSG00000022763	ENSMUST00000115685	16	1	17307475	17325349	Aifm3	protein_coding
ENSMUSG00000022763	ENSMUST00000023448	16	1	17307527	17325349	Aifm3	protein_coding
ENSMUSG00000022761	ENSMUST00000023444	16	1	17326552	17344197	Lztr1	protein_coding
ENSMUSG00000022761	ENSMUST00000231292	16	1	17326867	17343666	Lztr1	protein_coding
ENSMUSG00000022761	ENSMUST00000232242	16	1	17327076	17333881	Lztr1	protein_coding
ENSMUSG00000022761	ENSMUST00000232372	16	1	17328926	17338873	Lztr1	protein_coding
ENSMUSG00000022761	ENSMUST00000231307	16	1	17338782	17344195	Lztr1	protein_coding
ENSMUSG00000022760	ENSMUST00000100125	16	-1	17345846	17349000	Thap7	protein_coding
ENSMUSG00000022760	ENSMUST00000231548	16	-1	17345942	17348911	Thap7	protein_coding
ENSMUSG00000022760	ENSMUST00000232041	16	-1	17346114	17348916	Thap7	protein_coding
ENSMUSG00000022760	ENSMUST00000231288	16	-1	17346446	17348919	Thap7	protein_coding
ENSMUSG00000022759	ENSMUST00000100123	16	-1	17362329	17379111	Lrrc74b	protein_coding
ENSMUSG00000022759	ENSMUST00000023442	16	-1	17362329	17379111	Lrrc74b	protein_coding
ENSMUSG00000022759	ENSMUST00000232637	16	-1	17366675	17379108	Lrrc74b	protein_coding
ENSMUSG00000022758	ENSMUST00000171002	16	1	17379749	17388964	P2rx6	protein_coding
ENSMUSG00000022758	ENSMUST00000023441	16	1	17379749	17389875	P2rx6	protein_coding
ENSMUSG00000022756	ENSMUST00000172164	16	-1	17389882	17394585	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000063544	16	-1	17390396	17394862	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000232385	16	-1	17390814	17394562	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000231615	16	-1	17390814	17394562	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000232226	16	-1	17390824	17394519	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000231645	16	-1	17393267	17394495	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000231552	16	-1	17393377	17394084	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000231283	16	-1	17393445	17394570	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000232336	16	-1	17393553	17394535	Slc7a4	protein_coding
ENSMUSG00000022756	ENSMUST00000232186	16	-1	17393568	17401078	Slc7a4	protein_coding
ENSMUSG00000005899	ENSMUST00000006053	16	1	17437218	17462692	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000231311	16	1	17437221	17444310	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000163476	16	1	17437221	17462691	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000231257	16	1	17437224	17444512	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000165363	16	1	17437224	17461211	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000232043	16	1	17437227	17443704	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000090159	16	1	17437227	17462691	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000232442	16	1	17437253	17443868	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000231887	16	1	17437381	17441810	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000232271	16	1	17439298	17460667	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000231436	16	1	17439351	17460667	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000231792	16	1	17439351	17460667	Smpd4	protein_coding
ENSMUSG00000005899	ENSMUST00000232021	16	1	17439351	17460667	Smpd4	protein_coding
ENSMUSG00000041617	ENSMUST00000056962	16	1	17464339	17468602	Ccdc74a	protein_coding
ENSMUSG00000041617	ENSMUST00000182117	16	1	17464428	17468601	Ccdc74a	protein_coding
ENSMUSG00000041617	ENSMUST00000182671	16	1	17464477	17468602	Ccdc74a	protein_coding
ENSMUSG00000041617	ENSMUST00000182344	16	1	17464482	17468311	Ccdc74a	protein_coding
ENSMUSG00000012114	ENSMUST00000232645	16	-1	17469072	17540764	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000012259	16	-1	17469075	17540811	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000080936	16	-1	17469085	17540761	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000232236	16	-1	17469085	17540811	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000232202	16	-1	17490933	17540744	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000232163	16	-1	17491069	17540685	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000232431	16	-1	17498524	17540771	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000231413	16	-1	17498554	17550755	Med15	protein_coding
ENSMUSG00000022750	ENSMUST00000129199	16	1	17577482	17589691	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000165790	16	1	17577541	17611228	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000129299	16	1	17578178	17582396	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000126600	16	1	17578219	17589684	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000120488	16	1	17580655	17611246	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000140306	16	1	17581957	17589708	Klhl22	protein_coding
ENSMUSG00000012017	ENSMUST00000012161	16	1	17615146	17626157	Scarf2	protein_coding
ENSMUSG00000012017	ENSMUST00000232577	16	1	17615179	17626154	Scarf2	protein_coding
ENSMUSG00000012017	ENSMUST00000231301	16	1	17622673	17624825	Scarf2	protein_coding
ENSMUSG00000116652	ENSMUST00000231909	16	1	17650985	17652872	B830017H08Rik	protein_coding
ENSMUSG00000116652	ENSMUST00000235474	16	1	17651432	17652130	B830017H08Rik	protein_coding
ENSMUSG00000090236	ENSMUST00000118960	16	-1	17653140	17656228	Car15	protein_coding
ENSMUSG00000003166	ENSMUST00000117945	16	-1	17658219	17709524	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000012152	16	-1	17658219	17709557	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000066127	16	-1	17658225	17709521	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000117082	16	-1	17659174	17709457	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000155943	16	-1	17660220	17711963	Dgcr2	protein_coding
ENSMUSG00000041566	ENSMUST00000046937	16	1	17712087	17715786	Tssk1	protein_coding
ENSMUSG00000045521	ENSMUST00000055374	16	1	17716501	17717888	Tssk2	protein_coding
ENSMUSG00000003527	ENSMUST00000232423	16	-1	17718573	17729179	Ess2	protein_coding
ENSMUSG00000003527	ENSMUST00000003621	16	-1	17718573	17729212	Ess2	protein_coding
ENSMUSG00000022738	ENSMUST00000012279	16	-1	17730971	17732923	Gsc2	protein_coding
ENSMUSG00000022738	ENSMUST00000232493	16	-1	17731418	17732923	Gsc2	protein_coding
ENSMUSG00000003528	ENSMUST00000003622	16	-1	17743087	17746083	Slc25a1	protein_coding
ENSMUSG00000003528	ENSMUST00000131507	16	-1	17743580	17745280	Slc25a1	protein_coding
ENSMUSG00000059280	ENSMUST00000075371	16	1	17798292	17799137	Vpreb2	protein_coding
ENSMUSG00000003531	ENSMUST00000143343	16	1	17870724	17889224	Dgcr6	protein_coding
ENSMUSG00000003526	ENSMUST00000139861	16	-1	17878221	17907027	Prodh	protein_coding
ENSMUSG00000003531	ENSMUST00000076757	16	1	17883023	17889206	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000151266	16	1	17884267	17889227	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000066027	16	1	17884307	17889222	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000155387	16	1	17884312	17889496	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000153123	16	1	17887344	17889207	Dgcr6	protein_coding
ENSMUSG00000003526	ENSMUST00000003620	16	-1	17889589	17907156	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000136776	16	-1	17889590	17908067	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000126087	16	-1	17890120	17897806	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000232554	16	-1	17890382	17897086	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000132241	16	-1	17902068	17906886	Prodh	protein_coding
ENSMUSG00000043811	ENSMUST00000059589	16	1	17945506	17970272	Rtn4r	protein_coding
ENSMUSG00000090777	ENSMUST00000231860	16	1	18035743	18038205	Ccdc188	protein_coding
ENSMUSG00000090777	ENSMUST00000231369	16	1	18035743	18038209	Ccdc188	protein_coding
ENSMUSG00000090777	ENSMUST00000167061	16	1	18036034	18037177	Ccdc188	protein_coding
ENSMUSG00000060166	ENSMUST00000076957	16	-1	18038617	18053000	Zdhhc8	protein_coding
ENSMUSG00000060166	ENSMUST00000231412	16	-1	18039382	18042546	Zdhhc8	protein_coding
ENSMUSG00000005732	ENSMUST00000115645	16	-1	18057648	18066596	Ranbp1	protein_coding
ENSMUSG00000005732	ENSMUST00000052325	16	-1	18057666	18065931	Ranbp1	protein_coding
ENSMUSG00000022721	ENSMUST00000115640	16	1	18066747	18071366	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000140206	16	1	18066747	18072636	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000100099	16	1	18066926	18071366	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000231509	16	1	18067875	18068584	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000145112	16	1	18067885	18070976	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000128045	16	1	18069286	18071365	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000232293	16	1	18069989	18071366	Trmt2a	protein_coding
ENSMUSG00000022718	ENSMUST00000009321	16	-1	18071812	18107110	Dgcr8	protein_coding
ENSMUSG00000022718	ENSMUST00000232424	16	-1	18101858	18107095	Dgcr8	protein_coding
ENSMUSG00000013539	ENSMUST00000115628	16	-1	18118691	18161906	Tango2	protein_coding
ENSMUSG00000013539	ENSMUST00000231605	16	-1	18119242	18161770	Tango2	protein_coding
ENSMUSG00000013539	ENSMUST00000231543	16	-1	18121547	18142287	Tango2	protein_coding
ENSMUSG00000013539	ENSMUST00000232588	16	-1	18121584	18149335	Tango2	protein_coding
ENSMUSG00000013539	ENSMUST00000231372	16	-1	18121620	18161761	Tango2	protein_coding
ENSMUSG00000013539	ENSMUST00000125287	16	-1	18128752	18165967	Tango2	protein_coding
ENSMUSG00000013539	ENSMUST00000130752	16	-1	18128760	18161766	Tango2	protein_coding
ENSMUSG00000118669	ENSMUST00000239533	16	1	18166046	18225826	AC084822.1	protein_coding
ENSMUSG00000118669	ENSMUST00000239534	16	1	18166138	18225826	AC084822.1	protein_coding
ENSMUSG00000118669	ENSMUST00000239535	16	1	18198648	18225497	AC084822.1	protein_coding
ENSMUSG00000118669	ENSMUST00000239536	16	1	18198648	18225826	AC084822.1	protein_coding
ENSMUSG00000118669	ENSMUST00000239538	16	1	18210454	18225006	AC084822.1	protein_coding
ENSMUSG00000118669	ENSMUST00000239547	16	1	18210481	18225821	AC084822.1	protein_coding
ENSMUSG00000118669	ENSMUST00000239548	16	1	18210519	18225497	AC084822.1	protein_coding
ENSMUSG00000118669	ENSMUST00000239551	16	1	18222246	18224733	AC084822.1	protein_coding
ENSMUSG00000000326	ENSMUST00000165430	16	-1	18225636	18232244	Comt	protein_coding
ENSMUSG00000000326	ENSMUST00000115609	16	-1	18226016	18245602	Comt	protein_coding
ENSMUSG00000000326	ENSMUST00000000335	16	-1	18226294	18245354	Comt	protein_coding
ENSMUSG00000000326	ENSMUST00000147720	16	-1	18229513	18232244	Comt	protein_coding
ENSMUSG00000075704	ENSMUST00000205679	16	1	18245134	18297817	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000206606	16	1	18245167	18297820	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000115606	16	1	18245167	18297823	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000115604	16	1	18245188	18275218	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000177856	16	1	18245188	18297817	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000178093	16	1	18245188	18297817	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000206151	16	1	18245195	18297820	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000131303	16	1	18245212	18256562	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000126778	16	1	18247447	18256560	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000144233	16	1	18247675	18261956	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000138310	16	1	18259551	18261199	Txnrd2	protein_coding
ENSMUSG00000000884	ENSMUST00000231621	16	1	18317463	18383290	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000139625	16	1	18317573	18371138	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000149035	16	1	18317636	18371188	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000167778	16	1	18317636	18385377	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000090086	16	1	18317638	18385429	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000115601	16	1	18317638	18385429	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000147739	16	1	18317647	18362975	Gnb1l	protein_coding
ENSMUSG00000086965	ENSMUST00000146673	16	1	18317651	18320408	Rtl10	protein_coding
ENSMUSG00000009097	ENSMUST00000232335	16	-1	18399729	18405719	Tbx1	protein_coding
ENSMUSG00000009097	ENSMUST00000009241	16	-1	18400454	18409421	Tbx1	protein_coding
ENSMUSG00000009097	ENSMUST00000232589	16	-1	18405294	18407558	Tbx1	protein_coding
ENSMUSG00000050761	ENSMUST00000167388	16	-1	18439067	18440390	Gp1bb	protein_coding
ENSMUSG00000050761	ENSMUST00000051160	16	-1	18439069	18441153	Gp1bb	protein_coding
ENSMUSG00000116594	ENSMUST00000231335	16	-1	18439216	18445177	Gm49601	protein_coding
ENSMUSG00000072214	ENSMUST00000232653	16	-1	18439252	18445221	Septin5	protein_coding
ENSMUSG00000072214	ENSMUST00000096987	16	-1	18440561	18448704	Septin5	protein_coding
ENSMUSG00000072214	ENSMUST00000231956	16	-1	18441411	18448689	Septin5	protein_coding
ENSMUSG00000072214	ENSMUST00000231622	16	-1	18443191	18448454	Septin5	protein_coding
ENSMUSG00000041378	ENSMUST00000043577	16	1	18595597	18597012	Cldn5	protein_coding
ENSMUSG00000000028	ENSMUST00000000028	16	-1	18599197	18630722	Cdc45	protein_coding
ENSMUSG00000000028	ENSMUST00000096990	16	-1	18599203	18630376	Cdc45	protein_coding
ENSMUSG00000000028	ENSMUST00000115585	16	-1	18626106	18630737	Cdc45	protein_coding
ENSMUSG00000005262	ENSMUST00000115578	16	1	18630582	18654006	Ufd1	protein_coding
ENSMUSG00000005262	ENSMUST00000005394	16	1	18631044	18654011	Ufd1	protein_coding
ENSMUSG00000005262	ENSMUST00000172451	16	1	18645811	18647205	Ufd1	protein_coding
ENSMUSG00000071632	ENSMUST00000055413	16	1	18655328	18658910	2510002D24Rik	protein_coding
ENSMUSG00000071632	ENSMUST00000123146	16	1	18655331	18656137	2510002D24Rik	protein_coding
ENSMUSG00000071632	ENSMUST00000191388	16	1	18655331	18658795	2510002D24Rik	protein_coding
ENSMUSG00000022706	ENSMUST00000023391	16	-1	18690768	18695612	Mrpl40	protein_coding
ENSMUSG00000022706	ENSMUST00000119273	16	-1	18690976	18695289	Mrpl40	protein_coding
ENSMUSG00000022702	ENSMUST00000120532	16	1	18695787	18746761	Hira	protein_coding
ENSMUSG00000022702	ENSMUST00000004222	16	1	18695816	18789059	Hira	protein_coding
ENSMUSG00000050742	ENSMUST00000216157	16	-1	19102854	19132814	Olfr164	protein_coding
ENSMUSG00000050742	ENSMUST00000056727	16	-1	19104493	19105587	Olfr164	protein_coding
ENSMUSG00000050158	ENSMUST00000206110	16	-1	19224994	19241884	Olfr165	protein_coding
ENSMUSG00000050158	ENSMUST00000052516	16	-1	19225789	19226828	Olfr165	protein_coding
ENSMUSG00000050158	ENSMUST00000206410	16	-1	19225789	19226828	Olfr165	protein_coding
ENSMUSG00000056822	ENSMUST00000216465	16	1	19302444	19308632	Olfr166	protein_coding
ENSMUSG00000056822	ENSMUST00000213531	16	1	19302444	19308632	Olfr166	protein_coding
ENSMUSG00000056822	ENSMUST00000074739	16	1	19305543	19306582	Olfr166	protein_coding
ENSMUSG00000045341	ENSMUST00000214315	16	-1	19328308	19341016	Olfr167	protein_coding
ENSMUSG00000045341	ENSMUST00000054606	16	-1	19333446	19334384	Olfr167	protein_coding
ENSMUSG00000061361	ENSMUST00000213480	16	-1	19348024	19354305	Olfr168	protein_coding
ENSMUSG00000061361	ENSMUST00000078554	16	-1	19348730	19349668	Olfr168	protein_coding
ENSMUSG00000068535	ENSMUST00000215040	16	-1	19383639	19390500	Olfr169	protein_coding
ENSMUSG00000068535	ENSMUST00000216070	16	-1	19383639	19390521	Olfr169	protein_coding
ENSMUSG00000068535	ENSMUST00000215476	16	-1	19383639	19390559	Olfr169	protein_coding
ENSMUSG00000068535	ENSMUST00000090062	16	-1	19384690	19385631	Olfr169	protein_coding
ENSMUSG00000062245	ENSMUST00000078603	16	-1	19424446	19425453	Olfr170	protein_coding
ENSMUSG00000062245	ENSMUST00000218837	16	-1	19424446	19425453	Olfr170	protein_coding
ENSMUSG00000062245	ENSMUST00000206562	16	-1	19424446	19430632	Olfr170	protein_coding
ENSMUSG00000060480	ENSMUST00000205467	16	-1	19442680	19448666	Olfr171	protein_coding
ENSMUSG00000060480	ENSMUST00000079891	16	-1	19442907	19443851	Olfr171	protein_coding
ENSMUSG00000041247	ENSMUST00000081880	16	-1	19472128	19525125	Lamp3	protein_coding
ENSMUSG00000022686	ENSMUST00000121344	16	1	19578958	19590983	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000079780	16	1	19578984	19591213	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000164397	16	1	19578984	19591503	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000119468	16	1	19579804	19589374	B3gnt5	protein_coding
ENSMUSG00000075330	ENSMUST00000100083	16	-1	19695317	19703014	A930003A15Rik	protein_coding
ENSMUSG00000075330	ENSMUST00000231564	16	-1	19695435	19703024	A930003A15Rik	protein_coding
ENSMUSG00000043008	ENSMUST00000058839	16	-1	19765246	19801787	Klhl6	protein_coding
ENSMUSG00000062901	ENSMUST00000023509	16	1	19916292	19947971	Klhl24	protein_coding
ENSMUSG00000062901	ENSMUST00000232088	16	1	19916313	19926143	Klhl24	protein_coding
ENSMUSG00000062901	ENSMUST00000231842	16	1	19916342	19925882	Klhl24	protein_coding
ENSMUSG00000041215	ENSMUST00000090052	16	1	19959813	20051323	Yeats2	protein_coding
ENSMUSG00000041215	ENSMUST00000115560	16	1	19959817	20051323	Yeats2	protein_coding
ENSMUSG00000041215	ENSMUST00000231705	16	1	19960314	19978004	Yeats2	protein_coding
ENSMUSG00000041215	ENSMUST00000232019	16	1	19971661	20050072	Yeats2	protein_coding
ENSMUSG00000041205	ENSMUST00000040880	16	-1	20052053	20060108	Map6d1	protein_coding
ENSMUSG00000033918	ENSMUST00000152887	16	-1	20098568	20120563	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000048642	16	-1	20098570	20121137	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000232036	16	-1	20098570	20121137	Parl	protein_coding
ENSMUSG00000022818	ENSMUST00000023513	16	-1	20127137	20141815	Cyp2ab1	protein_coding
ENSMUSG00000022818	ENSMUST00000182508	16	-1	20127137	20144154	Cyp2ab1	protein_coding
ENSMUSG00000022818	ENSMUST00000182741	16	-1	20128526	20135500	Cyp2ab1	protein_coding
ENSMUSG00000022822	ENSMUST00000079158	16	-1	20150053	20245144	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000115547	16	-1	20150056	20245085	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000077867	16	-1	20211425	20244736	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000096199	16	-1	20219511	20245104	Abcc5	protein_coding
ENSMUSG00000003235	ENSMUST00000003320	16	1	20317567	20328073	Eif2b5	protein_coding
ENSMUSG00000003235	ENSMUST00000231315	16	1	20323513	20328073	Eif2b5	protein_coding
ENSMUSG00000003235	ENSMUST00000148714	16	1	20325148	20328073	Eif2b5	protein_coding
ENSMUSG00000003233	ENSMUST00000003318	16	1	20335732	20350421	Dvl3	protein_coding
ENSMUSG00000003233	ENSMUST00000171572	16	1	20335814	20352760	Dvl3	protein_coding
ENSMUSG00000003233	ENSMUST00000171774	16	1	20335856	20350396	Dvl3	protein_coding
ENSMUSG00000022841	ENSMUST00000090023	16	1	20354228	20362806	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000007216	16	1	20354230	20363659	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000232001	16	1	20354269	20359979	Ap2m1	protein_coding
ENSMUSG00000003234	ENSMUST00000003319	16	1	20367327	20380129	Abcf3	protein_coding
ENSMUSG00000003234	ENSMUST00000232680	16	1	20367394	20378483	Abcf3	protein_coding
