ENSMUSG00000047735	ENSMUST00000201638	6	-1	3376950	3385006	Samd9l	protein_coding
ENSMUSG00000029918	ENSMUST00000031978	6	-1	39778738	39787922	Mrps33	protein_coding
ENSMUSG00000029918	ENSMUST00000114797	6	-1	39779126	39787819	Mrps33	protein_coding
ENSMUSG00000029918	ENSMUST00000201461	6	-1	39779318	39782976	Mrps33	protein_coding
ENSMUSG00000057716	ENSMUST00000239008	6	1	39848395	40222706	Tmem178b	protein_coding
ENSMUSG00000057716	ENSMUST00000180886	6	1	39850005	40232009	Tmem178b	protein_coding
ENSMUSG00000057716	ENSMUST00000061740	6	1	40087185	40225371	Tmem178b	protein_coding
ENSMUSG00000029916	ENSMUST00000031977	6	1	40302106	40373696	Agk	protein_coding
ENSMUSG00000037172	ENSMUST00000101492	6	-1	40378309	40413069	Dennd11	protein_coding
ENSMUSG00000037172	ENSMUST00000039008	6	-1	40384434	40413067	Dennd11	protein_coding
ENSMUSG00000037172	ENSMUST00000201712	6	-1	40395480	40408342	Dennd11	protein_coding
ENSMUSG00000037159	ENSMUST00000202464	6	1	40416022	40432061	Wee2	protein_coding
ENSMUSG00000037159	ENSMUST00000038907	6	1	40419797	40443747	Wee2	protein_coding
ENSMUSG00000037159	ENSMUST00000141490	6	1	40419871	40421088	Wee2	protein_coding
ENSMUSG00000029911	ENSMUST00000114779	6	1	40448286	40461634	Ssbp1	protein_coding
ENSMUSG00000029911	ENSMUST00000031971	6	1	40448349	40455521	Ssbp1	protein_coding
ENSMUSG00000029911	ENSMUST00000121360	6	1	40448402	40457929	Ssbp1	protein_coding
ENSMUSG00000029911	ENSMUST00000117411	6	1	40448409	40457926	Ssbp1	protein_coding
ENSMUSG00000029911	ENSMUST00000117830	6	1	40448460	40453445	Ssbp1	protein_coding
ENSMUSG00000052850	ENSMUST00000064932	6	1	40468167	40469239	Tas2r137	protein_coding
ENSMUSG00000037140	ENSMUST00000038750	6	1	40470463	40471475	Tas2r108	protein_coding
ENSMUSG00000029909	ENSMUST00000031967	6	-1	40491758	40496442	Prss37	protein_coding
ENSMUSG00000068259	ENSMUST00000215009	6	-1	40519105	40531984	Olfr461	protein_coding
ENSMUSG00000068259	ENSMUST00000089490	6	-1	40520970	40521911	Olfr461	protein_coding
ENSMUSG00000045514	ENSMUST00000216942	6	1	40546421	40551277	Olfr460	protein_coding
ENSMUSG00000045514	ENSMUST00000051540	6	1	40548291	40549351	Olfr460	protein_coding
ENSMUSG00000029915	ENSMUST00000101491	6	-1	40551828	40562737	Clec5a	protein_coding
ENSMUSG00000029915	ENSMUST00000129948	6	-1	40554784	40562729	Clec5a	protein_coding
ENSMUSG00000029915	ENSMUST00000177178	6	-1	40554894	40562724	Clec5a	protein_coding
ENSMUSG00000058250	ENSMUST00000076565	6	-1	40589249	40590244	Tas2r138	protein_coding
ENSMUSG00000068587	ENSMUST00000202636	6	1	40605765	40635907	Mgam	protein_coding
ENSMUSG00000068587	ENSMUST00000201148	6	1	40605765	40746057	Mgam	protein_coding
ENSMUSG00000068587	ENSMUST00000071535	6	1	40605765	40746057	Mgam	protein_coding
ENSMUSG00000068587	ENSMUST00000238599	6	1	40619913	40745218	Mgam	protein_coding
ENSMUSG00000068587	ENSMUST00000202966	6	1	40648828	40741203	Mgam	protein_coding
ENSMUSG00000068587	ENSMUST00000202779	6	1	40705886	40745389	Mgam	protein_coding
ENSMUSG00000102802	ENSMUST00000195870	6	1	40763875	40845098	Mgam2-ps	protein_coding
ENSMUSG00000029885	ENSMUST00000031937	6	-1	40855728	40864428	Moxd2	protein_coding
ENSMUSG00000051936	ENSMUST00000063523	6	-1	40872204	40877321	Prss58	protein_coding
ENSMUSG00000029883	ENSMUST00000122181	6	-1	40897371	40917431	1700074P13Rik	protein_coding
ENSMUSG00000029883	ENSMUST00000031935	6	-1	40897394	40917491	1700074P13Rik	protein_coding
ENSMUSG00000029883	ENSMUST00000136499	6	-1	40898718	40906674	1700074P13Rik	protein_coding
ENSMUSG00000094808	ENSMUST00000076638	6	1	40941688	40945369	1810009J06Rik	protein_coding
ENSMUSG00000096525	ENSMUST00000166306	6	-1	40972764	40976413	Gm2663	protein_coding
ENSMUSG00000029882	ENSMUST00000031931	6	-1	41007202	41012443	2210010C04Rik	protein_coding
ENSMUSG00000054106	ENSMUST00000031913	6	1	41279203	41282466	Try4	protein_coding
ENSMUSG00000036938	ENSMUST00000064324	6	-1	41288167	41291645	Try5	protein_coding
ENSMUSG00000036938	ENSMUST00000173916	6	-1	41288222	41293775	Try5	protein_coding
ENSMUSG00000071521	ENSMUST00000072103	6	1	41331039	41334848	Try10	protein_coding
ENSMUSG00000071519	ENSMUST00000096003	6	-1	41350748	41354612	Prss3	protein_coding
ENSMUSG00000058119	ENSMUST00000049079	6	1	41369290	41374164	Gm5771	protein_coding
ENSMUSG00000071517	ENSMUST00000095999	6	-1	41419150	41423079	Gm10334	protein_coding
ENSMUSG00000062751	ENSMUST00000031910	6	1	41435866	41440720	Prss1	protein_coding
ENSMUSG00000057163	ENSMUST00000070380	6	1	41498721	41502013	Prss2	protein_coding
ENSMUSG00000029869	ENSMUST00000114732	6	1	41582416	41597443	Ephb6	protein_coding
ENSMUSG00000029869	ENSMUST00000167497	6	1	41596877	41597441	Ephb6	protein_coding
ENSMUSG00000029868	ENSMUST00000031902	6	-1	41597558	41613339	Trpv6	protein_coding
ENSMUSG00000036899	ENSMUST00000031901	6	-1	41629107	41657703	Trpv5	protein_coding
ENSMUSG00000036899	ENSMUST00000193503	6	-1	41630064	41657589	Trpv5	protein_coding
ENSMUSG00000029867	ENSMUST00000031900	6	1	41661365	41662651	Llcfc1	protein_coding
ENSMUSG00000029866	ENSMUST00000031899	6	-1	41663264	41681273	Kel	protein_coding
ENSMUSG00000029866	ENSMUST00000194597	6	-1	41663269	41664926	Kel	protein_coding
ENSMUSG00000029866	ENSMUST00000192118	6	-1	41664953	41676102	Kel	protein_coding
ENSMUSG00000045479	ENSMUST00000214752	6	-1	41745704	41751648	Olfr459	protein_coding
ENSMUSG00000045479	ENSMUST00000214976	6	-1	41745704	41752111	Olfr459	protein_coding
ENSMUSG00000045479	ENSMUST00000050412	6	-1	41748192	41749300	Olfr459	protein_coding
ENSMUSG00000058499	ENSMUST00000075351	6	1	41824469	41828999	Pip	protein_coding
ENSMUSG00000058499	ENSMUST00000203244	6	1	41824502	41828891	Pip	protein_coding
ENSMUSG00000058499	ENSMUST00000204575	6	1	41824519	41828518	Pip	protein_coding
ENSMUSG00000014104	ENSMUST00000120605	6	1	41829923	41841347	Sval2	protein_coding
ENSMUSG00000014104	ENSMUST00000014248	6	1	41837173	41841306	Sval2	protein_coding
ENSMUSG00000014104	ENSMUST00000119995	6	1	41838726	41841306	Sval2	protein_coding
ENSMUSG00000029865	ENSMUST00000031898	6	1	41928564	41933032	Sval1	protein_coding
ENSMUSG00000062833	ENSMUST00000080742	6	1	41945074	41950024	Sval3	protein_coding
ENSMUSG00000023289	ENSMUST00000117406	6	1	42015328	42019779	Sva	protein_coding
ENSMUSG00000023289	ENSMUST00000024059	6	1	42015328	42019785	Sva	protein_coding
ENSMUSG00000047102	ENSMUST00000057686	6	1	42117870	42118829	Tas2r139	protein_coding
ENSMUSG00000051917	ENSMUST00000063489	6	1	42192262	42193221	Tas2r144	protein_coding
ENSMUSG00000029864	ENSMUST00000031897	6	1	42222869	42227375	Gstk1	protein_coding
ENSMUSG00000071506	ENSMUST00000095987	6	1	42238904	42241489	Tmem139	protein_coding
ENSMUSG00000029863	ENSMUST00000031895	6	1	42241919	42259442	Casp2	protein_coding
ENSMUSG00000029862	ENSMUST00000238845	6	1	42263619	42275858	Clcn1	protein_coding
ENSMUSG00000029862	ENSMUST00000031894	6	1	42263619	42291590	Clcn1	protein_coding
ENSMUSG00000029862	ENSMUST00000163936	6	1	42263790	42291112	Clcn1	protein_coding
ENSMUSG00000029861	ENSMUST00000031891	6	-1	42292246	42301574	Fam131b	protein_coding
ENSMUSG00000029861	ENSMUST00000143278	6	-1	42292246	42301577	Fam131b	protein_coding
ENSMUSG00000029861	ENSMUST00000095974	6	-1	42292247	42301526	Fam131b	protein_coding
ENSMUSG00000029860	ENSMUST00000203329	6	1	42326564	42328082	Zyx	protein_coding
ENSMUSG00000029860	ENSMUST00000203846	6	1	42326714	42328541	Zyx	protein_coding
ENSMUSG00000029860	ENSMUST00000203652	6	1	42326762	42335496	Zyx	protein_coding
ENSMUSG00000029860	ENSMUST00000070635	6	1	42326803	42335326	Zyx	protein_coding
ENSMUSG00000029860	ENSMUST00000203401	6	1	42326967	42335326	Zyx	protein_coding
ENSMUSG00000029860	ENSMUST00000164375	6	1	42326973	42337147	Zyx	protein_coding
ENSMUSG00000029860	ENSMUST00000203849	6	1	42327005	42327998	Zyx	protein_coding
ENSMUSG00000029859	ENSMUST00000073387	6	-1	42335421	42350202	Epha1	protein_coding
ENSMUSG00000029859	ENSMUST00000204357	6	-1	42335650	42350202	Epha1	protein_coding
ENSMUSG00000046652	ENSMUST00000057398	6	1	42377172	42378053	Tas2r143	protein_coding
ENSMUSG00000056203	ENSMUST00000070178	6	1	42382368	42383460	Tas2r135	protein_coding
ENSMUSG00000048284	ENSMUST00000059534	6	1	42411469	42412398	Tas2r126	protein_coding
ENSMUSG00000068574	ENSMUST00000216650	6	-1	42436913	42442130	Olfr458	protein_coding
ENSMUSG00000068574	ENSMUST00000090156	6	-1	42437010	42437951	Olfr458	protein_coding
ENSMUSG00000091983	ENSMUST00000204324	6	-1	42444949	42453259	Olfr457	protein_coding
ENSMUSG00000091983	ENSMUST00000203396	6	-1	42444949	42453269	Olfr457	protein_coding
ENSMUSG00000091983	ENSMUST00000170504	6	-1	42448096	42449134	Olfr457	protein_coding
ENSMUSG00000090631	ENSMUST00000057251	6	-1	42463097	42464148	Olfr456	protein_coding
ENSMUSG00000071494	ENSMUST00000217978	6	-1	42512598	42524521	Olfr455	protein_coding
ENSMUSG00000071494	ENSMUST00000171307	6	-1	42515001	42515954	Olfr455	protein_coding
ENSMUSG00000018656	ENSMUST00000069023	6	-1	42564147	42574306	Tcaf3	protein_coding
ENSMUSG00000018656	ENSMUST00000134707	6	-1	42571084	42574626	Tcaf3	protein_coding
ENSMUSG00000029851	ENSMUST00000031879	6	-1	42599950	42622188	Tcaf2	protein_coding
ENSMUSG00000036667	ENSMUST00000045054	6	-1	42644936	42687022	Tcaf1	protein_coding
ENSMUSG00000036667	ENSMUST00000121083	6	-1	42646876	42670021	Tcaf1	protein_coding
ENSMUSG00000036667	ENSMUST00000045140	6	-1	42647963	42669993	Tcaf1	protein_coding
ENSMUSG00000095831	ENSMUST00000213997	6	1	42716305	42723897	Olfr453	protein_coding
ENSMUSG00000095831	ENSMUST00000053647	6	1	42720973	42721926	Olfr453	protein_coding
ENSMUSG00000095236	ENSMUST00000215796	6	1	42733338	42740165	Olfr38	protein_coding
ENSMUSG00000095236	ENSMUST00000074499	6	1	42738988	42739941	Olfr38	protein_coding
ENSMUSG00000094192	ENSMUST00000217701	6	1	42762027	42768553	Olfr452	protein_coding
ENSMUSG00000094192	ENSMUST00000215719	6	1	42762038	42768553	Olfr452	protein_coding
ENSMUSG00000094192	ENSMUST00000214465	6	1	42762038	42768553	Olfr452	protein_coding
ENSMUSG00000094192	ENSMUST00000075468	6	1	42766975	42767928	Olfr452	protein_coding
ENSMUSG00000054431	ENSMUST00000218832	6	1	42788873	42796015	Olfr450	protein_coding
ENSMUSG00000054431	ENSMUST00000067503	6	1	42794407	42795339	Olfr450	protein_coding
ENSMUSG00000049168	ENSMUST00000204229	6	1	42811318	42815208	Olfr449	protein_coding
ENSMUSG00000049168	ENSMUST00000214687	6	1	42811318	42816450	Olfr449	protein_coding
ENSMUSG00000049168	ENSMUST00000204072	6	1	42811362	42816450	Olfr449	protein_coding
ENSMUSG00000049168	ENSMUST00000050729	6	1	42814786	42815822	Olfr449	protein_coding
ENSMUSG00000043119	ENSMUST00000214529	6	1	42867375	42876019	Olfr448	protein_coding
ENSMUSG00000043119	ENSMUST00000213952	6	1	42867662	42876019	Olfr448	protein_coding
ENSMUSG00000043119	ENSMUST00000058668	6	1	42873387	42874319	Olfr448	protein_coding
ENSMUSG00000045708	ENSMUST00000216408	6	1	42885812	42891207	Olfr447	protein_coding
ENSMUSG00000045708	ENSMUST00000055763	6	1	42888459	42889391	Olfr447	protein_coding
ENSMUSG00000073111	ENSMUST00000215369	6	1	42898311	42908075	Olfr446	protein_coding
ENSMUSG00000073111	ENSMUST00000216199	6	1	42898317	42908075	Olfr446	protein_coding
ENSMUSG00000073111	ENSMUST00000215686	6	1	42898322	42908075	Olfr446	protein_coding
ENSMUSG00000073111	ENSMUST00000101461	6	1	42904167	42905093	Olfr446	protein_coding
ENSMUSG00000073110	ENSMUST00000204092	6	1	42926001	42933698	Olfr444	protein_coding
ENSMUSG00000073110	ENSMUST00000095955	6	1	42932393	42933442	Olfr444	protein_coding
ENSMUSG00000094669	ENSMUST00000213649	6	1	43083303	43094737	Olfr441	protein_coding
ENSMUSG00000094669	ENSMUST00000095954	6	1	43092678	43093610	Olfr441	protein_coding
ENSMUSG00000094200	ENSMUST00000215911	6	1	43123501	43134103	Olfr237	protein_coding
ENSMUSG00000094200	ENSMUST00000216411	6	1	43123501	43134103	Olfr237	protein_coding
ENSMUSG00000094200	ENSMUST00000095953	6	1	43130196	43131195	Olfr237	protein_coding
ENSMUSG00000071481	ENSMUST00000205175	6	1	43140216	43146795	Olfr437	protein_coding
ENSMUSG00000071481	ENSMUST00000060243	6	1	43143944	43144961	Olfr437	protein_coding
ENSMUSG00000043605	ENSMUST00000216179	6	1	43149074	43154394	Olfr13	protein_coding
ENSMUSG00000043605	ENSMUST00000059512	6	1	43150886	43151939	Olfr13	protein_coding
ENSMUSG00000048693	ENSMUST00000215565	6	1	43174080	43180563	Olfr435	protein_coding
ENSMUSG00000048693	ENSMUST00000058118	6	1	43178580	43179521	Olfr435	protein_coding
ENSMUSG00000059411	ENSMUST00000216562	6	1	43189955	43195047	Olfr434	protein_coding
ENSMUSG00000059411	ENSMUST00000076752	6	1	43193817	43194872	Olfr434	protein_coding
ENSMUSG00000061210	ENSMUST00000215569	6	1	43208463	43213893	Olfr47	protein_coding
ENSMUSG00000061210	ENSMUST00000078057	6	1	43212512	43213570	Olfr47	protein_coding
ENSMUSG00000033542	ENSMUST00000031750	6	1	43242516	43266254	Arhgef5	protein_coding
ENSMUSG00000033542	ENSMUST00000182924	6	1	43251445	43266253	Arhgef5	protein_coding
ENSMUSG00000029736	ENSMUST00000031749	6	-1	43280608	43286488	Nobox	protein_coding
ENSMUSG00000029736	ENSMUST00000172554	6	-1	43280832	43284170	Nobox	protein_coding
ENSMUSG00000029735	ENSMUST00000067888	6	-1	43321935	43643212	Tpk1	protein_coding
ENSMUSG00000029735	ENSMUST00000114644	6	-1	43322208	43643109	Tpk1	protein_coding
ENSMUSG00000039419	ENSMUST00000207647	6	1	45036291	45692879	Cntnap2	protein_coding
ENSMUSG00000039419	ENSMUST00000114641	6	1	45036995	47281147	Cntnap2	protein_coding
ENSMUSG00000039419	ENSMUST00000150737	6	1	47021994	47072494	Cntnap2	protein_coding
ENSMUSG00000039419	ENSMUST00000199100	6	1	47221321	47281143	Cntnap2	protein_coding
ENSMUSG00000039419	ENSMUST00000060839	6	1	47221387	47276504	Cntnap2	protein_coding
ENSMUSG00000029686	ENSMUST00000146828	6	1	47430332	47474171	Cul1	protein_coding
ENSMUSG00000029686	ENSMUST00000152547	6	1	47430426	47461899	Cul1	protein_coding
ENSMUSG00000029686	ENSMUST00000146200	6	1	47430838	47500700	Cul1	protein_coding
ENSMUSG00000029686	ENSMUST00000031697	6	1	47431254	47503073	Cul1	protein_coding
ENSMUSG00000029686	ENSMUST00000143941	6	1	47431322	47462111	Cul1	protein_coding
ENSMUSG00000029687	ENSMUST00000204243	6	-1	47507073	47517669	Ezh2	protein_coding
ENSMUSG00000029687	ENSMUST00000081721	6	-1	47507073	47571964	Ezh2	protein_coding
ENSMUSG00000029687	ENSMUST00000114618	6	-1	47507073	47571964	Ezh2	protein_coding
ENSMUSG00000029687	ENSMUST00000114616	6	-1	47507073	47571964	Ezh2	protein_coding
ENSMUSG00000029687	ENSMUST00000092648	6	-1	47507475	47554594	Ezh2	protein_coding
ENSMUSG00000029687	ENSMUST00000133043	6	-1	47529320	47572275	Ezh2	protein_coding
ENSMUSG00000025823	ENSMUST00000077290	6	-1	47773075	47790364	Pdia4	protein_coding
ENSMUSG00000051499	ENSMUST00000058844	6	-1	47796200	47807801	Zfp786	protein_coding
ENSMUSG00000062519	ENSMUST00000079881	6	1	47812598	47844622	Zfp398	protein_coding
ENSMUSG00000062519	ENSMUST00000114598	6	1	47812629	47850471	Zfp398	protein_coding
ENSMUSG00000025821	ENSMUST00000061890	6	1	47854138	47885419	Zfp282	protein_coding
ENSMUSG00000052763	ENSMUST00000009411	6	1	47897410	47909573	Zfp212	protein_coding
ENSMUSG00000045466	ENSMUST00000101445	6	1	47930324	47942234	Zfp956	protein_coding
ENSMUSG00000071477	ENSMUST00000114583	6	-1	48001122	48025048	Zfp777	protein_coding
ENSMUSG00000071477	ENSMUST00000095944	6	-1	48001139	48025845	Zfp777	protein_coding
ENSMUSG00000071477	ENSMUST00000148362	6	-1	48006313	48021177	Zfp777	protein_coding
ENSMUSG00000071477	ENSMUST00000147281	6	-1	48021097	48025048	Zfp777	protein_coding
ENSMUSG00000071477	ENSMUST00000125385	6	-1	48021379	48024728	Zfp777	protein_coding
ENSMUSG00000057691	ENSMUST00000073124	6	-1	48039329	48063527	Zfp746	protein_coding
ENSMUSG00000057691	ENSMUST00000203609	6	-1	48039329	48063527	Zfp746	protein_coding
ENSMUSG00000057691	ENSMUST00000203033	6	-1	48041685	48044294	Zfp746	protein_coding
ENSMUSG00000042810	ENSMUST00000114571	6	1	48372520	48396479	Krba1	protein_coding
ENSMUSG00000042810	ENSMUST00000031815	6	1	48372548	48393838	Krba1	protein_coding
ENSMUSG00000042810	ENSMUST00000203371	6	1	48372566	48393833	Krba1	protein_coding
ENSMUSG00000042810	ENSMUST00000077093	6	1	48372592	48396479	Krba1	protein_coding
ENSMUSG00000042810	ENSMUST00000114572	6	1	48372800	48394400	Krba1	protein_coding
ENSMUSG00000068551	ENSMUST00000114566	6	-1	48404631	48420970	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000101443	6	-1	48404631	48422398	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000114564	6	-1	48404631	48422501	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000114563	6	-1	48411084	48422307	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000114559	6	-1	48413547	48422018	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000114560	6	-1	48413547	48422024	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000114561	6	-1	48413547	48422759	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000114558	6	-1	48413571	48422376	Zfp467	protein_coding
ENSMUSG00000068551	ENSMUST00000114556	6	-1	48414574	48422627	Zfp467	protein_coding
ENSMUSG00000029797	ENSMUST00000212740	6	1	48425163	48478033	Sspo	protein_coding
ENSMUSG00000029797	ENSMUST00000169350	6	1	48425163	48478169	Sspo	protein_coding
ENSMUSG00000029797	ENSMUST00000043676	6	1	48425163	48478184	Sspo	protein_coding
ENSMUSG00000029797	ENSMUST00000188970	6	1	48470714	48473140	Sspo	protein_coding
ENSMUSG00000039347	ENSMUST00000040361	6	1	48514549	48518735	Atp6v0e2	protein_coding
ENSMUSG00000039347	ENSMUST00000203011	6	1	48514599	48518735	Atp6v0e2	protein_coding
ENSMUSG00000073096	ENSMUST00000114545	6	1	48531730	48547656	Lrrc61	protein_coding
ENSMUSG00000073096	ENSMUST00000153222	6	1	48531733	48545260	Lrrc61	protein_coding
ENSMUSG00000073096	ENSMUST00000204071	6	1	48531733	48545280	Lrrc61	protein_coding
ENSMUSG00000073096	ENSMUST00000101436	6	1	48531739	48547655	Lrrc61	protein_coding
ENSMUSG00000073096	ENSMUST00000203627	6	1	48531763	48545463	Lrrc61	protein_coding
ENSMUSG00000009281	ENSMUST00000009425	6	-1	48546630	48549622	Rarres2	protein_coding
ENSMUSG00000009281	ENSMUST00000204267	6	-1	48546630	48549689	Rarres2	protein_coding
ENSMUSG00000009281	ENSMUST00000204930	6	-1	48546630	48549721	Rarres2	protein_coding
ENSMUSG00000009281	ENSMUST00000204182	6	-1	48546644	48549723	Rarres2	protein_coding
ENSMUSG00000107588	ENSMUST00000204521	6	1	48566544	48590184	Gm45021	protein_coding
ENSMUSG00000052751	ENSMUST00000154010	6	1	48570817	48574321	Repin1	protein_coding
ENSMUSG00000052751	ENSMUST00000009420	6	1	48570817	48576015	Repin1	protein_coding
ENSMUSG00000052751	ENSMUST00000163452	6	1	48570817	48576015	Repin1	protein_coding
ENSMUSG00000052751	ENSMUST00000118229	6	1	48570825	48576016	Repin1	protein_coding
ENSMUSG00000052751	ENSMUST00000135151	6	1	48570834	48576015	Repin1	protein_coding
ENSMUSG00000007216	ENSMUST00000204095	6	1	48578997	48600161	Zfp775	protein_coding
ENSMUSG00000007216	ENSMUST00000204042	6	1	48582472	48596676	Zfp775	protein_coding
ENSMUSG00000007216	ENSMUST00000061720	6	1	48590114	48600161	Zfp775	protein_coding
ENSMUSG00000053297	ENSMUST00000095938	6	1	48603698	48610619	AI854703	protein_coding
ENSMUSG00000053297	ENSMUST00000203088	6	1	48604157	48606397	AI854703	protein_coding
ENSMUSG00000053297	ENSMUST00000204958	6	1	48604215	48606397	AI854703	protein_coding
ENSMUSG00000053297	ENSMUST00000154570	6	1	48604869	48610623	AI854703	protein_coding
ENSMUSG00000064262	ENSMUST00000203083	6	1	48624168	48636734	Gimap8	protein_coding
ENSMUSG00000064262	ENSMUST00000078223	6	1	48624295	48637809	Gimap8	protein_coding
ENSMUSG00000064262	ENSMUST00000203509	6	1	48624318	48637322	Gimap8	protein_coding
ENSMUSG00000051124	ENSMUST00000054050	6	1	48653063	48655633	Gimap9	protein_coding
ENSMUSG00000051124	ENSMUST00000147936	6	1	48654445	48656048	Gimap9	protein_coding
ENSMUSG00000054435	ENSMUST00000118802	6	1	48661483	48668312	Gimap4	protein_coding
ENSMUSG00000054435	ENSMUST00000067506	6	1	48661512	48668994	Gimap4	protein_coding
ENSMUSG00000054435	ENSMUST00000119575	6	1	48661512	48668994	Gimap4	protein_coding
ENSMUSG00000054435	ENSMUST00000121957	6	1	48661515	48668811	Gimap4	protein_coding
ENSMUSG00000054435	ENSMUST00000090070	6	1	48661516	48668994	Gimap4	protein_coding
ENSMUSG00000047867	ENSMUST00000053661	6	-1	48678516	48685159	Gimap6	protein_coding
ENSMUSG00000047867	ENSMUST00000119315	6	-1	48678517	48685147	Gimap6	protein_coding
ENSMUSG00000047867	ENSMUST00000126422	6	-1	48680668	48685130	Gimap6	protein_coding
ENSMUSG00000098715	ENSMUST00000127537	6	1	48695541	48729534	Gm28053	protein_coding
ENSMUSG00000043931	ENSMUST00000052503	6	1	48695555	48701570	Gimap7	protein_coding
ENSMUSG00000043931	ENSMUST00000204785	6	1	48695591	48700673	Gimap7	protein_coding
ENSMUSG00000090019	ENSMUST00000054368	6	1	48715988	48720724	Gimap1	protein_coding
ENSMUSG00000098715	ENSMUST00000204408	6	1	48715991	48729578	Gm28053	protein_coding
ENSMUSG00000090019	ENSMUST00000140054	6	1	48716007	48719657	Gimap1	protein_coding
ENSMUSG00000090019	ENSMUST00000204168	6	1	48716010	48720728	Gimap1	protein_coding
ENSMUSG00000043505	ENSMUST00000055558	6	1	48723131	48731144	Gimap5	protein_coding
ENSMUSG00000039264	ENSMUST00000204036	6	-1	48741398	48747785	Gimap3	protein_coding
ENSMUSG00000039264	ENSMUST00000038811	6	-1	48741400	48743892	Gimap3	protein_coding
ENSMUSG00000029810	ENSMUST00000166247	6	-1	48810752	48818308	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000164733	6	-1	48810759	48817914	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000101429	6	-1	48810764	48818051	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000203355	6	-1	48810806	48818304	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000204073	6	-1	48810940	48818071	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000204783	6	-1	48811441	48817389	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000205159	6	-1	48811556	48817695	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000203229	6	-1	48812379	48818012	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000205147	6	-1	48812379	48818430	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000203265	6	-1	48812381	48817682	Tmem176b	protein_coding
ENSMUSG00000029810	ENSMUST00000203501	6	-1	48812448	48817529	Tmem176b	protein_coding
ENSMUSG00000023367	ENSMUST00000204400	6	1	48817853	48819264	Tmem176a	protein_coding
ENSMUSG00000023367	ENSMUST00000101426	6	1	48818446	48822803	Tmem176a	protein_coding
ENSMUSG00000023367	ENSMUST00000168406	6	1	48818517	48822299	Tmem176a	protein_coding
ENSMUSG00000023367	ENSMUST00000203639	6	1	48818704	48821709	Tmem176a	protein_coding
ENSMUSG00000023367	ENSMUST00000204309	6	1	48819523	48820526	Tmem176a	protein_coding
ENSMUSG00000029811	ENSMUST00000204856	6	1	48849830	48882810	Aoc1	protein_coding
ENSMUSG00000029811	ENSMUST00000031835	6	1	48872188	48886122	Aoc1	protein_coding
ENSMUSG00000029811	ENSMUST00000162948	6	1	48881920	48886121	Aoc1	protein_coding
ENSMUSG00000029811	ENSMUST00000167529	6	1	48881920	48886121	Aoc1	protein_coding
ENSMUSG00000029813	ENSMUST00000031837	6	1	48906829	48910621	Doxl1	protein_coding
ENSMUSG00000068536	ENSMUST00000184917	6	1	48951897	48955679	Doxl2	protein_coding
ENSMUSG00000039215	ENSMUST00000037696	6	1	48963795	48968656	Svs1	protein_coding
ENSMUSG00000029816	ENSMUST00000031840	6	1	49013549	49035116	Gpnmb	protein_coding
ENSMUSG00000029816	ENSMUST00000204260	6	1	49013611	49047863	Gpnmb	protein_coding
ENSMUSG00000029815	ENSMUST00000128616	6	1	49050729	49063685	Malsu1	protein_coding
ENSMUSG00000029814	ENSMUST00000031838	6	-1	49062157	49191891	Igf2bp3	protein_coding
ENSMUSG00000029817	ENSMUST00000204189	6	-1	49220858	49240944	Tra2a	protein_coding
ENSMUSG00000029817	ENSMUST00000031841	6	-1	49220862	49240964	Tra2a	protein_coding
ENSMUSG00000050786	ENSMUST00000055559	6	1	49296208	49318516	Ccdc126	protein_coding
ENSMUSG00000050786	ENSMUST00000114491	6	1	49296241	49318512	Ccdc126	protein_coding
ENSMUSG00000047115	ENSMUST00000060561	6	1	49344673	49367473	Fam221a	protein_coding
ENSMUSG00000047115	ENSMUST00000121903	6	1	49344757	49366214	Fam221a	protein_coding
ENSMUSG00000047115	ENSMUST00000134786	6	1	49344830	49353176	Fam221a	protein_coding
ENSMUSG00000023403	ENSMUST00000024171	6	1	49372538	49446435	Stk31	protein_coding
ENSMUSG00000023403	ENSMUST00000163954	6	1	49372569	49446286	Stk31	protein_coding
ENSMUSG00000023403	ENSMUST00000172459	6	1	49372569	49446286	Stk31	protein_coding
ENSMUSG00000023403	ENSMUST00000167846	6	1	49415498	49446434	Stk31	protein_coding
ENSMUSG00000029819	ENSMUST00000031843	6	1	49799690	49806487	Npy	protein_coding
ENSMUSG00000038388	ENSMUST00000166318	6	1	50087221	50175578	Mpp6	protein_coding
