ENSMUSG00000091618	ENSMUST00000216211	10	-1	3207930	3217750	H60c	protein_coding
ENSMUSG00000048756	ENSMUST00000175881	10	-1	42072264	42152692	Foxo3	protein_coding
ENSMUSG00000048756	ENSMUST00000177542	10	-1	42073550	42134362	Foxo3	protein_coding
ENSMUSG00000048756	ENSMUST00000105501	10	-1	42123427	42152751	Foxo3	protein_coding
ENSMUSG00000038302	ENSMUST00000151747	10	-1	42188581	42354276	Afg1l	protein_coding
ENSMUSG00000038302	ENSMUST00000041024	10	-1	42188581	42354561	Afg1l	protein_coding
ENSMUSG00000019804	ENSMUST00000105500	10	1	42378026	42410783	Snx3	protein_coding
ENSMUSG00000019804	ENSMUST00000019939	10	1	42378027	42411366	Snx3	protein_coding
ENSMUSG00000019804	ENSMUST00000105499	10	1	42378286	42411377	Snx3	protein_coding
ENSMUSG00000019803	ENSMUST00000019938	10	-1	42437959	42459628	Nr2e1	protein_coding
ENSMUSG00000019803	ENSMUST00000105498	10	-1	42439268	42444824	Nr2e1	protein_coding
ENSMUSG00000038280	ENSMUST00000105497	10	1	42459831	42574319	Ostm1	protein_coding
ENSMUSG00000038280	ENSMUST00000144806	10	1	42459834	42576488	Ostm1	protein_coding
ENSMUSG00000038280	ENSMUST00000040718	10	1	42554912	42578455	Ostm1	protein_coding
ENSMUSG00000019802	ENSMUST00000019937	10	1	42637492	42708510	Sec63	protein_coding
ENSMUSG00000044770	ENSMUST00000063063	10	1	42736366	42836776	Scml4	protein_coding
ENSMUSG00000044770	ENSMUST00000157071	10	1	42736539	42806550	Scml4	protein_coding
ENSMUSG00000044770	ENSMUST00000105495	10	1	42736663	42810357	Scml4	protein_coding
ENSMUSG00000044770	ENSMUST00000105494	10	1	42736789	42836774	Scml4	protein_coding
ENSMUSG00000044770	ENSMUST00000125576	10	1	42778469	42811135	Scml4	protein_coding
ENSMUSG00000038248	ENSMUST00000040275	10	-1	42878496	43050526	Sobp	protein_coding
ENSMUSG00000038240	ENSMUST00000095725	10	1	43097482	43316598	Pdss2	protein_coding
ENSMUSG00000038240	ENSMUST00000159139	10	1	43097596	43340878	Pdss2	protein_coding
ENSMUSG00000038240	ENSMUST00000162008	10	1	43269917	43316244	Pdss2	protein_coding
ENSMUSG00000038214	ENSMUST00000167488	10	1	43354827	43391392	Bend3	protein_coding
ENSMUSG00000038214	ENSMUST00000040147	10	1	43355136	43391392	Bend3	protein_coding
ENSMUSG00000038214	ENSMUST00000216679	10	1	43361230	43386087	Bend3	protein_coding
ENSMUSG00000038214	ENSMUST00000214116	10	1	43369161	43386041	Bend3	protein_coding
ENSMUSG00000045886	ENSMUST00000057649	10	1	43400080	43400642	Gm9803	protein_coding
ENSMUSG00000045886	ENSMUST00000216543	10	1	43400102	43400641	Gm9803	protein_coding
ENSMUSG00000019797	ENSMUST00000147196	10	-1	43401129	43416964	Mtres1	protein_coding
ENSMUSG00000047139	ENSMUST00000058714	10	1	43455165	43460261	Cd24a	protein_coding
ENSMUSG00000047139	ENSMUST00000214476	10	1	43455931	43459123	Cd24a	protein_coding
ENSMUSG00000019863	ENSMUST00000020012	10	-1	43750184	43777741	Qrsl1	protein_coding
ENSMUSG00000019864	ENSMUST00000054418	10	1	43777803	43823858	Rtn4ip1	protein_coding
ENSMUSG00000019864	ENSMUST00000105492	10	1	43797031	43823858	Rtn4ip1	protein_coding
ENSMUSG00000019866	ENSMUST00000200401	10	-1	43826632	44024849	Crybg1	protein_coding
ENSMUSG00000019866	ENSMUST00000020017	10	-1	43826634	43880365	Crybg1	protein_coding
ENSMUSG00000019866	ENSMUST00000239010	10	-1	43880171	43934774	Crybg1	protein_coding
ENSMUSG00000038160	ENSMUST00000039286	10	1	44144354	44240287	Atg5	protein_coding
ENSMUSG00000038151	ENSMUST00000039174	10	-1	44313173	44334744	Prdm1	protein_coding
ENSMUSG00000038151	ENSMUST00000105490	10	-1	44314289	44334683	Prdm1	protein_coding
ENSMUSG00000038151	ENSMUST00000218369	10	-1	44315663	44333206	Prdm1	protein_coding
ENSMUSG00000019849	ENSMUST00000099858	10	1	44943299	45043294	Prep	protein_coding
ENSMUSG00000019848	ENSMUST00000175658	10	1	45054194	45191210	Popdc3	protein_coding
ENSMUSG00000019848	ENSMUST00000019994	10	1	45165401	45194548	Popdc3	protein_coding
ENSMUSG00000019848	ENSMUST00000161803	10	1	45165498	45194213	Popdc3	protein_coding
ENSMUSG00000071317	ENSMUST00000095715	10	1	45211868	45248575	Bves	protein_coding
ENSMUSG00000063804	ENSMUST00000079390	10	-1	45252716	45346297	Lin28b	protein_coding
ENSMUSG00000038822	ENSMUST00000037044	10	1	45453925	45588441	Hace1	protein_coding
ENSMUSG00000038822	ENSMUST00000131568	10	1	45454237	45481729	Hace1	protein_coding
ENSMUSG00000038822	ENSMUST00000150511	10	1	45547610	45588255	Hace1	protein_coding
ENSMUSG00000038822	ENSMUST00000131406	10	1	45548654	45588255	Hace1	protein_coding
ENSMUSG00000056073	ENSMUST00000218823	10	-1	48970929	49664862	Grik2	protein_coding
ENSMUSG00000056073	ENSMUST00000105484	10	-1	48975939	49659355	Grik2	protein_coding
ENSMUSG00000056073	ENSMUST00000218598	10	-1	48976823	49659355	Grik2	protein_coding
ENSMUSG00000056073	ENSMUST00000219509	10	-1	48976933	49148901	Grik2	protein_coding
ENSMUSG00000056073	ENSMUST00000218441	10	-1	48977085	49659505	Grik2	protein_coding
ENSMUSG00000056073	ENSMUST00000079751	10	-1	48981114	49659355	Grik2	protein_coding
ENSMUSG00000056073	ENSMUST00000218669	10	-1	49232129	49411449	Grik2	protein_coding
ENSMUSG00000056073	ENSMUST00000220263	10	-1	49371536	49664850	Grik2	protein_coding
ENSMUSG00000038774	ENSMUST00000035606	10	1	50468765	50727581	Ascc3	protein_coding
ENSMUSG00000038774	ENSMUST00000220355	10	1	50472912	50518698	Ascc3	protein_coding
ENSMUSG00000038774	ENSMUST00000219226	10	1	50480847	50495032	Ascc3	protein_coding
ENSMUSG00000019913	ENSMUST00000219436	10	1	50770850	50776094	Sim1	protein_coding
ENSMUSG00000019913	ENSMUST00000020071	10	1	50771747	50865248	Sim1	protein_coding
ENSMUSG00000112023	ENSMUST00000102894	10	1	51356728	51362799	Lilr4b	protein_coding
ENSMUSG00000062593	ENSMUST00000219696	10	1	51356736	51372693	Gm49339	protein_coding
ENSMUSG00000062593	ENSMUST00000217706	10	1	51356736	51372709	Gm49339	protein_coding
ENSMUSG00000112023	ENSMUST00000219661	10	1	51356754	51362417	Lilr4b	protein_coding
ENSMUSG00000112148	ENSMUST00000217705	10	1	51367052	51372697	Lilrb4a	protein_coding
ENSMUSG00000112148	ENSMUST00000078778	10	1	51367093	51372692	Lilrb4a	protein_coding
ENSMUSG00000112148	ENSMUST00000220182	10	1	51367093	51372707	Lilrb4a	protein_coding
ENSMUSG00000112148	ENSMUST00000220226	10	1	51367094	51370204	Lilrb4a	protein_coding
ENSMUSG00000019909	ENSMUST00000020064	10	-1	51461512	51466613	Fam162b	protein_coding
ENSMUSG00000019905	ENSMUST00000020062	10	-1	51490919	51507554	Gprc6a	protein_coding
ENSMUSG00000019905	ENSMUST00000219286	10	-1	51490961	51507527	Gprc6a	protein_coding
ENSMUSG00000019905	ENSMUST00000218684	10	-1	51490961	51507557	Gprc6a	protein_coding
ENSMUSG00000019900	ENSMUST00000122922	10	1	51553852	51606528	Rfx6	protein_coding
ENSMUSG00000019900	ENSMUST00000219364	10	1	51553906	51605902	Rfx6	protein_coding
ENSMUSG00000019900	ENSMUST00000050455	10	1	51561614	51606525	Rfx6	protein_coding
ENSMUSG00000049641	ENSMUST00000163017	10	1	51898598	51904567	Vgll2	protein_coding
ENSMUSG00000019893	ENSMUST00000020045	10	-1	51922022	52071340	Ros1	protein_coding
ENSMUSG00000019893	ENSMUST00000218452	10	-1	51922112	52071052	Ros1	protein_coding
ENSMUSG00000019891	ENSMUST00000069004	10	1	52109715	52197472	Dcbld1	protein_coding
ENSMUSG00000019891	ENSMUST00000218582	10	1	52109733	52197474	Dcbld1	protein_coding
ENSMUSG00000019861	ENSMUST00000217995	10	-1	52211946	52225224	Gopc	protein_coding
ENSMUSG00000019861	ENSMUST00000105475	10	-1	52213120	52258220	Gopc	protein_coding
ENSMUSG00000019861	ENSMUST00000020008	10	-1	52213148	52258171	Gopc	protein_coding
ENSMUSG00000019861	ENSMUST00000217753	10	-1	52213156	52257814	Gopc	protein_coding
ENSMUSG00000097704	ENSMUST00000180473	10	1	52234863	52234949	Gm26741	protein_coding
ENSMUSG00000038624	ENSMUST00000219730	10	1	52265068	52277052	Nepn	protein_coding
ENSMUSG00000038624	ENSMUST00000067085	10	1	52267704	52280721	Nepn	protein_coding
ENSMUSG00000023068	ENSMUST00000023830	10	1	52293643	52316279	Nus1	protein_coding
ENSMUSG00000038602	ENSMUST00000105473	10	1	52566629	52987718	Slc35f1	protein_coding
ENSMUSG00000038594	ENSMUST00000220443	10	-1	53149539	53256043	Cep85l	protein_coding
ENSMUSG00000038594	ENSMUST00000220376	10	-1	53154135	53225919	Cep85l	protein_coding
ENSMUSG00000038594	ENSMUST00000095691	10	-1	53154135	53252210	Cep85l	protein_coding
ENSMUSG00000038583	ENSMUST00000219491	10	1	53213763	53220367	Pln	protein_coding
ENSMUSG00000038583	ENSMUST00000163319	10	1	53213781	53221184	Pln	protein_coding
ENSMUSG00000038583	ENSMUST00000220197	10	1	53213781	53221689	Pln	protein_coding
ENSMUSG00000038583	ENSMUST00000046221	10	1	53213789	53222083	Pln	protein_coding
ENSMUSG00000038583	ENSMUST00000218468	10	1	53213801	53220279	Pln	protein_coding
ENSMUSG00000038583	ENSMUST00000219921	10	1	53213801	53220363	Pln	protein_coding
ENSMUSG00000058298	ENSMUST00000237608	10	-1	53412411	53506535	Mcm9	protein_coding
ENSMUSG00000058298	ENSMUST00000219547	10	-1	53412425	53469257	Mcm9	protein_coding
ENSMUSG00000058298	ENSMUST00000075540	10	-1	53412425	53506535	Mcm9	protein_coding
ENSMUSG00000058298	ENSMUST00000220007	10	-1	53412894	53473744	Mcm9	protein_coding
ENSMUSG00000019857	ENSMUST00000219271	10	1	53472853	53484008	Asf1a	protein_coding
ENSMUSG00000019857	ENSMUST00000020004	10	1	53473048	53485321	Asf1a	protein_coding
ENSMUSG00000019857	ENSMUST00000219282	10	1	53473853	53484268	Asf1a	protein_coding
ENSMUSG00000019857	ENSMUST00000218025	10	1	53478444	53484078	Asf1a	protein_coding
ENSMUSG00000058298	ENSMUST00000218549	10	-1	53484154	53506055	Mcm9	protein_coding
ENSMUSG00000058298	ENSMUST00000219841	10	-1	53484345	53489048	Mcm9	protein_coding
ENSMUSG00000058298	ENSMUST00000219838	10	-1	53484934	53506535	Mcm9	protein_coding
ENSMUSG00000019856	ENSMUST00000020003	10	-1	53509241	53627219	Fam184a	protein_coding
ENSMUSG00000019856	ENSMUST00000218780	10	-1	53509462	53523794	Fam184a	protein_coding
ENSMUSG00000019856	ENSMUST00000217939	10	-1	53509462	53525260	Fam184a	protein_coding
ENSMUSG00000019856	ENSMUST00000171807	10	-1	53509462	53570919	Fam184a	protein_coding
ENSMUSG00000019856	ENSMUST00000163761	10	-1	53509466	53575439	Fam184a	protein_coding
ENSMUSG00000019856	ENSMUST00000169866	10	-1	53509726	53523176	Fam184a	protein_coding
ENSMUSG00000019856	ENSMUST00000164393	10	-1	53509730	53514365	Fam184a	protein_coding
ENSMUSG00000019856	ENSMUST00000218682	10	-1	53511032	53551326	Fam184a	protein_coding
ENSMUSG00000003746	ENSMUST00000003843	10	-1	53780881	53951892	Man1a	protein_coding
ENSMUSG00000003746	ENSMUST00000105470	10	-1	53783106	53951805	Man1a	protein_coding
ENSMUSG00000003746	ENSMUST00000220088	10	-1	53783540	53952705	Man1a	protein_coding
ENSMUSG00000038122	ENSMUST00000099739	10	-1	55890389	56104785	Tbc1d32	protein_coding
ENSMUSG00000047669	ENSMUST00000063138	10	1	55983013	55992976	Msl3l2	protein_coding
ENSMUSG00000050953	ENSMUST00000068581	10	1	56253426	56266511	Gja1	protein_coding
ENSMUSG00000050953	ENSMUST00000217789	10	1	56253428	56263728	Gja1	protein_coding
ENSMUSG00000050953	ENSMUST00000220194	10	1	56253641	56263728	Gja1	protein_coding
ENSMUSG00000050953	ENSMUST00000218834	10	1	56253641	56263728	Gja1	protein_coding
ENSMUSG00000050953	ENSMUST00000218444	10	1	56254538	56263813	Gja1	protein_coding
ENSMUSG00000050953	ENSMUST00000220069	10	1	56255184	56266511	Gja1	protein_coding
ENSMUSG00000019878	ENSMUST00000079833	10	1	57362492	57389231	Hsf2	protein_coding
ENSMUSG00000019878	ENSMUST00000220042	10	1	57362521	57388960	Hsf2	protein_coding
ENSMUSG00000019877	ENSMUST00000020027	10	-1	57391870	57408626	Serinc1	protein_coding
ENSMUSG00000019877	ENSMUST00000169122	10	-1	57399131	57408524	Serinc1	protein_coding
ENSMUSG00000019876	ENSMUST00000095668	10	1	57508077	57615024	Pkib	protein_coding
ENSMUSG00000019876	ENSMUST00000075992	10	1	57508147	57617208	Pkib	protein_coding
ENSMUSG00000019876	ENSMUST00000177438	10	1	57508220	57604246	Pkib	protein_coding
ENSMUSG00000019876	ENSMUST00000177325	10	1	57521930	57612466	Pkib	protein_coding
ENSMUSG00000019876	ENSMUST00000177473	10	1	57521981	57612466	Pkib	protein_coding
ENSMUSG00000019876	ENSMUST00000066028	10	1	57527077	57613179	Pkib	protein_coding
ENSMUSG00000019876	ENSMUST00000175852	10	1	57527090	57612467	Pkib	protein_coding
ENSMUSG00000019874	ENSMUST00000020024	10	1	57660977	57664546	Fabp7	protein_coding
ENSMUSG00000019874	ENSMUST00000165013	10	1	57661019	57662908	Fabp7	protein_coding
ENSMUSG00000019872	ENSMUST00000151623	10	1	57670431	57678602	Smpdl3a	protein_coding
ENSMUSG00000019872	ENSMUST00000020022	10	1	57670470	57687926	Smpdl3a	protein_coding
ENSMUSG00000058537	ENSMUST00000075305	10	-1	58058794	58059348	AW822073	protein_coding
ENSMUSG00000058537	ENSMUST00000204003	10	-1	58058794	58060752	AW822073	protein_coding
ENSMUSG00000075046	ENSMUST00000174056	10	-1	58065801	58067835	Duxf3	protein_coding
ENSMUSG00000075046	ENSMUST00000176875	10	-1	58066473	58068497	Duxf3	protein_coding
ENSMUSG00000075045	ENSMUST00000099726	10	-1	58070670	58072523	Gm4981	protein_coding
ENSMUSG00000038039	ENSMUST00000057659	10	1	58091319	58141421	Gcc2	protein_coding
ENSMUSG00000038039	ENSMUST00000162041	10	1	58091352	58141064	Gcc2	protein_coding
ENSMUSG00000038039	ENSMUST00000162860	10	1	58091361	58141413	Gcc2	protein_coding
ENSMUSG00000038039	ENSMUST00000160427	10	1	58091535	58105157	Gcc2	protein_coding
ENSMUSG00000038039	ENSMUST00000160416	10	1	58110779	58117216	Gcc2	protein_coding
ENSMUSG00000019920	ENSMUST00000020078	10	1	58159288	58260513	Lims1	protein_coding
ENSMUSG00000019920	ENSMUST00000238939	10	1	58207276	58260513	Lims1	protein_coding
ENSMUSG00000019920	ENSMUST00000020077	10	1	58230195	58257605	Lims1	protein_coding
ENSMUSG00000019920	ENSMUST00000105468	10	1	58230210	58257400	Lims1	protein_coding
ENSMUSG00000003226	ENSMUST00000003310	10	1	58282744	58330178	Ranbp2	protein_coding
ENSMUSG00000038010	ENSMUST00000036576	10	1	58333770	58412066	Ccdc138	protein_coding
ENSMUSG00000003227	ENSMUST00000003312	10	-1	58436611	58511476	Edar	protein_coding
ENSMUSG00000091731	ENSMUST00000169859	10	-1	58549428	58554032	Gm17542	protein_coding
ENSMUSG00000037990	ENSMUST00000135526	10	1	58649181	58885842	Sh3rf3	protein_coding
ENSMUSG00000037990	ENSMUST00000153031	10	1	58649280	58974738	Sh3rf3	protein_coding
ENSMUSG00000019917	ENSMUST00000220156	10	-1	58977449	59057669	Septin10	protein_coding
ENSMUSG00000019917	ENSMUST00000165971	10	-1	58999942	59057669	Septin10	protein_coding
ENSMUSG00000019917	ENSMUST00000218171	10	-1	59001862	59014679	Septin10	protein_coding
ENSMUSG00000098188	ENSMUST00000182161	10	1	59057775	59062256	Sowahc	protein_coding
ENSMUSG00000019916	ENSMUST00000009789	10	1	59159118	59209126	P4ha1	protein_coding
ENSMUSG00000019916	ENSMUST00000092512	10	1	59159186	59207778	P4ha1	protein_coding
ENSMUSG00000019916	ENSMUST00000105466	10	1	59159190	59208073	P4ha1	protein_coding
ENSMUSG00000009646	ENSMUST00000009790	10	1	59239482	59257798	Pla2g12b	protein_coding
ENSMUSG00000009646	ENSMUST00000162643	10	1	59246849	59257792	Pla2g12b	protein_coding
ENSMUSG00000009654	ENSMUST00000009798	10	-1	59258780	59277600	Oit3	protein_coding
ENSMUSG00000009647	ENSMUST00000020312	10	-1	59282806	59452514	Mcu	protein_coding
ENSMUSG00000009647	ENSMUST00000009791	10	-1	59284419	59293982	Mcu	protein_coding
ENSMUSG00000020111	ENSMUST00000165563	10	1	59538299	59699954	Micu1	protein_coding
ENSMUSG00000020111	ENSMUST00000020311	10	1	59538421	59699952	Micu1	protein_coding
ENSMUSG00000020111	ENSMUST00000179709	10	1	59538440	59699952	Micu1	protein_coding
ENSMUSG00000020111	ENSMUST00000092508	10	1	59538450	59699945	Micu1	protein_coding
ENSMUSG00000020111	ENSMUST00000171409	10	1	59538471	59624760	Micu1	protein_coding
ENSMUSG00000020111	ENSMUST00000167612	10	1	59576596	59592996	Micu1	protein_coding
ENSMUSG00000020109	ENSMUST00000147914	10	1	59715378	59735124	Dnajb12	protein_coding
ENSMUSG00000020109	ENSMUST00000146590	10	1	59715397	59735118	Dnajb12	protein_coding
ENSMUSG00000020109	ENSMUST00000142819	10	1	59715440	59732597	Dnajb12	protein_coding
ENSMUSG00000020109	ENSMUST00000020309	10	1	59715448	59734343	Dnajb12	protein_coding
ENSMUSG00000020108	ENSMUST00000020308	10	-1	59785491	59787656	Ddit4	protein_coding
ENSMUSG00000020107	ENSMUST00000182898	10	-1	59823231	59838957	Anapc16	protein_coding
ENSMUSG00000020107	ENSMUST00000020307	10	-1	59823730	59838933	Anapc16	protein_coding
ENSMUSG00000020107	ENSMUST00000182116	10	-1	59824245	59838817	Anapc16	protein_coding
ENSMUSG00000020107	ENSMUST00000182912	10	-1	59824301	59838908	Anapc16	protein_coding
ENSMUSG00000020107	ENSMUST00000182152	10	-1	59824408	59838591	Anapc16	protein_coding
ENSMUSG00000044475	ENSMUST00000050516	10	1	59838661	59935808	Ascc1	protein_coding
ENSMUSG00000044475	ENSMUST00000164083	10	1	59839149	59935810	Ascc1	protein_coding
ENSMUSG00000058297	ENSMUST00000121820	10	1	59942041	59971020	Spock2	protein_coding
ENSMUSG00000058297	ENSMUST00000165024	10	1	59942290	59969730	Spock2	protein_coding
ENSMUSG00000057337	ENSMUST00000135158	10	-1	60017354	60055082	Chst3	protein_coding
ENSMUSG00000057337	ENSMUST00000068690	10	-1	60017356	60024529	Chst3	protein_coding
ENSMUSG00000057337	ENSMUST00000167915	10	-1	60021427	60030061	Chst3	protein_coding
ENSMUSG00000004207	ENSMUST00000105465	10	1	60113449	60138373	Psap	protein_coding
ENSMUSG00000004207	ENSMUST00000179238	10	1	60113450	60138376	Psap	protein_coding
ENSMUSG00000004207	ENSMUST00000177779	10	1	60113450	60138376	Psap	protein_coding
ENSMUSG00000004207	ENSMUST00000004316	10	1	60113450	60138376	Psap	protein_coding
ENSMUSG00000004207	ENSMUST00000165878	10	1	60120283	60138376	Psap	protein_coding
ENSMUSG00000012819	ENSMUST00000073242	10	-1	60138527	60493112	Cdh23	protein_coding
ENSMUSG00000012819	ENSMUST00000105462	10	-1	60138527	60493112	Cdh23	protein_coding
ENSMUSG00000012819	ENSMUST00000105464	10	-1	60138529	60532269	Cdh23	protein_coding
ENSMUSG00000012819	ENSMUST00000105463	10	-1	60138529	60532269	Cdh23	protein_coding
ENSMUSG00000012819	ENSMUST00000105461	10	-1	60138529	60532269	Cdh23	protein_coding
ENSMUSG00000020101	ENSMUST00000020301	10	1	60182630	60208463	Vsir	protein_coding
ENSMUSG00000020101	ENSMUST00000105460	10	1	60182630	60208463	Vsir	protein_coding
ENSMUSG00000020101	ENSMUST00000170507	10	1	60182791	60203547	Vsir	protein_coding
ENSMUSG00000020101	ENSMUST00000105459	10	1	60185102	60205072	Vsir	protein_coding
ENSMUSG00000090439	ENSMUST00000164428	10	1	60235505	60239338	Gm17455	protein_coding
ENSMUSG00000090439	ENSMUST00000218974	10	1	60235683	60238990	Gm17455	protein_coding
ENSMUSG00000090439	ENSMUST00000218360	10	1	60236536	60239009	Gm17455	protein_coding
ENSMUSG00000020100	ENSMUST00000117513	10	-1	60547851	60588561	Slc29a3	protein_coding
ENSMUSG00000020100	ENSMUST00000119595	10	-1	60549805	60588561	Slc29a3	protein_coding
ENSMUSG00000020099	ENSMUST00000077925	10	-1	60598372	60667360	Unc5b	protein_coding
ENSMUSG00000020099	ENSMUST00000218637	10	-1	60600356	60667161	Unc5b	protein_coding
ENSMUSG00000020098	ENSMUST00000218005	10	1	60925110	60929779	Pcbd1	protein_coding
ENSMUSG00000020098	ENSMUST00000020298	10	1	60925138	60930103	Pcbd1	protein_coding
ENSMUSG00000020097	ENSMUST00000122259	10	-1	60934421	60983423	Sgpl1	protein_coding
ENSMUSG00000020097	ENSMUST00000092498	10	-1	60934421	60983453	Sgpl1	protein_coding
ENSMUSG00000020097	ENSMUST00000155919	10	-1	60947959	60983482	Sgpl1	protein_coding
ENSMUSG00000020097	ENSMUST00000137833	10	-1	60949873	60983455	Sgpl1	protein_coding
ENSMUSG00000020097	ENSMUST00000126307	10	-1	60959106	60982677	Sgpl1	protein_coding
ENSMUSG00000020096	ENSMUST00000122261	10	1	61007733	61024615	Tbata	protein_coding
ENSMUSG00000020096	ENSMUST00000121297	10	1	61007743	61016462	Tbata	protein_coding
ENSMUSG00000020096	ENSMUST00000035894	10	1	61007765	61024620	Tbata	protein_coding
ENSMUSG00000020096	ENSMUST00000143207	10	1	61011041	61016459	Tbata	protein_coding
ENSMUSG00000020096	ENSMUST00000148181	10	1	61011041	61016459	Tbata	protein_coding
ENSMUSG00000020096	ENSMUST00000151886	10	1	61011041	61016459	Tbata	protein_coding
ENSMUSG00000020096	ENSMUST00000140456	10	1	61011172	61016459	Tbata	protein_coding
ENSMUSG00000059901	ENSMUST00000092486	10	-1	61032891	61109217	Adamts14	protein_coding
ENSMUSG00000059901	ENSMUST00000120336	10	-1	61034247	61109021	Adamts14	protein_coding
ENSMUSG00000037202	ENSMUST00000219375	10	1	61133612	61140459	Prf1	protein_coding
ENSMUSG00000037202	ENSMUST00000035419	10	1	61135580	61139865	Prf1	protein_coding
ENSMUSG00000020092	ENSMUST00000020289	10	-1	61155435	61219309	Pald1	protein_coding
ENSMUSG00000037171	ENSMUST00000049339	10	1	61253751	61261117	Nodal	protein_coding
ENSMUSG00000020091	ENSMUST00000020288	10	-1	61264270	61288440	Eif4ebp2	protein_coding
ENSMUSG00000020091	ENSMUST00000167087	10	-1	61268599	61288437	Eif4ebp2	protein_coding
ENSMUSG00000037151	ENSMUST00000049242	10	1	61311580	61418570	Lrrc20	protein_coding
ENSMUSG00000020090	ENSMUST00000020287	10	1	61431271	61464344	Npffr1	protein_coding
ENSMUSG00000020089	ENSMUST00000020286	10	1	61484331	61509947	Ppa1	protein_coding
ENSMUSG00000020088	ENSMUST00000220372	10	1	61516078	61525597	Sar1a	protein_coding
ENSMUSG00000020088	ENSMUST00000020285	10	1	61516089	61529076	Sar1a	protein_coding
ENSMUSG00000020088	ENSMUST00000219506	10	1	61516144	61527317	Sar1a	protein_coding
ENSMUSG00000020088	ENSMUST00000218474	10	1	61516146	61521398	Sar1a	protein_coding
ENSMUSG00000020088	ENSMUST00000219055	10	1	61516390	61520705	Sar1a	protein_coding
ENSMUSG00000020087	ENSMUST00000020284	10	1	61531293	61538552	Tysnd1	protein_coding
ENSMUSG00000020087	ENSMUST00000218135	10	1	61532172	61537926	Tysnd1	protein_coding
ENSMUSG00000020087	ENSMUST00000219768	10	1	61532426	61537836	Tysnd1	protein_coding
ENSMUSG00000020087	ENSMUST00000218280	10	1	61532489	61538015	Tysnd1	protein_coding
ENSMUSG00000020085	ENSMUST00000105455	10	1	61551042	61574432	Aifm2	protein_coding
ENSMUSG00000020085	ENSMUST00000067857	10	1	61551090	61575039	Aifm2	protein_coding
ENSMUSG00000020085	ENSMUST00000099706	10	1	61551102	61574426	Aifm2	protein_coding
ENSMUSG00000020085	ENSMUST00000080099	10	1	61556428	61574432	Aifm2	protein_coding
ENSMUSG00000020086	ENSMUST00000020283	10	-1	61574444	61619926	Macroh2a2	protein_coding
ENSMUSG00000058806	ENSMUST00000239309	10	-1	61674015	61684990	Col13a1	protein_coding
ENSMUSG00000058806	ENSMUST00000145469	10	-1	61674015	61702192	Col13a1	protein_coding
ENSMUSG00000058806	ENSMUST00000105453	10	-1	61674015	61814852	Col13a1	protein_coding
ENSMUSG00000058806	ENSMUST00000105452	10	-1	61674015	61814852	Col13a1	protein_coding
ENSMUSG00000058806	ENSMUST00000105454	10	-1	61674015	61814887	Col13a1	protein_coding
ENSMUSG00000020083	ENSMUST00000125704	10	-1	61943434	61946829	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000142821	10	-1	61943989	61946724	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000124615	10	-1	61943989	61946747	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000142796	10	-1	61943989	61946829	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000064050	10	-1	61943991	61946792	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000027719	10	-1	61944614	61975649	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000156798	10	-1	61944696	61970485	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000141724	10	-1	61944697	61979685	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000141144	10	-1	61944699	61946275	Fam241b	protein_coding
ENSMUSG00000020083	ENSMUST00000150057	10	-1	61945726	61979689	Fam241b	protein_coding
ENSMUSG00000044312	ENSMUST00000050103	10	1	61968869	61970542	Neurog3	protein_coding
ENSMUSG00000044312	ENSMUST00000218121	10	1	61968877	61969677	Neurog3	protein_coding
ENSMUSG00000037031	ENSMUST00000047883	10	-1	62021175	62067030	Tspan15	protein_coding
ENSMUSG00000020081	ENSMUST00000020278	10	1	62088217	62101769	Tacr2	protein_coding
ENSMUSG00000037012	ENSMUST00000099691	10	-1	62104634	62176321	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000116238	10	-1	62104883	62215687	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000072357	10	-1	62104887	62194141	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000130422	10	-1	62105688	62178501	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000152761	10	-1	62131639	62154172	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000139228	10	-1	62131872	62163546	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000143179	10	-1	62132492	62178478	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000134877	10	-1	62151255	62210879	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000135317	10	-1	62151255	62210879	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000130091	10	-1	62151255	62210879	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000134447	10	-1	62151255	62210879	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000136548	10	-1	62151255	62210879	Hk1	protein_coding
ENSMUSG00000037012	ENSMUST00000154489	10	-1	62151255	62210879	Hk1	protein_coding
