ENSMUSG00000017688	ENSMUST00000108394	3	1	3699210	3723112	Hnf4g	protein_coding
ENSMUSG00000036353	ENSMUST00000170388	3	-1	59123781	59127680	P2ry12	protein_coding
ENSMUSG00000036353	ENSMUST00000199609	3	-1	59123782	59170292	P2ry12	protein_coding
ENSMUSG00000036353	ENSMUST00000199675	3	-1	59125326	59127621	P2ry12	protein_coding
ENSMUSG00000036334	ENSMUST00000039419	3	-1	59224156	59251677	Igsf10	protein_coding
ENSMUSG00000036334	ENSMUST00000193455	3	-1	59225346	59251580	Igsf10	protein_coding
ENSMUSG00000036334	ENSMUST00000194546	3	-1	59225346	59251815	Igsf10	protein_coding
ENSMUSG00000036334	ENSMUST00000195983	3	-1	59247192	59251677	Igsf10	protein_coding
ENSMUSG00000090527	ENSMUST00000168156	3	1	59637211	59659754	Aadacl2fm2	protein_coding
ENSMUSG00000095522	ENSMUST00000179799	3	1	59768472	59784734	Aadacl2fm3	protein_coding
ENSMUSG00000036951	ENSMUST00000049476	3	1	59832635	59845370	Aadacl2fm1	protein_coding
ENSMUSG00000091376	ENSMUST00000169794	3	1	59914164	59932841	Aadacl2	protein_coding
ENSMUSG00000027761	ENSMUST00000029325	3	1	59939182	59947581	Aadac	protein_coding
ENSMUSG00000027762	ENSMUST00000029326	3	1	59989290	59994987	Sucnr1	protein_coding
ENSMUSG00000027763	ENSMUST00000195724	3	1	60380251	60503185	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000195077	3	1	60380463	60511315	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000193647	3	1	60380495	60528879	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000195001	3	1	60380498	60503170	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000192807	3	1	60380500	60535621	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000099087	3	1	60408600	60537171	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000191747	3	1	60408686	60536802	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000194069	3	1	60408699	60537152	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000194201	3	1	60436452	60536592	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000193517	3	1	60436452	60537169	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000192607	3	1	60436570	60536801	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000192757	3	1	60503062	60520823	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000193518	3	1	60503132	60534216	Mbnl1	protein_coding
ENSMUSG00000027763	ENSMUST00000195817	3	1	60503132	60534568	Mbnl1	protein_coding
ENSMUSG00000027765	ENSMUST00000029331	3	1	60910216	60916400	P2ry1	protein_coding
ENSMUSG00000027765	ENSMUST00000193201	3	1	60910216	60916403	P2ry1	protein_coding
ENSMUSG00000027765	ENSMUST00000193943	3	1	60910220	60912422	P2ry1	protein_coding
ENSMUSG00000036894	ENSMUST00000049064	3	1	61269059	61275851	Rap2b	protein_coding
ENSMUSG00000053706	ENSMUST00000066298	3	-1	61269671	61273372	B430305J03Rik	protein_coding
ENSMUSG00000036885	ENSMUST00000079300	3	1	62245765	62369642	Arhgef26	protein_coding
ENSMUSG00000036885	ENSMUST00000161057	3	1	62327089	62367633	Arhgef26	protein_coding
ENSMUSG00000027770	ENSMUST00000029336	3	-1	62375434	62414425	Dhx36	protein_coding
ENSMUSG00000043441	ENSMUST00000058535	3	-1	62436498	62512561	Gpr149	protein_coding
ENSMUSG00000027820	ENSMUST00000194324	3	1	63148958	63235247	Mme	protein_coding
ENSMUSG00000027820	ENSMUST00000194836	3	1	63202687	63235616	Mme	protein_coding
ENSMUSG00000027820	ENSMUST00000191633	3	1	63202869	63235608	Mme	protein_coding
ENSMUSG00000027820	ENSMUST00000194150	3	1	63202982	63288517	Mme	protein_coding
ENSMUSG00000027820	ENSMUST00000194134	3	1	63203293	63293451	Mme	protein_coding
ENSMUSG00000027820	ENSMUST00000029400	3	1	63203516	63289044	Mme	protein_coding
ENSMUSG00000027820	ENSMUST00000192002	3	1	63204473	63235488	Mme	protein_coding
ENSMUSG00000103476	ENSMUST00000192926	3	-1	63388533	63391300	Strit1	protein_coding
ENSMUSG00000036834	ENSMUST00000160638	3	-1	63603655	63758412	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000048134	3	-1	63603655	63758460	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000084105	3	-1	63603658	63758412	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000162269	3	-1	63603658	63758678	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000159676	3	-1	63603658	63758704	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000059973	3	-1	63603659	63758412	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000177143	3	-1	63604152	63806893	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000176861	3	-1	63606354	63609464	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000175947	3	-1	63609237	63758780	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000159188	3	-1	63688798	63806863	Plch1	protein_coding
ENSMUSG00000036834	ENSMUST00000161052	3	-1	63776871	63806794	Plch1	protein_coding
ENSMUSG00000048581	ENSMUST00000061706	3	-1	63822105	63836893	E130311K13Rik	protein_coding
ENSMUSG00000027822	ENSMUST00000161659	3	-1	63840928	63872087	Slc33a1	protein_coding
ENSMUSG00000027822	ENSMUST00000029402	3	-1	63849751	63872189	Slc33a1	protein_coding
ENSMUSG00000027822	ENSMUST00000160883	3	-1	63849835	63871793	Slc33a1	protein_coding
ENSMUSG00000027823	ENSMUST00000029405	3	1	63883527	63930000	Gmps	protein_coding
ENSMUSG00000027824	ENSMUST00000029406	3	1	63988968	64016905	Vmn2r1	protein_coding
ENSMUSG00000043897	ENSMUST00000177151	3	-1	64022699	64049349	Vmn2r2	protein_coding
ENSMUSG00000043897	ENSMUST00000077958	3	-1	64023853	64044901	Vmn2r2	protein_coding
ENSMUSG00000091572	ENSMUST00000233531	3	-1	64164636	64197130	Vmn2r3	protein_coding
ENSMUSG00000091572	ENSMUST00000176328	3	-1	64164636	64197130	Vmn2r3	protein_coding
ENSMUSG00000091572	ENSMUST00000170244	3	-1	64166382	64194838	Vmn2r3	protein_coding
ENSMUSG00000092049	ENSMUST00000175724	3	-1	64290466	64322789	Vmn2r4	protein_coding
ENSMUSG00000092049	ENSMUST00000170280	3	-1	64296042	64317478	Vmn2r4	protein_coding
ENSMUSG00000068999	ENSMUST00000177184	3	-1	64396030	64417263	Vmn2r5	protein_coding
ENSMUSG00000068999	ENSMUST00000170270	3	-1	64398242	64415106	Vmn2r5	protein_coding
ENSMUSG00000090581	ENSMUST00000176481	3	-1	64438731	64473251	Vmn2r6	protein_coding
ENSMUSG00000090581	ENSMUST00000165012	3	-1	64444982	64467239	Vmn2r6	protein_coding
ENSMUSG00000062200	ENSMUST00000233255	3	-1	64592465	64678078	Vmn2r7	protein_coding
ENSMUSG00000062200	ENSMUST00000161972	3	-1	64592465	64752186	Vmn2r7	protein_coding
ENSMUSG00000062200	ENSMUST00000168072	3	-1	64598081	64627023	Vmn2r7	protein_coding
ENSMUSG00000027827	ENSMUST00000238901	3	1	64856617	65284301	Kcnab1	protein_coding
ENSMUSG00000027827	ENSMUST00000239069	3	1	64884839	65284301	Kcnab1	protein_coding
ENSMUSG00000027827	ENSMUST00000049230	3	1	65016805	65285640	Kcnab1	protein_coding
ENSMUSG00000027828	ENSMUST00000029414	3	-1	65287076	65300044	Ssr3	protein_coding
ENSMUSG00000027828	ENSMUST00000119896	3	-1	65289451	65299974	Ssr3	protein_coding
ENSMUSG00000034640	ENSMUST00000047906	3	1	65435831	65462939	Tiparp	protein_coding
ENSMUSG00000034640	ENSMUST00000130705	3	1	65435881	65455018	Tiparp	protein_coding
ENSMUSG00000074579	ENSMUST00000099075	3	1	65573649	65593600	Lekr1	protein_coding
ENSMUSG00000074579	ENSMUST00000177434	3	1	65573689	65738776	Lekr1	protein_coding
ENSMUSG00000027829	ENSMUST00000029416	3	-1	65853572	65865670	Ccnl1	protein_coding
ENSMUSG00000027831	ENSMUST00000029419	3	-1	65960979	66204258	Veph1	protein_coding
ENSMUSG00000027832	ENSMUST00000029421	3	1	66127331	66133226	Ptx3	protein_coding
ENSMUSG00000027833	ENSMUST00000162098	3	-1	66879060	66888651	Shox2	protein_coding
ENSMUSG00000027833	ENSMUST00000029422	3	-1	66879115	66889104	Shox2	protein_coding
ENSMUSG00000027833	ENSMUST00000162060	3	-1	66880113	66885780	Shox2	protein_coding
ENSMUSG00000027833	ENSMUST00000162439	3	-1	66880592	66888474	Shox2	protein_coding
ENSMUSG00000027833	ENSMUST00000195261	3	-1	66881231	66886144	Shox2	protein_coding
ENSMUSG00000034544	ENSMUST00000162036	3	1	66888723	67263892	Rsrc1	protein_coding
ENSMUSG00000034544	ENSMUST00000162362	3	1	66893003	66903806	Rsrc1	protein_coding
ENSMUSG00000034544	ENSMUST00000065074	3	1	66893005	67265728	Rsrc1	protein_coding
ENSMUSG00000034544	ENSMUST00000065047	3	1	66893018	67261055	Rsrc1	protein_coding
ENSMUSG00000034544	ENSMUST00000046542	3	1	66893036	67265723	Rsrc1	protein_coding
ENSMUSG00000034544	ENSMUST00000162693	3	1	66893037	67263891	Rsrc1	protein_coding
ENSMUSG00000034544	ENSMUST00000161726	3	1	66893300	67265729	Rsrc1	protein_coding
ENSMUSG00000034544	ENSMUST00000160504	3	1	66893311	66902044	Rsrc1	protein_coding
ENSMUSG00000090408	ENSMUST00000166353	3	-1	67272794	67282496	Gm17402	protein_coding
ENSMUSG00000048416	ENSMUST00000077916	3	1	67281430	67307331	Mlf1	protein_coding
ENSMUSG00000048416	ENSMUST00000061322	3	1	67281481	67307336	Mlf1	protein_coding
ENSMUSG00000027774	ENSMUST00000077271	3	1	67337429	67383862	Gfm1	protein_coding
ENSMUSG00000047557	ENSMUST00000058981	3	-1	67365331	67371259	Lxn	protein_coding
ENSMUSG00000049404	ENSMUST00000054825	3	-1	67386305	67422856	Rarres1	protein_coding
ENSMUSG00000027775	ENSMUST00000029344	3	1	67490074	67511570	Mfsd1	protein_coding
ENSMUSG00000051777	ENSMUST00000063263	3	1	67799553	67963926	Iqcj	protein_coding
ENSMUSG00000102422	ENSMUST00000182006	3	1	67799565	68533799	Iqschfp	protein_coding
ENSMUSG00000027777	ENSMUST00000029346	3	1	67972135	68533797	Schip1	protein_coding
ENSMUSG00000027777	ENSMUST00000169909	3	1	67972135	68533797	Schip1	protein_coding
ENSMUSG00000027777	ENSMUST00000182532	3	1	68375516	68533814	Schip1	protein_coding
ENSMUSG00000027777	ENSMUST00000192555	3	1	68400824	68525992	Schip1	protein_coding
ENSMUSG00000027777	ENSMUST00000182719	3	1	68401541	68533796	Schip1	protein_coding
ENSMUSG00000027777	ENSMUST00000170788	3	1	68479578	68533797	Schip1	protein_coding
ENSMUSG00000027777	ENSMUST00000182997	3	1	68491512	68533797	Schip1	protein_coding
ENSMUSG00000027776	ENSMUST00000029345	3	1	68597977	68605880	Il12a	protein_coding
ENSMUSG00000027776	ENSMUST00000107816	3	1	68598757	68605876	Il12a	protein_coding
ENSMUSG00000046999	ENSMUST00000054551	3	1	68776919	68779496	1110032F04Rik	protein_coding
ENSMUSG00000027778	ENSMUST00000107812	3	-1	68799832	68911876	Ift80	protein_coding
ENSMUSG00000027778	ENSMUST00000029347	3	-1	68799858	68901870	Ift80	protein_coding
ENSMUSG00000027778	ENSMUST00000169064	3	-1	68799858	68911903	Ift80	protein_coding
ENSMUSG00000027778	ENSMUST00000154741	3	-1	68870968	68911810	Ift80	protein_coding
ENSMUSG00000027778	ENSMUST00000148031	3	-1	68875253	68911817	Ift80	protein_coding
ENSMUSG00000034349	ENSMUST00000042901	3	1	68912071	68941956	Smc4	protein_coding
ENSMUSG00000034349	ENSMUST00000136502	3	1	68912303	68925441	Smc4	protein_coding
ENSMUSG00000034349	ENSMUST00000107803	3	1	68912324	68941951	Smc4	protein_coding
ENSMUSG00000034317	ENSMUST00000107802	3	-1	68942621	68952088	Trim59	protein_coding
ENSMUSG00000034317	ENSMUST00000136512	3	-1	68944170	68952048	Trim59	protein_coding
ENSMUSG00000027782	ENSMUST00000029353	3	-1	68974482	69034446	Kpna4	protein_coding
ENSMUSG00000027782	ENSMUST00000194558	3	-1	68979554	69034425	Kpna4	protein_coding
ENSMUSG00000027782	ENSMUST00000127497	3	-1	69002048	69033963	Kpna4	protein_coding
ENSMUSG00000098207	ENSMUST00000183126	3	1	69129752	69130951	Arl14	protein_coding
ENSMUSG00000027784	ENSMUST00000029355	3	1	69224194	69468135	Ppm1l	protein_coding
ENSMUSG00000043300	ENSMUST00000061826	3	-1	69481491	69506293	B3galnt1	protein_coding
ENSMUSG00000027787	ENSMUST00000029358	3	1	69629318	69663706	Nmd3	protein_coding
ENSMUSG00000027787	ENSMUST00000143249	3	1	69629588	69633742	Nmd3	protein_coding
ENSMUSG00000043461	ENSMUST00000051239	3	-1	69726875	69767273	Sptssb	protein_coding
ENSMUSG00000043461	ENSMUST00000171529	3	-1	69727911	69767255	Sptssb	protein_coding
ENSMUSG00000027788	ENSMUST00000053013	3	1	69914946	69936041	Otol1	protein_coding
ENSMUSG00000027790	ENSMUST00000167334	3	-1	72795890	72875196	Sis	protein_coding
ENSMUSG00000027790	ENSMUST00000094190	3	-1	72795893	72874199	Sis	protein_coding
ENSMUSG00000048304	ENSMUST00000192477	3	-1	72954598	72964276	Slitrk3	protein_coding
ENSMUSG00000048304	ENSMUST00000059407	3	-1	72955458	72965136	Slitrk3	protein_coding
ENSMUSG00000027792	ENSMUST00000029367	3	-1	73543141	73615748	Bche	protein_coding
ENSMUSG00000027792	ENSMUST00000138216	3	-1	73608901	73615600	Bche	protein_coding
ENSMUSG00000034151	ENSMUST00000107778	3	-1	74945214	75051079	Zbbx	protein_coding
ENSMUSG00000034151	ENSMUST00000039269	3	-1	74945225	75051037	Zbbx	protein_coding
ENSMUSG00000034151	ENSMUST00000107776	3	-1	74968668	75051010	Zbbx	protein_coding
ENSMUSG00000034151	ENSMUST00000107775	3	-1	74985869	75051079	Zbbx	protein_coding
ENSMUSG00000034151	ENSMUST00000124618	3	-1	75019460	75072341	Zbbx	protein_coding
ENSMUSG00000034139	ENSMUST00000039047	3	-1	75149677	75177385	Serpini2	protein_coding
ENSMUSG00000104301	ENSMUST00000193989	3	-1	75182295	75389047	Wdr49	protein_coding
ENSMUSG00000104301	ENSMUST00000204341	3	-1	75304175	75359125	Wdr49	protein_coding
ENSMUSG00000104301	ENSMUST00000203169	3	-1	75304175	75389048	Wdr49	protein_coding
ENSMUSG00000027835	ENSMUST00000161137	3	-1	75423797	75464163	Pdcd10	protein_coding
ENSMUSG00000027835	ENSMUST00000029424	3	-1	75424768	75464118	Pdcd10	protein_coding
ENSMUSG00000027835	ENSMUST00000162138	3	-1	75436186	75464066	Pdcd10	protein_coding
ENSMUSG00000027834	ENSMUST00000161776	3	1	75464854	75524016	Serpini1	protein_coding
ENSMUSG00000027834	ENSMUST00000029423	3	1	75464854	75550802	Serpini1	protein_coding
ENSMUSG00000100962	ENSMUST00000189155	3	1	75655504	75694960	Gm29133	protein_coding
ENSMUSG00000034109	ENSMUST00000038563	3	-1	75782391	75864236	Golim4	protein_coding
ENSMUSG00000034109	ENSMUST00000117242	3	-1	75783490	75864256	Golim4	protein_coding
ENSMUSG00000034109	ENSMUST00000167078	3	-1	75784966	75864244	Golim4	protein_coding
ENSMUSG00000034109	ENSMUST00000150904	3	-1	75802160	75809753	Golim4	protein_coding
ENSMUSG00000034098	ENSMUST00000038364	3	1	75981577	76617326	Fstl5	protein_coding
ENSMUSG00000034098	ENSMUST00000160261	3	1	75982890	76615943	Fstl5	protein_coding
ENSMUSG00000034098	ENSMUST00000162471	3	1	76500857	76614856	Fstl5	protein_coding
ENSMUSG00000062232	ENSMUST00000118100	3	-1	78969823	79052284	Rapgef2	protein_coding
ENSMUSG00000062232	ENSMUST00000118340	3	-1	78969835	79053182	Rapgef2	protein_coding
ENSMUSG00000062232	ENSMUST00000195708	3	-1	78969838	79193824	Rapgef2	protein_coding
ENSMUSG00000091685	ENSMUST00000195157	3	1	79243968	79337335	Gm17359	protein_coding
ENSMUSG00000091685	ENSMUST00000164216	3	1	79252683	79371436	Gm17359	protein_coding
ENSMUSG00000091685	ENSMUST00000199658	3	1	79252686	79338593	Gm17359	protein_coding
ENSMUSG00000061175	ENSMUST00000133154	3	-1	79363281	79475103	Fnip2	protein_coding
ENSMUSG00000061175	ENSMUST00000076136	3	-1	79366601	79474989	Fnip2	protein_coding
ENSMUSG00000061175	ENSMUST00000239298	3	-1	79388690	79439183	Fnip2	protein_coding
ENSMUSG00000027804	ENSMUST00000029382	3	1	79498672	79510957	Ppid	protein_coding
ENSMUSG00000027809	ENSMUST00000029386	3	-1	79511095	79536170	Etfdh	protein_coding
ENSMUSG00000027809	ENSMUST00000120992	3	-1	79511110	79536004	Etfdh	protein_coding
ENSMUSG00000027811	ENSMUST00000029388	3	1	79536386	79540127	4930579G24Rik	protein_coding
ENSMUSG00000034009	ENSMUST00000078527	3	-1	79548918	79645101	Rxfp1	protein_coding
ENSMUSG00000027956	ENSMUST00000029568	3	-1	79719871	79749986	Tmem144	protein_coding
ENSMUSG00000027956	ENSMUST00000168038	3	-1	79720440	79749036	Tmem144	protein_coding
ENSMUSG00000027956	ENSMUST00000193410	3	-1	79739369	79760080	Tmem144	protein_coding
ENSMUSG00000027956	ENSMUST00000192341	3	-1	79746447	79760075	Tmem144	protein_coding
ENSMUSG00000027955	ENSMUST00000118853	3	1	79791840	79853587	Gask1b	protein_coding
ENSMUSG00000027955	ENSMUST00000145992	3	1	79791904	79844028	Gask1b	protein_coding
ENSMUSG00000027955	ENSMUST00000135021	3	1	79792238	79793550	Gask1b	protein_coding
ENSMUSG00000027955	ENSMUST00000029567	3	1	79793237	79853585	Gask1b	protein_coding
ENSMUSG00000033981	ENSMUST00000075316	3	-1	80588757	80710142	Gria2	protein_coding
ENSMUSG00000033981	ENSMUST00000107745	3	-1	80595102	80710142	Gria2	protein_coding
ENSMUSG00000028020	ENSMUST00000029654	3	-1	80750906	80820967	Glrb	protein_coding
ENSMUSG00000028020	ENSMUST00000194085	3	-1	80752268	80819396	Glrb	protein_coding
ENSMUSG00000028020	ENSMUST00000107743	3	-1	80762936	80820835	Glrb	protein_coding
ENSMUSG00000028019	ENSMUST00000029652	3	1	80943723	81121347	Pdgfc	protein_coding
ENSMUSG00000028015	ENSMUST00000029649	3	1	81839908	81864032	Ctso	protein_coding
ENSMUSG00000028011	ENSMUST00000029645	3	-1	81864397	81883509	Tdo2	protein_coding
ENSMUSG00000028011	ENSMUST00000193879	3	-1	81866098	81883509	Tdo2	protein_coding
ENSMUSG00000028008	ENSMUST00000029641	3	1	81904229	81928540	Asic5	protein_coding
ENSMUSG00000028008	ENSMUST00000107736	3	1	81906768	81928535	Asic5	protein_coding
ENSMUSG00000028005	ENSMUST00000029635	3	-1	81939313	81981992	Gucy1b1	protein_coding
ENSMUSG00000028005	ENSMUST00000193597	3	-1	81939352	81981996	Gucy1b1	protein_coding
ENSMUSG00000033910	ENSMUST00000193924	3	-1	81999734	82052380	Gucy1a1	protein_coding
ENSMUSG00000033910	ENSMUST00000048976	3	-1	81999744	82053094	Gucy1a1	protein_coding
ENSMUSG00000033910	ENSMUST00000192289	3	-1	82001859	82009418	Gucy1a1	protein_coding
ENSMUSG00000033900	ENSMUST00000193559	3	1	82265351	82290899	Map9	protein_coding
ENSMUSG00000033900	ENSMUST00000192595	3	1	82265379	82286267	Map9	protein_coding
ENSMUSG00000033900	ENSMUST00000091014	3	1	82265379	82302575	Map9	protein_coding
ENSMUSG00000033900	ENSMUST00000195471	3	1	82265477	82290835	Map9	protein_coding
ENSMUSG00000033900	ENSMUST00000195640	3	1	82265494	82302575	Map9	protein_coding
ENSMUSG00000033900	ENSMUST00000195793	3	1	82287380	82290617	Map9	protein_coding
ENSMUSG00000028004	ENSMUST00000029633	3	-1	82445690	82455391	Npy2r	protein_coding
ENSMUSG00000028004	ENSMUST00000098997	3	-1	82445693	82455359	Npy2r	protein_coding
ENSMUSG00000028004	ENSMUST00000182181	3	-1	82447256	82455267	Npy2r	protein_coding
ENSMUSG00000028004	ENSMUST00000182831	3	-1	82447256	82455267	Npy2r	protein_coding
ENSMUSG00000033882	ENSMUST00000048647	3	-1	82744535	82783790	Rbm46	protein_coding
ENSMUSG00000033882	ENSMUST00000182637	3	-1	82745122	82773954	Rbm46	protein_coding
ENSMUSG00000033882	ENSMUST00000182818	3	-1	82745125	82773954	Rbm46	protein_coding
ENSMUSG00000028003	ENSMUST00000029632	3	-1	82799886	82811280	Lrat	protein_coding
ENSMUSG00000033860	ENSMUST00000048486	3	1	82915031	82922356	Fgg	protein_coding
ENSMUSG00000033860	ENSMUST00000194175	3	1	82915168	82922012	Fgg	protein_coding
ENSMUSG00000028001	ENSMUST00000029630	3	1	82933383	82939570	Fga	protein_coding
ENSMUSG00000028001	ENSMUST00000166581	3	1	82933522	82940934	Fga	protein_coding
ENSMUSG00000033831	ENSMUST00000048246	3	-1	82947448	82957170	Fgb	protein_coding
ENSMUSG00000027998	ENSMUST00000150268	3	1	82962829	82979662	Plrg1	protein_coding
ENSMUSG00000027998	ENSMUST00000122128	3	1	82962862	82979479	Plrg1	protein_coding
ENSMUSG00000102692	ENSMUST00000191829	3	1	83035255	83264516	Dchs2	protein_coding
ENSMUSG00000027996	ENSMUST00000029625	3	1	83673628	83681623	Sfrp2	protein_coding
ENSMUSG00000027995	ENSMUST00000029623	3	-1	83743579	83749074	Tlr2	protein_coding
ENSMUSG00000033767	ENSMUST00000191758	3	-1	83804962	83947482	Tmem131l	protein_coding
ENSMUSG00000033767	ENSMUST00000192095	3	-1	83805516	83947444	Tmem131l	protein_coding
ENSMUSG00000033767	ENSMUST00000052342	3	-1	83805516	83947482	Tmem131l	protein_coding
ENSMUSG00000033752	ENSMUST00000047368	3	-1	83995240	84063093	Mnd1	protein_coding
ENSMUSG00000027993	ENSMUST00000107692	3	-1	84067746	84212116	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000107691	3	-1	84067747	84167119	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000107695	3	-1	84067748	84128196	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000107693	3	-1	84069181	84128184	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000065380	3	-1	84070644	84120145	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000054990	3	-1	84071029	84178098	Trim2	protein_coding
ENSMUSG00000104043	ENSMUST00000193882	3	1	84081411	84082439	Gm6525	protein_coding
ENSMUSG00000027993	ENSMUST00000122849	3	-1	84099507	84212704	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000132283	3	-1	84099518	84212753	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000147901	3	-1	84100666	84166676	Trim2	protein_coding
ENSMUSG00000027993	ENSMUST00000154152	3	-1	84115688	84128181	Trim2	protein_coding
ENSMUSG00000041842	ENSMUST00000107689	3	-1	84349505	84387736	Fhdc1	protein_coding
ENSMUSG00000041842	ENSMUST00000091002	3	-1	84351342	84386798	Fhdc1	protein_coding
ENSMUSG00000041842	ENSMUST00000194027	3	-1	84351415	84387700	Fhdc1	protein_coding
ENSMUSG00000074513	ENSMUST00000098990	3	-1	84403400	84489841	Arfip1	protein_coding
ENSMUSG00000102805	ENSMUST00000154148	3	-1	84403733	85794823	Gm37240	protein_coding
ENSMUSG00000074513	ENSMUST00000107687	3	-1	84404511	84489792	Arfip1	protein_coding
ENSMUSG00000074513	ENSMUST00000143514	3	-1	84405043	84489932	Arfip1	protein_coding
ENSMUSG00000047819	ENSMUST00000062623	3	1	84500881	84504339	Tigd4	protein_coding
ENSMUSG00000056498	ENSMUST00000107682	3	1	84573499	84611882	Tmem154	protein_coding
ENSMUSG00000028086	ENSMUST00000107679	3	1	84722575	84886505	Fbxw7	protein_coding
ENSMUSG00000028086	ENSMUST00000107678	3	1	84771452	84886505	Fbxw7	protein_coding
ENSMUSG00000028086	ENSMUST00000107675	3	1	84832787	84886504	Fbxw7	protein_coding
ENSMUSG00000028086	ENSMUST00000029727	3	1	84859453	84884952	Fbxw7	protein_coding
ENSMUSG00000028085	ENSMUST00000107672	3	1	85481426	85553886	Gatb	protein_coding
ENSMUSG00000028085	ENSMUST00000127348	3	1	85481426	85562929	Gatb	protein_coding
ENSMUSG00000028085	ENSMUST00000107674	3	1	85481434	85560140	Gatb	protein_coding
ENSMUSG00000051000	ENSMUST00000118408	3	-1	85567370	85653573	Fam160a1	protein_coding
ENSMUSG00000051000	ENSMUST00000094148	3	-1	85567372	85648696	Fam160a1	protein_coding
ENSMUSG00000031286	ENSMUST00000033643	3	-1	85777156	85794823	Glt28d2	protein_coding
ENSMUSG00000028082	ENSMUST00000238443	3	1	85878416	86037833	Sh3d19	protein_coding
ENSMUSG00000049013	ENSMUST00000061343	3	-1	85901117	85909798	Prss48	protein_coding
ENSMUSG00000028082	ENSMUST00000238331	3	1	85946184	86037833	Sh3d19	protein_coding
ENSMUSG00000028082	ENSMUST00000238222	3	1	85947806	86037833	Sh3d19	protein_coding
ENSMUSG00000028082	ENSMUST00000238545	3	1	85948030	86037833	Sh3d19	protein_coding
ENSMUSG00000028082	ENSMUST00000182666	3	1	85978222	86037833	Sh3d19	protein_coding
ENSMUSG00000028082	ENSMUST00000107664	3	1	85991741	86037829	Sh3d19	protein_coding
ENSMUSG00000028082	ENSMUST00000238606	3	1	85991797	86034271	Sh3d19	protein_coding
ENSMUSG00000028081	ENSMUST00000029722	3	-1	86045247	86050009	Rps3a1	protein_coding
ENSMUSG00000028080	ENSMUST00000192145	3	1	86131987	86654019	Lrba	protein_coding
ENSMUSG00000028080	ENSMUST00000194759	3	1	86131987	86684263	Lrba	protein_coding
ENSMUSG00000028080	ENSMUST00000107635	3	1	86131987	86689996	Lrba	protein_coding
ENSMUSG00000028080	ENSMUST00000212390	3	1	86132596	86450018	Lrba	protein_coding
ENSMUSG00000057777	ENSMUST00000077524	3	-1	86452888	86455590	Mab21l2	protein_coding
ENSMUSG00000028080	ENSMUST00000195524	3	1	86455523	86689999	Lrba	protein_coding
ENSMUSG00000028078	ENSMUST00000191752	3	-1	86693458	86827686	Dclk2	protein_coding
ENSMUSG00000028078	ENSMUST00000029719	3	-1	86693460	86828159	Dclk2	protein_coding
ENSMUSG00000028078	ENSMUST00000195561	3	-1	86693466	86827642	Dclk2	protein_coding
ENSMUSG00000028078	ENSMUST00000193632	3	-1	86694519	86827477	Dclk2	protein_coding
ENSMUSG00000028078	ENSMUST00000194452	3	-1	86706228	86827681	Dclk2	protein_coding
ENSMUSG00000028076	ENSMUST00000063869	3	-1	86903141	86906616	Cd1d1	protein_coding
ENSMUSG00000028076	ENSMUST00000029717	3	-1	86903141	86906748	Cd1d1	protein_coding
ENSMUSG00000041734	ENSMUST00000159976	3	-1	86985900	87082007	Kirrel	protein_coding
ENSMUSG00000041734	ENSMUST00000107618	3	-1	86985908	87082054	Kirrel	protein_coding
ENSMUSG00000041734	ENSMUST00000041732	3	-1	86991935	87081857	Kirrel	protein_coding
ENSMUSG00000015852	ENSMUST00000090986	3	-1	87158065	87170906	Fcrls	protein_coding
ENSMUSG00000015852	ENSMUST00000146512	3	-1	87166246	87171045	Fcrls	protein_coding
ENSMUSG00000015854	ENSMUST00000015998	3	1	87265188	87278380	Cd5l	protein_coding
