ENSMUSG00000115072	ENSMUST00000105160	4	1	3172083	3173003	Vmn1r2	protein_coding
ENSMUSG00000066149	ENSMUST00000084525	4	-1	62312820	62326879	Cdc26	protein_coding
ENSMUSG00000066149	ENSMUST00000107459	4	-1	62312871	62326862	Cdc26	protein_coding
ENSMUSG00000066148	ENSMUST00000084524	4	1	62327034	62345227	Prpf4	protein_coding
ENSMUSG00000063851	ENSMUST00000107455	4	-1	62345777	62353489	Rnf183	protein_coding
ENSMUSG00000063851	ENSMUST00000107454	4	-1	62345779	62352963	Rnf183	protein_coding
ENSMUSG00000063851	ENSMUST00000079420	4	-1	62346224	62346796	Rnf183	protein_coding
ENSMUSG00000028391	ENSMUST00000120095	4	-1	62370869	62389124	Wdr31	protein_coding
ENSMUSG00000028391	ENSMUST00000132263	4	-1	62371871	62378645	Wdr31	protein_coding
ENSMUSG00000028391	ENSMUST00000030087	4	-1	62371871	62389124	Wdr31	protein_coding
ENSMUSG00000028391	ENSMUST00000107452	4	-1	62371871	62389124	Wdr31	protein_coding
ENSMUSG00000028391	ENSMUST00000155522	4	-1	62381581	62389133	Wdr31	protein_coding
ENSMUSG00000028391	ENSMUST00000135811	4	-1	62382236	62389111	Wdr31	protein_coding
ENSMUSG00000028392	ENSMUST00000030088	4	1	62398290	62415535	Bspry	protein_coding
ENSMUSG00000028392	ENSMUST00000107449	4	1	62398290	62415535	Bspry	protein_coding
ENSMUSG00000038422	ENSMUST00000037820	4	-1	62417245	62420513	Hdhd3	protein_coding
ENSMUSG00000028393	ENSMUST00000107444	4	-1	62427406	62438131	Alad	protein_coding
ENSMUSG00000028393	ENSMUST00000030090	4	-1	62427406	62438155	Alad	protein_coding
ENSMUSG00000028394	ENSMUST00000030091	4	-1	62440886	62443305	Pole3	protein_coding
ENSMUSG00000058046	ENSMUST00000062145	4	1	62443606	62466230	4933430I17Rik	protein_coding
ENSMUSG00000059810	ENSMUST00000065870	4	1	62478084	62578077	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000098031	4	1	62501838	62575676	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000084521	4	1	62537757	62621255	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000107424	4	1	62537819	62578077	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000126338	4	1	62581859	62608060	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000124082	4	1	62587129	62608519	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000107420	4	1	62592276	62621255	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000125369	4	1	62617703	62621255	Rgs3	protein_coding
ENSMUSG00000059810	ENSMUST00000153875	4	1	62618932	62622238	Rgs3	protein_coding
ENSMUSG00000028358	ENSMUST00000030043	4	1	62883810	63033985	Zfp618	protein_coding
ENSMUSG00000028358	ENSMUST00000107415	4	1	62883810	63057945	Zfp618	protein_coding
ENSMUSG00000028358	ENSMUST00000064814	4	1	62883811	63052267	Zfp618	protein_coding
ENSMUSG00000028356	ENSMUST00000030041	4	-1	63061512	63072410	Ambp	protein_coding
ENSMUSG00000028356	ENSMUST00000142901	4	-1	63070935	63073036	Ambp	protein_coding
ENSMUSG00000028357	ENSMUST00000156618	4	-1	63083867	63090366	Kif12	protein_coding
ENSMUSG00000028357	ENSMUST00000030042	4	-1	63083874	63090368	Kif12	protein_coding
ENSMUSG00000045672	ENSMUST00000036300	4	1	63133672	63253228	Col27a1	protein_coding
ENSMUSG00000039196	ENSMUST00000030044	4	1	63262797	63266400	Orm1	protein_coding
ENSMUSG00000028359	ENSMUST00000006687	4	1	63274399	63277748	Orm3	protein_coding
ENSMUSG00000061540	ENSMUST00000075341	4	1	63280686	63284115	Orm2	protein_coding
ENSMUSG00000039158	ENSMUST00000035724	4	-1	63285362	63321591	Akna	protein_coding
ENSMUSG00000039137	ENSMUST00000063650	4	-1	63333147	63414188	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000102867	4	-1	63333147	63414188	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000107393	4	-1	63333147	63414188	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000084510	4	-1	63333147	63414188	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000095038	4	-1	63333147	63414188	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000119294	4	-1	63333147	63414188	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000095037	4	-1	63333147	63414188	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000063672	4	-1	63349670	63414228	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000144965	4	-1	63354466	63390977	Whrn	protein_coding
ENSMUSG00000039137	ENSMUST00000133425	4	-1	63378400	63412996	Whrn	protein_coding
ENSMUSG00000039105	ENSMUST00000035301	4	1	63463009	63468987	Atp6v1g1	protein_coding
ENSMUSG00000045917	ENSMUST00000077709	4	1	63477018	63504594	Tmem268	protein_coding
ENSMUSG00000045917	ENSMUST00000124332	4	1	63478464	63488299	Tmem268	protein_coding
ENSMUSG00000045917	ENSMUST00000150360	4	1	63478464	63488330	Tmem268	protein_coding
ENSMUSG00000045917	ENSMUST00000080336	4	1	63478597	63504590	Tmem268	protein_coding
ENSMUSG00000084782	ENSMUST00000210529	4	-1	63515138	63519001	Gm11213	protein_coding
ENSMUSG00000058935	ENSMUST00000102861	4	-1	63525326	63540653	Tex48	protein_coding
ENSMUSG00000058935	ENSMUST00000102862	4	-1	63525326	63540665	Tex48	protein_coding
ENSMUSG00000099294	ENSMUST00000184252	4	-1	63580596	63581147	Gm11214	protein_coding
ENSMUSG00000050395	ENSMUST00000239480	4	-1	63642840	63663350	Tnfsf15	protein_coding
ENSMUSG00000050395	ENSMUST00000062246	4	-1	63645321	63663350	Tnfsf15	protein_coding
ENSMUSG00000028362	ENSMUST00000030047	4	-1	63749545	63779584	Tnfsf8	protein_coding
ENSMUSG00000028364	ENSMUST00000030056	4	-1	63878022	63938962	Tnc	protein_coding
ENSMUSG00000028364	ENSMUST00000107372	4	-1	63878022	63938962	Tnc	protein_coding
ENSMUSG00000028364	ENSMUST00000107377	4	-1	63878022	63965252	Tnc	protein_coding
ENSMUSG00000028364	ENSMUST00000107371	4	-1	63930906	63938962	Tnc	protein_coding
ENSMUSG00000028370	ENSMUST00000084501	4	1	65042411	65275746	Pappa	protein_coding
ENSMUSG00000028373	ENSMUST00000084496	4	-1	65299040	66322720	Astn2	protein_coding
ENSMUSG00000028373	ENSMUST00000068214	4	-1	65299040	66322848	Astn2	protein_coding
ENSMUSG00000051675	ENSMUST00000050850	4	1	65523223	65534475	Trim32	protein_coding
ENSMUSG00000051675	ENSMUST00000107366	4	1	65523223	65534475	Trim32	protein_coding
ENSMUSG00000051675	ENSMUST00000155978	4	1	65523486	65531853	Trim32	protein_coding
ENSMUSG00000051675	ENSMUST00000156922	4	1	65523486	65531993	Trim32	protein_coding
ENSMUSG00000039005	ENSMUST00000048096	4	1	66745821	66761037	Tlr4	protein_coding
ENSMUSG00000039005	ENSMUST00000107365	4	1	66745850	66848521	Tlr4	protein_coding
ENSMUSG00000028351	ENSMUST00000030036	4	-1	68679751	68872634	Brinp1	protein_coding
ENSMUSG00000039298	ENSMUST00000144099	4	-1	70135093	70328680	Cdk5rap2	protein_coding
ENSMUSG00000039298	ENSMUST00000138561	4	-1	70156587	70182917	Cdk5rap2	protein_coding
ENSMUSG00000039298	ENSMUST00000140108	4	-1	70167246	70172973	Cdk5rap2	protein_coding
ENSMUSG00000039270	ENSMUST00000107359	4	-1	70345302	70453165	Megf9	protein_coding
ENSMUSG00000066141	ENSMUST00000084489	4	-1	71673880	71676202	Gm11232	protein_coding
ENSMUSG00000008305	ENSMUST00000074216	4	-1	72035379	72119156	Tle1	protein_coding
ENSMUSG00000008305	ENSMUST00000072695	4	-1	72036042	72119094	Tle1	protein_coding
ENSMUSG00000008305	ENSMUST00000102848	4	-1	72036044	72119091	Tle1	protein_coding
ENSMUSG00000008305	ENSMUST00000030095	4	-1	72036442	72118389	Tle1	protein_coding
ENSMUSG00000008305	ENSMUST00000140154	4	-1	72056825	72059550	Tle1	protein_coding
ENSMUSG00000008305	ENSMUST00000107337	4	-1	72075817	72119099	Tle1	protein_coding
ENSMUSG00000008305	ENSMUST00000137075	4	-1	72076509	72117729	Tle1	protein_coding
ENSMUSG00000059343	ENSMUST00000179234	4	-1	72768820	72770869	Aldoart1	protein_coding
ENSMUSG00000059343	ENSMUST00000078617	4	-1	72768820	72770871	Aldoart1	protein_coding
ENSMUSG00000066137	ENSMUST00000147434	4	-1	73319269	73321686	Gm11487	protein_coding
ENSMUSG00000066137	ENSMUST00000084480	4	-1	73319269	73323309	Gm11487	protein_coding
ENSMUSG00000095935	ENSMUST00000084479	4	1	73526118	73575528	Gm11238	protein_coding
ENSMUSG00000094116	ENSMUST00000178319	4	1	73541221	73545264	Gm11237	protein_coding
ENSMUSG00000096700	ENSMUST00000180092	4	1	73556358	73560398	Gm11236	protein_coding
ENSMUSG00000095048	ENSMUST00000171348	4	1	73586591	73590633	Gm11239	protein_coding
ENSMUSG00000095048	ENSMUST00000179977	4	1	73587405	73590511	Gm11239	protein_coding
ENSMUSG00000095341	ENSMUST00000084475	4	1	73601753	73605795	Gm428	protein_coding
ENSMUSG00000043003	ENSMUST00000058292	4	-1	73632816	73708839	Rasef	protein_coding
ENSMUSG00000043003	ENSMUST00000102837	4	-1	73632816	73708946	Rasef	protein_coding
ENSMUSG00000043003	ENSMUST00000222414	4	-1	73635905	73709231	Rasef	protein_coding
ENSMUSG00000096530	ENSMUST00000107327	4	-1	73790456	73794503	Gm11758	protein_coding
ENSMUSG00000096530	ENSMUST00000107326	4	-1	73790461	73794503	Gm11758	protein_coding
ENSMUSG00000096750	ENSMUST00000107321	4	-1	73805303	73809349	Gm11757	protein_coding
ENSMUSG00000096750	ENSMUST00000107320	4	-1	73805307	73809349	Gm11757	protein_coding
ENSMUSG00000096333	ENSMUST00000107319	4	-1	73820144	73824190	Gm13871	protein_coding
ENSMUSG00000096333	ENSMUST00000107318	4	-1	73820148	73824190	Gm13871	protein_coding
ENSMUSG00000093962	ENSMUST00000107310	4	-1	73834965	73838997	Gm11756	protein_coding
ENSMUSG00000093962	ENSMUST00000107312	4	-1	73834969	73838997	Gm11756	protein_coding
ENSMUSG00000028396	ENSMUST00000030101	4	-1	73857608	73869083	2310002L09Rik	protein_coding
ENSMUSG00000028396	ENSMUST00000095023	4	-1	73859816	73869082	2310002L09Rik	protein_coding
ENSMUSG00000049122	ENSMUST00000098006	4	1	73931679	74120451	Frmd3	protein_coding
ENSMUSG00000049122	ENSMUST00000084474	4	1	73931681	74108165	Frmd3	protein_coding
ENSMUSG00000028397	ENSMUST00000077851	4	1	74160734	74324097	Kdm4c	protein_coding
ENSMUSG00000028397	ENSMUST00000030102	4	1	74170173	74324097	Kdm4c	protein_coding
ENSMUSG00000028397	ENSMUST00000149295	4	1	74181046	74251979	Kdm4c	protein_coding
ENSMUSG00000028398	ENSMUST00000030103	4	-1	75195591	75196542	Dmac1	protein_coding
ENSMUSG00000028399	ENSMUST00000107289	4	-1	75859475	76368217	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000102834	4	-1	75859476	76052119	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000173376	4	-1	75863043	76512536	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000174831	4	-1	75863195	76243480	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000098005	4	-1	75863195	76243501	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000174023	4	-1	75863195	76243501	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000174531	4	-1	75863195	76243501	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000174180	4	-1	75863195	76243501	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000050757	4	-1	75863195	76262480	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000212365	4	-1	75957574	76002694	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000173662	4	-1	76002608	76004753	Ptprd	protein_coding
ENSMUSG00000028399	ENSMUST00000174832	4	-1	76051395	76052380	Ptprd	protein_coding
ENSMUSG00000005994	ENSMUST00000133655	4	1	80752360	80755921	Tyrp1	protein_coding
ENSMUSG00000005994	ENSMUST00000006151	4	1	80752467	80769955	Tyrp1	protein_coding
ENSMUSG00000005994	ENSMUST00000102831	4	1	80752544	80769956	Tyrp1	protein_coding
ENSMUSG00000005994	ENSMUST00000133932	4	1	80764825	80769237	Tyrp1	protein_coding
ENSMUSG00000048706	ENSMUST00000055922	4	1	80828883	80873865	Lurap1l	protein_coding
ENSMUSG00000028402	ENSMUST00000107262	4	-1	81196737	81361042	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000107258	4	-1	81196742	81339479	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000102830	4	-1	81196742	81361044	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000134726	4	-1	81197575	81213821	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000220807	4	-1	81197838	81360881	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000131547	4	-1	81201611	81210849	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000131197	4	-1	81225037	81245186	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000134572	4	-1	81238605	81254067	Mpdz	protein_coding
ENSMUSG00000028402	ENSMUST00000141995	4	-1	81266867	81281352	Mpdz	protein_coding
ENSMUSG00000008575	ENSMUST00000050872	4	-1	82208410	82423545	Nfib	protein_coding
ENSMUSG00000008575	ENSMUST00000107245	4	-1	82208410	82424007	Nfib	protein_coding
ENSMUSG00000008575	ENSMUST00000064770	4	-1	82208413	82423545	Nfib	protein_coding
ENSMUSG00000008575	ENSMUST00000107248	4	-1	82214285	82423944	Nfib	protein_coding
ENSMUSG00000008575	ENSMUST00000107247	4	-1	82214285	82423944	Nfib	protein_coding
ENSMUSG00000008575	ENSMUST00000107246	4	-1	82214318	82424007	Nfib	protein_coding
ENSMUSG00000008575	ENSMUST00000155821	4	-1	82416558	82623987	Nfib	protein_coding
ENSMUSG00000028403	ENSMUST00000030110	4	-1	82716975	82777910	Zdhhc21	protein_coding
ENSMUSG00000028403	ENSMUST00000107239	4	-1	82724446	82778195	Zdhhc21	protein_coding
ENSMUSG00000028403	ENSMUST00000139401	4	-1	82756549	82769051	Zdhhc21	protein_coding
ENSMUSG00000028403	ENSMUST00000156055	4	-1	82765854	82777810	Zdhhc21	protein_coding
ENSMUSG00000038192	ENSMUST00000048430	4	-1	82799988	82803385	Cer1	protein_coding
ENSMUSG00000059049	ENSMUST00000170248	4	-1	82816157	82970404	Frem1	protein_coding
ENSMUSG00000059049	ENSMUST00000071708	4	-1	82816164	82939339	Frem1	protein_coding
ENSMUSG00000059049	ENSMUST00000107230	4	-1	82816164	82970576	Frem1	protein_coding
ENSMUSG00000059049	ENSMUST00000127886	4	-1	82856663	82888940	Frem1	protein_coding
ENSMUSG00000038172	ENSMUST00000102823	4	-1	83138537	83242492	Ttc39b	protein_coding
ENSMUSG00000038172	ENSMUST00000048274	4	-1	83158047	83242476	Ttc39b	protein_coding
ENSMUSG00000038172	ENSMUST00000150522	4	-1	83171223	83203406	Ttc39b	protein_coding
ENSMUSG00000038172	ENSMUST00000030205	4	-1	83177435	83242426	Ttc39b	protein_coding
ENSMUSG00000038172	ENSMUST00000148811	4	-1	83177566	83197644	Ttc39b	protein_coding
ENSMUSG00000028483	ENSMUST00000030206	4	1	83335961	83371577	Snapc3	protein_coding
ENSMUSG00000028483	ENSMUST00000071544	4	1	83335968	83360323	Snapc3	protein_coding
ENSMUSG00000028484	ENSMUST00000030207	4	-1	83373917	83404696	Psip1	protein_coding
ENSMUSG00000028484	ENSMUST00000126706	4	-1	83380108	83383201	Psip1	protein_coding
ENSMUSG00000028484	ENSMUST00000107214	4	-1	83380108	83404690	Psip1	protein_coding
ENSMUSG00000028484	ENSMUST00000107215	4	-1	83380108	83404695	Psip1	protein_coding
ENSMUSG00000028484	ENSMUST00000130626	4	-1	83394535	83404415	Psip1	protein_coding
ENSMUSG00000052407	ENSMUST00000053414	4	1	83443782	83782907	Ccdc171	protein_coding
ENSMUSG00000052407	ENSMUST00000231339	4	1	83443782	83782907	Ccdc171	protein_coding
ENSMUSG00000052407	ENSMUST00000126429	4	1	83443851	83473615	Ccdc171	protein_coding
ENSMUSG00000028487	ENSMUST00000102820	4	-1	84193332	84593271	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000107198	4	-1	84193466	84593304	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176612	4	-1	84193589	84593512	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176971	4	-1	84193617	84209994	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176691	4	-1	84193847	84593323	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000177277	4	-1	84194396	84210167	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176702	4	-1	84194482	84210383	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176998	4	-1	84194681	84210105	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176601	4	-1	84194681	84210105	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000175800	4	-1	84211451	84593233	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176418	4	-1	84211451	84593233	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176947	4	-1	84211814	84593264	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000175969	4	-1	84211841	84593234	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000175756	4	-1	84309289	84593315	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000177040	4	-1	84329391	84464527	Bnc2	protein_coding
ENSMUSG00000028487	ENSMUST00000176370	4	-1	84464449	84593236	Bnc2	protein_coding
ENSMUSG00000038070	ENSMUST00000047023	4	1	84802546	85050158	Cntln	protein_coding
ENSMUSG00000038070	ENSMUST00000102819	4	1	84802641	84876745	Cntln	protein_coding
ENSMUSG00000038070	ENSMUST00000169371	4	1	84802702	85050154	Cntln	protein_coding
ENSMUSG00000038070	ENSMUST00000107190	4	1	85016341	85050155	Cntln	protein_coding
ENSMUSG00000028488	ENSMUST00000107188	4	1	85123363	85317766	Sh3gl2	protein_coding
ENSMUSG00000028488	ENSMUST00000030212	4	1	85123678	85307617	Sh3gl2	protein_coding
ENSMUSG00000028488	ENSMUST00000107189	4	1	85123706	85557432	Sh3gl2	protein_coding
ENSMUSG00000028488	ENSMUST00000107184	4	1	85123772	85295928	Sh3gl2	protein_coding
ENSMUSG00000028488	ENSMUST00000133109	4	1	85294578	85305841	Sh3gl2	protein_coding
ENSMUSG00000066113	ENSMUST00000213098	4	1	85432409	86029099	Adamtsl1	protein_coding
ENSMUSG00000066113	ENSMUST00000107178	4	1	85972152	86346619	Adamtsl1	protein_coding
ENSMUSG00000066113	ENSMUST00000048885	4	1	85972160	86171210	Adamtsl1	protein_coding
ENSMUSG00000066113	ENSMUST00000141889	4	1	85972165	86346622	Adamtsl1	protein_coding
ENSMUSG00000066113	ENSMUST00000120678	4	1	85972212	86117932	Adamtsl1	protein_coding
ENSMUSG00000066113	ENSMUST00000136320	4	1	86117554	86166366	Adamtsl1	protein_coding
ENSMUSG00000028492	ENSMUST00000030216	4	-1	86362878	86476540	Saxo1	protein_coding
ENSMUSG00000070934	ENSMUST00000091064	4	1	86493905	86495522	Rraga	protein_coding
ENSMUSG00000038047	ENSMUST00000070607	4	-1	86497092	86530292	Haus6	protein_coding
ENSMUSG00000038047	ENSMUST00000125481	4	-1	86523874	86530286	Haus6	protein_coding
ENSMUSG00000028494	ENSMUST00000000466	4	-1	86574802	86588297	Plin2	protein_coding
ENSMUSG00000028494	ENSMUST00000147097	4	-1	86578358	86583962	Plin2	protein_coding
ENSMUSG00000028494	ENSMUST00000149700	4	-1	86580171	86587797	Plin2	protein_coding
ENSMUSG00000028494	ENSMUST00000140382	4	-1	86580171	86588005	Plin2	protein_coding
ENSMUSG00000038024	ENSMUST00000045512	4	1	86666792	86748404	Dennd4c	protein_coding
ENSMUSG00000038024	ENSMUST00000082026	4	1	86666792	86768840	Dennd4c	protein_coding
ENSMUSG00000038024	ENSMUST00000142837	4	1	86692492	86767292	Dennd4c	protein_coding
ENSMUSG00000028495	ENSMUST00000102814	4	-1	86772897	86775649	Rps6	protein_coding
ENSMUSG00000038007	ENSMUST00000045224	4	1	86792633	86839112	Acer2	protein_coding
ENSMUSG00000038007	ENSMUST00000084433	4	1	86792651	86839112	Acer2	protein_coding
ENSMUSG00000037996	ENSMUST00000107157	4	-1	86901361	87148714	Slc24a2	protein_coding
ENSMUSG00000037996	ENSMUST00000107158	4	-1	86901366	87146200	Slc24a2	protein_coding
ENSMUSG00000037996	ENSMUST00000044990	4	-1	86909410	87146110	Slc24a2	protein_coding
ENSMUSG00000037996	ENSMUST00000107155	4	-1	86909410	87146114	Slc24a2	protein_coding
ENSMUSG00000037996	ENSMUST00000146815	4	-1	86946520	87094522	Slc24a2	protein_coding
ENSMUSG00000028496	ENSMUST00000078090	4	-1	87688162	87951601	Mllt3	protein_coding
ENSMUSG00000028496	ENSMUST00000126353	4	-1	87690910	87724551	Mllt3	protein_coding
ENSMUSG00000028496	ENSMUST00000149357	4	-1	87692153	87724560	Mllt3	protein_coding
ENSMUSG00000028496	ENSMUST00000148059	4	-1	87692190	87724531	Mllt3	protein_coding
ENSMUSG00000038368	ENSMUST00000097992	4	1	88012867	88329243	Focad	protein_coding
ENSMUSG00000038368	ENSMUST00000159342	4	1	88039536	88329241	Focad	protein_coding
ENSMUSG00000028497	ENSMUST00000132493	4	-1	88314381	88357152	Hacd4	protein_coding
ENSMUSG00000038368	ENSMUST00000107147	4	1	88318802	88329248	Focad	protein_coding
ENSMUSG00000028497	ENSMUST00000151280	4	-1	88328578	88357165	Hacd4	protein_coding
ENSMUSG00000028497	ENSMUST00000030221	4	-1	88331167	88357163	Hacd4	protein_coding
ENSMUSG00000048806	ENSMUST00000055671	4	-1	88440262	88441011	Ifnb1	protein_coding
ENSMUSG00000096011	ENSMUST00000102809	4	-1	88475910	88476482	Ifna15	protein_coding
ENSMUSG00000095896	ENSMUST00000102808	4	-1	88489466	88490035	Ifna14	protein_coding
ENSMUSG00000095270	ENSMUST00000102807	4	-1	88510050	88510622	Ifna9	protein_coding
ENSMUSG00000073811	ENSMUST00000102806	4	-1	88520817	88521613	Ifna12	protein_coding
ENSMUSG00000038330	ENSMUST00000107143	4	-1	88545557	88552448	Pramel32	protein_coding
ENSMUSG00000038330	ENSMUST00000053304	4	-1	88545557	88552496	Pramel32	protein_coding
ENSMUSG00000038330	ENSMUST00000134155	4	-1	88546406	88552648	Pramel32	protein_coding
ENSMUSG00000038330	ENSMUST00000156062	4	-1	88547135	88552379	Pramel32	protein_coding
ENSMUSG00000038330	ENSMUST00000107142	4	-1	88547425	88552428	Pramel32	protein_coding
ENSMUSG00000063376	ENSMUST00000105149	4	-1	88561878	88562696	Ifna13	protein_coding
ENSMUSG00000078355	ENSMUST00000105148	4	-1	88594152	88595161	Ifna16	protein_coding
ENSMUSG00000078354	ENSMUST00000105147	4	-1	88601118	88602149	Ifna2	protein_coding
ENSMUSG00000100079	ENSMUST00000071378	4	-1	88608539	88609596	Ifnab	protein_coding
ENSMUSG00000070923	ENSMUST00000094993	4	-1	88636529	88640702	Klhl9	protein_coding
ENSMUSG00000097078	ENSMUST00000181601	4	1	88640042	88641079	Gm26566	protein_coding
ENSMUSG00000094618	ENSMUST00000094992	4	1	88673105	88673653	Gm13271	protein_coding
ENSMUSG00000100505	ENSMUST00000191112	4	1	88678356	88679818	Gm13283	protein_coding
ENSMUSG00000094271	ENSMUST00000177806	4	1	88692071	88693038	Gm13290	protein_coding
ENSMUSG00000096582	ENSMUST00000179158	4	1	88695159	88695707	Gm13289	protein_coding
ENSMUSG00000096591	ENSMUST00000179425	4	1	88698087	88698897	Gm13272	protein_coding
ENSMUSG00000096854	ENSMUST00000105144	4	1	88700368	88701829	Ifnz	protein_coding
ENSMUSG00000099545	ENSMUST00000179372	4	1	88703946	88704494	Gm13276	protein_coding
ENSMUSG00000100234	ENSMUST00000178480	4	1	88706869	88707417	Gm13277	protein_coding
ENSMUSG00000101163	ENSMUST00000177771	4	1	88709787	88710335	Gm13278	protein_coding
ENSMUSG00000099518	ENSMUST00000178347	4	1	88712724	88713272	Gm13275	protein_coding
ENSMUSG00000099420	ENSMUST00000178602	4	1	88715634	88716182	Gm13279	protein_coding
ENSMUSG00000095101	ENSMUST00000179725	4	1	88717902	88719363	Gm13285	protein_coding
ENSMUSG00000094648	ENSMUST00000179490	4	1	88721491	88722039	Gm13287	protein_coding
ENSMUSG00000070908	ENSMUST00000094977	4	1	88723768	88726617	Gm13288	protein_coding
ENSMUSG00000100713	ENSMUST00000105143	4	1	88734465	88735037	Ifna7	protein_coding
ENSMUSG00000100549	ENSMUST00000170428	4	1	88738196	88738768	Ifna11	protein_coding
ENSMUSG00000101252	ENSMUST00000105146	4	1	88745653	88746222	Ifna6	protein_coding
ENSMUSG00000096682	ENSMUST00000102804	4	1	88753762	88754331	Ifna5	protein_coding
ENSMUSG00000070904	ENSMUST00000094973	4	1	88760098	88760658	Ifna4	protein_coding
ENSMUSG00000095498	ENSMUST00000094972	4	1	88768324	88768893	Ifna1	protein_coding
ENSMUSG00000045364	ENSMUST00000056014	4	-1	88797775	88798438	Ifne	protein_coding
ENSMUSG00000062937	ENSMUST00000058030	4	1	89055359	89099318	Mtap	protein_coding
ENSMUSG00000044303	ENSMUST00000060501	4	-1	89192708	89200429	Cdkn2a	protein_coding
ENSMUSG00000044303	ENSMUST00000107131	4	-1	89192778	89212890	Cdkn2a	protein_coding
ENSMUSG00000073802	ENSMUST00000097981	4	-1	89224536	89229276	Cdkn2b	protein_coding
ENSMUSG00000043753	ENSMUST00000052478	4	1	89576435	89583009	Dmrta1	protein_coding
ENSMUSG00000070902	ENSMUST00000107129	4	1	90107057	90113939	Zfp352	protein_coding
ENSMUSG00000070902	ENSMUST00000080541	4	1	90111862	90113517	Zfp352	protein_coding
ENSMUSG00000008489	ENSMUST00000107110	4	-1	91139000	91260271	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000008633	4	-1	91139000	91260291	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000107118	4	-1	91139000	91260306	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000107120	4	-1	91139000	91264700	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000102799	4	-1	91139000	91288221	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000107124	4	-1	91139006	91264733	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000107116	4	-1	91141477	91201640	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000107109	4	-1	91141477	91264671	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000107111	4	-1	91141477	91264671	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000177109	4	-1	91152339	91244919	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000147611	4	-1	91196914	91261267	Elavl2	protein_coding
ENSMUSG00000008489	ENSMUST00000176362	4	-1	91197008	91260193	Elavl2	protein_coding
ENSMUSG00000028533	ENSMUST00000107108	4	-1	92032566	92035458	Izumo3	protein_coding
ENSMUSG00000028533	ENSMUST00000143542	4	-1	92032575	92035471	Izumo3	protein_coding
