ENSMUSG00000024831	ENSMUST00000119292	19	-1	3310924	3332979	Ighmbp2	protein_coding
ENSMUSG00000024906	ENSMUST00000237708	19	-1	5532883	5534182	Mus81	protein_coding
ENSMUSG00000056201	ENSMUST00000209469	19	1	5540483	5545229	Cfl1	protein_coding
ENSMUSG00000056201	ENSMUST00000116560	19	1	5540513	5544057	Cfl1	protein_coding
ENSMUSG00000056201	ENSMUST00000237122	19	1	5540593	5543607	Cfl1	protein_coding
ENSMUSG00000056185	ENSMUST00000070172	19	-1	5545302	5560566	Snx32	protein_coding
ENSMUSG00000056185	ENSMUST00000237111	19	-1	5545306	5560491	Snx32	protein_coding
ENSMUSG00000100937	ENSMUST00000189704	19	-1	5552795	5553815	Nscme3l	protein_coding
ENSMUSG00000024922	ENSMUST00000025861	19	-1	5599164	5610674	Ovol1	protein_coding
ENSMUSG00000024922	ENSMUST00000238060	19	-1	5603588	5609431	Ovol1	protein_coding
ENSMUSG00000049562	ENSMUST00000235575	19	1	5618053	5621289	Ap5b1	protein_coding
ENSMUSG00000049562	ENSMUST00000235542	19	1	5618081	5619111	Ap5b1	protein_coding
ENSMUSG00000049562	ENSMUST00000096318	19	1	5618102	5621289	Ap5b1	protein_coding
ENSMUSG00000024925	ENSMUST00000025864	19	1	5651901	5653467	Rnaseh2c	protein_coding
ENSMUSG00000024925	ENSMUST00000236461	19	1	5651964	5657047	Rnaseh2c	protein_coding
ENSMUSG00000024925	ENSMUST00000155639	19	1	5652003	5652960	Rnaseh2c	protein_coding
ENSMUSG00000024925	ENSMUST00000136226	19	1	5652263	5652966	Rnaseh2c	protein_coding
ENSMUSG00000024926	ENSMUST00000237072	19	-1	5653042	5653994	Kat5	protein_coding
ENSMUSG00000024926	ENSMUST00000113641	19	-1	5653042	5660265	Kat5	protein_coding
ENSMUSG00000024926	ENSMUST00000235701	19	-1	5653045	5660076	Kat5	protein_coding
ENSMUSG00000024926	ENSMUST00000236229	19	-1	5653446	5660057	Kat5	protein_coding
ENSMUSG00000024926	ENSMUST00000235796	19	-1	5655587	5658298	Kat5	protein_coding
ENSMUSG00000024926	ENSMUST00000236264	19	-1	5658954	5660079	Kat5	protein_coding
ENSMUSG00000024927	ENSMUST00000025867	19	1	5687511	5698158	Rela	protein_coding
ENSMUSG00000024927	ENSMUST00000237863	19	1	5687987	5688724	Rela	protein_coding
ENSMUSG00000056917	ENSMUST00000169854	19	-1	5701213	5713735	Sipa1	protein_coding
ENSMUSG00000056917	ENSMUST00000164304	19	-1	5701216	5713708	Sipa1	protein_coding
ENSMUSG00000056917	ENSMUST00000236006	19	-1	5701219	5711663	Sipa1	protein_coding
ENSMUSG00000056917	ENSMUST00000080824	19	-1	5701222	5713648	Sipa1	protein_coding
ENSMUSG00000056917	ENSMUST00000071857	19	-1	5701222	5713688	Sipa1	protein_coding
ENSMUSG00000056917	ENSMUST00000236464	19	-1	5701235	5713688	Sipa1	protein_coding
ENSMUSG00000056917	ENSMUST00000237874	19	-1	5701255	5713680	Sipa1	protein_coding
ENSMUSG00000056917	ENSMUST00000237544	19	-1	5710907	5713723	Sipa1	protein_coding
ENSMUSG00000054874	ENSMUST00000113615	19	-1	5714663	5738936	Pcnx3	protein_coding
ENSMUSG00000054874	ENSMUST00000068169	19	-1	5714668	5738177	Pcnx3	protein_coding
ENSMUSG00000054874	ENSMUST00000145270	19	-1	5723320	5734697	Pcnx3	protein_coding
ENSMUSG00000054874	ENSMUST00000137313	19	-1	5724951	5729605	Pcnx3	protein_coding
ENSMUSG00000054874	ENSMUST00000127876	19	-1	5729011	5733371	Pcnx3	protein_coding
ENSMUSG00000054874	ENSMUST00000141577	19	-1	5729431	5733901	Pcnx3	protein_coding
ENSMUSG00000004054	ENSMUST00000004156	19	1	5739065	5752893	Map3k11	protein_coding
ENSMUSG00000004054	ENSMUST00000235661	19	1	5742923	5745579	Map3k11	protein_coding
ENSMUSG00000024936	ENSMUST00000052448	19	1	5754395	5757129	Kcnk7	protein_coding
ENSMUSG00000024936	ENSMUST00000236818	19	1	5754999	5757137	Kcnk7	protein_coding
ENSMUSG00000024937	ENSMUST00000049295	19	-1	5757404	5776345	Ehbp1l1	protein_coding
ENSMUSG00000024937	ENSMUST00000075606	19	-1	5758077	5776298	Ehbp1l1	protein_coding
ENSMUSG00000024937	ENSMUST00000236215	19	-1	5758078	5776298	Ehbp1l1	protein_coding
ENSMUSG00000024937	ENSMUST00000235730	19	-1	5758083	5776303	Ehbp1l1	protein_coding
ENSMUSG00000024937	ENSMUST00000237081	19	-1	5765824	5776309	Ehbp1l1	protein_coding
ENSMUSG00000024939	ENSMUST00000116558	19	-1	5778115	5779661	Fam89b	protein_coding
ENSMUSG00000024939	ENSMUST00000099955	19	-1	5778115	5779679	Fam89b	protein_coding
ENSMUSG00000024939	ENSMUST00000161368	19	-1	5778115	5779681	Fam89b	protein_coding
ENSMUSG00000079478	ENSMUST00000025885	19	-1	5780331	5781755	Znrd2	protein_coding
ENSMUSG00000079478	ENSMUST00000159693	19	-1	5780335	5781760	Znrd2	protein_coding
ENSMUSG00000079478	ENSMUST00000162976	19	-1	5780439	5781503	Znrd2	protein_coding
ENSMUSG00000024940	ENSMUST00000081496	19	1	5790932	5808560	Ltbp3	protein_coding
ENSMUSG00000024940	ENSMUST00000236617	19	1	5795761	5796731	Ltbp3	protein_coding
ENSMUSG00000024940	ENSMUST00000236130	19	1	5805644	5808261	Ltbp3	protein_coding
ENSMUSG00000024941	ENSMUST00000236978	19	-1	5808379	5821447	Scyl1	protein_coding
ENSMUSG00000024941	ENSMUST00000025890	19	-1	5808455	5821429	Scyl1	protein_coding
ENSMUSG00000024941	ENSMUST00000236773	19	-1	5808691	5821426	Scyl1	protein_coding
ENSMUSG00000024941	ENSMUST00000237453	19	-1	5809303	5811804	Scyl1	protein_coding
ENSMUSG00000024941	ENSMUST00000236297	19	-1	5819554	5821397	Scyl1	protein_coding
ENSMUSG00000024941	ENSMUST00000235561	19	-1	5820258	5820975	Scyl1	protein_coding
ENSMUSG00000024816	ENSMUST00000025728	19	-1	5899730	5925302	Frmd8	protein_coding
ENSMUSG00000024816	ENSMUST00000155227	19	-1	5915298	5925267	Frmd8	protein_coding
ENSMUSG00000024818	ENSMUST00000145200	19	1	5927836	5934912	Slc25a45	protein_coding
ENSMUSG00000024818	ENSMUST00000025732	19	1	5927845	5935794	Slc25a45	protein_coding
ENSMUSG00000024818	ENSMUST00000125114	19	1	5927845	5935794	Slc25a45	protein_coding
ENSMUSG00000024818	ENSMUST00000155697	19	1	5927854	5935794	Slc25a45	protein_coding
ENSMUSG00000024818	ENSMUST00000235340	19	1	5927889	5935906	Slc25a45	protein_coding
ENSMUSG00000024818	ENSMUST00000136833	19	1	5928656	5930624	Slc25a45	protein_coding
ENSMUSG00000024818	ENSMUST00000141362	19	1	5928684	5934513	Slc25a45	protein_coding
ENSMUSG00000044390	ENSMUST00000055911	19	-1	5941166	5944135	Tigd3	protein_coding
ENSMUSG00000044390	ENSMUST00000236767	19	-1	5941171	5944177	Tigd3	protein_coding
ENSMUSG00000024826	ENSMUST00000136983	19	-1	5946544	5962899	Dpf2	protein_coding
ENSMUSG00000024826	ENSMUST00000236970	19	-1	5947415	5957100	Dpf2	protein_coding
ENSMUSG00000024826	ENSMUST00000118623	19	-1	5947415	5962820	Dpf2	protein_coding
ENSMUSG00000045664	ENSMUST00000055458	19	-1	5965664	5974844	Cdc42ep2	protein_coding
ENSMUSG00000024833	ENSMUST00000025752	19	-1	5990570	6014230	Pola2	protein_coding
ENSMUSG00000024833	ENSMUST00000165143	19	-1	5991135	6014230	Pola2	protein_coding
ENSMUSG00000024833	ENSMUST00000235535	19	-1	5991711	6003890	Pola2	protein_coding
ENSMUSG00000024833	ENSMUST00000236013	19	-1	5998440	6002212	Pola2	protein_coding
ENSMUSG00000024833	ENSMUST00000235224	19	-1	6003719	6014192	Pola2	protein_coding
ENSMUSG00000037451	ENSMUST00000041827	19	-1	6020262	6036171	Slc22a20	protein_coding
ENSMUSG00000024942	ENSMUST00000025891	19	-1	6038573	6065236	Capn1	protein_coding
ENSMUSG00000024942	ENSMUST00000164843	19	-1	6038574	6065927	Capn1	protein_coding
ENSMUSG00000024942	ENSMUST00000237519	19	-1	6061327	6065415	Capn1	protein_coding
ENSMUSG00000024942	ENSMUST00000236537	19	-1	6061406	6065233	Capn1	protein_coding
ENSMUSG00000024942	ENSMUST00000235138	19	-1	6064261	6065819	Capn1	protein_coding
ENSMUSG00000024807	ENSMUST00000138532	19	1	6096606	6103742	Syvn1	protein_coding
ENSMUSG00000024807	ENSMUST00000129081	19	1	6096668	6099233	Syvn1	protein_coding
ENSMUSG00000024807	ENSMUST00000156550	19	1	6096692	6103739	Syvn1	protein_coding
ENSMUSG00000024807	ENSMUST00000134667	19	1	6097110	6103739	Syvn1	protein_coding
ENSMUSG00000024807	ENSMUST00000025723	19	1	6097134	6103739	Syvn1	protein_coding
ENSMUSG00000007338	ENSMUST00000007482	19	-1	6103652	6107815	Mrpl49	protein_coding
ENSMUSG00000007338	ENSMUST00000235520	19	-1	6103927	6107788	Mrpl49	protein_coding
ENSMUSG00000007338	ENSMUST00000236412	19	-1	6104961	6107109	Mrpl49	protein_coding
ENSMUSG00000038274	ENSMUST00000178310	19	1	6107874	6109549	Fau	protein_coding
ENSMUSG00000038274	ENSMUST00000237859	19	1	6107972	6109516	Fau	protein_coding
ENSMUSG00000038274	ENSMUST00000043074	19	1	6107973	6109546	Fau	protein_coding
ENSMUSG00000038274	ENSMUST00000236336	19	1	6107981	6109540	Fau	protein_coding
ENSMUSG00000038274	ENSMUST00000179142	19	1	6107997	6109554	Fau	protein_coding
ENSMUSG00000038274	ENSMUST00000236217	19	1	6107999	6109549	Fau	protein_coding
ENSMUSG00000038274	ENSMUST00000237840	19	1	6108253	6109546	Fau	protein_coding
ENSMUSG00000075227	ENSMUST00000162726	19	1	6111222	6112502	Znhit2	protein_coding
ENSMUSG00000024799	ENSMUST00000159084	19	-1	6112851	6117833	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000025713	19	-1	6112851	6117872	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000113543	19	-1	6112852	6117872	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000161718	19	-1	6113008	6117838	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000162575	19	-1	6113852	6117815	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000162810	19	-1	6114123	6117838	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000160417	19	-1	6116159	6117880	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000161528	19	-1	6116217	6117885	Tm7sf2	protein_coding
ENSMUSG00000024799	ENSMUST00000160028	19	-1	6117193	6118403	Tm7sf2	protein_coding
ENSMUSG00000024797	ENSMUST00000025711	19	-1	6117872	6127261	Vps51	protein_coding
ENSMUSG00000024797	ENSMUST00000159475	19	-1	6118247	6119101	Vps51	protein_coding
ENSMUSG00000024797	ENSMUST00000160590	19	-1	6125933	6127230	Vps51	protein_coding
ENSMUSG00000100621	ENSMUST00000162374	19	-1	6126975	6132286	Gm28374	protein_coding
ENSMUSG00000047733	ENSMUST00000149347	19	1	6130063	6130815	Tmem262	protein_coding
ENSMUSG00000047733	ENSMUST00000143303	19	1	6130063	6130818	Tmem262	protein_coding
ENSMUSG00000024792	ENSMUST00000025707	19	-1	6130792	6134973	Zfpl1	protein_coding
ENSMUSG00000024792	ENSMUST00000237738	19	-1	6130792	6134986	Zfpl1	protein_coding
ENSMUSG00000024792	ENSMUST00000160977	19	-1	6131198	6134945	Zfpl1	protein_coding
ENSMUSG00000024792	ENSMUST00000161548	19	-1	6131895	6134723	Zfpl1	protein_coding
ENSMUSG00000024792	ENSMUST00000160712	19	-1	6132291	6134974	Zfpl1	protein_coding
ENSMUSG00000024792	ENSMUST00000159859	19	-1	6132636	6134957	Zfpl1	protein_coding
ENSMUSG00000024791	ENSMUST00000025704	19	1	6135013	6141807	Cdca5	protein_coding
ENSMUSG00000117666	ENSMUST00000235513	19	1	6144449	6148271	Gm550	protein_coding
ENSMUSG00000054999	ENSMUST00000044451	19	1	6155812	6165822	Naaladl1	protein_coding
ENSMUSG00000024790	ENSMUST00000113533	19	-1	6166030	6168680	Sac3d1	protein_coding
ENSMUSG00000024787	ENSMUST00000025702	19	-1	6169429	6178334	Snx15	protein_coding
ENSMUSG00000024787	ENSMUST00000154601	19	-1	6169882	6178177	Snx15	protein_coding
ENSMUSG00000024787	ENSMUST00000138931	19	-1	6170711	6178219	Snx15	protein_coding
ENSMUSG00000024944	ENSMUST00000025893	19	-1	6184413	6191578	Arl2	protein_coding
ENSMUSG00000039699	ENSMUST00000045042	19	1	6214469	6222506	Batf2	protein_coding
ENSMUSG00000039699	ENSMUST00000237511	19	1	6214470	6222501	Batf2	protein_coding
ENSMUSG00000024786	ENSMUST00000025699	19	1	6234418	6274249	Majin	protein_coding
ENSMUSG00000024786	ENSMUST00000113528	19	1	6234497	6274255	Majin	protein_coding
ENSMUSG00000024784	ENSMUST00000025698	19	1	6276410	6277798	Gpha2	protein_coding
ENSMUSG00000024784	ENSMUST00000113526	19	1	6276418	6277798	Gpha2	protein_coding
ENSMUSG00000024777	ENSMUST00000025695	19	-1	6277795	6285902	Ppp2r5b	protein_coding
ENSMUSG00000024773	ENSMUST00000045351	19	1	6291698	6312365	Atg2a	protein_coding
ENSMUSG00000024773	ENSMUST00000145600	19	1	6295495	6312325	Atg2a	protein_coding
ENSMUSG00000024772	ENSMUST00000025684	19	1	6326755	6350126	Ehd1	protein_coding
ENSMUSG00000024769	ENSMUST00000025681	19	1	6356486	6375682	Cdc42bpg	protein_coding
ENSMUSG00000024947	ENSMUST00000113502	19	1	6385009	6390910	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000113504	19	1	6385009	6390921	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000079327	19	1	6385043	6390919	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000056391	19	1	6385069	6390919	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000113501	19	1	6385069	6390919	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000237909	19	1	6385070	6385756	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000113500	19	1	6385077	6390813	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000166909	19	1	6385094	6390493	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000078137	19	1	6385141	6390919	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000113503	19	1	6385491	6390202	Men1	protein_coding
ENSMUSG00000024947	ENSMUST00000170132	19	1	6386940	6388438	Men1	protein_coding
ENSMUSG00000024948	ENSMUST00000025897	19	1	6391190	6405645	Map4k2	protein_coding
ENSMUSG00000024948	ENSMUST00000130382	19	1	6391254	6395772	Map4k2	protein_coding
ENSMUSG00000024949	ENSMUST00000131252	19	1	6413720	6428060	Sf1	protein_coding
ENSMUSG00000024949	ENSMUST00000113489	19	1	6413749	6427233	Sf1	protein_coding
ENSMUSG00000024949	ENSMUST00000113488	19	1	6413840	6426542	Sf1	protein_coding
ENSMUSG00000024949	ENSMUST00000113487	19	1	6413952	6427226	Sf1	protein_coding
ENSMUSG00000024949	ENSMUST00000155973	19	1	6414587	6422649	Sf1	protein_coding
ENSMUSG00000024949	ENSMUST00000125516	19	1	6423651	6426684	Sf1	protein_coding
ENSMUSG00000024949	ENSMUST00000124667	19	1	6424040	6426542	Sf1	protein_coding
ENSMUSG00000024949	ENSMUST00000162237	19	1	6424159	6425810	Sf1	protein_coding
ENSMUSG00000032648	ENSMUST00000035269	19	1	6434429	6448489	Pygm	protein_coding
ENSMUSG00000032648	ENSMUST00000113483	19	1	6434445	6448478	Pygm	protein_coding
ENSMUSG00000032946	ENSMUST00000113476	19	1	6449370	6465240	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000113475	19	1	6449486	6453663	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000113468	19	1	6449776	6453515	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000146601	19	1	6449894	6452604	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000150713	19	1	6449898	6453508	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000113472	19	1	6450143	6453668	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000146831	19	1	6450577	6454451	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000035716	19	1	6450592	6465246	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000138555	19	1	6450594	6454854	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000167240	19	1	6450613	6465245	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000113467	19	1	6450653	6453642	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000113471	19	1	6451732	6453668	Rasgrp2	protein_coding
ENSMUSG00000032946	ENSMUST00000113469	19	1	6451748	6453668	Rasgrp2	protein_coding
ENSMUSG00000033768	ENSMUST00000113462	19	1	6468761	6583247	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000077182	19	1	6468768	6583246	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000236635	19	1	6468795	6582308	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000113461	19	1	6468795	6582308	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000235714	19	1	6477953	6582541	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000137166	19	1	6477967	6583247	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000137821	19	1	6478676	6522410	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000113458	19	1	6547858	6583247	Nrxn2	protein_coding
ENSMUSG00000033768	ENSMUST00000113459	19	1	6547865	6594199	Nrxn2	protein_coding
ENSMUSG00000061742	ENSMUST00000113451	19	-1	6585875	6593062	Slc22a12	protein_coding
ENSMUSG00000061742	ENSMUST00000126142	19	-1	6587767	6592741	Slc22a12	protein_coding
ENSMUSG00000118668	ENSMUST00000239527	19	-1	6806578	6818004	AC120557.1	protein_coding
ENSMUSG00000047810	ENSMUST00000236028	19	-1	6821991	6832606	Ccdc88b	protein_coding
ENSMUSG00000047810	ENSMUST00000113440	19	-1	6821991	6835579	Ccdc88b	protein_coding
ENSMUSG00000047810	ENSMUST00000238099	19	-1	6823968	6825721	Ccdc88b	protein_coding
ENSMUSG00000024953	ENSMUST00000238095	19	-1	6884074	6886898	Prdx5	protein_coding
ENSMUSG00000024953	ENSMUST00000025904	19	-1	6884074	6887474	Prdx5	protein_coding
ENSMUSG00000024953	ENSMUST00000149261	19	-1	6884118	6885669	Prdx5	protein_coding
ENSMUSG00000024953	ENSMUST00000173091	19	-1	6884214	6886985	Prdx5	protein_coding
ENSMUSG00000038812	ENSMUST00000088257	19	1	6887066	6888417	Trmt112	protein_coding
ENSMUSG00000038812	ENSMUST00000116551	19	1	6887115	6888396	Trmt112	protein_coding
ENSMUSG00000038812	ENSMUST00000174786	19	1	6887532	6888396	Trmt112	protein_coding
ENSMUSG00000024955	ENSMUST00000172975	19	-1	6888345	6898419	Esrra	protein_coding
ENSMUSG00000024955	ENSMUST00000239322	19	-1	6888345	6899208	Esrra	protein_coding
ENSMUSG00000024955	ENSMUST00000025906	19	-1	6888346	6899176	Esrra	protein_coding
ENSMUSG00000024955	ENSMUST00000173635	19	-1	6889820	6899129	Esrra	protein_coding
ENSMUSG00000050623	ENSMUST00000237586	19	-1	6899739	6902237	Catsperz	protein_coding
ENSMUSG00000050623	ENSMUST00000237380	19	-1	6899791	6902727	Catsperz	protein_coding
ENSMUSG00000050623	ENSMUST00000057716	19	-1	6899791	6902748	Catsperz	protein_coding
ENSMUSG00000050623	ENSMUST00000237743	19	-1	6899798	6902257	Catsperz	protein_coding
ENSMUSG00000024957	ENSMUST00000025908	19	-1	6903030	6911883	Kcnk4	protein_coding
ENSMUSG00000024957	ENSMUST00000235248	19	-1	6905667	6910922	Kcnk4	protein_coding
ENSMUSG00000024957	ENSMUST00000236443	19	-1	6906085	6910195	Kcnk4	protein_coding
ENSMUSG00000024958	ENSMUST00000166115	19	-1	6915425	6918561	Gpr137	protein_coding
ENSMUSG00000024958	ENSMUST00000099774	19	-1	6915437	6918875	Gpr137	protein_coding
ENSMUSG00000024958	ENSMUST00000238183	19	-1	6915438	6917890	Gpr137	protein_coding
ENSMUSG00000024958	ENSMUST00000237934	19	-1	6915438	6918587	Gpr137	protein_coding
ENSMUSG00000024958	ENSMUST00000025909	19	-1	6915438	6918847	Gpr137	protein_coding
ENSMUSG00000024958	ENSMUST00000099782	19	-1	6915438	6919818	Gpr137	protein_coding
ENSMUSG00000024958	ENSMUST00000099776	19	-1	6915440	6918207	Gpr137	protein_coding
ENSMUSG00000024958	ENSMUST00000235363	19	-1	6916953	6918621	Gpr137	protein_coding
ENSMUSG00000024959	ENSMUST00000025910	19	1	6919229	6929267	Bad	protein_coding
ENSMUSG00000024959	ENSMUST00000113426	19	1	6919691	6929260	Bad	protein_coding
ENSMUSG00000024959	ENSMUST00000238184	19	1	6919831	6928928	Bad	protein_coding
ENSMUSG00000024959	ENSMUST00000113423	19	1	6919869	6929261	Bad	protein_coding
ENSMUSG00000024959	ENSMUST00000237334	19	1	6919890	6929257	Bad	protein_coding
ENSMUSG00000024959	ENSMUST00000235240	19	1	6919932	6929261	Bad	protein_coding
ENSMUSG00000024959	ENSMUST00000141410	19	1	6920247	6928620	Bad	protein_coding
ENSMUSG00000024959	ENSMUST00000145463	19	1	6928135	6929242	Bad	protein_coding
ENSMUSG00000024960	ENSMUST00000237808	19	-1	6929693	6935081	Plcb3	protein_coding
ENSMUSG00000024960	ENSMUST00000025912	19	-1	6931081	6947182	Plcb3	protein_coding
ENSMUSG00000024960	ENSMUST00000235352	19	-1	6939279	6953838	Plcb3	protein_coding
ENSMUSG00000024960	ENSMUST00000237074	19	-1	6942056	6947076	Plcb3	protein_coding
ENSMUSG00000056612	ENSMUST00000070850	19	1	6952336	6954692	Ppp1r14b	protein_coding
ENSMUSG00000056612	ENSMUST00000237084	19	1	6952609	6954618	Ppp1r14b	protein_coding
ENSMUSG00000056612	ENSMUST00000236218	19	1	6952626	6954477	Ppp1r14b	protein_coding
ENSMUSG00000056612	ENSMUST00000237235	19	1	6952683	6954617	Ppp1r14b	protein_coding
ENSMUSG00000056629	ENSMUST00000070878	19	-1	6955109	6957808	Fkbp2	protein_coding
ENSMUSG00000056629	ENSMUST00000177752	19	-1	6955112	6957869	Fkbp2	protein_coding
ENSMUSG00000056629	ENSMUST00000238181	19	-1	6955115	6957618	Fkbp2	protein_coding
ENSMUSG00000024962	ENSMUST00000130048	19	-1	6959841	6964997	Vegfb	protein_coding
ENSMUSG00000024962	ENSMUST00000025914	19	-1	6959841	6965019	Vegfb	protein_coding
ENSMUSG00000024963	ENSMUST00000179118	19	-1	6965279	6969640	Dnajc4	protein_coding
ENSMUSG00000024963	ENSMUST00000025915	19	-1	6965279	6969871	Dnajc4	protein_coding
ENSMUSG00000037349	ENSMUST00000041686	19	-1	6970386	6973405	Nudt22	protein_coding
ENSMUSG00000037349	ENSMUST00000180765	19	-1	6970386	6973485	Nudt22	protein_coding
ENSMUSG00000047656	ENSMUST00000088223	19	1	6973540	6976414	Trpt1	protein_coding
ENSMUSG00000024965	ENSMUST00000040772	19	-1	6976326	6996837	Fermt3	protein_coding
ENSMUSG00000024965	ENSMUST00000236188	19	-1	6991696	6996730	Fermt3	protein_coding
ENSMUSG00000024966	ENSMUST00000025918	19	-1	6998070	7017335	Stip1	protein_coding
ENSMUSG00000036278	ENSMUST00000040261	19	1	7034178	7175422	Macrod1	protein_coding
ENSMUSG00000047787	ENSMUST00000113383	19	-1	7069366	7083094	Flrt1	protein_coding
ENSMUSG00000024767	ENSMUST00000025679	19	-1	7175567	7183681	Otub1	protein_coding
ENSMUSG00000024767	ENSMUST00000123594	19	-1	7175575	7183599	Otub1	protein_coding
ENSMUSG00000024767	ENSMUST00000142085	19	-1	7177076	7183140	Otub1	protein_coding
ENSMUSG00000035885	ENSMUST00000039758	19	-1	7192518	7194981	Cox8a	protein_coding
ENSMUSG00000024764	ENSMUST00000025675	19	-1	7203038	7218548	Naa40	protein_coding
ENSMUSG00000024764	ENSMUST00000236769	19	-1	7203078	7218421	Naa40	protein_coding
ENSMUSG00000024968	ENSMUST00000140442	19	1	7244690	7247509	Rcor2	protein_coding
ENSMUSG00000024968	ENSMUST00000066646	19	1	7245644	7252590	Rcor2	protein_coding
ENSMUSG00000024968	ENSMUST00000113369	19	1	7247129	7252589	Rcor2	protein_coding
ENSMUSG00000024969	ENSMUST00000032557	19	-1	7252761	7319184	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000164205	19	-1	7254098	7319164	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000025921	19	-1	7254124	7272812	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000171721	19	-1	7254124	7318557	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000165965	19	-1	7254124	7318798	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000051711	19	-1	7254124	7318953	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000166461	19	-1	7254214	7260415	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000165286	19	-1	7254214	7319169	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000168872	19	-1	7254455	7318586	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000167767	19	-1	7254645	7260430	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000165881	19	-1	7254810	7260543	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000171352	19	-1	7255867	7260882	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000163345	19	-1	7256525	7259306	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000171393	19	-1	7263185	7319225	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000169541	19	-1	7264702	7318969	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000165989	19	-1	7267702	7319007	Mark2	protein_coding
ENSMUSG00000024969	ENSMUST00000168324	19	-1	7268031	7319177	Mark2	protein_coding
ENSMUSG00000024970	ENSMUST00000237653	19	-1	7331443	7352182	Spindoc	protein_coding
ENSMUSG00000024970	ENSMUST00000025924	19	-1	7333828	7360359	Spindoc	protein_coding
ENSMUSG00000024970	ENSMUST00000235678	19	-1	7335051	7351702	Spindoc	protein_coding
ENSMUSG00000053080	ENSMUST00000159348	19	1	7394990	7403269	2700081O15Rik	protein_coding
ENSMUSG00000053080	ENSMUST00000161907	19	1	7397455	7400703	2700081O15Rik	protein_coding
ENSMUSG00000053080	ENSMUST00000159346	19	1	7397784	7399689	2700081O15Rik	protein_coding
ENSMUSG00000024758	ENSMUST00000088169	19	-1	7403266	7460567	Rtn3	protein_coding
ENSMUSG00000024758	ENSMUST00000088171	19	-1	7403266	7460637	Rtn3	protein_coding
ENSMUSG00000024758	ENSMUST00000065304	19	-1	7403266	7460637	Rtn3	protein_coding
ENSMUSG00000024758	ENSMUST00000025667	19	-1	7403266	7460646	Rtn3	protein_coding
ENSMUSG00000024758	ENSMUST00000235593	19	-1	7404908	7460632	Rtn3	protein_coding
ENSMUSG00000024759	ENSMUST00000170373	19	1	7471405	7517039	Atl3	protein_coding
ENSMUSG00000024759	ENSMUST00000236308	19	1	7471418	7497318	Atl3	protein_coding
ENSMUSG00000024759	ENSMUST00000235557	19	1	7471460	7486807	Atl3	protein_coding
