ENSMUSG00000054753	ENSMUST00000203937	7	-1	3212159	3218931	AU018091	protein_coding
ENSMUSG00000040564	ENSMUST00000045035	7	-1	19423406	19426585	Apoc1	protein_coding
ENSMUSG00000040564	ENSMUST00000207978	7	-1	19423417	19426529	Apoc1	protein_coding
ENSMUSG00000002985	ENSMUST00000174064	7	-1	19430034	19433113	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000173739	7	-1	19430197	19432332	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174355	7	-1	19430197	19432933	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000003066	7	-1	19430197	19432977	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000172983	7	-1	19430545	19432963	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174144	7	-1	19430546	19432546	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000172808	7	-1	19430769	19432172	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174710	7	-1	19431165	19432975	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174191	7	-1	19431181	19432192	Apoe	protein_coding
ENSMUSG00000002984	ENSMUST00000093552	7	-1	19435238	19449363	Tomm40	protein_coding
ENSMUSG00000002984	ENSMUST00000032555	7	-1	19435254	19449350	Tomm40	protein_coding
ENSMUSG00000002984	ENSMUST00000172705	7	-1	19436590	19437065	Tomm40	protein_coding
ENSMUSG00000062300	ENSMUST00000075447	7	-1	19450569	19483498	Nectin2	protein_coding
ENSMUSG00000062300	ENSMUST00000108450	7	-1	19458086	19483458	Nectin2	protein_coding
ENSMUSG00000002980	ENSMUST00000003061	7	-1	19490056	19504472	Bcam	protein_coding
ENSMUSG00000002980	ENSMUST00000155244	7	-1	19499538	19504941	Bcam	protein_coding
ENSMUSG00000040525	ENSMUST00000108449	7	-1	19513643	19530718	Cblc	protein_coding
ENSMUSG00000040525	ENSMUST00000043822	7	-1	19513643	19530734	Cblc	protein_coding
ENSMUSG00000053175	ENSMUST00000135609	7	-1	19542387	19543588	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000120537	7	-1	19542387	19556695	Bcl3	protein_coding
ENSMUSG00000092216	ENSMUST00000172815	7	1	19585928	19592275	Gm19345	protein_coding
ENSMUSG00000014686	ENSMUST00000014830	7	-1	19586022	19595224	Ceacam16	protein_coding
ENSMUSG00000014686	ENSMUST00000208198	7	-1	19586023	19590161	Ceacam16	protein_coding
ENSMUSG00000049848	ENSMUST00000052605	7	-1	19609667	19621890	Ceacam19	protein_coding
ENSMUSG00000040511	ENSMUST00000043517	7	-1	19637503	19655085	Pvr	protein_coding
ENSMUSG00000040498	ENSMUST00000208974	7	-1	19671230	19684498	Igsf23	protein_coding
ENSMUSG00000040498	ENSMUST00000043440	7	-1	19671230	19684681	Igsf23	protein_coding
ENSMUSG00000070777	ENSMUST00000094753	7	1	19699337	19725029	Ceacam20	protein_coding
ENSMUSG00000070777	ENSMUST00000207248	7	1	19710208	19724205	Ceacam20	protein_coding
ENSMUSG00000060508	ENSMUST00000207805	7	1	19725390	19753194	Nlrp9b	protein_coding
ENSMUSG00000060508	ENSMUST00000137183	7	1	19738020	19757488	Nlrp9b	protein_coding
ENSMUSG00000060508	ENSMUST00000073151	7	1	19741948	19796865	Nlrp9b	protein_coding
ENSMUSG00000060508	ENSMUST00000117909	7	1	19753097	19807231	Nlrp9b	protein_coding
ENSMUSG00000095201	ENSMUST00000165330	7	1	19833605	19837026	Vmn1r91	protein_coding
ENSMUSG00000096152	ENSMUST00000079099	7	-1	19855581	19856504	Vmn1r240	protein_coding
ENSMUSG00000096164	ENSMUST00000098747	7	-1	19872048	19873013	Vmn1r93	protein_coding
ENSMUSG00000094011	ENSMUST00000164526	7	-1	19901385	19902302	Vmn1r94	protein_coding
ENSMUSG00000094735	ENSMUST00000168984	7	1	19927635	19928558	Vmn1r95	protein_coding
ENSMUSG00000094298	ENSMUST00000169774	7	-1	19938609	19939532	Vmn1r241	protein_coding
ENSMUSG00000094757	ENSMUST00000168580	7	-1	19966833	19967753	Vmn1r242	protein_coding
ENSMUSG00000109166	ENSMUST00000190145	7	-1	19994376	19996759	Gm5890	protein_coding
ENSMUSG00000095745	ENSMUST00000172989	7	-1	20067067	20067990	Vmn1r243	protein_coding
ENSMUSG00000095806	ENSMUST00000105209	7	-1	20108418	20109335	Vmn1r244	protein_coding
ENSMUSG00000096386	ENSMUST00000177815	7	1	20151867	20152790	Vmn1r100	protein_coding
ENSMUSG00000094545	ENSMUST00000164245	7	-1	20175595	20176518	Vmn1r101	protein_coding
ENSMUSG00000094762	ENSMUST00000098744	7	-1	20207885	20208850	Gm10670	protein_coding
ENSMUSG00000096663	ENSMUST00000163461	7	-1	20243542	20244459	Vmn1r103	protein_coding
ENSMUSG00000096903	ENSMUST00000169689	7	1	20267762	20268685	Vmn1r104	protein_coding
ENSMUSG00000096761	ENSMUST00000173886	7	-1	20278759	20279682	Vmn1r245	protein_coding
ENSMUSG00000095837	ENSMUST00000174364	7	-1	20309246	20310166	Vmn1r246	protein_coding
ENSMUSG00000109060	ENSMUST00000207881	7	-1	20326976	20332946	Gm4513	protein_coding
ENSMUSG00000095275	ENSMUST00000179079	7	1	20402843	20403766	Vmn1r107	protein_coding
ENSMUSG00000095768	ENSMUST00000179511	7	-1	20436221	20437141	Vmn1r111	protein_coding
ENSMUSG00000095190	ENSMUST00000191073	7	-1	20458450	20464549	Gm10668	protein_coding
ENSMUSG00000095190	ENSMUST00000179491	7	-1	20458844	20459749	Gm10668	protein_coding
ENSMUSG00000094284	ENSMUST00000174538	7	1	20505110	20506003	Vmn1r112	protein_coding
ENSMUSG00000091638	ENSMUST00000173723	7	1	20521210	20522133	Vmn1r113	protein_coding
ENSMUSG00000091638	ENSMUST00000168794	7	1	20521210	20522133	Vmn1r113	protein_coding
ENSMUSG00000094085	ENSMUST00000098737	7	-1	20545146	20546111	Vmn1r114	protein_coding
ENSMUSG00000091435	ENSMUST00000169374	7	-1	20578023	20578910	Vmn1r115	protein_coding
ENSMUSG00000095973	ENSMUST00000164288	7	1	20606181	20607104	Vmn1r116	protein_coding
ENSMUSG00000096737	ENSMUST00000166937	7	-1	20617123	20618046	Vmn1r117	protein_coding
ENSMUSG00000094589	ENSMUST00000172322	7	-1	20645352	20646272	Vmn1r118	protein_coding
ENSMUSG00000094010	ENSMUST00000164683	7	-1	20745457	20746380	Vmn1r119	protein_coding
ENSMUSG00000093986	ENSMUST00000105202	7	-1	20786792	20787709	Vmn1r120	protein_coding
ENSMUSG00000094680	ENSMUST00000105197	7	-1	20831494	20832438	Vmn1r121	protein_coding
ENSMUSG00000094001	ENSMUST00000164409	7	-1	20867136	20868053	Vmn1r122	protein_coding
ENSMUSG00000094385	ENSMUST00000166948	7	1	20896110	20897033	Vmn1r123	protein_coding
ENSMUSG00000101436	ENSMUST00000185914	7	-1	20918242	20924348	Gm5157	protein_coding
ENSMUSG00000094221	ENSMUST00000105200	7	-1	20993619	20994542	Vmn1r124	protein_coding
ENSMUSG00000095309	ENSMUST00000098739	7	1	21006104	21007027	Vmn1r125	protein_coding
ENSMUSG00000096813	ENSMUST00000168398	7	-1	21034427	21035392	Vmn1r126	protein_coding
ENSMUSG00000093890	ENSMUST00000105199	7	-1	21052869	21053786	Vmn1r127	protein_coding
ENSMUSG00000095758	ENSMUST00000169165	7	1	21083298	21084221	Vmn1r128	protein_coding
ENSMUSG00000094879	ENSMUST00000165961	7	-1	21094293	21095216	Vmn1r129	protein_coding
ENSMUSG00000109516	ENSMUST00000207192	7	-1	21159783	21166670	Gm6882	protein_coding
ENSMUSG00000109516	ENSMUST00000177741	7	-1	21160925	21161866	Gm6882	protein_coding
ENSMUSG00000094208	ENSMUST00000177936	7	1	21245705	21246628	Vmn1r130	protein_coding
ENSMUSG00000093941	ENSMUST00000179390	7	-1	21279095	21280015	Vmn1r131	protein_coding
ENSMUSG00000074322	ENSMUST00000098736	7	1	21348017	21348910	Vmn1r132	protein_coding
ENSMUSG00000096513	ENSMUST00000172863	7	-1	21459956	21460900	Vmn1r247	protein_coding
ENSMUSG00000096760	ENSMUST00000105196	7	-1	21495236	21496153	Vmn1r248	protein_coding
ENSMUSG00000095064	ENSMUST00000170931	7	1	21531776	21532699	Vmn1r135	protein_coding
ENSMUSG00000095191	ENSMUST00000105195	7	-1	21542769	21543692	Vmn1r249	protein_coding
ENSMUSG00000095976	ENSMUST00000186212	7	-1	21608090	21620716	Gm5891	protein_coding
ENSMUSG00000095976	ENSMUST00000179493	7	-1	21609232	21610173	Gm5891	protein_coding
ENSMUSG00000095962	ENSMUST00000177884	7	1	21694012	21694935	Vmn1r137	protein_coding
ENSMUSG00000095163	ENSMUST00000179206	7	-1	21727402	21728322	Vmn1r138	protein_coding
ENSMUSG00000096283	ENSMUST00000207633	7	-1	21749630	21755730	Gm6176	protein_coding
ENSMUSG00000096283	ENSMUST00000178209	7	-1	21750024	21750929	Gm6176	protein_coding
ENSMUSG00000074311	ENSMUST00000173668	7	1	21768482	21797332	Vmn1r139	protein_coding
ENSMUSG00000074311	ENSMUST00000169730	7	1	21796292	21797185	Vmn1r139	protein_coding
ENSMUSG00000096304	ENSMUST00000173484	7	-1	21816747	21817670	Gm16451	protein_coding
ENSMUSG00000096348	ENSMUST00000098722	7	-1	21833201	21834166	Vmn1r250	protein_coding
ENSMUSG00000095273	ENSMUST00000169697	7	-1	21862543	21863460	Vmn1r142	protein_coding
ENSMUSG00000096071	ENSMUST00000171622	7	1	21888802	21889725	Vmn1r143	protein_coding
ENSMUSG00000094981	ENSMUST00000163096	7	-1	21899766	21900689	Vmn1r251	protein_coding
ENSMUSG00000094149	ENSMUST00000167253	7	-1	21927989	21928909	Vmn1r252	protein_coding
ENSMUSG00000093871	ENSMUST00000172551	7	-1	22028219	22029142	Vmn1r253	protein_coding
ENSMUSG00000093917	ENSMUST00000105187	7	-1	22069547	22070464	Vmn1r254	protein_coding
ENSMUSG00000095543	ENSMUST00000177774	7	1	22113008	22113931	Vmn1r148	protein_coding
ENSMUSG00000094542	ENSMUST00000165916	7	-1	22136731	22137654	Vmn1r149	protein_coding
ENSMUSG00000096871	ENSMUST00000098720	7	-1	22162535	22163500	Gm10665	protein_coding
ENSMUSG00000093853	ENSMUST00000166079	7	-1	22198186	22199103	Vmn1r151	protein_coding
ENSMUSG00000095383	ENSMUST00000168326	7	1	22222392	22223315	Vmn1r152	protein_coding
ENSMUSG00000094748	ENSMUST00000174637	7	-1	22233389	22234312	Vmn1r255	protein_coding
ENSMUSG00000095984	ENSMUST00000174775	7	-1	22263848	22264768	Vmn1r256	protein_coding
ENSMUSG00000109396	ENSMUST00000208134	7	-1	22281583	22287552	Gm4565	protein_coding
ENSMUSG00000094905	ENSMUST00000177632	7	1	22357443	22358366	Vmn1r155	protein_coding
ENSMUSG00000095081	ENSMUST00000178871	7	-1	22390822	22391742	Vmn1r257	protein_coding
ENSMUSG00000095363	ENSMUST00000190554	7	-1	22413036	22419135	Gm4567	protein_coding
ENSMUSG00000095363	ENSMUST00000178591	7	-1	22413430	22414335	Gm4567	protein_coding
ENSMUSG00000095619	ENSMUST00000178215	7	1	22461122	22462015	Vmn1r157	protein_coding
ENSMUSG00000094700	ENSMUST00000174643	7	-1	22489284	22490207	Vmn1r158	protein_coding
ENSMUSG00000095931	ENSMUST00000167871	7	-1	22542113	22543030	Vmn1r159	protein_coding
ENSMUSG00000094931	ENSMUST00000171745	7	1	22570649	22571572	Vmn1r160	protein_coding
ENSMUSG00000092297	ENSMUST00000174451	7	-1	22683139	22684098	Vmn1r258	protein_coding
ENSMUSG00000094532	ENSMUST00000168926	7	-1	22718431	22719348	Vmn1r259	protein_coding
ENSMUSG00000094934	ENSMUST00000164537	7	1	22754965	22755888	Vmn1r163	protein_coding
ENSMUSG00000096601	ENSMUST00000168392	7	-1	22765958	22766881	Vmn1r260	protein_coding
ENSMUSG00000095683	ENSMUST00000186928	7	-1	22831279	22843905	Gm10662	protein_coding
ENSMUSG00000095683	ENSMUST00000168053	7	-1	22832421	22833362	Gm10662	protein_coding
ENSMUSG00000095358	ENSMUST00000179594	7	1	22916757	22917680	Vmn1r165	protein_coding
ENSMUSG00000096073	ENSMUST00000164045	7	-1	22950187	22951107	Vmn1r166	protein_coding
ENSMUSG00000094682	ENSMUST00000191169	7	-1	22972226	22978325	Gm6902	protein_coding
ENSMUSG00000094682	ENSMUST00000179072	7	-1	22972292	22974668	Gm6902	protein_coding
ENSMUSG00000045693	ENSMUST00000076470	7	1	23000617	23061702	Nlrp4e	protein_coding
ENSMUSG00000015721	ENSMUST00000086341	7	1	23085314	23141346	Nlrp5	protein_coding
ENSMUSG00000015721	ENSMUST00000015866	7	1	23085326	23141347	Nlrp5	protein_coding
ENSMUSG00000015721	ENSMUST00000108441	7	1	23103527	23141347	Nlrp5	protein_coding
ENSMUSG00000090715	ENSMUST00000227713	7	-1	23203071	23206631	Vmn1r167	protein_coding
ENSMUSG00000090715	ENSMUST00000164527	7	-1	23204067	23205014	Vmn1r167	protein_coding
ENSMUSG00000074291	ENSMUST00000235361	7	1	23239157	23246873	Vmn1r168	protein_coding
ENSMUSG00000074291	ENSMUST00000098704	7	1	23240145	23241074	Vmn1r168	protein_coding
ENSMUSG00000094602	ENSMUST00000228832	7	1	23274951	23278274	Vmn1r169	protein_coding
ENSMUSG00000094602	ENSMUST00000227547	7	1	23274951	23278274	Vmn1r169	protein_coding
ENSMUSG00000094602	ENSMUST00000226669	7	1	23274951	23278274	Vmn1r169	protein_coding
ENSMUSG00000094602	ENSMUST00000227932	7	1	23274951	23278274	Vmn1r169	protein_coding
ENSMUSG00000094602	ENSMUST00000170290	7	1	23276610	23277524	Vmn1r169	protein_coding
ENSMUSG00000094187	ENSMUST00000170166	7	1	23305600	23306514	Vmn1r170	protein_coding
ENSMUSG00000062483	ENSMUST00000227774	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000226771	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000228681	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000228559	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000228674	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000227866	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000227386	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000228484	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000226321	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000226128	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000226733	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000228228	7	1	23330147	23333795	Vmn1r171	protein_coding
ENSMUSG00000062483	ENSMUST00000078458	7	1	23331413	23332993	Vmn1r171	protein_coding
ENSMUSG00000035523	ENSMUST00000038694	7	1	23357741	23367872	Vmn1r172	protein_coding
ENSMUSG00000035523	ENSMUST00000173101	7	1	23357741	23367872	Vmn1r172	protein_coding
ENSMUSG00000115021	ENSMUST00000226233	7	1	23400128	23410434	Vmn1r173	protein_coding
ENSMUSG00000115021	ENSMUST00000227987	7	1	23400128	23410434	Vmn1r173	protein_coding
ENSMUSG00000115021	ENSMUST00000174055	7	1	23401767	23402708	Vmn1r173	protein_coding
ENSMUSG00000090411	ENSMUST00000228331	7	1	23451695	23461828	Vmn1r174	protein_coding
ENSMUSG00000090411	ENSMUST00000167551	7	1	23453336	23454277	Vmn1r174	protein_coding
ENSMUSG00000095632	ENSMUST00000228383	7	-1	23506607	23510068	Vmn1r175	protein_coding
ENSMUSG00000095632	ENSMUST00000166141	7	-1	23507711	23508625	Vmn1r175	protein_coding
ENSMUSG00000096859	ENSMUST00000226319	7	-1	23533265	23536797	Vmn1r176	protein_coding
ENSMUSG00000096859	ENSMUST00000228793	7	-1	23533265	23536797	Vmn1r176	protein_coding
ENSMUSG00000096859	ENSMUST00000228280	7	-1	23533265	23536797	Vmn1r176	protein_coding
ENSMUSG00000096859	ENSMUST00000227661	7	-1	23533265	23536797	Vmn1r176	protein_coding
ENSMUSG00000096859	ENSMUST00000226767	7	-1	23533265	23536797	Vmn1r176	protein_coding
ENSMUSG00000096859	ENSMUST00000227129	7	-1	23533265	23536797	Vmn1r176	protein_coding
ENSMUSG00000096859	ENSMUST00000171073	7	-1	23534237	23535151	Vmn1r176	protein_coding
ENSMUSG00000057513	ENSMUST00000073967	7	-1	23564945	23565874	Vmn1r177	protein_coding
ENSMUSG00000062598	ENSMUST00000226450	7	1	23591434	23595047	Vmn1r178	protein_coding
ENSMUSG00000062598	ENSMUST00000226640	7	1	23591434	23595047	Vmn1r178	protein_coding
ENSMUSG00000062598	ENSMUST00000226489	7	1	23591434	23595047	Vmn1r178	protein_coding
ENSMUSG00000062598	ENSMUST00000227993	7	1	23591434	23595047	Vmn1r178	protein_coding
ENSMUSG00000062598	ENSMUST00000078593	7	1	23592954	23593868	Vmn1r178	protein_coding
ENSMUSG00000046924	ENSMUST00000049819	7	1	23627811	23628782	Vmn1r179	protein_coding
ENSMUSG00000092473	ENSMUST00000173816	7	1	23650057	23655116	Vmn1r180	protein_coding
ENSMUSG00000097425	ENSMUST00000228842	7	1	23674040	23687564	Vmn1r181	protein_coding
ENSMUSG00000097425	ENSMUST00000227637	7	1	23674040	23687564	Vmn1r181	protein_coding
ENSMUSG00000097425	ENSMUST00000228399	7	1	23674040	23687564	Vmn1r181	protein_coding
ENSMUSG00000097425	ENSMUST00000226978	7	1	23681907	23687564	Vmn1r181	protein_coding
ENSMUSG00000097425	ENSMUST00000226843	7	1	23681907	23687564	Vmn1r181	protein_coding
ENSMUSG00000097425	ENSMUST00000181796	7	1	23683386	23684465	Vmn1r181	protein_coding
ENSMUSG00000092456	ENSMUST00000236162	7	1	23701116	23704482	V1rd19	protein_coding
ENSMUSG00000092456	ENSMUST00000173571	7	1	23702516	23703672	V1rd19	protein_coding
ENSMUSG00000118318	ENSMUST00000236959	7	1	23752679	23762979	Vmn1r183	protein_coding
ENSMUSG00000118318	ENSMUST00000086012	7	1	23754197	23755116	Vmn1r183	protein_coding
ENSMUSG00000057101	ENSMUST00000207002	7	1	23781349	23807123	Zfp180	protein_coding
ENSMUSG00000057101	ENSMUST00000068975	7	1	23781349	23807138	Zfp180	protein_coding
ENSMUSG00000057101	ENSMUST00000203854	7	1	23781379	23807117	Zfp180	protein_coding
ENSMUSG00000052675	ENSMUST00000120006	7	1	23811739	23827377	Zfp112	protein_coding
ENSMUSG00000052675	ENSMUST00000005413	7	1	23811749	23826918	Zfp112	protein_coding
ENSMUSG00000052675	ENSMUST00000215113	7	1	23817794	23826661	Zfp112	protein_coding
ENSMUSG00000047603	ENSMUST00000205680	7	1	23833621	23840369	Zfp235	protein_coding
ENSMUSG00000047603	ENSMUST00000056549	7	1	23833667	23842666	Zfp235	protein_coding
ENSMUSG00000068962	ENSMUST00000205309	7	1	23874485	23880559	Zfp114	protein_coding
ENSMUSG00000068962	ENSMUST00000206547	7	1	23874511	23881743	Zfp114	protein_coding
ENSMUSG00000068962	ENSMUST00000086010	7	1	23876786	23882613	Zfp114	protein_coding
ENSMUSG00000087598	ENSMUST00000086006	7	-1	23893372	23907574	Zfp111	protein_coding
ENSMUSG00000087598	ENSMUST00000056683	7	-1	23896302	23903008	Zfp111	protein_coding
ENSMUSG00000087598	ENSMUST00000073833	7	-1	23897507	23910868	Zfp111	protein_coding
ENSMUSG00000074283	ENSMUST00000206362	7	-1	23926997	23936985	Zfp109	protein_coding
ENSMUSG00000074283	ENSMUST00000206960	7	-1	23927406	23936650	Zfp109	protein_coding
ENSMUSG00000074283	ENSMUST00000037448	7	-1	23927473	23936057	Zfp109	protein_coding
ENSMUSG00000030486	ENSMUST00000206777	7	1	23954219	23961800	Zfp108	protein_coding
ENSMUSG00000030486	ENSMUST00000205982	7	1	23954465	23961870	Zfp108	protein_coding
ENSMUSG00000030486	ENSMUST00000072713	7	1	23957069	23961339	Zfp108	protein_coding
ENSMUSG00000055305	ENSMUST00000108438	7	1	23969845	23977219	Zfp93	protein_coding
ENSMUSG00000055305	ENSMUST00000032696	7	1	23970993	23976252	Zfp93	protein_coding
ENSMUSG00000050605	ENSMUST00000077780	7	-1	23990464	23999100	Zfp61	protein_coding
ENSMUSG00000050605	ENSMUST00000165241	7	-1	23990482	23995406	Zfp61	protein_coding
ENSMUSG00000050605	ENSMUST00000145131	7	-1	23991587	23998735	Zfp61	protein_coding
ENSMUSG00000074282	ENSMUST00000108436	7	-1	24001129	24016030	Zfp94	protein_coding
ENSMUSG00000074282	ENSMUST00000032673	7	-1	24001221	24016091	Zfp94	protein_coding
ENSMUSG00000055826	ENSMUST00000069562	7	-1	24032507	24033361	Tescl	protein_coding
ENSMUSG00000030484	ENSMUST00000032683	7	1	24048621	24054534	Lypd5	protein_coding
ENSMUSG00000054342	ENSMUST00000205428	7	1	24069688	24084630	Kcnn4	protein_coding
ENSMUSG00000054342	ENSMUST00000171904	7	1	24069724	24084626	Kcnn4	protein_coding
ENSMUSG00000054342	ENSMUST00000205626	7	1	24069763	24084184	Kcnn4	protein_coding
ENSMUSG00000002210	ENSMUST00000002280	7	1	24099044	24122203	Smg9	protein_coding
ENSMUSG00000002210	ENSMUST00000108434	7	1	24099346	24106988	Smg9	protein_coding
ENSMUSG00000002210	ENSMUST00000123188	7	1	24114400	24120355	Smg9	protein_coding
ENSMUSG00000062028	ENSMUST00000080594	7	-1	24131347	24134959	Irgc1	protein_coding
ENSMUSG00000062028	ENSMUST00000205776	7	-1	24131347	24145107	Irgc1	protein_coding
ENSMUSG00000062028	ENSMUST00000205385	7	-1	24132569	24151596	Irgc1	protein_coding
ENSMUSG00000046223	ENSMUST00000002284	7	1	24161909	24175392	Plaur	protein_coding
ENSMUSG00000054793	ENSMUST00000068023	7	1	24181448	24203964	Cadm4	protein_coding
ENSMUSG00000064264	ENSMUST00000176880	7	1	24206431	24214844	Zfp428	protein_coding
ENSMUSG00000064264	ENSMUST00000071361	7	1	24206495	24215107	Zfp428	protein_coding
ENSMUSG00000064264	ENSMUST00000177228	7	1	24206524	24214528	Zfp428	protein_coding
ENSMUSG00000064264	ENSMUST00000177205	7	1	24206555	24215105	Zfp428	protein_coding
ENSMUSG00000117477	ENSMUST00000234781	7	-1	24209908	24211880	Gm50092	protein_coding
ENSMUSG00000041037	ENSMUST00000049020	7	1	24230114	24238025	Irgq	protein_coding
ENSMUSG00000011632	ENSMUST00000011776	7	-1	24241083	24245543	Pinlyp	protein_coding
ENSMUSG00000051768	ENSMUST00000205573	7	1	24245714	24272860	Xrcc1	protein_coding
ENSMUSG00000051768	ENSMUST00000063249	7	1	24246575	24272863	Xrcc1	protein_coding
ENSMUSG00000066721	ENSMUST00000094705	7	-1	24283263	24287066	Zfp575	protein_coding
ENSMUSG00000064254	ENSMUST00000077191	7	1	24286968	24308350	Ethe1	protein_coding
ENSMUSG00000074277	ENSMUST00000206422	7	1	24310188	24328722	Phldb3	protein_coding
ENSMUSG00000074277	ENSMUST00000073325	7	1	24310753	24328713	Phldb3	protein_coding
ENSMUSG00000057454	ENSMUST00000080718	7	1	24335975	24340543	Lypd3	protein_coding
ENSMUSG00000062773	ENSMUST00000078001	7	-1	24367432	24371475	Tex101	protein_coding
ENSMUSG00000062773	ENSMUST00000205488	7	-1	24367767	24376100	Tex101	protein_coding
ENSMUSG00000062773	ENSMUST00000206390	7	-1	24367767	24376100	Tex101	protein_coding
ENSMUSG00000045587	ENSMUST00000206826	7	1	24408667	24412948	Lypd10	protein_coding
ENSMUSG00000045587	ENSMUST00000051714	7	1	24408684	24413960	Lypd10	protein_coding
ENSMUSG00000058717	ENSMUST00000205376	7	-1	24414448	24426333	Lypd11	protein_coding
ENSMUSG00000058717	ENSMUST00000081657	7	-1	24421919	24423715	Lypd11	protein_coding
ENSMUSG00000052212	ENSMUST00000063956	7	-1	24443408	24459736	Cd177	protein_coding
ENSMUSG00000054169	ENSMUST00000038069	7	1	24476631	24484081	Ceacam10	protein_coding
ENSMUSG00000054169	ENSMUST00000206847	7	1	24476653	24484077	Ceacam10	protein_coding
ENSMUSG00000091955	ENSMUST00000170837	7	1	24561638	24562122	Gm9844	protein_coding
ENSMUSG00000062732	ENSMUST00000079306	7	-1	24564045	24569366	Lypd4	protein_coding
ENSMUSG00000062732	ENSMUST00000122995	7	-1	24564750	24569157	Lypd4	protein_coding
ENSMUSG00000011349	ENSMUST00000011493	7	1	24569482	24577076	Dmrtc2	protein_coding
ENSMUSG00000040952	ENSMUST00000108430	7	1	24583796	24589231	Rps19	protein_coding
ENSMUSG00000040952	ENSMUST00000108428	7	1	24584061	24589227	Rps19	protein_coding
ENSMUSG00000040952	ENSMUST00000153451	7	1	24584076	24588375	Rps19	protein_coding
ENSMUSG00000040952	ENSMUST00000108429	7	1	24584139	24589231	Rps19	protein_coding
ENSMUSG00000040952	ENSMUST00000156372	7	1	24584238	24588355	Rps19	protein_coding
ENSMUSG00000040952	ENSMUST00000124035	7	1	24584342	24588397	Rps19	protein_coding
ENSMUSG00000003379	ENSMUST00000003469	7	1	24596806	24601622	Cd79a	protein_coding
ENSMUSG00000040940	ENSMUST00000117796	7	1	24602337	24626017	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000047873	7	1	24602462	24626014	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000098683	7	1	24602476	24626014	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000206508	7	1	24602481	24626019	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000206028	7	1	24602496	24607317	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000206906	7	1	24603781	24612876	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000206011	7	1	24603830	24612025	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000117419	7	1	24603832	24626017	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000205295	7	1	24603865	24622516	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000151121	7	1	24607072	24611565	Arhgef1	protein_coding
ENSMUSG00000040940	ENSMUST00000132751	7	1	24616256	24625531	Arhgef1	protein_coding
ENSMUSG00000108367	ENSMUST00000206705	7	-1	24626870	24643919	Erfl	protein_coding
ENSMUSG00000003380	ENSMUST00000076961	7	-1	24669177	24672179	Rabac1	protein_coding
ENSMUSG00000003380	ENSMUST00000205871	7	-1	24669186	24672063	Rabac1	protein_coding
ENSMUSG00000040907	ENSMUST00000102858	7	-1	24677592	24705320	Atp1a3	protein_coding
ENSMUSG00000040907	ENSMUST00000080882	7	-1	24677592	24705383	Atp1a3	protein_coding
ENSMUSG00000040907	ENSMUST00000196684	7	-1	24677595	24705368	Atp1a3	protein_coding
ENSMUSG00000003378	ENSMUST00000003468	7	-1	24709274	24771717	Grik5	protein_coding
ENSMUSG00000045252	ENSMUST00000179556	7	1	24776630	24782917	Zfp574	protein_coding
ENSMUSG00000045252	ENSMUST00000053410	7	1	24776709	24781905	Zfp574	protein_coding
ENSMUSG00000008496	ENSMUST00000175774	7	-1	24786769	24831913	Pou2f2	protein_coding
ENSMUSG00000008496	ENSMUST00000108415	7	-1	24786769	24831913	Pou2f2	protein_coding
ENSMUSG00000008496	ENSMUST00000098679	7	-1	24791901	24831913	Pou2f2	protein_coding
ENSMUSG00000008496	ENSMUST00000108418	7	-1	24791945	24831902	Pou2f2	protein_coding
