ENSMUSG00000005534	ENSMUST00000207100	8	-1	3224795	3242717	Insr	protein_coding
ENSMUSG00000094500	ENSMUST00000179364	8	-1	34232140	34237798	Smim18	protein_coding
ENSMUSG00000031586	ENSMUST00000053251	8	-1	34272671	34419891	Rbpms	protein_coding
ENSMUSG00000031586	ENSMUST00000191473	8	-1	34272672	34419869	Rbpms	protein_coding
ENSMUSG00000031586	ENSMUST00000033994	8	-1	34272675	34419834	Rbpms	protein_coding
ENSMUSG00000031586	ENSMUST00000033995	8	-1	34293967	34419833	Rbpms	protein_coding
ENSMUSG00000031586	ENSMUST00000183062	8	-1	34296770	34333699	Rbpms	protein_coding
ENSMUSG00000031586	ENSMUST00000183088	8	-1	34296792	34379810	Rbpms	protein_coding
ENSMUSG00000031516	ENSMUST00000033913	8	-1	34557577	34575950	Dctn6	protein_coding
ENSMUSG00000031516	ENSMUST00000117243	8	-1	34557717	34575690	Dctn6	protein_coding
ENSMUSG00000031516	ENSMUST00000152422	8	-1	34557750	34573528	Dctn6	protein_coding
ENSMUSG00000031516	ENSMUST00000118811	8	-1	34557792	34575006	Dctn6	protein_coding
ENSMUSG00000031516	ENSMUST00000143411	8	-1	34562066	34575617	Dctn6	protein_coding
ENSMUSG00000063412	ENSMUST00000080152	8	-1	34578156	34578891	Gm10131	protein_coding
ENSMUSG00000071113	ENSMUST00000095345	8	1	34582184	34592336	Mboat4	protein_coding
ENSMUSG00000031513	ENSMUST00000033910	8	-1	34602726	34614187	Leprotl1	protein_coding
ENSMUSG00000031532	ENSMUST00000239436	8	1	34621717	34637999	Saraf	protein_coding
ENSMUSG00000031532	ENSMUST00000033933	8	1	34621730	34637975	Saraf	protein_coding
ENSMUSG00000031530	ENSMUST00000033930	8	1	35274451	35287048	Dusp4	protein_coding
ENSMUSG00000031529	ENSMUST00000033929	8	-1	35293614	35432844	Tnks	protein_coding
ENSMUSG00000031529	ENSMUST00000209632	8	-1	35298296	35305675	Tnks	protein_coding
ENSMUSG00000031529	ENSMUST00000210014	8	-1	35301160	35306143	Tnks	protein_coding
ENSMUSG00000046794	ENSMUST00000210337	8	1	35842893	35855283	Ppp1r3b	protein_coding
ENSMUSG00000046794	ENSMUST00000070481	8	1	35842895	35855293	Ppp1r3b	protein_coding
ENSMUSG00000046794	ENSMUST00000211648	8	1	35842912	35855288	Ppp1r3b	protein_coding
ENSMUSG00000031527	ENSMUST00000033927	8	-1	35932407	35962687	Eri1	protein_coding
ENSMUSG00000031527	ENSMUST00000210884	8	-1	35949676	35963350	Eri1	protein_coding
ENSMUSG00000031527	ENSMUST00000210483	8	-1	35949807	35962206	Eri1	protein_coding
ENSMUSG00000070056	ENSMUST00000037666	8	1	36054952	36146603	Mfhas1	protein_coding
ENSMUSG00000070056	ENSMUST00000209953	8	1	36056110	36144174	Mfhas1	protein_coding
ENSMUSG00000109372	ENSMUST00000207505	8	1	36232944	36285201	Gm19410	protein_coding
ENSMUSG00000055976	ENSMUST00000060128	8	-1	36291866	36293713	Cldn23	protein_coding
ENSMUSG00000055976	ENSMUST00000210370	8	-1	36291883	36292729	Cldn23	protein_coding
ENSMUSG00000050271	ENSMUST00000110492	8	1	36561982	36614941	Prag1	protein_coding
ENSMUSG00000039633	ENSMUST00000239119	8	-1	36683218	36716670	Lonrf1	protein_coding
ENSMUSG00000039633	ENSMUST00000065297	8	-1	36683218	36716670	Lonrf1	protein_coding
ENSMUSG00000039620	ENSMUST00000135373	8	1	36924702	36980110	Trmt9b	protein_coding
ENSMUSG00000039620	ENSMUST00000147525	8	1	36924728	36983724	Trmt9b	protein_coding
ENSMUSG00000039620	ENSMUST00000171777	8	1	36956345	36980167	Trmt9b	protein_coding
ENSMUSG00000031523	ENSMUST00000033923	8	-1	37034905	37081097	Dlc1	protein_coding
ENSMUSG00000031523	ENSMUST00000098826	8	-1	37034905	37200208	Dlc1	protein_coding
ENSMUSG00000031523	ENSMUST00000163663	8	-1	37037403	37419596	Dlc1	protein_coding
ENSMUSG00000031523	ENSMUST00000179501	8	-1	37405709	37420297	Dlc1	protein_coding
ENSMUSG00000074384	ENSMUST00000098825	8	1	37460758	37462687	AI429214	protein_coding
ENSMUSG00000039539	ENSMUST00000118896	8	-1	37989708	39128662	Sgcz	protein_coding
ENSMUSG00000118664	ENSMUST00000239508	8	1	39472999	39619367	AC168314.1	protein_coding
ENSMUSG00000118664	ENSMUST00000239509	8	1	39472999	39619367	AC168314.1	protein_coding
ENSMUSG00000025044	ENSMUST00000026021	8	-1	40034726	40095661	Msr1	protein_coding
ENSMUSG00000025044	ENSMUST00000170091	8	-1	40056495	40095714	Msr1	protein_coding
ENSMUSG00000025044	ENSMUST00000210525	8	-1	40068855	40095712	Msr1	protein_coding
ENSMUSG00000031603	ENSMUST00000034014	8	-1	40732207	40739994	Fgf20	protein_coding
ENSMUSG00000031603	ENSMUST00000118639	8	-1	40732766	40761372	Fgf20	protein_coding
ENSMUSG00000039478	ENSMUST00000068999	8	1	40760499	40837703	Micu3	protein_coding
ENSMUSG00000039478	ENSMUST00000136835	8	1	40807344	40839349	Micu3	protein_coding
ENSMUSG00000039470	ENSMUST00000049389	8	1	40876856	40938766	Zdhhc2	protein_coding
ENSMUSG00000039470	ENSMUST00000128166	8	1	40876862	40963307	Zdhhc2	protein_coding
ENSMUSG00000039470	ENSMUST00000167766	8	1	40876881	40937310	Zdhhc2	protein_coding
ENSMUSG00000031601	ENSMUST00000034012	8	-1	40945581	40964795	Cnot7	protein_coding
ENSMUSG00000031601	ENSMUST00000132032	8	-1	40945583	40968888	Cnot7	protein_coding
ENSMUSG00000031601	ENSMUST00000135269	8	-1	40945588	40964759	Cnot7	protein_coding
ENSMUSG00000031601	ENSMUST00000149992	8	-1	40946077	40964345	Cnot7	protein_coding
ENSMUSG00000031600	ENSMUST00000098817	8	1	40964824	41003798	Vps37a	protein_coding
ENSMUSG00000031600	ENSMUST00000238339	8	1	40964909	40997082	Vps37a	protein_coding
ENSMUSG00000039431	ENSMUST00000048898	8	-1	41004142	41087819	Mtmr7	protein_coding
ENSMUSG00000039431	ENSMUST00000173487	8	-1	41006899	41043557	Mtmr7	protein_coding
ENSMUSG00000039431	ENSMUST00000174205	8	-1	41007702	41087835	Mtmr7	protein_coding
ENSMUSG00000039431	ENSMUST00000173957	8	-1	41017072	41087802	Mtmr7	protein_coding
ENSMUSG00000046723	ENSMUST00000051614	8	1	41128118	41135238	Adam24	protein_coding
ENSMUSG00000071937	ENSMUST00000096663	8	1	41205245	41209213	Adam25	protein_coding
ENSMUSG00000046282	ENSMUST00000056331	8	1	41246310	41250340	Adam20	protein_coding
ENSMUSG00000054033	ENSMUST00000066814	8	1	41276027	41280074	Adam39	protein_coding
ENSMUSG00000031596	ENSMUST00000098816	8	1	41315433	41371093	Slc7a2	protein_coding
ENSMUSG00000031596	ENSMUST00000057784	8	1	41315449	41375345	Slc7a2	protein_coding
ENSMUSG00000031596	ENSMUST00000141505	8	1	41315615	41352019	Slc7a2	protein_coding
ENSMUSG00000031596	ENSMUST00000117077	8	1	41327985	41375107	Slc7a2	protein_coding
ENSMUSG00000031596	ENSMUST00000118432	8	1	41351475	41370763	Slc7a2	protein_coding
ENSMUSG00000031595	ENSMUST00000034004	8	1	41379270	41443822	Pdgfrl	protein_coding
ENSMUSG00000045636	ENSMUST00000059115	8	-1	41443951	41586763	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000093534	8	-1	41443955	41507831	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000118835	8	-1	41443955	41567704	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000051379	8	-1	41444089	41494903	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000117735	8	-1	41453869	41469806	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000131965	8	-1	41455380	41469357	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000143853	8	-1	41503022	41535813	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000145860	8	-1	41503137	41586763	Mtus1	protein_coding
ENSMUSG00000045636	ENSMUST00000155055	8	-1	41537600	41586755	Mtus1	protein_coding
ENSMUSG00000031594	ENSMUST00000034003	8	-1	41644471	41668193	Fgl1	protein_coding
ENSMUSG00000031592	ENSMUST00000210862	8	1	41692802	41712303	Pcm1	protein_coding
ENSMUSG00000031592	ENSMUST00000045218	8	1	41692810	41785381	Pcm1	protein_coding
ENSMUSG00000031592	ENSMUST00000211247	8	1	41692815	41785129	Pcm1	protein_coding
ENSMUSG00000031591	ENSMUST00000034000	8	-1	41793234	41827810	Asah1	protein_coding
ENSMUSG00000031591	ENSMUST00000143057	8	-1	41807064	41827810	Asah1	protein_coding
ENSMUSG00000031590	ENSMUST00000033999	8	-1	41850496	41870111	Frg1	protein_coding
ENSMUSG00000031651	ENSMUST00000059692	8	-1	43582844	43594523	Triml1	protein_coding
ENSMUSG00000091490	ENSMUST00000209200	8	1	43633578	43646901	Triml2	protein_coding
ENSMUSG00000091490	ENSMUST00000210136	8	1	43633578	43646918	Triml2	protein_coding
ENSMUSG00000091490	ENSMUST00000209872	8	1	43633578	43646918	Triml2	protein_coding
ENSMUSG00000091490	ENSMUST00000163869	8	1	43636156	43646918	Triml2	protein_coding
ENSMUSG00000051176	ENSMUST00000211248	8	-1	43748100	43759973	Zfp42	protein_coding
ENSMUSG00000051176	ENSMUST00000209356	8	-1	43748100	43759987	Zfp42	protein_coding
ENSMUSG00000051176	ENSMUST00000082120	8	-1	43748104	43760017	Zfp42	protein_coding
ENSMUSG00000063900	ENSMUST00000080135	8	-1	43972799	43981143	Adam26b	protein_coding
ENSMUSG00000048516	ENSMUST00000049577	8	-1	44021315	44029744	Adam26a	protein_coding
ENSMUSG00000050190	ENSMUST00000056023	8	-1	44077988	44080313	Adam34l	protein_coding
ENSMUSG00000079058	ENSMUST00000110411	8	-1	44103346	44163086	Adam34	protein_coding
ENSMUSG00000079058	ENSMUST00000212185	8	-1	44103472	44152524	Adam34	protein_coding
ENSMUSG00000070047	ENSMUST00000191428	8	1	45388484	45505294	Fat1	protein_coding
ENSMUSG00000070047	ENSMUST00000189017	8	1	45403245	45505282	Fat1	protein_coding
ENSMUSG00000070047	ENSMUST00000098796	8	1	45403245	45505294	Fat1	protein_coding
ENSMUSG00000070047	ENSMUST00000215588	8	1	45403251	45504446	Fat1	protein_coding
ENSMUSG00000054764	ENSMUST00000067984	8	1	45522174	45541543	Mtnr1a	protein_coding
ENSMUSG00000054764	ENSMUST00000130141	8	1	45522411	45540393	Mtnr1a	protein_coding
ENSMUSG00000031645	ENSMUST00000034064	8	-1	45694211	45715068	F11	protein_coding
ENSMUSG00000109764	ENSMUST00000026907	8	-1	45719726	45747896	Klkb1	protein_coding
ENSMUSG00000079057	ENSMUST00000095328	8	-1	45757981	45786253	Cyp4v3	protein_coding
ENSMUSG00000070044	ENSMUST00000135912	8	-1	45789754	45811902	Fam149a	protein_coding
ENSMUSG00000070044	ENSMUST00000093526	8	-1	45789762	45835328	Fam149a	protein_coding
ENSMUSG00000070044	ENSMUST00000155230	8	-1	45791796	45811799	Fam149a	protein_coding
ENSMUSG00000031639	ENSMUST00000034056	8	-1	45848702	45863656	Tlr3	protein_coding
ENSMUSG00000031639	ENSMUST00000167106	8	-1	45848821	45863656	Tlr3	protein_coding
ENSMUSG00000031639	ENSMUST00000210013	8	-1	45848907	45851323	Tlr3	protein_coding
ENSMUSG00000031639	ENSMUST00000209772	8	-1	45848915	45863417	Tlr3	protein_coding
ENSMUSG00000031639	ENSMUST00000211370	8	-1	45855900	45863655	Tlr3	protein_coding
ENSMUSG00000031639	ENSMUST00000210996	8	-1	45856133	45863413	Tlr3	protein_coding
ENSMUSG00000031639	ENSMUST00000209651	8	-1	45856157	45863595	Tlr3	protein_coding
ENSMUSG00000031626	ENSMUST00000067065	8	1	45960825	46280943	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000124544	8	1	45960831	46231388	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000138049	8	1	45960832	46248449	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000132139	8	1	45960845	46280942	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000141039	8	1	45960855	46229919	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000171337	8	1	45960955	46280630	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000067107	8	1	45960955	46280630	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000145458	8	1	46080776	46198866	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000134321	8	1	46080782	46198844	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000135336	8	1	46080840	46280910	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000130850	8	1	46081238	46199669	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000153798	8	1	46111329	46274178	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000210946	8	1	46111391	46212159	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000134675	8	1	46111707	46229919	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000139869	8	1	46111713	46280940	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000126067	8	1	46111746	46199626	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000143820	8	1	46111841	46225690	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000149752	8	1	46115030	46212129	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000130011	8	1	46115033	46280629	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000150102	8	1	46141370	46212178	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000139103	8	1	46141374	46212138	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000125295	8	1	46216145	46280941	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000140088	8	1	46222876	46245922	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000155858	8	1	46223592	46245890	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000146627	8	1	46228706	46248123	Sorbs2	protein_coding
ENSMUSG00000031626	ENSMUST00000238803	8	1	46258690	46280942	Sorbs2	protein_coding
ENSMUSG00000031636	ENSMUST00000034053	8	1	46338498	46372585	Pdlim3	protein_coding
ENSMUSG00000031636	ENSMUST00000210422	8	1	46338557	46372375	Pdlim3	protein_coding
ENSMUSG00000071104	ENSMUST00000095326	8	1	46387656	46397182	Ccdc110	protein_coding
ENSMUSG00000071103	ENSMUST00000095323	8	-1	46406643	46428289	1700029J07Rik	protein_coding
ENSMUSG00000071103	ENSMUST00000098786	8	-1	46406645	46428289	1700029J07Rik	protein_coding
ENSMUSG00000031634	ENSMUST00000034051	8	1	46428565	46449995	Ufsp2	protein_coding
ENSMUSG00000031634	ENSMUST00000150943	8	1	46428615	46433419	Ufsp2	protein_coding
ENSMUSG00000050914	ENSMUST00000053558	8	-1	46449939	46452904	Ankrd37	protein_coding
ENSMUSG00000031637	ENSMUST00000110380	8	1	46452340	46480692	Lrp2bp	protein_coding
ENSMUSG00000031637	ENSMUST00000066451	8	1	46452345	46480423	Lrp2bp	protein_coding
ENSMUSG00000031637	ENSMUST00000110381	8	1	46463639	46482514	Lrp2bp	protein_coding
ENSMUSG00000038291	ENSMUST00000170416	8	-1	46486298	46577183	Snx25	protein_coding
ENSMUSG00000038291	ENSMUST00000110378	8	-1	46486298	46605196	Snx25	protein_coding
ENSMUSG00000038291	ENSMUST00000041582	8	-1	46486303	46604742	Snx25	protein_coding
ENSMUSG00000038291	ENSMUST00000177186	8	-1	46486490	46533321	Snx25	protein_coding
ENSMUSG00000038291	ENSMUST00000144244	8	-1	46509157	46542730	Snx25	protein_coding
ENSMUSG00000031631	ENSMUST00000154040	8	1	46604808	46623228	Cfap97	protein_coding
ENSMUSG00000031631	ENSMUST00000034048	8	1	46616688	46648627	Cfap97	protein_coding
ENSMUSG00000031631	ENSMUST00000145229	8	1	46616752	46623477	Cfap97	protein_coding
ENSMUSG00000031631	ENSMUST00000110376	8	1	46616772	46648623	Cfap97	protein_coding
ENSMUSG00000031631	ENSMUST00000164504	8	1	46622593	46648625	Cfap97	protein_coding
ENSMUSG00000031633	ENSMUST00000034049	8	-1	46659834	46664321	Slc25a4	protein_coding
ENSMUSG00000047171	ENSMUST00000058636	8	-1	46745076	46747708	Helt	protein_coding
ENSMUSG00000047171	ENSMUST00000210652	8	-1	46745087	46747026	Helt	protein_coding
ENSMUSG00000018796	ENSMUST00000034046	8	1	46924074	46989088	Acsl1	protein_coding
ENSMUSG00000018796	ENSMUST00000211644	8	1	46924109	46964432	Acsl1	protein_coding
ENSMUSG00000018796	ENSMUST00000135955	8	1	46924214	46964428	Acsl1	protein_coding
ENSMUSG00000018796	ENSMUST00000110372	8	1	46944003	46988618	Acsl1	protein_coding
ENSMUSG00000018796	ENSMUST00000130563	8	1	46944011	46958749	Acsl1	protein_coding
ENSMUSG00000018796	ENSMUST00000110371	8	1	46945869	46987517	Acsl1	protein_coding
ENSMUSG00000018796	ENSMUST00000152423	8	1	46984101	46987492	Acsl1	protein_coding
ENSMUSG00000031629	ENSMUST00000034045	8	1	47005063	47033042	Cenpu	protein_coding
ENSMUSG00000031629	ENSMUST00000210368	8	1	47005104	47021678	Cenpu	protein_coding
ENSMUSG00000031629	ENSMUST00000093518	8	1	47005122	47031403	Cenpu	protein_coding
ENSMUSG00000038225	ENSMUST00000040468	8	-1	47028654	47070235	Primpol	protein_coding
ENSMUSG00000038225	ENSMUST00000209787	8	-1	47031898	47070243	Primpol	protein_coding
ENSMUSG00000038225	ENSMUST00000125319	8	-1	47058184	47066050	Primpol	protein_coding
ENSMUSG00000038225	ENSMUST00000210264	8	-1	47063563	47070217	Primpol	protein_coding
ENSMUSG00000031628	ENSMUST00000211115	8	1	47070326	47092724	Casp3	protein_coding
ENSMUSG00000031628	ENSMUST00000093517	8	1	47070430	47091752	Casp3	protein_coding
ENSMUSG00000031628	ENSMUST00000210534	8	1	47070477	47092601	Casp3	protein_coding
ENSMUSG00000031627	ENSMUST00000034041	8	1	47192767	47300493	Irf2	protein_coding
ENSMUSG00000031627	ENSMUST00000208507	8	1	47192796	47260410	Irf2	protein_coding
ENSMUSG00000031627	ENSMUST00000207105	8	1	47192819	47290833	Irf2	protein_coding
ENSMUSG00000031627	ENSMUST00000208433	8	1	47193063	47260425	Irf2	protein_coding
ENSMUSG00000031627	ENSMUST00000207571	8	1	47193301	47260335	Irf2	protein_coding
ENSMUSG00000031627	ENSMUST00000210218	8	1	47246534	47300493	Irf2	protein_coding
ENSMUSG00000038173	ENSMUST00000039840	8	1	47439922	47549797	Enpp6	protein_coding
ENSMUSG00000038173	ENSMUST00000119686	8	1	47439989	47535829	Enpp6	protein_coding
ENSMUSG00000038173	ENSMUST00000149593	8	1	47521966	47536511	Enpp6	protein_coding
ENSMUSG00000038143	ENSMUST00000079195	8	-1	47633083	47742437	Stox2	protein_coding
ENSMUSG00000038143	ENSMUST00000211882	8	-1	47633083	47866872	Stox2	protein_coding
ENSMUSG00000038143	ENSMUST00000110367	8	-1	47638975	47805383	Stox2	protein_coding
ENSMUSG00000038143	ENSMUST00000211737	8	-1	47638991	47742397	Stox2	protein_coding
ENSMUSG00000038143	ENSMUST00000210030	8	-1	47644538	47673270	Stox2	protein_coding
ENSMUSG00000038143	ENSMUST00000210153	8	-1	47646977	47695721	Stox2	protein_coding
ENSMUSG00000038102	ENSMUST00000039061	8	-1	47943150	47986502	Trappc11	protein_coding
ENSMUSG00000038102	ENSMUST00000120987	8	-1	47957280	47964383	Trappc11	protein_coding
ENSMUSG00000031568	ENSMUST00000033973	8	1	47986699	48005860	Rwdd4a	protein_coding
ENSMUSG00000031568	ENSMUST00000176379	8	1	47986721	47997178	Rwdd4a	protein_coding
ENSMUSG00000063049	ENSMUST00000080353	8	-1	48120213	48128193	Ing2	protein_coding
ENSMUSG00000038069	ENSMUST00000038738	8	-1	48162379	48166967	Cdkn2aip	protein_coding
ENSMUSG00000038069	ENSMUST00000212175	8	-1	48162480	48166966	Cdkn2aip	protein_coding
ENSMUSG00000061974	ENSMUST00000079639	8	1	48275178	48275840	Cldn24	protein_coding
ENSMUSG00000031563	ENSMUST00000057561	8	-1	48276994	48443586	Wwc2	protein_coding
ENSMUSG00000038064	ENSMUST00000038693	8	1	48277517	48278511	Cldn22	protein_coding
ENSMUSG00000031562	ENSMUST00000174278	8	1	48552127	48593644	Dctd	protein_coding
ENSMUSG00000031562	ENSMUST00000170263	8	1	48562993	48594700	Dctd	protein_coding
ENSMUSG00000031562	ENSMUST00000033966	8	1	48563048	48594698	Dctd	protein_coding
ENSMUSG00000031562	ENSMUST00000174379	8	1	48563246	48606268	Dctd	protein_coding
ENSMUSG00000031561	ENSMUST00000033965	8	-1	48680717	49127725	Tenm3	protein_coding
ENSMUSG00000031561	ENSMUST00000190840	8	-1	48680961	49127719	Tenm3	protein_coding
ENSMUSG00000031561	ENSMUST00000110346	8	-1	48788228	49008348	Tenm3	protein_coding
ENSMUSG00000031561	ENSMUST00000211976	8	-1	48820357	49008348	Tenm3	protein_coding
ENSMUSG00000031561	ENSMUST00000110345	8	-1	48848471	49008881	Tenm3	protein_coding
ENSMUSG00000031561	ENSMUST00000110343	8	-1	48848471	49009074	Tenm3	protein_coding
ENSMUSG00000031561	ENSMUST00000211812	8	-1	49099296	49296986	Tenm3	protein_coding
ENSMUSG00000031521	ENSMUST00000211424	8	1	53964762	53976369	Aga	protein_coding
ENSMUSG00000031521	ENSMUST00000033920	8	1	53964762	53976373	Aga	protein_coding
ENSMUSG00000039396	ENSMUST00000047768	8	-1	54039902	54092100	Neil3	protein_coding
ENSMUSG00000039396	ENSMUST00000135443	8	-1	54062543	54091713	Neil3	protein_coding
ENSMUSG00000031520	ENSMUST00000033919	8	1	54530641	54640131	Vegfc	protein_coding
ENSMUSG00000031520	ENSMUST00000210831	8	1	54530814	54633751	Vegfc	protein_coding
ENSMUSG00000054408	ENSMUST00000067476	8	-1	54973468	54983033	Spcs3	protein_coding
ENSMUSG00000031519	ENSMUST00000033918	8	1	55003366	55040877	Asb5	protein_coding
ENSMUSG00000031519	ENSMUST00000239166	8	1	55024446	55040910	Asb5	protein_coding
ENSMUSG00000031519	ENSMUST00000239106	8	1	55024461	55040877	Asb5	protein_coding
ENSMUSG00000031519	ENSMUST00000239152	8	1	55024461	55040910	Asb5	protein_coding
ENSMUSG00000031518	ENSMUST00000033917	8	1	55053816	55063133	Spata4	protein_coding
ENSMUSG00000039375	ENSMUST00000144711	8	-1	55082090	55171714	Wdr17	protein_coding
ENSMUSG00000039375	ENSMUST00000127511	8	-1	55082268	55177423	Wdr17	protein_coding
ENSMUSG00000039375	ENSMUST00000175915	8	-1	55082282	55177539	Wdr17	protein_coding
ENSMUSG00000039375	ENSMUST00000150488	8	-1	55082657	55177403	Wdr17	protein_coding
ENSMUSG00000039375	ENSMUST00000144482	8	-1	55118090	55143084	Wdr17	protein_coding
ENSMUSG00000039375	ENSMUST00000129132	8	-1	55140375	55177383	Wdr17	protein_coding
ENSMUSG00000039375	ENSMUST00000176866	8	-1	55146266	55340185	Wdr17	protein_coding
ENSMUSG00000039375	ENSMUST00000148408	8	-1	55149304	55160016	Wdr17	protein_coding
ENSMUSG00000031517	ENSMUST00000033915	8	1	55407878	55513906	Gpm6a	protein_coding
ENSMUSG00000046258	ENSMUST00000053441	8	-1	56323947	56359983	Adam29	protein_coding
ENSMUSG00000038257	ENSMUST00000000275	8	1	56393544	56583105	Glra3	protein_coding
ENSMUSG00000038257	ENSMUST00000239388	8	1	56393860	56578387	Glra3	protein_coding
ENSMUSG00000031613	ENSMUST00000034026	8	1	56747620	56774078	Hpgd	protein_coding
ENSMUSG00000038215	ENSMUST00000123493	8	-1	56984557	56998500	Cep44	protein_coding
ENSMUSG00000038215	ENSMUST00000040330	8	-1	56984557	57003892	Cep44	protein_coding
ENSMUSG00000038215	ENSMUST00000140107	8	-1	56995941	57003878	Cep44	protein_coding
ENSMUSG00000038215	ENSMUST00000134162	8	-1	56997229	57003834	Cep44	protein_coding
ENSMUSG00000038215	ENSMUST00000135337	8	-1	56997296	57003907	Cep44	protein_coding
ENSMUSG00000038215	ENSMUST00000130930	8	-1	56998487	57004082	Cep44	protein_coding
ENSMUSG00000038206	ENSMUST00000110322	8	1	57004125	57045428	Fbxo8	protein_coding
ENSMUSG00000038206	ENSMUST00000040218	8	1	57004125	57046974	Fbxo8	protein_coding
ENSMUSG00000038206	ENSMUST00000210863	8	1	57004144	57017628	Fbxo8	protein_coding
ENSMUSG00000038193	ENSMUST00000040104	8	1	57774018	57777668	Hand2	protein_coding
ENSMUSG00000031610	ENSMUST00000034023	8	1	57908957	57930619	Scrg1	protein_coding
ENSMUSG00000031609	ENSMUST00000034022	8	-1	57935741	57940894	Sap30	protein_coding
ENSMUSG00000054717	ENSMUST00000067925	8	1	57964941	57969033	Hmgb2	protein_coding
ENSMUSG00000054717	ENSMUST00000210871	8	1	57965008	57966243	Hmgb2	protein_coding
ENSMUSG00000031608	ENSMUST00000034021	8	-1	57976862	58106065	Galnt7	protein_coding
ENSMUSG00000031608	ENSMUST00000110316	8	-1	57977734	58106037	Galnt7	protein_coding
ENSMUSG00000096914	ENSMUST00000204128	8	-1	58227086	59365674	Galntl6	protein_coding
ENSMUSG00000096914	ENSMUST00000204067	8	-1	58229259	58249624	Galntl6	protein_coding
ENSMUSG00000096914	ENSMUST00000098757	8	-1	58229259	58415598	Galntl6	protein_coding
ENSMUSG00000096914	ENSMUST00000188531	8	-1	58880734	59154078	Galntl6	protein_coding
ENSMUSG00000096914	ENSMUST00000203398	8	-1	58988998	59364894	Galntl6	protein_coding
ENSMUSG00000049946	ENSMUST00000062978	8	1	59364789	59367332	BC030500	protein_coding
ENSMUSG00000049946	ENSMUST00000160055	8	1	59365291	59366230	BC030500	protein_coding
ENSMUSG00000070023	ENSMUST00000093494	8	-1	60883058	60956232	Gm10283	protein_coding
ENSMUSG00000057228	ENSMUST00000079472	8	1	60958966	60998711	Aadat	protein_coding
ENSMUSG00000057228	ENSMUST00000209338	8	1	60959545	60998577	Aadat	protein_coding
ENSMUSG00000031647	ENSMUST00000161421	8	1	61085861	61127967	Mfap3l	protein_coding
ENSMUSG00000031647	ENSMUST00000160719	8	1	61085894	61129763	Mfap3l	protein_coding
ENSMUSG00000031647	ENSMUST00000161702	8	1	61108138	61125500	Mfap3l	protein_coding
ENSMUSG00000031647	ENSMUST00000034066	8	1	61108574	61125396	Mfap3l	protein_coding
ENSMUSG00000038005	ENSMUST00000146863	8	1	61343452	61360609	Hpf1	protein_coding
ENSMUSG00000038005	ENSMUST00000037190	8	1	61343485	61360614	Hpf1	protein_coding
ENSMUSG00000004319	ENSMUST00000056508	8	-1	61363423	61408267	Clcn3	protein_coding
ENSMUSG00000004319	ENSMUST00000093490	8	-1	61363423	61436334	Clcn3	protein_coding
ENSMUSG00000004319	ENSMUST00000110302	8	-1	61364930	61407782	Clcn3	protein_coding
ENSMUSG00000004319	ENSMUST00000004430	8	-1	61364957	61436273	Clcn3	protein_coding
ENSMUSG00000004319	ENSMUST00000110301	8	-1	61364957	61436273	Clcn3	protein_coding
ENSMUSG00000031644	ENSMUST00000120689	8	1	61446229	61584373	Nek1	protein_coding
ENSMUSG00000031644	ENSMUST00000034065	8	1	61446229	61584380	Nek1	protein_coding
ENSMUSG00000031644	ENSMUST00000211256	8	1	61446299	61583934	Nek1	protein_coding
ENSMUSG00000031644	ENSMUST00000211672	8	1	61446299	61583942	Nek1	protein_coding
