ENSMUSG00000046201	ENSMUST00000232048	17	1	3165524	3209620	Scaf8	protein_coding
ENSMUSG00000034681	ENSMUST00000088512	17	1	24633637	24644875	Rnps1	protein_coding
ENSMUSG00000034681	ENSMUST00000163717	17	1	24633649	24644869	Rnps1	protein_coding
ENSMUSG00000024132	ENSMUST00000234304	17	1	24645615	24658294	Eci1	protein_coding
ENSMUSG00000024132	ENSMUST00000024946	17	1	24645657	24658294	Eci1	protein_coding
ENSMUSG00000024132	ENSMUST00000234150	17	1	24645678	24656315	Eci1	protein_coding
ENSMUSG00000024132	ENSMUST00000234023	17	1	24645965	24658322	Eci1	protein_coding
ENSMUSG00000024136	ENSMUST00000088506	17	-1	24659061	24662079	Dnase1l2	protein_coding
ENSMUSG00000024136	ENSMUST00000119932	17	-1	24659539	24662058	Dnase1l2	protein_coding
ENSMUSG00000024137	ENSMUST00000056032	17	-1	24662753	24674285	E4f1	protein_coding
ENSMUSG00000024137	ENSMUST00000228882	17	-1	24662756	24670453	E4f1	protein_coding
ENSMUSG00000024137	ENSMUST00000226941	17	-1	24662845	24674366	E4f1	protein_coding
ENSMUSG00000043445	ENSMUST00000053024	17	1	24689366	24692084	Pgp	protein_coding
ENSMUSG00000024142	ENSMUST00000234941	17	-1	24692525	24698029	Mlst8	protein_coding
ENSMUSG00000024142	ENSMUST00000179163	17	-1	24692525	24698052	Mlst8	protein_coding
ENSMUSG00000024142	ENSMUST00000070888	17	-1	24692527	24698052	Mlst8	protein_coding
ENSMUSG00000024142	ENSMUST00000234686	17	-1	24692528	24698017	Mlst8	protein_coding
ENSMUSG00000024142	ENSMUST00000234543	17	-1	24692529	24698034	Mlst8	protein_coding
ENSMUSG00000045744	ENSMUST00000054946	17	1	24692858	24694443	Bricd5	protein_coding
ENSMUSG00000045744	ENSMUST00000238986	17	1	24692875	24694443	Bricd5	protein_coding
ENSMUSG00000045744	ENSMUST00000164508	17	1	24692941	24694361	Bricd5	protein_coding
ENSMUSG00000024142	ENSMUST00000234335	17	-1	24694276	24698012	Mlst8	protein_coding
ENSMUSG00000024142	ENSMUST00000234147	17	-1	24694908	24697235	Mlst8	protein_coding
ENSMUSG00000033597	ENSMUST00000024958	17	1	24707757	24727645	Caskin1	protein_coding
ENSMUSG00000033597	ENSMUST00000234717	17	1	24707849	24727642	Caskin1	protein_coding
ENSMUSG00000052752	ENSMUST00000176652	17	-1	24727536	24746912	Traf7	protein_coding
ENSMUSG00000052752	ENSMUST00000070777	17	-1	24727824	24738182	Traf7	protein_coding
ENSMUSG00000052752	ENSMUST00000088464	17	-1	24727824	24738182	Traf7	protein_coding
ENSMUSG00000052752	ENSMUST00000176353	17	-1	24727824	24746820	Traf7	protein_coding
ENSMUSG00000052752	ENSMUST00000176237	17	-1	24731221	24746837	Traf7	protein_coding
ENSMUSG00000052752	ENSMUST00000177154	17	-1	24732033	24746463	Traf7	protein_coding
ENSMUSG00000052752	ENSMUST00000177193	17	-1	24732311	24746522	Traf7	protein_coding
ENSMUSG00000079657	ENSMUST00000061764	17	-1	24746215	24752700	Rab26	protein_coding
ENSMUSG00000079657	ENSMUST00000035797	17	-1	24748028	24752862	Rab26	protein_coding
ENSMUSG00000079657	ENSMUST00000176533	17	-1	24748515	24753184	Rab26	protein_coding
ENSMUSG00000032855	ENSMUST00000228550	17	1	24768808	24769857	Pkd1	protein_coding
ENSMUSG00000032855	ENSMUST00000035565	17	1	24768924	24815482	Pkd1	protein_coding
ENSMUSG00000032855	ENSMUST00000228745	17	1	24787310	24788329	Pkd1	protein_coding
ENSMUSG00000032855	ENSMUST00000227836	17	1	24804820	24806716	Pkd1	protein_coding
ENSMUSG00000032855	ENSMUST00000227058	17	1	24810168	24812477	Pkd1	protein_coding
ENSMUSG00000002496	ENSMUST00000226284	17	-1	24814790	24851601	Tsc2	protein_coding
ENSMUSG00000002496	ENSMUST00000097373	17	-1	24814911	24851603	Tsc2	protein_coding
ENSMUSG00000002496	ENSMUST00000226398	17	-1	24815444	24851582	Tsc2	protein_coding
ENSMUSG00000002496	ENSMUST00000227804	17	-1	24815495	24817281	Tsc2	protein_coding
ENSMUSG00000002496	ENSMUST00000227745	17	-1	24815495	24851569	Tsc2	protein_coding
ENSMUSG00000002496	ENSMUST00000228412	17	-1	24815495	24851604	Tsc2	protein_coding
ENSMUSG00000002496	ENSMUST00000227607	17	-1	24818584	24851549	Tsc2	protein_coding
ENSMUSG00000002496	ENSMUST00000227509	17	-1	24851034	24851567	Tsc2	protein_coding
ENSMUSG00000041429	ENSMUST00000047611	17	1	24851656	24857811	Nthl1	protein_coding
ENSMUSG00000002504	ENSMUST00000019684	17	-1	24858260	24863964	Slc9a3r2	protein_coding
ENSMUSG00000002504	ENSMUST00000234557	17	-1	24858260	24869263	Slc9a3r2	protein_coding
ENSMUSG00000002504	ENSMUST00000002572	17	-1	24858260	24869301	Slc9a3r2	protein_coding
ENSMUSG00000002504	ENSMUST00000234121	17	-1	24858265	24866800	Slc9a3r2	protein_coding
ENSMUSG00000002504	ENSMUST00000234505	17	-1	24858744	24863931	Slc9a3r2	protein_coding
ENSMUSG00000071230	ENSMUST00000095544	17	-1	24876304	24877431	Npw	protein_coding
ENSMUSG00000041130	ENSMUST00000234956	17	1	24888661	24900990	Zfp598	protein_coding
ENSMUSG00000041130	ENSMUST00000047179	17	1	24888721	24900990	Zfp598	protein_coding
ENSMUSG00000007021	ENSMUST00000007236	17	-1	24904066	24908929	Syngr3	protein_coding
ENSMUSG00000040888	ENSMUST00000234859	17	-1	24912164	24914680	Gfer	protein_coding
ENSMUSG00000040888	ENSMUST00000046839	17	-1	24912164	24915130	Gfer	protein_coding
ENSMUSG00000040888	ENSMUST00000234235	17	-1	24913159	24915064	Gfer	protein_coding
ENSMUSG00000019320	ENSMUST00000019464	17	1	24915208	24919503	Noxo1	protein_coding
ENSMUSG00000040688	ENSMUST00000126319	17	-1	24916923	24926634	Tbl3	protein_coding
ENSMUSG00000040688	ENSMUST00000130633	17	-1	24919860	24921481	Tbl3	protein_coding
ENSMUSG00000008482	ENSMUST00000008626	17	-1	24934813	24937037	Rnf151	protein_coding
ENSMUSG00000008482	ENSMUST00000234399	17	-1	24935170	24936986	Rnf151	protein_coding
ENSMUSG00000044533	ENSMUST00000152407	17	1	24937090	24940694	Rps2	protein_coding
ENSMUSG00000044533	ENSMUST00000170715	17	1	24939037	24940900	Rps2	protein_coding
ENSMUSG00000044533	ENSMUST00000054289	17	1	24939084	24940903	Rps2	protein_coding
ENSMUSG00000044533	ENSMUST00000146867	17	1	24939225	24940899	Rps2	protein_coding
ENSMUSG00000040048	ENSMUST00000045602	17	-1	24941034	24943452	Ndufb10	protein_coding
ENSMUSG00000040048	ENSMUST00000135708	17	-1	24941379	24943386	Ndufb10	protein_coding
ENSMUSG00000002500	ENSMUST00000170239	17	1	24946794	24955117	Rpl3l	protein_coding
ENSMUSG00000002500	ENSMUST00000183214	17	1	24947148	24952338	Rpl3l	protein_coding
ENSMUSG00000002500	ENSMUST00000045186	17	1	24951659	24955117	Rpl3l	protein_coding
ENSMUSG00000075705	ENSMUST00000115262	17	1	24955616	24961752	Msrb1	protein_coding
ENSMUSG00000075705	ENSMUST00000101800	17	1	24955656	24961745	Msrb1	protein_coding
ENSMUSG00000039628	ENSMUST00000044922	17	1	24971977	24977658	Hs3st6	protein_coding
ENSMUSG00000039628	ENSMUST00000234202	17	1	24971990	24977622	Hs3st6	protein_coding
ENSMUSG00000024155	ENSMUST00000234372	17	1	25023263	25058762	Meiob	protein_coding
ENSMUSG00000024155	ENSMUST00000024972	17	1	25023285	25058761	Meiob	protein_coding
ENSMUSG00000024158	ENSMUST00000164251	17	1	25059117	25082698	Hagh	protein_coding
ENSMUSG00000045316	ENSMUST00000049642	17	-1	25067866	25069338	Fahd1	protein_coding
ENSMUSG00000024158	ENSMUST00000118788	17	1	25069464	25083424	Hagh	protein_coding
ENSMUSG00000024158	ENSMUST00000154363	17	1	25069550	25073108	Hagh	protein_coding
ENSMUSG00000024158	ENSMUST00000169200	17	1	25069553	25083263	Hagh	protein_coding
ENSMUSG00000024158	ENSMUST00000130989	17	1	25069641	25080023	Hagh	protein_coding
ENSMUSG00000024158	ENSMUST00000024974	17	1	25069641	25083424	Hagh	protein_coding
ENSMUSG00000024158	ENSMUST00000149716	17	1	25069722	25076598	Hagh	protein_coding
ENSMUSG00000046070	ENSMUST00000050714	17	1	25097232	25100984	Igfals	protein_coding
ENSMUSG00000039183	ENSMUST00000234598	17	-1	25101586	25104591	Nubp2	protein_coding
ENSMUSG00000039183	ENSMUST00000234597	17	-1	25101586	25104888	Nubp2	protein_coding
ENSMUSG00000039183	ENSMUST00000234928	17	-1	25101586	25104925	Nubp2	protein_coding
ENSMUSG00000039183	ENSMUST00000044252	17	-1	25101586	25105322	Nubp2	protein_coding
ENSMUSG00000039183	ENSMUST00000234968	17	-1	25101591	25105307	Nubp2	protein_coding
ENSMUSG00000039183	ENSMUST00000234583	17	-1	25102023	25105303	Nubp2	protein_coding
ENSMUSG00000024160	ENSMUST00000117890	17	1	25105617	25111123	Spsb3	protein_coding
ENSMUSG00000024160	ENSMUST00000168265	17	1	25105648	25111121	Spsb3	protein_coding
ENSMUSG00000024160	ENSMUST00000120943	17	1	25105654	25111123	Spsb3	protein_coding
ENSMUSG00000024160	ENSMUST00000068508	17	1	25105654	25111123	Spsb3	protein_coding
ENSMUSG00000024160	ENSMUST00000119829	17	1	25105711	25111111	Spsb3	protein_coding
ENSMUSG00000024160	ENSMUST00000024976	17	1	25106139	25111123	Spsb3	protein_coding
ENSMUSG00000073436	ENSMUST00000119848	17	-1	25107460	25114029	Eme2	protein_coding
ENSMUSG00000073436	ENSMUST00000121542	17	-1	25111126	25114061	Eme2	protein_coding
ENSMUSG00000038880	ENSMUST00000043907	17	1	25114090	25115263	Mrps34	protein_coding
ENSMUSG00000073435	ENSMUST00000024978	17	1	25115474	25116496	Nme3	protein_coding
ENSMUSG00000024163	ENSMUST00000115229	17	-1	25116480	25155951	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000178969	17	-1	25116480	25155951	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000115228	17	-1	25116507	25155868	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000117509	17	-1	25116507	25155886	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000121787	17	-1	25116507	25155941	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000088345	17	-1	25116507	25155942	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000121723	17	-1	25116508	25155903	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000119115	17	-1	25117773	25155934	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000120035	17	-1	25117922	25155942	Mapk8ip3	protein_coding
ENSMUSG00000024163	ENSMUST00000146706	17	-1	25125899	25142842	Mapk8ip3	protein_coding
ENSMUSG00000024165	ENSMUST00000024981	17	-1	25161444	25179663	Jpt2	protein_coding
ENSMUSG00000038002	ENSMUST00000073337	17	-1	25180200	25234204	Cramp1l	protein_coding
ENSMUSG00000038002	ENSMUST00000233774	17	-1	25180200	25234762	Cramp1l	protein_coding
ENSMUSG00000038002	ENSMUST00000233169	17	-1	25222376	25234756	Cramp1l	protein_coding
ENSMUSG00000024169	ENSMUST00000142000	17	1	25235059	25315661	Ift140	protein_coding
ENSMUSG00000024169	ENSMUST00000137386	17	1	25235065	25311775	Ift140	protein_coding
ENSMUSG00000024169	ENSMUST00000024983	17	1	25235365	25318461	Ift140	protein_coding
ENSMUSG00000024168	ENSMUST00000024984	17	-1	25276676	25300155	Tmem204	protein_coding
ENSMUSG00000024168	ENSMUST00000153745	17	-1	25276878	25297198	Tmem204	protein_coding
ENSMUSG00000024170	ENSMUST00000115181	17	-1	25318544	25334941	Telo2	protein_coding
ENSMUSG00000024170	ENSMUST00000024987	17	-1	25318551	25334879	Telo2	protein_coding
ENSMUSG00000044172	ENSMUST00000054930	17	1	25339734	25344242	Ptx4	protein_coding
ENSMUSG00000044172	ENSMUST00000232902	17	1	25339751	25344240	Ptx4	protein_coding
ENSMUSG00000044172	ENSMUST00000233502	17	1	25339751	25344240	Ptx4	protein_coding
ENSMUSG00000036636	ENSMUST00000162862	17	1	25352365	25381073	Clcn7	protein_coding
ENSMUSG00000036636	ENSMUST00000040729	17	1	25352365	25381078	Clcn7	protein_coding
ENSMUSG00000036636	ENSMUST00000160961	17	1	25355596	25381072	Clcn7	protein_coding
ENSMUSG00000036636	ENSMUST00000159773	17	1	25364783	25369560	Clcn7	protein_coding
ENSMUSG00000059562	ENSMUST00000073277	17	1	25381435	25390887	Ccdc154	protein_coding
ENSMUSG00000059562	ENSMUST00000182621	17	1	25381438	25390885	Ccdc154	protein_coding
ENSMUSG00000059562	ENSMUST00000182292	17	1	25381816	25390856	Ccdc154	protein_coding
ENSMUSG00000114245	ENSMUST00000224277	17	-1	25391871	25394445	Percc1	protein_coding
ENSMUSG00000067722	ENSMUST00000088307	17	1	25403528	25406636	BC003965	protein_coding
ENSMUSG00000015127	ENSMUST00000039734	17	1	25407371	25453417	Unkl	protein_coding
ENSMUSG00000015127	ENSMUST00000160896	17	1	25407888	25453417	Unkl	protein_coding
ENSMUSG00000015127	ENSMUST00000162498	17	1	25441513	25448431	Unkl	protein_coding
ENSMUSG00000015127	ENSMUST00000015271	17	1	25441556	25453416	Unkl	protein_coding
ENSMUSG00000035521	ENSMUST00000115154	17	-1	25452305	25459098	Gnptg	protein_coding
ENSMUSG00000035521	ENSMUST00000038973	17	-1	25453291	25459090	Gnptg	protein_coding
ENSMUSG00000015126	ENSMUST00000063574	17	1	25459144	25461772	Tsr3	protein_coding
ENSMUSG00000047507	ENSMUST00000182056	17	-1	25461633	25475338	Baiap3	protein_coding
ENSMUSG00000047507	ENSMUST00000182825	17	-1	25462329	25472921	Baiap3	protein_coding
ENSMUSG00000047507	ENSMUST00000182696	17	-1	25462344	25463285	Baiap3	protein_coding
ENSMUSG00000047507	ENSMUST00000182435	17	-1	25462353	25475255	Baiap3	protein_coding
ENSMUSG00000047507	ENSMUST00000169109	17	-1	25462496	25475255	Baiap3	protein_coding
ENSMUSG00000015120	ENSMUST00000049911	17	-1	25480890	25493284	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000173084	17	-1	25480895	25492357	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000173713	17	-1	25481149	25493284	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000174216	17	-1	25481153	25484843	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000172618	17	-1	25481153	25492888	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000174031	17	-1	25481280	25492508	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000174001	17	-1	25481367	25493596	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000173621	17	-1	25484117	25492564	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000172868	17	-1	25485541	25492841	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000172587	17	-1	25487382	25493276	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000172520	17	-1	25488227	25492574	Ube2i	protein_coding
ENSMUSG00000015120	ENSMUST00000173231	17	-1	25488376	25492129	Ube2i	protein_coding
ENSMUSG00000056399	ENSMUST00000037453	17	1	25517368	25519139	Prss34	protein_coding
ENSMUSG00000024171	ENSMUST00000015267	17	1	25527620	25530850	Prss28	protein_coding
ENSMUSG00000024171	ENSMUST00000234259	17	1	25528351	25530666	Prss28	protein_coding
ENSMUSG00000034039	ENSMUST00000024993	17	1	25537628	25541658	Prss29	protein_coding
ENSMUSG00000034039	ENSMUST00000234609	17	1	25537628	25541658	Prss29	protein_coding
ENSMUSG00000024173	ENSMUST00000153118	17	-1	25562219	25564501	Tpsab1	protein_coding
ENSMUSG00000024173	ENSMUST00000146856	17	-1	25562219	25564536	Tpsab1	protein_coding
ENSMUSG00000033825	ENSMUST00000234477	17	1	25585279	25587068	Tpsb2	protein_coding
ENSMUSG00000033825	ENSMUST00000069616	17	1	25585524	25587068	Tpsb2	protein_coding
ENSMUSG00000033825	ENSMUST00000234057	17	1	25585524	25587070	Tpsb2	protein_coding
ENSMUSG00000033825	ENSMUST00000234712	17	1	25585526	25588072	Tpsb2	protein_coding
ENSMUSG00000033200	ENSMUST00000160377	17	1	25588247	25593414	Tpsg1	protein_coding
ENSMUSG00000033200	ENSMUST00000160485	17	1	25588263	25593123	Tpsg1	protein_coding
ENSMUSG00000033200	ENSMUST00000162021	17	1	25589527	25593414	Tpsg1	protein_coding
ENSMUSG00000033200	ENSMUST00000024999	17	1	25589558	25593416	Tpsg1	protein_coding
ENSMUSG00000024112	ENSMUST00000159610	17	-1	25593259	25652757	Cacna1h	protein_coding
ENSMUSG00000024112	ENSMUST00000159048	17	-1	25593262	25652757	Cacna1h	protein_coding
ENSMUSG00000024112	ENSMUST00000078496	17	-1	25593269	25652757	Cacna1h	protein_coding
ENSMUSG00000024112	ENSMUST00000161035	17	-1	25595858	25599625	Cacna1h	protein_coding
ENSMUSG00000024112	ENSMUST00000159623	17	-1	25616599	25652252	Cacna1h	protein_coding
ENSMUSG00000024175	ENSMUST00000234449	17	1	25690564	25695566	Tekt4	protein_coding
ENSMUSG00000024175	ENSMUST00000025002	17	1	25690564	25695572	Tekt4	protein_coding
ENSMUSG00000024175	ENSMUST00000235033	17	1	25690571	25695576	Tekt4	protein_coding
ENSMUSG00000050824	ENSMUST00000051864	17	-1	25708849	25716262	Sstr5	protein_coding
ENSMUSG00000050824	ENSMUST00000165183	17	-1	25708851	25716189	Sstr5	protein_coding
ENSMUSG00000024176	ENSMUST00000025003	17	-1	25784866	25789660	Sox8	protein_coding
ENSMUSG00000024176	ENSMUST00000174560	17	-1	25786962	25789188	Sox8	protein_coding
ENSMUSG00000024176	ENSMUST00000173447	17	-1	25787684	25789660	Sox8	protein_coding
ENSMUSG00000002279	ENSMUST00000141606	17	1	25798059	25875453	Lmf1	protein_coding
ENSMUSG00000002279	ENSMUST00000063344	17	1	25798148	25881800	Lmf1	protein_coding
ENSMUSG00000002279	ENSMUST00000116641	17	1	25798151	25881800	Lmf1	protein_coding
ENSMUSG00000025739	ENSMUST00000172002	17	1	25936145	25938380	Gng13	protein_coding
ENSMUSG00000025739	ENSMUST00000115108	17	1	25936502	25938061	Gng13	protein_coding
ENSMUSG00000019214	ENSMUST00000170070	17	-1	25937900	25946384	Chtf18	protein_coding
ENSMUSG00000019214	ENSMUST00000048054	17	-1	25937900	25946393	Chtf18	protein_coding
ENSMUSG00000019214	ENSMUST00000167940	17	-1	25938020	25939875	Chtf18	protein_coding
ENSMUSG00000019214	ENSMUST00000169767	17	-1	25938021	25938759	Chtf18	protein_coding
ENSMUSG00000041199	ENSMUST00000237183	17	1	25946644	25950438	Rpusd1	protein_coding
ENSMUSG00000041199	ENSMUST00000237785	17	1	25946691	25950432	Rpusd1	protein_coding
ENSMUSG00000041199	ENSMUST00000047273	17	1	25946691	25950438	Rpusd1	protein_coding
ENSMUSG00000041062	ENSMUST00000047098	17	1	25955016	25967304	Mslnl	protein_coding
ENSMUSG00000063011	ENSMUST00000075884	17	-1	25967587	25973288	Msln	protein_coding
ENSMUSG00000063011	ENSMUST00000238120	17	-1	25967587	25973351	Msln	protein_coding
ENSMUSG00000063011	ENSMUST00000237359	17	-1	25967589	25973352	Msln	protein_coding
ENSMUSG00000063011	ENSMUST00000236137	17	-1	25967590	25973351	Msln	protein_coding
ENSMUSG00000002280	ENSMUST00000134108	17	1	25992750	26001765	Ciao3	protein_coding
ENSMUSG00000002280	ENSMUST00000002350	17	1	25992750	26002306	Ciao3	protein_coding
ENSMUSG00000002280	ENSMUST00000237541	17	1	25992778	26001767	Ciao3	protein_coding
ENSMUSG00000061046	ENSMUST00000140738	17	-1	25998817	26004514	Haghl	protein_coding
ENSMUSG00000061046	ENSMUST00000133071	17	-1	26001763	26004556	Haghl	protein_coding
ENSMUSG00000061046	ENSMUST00000077938	17	-1	26001763	26004647	Haghl	protein_coding
ENSMUSG00000061046	ENSMUST00000138759	17	-1	26001797	26004541	Haghl	protein_coding
ENSMUSG00000061046	ENSMUST00000150324	17	-1	26001799	26004312	Haghl	protein_coding
ENSMUSG00000061046	ENSMUST00000145053	17	-1	26003290	26004517	Haghl	protein_coding
ENSMUSG00000071202	ENSMUST00000095500	17	1	26005554	26009487	Ccdc78	protein_coding
ENSMUSG00000057411	ENSMUST00000237093	17	-1	26009054	26011241	Antkmt	protein_coding
ENSMUSG00000118135	ENSMUST00000235889	17	-1	26009474	26014633	Gm50367	protein_coding
ENSMUSG00000057411	ENSMUST00000072735	17	-1	26009475	26011772	Antkmt	protein_coding
ENSMUSG00000057411	ENSMUST00000236683	17	-1	26009480	26011361	Antkmt	protein_coding
ENSMUSG00000057411	ENSMUST00000236161	17	-1	26009485	26011051	Antkmt	protein_coding
ENSMUSG00000002274	ENSMUST00000165838	17	-1	26012195	26016057	Metrn	protein_coding
ENSMUSG00000002274	ENSMUST00000236963	17	-1	26013799	26015697	Metrn	protein_coding
ENSMUSG00000002274	ENSMUST00000235925	17	-1	26013841	26015942	Metrn	protein_coding
ENSMUSG00000002274	ENSMUST00000238040	17	-1	26013841	26015942	Metrn	protein_coding
ENSMUSG00000002274	ENSMUST00000002344	17	-1	26013923	26016110	Metrn	protein_coding
ENSMUSG00000025738	ENSMUST00000045692	17	1	26028059	26040229	Fbxl16	protein_coding
ENSMUSG00000025738	ENSMUST00000236165	17	1	26035293	26039701	Fbxl16	protein_coding
ENSMUSG00000025738	ENSMUST00000235694	17	1	26037033	26038515	Fbxl16	protein_coding
ENSMUSG00000025737	ENSMUST00000026833	17	1	26042601	26047704	Wdr24	protein_coding
ENSMUSG00000025736	ENSMUST00000133595	17	1	26047841	26050817	Jmjd8	protein_coding
ENSMUSG00000025736	ENSMUST00000026832	17	1	26048017	26050816	Jmjd8	protein_coding
ENSMUSG00000039615	ENSMUST00000044911	17	-1	26049479	26052335	Stub1	protein_coding
ENSMUSG00000039615	ENSMUST00000237186	17	-1	26049590	26052378	Stub1	protein_coding
ENSMUSG00000039615	ENSMUST00000236515	17	-1	26049608	26051915	Stub1	protein_coding
ENSMUSG00000039615	ENSMUST00000236361	17	-1	26049610	26051921	Stub1	protein_coding
ENSMUSG00000025735	ENSMUST00000026831	17	-1	26053439	26056269	Rhbdl1	protein_coding
ENSMUSG00000025735	ENSMUST00000183929	17	-1	26053576	26056056	Rhbdl1	protein_coding
ENSMUSG00000025735	ENSMUST00000184865	17	-1	26054747	26056225	Rhbdl1	protein_coding
ENSMUSG00000025733	ENSMUST00000043897	17	-1	26057431	26063825	Rhot2	protein_coding
ENSMUSG00000025733	ENSMUST00000176591	17	-1	26060734	26063391	Rhot2	protein_coding
ENSMUSG00000025733	ENSMUST00000176709	17	-1	26061226	26063499	Rhot2	protein_coding
ENSMUSG00000073434	ENSMUST00000079461	17	-1	26063745	26080449	Wdr90	protein_coding
ENSMUSG00000073434	ENSMUST00000176923	17	-1	26063746	26080475	Wdr90	protein_coding
ENSMUSG00000073434	ENSMUST00000235437	17	-1	26063748	26065555	Wdr90	protein_coding
ENSMUSG00000073434	ENSMUST00000176678	17	-1	26074753	26078200	Wdr90	protein_coding
ENSMUSG00000025732	ENSMUST00000235806	17	-1	26082672	26087708	Mcrip2	protein_coding
ENSMUSG00000025732	ENSMUST00000026828	17	-1	26082672	26087738	Mcrip2	protein_coding
ENSMUSG00000025732	ENSMUST00000236479	17	-1	26082854	26087696	Mcrip2	protein_coding
ENSMUSG00000025731	ENSMUST00000026827	17	1	26094048	26096143	Mettl26	protein_coding
ENSMUSG00000025731	ENSMUST00000169308	17	1	26094475	26096143	Mettl26	protein_coding
ENSMUSG00000025731	ENSMUST00000169085	17	1	26094504	26095971	Mettl26	protein_coding
ENSMUSG00000071192	ENSMUST00000176696	17	-1	26096602	26099832	Wfikkn1	protein_coding
ENSMUSG00000071192	ENSMUST00000095487	17	-1	26096604	26099210	Wfikkn1	protein_coding
ENSMUSG00000025730	ENSMUST00000179998	17	-1	26101088	26138616	Rab40c	protein_coding
ENSMUSG00000025730	ENSMUST00000167626	17	-1	26101088	26138626	Rab40c	protein_coding
ENSMUSG00000025730	ENSMUST00000026826	17	-1	26101088	26138688	Rab40c	protein_coding
ENSMUSG00000025730	ENSMUST00000164982	17	-1	26102602	26138480	Rab40c	protein_coding
ENSMUSG00000025730	ENSMUST00000167018	17	-1	26102613	26138701	Rab40c	protein_coding
ENSMUSG00000025730	ENSMUST00000164738	17	-1	26104056	26138685	Rab40c	protein_coding
ENSMUSG00000025728	ENSMUST00000133650	17	-1	26145395	26156136	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000026823	17	-1	26145395	26161022	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000208043	17	-1	26145401	26161797	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000237570	17	-1	26145401	26163910	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000097368	17	-1	26145402	26160909	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000208071	17	-1	26145426	26160868	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000207073	17	-1	26146412	26150525	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000135253	17	-1	26146632	26155808	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000140304	17	-1	26152970	26160909	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000208499	17	-1	26154040	26155808	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000139226	17	-1	26154053	26160907	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000145745	17	-1	26155827	26161836	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000148307	17	-1	26156109	26163484	Pigq	protein_coding
ENSMUSG00000025728	ENSMUST00000148382	17	-1	26156238	26161806	Pigq	protein_coding
ENSMUSG00000090113	ENSMUST00000085027	17	-1	26161207	26163906	Nhlrc4	protein_coding
ENSMUSG00000025727	ENSMUST00000162431	17	-1	26165361	26171539	A930017K11Rik	protein_coding
ENSMUSG00000037326	ENSMUST00000212149	17	-1	26177341	26198867	Capn15	protein_coding
ENSMUSG00000037326	ENSMUST00000212520	17	-1	26177344	26204770	Capn15	protein_coding
ENSMUSG00000037326	ENSMUST00000041641	17	-1	26178530	26204654	Capn15	protein_coding
ENSMUSG00000037098	ENSMUST00000118828	17	-1	26208010	26240834	Rab11fip3	protein_coding
ENSMUSG00000037098	ENSMUST00000122103	17	-1	26208010	26288519	Rab11fip3	protein_coding
ENSMUSG00000037098	ENSMUST00000148021	17	-1	26208016	26237434	Rab11fip3	protein_coding
ENSMUSG00000037098	ENSMUST00000120691	17	-1	26208019	26288529	Rab11fip3	protein_coding
ENSMUSG00000036775	ENSMUST00000237875	17	-1	26300185	26309264	Decr2	protein_coding
ENSMUSG00000036775	ENSMUST00000040907	17	-1	26300185	26309311	Decr2	protein_coding
ENSMUSG00000036775	ENSMUST00000237265	17	-1	26300204	26309194	Decr2	protein_coding
ENSMUSG00000036775	ENSMUST00000236268	17	-1	26300204	26309249	Decr2	protein_coding
ENSMUSG00000036775	ENSMUST00000150534	17	-1	26300627	26309274	Decr2	protein_coding
ENSMUSG00000024177	ENSMUST00000236967	17	-1	26310708	26313142	Nme4	protein_coding
ENSMUSG00000024177	ENSMUST00000235157	17	-1	26310708	26313142	Nme4	protein_coding
ENSMUSG00000024177	ENSMUST00000025007	17	-1	26310708	26314576	Nme4	protein_coding
