ENSMUSG00000051003	ENSMUST00000061541	16	1	3592398	3593339	Olfr161	protein_coding
ENSMUSG00000012114	ENSMUST00000080936	16	-1	17651314	17723023	Med15	protein_coding
ENSMUSG00000012114	ENSMUST00000170785	16	-1	17651316	17656384	Med15	protein_coding
ENSMUSG00000059150	ENSMUST00000170279	16	1	17711761	17712198	Rpl26-ps4	protein_coding
ENSMUSG00000022750	ENSMUST00000129199	16	1	17759711	17771920	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000090146	16	1	17759714	17793295	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000165790	16	1	17759714	17793473	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000140306	16	1	17759731	17771962	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000144116	16	1	17759756	17779299	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000117192	16	1	17759764	17793473	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000126600	16	1	17760448	17771913	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000120488	16	1	17762884	17793475	Klhl22	protein_coding
ENSMUSG00000022750	ENSMUST00000129299	16	1	17764186	17771937	Klhl22	protein_coding
ENSMUSG00000012017	ENSMUST00000012161	16	1	17797375	17808380	Scarf2	protein_coding
ENSMUSG00000090236	ENSMUST00000118960	16	-1	17835369	17838457	Car15	protein_coding
ENSMUSG00000092470	ENSMUST00000150068	16	-1	17835370	17891764	Gm20518	protein_coding
ENSMUSG00000090236	ENSMUST00000090144	16	-1	17835371	17838306	Car15	protein_coding
ENSMUSG00000003166	ENSMUST00000135229	16	-1	17839575	17891747	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000117945	16	-1	17840448	17891753	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000012152	16	-1	17840448	17891786	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000100114	16	-1	17840453	17891821	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000066127	16	-1	17840454	17891750	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000117082	16	-1	17841403	17891686	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000155611	16	-1	17849404	17891742	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000155943	16	-1	17856978	17894192	Dgcr2	protein_coding
ENSMUSG00000003166	ENSMUST00000126919	16	-1	17892668	17894238	Dgcr2	protein_coding
ENSMUSG00000041566	ENSMUST00000046937	16	1	17894296	17895744	Tssk1	protein_coding
ENSMUSG00000045521	ENSMUST00000055374	16	1	17898730	17900116	Tssk2	protein_coding
ENSMUSG00000003527	ENSMUST00000003621	16	-1	17900804	17911441	Dgcr14	protein_coding
ENSMUSG00000022738	ENSMUST00000012279	16	-1	17913207	17915152	Gsc2	protein_coding
ENSMUSG00000003528	ENSMUST00000003622	16	-1	17925304	17928312	Slc25a1	protein_coding
ENSMUSG00000003528	ENSMUST00000129270	16	-1	17925775	17927436	Slc25a1	protein_coding
ENSMUSG00000003528	ENSMUST00000131507	16	-1	17925809	17927509	Slc25a1	protein_coding
ENSMUSG00000003528	ENSMUST00000150925	16	-1	17926359	17927980	Slc25a1	protein_coding
ENSMUSG00000003528	ENSMUST00000142022	16	-1	17927243	17928222	Slc25a1	protein_coding
ENSMUSG00000003528	ENSMUST00000147384	16	-1	17927510	17928302	Slc25a1	protein_coding
ENSMUSG00000059280	ENSMUST00000075371	16	1	17980514	17981366	Vpreb2	protein_coding
ENSMUSG00000003531	ENSMUST00000143343	16	1	18052953	18071453	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000148521	16	1	18052969	18056652	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000148372	16	1	18052985	18066601	Dgcr6	protein_coding
ENSMUSG00000003526	ENSMUST00000139861	16	-1	18060450	18089256	Prodh	protein_coding
ENSMUSG00000003531	ENSMUST00000076757	16	1	18065252	18071435	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000151266	16	1	18066496	18071456	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000066027	16	1	18066536	18071451	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000155387	16	1	18066541	18071725	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000153123	16	1	18066555	18071435	Dgcr6	protein_coding
ENSMUSG00000003531	ENSMUST00000148514	16	1	18069573	18071436	Dgcr6	protein_coding
ENSMUSG00000003526	ENSMUST00000003620	16	-1	18071819	18089385	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000136776	16	-1	18071819	18090296	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000141635	16	-1	18072219	18079361	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000126087	16	-1	18072349	18080035	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000123969	16	-1	18081105	18082412	Prodh	protein_coding
ENSMUSG00000003526	ENSMUST00000132241	16	-1	18084297	18089115	Prodh	protein_coding
ENSMUSG00000043811	ENSMUST00000059589	16	1	18127735	18152501	Rtn4r	protein_coding
ENSMUSG00000090777	ENSMUST00000167061	16	1	18218263	18219406	Gm7873	protein_coding
ENSMUSG00000060166	ENSMUST00000076957	16	-1	18220847	18235229	Zdhhc8	protein_coding
ENSMUSG00000005732	ENSMUST00000115645	16	-1	18239877	18248825	Ranbp1	protein_coding
ENSMUSG00000005732	ENSMUST00000052325	16	-1	18239895	18248160	Ranbp1	protein_coding
ENSMUSG00000005732	ENSMUST00000123073	16	-1	18245062	18248739	Ranbp1	protein_coding
ENSMUSG00000005732	ENSMUST00000134035	16	-1	18245298	18248527	Ranbp1	protein_coding
ENSMUSG00000022721	ENSMUST00000127239	16	1	18248772	18253595	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000115640	16	1	18248976	18253595	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000140206	16	1	18248976	18254865	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000014843	16	1	18249037	18253591	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000059696	16	1	18249095	18253595	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000153292	16	1	18249102	18253591	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000147273	16	1	18249102	18253601	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000100099	16	1	18249155	18253595	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000145112	16	1	18250114	18253205	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000128045	16	1	18251515	18253594	Trmt2a	protein_coding
ENSMUSG00000022721	ENSMUST00000131211	16	1	18252314	18253324	Trmt2a	protein_coding
ENSMUSG00000022718	ENSMUST00000009321	16	-1	18254041	18289339	Dgcr8	protein_coding
ENSMUSG00000022718	ENSMUST00000115633	16	-1	18254050	18289342	Dgcr8	protein_coding
ENSMUSG00000022718	ENSMUST00000152033	16	-1	18255034	18265362	Dgcr8	protein_coding
ENSMUSG00000022718	ENSMUST00000144536	16	-1	18255535	18257223	Dgcr8	protein_coding
ENSMUSG00000022718	ENSMUST00000128856	16	-1	18271339	18284656	Dgcr8	protein_coding
ENSMUSG00000022718	ENSMUST00000156274	16	-1	18271522	18280339	Dgcr8	protein_coding
ENSMUSG00000022718	ENSMUST00000134431	16	-1	18287676	18289263	Dgcr8	protein_coding
ENSMUSG00000013539	ENSMUST00000128580	16	-1	18300918	18324543	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000115628	16	-1	18300920	18344020	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000145758	16	-1	18301316	18304238	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000142677	16	-1	18308080	18311546	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000152684	16	-1	18310873	18313127	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000125287	16	-1	18310981	18348196	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000130752	16	-1	18310989	18343995	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000145203	16	-1	18312518	18324544	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000150152	16	-1	18316403	18324544	D16H22S680E	protein_coding
ENSMUSG00000013539	ENSMUST00000134385	16	-1	18320944	18348176	D16H22S680E	protein_coding
ENSMUSG00000000325	ENSMUST00000115614	16	1	18348275	18407169	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000090103	16	1	18348367	18407165	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000115618	16	1	18348367	18407165	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000115613	16	1	18348367	18407169	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000115612	16	1	18380876	18406840	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000163911	16	1	18392681	18407165	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000150253	16	1	18392681	18407169	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000115610	16	1	18392682	18406349	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000115611	16	1	18392785	18407165	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000155548	16	1	18397817	18399097	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000126183	16	1	18399181	18400733	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000150484	16	1	18401225	18403524	Arvcf	protein_coding
ENSMUSG00000000325	ENSMUST00000152132	16	1	18403542	18404551	Arvcf	protein_coding
ENSMUSG00000000326	ENSMUST00000165430	16	-1	18406979	18413587	Comt	protein_coding
ENSMUSG00000000326	ENSMUST00000115609	16	-1	18407439	18426945	Comt	protein_coding
ENSMUSG00000000326	ENSMUST00000000335	16	-1	18407637	18426478	Comt	protein_coding
ENSMUSG00000000326	ENSMUST00000147720	16	-1	18410856	18413587	Comt	protein_coding
ENSMUSG00000075704	ENSMUST00000115605	16	1	18426510	18479163	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000115606	16	1	18426510	18479166	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000115604	16	1	18426526	18456561	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000131303	16	1	18426605	18437905	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000126778	16	1	18428790	18437903	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000144233	16	1	18429018	18441905	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000138310	16	1	18440894	18442531	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000149937	16	1	18452132	18472342	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000153457	16	1	18452138	18472979	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000126330	16	1	18471914	18472979	Txnrd2	protein_coding
ENSMUSG00000075704	ENSMUST00000156604	16	1	18471944	18472342	Txnrd2	protein_coding
ENSMUSG00000000884	ENSMUST00000167778	16	1	18498861	18566772	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000139625	16	1	18498916	18552481	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000129952	16	1	18498971	18552665	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000100091	16	1	18498977	18566720	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000149035	16	1	18498979	18552531	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000000904	16	1	18498979	18566720	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000090086	16	1	18498981	18566772	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000115601	16	1	18498981	18566772	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000124924	16	1	18498984	18552604	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000147739	16	1	18498990	18544318	Gnb1l	protein_coding
ENSMUSG00000086965	ENSMUST00000146673	16	1	18498994	18501751	Gm16314	protein_coding
ENSMUSG00000000884	ENSMUST00000115600	16	1	18498995	18564631	Gnb1l	protein_coding
ENSMUSG00000000884	ENSMUST00000151253	16	1	18548836	18552677	Gnb1l	protein_coding
ENSMUSG00000009097	ENSMUST00000009241	16	-1	18581806	18587062	Tbx1	protein_coding
ENSMUSG00000009097	ENSMUST00000115598	16	-1	18581806	18588113	Tbx1	protein_coding
ENSMUSG00000050761	ENSMUST00000167388	16	-1	18620412	18622496	Gp1bb	protein_coding
ENSMUSG00000050761	ENSMUST00000051160	16	-1	18620815	18621459	Gp1bb	protein_coding
ENSMUSG00000072214	ENSMUST00000096986	16	-1	18621904	18630004	Sept5	protein_coding
ENSMUSG00000072214	ENSMUST00000096987	16	-1	18621904	18630004	Sept5	protein_coding
ENSMUSG00000041378	ENSMUST00000043577	16	1	18776940	18778353	Cldn5	protein_coding
ENSMUSG00000000028	ENSMUST00000000028	16	-1	18780540	18812065	Cdc45	protein_coding
ENSMUSG00000000028	ENSMUST00000096990	16	-1	18780546	18811719	Cdc45	protein_coding
ENSMUSG00000000028	ENSMUST00000115585	16	-1	18807449	18812080	Cdc45	protein_coding
ENSMUSG00000005262	ENSMUST00000168822	16	1	18811872	18815450	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000172013	16	1	18811917	18834403	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000115578	16	1	18811925	18835349	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000164795	16	1	18812387	18816003	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000005394	16	1	18812387	18835354	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000171789	16	1	18812414	18827790	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000163695	16	1	18812449	18825135	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000166352	16	1	18823319	18834347	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000172451	16	1	18827154	18828548	Ufd1l	protein_coding
ENSMUSG00000005262	ENSMUST00000170325	16	1	18827342	18834497	Ufd1l	protein_coding
ENSMUSG00000071632	ENSMUST00000055413	16	1	18836671	18840251	2510002D24Rik	protein_coding
ENSMUSG00000071632	ENSMUST00000123146	16	1	18836673	18837480	2510002D24Rik	protein_coding
ENSMUSG00000022706	ENSMUST00000023391	16	-1	18872111	18876860	Mrpl40	protein_coding
ENSMUSG00000022706	ENSMUST00000119273	16	-1	18872319	18876632	Mrpl40	protein_coding
ENSMUSG00000022702	ENSMUST00000120532	16	1	18877130	18928123	Hira	protein_coding
ENSMUSG00000022702	ENSMUST00000004222	16	1	18877159	18970402	Hira	protein_coding
ENSMUSG00000022702	ENSMUST00000144609	16	1	18877363	18910836	Hira	protein_coding
ENSMUSG00000022702	ENSMUST00000153397	16	1	18877363	18935173	Hira	protein_coding
ENSMUSG00000022702	ENSMUST00000128321	16	1	18877505	18916679	Hira	protein_coding
ENSMUSG00000022702	ENSMUST00000131444	16	1	18925670	18935228	Hira	protein_coding
ENSMUSG00000022702	ENSMUST00000150799	16	1	18933106	18947611	Hira	protein_coding
ENSMUSG00000060811	ENSMUST00000074116	16	1	19028325	19028747	Gm10088	protein_coding
ENSMUSG00000076931	ENSMUST00000103743	16	-1	19065327	19067266	Iglc3	protein_coding
ENSMUSG00000076937	ENSMUST00000103749	16	-1	19198494	19200444	Iglc2	protein_coding
ENSMUSG00000050742	ENSMUST00000056727	16	-1	19285836	19286930	Olfr164	protein_coding
ENSMUSG00000050158	ENSMUST00000052516	16	-1	19407132	19408171	Olfr165	protein_coding
ENSMUSG00000056822	ENSMUST00000074739	16	1	19486886	19487923	Olfr166	protein_coding
ENSMUSG00000045341	ENSMUST00000054606	16	-1	19514789	19515727	Olfr167	protein_coding
ENSMUSG00000061361	ENSMUST00000078554	16	-1	19530073	19531011	Olfr168	protein_coding
ENSMUSG00000068535	ENSMUST00000090062	16	-1	19566033	19566974	Olfr169	protein_coding
ENSMUSG00000062245	ENSMUST00000078603	16	-1	19605789	19606796	Olfr170	protein_coding
ENSMUSG00000060480	ENSMUST00000079891	16	-1	19624221	19625231	Olfr171	protein_coding
ENSMUSG00000041247	ENSMUST00000081880	16	-1	19653474	19706458	Lamp3	protein_coding
ENSMUSG00000041247	ENSMUST00000090059	16	-1	19653474	19706458	Lamp3	protein_coding
ENSMUSG00000022686	ENSMUST00000121344	16	1	19760301	19772326	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000079780	16	1	19760327	19772556	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000164397	16	1	19760327	19772846	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000152845	16	1	19760492	19765715	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000131557	16	1	19760679	19768931	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000155780	16	1	19760680	19764448	B3gnt5	protein_coding
ENSMUSG00000022686	ENSMUST00000119468	16	1	19761147	19770717	B3gnt5	protein_coding
ENSMUSG00000075330	ENSMUST00000100083	16	-1	19876663	19883990	A930003A15Rik	protein_coding
ENSMUSG00000043008	ENSMUST00000171717	16	-1	19946586	19983122	Klhl6	protein_coding
ENSMUSG00000043008	ENSMUST00000058839	16	-1	19946593	19983110	Klhl6	protein_coding
ENSMUSG00000043008	ENSMUST00000171910	16	-1	19957044	19966413	Klhl6	protein_coding
ENSMUSG00000043008	ENSMUST00000166801	16	-1	19957064	19983080	Klhl6	protein_coding
ENSMUSG00000043008	ENSMUST00000165530	16	-1	19966138	19983003	Klhl6	protein_coding
ENSMUSG00000062901	ENSMUST00000023509	16	1	20097627	20127817	Klhl24	protein_coding
ENSMUSG00000041215	ENSMUST00000041176	16	1	20141136	20231991	Yeats2	protein_coding
ENSMUSG00000041215	ENSMUST00000090052	16	1	20141136	20232646	Yeats2	protein_coding
ENSMUSG00000041215	ENSMUST00000115560	16	1	20141136	20232646	Yeats2	protein_coding
ENSMUSG00000041205	ENSMUST00000040880	16	-1	20233383	20241431	Map6d1	protein_coding
ENSMUSG00000033918	ENSMUST00000136252	16	-1	20279893	20302418	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000048642	16	-1	20279893	20302460	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000155832	16	-1	20280076	20283317	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000123070	16	-1	20282817	20302413	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000126001	16	-1	20285601	20288313	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000136700	16	-1	20287003	20301402	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000133153	16	-1	20287029	20302427	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000143648	16	-1	20292993	20298238	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000152887	16	-1	20297670	20301886	Parl	protein_coding
ENSMUSG00000033918	ENSMUST00000153275	16	-1	20298197	20302434	Parl	protein_coding
ENSMUSG00000022818	ENSMUST00000023513	16	-1	20308460	20323138	Cyp2ab1	protein_coding
ENSMUSG00000022822	ENSMUST00000079158	16	-1	20331376	20426467	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000115547	16	-1	20331379	20426408	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000134413	16	-1	20331381	20399694	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000148003	16	-1	20339002	20364079	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000137985	16	-1	20344756	20364273	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000127582	16	-1	20368950	20376715	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000150340	16	-1	20378557	20396476	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000077867	16	-1	20392748	20426059	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000128978	16	-1	20398890	20400359	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000134962	16	-1	20400833	20426397	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000096199	16	-1	20400834	20426427	Abcc5	protein_coding
ENSMUSG00000022822	ENSMUST00000131453	16	-1	20400835	20404786	Abcc5	protein_coding
ENSMUSG00000003235	ENSMUST00000003320	16	1	20498890	20510028	Eif2b5	protein_coding
ENSMUSG00000003235	ENSMUST00000148714	16	1	20506471	20509396	Eif2b5	protein_coding
ENSMUSG00000003233	ENSMUST00000003318	16	1	20517055	20531723	Dvl3	protein_coding
ENSMUSG00000003233	ENSMUST00000171572	16	1	20517137	20532593	Dvl3	protein_coding
ENSMUSG00000003233	ENSMUST00000171774	16	1	20517179	20531719	Dvl3	protein_coding
ENSMUSG00000003233	ENSMUST00000169552	16	1	20517259	20525392	Dvl3	protein_coding
ENSMUSG00000022841	ENSMUST00000090023	16	1	20535551	20544129	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000007216	16	1	20535553	20544982	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000133443	16	1	20535622	20537912	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000126788	16	1	20540050	20542306	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000134981	16	1	20540696	20542069	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000148507	16	1	20540826	20541944	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000135420	16	1	20541046	20541747	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000131203	16	1	20541977	20543737	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000150986	16	1	20542109	20542743	Ap2m1	protein_coding
ENSMUSG00000022841	ENSMUST00000150537	16	1	20542552	20543704	Ap2m1	protein_coding
ENSMUSG00000003234	ENSMUST00000003319	16	1	20548650	20561452	Abcf3	protein_coding
ENSMUSG00000003234	ENSMUST00000152339	16	1	20549741	20551742	Abcf3	protein_coding
ENSMUSG00000003234	ENSMUST00000154660	16	1	20550650	20558946	Abcf3	protein_coding
ENSMUSG00000003234	ENSMUST00000135861	16	1	20559417	20560343	Abcf3	protein_coding
ENSMUSG00000003234	ENSMUST00000148679	16	1	20559730	20560891	Abcf3	protein_coding
ENSMUSG00000046613	ENSMUST00000100074	16	1	20589544	20598540	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000159736	16	1	20589655	20590809	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000096197	16	1	20589655	20605450	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000162919	16	1	20589657	20591259	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000161257	16	1	20589924	20591293	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000161715	16	1	20590132	20590604	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000145483	16	1	20590163	20592462	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000169790	16	1	20590163	20592462	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000149236	16	1	20590219	20598535	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000159780	16	1	20591229	20605447	Vwa5b2	protein_coding
ENSMUSG00000046613	ENSMUST00000046188	16	1	20602848	20605450	Vwa5b2	protein_coding
ENSMUSG00000033809	ENSMUST00000045918	16	-1	20605524	20610841	Alg3	protein_coding
ENSMUSG00000033809	ENSMUST00000127454	16	-1	20605545	20610804	Alg3	protein_coding
ENSMUSG00000033809	ENSMUST00000123774	16	-1	20605546	20610820	Alg3	protein_coding
ENSMUSG00000033809	ENSMUST00000147867	16	-1	20608815	20610825	Alg3	protein_coding
ENSMUSG00000022842	ENSMUST00000115522	16	1	20611666	20619080	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000119224	16	1	20611674	20618942	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000079600	16	1	20611674	20645988	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000120394	16	1	20611683	20645993	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000147849	16	1	20611867	20645988	Ece2	protein_coding
ENSMUSG00000051146	ENSMUST00000052939	16	-1	20619288	20621360	Camk2n2	protein_coding
ENSMUSG00000022842	ENSMUST00000003898	16	1	20629901	20645988	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000152246	16	1	20629918	20643107	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000122306	16	1	20629918	20646549	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000133344	16	1	20629924	20645988	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000145511	16	1	20631218	20638030	Ece2	protein_coding
ENSMUSG00000022842	ENSMUST00000125971	16	1	20632943	20646558	Ece2	protein_coding
ENSMUSG00000006998	ENSMUST00000007212	16	1	20651725	20663487	Psmd2	protein_coding
ENSMUSG00000006998	ENSMUST00000172207	16	1	20651777	20663487	Psmd2	protein_coding
ENSMUSG00000006998	ENSMUST00000169195	16	1	20651789	20652827	Psmd2	protein_coding
ENSMUSG00000006998	ENSMUST00000169294	16	1	20651808	20663485	Psmd2	protein_coding
ENSMUSG00000006998	ENSMUST00000167869	16	1	20659080	20659789	Psmd2	protein_coding
ENSMUSG00000006998	ENSMUST00000166071	16	1	20659425	20660441	Psmd2	protein_coding
ENSMUSG00000006998	ENSMUST00000169184	16	1	20659492	20662182	Psmd2	protein_coding
ENSMUSG00000045983	ENSMUST00000154594	16	1	20668386	20679468	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000128840	16	1	20668388	20678998	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000044783	16	1	20672796	20692957	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000115463	16	1	20672819	20692956	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000142344	16	1	20672822	20683909	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000073840	16	1	20672822	20692954	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000170807	16	1	20672822	20692954	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000143939	16	1	20672828	20692956	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000128594	16	1	20672843	20683915	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000150333	16	1	20672844	20683915	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000140576	16	1	20672896	20679344	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000115457	16	1	20672896	20692957	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000156226	16	1	20673368	20692957	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000154950	16	1	20673471	20677871	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000115461	16	1	20673493	20692956	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000136713	16	1	20673512	20678736	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000115460	16	1	20673590	20692954	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000141034	16	1	20673887	20678732	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000151679	16	1	20674184	20678747	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000132320	16	1	20678349	20692954	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000136106	16	1	20678479	20679658	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000137690	16	1	20681112	20681806	Eif4g1	protein_coding
ENSMUSG00000045983	ENSMUST00000129958	16	1	20689051	20689737	Eif4g1	protein_coding
ENSMUSG00000050821	ENSMUST00000149543	16	1	20693355	20699356	Fam131a	protein_coding
