ENSMUSG00000079179	ENSMUST00000049684	12	1	3236611	3249999	1700012B15Rik	protein_coding
ENSMUSG00000020653	ENSMUST00000146894	12	1	25336761	25340007	Klf11	protein_coding
ENSMUSG00000020653	ENSMUST00000144046	12	1	25337019	25340002	Klf11	protein_coding
ENSMUSG00000062563	ENSMUST00000074163	12	-1	25350703	25366678	Cys1	protein_coding
ENSMUSG00000062563	ENSMUST00000163514	12	-1	25350818	25365888	Cys1	protein_coding
ENSMUSG00000062563	ENSMUST00000173145	12	-1	25350818	25365888	Cys1	protein_coding
ENSMUSG00000062563	ENSMUST00000148477	12	-1	25351419	25364812	Cys1	protein_coding
ENSMUSG00000062563	ENSMUST00000156453	12	-1	25351563	25365773	Cys1	protein_coding
ENSMUSG00000062563	ENSMUST00000172771	12	-1	25353318	25365584	Cys1	protein_coding
ENSMUSG00000020649	ENSMUST00000020980	12	1	25393106	25399011	Rrm2	protein_coding
ENSMUSG00000020649	ENSMUST00000147789	12	1	25393421	25394454	Rrm2	protein_coding
ENSMUSG00000020649	ENSMUST00000153058	12	1	25393617	25396634	Rrm2	protein_coding
ENSMUSG00000020649	ENSMUST00000154588	12	1	25393894	25398206	Rrm2	protein_coding
ENSMUSG00000020646	ENSMUST00000078902	12	1	25516464	25645166	Mboat2	protein_coding
ENSMUSG00000020646	ENSMUST00000110942	12	1	25516464	25645166	Mboat2	protein_coding
ENSMUSG00000020646	ENSMUST00000020976	12	1	25624072	25645166	Mboat2	protein_coding
ENSMUSG00000020646	ENSMUST00000116439	12	1	25639090	25644716	Mboat2	protein_coding
ENSMUSG00000036333	ENSMUST00000066652	12	1	25659797	25744562	Kidins220	protein_coding
ENSMUSG00000036333	ENSMUST00000085537	12	1	25659797	25744562	Kidins220	protein_coding
ENSMUSG00000036333	ENSMUST00000110935	12	1	25659797	25744562	Kidins220	protein_coding
ENSMUSG00000036333	ENSMUST00000110933	12	1	25659797	25746142	Kidins220	protein_coding
ENSMUSG00000020644	ENSMUST00000020974	12	-1	25778666	25780957	Id2	protein_coding
ENSMUSG00000020642	ENSMUST00000020971	12	-1	26991662	27100121	Rnf144a	protein_coding
ENSMUSG00000020642	ENSMUST00000062149	12	-1	26991662	27100121	Rnf144a	protein_coding
ENSMUSG00000020641	ENSMUST00000137792	12	-1	27127618	27141296	Rsad2	protein_coding
ENSMUSG00000020641	ENSMUST00000020970	12	-1	27127618	27141317	Rsad2	protein_coding
ENSMUSG00000020641	ENSMUST00000166174	12	-1	27127619	27141298	Rsad2	protein_coding
ENSMUSG00000020641	ENSMUST00000142732	12	-1	27135491	27139707	Rsad2	protein_coding
ENSMUSG00000020638	ENSMUST00000020969	12	1	27154069	27164700	Cmpk2	protein_coding
ENSMUSG00000052076	ENSMUST00000063754	12	-1	27825667	27845311	Gm9866	protein_coding
ENSMUSG00000063632	ENSMUST00000079063	12	-1	28025562	28027574	Sox11	protein_coding
ENSMUSG00000020633	ENSMUST00000020963	12	-1	29122660	29232182	Dcdc2c	protein_coding
ENSMUSG00000020636	ENSMUST00000110917	12	-1	29238620	29267380	Allc	protein_coding
ENSMUSG00000020636	ENSMUST00000020965	12	-1	29238620	29267388	Allc	protein_coding
ENSMUSG00000036655	ENSMUST00000036136	12	-1	29279038	29308155	Colec11	protein_coding
ENSMUSG00000061477	ENSMUST00000074267	12	-1	29315712	29320818	Rps7	protein_coding
ENSMUSG00000020630	ENSMUST00000020959	12	1	29334467	29344456	Rnaseh1	protein_coding
ENSMUSG00000020630	ENSMUST00000169568	12	1	29338517	29344450	Rnaseh1	protein_coding
ENSMUSG00000020629	ENSMUST00000020957	12	1	29360096	29367040	Adi1	protein_coding
ENSMUSG00000020629	ENSMUST00000135772	12	1	29360349	29366595	Adi1	protein_coding
ENSMUSG00000020629	ENSMUST00000138081	12	1	29362670	29364602	Adi1	protein_coding
ENSMUSG00000020628	ENSMUST00000020954	12	-1	29375494	29435318	Ttc15	protein_coding
ENSMUSG00000020628	ENSMUST00000170994	12	-1	29394373	29435318	Ttc15	protein_coding
ENSMUSG00000020628	ENSMUST00000168129	12	-1	29421429	29435331	Ttc15	protein_coding
ENSMUSG00000036613	ENSMUST00000035657	12	1	29436693	29552356	Tssc1	protein_coding
ENSMUSG00000061911	ENSMUST00000092649	12	1	30213249	30541073	Myt1l	protein_coding
ENSMUSG00000061911	ENSMUST00000049784	12	1	30213249	30608074	Myt1l	protein_coding
ENSMUSG00000061911	ENSMUST00000021009	12	1	30219770	30608074	Myt1l	protein_coding
ENSMUSG00000061911	ENSMUST00000076157	12	1	30525102	30542100	Myt1l	protein_coding
ENSMUSG00000020674	ENSMUST00000122328	12	1	30622901	30702523	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000021008	12	1	30622915	30673859	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000118321	12	1	30622915	30673859	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000155318	12	1	30622915	30674411	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000155190	12	1	30681303	30687195	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000126233	12	1	30681309	30684651	Pxdn	protein_coding
ENSMUSG00000020674	ENSMUST00000137316	12	1	30684680	30687337	Pxdn	protein_coding
ENSMUSG00000020673	ENSMUST00000021005	12	-1	30739524	30817489	Tpo	protein_coding
ENSMUSG00000020673	ENSMUST00000140875	12	-1	30776989	30779864	Tpo	protein_coding
ENSMUSG00000020673	ENSMUST00000155263	12	-1	30801483	30816764	Tpo	protein_coding
ENSMUSG00000020672	ENSMUST00000142046	12	-1	30859347	31058193	Sntg2	protein_coding
ENSMUSG00000020672	ENSMUST00000021004	12	-1	30859348	31058240	Sntg2	protein_coding
ENSMUSG00000020672	ENSMUST00000149710	12	-1	30859854	31058130	Sntg2	protein_coding
ENSMUSG00000020672	ENSMUST00000133324	12	-1	30859859	31058193	Sntg2	protein_coding
ENSMUSG00000020672	ENSMUST00000130062	12	-1	30879928	30886200	Sntg2	protein_coding
ENSMUSG00000020672	ENSMUST00000156953	12	-1	30951896	31042548	Sntg2	protein_coding
ENSMUSG00000020672	ENSMUST00000125530	12	-1	30994230	31058208	Sntg2	protein_coding
ENSMUSG00000043061	ENSMUST00000057151	12	1	31269308	31276078	Tmem18	protein_coding
ENSMUSG00000043061	ENSMUST00000167474	12	1	31269336	31276078	Tmem18	protein_coding
ENSMUSG00000054204	ENSMUST00000067087	12	1	31569187	31578719	Fam150b	protein_coding
ENSMUSG00000044573	ENSMUST00000062740	12	-1	31578191	31596477	Acp1	protein_coding
ENSMUSG00000044573	ENSMUST00000074038	12	-1	31578191	31596477	Acp1	protein_coding
ENSMUSG00000020669	ENSMUST00000142693	12	1	31596533	31644883	Sh3yl1	protein_coding
ENSMUSG00000020669	ENSMUST00000020997	12	1	31596533	31645027	Sh3yl1	protein_coding
ENSMUSG00000020669	ENSMUST00000110880	12	1	31596557	31645016	Sh3yl1	protein_coding
ENSMUSG00000020669	ENSMUST00000128814	12	1	31597052	31645021	Sh3yl1	protein_coding
ENSMUSG00000036136	ENSMUST00000041133	12	1	31758833	31764802	Fam110c	protein_coding
ENSMUSG00000073142	ENSMUST00000101508	12	1	31856066	31870766	6030469F06Rik	protein_coding
ENSMUSG00000002900	ENSMUST00000169088	12	1	31950099	32014358	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000002979	12	1	31950158	32014509	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000164228	12	1	31950159	31953725	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000170495	12	1	31950162	31951658	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000163550	12	1	31950181	31970607	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000164919	12	1	31950265	32014440	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000169755	12	1	31950265	32014440	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000169065	12	1	31961521	31972851	Lamb1	protein_coding
ENSMUSG00000002900	ENSMUST00000164009	12	1	31963040	31963804	Lamb1	protein_coding
ENSMUSG00000079147	ENSMUST00000110861	12	-1	31996552	32009623	Gm11053	protein_coding
ENSMUSG00000002900	ENSMUST00000172134	12	1	32008386	32009319	Lamb1	protein_coding
ENSMUSG00000020664	ENSMUST00000110857	12	-1	32016429	32036302	Dld	protein_coding
ENSMUSG00000020664	ENSMUST00000002980	12	-1	32016575	32036280	Dld	protein_coding
ENSMUSG00000001225	ENSMUST00000167432	12	1	32075736	32135837	Slc26a3	protein_coding
ENSMUSG00000001225	ENSMUST00000171616	12	1	32123082	32158360	Slc26a3	protein_coding
ENSMUSG00000001225	ENSMUST00000110854	12	1	32123084	32137729	Slc26a3	protein_coding
ENSMUSG00000001225	ENSMUST00000001254	12	1	32123084	32158782	Slc26a3	protein_coding
ENSMUSG00000001225	ENSMUST00000168209	12	1	32123098	32137755	Slc26a3	protein_coding
ENSMUSG00000001225	ENSMUST00000165816	12	1	32132300	32139944	Slc26a3	protein_coding
ENSMUSG00000001225	ENSMUST00000109275	12	1	32155737	32156688	Slc26a3	protein_coding
ENSMUSG00000020659	ENSMUST00000101499	12	-1	32170158	32184419	Cbll1	protein_coding
ENSMUSG00000020659	ENSMUST00000064240	12	-1	32171766	32184422	Cbll1	protein_coding
ENSMUSG00000020659	ENSMUST00000085487	12	-1	32172144	32184481	Cbll1	protein_coding
ENSMUSG00000020651	ENSMUST00000001253	12	-1	32204692	32244834	Slc26a4	protein_coding
ENSMUSG00000020650	ENSMUST00000020979	12	-1	32280219	32319462	Bcap29	protein_coding
ENSMUSG00000020648	ENSMUST00000020977	12	-1	32324920	32339691	Dus4l	protein_coding
ENSMUSG00000035933	ENSMUST00000036862	12	1	32339734	32622495	Cog5	protein_coding
ENSMUSG00000044067	ENSMUST00000057783	12	-1	32391732	32398791	Gpr22	protein_coding
ENSMUSG00000044067	ENSMUST00000173422	12	-1	32391738	32398744	Gpr22	protein_coding
ENSMUSG00000044067	ENSMUST00000176710	12	-1	32393577	32398812	Gpr22	protein_coding
ENSMUSG00000044067	ENSMUST00000174480	12	-1	32394314	32398798	Gpr22	protein_coding
ENSMUSG00000002996	ENSMUST00000172314	12	-1	32611119	32635400	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000081639	12	-1	32611333	32635400	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000167458	12	-1	32614248	32635088	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000019163	12	-1	32614248	32635400	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176643	12	-1	32615678	32625272	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176138	12	-1	32615789	32619668	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000175686	12	-1	32617698	32634473	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176520	12	-1	32619207	32635035	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176103	12	-1	32621324	32635086	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000176084	12	-1	32621910	32635075	Hbp1	protein_coding
ENSMUSG00000002996	ENSMUST00000175666	12	-1	32624616	32635099	Hbp1	protein_coding
ENSMUSG00000002997	ENSMUST00000003079	12	-1	32643341	32746100	Prkar2b	protein_coding
ENSMUSG00000002997	ENSMUST00000036497	12	-1	32643341	32746161	Prkar2b	protein_coding
ENSMUSG00000002997	ENSMUST00000146865	12	-1	32643345	32745454	Prkar2b	protein_coding
ENSMUSG00000020573	ENSMUST00000156904	12	-1	32858338	32893476	Pik3cg	protein_coding
ENSMUSG00000020573	ENSMUST00000053215	12	-1	32859035	32893524	Pik3cg	protein_coding
ENSMUSG00000020573	ENSMUST00000085469	12	-1	32860489	32893335	Pik3cg	protein_coding
ENSMUSG00000020573	ENSMUST00000020890	12	-1	32861443	32890851	Pik3cg	protein_coding
ENSMUSG00000020573	ENSMUST00000126814	12	-1	32885416	32885874	Pik3cg	protein_coding
ENSMUSG00000090946	ENSMUST00000172332	12	1	33063569	33067808	2010109K11Rik	protein_coding
ENSMUSG00000091746	ENSMUST00000166456	12	1	33282246	33284111	Gm4511	protein_coding
ENSMUSG00000020572	ENSMUST00000020886	12	1	33505200	33538234	Nampt	protein_coding
ENSMUSG00000020570	ENSMUST00000076698	12	1	33638756	33663915	Sypl	protein_coding
ENSMUSG00000020570	ENSMUST00000020885	12	1	33639049	33661769	Sypl	protein_coding
ENSMUSG00000020570	ENSMUST00000122861	12	1	33639112	33659017	Sypl	protein_coding
ENSMUSG00000020570	ENSMUST00000129592	12	1	33639424	33652544	Sypl	protein_coding
ENSMUSG00000020570	ENSMUST00000131562	12	1	33650191	33655207	Sypl	protein_coding
ENSMUSG00000020570	ENSMUST00000139339	12	1	33650271	33654311	Sypl	protein_coding
ENSMUSG00000035860	ENSMUST00000095774	12	-1	33718661	33777740	Cdhr3	protein_coding
ENSMUSG00000020564	ENSMUST00000035694	12	1	33832558	33936011	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000077456	12	1	33832558	33936011	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000073801	12	1	33832558	34053142	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000165294	12	1	33832558	34053142	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000110824	12	1	33832576	33936011	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000146040	12	1	33832619	34058061	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000125192	12	1	33832628	34060524	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000130740	12	1	33832639	34010998	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000136644	12	1	33832670	34013714	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000090597	12	1	33987380	34053138	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000133549	12	1	33999142	34029806	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000144586	12	1	33999154	34013714	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000155386	12	1	33999265	34010928	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000154742	12	1	34000262	34057222	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000145589	12	1	34000270	34011069	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000126275	12	1	34030170	34053143	Atxn7l1	protein_coding
ENSMUSG00000020564	ENSMUST00000142184	12	1	34052189	34058050	Atxn7l1	protein_coding
ENSMUSG00000020562	ENSMUST00000020878	12	1	34079719	34086134	Efcab10	protein_coding
ENSMUSG00000020561	ENSMUST00000020877	12	1	34114489	34124245	Twistnb	protein_coding
ENSMUSG00000046518	ENSMUST00000061035	12	1	34613290	34614175	Ferd3l	protein_coding
ENSMUSG00000035799	ENSMUST00000049089	12	1	34642536	34644682	Twist1	protein_coding
ENSMUSG00000004698	ENSMUST00000085463	12	-1	34732451	35058985	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000073838	12	-1	35056368	35122265	Hdac9	protein_coding
ENSMUSG00000004698	ENSMUST00000110819	12	-1	35056368	35213754	Hdac9	protein_coding
ENSMUSG00000052376	ENSMUST00000061679	12	-1	35558427	35559525	4921508M14Rik	protein_coding
ENSMUSG00000092305	ENSMUST00000134550	12	1	35669433	35671108	Prps1l1	protein_coding
ENSMUSG00000020590	ENSMUST00000048519	12	1	35731861	35832141	Snx13	protein_coding
ENSMUSG00000020590	ENSMUST00000163677	12	1	35731872	35819355	Snx13	protein_coding
ENSMUSG00000020590	ENSMUST00000168711	12	1	35763406	35832141	Snx13	protein_coding
ENSMUSG00000019256	ENSMUST00000116436	12	-1	36182646	36219710	Ahr	protein_coding
ENSMUSG00000019256	ENSMUST00000019400	12	-1	36185129	36219710	Ahr	protein_coding
ENSMUSG00000019256	ENSMUST00000110811	12	-1	36189532	36219295	Ahr	protein_coding
ENSMUSG00000019256	ENSMUST00000173414	12	-1	36199078	36211451	Ahr	protein_coding
ENSMUSG00000091134	ENSMUST00000163292	12	1	36219643	36219702	Gm17436	protein_coding
ENSMUSG00000036231	ENSMUST00000042101	12	1	36652207	36676323	Agr3	protein_coding
ENSMUSG00000036231	ENSMUST00000154042	12	1	36652209	36654982	Agr3	protein_coding
ENSMUSG00000020581	ENSMUST00000147861	12	1	36719494	36724590	Agr2	protein_coding
ENSMUSG00000020581	ENSMUST00000020898	12	1	36719494	36730674	Agr2	protein_coding
ENSMUSG00000020577	ENSMUST00000020896	12	-1	36741144	36769076	Tspan13	protein_coding
ENSMUSG00000020577	ENSMUST00000128644	12	-1	36748388	36769087	Tspan13	protein_coding
ENSMUSG00000020577	ENSMUST00000138393	12	-1	36748399	36766522	Tspan13	protein_coding
ENSMUSG00000059301	ENSMUST00000071825	12	1	36816966	36818416	Gm5434	protein_coding
ENSMUSG00000020547	ENSMUST00000020856	12	-1	36818433	36883412	Bzw2	protein_coding
ENSMUSG00000036188	ENSMUST00000041640	12	1	36883711	36923878	Ankmy2	protein_coding
ENSMUSG00000020545	ENSMUST00000020853	12	-1	36934932	36944789	1700108M19Rik	protein_coding
ENSMUSG00000020545	ENSMUST00000122115	12	-1	36936150	36979985	1700108M19Rik	protein_coding
ENSMUSG00000020545	ENSMUST00000152817	12	-1	36938870	36944805	1700108M19Rik	protein_coding
ENSMUSG00000036169	ENSMUST00000041407	12	1	37040756	37045039	Sostdc1	protein_coding
ENSMUSG00000091007	ENSMUST00000171007	12	-1	37107829	37108768	D630036H23Rik	protein_coding
ENSMUSG00000043153	ENSMUST00000062041	12	1	37108106	37416031	Ispd	protein_coding
ENSMUSG00000036144	ENSMUST00000041183	12	1	37835127	37908372	Meox2	protein_coding
ENSMUSG00000050103	ENSMUST00000163811	12	1	37968226	38146571	Agmo	protein_coding
ENSMUSG00000050103	ENSMUST00000049874	12	1	37968228	38308789	Agmo	protein_coding
ENSMUSG00000050103	ENSMUST00000160768	12	1	37968337	37971090	Agmo	protein_coding
ENSMUSG00000050103	ENSMUST00000160158	12	1	37968366	38130815	Agmo	protein_coding
ENSMUSG00000050103	ENSMUST00000159998	12	1	37968447	38148334	Agmo	protein_coding
ENSMUSG00000050103	ENSMUST00000160390	12	1	37968629	38291980	Agmo	protein_coding
ENSMUSG00000036095	ENSMUST00000084204	12	1	38606761	38863427	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000040500	12	1	38607292	39359997	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000072865	12	1	38607292	39359997	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000170871	12	1	38607292	39359997	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000164124	12	1	38607303	38901664	Dgkb	protein_coding
ENSMUSG00000036095	ENSMUST00000085447	12	1	38745765	38901250	Dgkb	protein_coding
ENSMUSG00000004151	ENSMUST00000160244	12	1	39505967	39592836	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000095767	12	1	39506669	39594802	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000162563	12	1	39506871	39592366	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000161164	12	1	39506906	39508400	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000160996	12	1	39506936	39561845	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000160856	12	1	39507435	39592363	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000162730	12	1	39507700	39593886	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000161513	12	1	39507716	39561757	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000161980	12	1	39510057	39592763	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000160701	12	1	39510068	39592548	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000159334	12	1	39510096	39594790	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000163063	12	1	39551268	39557803	Etv1	protein_coding
ENSMUSG00000004151	ENSMUST00000161591	12	1	39563985	39592303	Etv1	protein_coding
ENSMUSG00000047446	ENSMUST00000144910	12	-1	40732034	40763954	Arl4a	protein_coding
ENSMUSG00000047446	ENSMUST00000136441	12	-1	40732034	40763963	Arl4a	protein_coding
ENSMUSG00000047446	ENSMUST00000138572	12	-1	40736196	40741071	Arl4a	protein_coding
ENSMUSG00000047446	ENSMUST00000146905	12	-1	40759878	40764016	Arl4a	protein_coding
ENSMUSG00000047446	ENSMUST00000101472	12	-1	40762409	40764612	Arl4a	protein_coding
ENSMUSG00000002565	ENSMUST00000078481	12	-1	40786356	40860770	Scin	protein_coding
ENSMUSG00000002565	ENSMUST00000002640	12	-1	40786360	40860815	Scin	protein_coding
ENSMUSG00000002565	ENSMUST00000164063	12	-1	40786982	40851422	Scin	protein_coding
ENSMUSG00000071342	ENSMUST00000095760	12	-1	40902973	40925902	Gm889	protein_coding
ENSMUSG00000071342	ENSMUST00000101468	12	-1	40902973	40925902	Gm889	protein_coding
ENSMUSG00000001627	ENSMUST00000001672	12	-1	40928154	40949776	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000164047	12	-1	40929718	40933649	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000170119	12	-1	40929907	40931229	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000171530	12	-1	40930506	40949549	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000169926	12	-1	40940567	40974666	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000165027	12	-1	40940624	40944100	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000169319	12	-1	40940681	40975073	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000170752	12	-1	40941949	40949772	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000164354	12	-1	40942776	40975091	Ifrd1	protein_coding
ENSMUSG00000001627	ENSMUST00000171553	12	-1	40943745	40949736	Ifrd1	protein_coding
ENSMUSG00000035983	ENSMUST00000038121	12	1	40949345	40951825	Gm7008	protein_coding
ENSMUSG00000035983	ENSMUST00000170019	12	1	40949951	40955771	Gm7008	protein_coding
ENSMUSG00000035983	ENSMUST00000171356	12	1	40950016	40955756	Gm7008	protein_coding
ENSMUSG00000055917	ENSMUST00000136772	12	-1	41041633	41069988	Zfp277	protein_coding
ENSMUSG00000055917	ENSMUST00000069637	12	-1	41041633	41172377	Zfp277	protein_coding
ENSMUSG00000055917	ENSMUST00000069692	12	-1	41041633	41172377	Zfp277	protein_coding
ENSMUSG00000035954	ENSMUST00000037488	12	1	41172640	41573073	Dock4	protein_coding
ENSMUSG00000035954	ENSMUST00000101460	12	1	41172923	41572328	Dock4	protein_coding
ENSMUSG00000035954	ENSMUST00000164419	12	1	41338836	41573073	Dock4	protein_coding
ENSMUSG00000056899	ENSMUST00000132121	12	1	41750677	43056575	Immp2l	protein_coding
ENSMUSG00000056899	ENSMUST00000153184	12	1	41750713	41795472	Immp2l	protein_coding
ENSMUSG00000056899	ENSMUST00000140790	12	1	41750714	41837544	Immp2l	protein_coding
ENSMUSG00000056899	ENSMUST00000134965	12	1	41750916	43056229	Immp2l	protein_coding
ENSMUSG00000056899	ENSMUST00000080160	12	1	41794899	43056087	Immp2l	protein_coding
ENSMUSG00000036295	ENSMUST00000043884	12	-1	42178260	42212338	Lrrn3	protein_coding
ENSMUSG00000014905	ENSMUST00000015049	12	-1	45306884	45311055	Dnajb9	protein_coding
ENSMUSG00000036257	ENSMUST00000122902	12	1	45322357	45413079	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000043082	12	1	45370173	45413231	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000125757	12	1	45376258	45383877	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000143771	12	1	45383560	45413330	Pnpla8	protein_coding
ENSMUSG00000036257	ENSMUST00000156082	12	1	45400264	45412831	Pnpla8	protein_coding
ENSMUSG00000020598	ENSMUST00000167410	12	1	45429872	45645944	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000020939	12	1	45429872	45702833	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000110748	12	1	45429872	45702833	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000110751	12	1	45429872	45702833	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000110750	12	1	45429971	45699827	Nrcam	protein_coding
ENSMUSG00000020598	ENSMUST00000165115	12	1	45684033	45702951	Nrcam	protein_coding
ENSMUSG00000046314	ENSMUST00000120531	12	-1	45953475	46175099	Stxbp6	protein_coding
ENSMUSG00000046314	ENSMUST00000053768	12	-1	45956208	46175480	Stxbp6	protein_coding
ENSMUSG00000046314	ENSMUST00000171475	12	-1	45956209	46175342	Stxbp6	protein_coding
ENSMUSG00000046314	ENSMUST00000130202	12	-1	45962352	46113951	Stxbp6	protein_coding
ENSMUSG00000046314	ENSMUST00000143376	12	-1	46003864	46175141	Stxbp6	protein_coding
ENSMUSG00000046314	ENSMUST00000139750	12	-1	46113919	46175305	Stxbp6	protein_coding
ENSMUSG00000021047	ENSMUST00000021438	12	-1	47795504	47919762	Nova1	protein_coding
ENSMUSG00000091277	ENSMUST00000169406	12	-1	49655169	49660958	Gm1818	protein_coding
ENSMUSG00000020950	ENSMUST00000135006	12	1	50483680	50485351	Foxg1	protein_coding
ENSMUSG00000020950	ENSMUST00000154930	12	1	50483787	50484587	Foxg1	protein_coding
ENSMUSG00000020950	ENSMUST00000156952	12	1	50483870	50487841	Foxg1	protein_coding
ENSMUSG00000020950	ENSMUST00000021333	12	1	50483994	50487843	Foxg1	protein_coding
ENSMUSG00000089922	ENSMUST00000110746	12	1	50486161	50495114	3110039M20Rik	protein_coding
ENSMUSG00000089922	ENSMUST00000127041	12	1	50490639	50508333	3110039M20Rik	protein_coding
ENSMUSG00000089922	ENSMUST00000145291	12	1	50491646	50508121	3110039M20Rik	protein_coding
ENSMUSG00000045946	ENSMUST00000056234	12	1	50502264	50502824	Gm9804	protein_coding
ENSMUSG00000002688	ENSMUST00000002765	12	-1	51442218	51750210	Prkd1	protein_coding
ENSMUSG00000046620	ENSMUST00000062226	12	1	52398474	52398950	Gm9808	protein_coding
ENSMUSG00000035293	ENSMUST00000054308	12	1	52449048	52477973	G2e3	protein_coding
ENSMUSG00000035293	ENSMUST00000119211	12	1	52449275	52474254	G2e3	protein_coding
ENSMUSG00000035293	ENSMUST00000121521	12	1	52449359	52474357	G2e3	protein_coding
ENSMUSG00000035293	ENSMUST00000144767	12	1	52458136	52464520	G2e3	protein_coding
ENSMUSG00000035293	ENSMUST00000152236	12	1	52471662	52475064	G2e3	protein_coding
ENSMUSG00000020952	ENSMUST00000085415	12	1	52478567	52516631	Scfd1	protein_coding
ENSMUSG00000020952	ENSMUST00000110735	12	1	52478567	52545871	Scfd1	protein_coding
ENSMUSG00000020952	ENSMUST00000021335	12	1	52478567	52551083	Scfd1	protein_coding
ENSMUSG00000020952	ENSMUST00000110734	12	1	52478567	52551083	Scfd1	protein_coding
ENSMUSG00000020953	ENSMUST00000085412	12	1	52694361	52706744	Coch	protein_coding
ENSMUSG00000020953	ENSMUST00000164782	12	1	52694442	52706760	Coch	protein_coding
ENSMUSG00000020954	ENSMUST00000013130	12	-1	52709528	52792901	Strn3	protein_coding
ENSMUSG00000020954	ENSMUST00000169503	12	-1	52709528	52792901	Strn3	protein_coding
ENSMUSG00000020954	ENSMUST00000171674	12	-1	52709528	52792901	Strn3	protein_coding
ENSMUSG00000020954	ENSMUST00000165238	12	-1	52748670	52792901	Strn3	protein_coding
ENSMUSG00000020955	ENSMUST00000021338	12	1	52791953	52839668	Ap4s1	protein_coding
