ENSMUSG00000091028	ENSMUST00000151376	9	1	3000922	3002330	Gm10722	protein_coding
ENSMUSG00000059890	ENSMUST00000040013	9	-1	44741350	44773683	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000138559	9	-1	44754138	44773640	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000125642	9	-1	44761032	44773637	Ube4a	protein_coding
ENSMUSG00000059890	ENSMUST00000155400	9	-1	44764378	44773619	Ube4a	protein_coding
ENSMUSG00000002033	ENSMUST00000002101	9	-1	44777655	44788514	Cd3g	protein_coding
ENSMUSG00000002033	ENSMUST00000159019	9	-1	44777837	44778903	Cd3g	protein_coding
ENSMUSG00000002033	ENSMUST00000160886	9	-1	44781703	44788514	Cd3g	protein_coding
ENSMUSG00000032094	ENSMUST00000034602	9	1	44789876	44795135	Cd3d	protein_coding
ENSMUSG00000032093	ENSMUST00000102832	9	-1	44806826	44817673	Cd3e	protein_coding
ENSMUSG00000032092	ENSMUST00000034600	9	1	44850508	44862098	Mpzl2	protein_coding
ENSMUSG00000070305	ENSMUST00000114664	9	1	44863269	44885519	Mpzl3	protein_coding
ENSMUSG00000070305	ENSMUST00000093856	9	1	44863271	44873252	Mpzl3	protein_coding
ENSMUSG00000070305	ENSMUST00000114663	9	1	44863300	44882971	Mpzl3	protein_coding
ENSMUSG00000048534	ENSMUST00000050020	9	1	44887266	44916613	Amica1	protein_coding
ENSMUSG00000074385	ENSMUST00000098827	9	-1	44915259	44943689	Gm10684	protein_coding
ENSMUSG00000070304	ENSMUST00000170998	9	1	44925959	44938153	Scn2b	protein_coding
ENSMUSG00000070304	ENSMUST00000093855	9	1	44925964	44938151	Scn2b	protein_coding
ENSMUSG00000046480	ENSMUST00000060125	9	1	44946520	44962235	Scn4b	protein_coding
ENSMUSG00000032091	ENSMUST00000034599	9	-1	44980809	45012175	Tmprss4	protein_coding
ENSMUSG00000032091	ENSMUST00000170069	9	-1	44980810	45012173	Tmprss4	protein_coding
ENSMUSG00000032091	ENSMUST00000165263	9	-1	44981388	45012059	Tmprss4	protein_coding
ENSMUSG00000032091	ENSMUST00000163237	9	-1	44981388	45012143	Tmprss4	protein_coding
ENSMUSG00000032091	ENSMUST00000163945	9	-1	44982880	44988736	Tmprss4	protein_coding
ENSMUSG00000091996	ENSMUST00000171277	9	1	44990090	45001051	BC049352	protein_coding
ENSMUSG00000091996	ENSMUST00000164650	9	1	44990117	45058103	BC049352	protein_coding
ENSMUSG00000091996	ENSMUST00000171799	9	1	45003849	45058103	BC049352	protein_coding
ENSMUSG00000032089	ENSMUST00000034594	9	-1	45061920	45077232	Il10ra	protein_coding
ENSMUSG00000032089	ENSMUST00000169244	9	-1	45061923	45077232	Il10ra	protein_coding
ENSMUSG00000032089	ENSMUST00000176808	9	-1	45061923	45077232	Il10ra	protein_coding
ENSMUSG00000032089	ENSMUST00000176222	9	-1	45062610	45077229	Il10ra	protein_coding
ENSMUSG00000037129	ENSMUST00000034597	9	1	45127183	45155664	Tmprss13	protein_coding
ENSMUSG00000066705	ENSMUST00000085939	9	1	45178268	45204241	Fxyd6	protein_coding
ENSMUSG00000059412	ENSMUST00000041082	9	1	45207957	45218360	Fxyd2	protein_coding
ENSMUSG00000059412	ENSMUST00000041005	9	1	45211221	45218361	Fxyd2	protein_coding
ENSMUSG00000059412	ENSMUST00000085938	9	1	45214038	45218340	Fxyd2	protein_coding
ENSMUSG00000032087	ENSMUST00000054307	9	1	45235288	45361372	Dscaml1	protein_coding
ENSMUSG00000032087	ENSMUST00000034592	9	1	45238376	45561247	Dscaml1	protein_coding
ENSMUSG00000032087	ENSMUST00000040855	9	1	45238409	45259268	Dscaml1	protein_coding
ENSMUSG00000032087	ENSMUST00000169376	9	1	45491850	45561343	Dscaml1	protein_coding
ENSMUSG00000043987	ENSMUST00000117194	9	-1	45575029	45636774	Cep164	protein_coding
ENSMUSG00000043987	ENSMUST00000114628	9	-1	45575030	45636721	Cep164	protein_coding
ENSMUSG00000043987	ENSMUST00000152629	9	-1	45578823	45580614	Cep164	protein_coding
ENSMUSG00000043987	ENSMUST00000132430	9	-1	45586493	45610750	Cep164	protein_coding
ENSMUSG00000032086	ENSMUST00000078111	9	1	45646663	45670567	Bace1	protein_coding
ENSMUSG00000032086	ENSMUST00000034591	9	1	45646663	45672482	Bace1	protein_coding
ENSMUSG00000032086	ENSMUST00000159499	9	1	45647323	45665256	Bace1	protein_coding
ENSMUSG00000032086	ENSMUST00000162559	9	1	45648001	45662790	Bace1	protein_coding
ENSMUSG00000032086	ENSMUST00000159970	9	1	45660806	45670302	Bace1	protein_coding
ENSMUSG00000032086	ENSMUST00000162587	9	1	45662710	45668445	Bace1	protein_coding
ENSMUSG00000042790	ENSMUST00000085928	9	-1	45670496	45714970	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000161203	9	-1	45671508	45714952	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000161187	9	-1	45671774	45714490	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000057333	9	-1	45671774	45714960	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000058720	9	-1	45671774	45714960	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000162369	9	-1	45672373	45714456	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000162699	9	-1	45672382	45714944	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000160699	9	-1	45672917	45714977	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000100407	9	-1	45676960	45677572	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000160868	9	-1	45679664	45680344	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000160469	9	-1	45698592	45706518	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000160811	9	-1	45698887	45714470	Rnf214	protein_coding
ENSMUSG00000042790	ENSMUST00000160325	9	-1	45704076	45708202	Rnf214	protein_coding
ENSMUSG00000035382	ENSMUST00000039059	9	1	45714652	45737775	Pcsk7	protein_coding
ENSMUSG00000035382	ENSMUST00000164485	9	1	45716610	45737775	Pcsk7	protein_coding
ENSMUSG00000032085	ENSMUST00000034590	9	-1	45737711	45744141	Tagln	protein_coding
ENSMUSG00000034908	ENSMUST00000038488	9	-1	45745940	45763330	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000114573	9	-1	45745958	45763060	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000159033	9	-1	45747388	45749491	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000160598	9	-1	45750429	45752714	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000160927	9	-1	45750857	45753116	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000160618	9	-1	45751679	45754870	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000160670	9	-1	45752457	45755874	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000160138	9	-1	45753286	45756338	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000162072	9	-1	45753374	45763264	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000162529	9	-1	45753436	45759914	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000161606	9	-1	45753752	45759855	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000162379	9	-1	45753789	45760087	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000161042	9	-1	45753824	45756390	Sidt2	protein_coding
ENSMUSG00000034908	ENSMUST00000160911	9	-1	45760524	45763317	Sidt2	protein_coding
ENSMUSG00000003131	ENSMUST00000172450	9	-1	45773394	45792954	Pafah1b2	protein_coding
ENSMUSG00000003131	ENSMUST00000003215	9	-1	45774406	45792867	Pafah1b2	protein_coding
ENSMUSG00000034135	ENSMUST00000078669	9	1	45820903	46032276	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000126865	9	1	45820903	46032277	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000120463	9	1	45820947	46030358	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000120247	9	1	45821083	46029317	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000122865	9	1	45931320	46010968	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000153152	9	1	45963462	46032271	Sik3	protein_coding
ENSMUSG00000034135	ENSMUST00000138338	9	1	46027654	46029317	Sik3	protein_coding
ENSMUSG00000032083	ENSMUST00000034588	9	1	46036663	46038549	Apoa1	protein_coding
ENSMUSG00000032083	ENSMUST00000132155	9	1	46036804	46038056	Apoa1	protein_coding
ENSMUSG00000032081	ENSMUST00000121916	9	-1	46041016	46043343	Apoc3	protein_coding
ENSMUSG00000032081	ENSMUST00000034586	9	-1	46041134	46043382	Apoc3	protein_coding
ENSMUSG00000032081	ENSMUST00000118649	9	-1	46041281	46043719	Apoc3	protein_coding
ENSMUSG00000032081	ENSMUST00000145672	9	-1	46042520	46043552	Apoc3	protein_coding
ENSMUSG00000032080	ENSMUST00000034585	9	1	46048779	46051542	Apoa4	protein_coding
ENSMUSG00000032079	ENSMUST00000121598	9	1	46076716	46080002	Apoa5	protein_coding
ENSMUSG00000032079	ENSMUST00000034584	9	1	46077161	46080002	Apoa5	protein_coding
ENSMUSG00000032078	ENSMUST00000156440	9	1	46081147	46090726	Zfp259	protein_coding
ENSMUSG00000032078	ENSMUST00000167873	9	1	46081259	46090423	Zfp259	protein_coding
ENSMUSG00000032078	ENSMUST00000034583	9	1	46081280	46089572	Zfp259	protein_coding
ENSMUSG00000032078	ENSMUST00000114552	9	1	46081291	46089567	Zfp259	protein_coding
ENSMUSG00000032078	ENSMUST00000125239	9	1	46081372	46083872	Zfp259	protein_coding
ENSMUSG00000032078	ENSMUST00000141763	9	1	46081715	46084820	Zfp259	protein_coding
ENSMUSG00000032078	ENSMUST00000125791	9	1	46083540	46084692	Zfp259	protein_coding
ENSMUSG00000032078	ENSMUST00000143511	9	1	46084217	46085739	Zfp259	protein_coding
ENSMUSG00000032077	ENSMUST00000138498	9	1	46091091	46102182	Bud13	protein_coding
ENSMUSG00000032077	ENSMUST00000074957	9	1	46091091	46106866	Bud13	protein_coding
ENSMUSG00000032077	ENSMUST00000124887	9	1	46096330	46106866	Bud13	protein_coding
ENSMUSG00000032077	ENSMUST00000154247	9	1	46096352	46098624	Bud13	protein_coding
ENSMUSG00000056617	ENSMUST00000070831	9	-1	46111444	46124810	4931429L15Rik	protein_coding
ENSMUSG00000056617	ENSMUST00000159565	9	-1	46111444	46128069	4931429L15Rik	protein_coding
ENSMUSG00000056617	ENSMUST00000172280	9	-1	46112104	46119670	4931429L15Rik	protein_coding
ENSMUSG00000056617	ENSMUST00000160795	9	-1	46118382	46124025	4931429L15Rik	protein_coding
ENSMUSG00000032076	ENSMUST00000114548	9	1	47338256	47661468	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000152459	9	1	47338294	47658670	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000143026	9	1	47338327	47665720	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000085909	9	1	47338340	47659112	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000114547	9	1	47338340	47661463	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000148925	9	1	47338435	47600666	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000124073	9	1	47338435	47627163	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000151624	9	1	47338456	47622137	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000034581	9	1	47338456	47658473	Cadm1	protein_coding
ENSMUSG00000032076	ENSMUST00000168609	9	1	47605507	47641701	Cadm1	protein_coding
ENSMUSG00000032028	ENSMUST00000034527	9	-1	48126089	48148981	Fam55b	protein_coding
ENSMUSG00000032028	ENSMUST00000165875	9	-1	48127227	48148881	Fam55b	protein_coding
ENSMUSG00000032028	ENSMUST00000135457	9	-1	48127227	48148917	Fam55b	protein_coding
ENSMUSG00000032028	ENSMUST00000137976	9	-1	48134476	48161537	Fam55b	protein_coding
ENSMUSG00000032028	ENSMUST00000149185	9	-1	48139220	48148937	Fam55b	protein_coding
ENSMUSG00000032028	ENSMUST00000142667	9	-1	48139548	48161537	Fam55b	protein_coding
ENSMUSG00000044229	ENSMUST00000093853	9	1	48169509	48207601	Fam55d	protein_coding
ENSMUSG00000044229	ENSMUST00000165119	9	1	48197934	48207153	Fam55d	protein_coding
ENSMUSG00000044229	ENSMUST00000169332	9	1	48197934	48207981	Fam55d	protein_coding
ENSMUSG00000063543	ENSMUST00000165252	9	1	48258501	48258887	Gm5616	protein_coding
ENSMUSG00000032026	ENSMUST00000034524	9	-1	48276619	48288716	Rexo2	protein_coding
ENSMUSG00000042396	ENSMUST00000048956	9	-1	48296814	48303410	Rbm7	protein_coding
ENSMUSG00000042396	ENSMUST00000170000	9	-1	48296814	48303413	Rbm7	protein_coding
ENSMUSG00000042293	ENSMUST00000048824	9	1	48303450	48304069	Gm5617	protein_coding
ENSMUSG00000032271	ENSMUST00000136813	9	-1	48399982	48405480	Nnmt	protein_coding
ENSMUSG00000032271	ENSMUST00000034808	9	-1	48399982	48413258	Nnmt	protein_coding
ENSMUSG00000032271	ENSMUST00000119426	9	-1	48399982	48413258	Nnmt	protein_coding
ENSMUSG00000032271	ENSMUST00000126109	9	-1	48399996	48405554	Nnmt	protein_coding
ENSMUSG00000032271	ENSMUST00000128076	9	-1	48411382	48413182	Nnmt	protein_coding
ENSMUSG00000066687	ENSMUST00000093852	9	-1	48462416	48644050	Zbtb16	protein_coding
ENSMUSG00000032269	ENSMUST00000003826	9	-1	48707319	48719204	Htr3a	protein_coding
ENSMUSG00000008590	ENSMUST00000008734	9	-1	48743113	48773095	Htr3b	protein_coding
ENSMUSG00000032267	ENSMUST00000047349	9	1	48793490	48850622	Usp28	protein_coding
ENSMUSG00000032267	ENSMUST00000034805	9	1	48808455	48850615	Usp28	protein_coding
ENSMUSG00000091098	ENSMUST00000166212	9	-1	48855737	48856390	Cldn21	protein_coding
ENSMUSG00000032264	ENSMUST00000034803	9	1	48863737	48886877	Zw10	protein_coding
ENSMUSG00000032268	ENSMUST00000165088	9	1	48889365	48925692	Tmprss5	protein_coding
ENSMUSG00000032268	ENSMUST00000171217	9	1	48910833	48914804	Tmprss5	protein_coding
ENSMUSG00000032268	ENSMUST00000166272	9	1	48910833	48925690	Tmprss5	protein_coding
ENSMUSG00000032268	ENSMUST00000070390	9	1	48910884	48925690	Tmprss5	protein_coding
ENSMUSG00000032268	ENSMUST00000167095	9	1	48910926	48925096	Tmprss5	protein_coding
ENSMUSG00000032268	ENSMUST00000170246	9	1	48914185	48925206	Tmprss5	protein_coding
ENSMUSG00000032268	ENSMUST00000170426	9	1	48917107	48925690	Tmprss5	protein_coding
ENSMUSG00000054156	ENSMUST00000067007	9	1	49076677	49086888	Gm4894	protein_coding
ENSMUSG00000032259	ENSMUST00000075764	9	1	49148732	49216282	Drd2	protein_coding
ENSMUSG00000032259	ENSMUST00000114494	9	1	49148732	49216282	Drd2	protein_coding
ENSMUSG00000032257	ENSMUST00000034792	9	-1	49223327	49235126	Ankk1	protein_coding
ENSMUSG00000040219	ENSMUST00000055096	9	-1	49245068	49294330	Ttc12	protein_coding
ENSMUSG00000040219	ENSMUST00000146666	9	-1	49265683	49294320	Ttc12	protein_coding
ENSMUSG00000039542	ENSMUST00000053131	9	-1	49310257	49378030	Ncam1	protein_coding
ENSMUSG00000039542	ENSMUST00000114483	9	-1	49310257	49378030	Ncam1	protein_coding
ENSMUSG00000039542	ENSMUST00000166811	9	-1	49312433	49606834	Ncam1	protein_coding
ENSMUSG00000039542	ENSMUST00000114481	9	-1	49323244	49378030	Ncam1	protein_coding
ENSMUSG00000039542	ENSMUST00000114476	9	-1	49325611	49607027	Ncam1	protein_coding
ENSMUSG00000079564	ENSMUST00000068730	9	1	49326441	49371049	Gm11149	protein_coding
ENSMUSG00000039542	ENSMUST00000098787	9	-1	49331731	49351245	Ncam1	protein_coding
ENSMUSG00000039542	ENSMUST00000171043	9	-1	49339382	49378045	Ncam1	protein_coding
ENSMUSG00000090896	ENSMUST00000163720	9	1	49342705	49342933	Gm17616	protein_coding
ENSMUSG00000058443	ENSMUST00000076364	9	-1	50152345	50153072	Rpl10-ps3	protein_coding
ENSMUSG00000032068	ENSMUST00000034572	9	1	50302630	50309966	1600029D21Rik	protein_coding
ENSMUSG00000032068	ENSMUST00000114474	9	1	50302630	50313744	1600029D21Rik	protein_coding
ENSMUSG00000032067	ENSMUST00000034570	9	-1	50329723	50336746	Pts	protein_coding
ENSMUSG00000032066	ENSMUST00000119103	9	-1	50341192	50363286	Bco2	protein_coding
ENSMUSG00000032065	ENSMUST00000034568	9	-1	50365253	50369373	Tex12	protein_coding
ENSMUSG00000039217	ENSMUST00000059081	9	1	50383378	50389942	Il18	protein_coding
ENSMUSG00000000171	ENSMUST00000000175	9	-1	50404443	50411954	Sdhd	protein_coding
ENSMUSG00000039016	ENSMUST00000044051	9	1	50412006	50413425	Timm8b	protein_coding
ENSMUSG00000059820	ENSMUST00000131351	9	-1	50413345	50425569	AU019823	protein_coding
ENSMUSG00000059820	ENSMUST00000052006	9	-1	50413349	50425569	AU019823	protein_coding
ENSMUSG00000059820	ENSMUST00000171462	9	-1	50413349	50425569	AU019823	protein_coding
ENSMUSG00000059820	ENSMUST00000145139	9	-1	50415664	50425372	AU019823	protein_coding
ENSMUSG00000059820	ENSMUST00000155435	9	-1	50415773	50425386	AU019823	protein_coding
ENSMUSG00000059820	ENSMUST00000147671	9	-1	50415806	50425369	AU019823	protein_coding
ENSMUSG00000000167	ENSMUST00000000171	9	1	50425426	50433102	Pih1d2	protein_coding
ENSMUSG00000000167	ENSMUST00000124029	9	1	50425438	50430748	Pih1d2	protein_coding
ENSMUSG00000000167	ENSMUST00000151197	9	1	50425442	50429883	Pih1d2	protein_coding
ENSMUSG00000000167	ENSMUST00000132187	9	1	50425488	50433105	Pih1d2	protein_coding
ENSMUSG00000000167	ENSMUST00000155773	9	1	50425626	50426922	Pih1d2	protein_coding
ENSMUSG00000000167	ENSMUST00000141366	9	1	50425655	50429295	Pih1d2	protein_coding
ENSMUSG00000000167	ENSMUST00000125606	9	1	50426112	50429170	Pih1d2	protein_coding
ENSMUSG00000000168	ENSMUST00000034567	9	-1	50442738	50467885	Dlat	protein_coding
ENSMUSG00000000168	ENSMUST00000126933	9	-1	50444633	50452466	Dlat	protein_coding
ENSMUSG00000000168	ENSMUST00000125919	9	-1	50445561	50454294	Dlat	protein_coding
ENSMUSG00000000168	ENSMUST00000132455	9	-1	50448023	50452167	Dlat	protein_coding
ENSMUSG00000000168	ENSMUST00000142275	9	-1	50448340	50455733	Dlat	protein_coding
ENSMUSG00000000168	ENSMUST00000155417	9	-1	50452138	50458000	Dlat	protein_coding
ENSMUSG00000032064	ENSMUST00000171085	9	-1	50470857	50506685	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000034566	9	-1	50470857	50536080	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000163491	9	-1	50470857	50536089	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000141919	9	-1	50470861	50507467	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000117646	9	-1	50470861	50536172	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000119449	9	-1	50474300	50504863	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000121634	9	-1	50474300	50547622	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000124424	9	-1	50474364	50492499	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000120622	9	-1	50484809	50501904	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000151109	9	-1	50498025	50507542	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000149717	9	-1	50501573	50506740	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000154315	9	-1	50501751	50505876	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000117093	9	-1	50517739	50547552	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000098784	9	-1	50517748	50547552	Dixdc1	protein_coding
ENSMUSG00000032064	ENSMUST00000118707	9	-1	50518242	50536043	Dixdc1	protein_coding
ENSMUSG00000032062	ENSMUST00000034564	9	-1	50547796	50554626	2310030G06Rik	protein_coding
ENSMUSG00000038086	ENSMUST00000042790	9	-1	50559177	50560459	Hspb2	protein_coding
ENSMUSG00000032060	ENSMUST00000034562	9	1	50560863	50564738	Cryab	protein_coding
ENSMUSG00000032060	ENSMUST00000093849	9	1	50561125	50564735	Cryab	protein_coding
ENSMUSG00000032060	ENSMUST00000163484	9	1	50561430	50564519	Cryab	protein_coding
ENSMUSG00000037971	ENSMUST00000042468	9	-1	50570933	50576557	1110032A03Rik	protein_coding
ENSMUSG00000037971	ENSMUST00000177546	9	-1	50571806	50576226	1110032A03Rik	protein_coding
ENSMUSG00000037971	ENSMUST00000042576	9	-1	50571808	50574207	1110032A03Rik	protein_coding
ENSMUSG00000037971	ENSMUST00000176894	9	-1	50571832	50583625	1110032A03Rik	protein_coding
ENSMUSG00000037971	ENSMUST00000176682	9	-1	50571835	50572667	1110032A03Rik	protein_coding
ENSMUSG00000037971	ENSMUST00000176238	9	-1	50571962	50576265	1110032A03Rik	protein_coding
ENSMUSG00000037971	ENSMUST00000177142	9	-1	50572802	50576203	1110032A03Rik	protein_coding
ENSMUSG00000037971	ENSMUST00000177022	9	-1	50572916	50576274	1110032A03Rik	protein_coding
ENSMUSG00000037845	ENSMUST00000042391	9	1	50576341	50581453	Fdxacb1	protein_coding
ENSMUSG00000037845	ENSMUST00000114452	9	1	50576341	50581453	Fdxacb1	protein_coding
ENSMUSG00000037845	ENSMUST00000176619	9	1	50576343	50580774	Fdxacb1	protein_coding
ENSMUSG00000037845	ENSMUST00000176145	9	1	50576356	50579696	Fdxacb1	protein_coding
ENSMUSG00000037845	ENSMUST00000176335	9	1	50576550	50580748	Fdxacb1	protein_coding
ENSMUSG00000037971	ENSMUST00000176160	9	-1	50576699	50579053	1110032A03Rik	protein_coding
ENSMUSG00000037845	ENSMUST00000177384	9	1	50578167	50579642	Fdxacb1	protein_coding
ENSMUSG00000032059	ENSMUST00000034561	9	1	50583124	50651633	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000162073	9	1	50583410	50651647	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000159576	9	1	50583472	50597620	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000162363	9	1	50583651	50591433	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000162442	9	1	50584214	50587209	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000177320	9	1	50610174	50650868	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000175728	9	1	50616784	50651467	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000161200	9	1	50631148	50651076	Alg9	protein_coding
ENSMUSG00000032059	ENSMUST00000162596	9	1	50643676	50651196	Alg9	protein_coding
ENSMUSG00000032058	ENSMUST00000174555	9	1	50653406	50669866	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000174628	9	1	50665029	50700902	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000034560	9	1	50665029	50702334	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000114437	9	1	50665042	50689536	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000175645	9	1	50665062	50688192	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000176349	9	1	50665068	50700909	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000176798	9	1	50665069	50700902	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000175640	9	1	50665071	50688039	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000175926	9	1	50665084	50688512	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000176055	9	1	50678189	50688134	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000177454	9	1	50681117	50686167	Ppp2r1b	protein_coding
ENSMUSG00000032058	ENSMUST00000176414	9	1	50686190	50687241	Ppp2r1b	protein_coding
ENSMUSG00000037112	ENSMUST00000176663	9	-1	50700906	50817041	Sik2	protein_coding
ENSMUSG00000037112	ENSMUST00000176824	9	-1	50700906	50817041	Sik2	protein_coding
ENSMUSG00000037112	ENSMUST00000176491	9	-1	50700906	50817078	Sik2	protein_coding
ENSMUSG00000037112	ENSMUST00000041375	9	-1	50700906	50817178	Sik2	protein_coding
ENSMUSG00000037112	ENSMUST00000068484	9	-1	50736369	50817131	Sik2	protein_coding
ENSMUSG00000037112	ENSMUST00000177203	9	-1	50738667	50817089	Sik2	protein_coding
ENSMUSG00000037112	ENSMUST00000177346	9	-1	50741941	50817105	Sik2	protein_coding
ENSMUSG00000037112	ENSMUST00000176327	9	-1	50803689	50817116	Sik2	protein_coding
ENSMUSG00000060594	ENSMUST00000164790	9	-1	50862745	50885171	Layn	protein_coding
ENSMUSG00000060594	ENSMUST00000098782	9	-1	50864885	50885199	Layn	protein_coding
ENSMUSG00000060594	ENSMUST00000073452	9	-1	50881596	50885171	Layn	protein_coding
ENSMUSG00000032057	ENSMUST00000034558	9	-1	50889220	50910071	4833427G06Rik	protein_coding
ENSMUSG00000032057	ENSMUST00000170947	9	-1	50889418	50910183	4833427G06Rik	protein_coding
ENSMUSG00000032056	ENSMUST00000114431	9	1	50924106	50927805	Btg4	protein_coding
ENSMUSG00000032056	ENSMUST00000169493	9	1	50924106	50927980	Btg4	protein_coding
ENSMUSG00000032053	ENSMUST00000034554	9	1	51021795	51048184	Pou2af1	protein_coding
ENSMUSG00000079559	ENSMUST00000114427	9	-1	51078656	51080522	Gm684	protein_coding
ENSMUSG00000044694	ENSMUST00000050829	9	1	51088400	51089025	2010007H06Rik	protein_coding
ENSMUSG00000036027	ENSMUST00000039959	9	-1	51097791	51137022	1810046K07Rik	protein_coding
ENSMUSG00000078308	ENSMUST00000089534	9	1	51429530	51432979	Gm7293	protein_coding
ENSMUSG00000053199	ENSMUST00000124907	9	1	51573442	51598354	Arhgap20	protein_coding
ENSMUSG00000053199	ENSMUST00000146509	9	1	51573450	51633790	Arhgap20	protein_coding
ENSMUSG00000053199	ENSMUST00000065496	9	1	51573457	51661961	Arhgap20	protein_coding
ENSMUSG00000053199	ENSMUST00000130405	9	1	51573765	51658756	Arhgap20	protein_coding
ENSMUSG00000053199	ENSMUST00000126567	9	1	51624118	51637502	Arhgap20	protein_coding
ENSMUSG00000053199	ENSMUST00000149754	9	1	51639877	51656754	Arhgap20	protein_coding
ENSMUSG00000032051	ENSMUST00000034552	9	-1	51751412	51771651	Fdx1	protein_coding
ENSMUSG00000032051	ENSMUST00000098775	9	-1	51753085	51771661	Fdx1	protein_coding
ENSMUSG00000079558	ENSMUST00000088537	9	-1	51810379	51811386	Gm6981	protein_coding
ENSMUSG00000032050	ENSMUST00000163153	9	1	51855255	51896842	Rdx	protein_coding
ENSMUSG00000032050	ENSMUST00000061352	9	1	51856046	51883282	Rdx	protein_coding
ENSMUSG00000032050	ENSMUST00000000590	9	1	51856046	51896842	Rdx	protein_coding
ENSMUSG00000032050	ENSMUST00000172248	9	1	51856046	51896842	Rdx	protein_coding
ENSMUSG00000035164	ENSMUST00000038822	9	-1	51920090	51952692	Zc3h12c	protein_coding
ENSMUSG00000035164	ENSMUST00000165519	9	-1	51920090	51976216	Zc3h12c	protein_coding
ENSMUSG00000078307	ENSMUST00000098768	9	-1	52481149	52487534	AI593442	protein_coding
