ENSMUSG00000078367	ENSMUST00000105160	4	1	3099177	3100187	Vmn1r2	protein_coding
ENSMUSG00000028453	ENSMUST00000148018	4	-1	43015794	43016804	Fancg	protein_coding
ENSMUSG00000028453	ENSMUST00000124645	4	-1	43015883	43019338	Fancg	protein_coding
ENSMUSG00000028453	ENSMUST00000127067	4	-1	43016132	43019383	Fancg	protein_coding
ENSMUSG00000028453	ENSMUST00000125570	4	-1	43016785	43019651	Fancg	protein_coding
ENSMUSG00000028453	ENSMUST00000134083	4	-1	43018093	43022025	Fancg	protein_coding
ENSMUSG00000028453	ENSMUST00000135362	4	-1	43021939	43023042	Fancg	protein_coding
ENSMUSG00000028453	ENSMUST00000133915	4	-1	43022030	43023094	Fancg	protein_coding
ENSMUSG00000028453	ENSMUST00000132273	4	-1	43022915	43023378	Fancg	protein_coding
ENSMUSG00000028454	ENSMUST00000149333	4	-1	43030507	43037952	Pigo	protein_coding
ENSMUSG00000028454	ENSMUST00000098109	4	-1	43030507	43038628	Pigo	protein_coding
ENSMUSG00000028454	ENSMUST00000067481	4	-1	43030507	43038691	Pigo	protein_coding
ENSMUSG00000028454	ENSMUST00000164949	4	-1	43030510	43033953	Pigo	protein_coding
ENSMUSG00000028454	ENSMUST00000155429	4	-1	43030779	43032578	Pigo	protein_coding
ENSMUSG00000028454	ENSMUST00000131506	4	-1	43037575	43038339	Pigo	protein_coding
ENSMUSG00000028455	ENSMUST00000030169	4	-1	43040562	43044582	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000125180	4	-1	43040898	43042709	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000153203	4	-1	43040914	43042786	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000136326	4	-1	43041101	43044328	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000135660	4	-1	43041113	43043465	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000123465	4	-1	43042436	43044322	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000138030	4	-1	43042469	43044242	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000142781	4	-1	43042487	43043371	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000143371	4	-1	43042645	43043472	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000127645	4	-1	43042913	43044230	Stoml2	protein_coding
ENSMUSG00000028455	ENSMUST00000126026	4	-1	43043365	43044308	Stoml2	protein_coding
ENSMUSG00000036002	ENSMUST00000107958	4	-1	43045286	43053160	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000107959	4	-1	43045286	43053163	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000107956	4	-1	43045286	43058669	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000107957	4	-1	43045286	43058697	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000036462	4	-1	43045286	43059092	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000135067	4	-1	43045286	43059092	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000152846	4	-1	43049191	43053167	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000124155	4	-1	43049472	43050173	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000144999	4	-1	43049575	43052203	B230312A22Rik	protein_coding
ENSMUSG00000036002	ENSMUST00000140998	4	-1	43049849	43058631	B230312A22Rik	protein_coding
ENSMUSG00000028456	ENSMUST00000126878	4	1	43071825	43178994	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000079978	4	1	43071841	43277743	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000151611	4	1	43071848	43184340	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000171234	4	1	43071856	43181426	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000084655	4	1	43071856	43277745	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000107952	4	1	43071945	43276494	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000163653	4	1	43071945	43276494	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000107953	4	1	43071952	43276477	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000132310	4	1	43127982	43250648	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000164434	4	1	43190827	43245414	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000168032	4	1	43193440	43249966	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000127597	4	1	43242970	43245829	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000149945	4	1	43246679	43259313	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000153168	4	1	43262039	43269131	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000145899	4	1	43268409	43271301	Unc13b	protein_coding
ENSMUSG00000028456	ENSMUST00000143653	4	1	43269702	43274621	Unc13b	protein_coding
ENSMUSG00000028457	ENSMUST00000056010	4	1	43280031	43357454	Atp8b5	protein_coding
ENSMUSG00000028457	ENSMUST00000107942	4	1	43280042	43386703	Atp8b5	protein_coding
ENSMUSG00000028457	ENSMUST00000136262	4	1	43280057	43337756	Atp8b5	protein_coding
ENSMUSG00000028457	ENSMUST00000107937	4	1	43280057	43386705	Atp8b5	protein_coding
ENSMUSG00000028457	ENSMUST00000102953	4	1	43280063	43339432	Atp8b5	protein_coding
ENSMUSG00000035969	ENSMUST00000035645	4	1	43394851	43439960	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000144911	4	1	43394929	43427668	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000131037	4	1	43394942	43429062	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000135216	4	1	43396321	43427712	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000152322	4	1	43396382	43427627	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000150066	4	1	43397151	43434791	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000136360	4	1	43397204	43427765	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000125393	4	1	43414110	43439945	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000125399	4	1	43414125	43427611	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000098106	4	1	43419307	43439960	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000149556	4	1	43419374	43435327	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000139198	4	1	43419429	43428051	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000149221	4	1	43420201	43434674	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000173682	4	1	43427568	43439521	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000131668	4	1	43427568	43439960	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000146710	4	1	43429310	43439237	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000154754	4	1	43435364	43437245	Rusc2	protein_coding
ENSMUSG00000035969	ENSMUST00000123447	4	1	43436463	43436883	Rusc2	protein_coding
ENSMUSG00000042788	ENSMUST00000052829	4	-1	43439891	43442006	Fam166b	protein_coding
ENSMUSG00000042788	ENSMUST00000171134	4	-1	43439948	43441989	Fam166b	protein_coding
ENSMUSG00000042788	ENSMUST00000155080	4	-1	43440012	43440899	Fam166b	protein_coding
ENSMUSG00000042788	ENSMUST00000107929	4	-1	43440012	43441961	Fam166b	protein_coding
ENSMUSG00000042788	ENSMUST00000107928	4	-1	43440055	43441961	Fam166b	protein_coding
ENSMUSG00000042788	ENSMUST00000149676	4	-1	43440460	43441961	Fam166b	protein_coding
ENSMUSG00000028458	ENSMUST00000060864	4	1	43454811	43460936	Tesk1	protein_coding
ENSMUSG00000028458	ENSMUST00000138981	4	1	43456193	43460666	Tesk1	protein_coding
ENSMUSG00000028458	ENSMUST00000126350	4	1	43457447	43458252	Tesk1	protein_coding
ENSMUSG00000028458	ENSMUST00000137178	4	1	43457580	43458689	Tesk1	protein_coding
ENSMUSG00000028458	ENSMUST00000156810	4	1	43457822	43458883	Tesk1	protein_coding
ENSMUSG00000028459	ENSMUST00000098104	4	-1	43459334	43467499	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000107926	4	-1	43460596	43467435	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000107925	4	-1	43460596	43467456	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000030179	4	-1	43460596	43467500	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000098105	4	-1	43460607	43467498	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000134850	4	-1	43460902	43462814	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000140284	4	-1	43462717	43465244	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000133110	4	-1	43465182	43467484	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000151868	4	-1	43465193	43467195	Cd72	protein_coding
ENSMUSG00000028459	ENSMUST00000141198	4	-1	43465473	43467498	Cd72	protein_coding
ENSMUSG00000028460	ENSMUST00000030180	4	-1	43494953	43496606	Sit1	protein_coding
ENSMUSG00000028460	ENSMUST00000123526	4	-1	43495059	43496094	Sit1	protein_coding
ENSMUSG00000028461	ENSMUST00000143073	4	1	43505772	43507077	Ccdc107	protein_coding
ENSMUSG00000028461	ENSMUST00000030181	4	1	43506234	43508793	Ccdc107	protein_coding
ENSMUSG00000028461	ENSMUST00000127324	4	1	43506249	43506682	Ccdc107	protein_coding
ENSMUSG00000028461	ENSMUST00000107922	4	1	43506261	43508793	Ccdc107	protein_coding
ENSMUSG00000028461	ENSMUST00000140005	4	1	43506289	43508736	Ccdc107	protein_coding
ENSMUSG00000028461	ENSMUST00000137113	4	1	43506289	43508743	Ccdc107	protein_coding
ENSMUSG00000051517	ENSMUST00000152134	4	-1	43509014	43510106	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000054538	4	-1	43509014	43512567	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000128754	4	-1	43509018	43512491	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000129378	4	-1	43509020	43510085	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000125834	4	-1	43509396	43512533	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000136005	4	-1	43509693	43512480	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000154905	4	-1	43510092	43511987	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000147124	4	-1	43510133	43511947	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000146781	4	-1	43510604	43512483	E130306D19Rik	protein_coding
ENSMUSG00000051517	ENSMUST00000156058	4	-1	43512019	43512533	E130306D19Rik	protein_coding
ENSMUSG00000028463	ENSMUST00000030183	4	1	43519838	43526601	Car9	protein_coding
ENSMUSG00000028463	ENSMUST00000107917	4	1	43519896	43526601	Car9	protein_coding
ENSMUSG00000028463	ENSMUST00000124114	4	1	43519896	43526601	Car9	protein_coding
ENSMUSG00000028463	ENSMUST00000138073	4	1	43520184	43525930	Car9	protein_coding
ENSMUSG00000028463	ENSMUST00000128232	4	1	43520749	43521846	Car9	protein_coding
ENSMUSG00000028463	ENSMUST00000126750	4	1	43521415	43521907	Car9	protein_coding
ENSMUSG00000028463	ENSMUST00000129996	4	1	43521809	43525327	Car9	protein_coding
ENSMUSG00000028463	ENSMUST00000154251	4	1	43525004	43525814	Car9	protein_coding
ENSMUSG00000028464	ENSMUST00000150262	4	-1	43527583	43536310	Tpm2	protein_coding
ENSMUSG00000028464	ENSMUST00000030184	4	-1	43527583	43536336	Tpm2	protein_coding
ENSMUSG00000028464	ENSMUST00000107914	4	-1	43527583	43536467	Tpm2	protein_coding
ENSMUSG00000028464	ENSMUST00000107913	4	-1	43527584	43536260	Tpm2	protein_coding
ENSMUSG00000028464	ENSMUST00000133355	4	-1	43528554	43532541	Tpm2	protein_coding
ENSMUSG00000028464	ENSMUST00000034926	4	-1	43531589	43536336	Tpm2	protein_coding
ENSMUSG00000028464	ENSMUST00000150592	4	-1	43532540	43536637	Tpm2	protein_coding
ENSMUSG00000028465	ENSMUST00000030187	4	-1	43544391	43575294	Tln1	protein_coding
ENSMUSG00000028465	ENSMUST00000134623	4	-1	43558282	43560519	Tln1	protein_coding
ENSMUSG00000028465	ENSMUST00000125509	4	-1	43559694	43564143	Tln1	protein_coding
ENSMUSG00000028465	ENSMUST00000127262	4	-1	43566323	43567323	Tln1	protein_coding
ENSMUSG00000028465	ENSMUST00000130670	4	-1	43567386	43575029	Tln1	protein_coding
ENSMUSG00000028465	ENSMUST00000130353	4	-1	43567978	43571332	Tln1	protein_coding
ENSMUSG00000028465	ENSMUST00000126078	4	-1	43568436	43568818	Tln1	protein_coding
ENSMUSG00000028465	ENSMUST00000123985	4	-1	43572215	43575563	Tln1	protein_coding
ENSMUSG00000028466	ENSMUST00000102944	4	1	43575204	43579932	Creb3	protein_coding
ENSMUSG00000028466	ENSMUST00000167751	4	1	43575685	43579669	Creb3	protein_coding
ENSMUSG00000028466	ENSMUST00000132631	4	1	43575819	43578188	Creb3	protein_coding
ENSMUSG00000028466	ENSMUST00000126277	4	1	43576139	43579399	Creb3	protein_coding
ENSMUSG00000028466	ENSMUST00000159923	4	1	43576302	43578422	Creb3	protein_coding
ENSMUSG00000028466	ENSMUST00000138623	4	1	43578887	43579576	Creb3	protein_coding
ENSMUSG00000028467	ENSMUST00000128403	4	-1	43579800	43590961	Gba2	protein_coding
ENSMUSG00000028467	ENSMUST00000152251	4	-1	43579800	43591409	Gba2	protein_coding
ENSMUSG00000028467	ENSMUST00000030189	4	-1	43579800	43591745	Gba2	protein_coding
ENSMUSG00000028467	ENSMUST00000148426	4	-1	43579801	43590961	Gba2	protein_coding
ENSMUSG00000028467	ENSMUST00000139606	4	-1	43581266	43582514	Gba2	protein_coding
ENSMUSG00000028467	ENSMUST00000144968	4	-1	43583228	43586926	Gba2	protein_coding
ENSMUSG00000028467	ENSMUST00000130443	4	-1	43583634	43591508	Gba2	protein_coding
ENSMUSG00000028468	ENSMUST00000107886	4	1	43591587	43600359	Rgp1	protein_coding
ENSMUSG00000028468	ENSMUST00000117140	4	1	43591607	43600357	Rgp1	protein_coding
ENSMUSG00000028468	ENSMUST00000131178	4	1	43591826	43593795	Rgp1	protein_coding
ENSMUSG00000028468	ENSMUST00000030190	4	1	43591830	43596002	Rgp1	protein_coding
ENSMUSG00000028468	ENSMUST00000135895	4	1	43591855	43592494	Rgp1	protein_coding
ENSMUSG00000028468	ENSMUST00000141612	4	1	43592609	43593791	Rgp1	protein_coding
ENSMUSG00000028468	ENSMUST00000141782	4	1	43594086	43594592	Rgp1	protein_coding
ENSMUSG00000078719	ENSMUST00000107884	4	-1	43596088	43597366	Msmp	protein_coding
ENSMUSG00000028469	ENSMUST00000107877	4	1	43644807	43664094	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000030191	4	1	43644807	43664116	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000107874	4	1	43645057	43664116	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000123883	4	1	43653988	43664116	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000144418	4	1	43654127	43655970	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000123351	4	1	43654134	43657251	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000128549	4	1	43654156	43664116	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000145817	4	1	43657008	43661050	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000130093	4	1	43659432	43663181	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000143160	4	1	43660069	43661272	Npr2	protein_coding
ENSMUSG00000028469	ENSMUST00000151603	4	1	43660877	43663102	Npr2	protein_coding
ENSMUSG00000066196	ENSMUST00000149575	4	-1	43664207	43665031	Spag8	protein_coding
ENSMUSG00000066196	ENSMUST00000084646	4	-1	43664207	43666424	Spag8	protein_coding
ENSMUSG00000066196	ENSMUST00000107870	4	-1	43664548	43666466	Spag8	protein_coding
ENSMUSG00000028470	ENSMUST00000151238	4	-1	43667099	43669315	Hint2	protein_coding
ENSMUSG00000028470	ENSMUST00000130593	4	-1	43667099	43669320	Hint2	protein_coding
ENSMUSG00000028470	ENSMUST00000134050	4	-1	43667100	43667828	Hint2	protein_coding
ENSMUSG00000028470	ENSMUST00000134082	4	-1	43667101	43667599	Hint2	protein_coding
ENSMUSG00000028470	ENSMUST00000030192	4	-1	43667101	43669338	Hint2	protein_coding
ENSMUSG00000028470	ENSMUST00000151514	4	-1	43667102	43669320	Hint2	protein_coding
ENSMUSG00000028470	ENSMUST00000155985	4	-1	43667546	43668615	Hint2	protein_coding
ENSMUSG00000043633	ENSMUST00000056474	4	-1	43672494	43682013	4930412F15Rik	protein_coding
ENSMUSG00000043633	ENSMUST00000134487	4	-1	43675968	43682017	4930412F15Rik	protein_coding
ENSMUSG00000078716	ENSMUST00000107865	4	1	43681843	43705540	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000167153	4	1	43681972	43705264	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000107864	4	1	43682159	43705540	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000134869	4	1	43682428	43699285	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000107866	4	1	43682482	43705540	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000143339	4	1	43682726	43698488	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000143774	4	1	43682787	43694184	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000141864	4	1	43687332	43699077	Tmem8b	protein_coding
ENSMUSG00000078716	ENSMUST00000154112	4	1	43702562	43703368	Tmem8b	protein_coding
ENSMUSG00000050215	ENSMUST00000055545	4	-1	43707872	43713679	Olfr70	protein_coding
ENSMUSG00000050215	ENSMUST00000170071	4	-1	43709093	43710043	Olfr70	protein_coding
ENSMUSG00000046450	ENSMUST00000055401	4	-1	43718500	43719438	Olfr71	protein_coding
ENSMUSG00000046450	ENSMUST00000107862	4	-1	43718500	43723103	Olfr71	protein_coding
ENSMUSG00000071001	ENSMUST00000095109	4	1	43740070	43741511	Hrct1	protein_coding
ENSMUSG00000044801	ENSMUST00000053931	4	-1	43782922	43783881	Olfr159	protein_coding
ENSMUSG00000059448	ENSMUST00000079465	4	-1	43833207	43834305	Olfr156	protein_coding
ENSMUSG00000059101	ENSMUST00000079234	4	-1	43847624	43849389	Olfr157	protein_coding
ENSMUSG00000071000	ENSMUST00000107860	4	1	43864437	43868142	Olfr155	protein_coding
ENSMUSG00000071000	ENSMUST00000095108	4	1	43867164	43868335	Olfr155	protein_coding
ENSMUSG00000028476	ENSMUST00000128463	4	1	43888402	43957617	Reck	protein_coding
ENSMUSG00000028476	ENSMUST00000030198	4	1	43888402	43957678	Reck	protein_coding
ENSMUSG00000028476	ENSMUST00000130415	4	1	43953270	43955254	Reck	protein_coding
ENSMUSG00000028480	ENSMUST00000030202	4	1	43970273	43991990	Glipr2	protein_coding
ENSMUSG00000028480	ENSMUST00000107855	4	1	43970564	43991990	Glipr2	protein_coding
ENSMUSG00000070999	ENSMUST00000095107	4	1	43996376	43998405	Ccin	protein_coding
ENSMUSG00000028478	ENSMUST00000107846	4	1	44017324	44045718	Clta	protein_coding
ENSMUSG00000028478	ENSMUST00000107847	4	1	44025510	44045718	Clta	protein_coding
ENSMUSG00000028478	ENSMUST00000170241	4	1	44025515	44045717	Clta	protein_coding
ENSMUSG00000028478	ENSMUST00000107849	4	1	44025550	44045718	Clta	protein_coding
ENSMUSG00000028478	ENSMUST00000107851	4	1	44025550	44045718	Clta	protein_coding
ENSMUSG00000028478	ENSMUST00000078664	4	1	44025556	44045718	Clta	protein_coding
ENSMUSG00000028478	ENSMUST00000107845	4	1	44025558	44045718	Clta	protein_coding
ENSMUSG00000028479	ENSMUST00000030201	4	-1	44046947	44097049	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000102937	4	-1	44046947	44097049	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000174522	4	-1	44049682	44068169	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000102936	4	-1	44049698	44085650	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000172533	4	-1	44049702	44079792	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000173234	4	-1	44049830	44079832	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000133709	4	-1	44058827	44085496	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000173274	4	-1	44065747	44079933	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000173976	4	-1	44068177	44076045	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000172514	4	-1	44072572	44097039	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000144985	4	-1	44072740	44096795	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000173569	4	-1	44072844	44085608	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000173383	4	-1	44072863	44085474	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000128439	4	-1	44072975	44085889	Gne	protein_coding
ENSMUSG00000028479	ENSMUST00000140724	4	-1	44072984	44085890	Gne	protein_coding
ENSMUSG00000035696	ENSMUST00000098098	4	-1	44139082	44180480	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000102934	4	-1	44139087	44180823	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000045793	4	-1	44139087	44181211	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000107836	4	-1	44142292	44171815	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000136730	4	-1	44142296	44180520	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000148869	4	-1	44142378	44151824	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000145378	4	-1	44142380	44152458	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000152216	4	-1	44151338	44152538	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000128426	4	-1	44155167	44181159	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000145760	4	-1	44155221	44181124	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000143337	4	-1	44155265	44180877	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000153384	4	-1	44160356	44181155	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000137194	4	-1	44161979	44180407	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000123844	4	-1	44161986	44241184	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000129621	4	-1	44162015	44180794	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000153116	4	-1	44165306	44246661	Rnf38	protein_coding
ENSMUSG00000035696	ENSMUST00000147302	4	-1	44171845	44180364	Rnf38	protein_coding
ENSMUSG00000035683	ENSMUST00000045607	4	1	44313748	44377547	Melk	protein_coding
ENSMUSG00000035683	ENSMUST00000137703	4	1	44315539	44338565	Melk	protein_coding
ENSMUSG00000035683	ENSMUST00000125708	4	1	44316440	44330942	Melk	protein_coding
ENSMUSG00000035683	ENSMUST00000137759	4	1	44316440	44337140	Melk	protein_coding
ENSMUSG00000014030	ENSMUST00000102932	4	-1	44544017	44723290	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000107825	4	-1	44544017	44723290	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000107826	4	-1	44544017	44723290	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000107827	4	-1	44544017	44723290	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000143235	4	-1	44544017	44723557	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000014174	4	-1	44544017	44724318	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000134968	4	-1	44544369	44723280	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000165417	4	-1	44544369	44723280	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000172866	4	-1	44544369	44723280	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000173733	4	-1	44544369	44723280	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000173821	4	-1	44544369	44723280	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000174242	4	-1	44544369	44723280	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000174319	4	-1	44544369	44723280	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000172949	4	-1	44582843	44696687	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000146335	4	-1	44692312	44716878	Pax5	protein_coding
ENSMUSG00000014030	ENSMUST00000174761	4	-1	44704707	44716285	Pax5	protein_coding
ENSMUSG00000035649	ENSMUST00000154121	4	1	44768749	44774843	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000107824	4	1	44769440	44945075	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000144436	4	1	44769460	44923869	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000143385	4	1	44769511	44775100	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000142714	4	1	44769519	44922688	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000067521	4	1	44773316	44924931	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000107823	4	1	44920074	44944234	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000147272	4	1	44935990	44945087	Zcchc7	protein_coding
ENSMUSG00000035649	ENSMUST00000126968	4	1	44938867	44944234	Zcchc7	protein_coding
ENSMUSG00000035637	ENSMUST00000045078	4	1	44994267	45003606	Grhpr	protein_coding
ENSMUSG00000035637	ENSMUST00000128973	4	1	44994275	44996815	Grhpr	protein_coding
ENSMUSG00000035637	ENSMUST00000151148	4	1	44994304	45001882	Grhpr	protein_coding
ENSMUSG00000035637	ENSMUST00000150394	4	1	44994305	45000199	Grhpr	protein_coding
ENSMUSG00000035637	ENSMUST00000151631	4	1	44994333	45000120	Grhpr	protein_coding
ENSMUSG00000035637	ENSMUST00000143589	4	1	44994372	44999262	Grhpr	protein_coding
ENSMUSG00000049657	ENSMUST00000055028	4	-1	45004114	45025266	Zbtb5	protein_coding
ENSMUSG00000049657	ENSMUST00000107817	4	-1	45005853	45025284	Zbtb5	protein_coding
ENSMUSG00000049657	ENSMUST00000131991	4	-1	45007686	45025017	Zbtb5	protein_coding
ENSMUSG00000070997	ENSMUST00000095105	4	1	45025702	45027271	1700055D18Rik	protein_coding
ENSMUSG00000028318	ENSMUST00000133157	4	1	45031455	45046564	Polr1e	protein_coding
ENSMUSG00000028318	ENSMUST00000029999	4	1	45031534	45045237	Polr1e	protein_coding
ENSMUSG00000028318	ENSMUST00000107814	4	1	45031535	45049437	Polr1e	protein_coding
ENSMUSG00000028318	ENSMUST00000149284	4	1	45031569	45039742	Polr1e	protein_coding
ENSMUSG00000028318	ENSMUST00000054723	4	1	45032107	45044984	Polr1e	protein_coding
ENSMUSG00000028318	ENSMUST00000150663	4	1	45042016	45044257	Polr1e	protein_coding
ENSMUSG00000028318	ENSMUST00000153252	4	1	45044134	45045232	Polr1e	protein_coding
ENSMUSG00000048232	ENSMUST00000052236	4	-1	45047119	45097476	Fbxo10	protein_coding
ENSMUSG00000048232	ENSMUST00000140008	4	-1	45047120	45074876	Fbxo10	protein_coding
ENSMUSG00000048232	ENSMUST00000155583	4	-1	45059160	45071490	Fbxo10	protein_coding
ENSMUSG00000078713	ENSMUST00000107810	4	-1	45118080	45120986	Tomm5	protein_coding
