ENSMUSG00000091539	ENSMUST00000165255	18	-1	3122455	3123465	Vmn1r238	protein_coding
ENSMUSG00000033107	ENSMUST00000050004	18	1	21103126	21142349	Rnf125	protein_coding
ENSMUSG00000033107	ENSMUST00000035927	18	1	21120138	21142349	Rnf125	protein_coding
ENSMUSG00000024317	ENSMUST00000052396	18	1	21159842	21186724	Rnf138	protein_coding
ENSMUSG00000024317	ENSMUST00000072847	18	1	21159842	21186724	Rnf138	protein_coding
ENSMUSG00000024317	ENSMUST00000167653	18	1	21159842	21186724	Rnf138	protein_coding
ENSMUSG00000024313	ENSMUST00000115840	18	1	21229286	21258700	Mep1b	protein_coding
ENSMUSG00000024313	ENSMUST00000082235	18	1	21230845	21258700	Mep1b	protein_coding
ENSMUSG00000042680	ENSMUST00000049260	18	-1	21285702	21458639	Fam59a	protein_coding
ENSMUSG00000042514	ENSMUST00000049105	18	-1	21708878	21810869	Klhl14	protein_coding
ENSMUSG00000042514	ENSMUST00000122333	18	-1	21708880	21813219	Klhl14	protein_coding
ENSMUSG00000024306	ENSMUST00000025160	18	-1	21969398	22329897	4921528I01Rik	protein_coding
ENSMUSG00000024306	ENSMUST00000115837	18	-1	21969799	22324977	4921528I01Rik	protein_coding
ENSMUSG00000045215	ENSMUST00000153836	18	1	22503384	22537451	Asxl3	protein_coding
ENSMUSG00000045215	ENSMUST00000120223	18	1	22503590	22688516	Asxl3	protein_coding
ENSMUSG00000045215	ENSMUST00000097655	18	1	22503590	22688728	Asxl3	protein_coding
ENSMUSG00000041923	ENSMUST00000171159	18	-1	22851656	23200154	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000092015	18	-1	22851682	23009255	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000081423	18	-1	22851882	23197157	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000097651	18	-1	22852135	23200154	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000069215	18	-1	22852799	23009255	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000164893	18	-1	22853025	23198579	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000164186	18	-1	22853036	23198845	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000164521	18	-1	22981804	22986863	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000165323	18	-1	23071187	23197440	Nol4	protein_coding
ENSMUSG00000041923	ENSMUST00000097652	18	-1	23080373	23110811	Nol4	protein_coding
ENSMUSG00000024302	ENSMUST00000075123	18	1	23573916	23762496	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000047954	18	1	23573916	23762731	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000025156	18	1	23573916	23794199	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000115832	18	1	23573916	23818215	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000115833	18	1	23573916	23818215	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000115834	18	1	23573916	23818215	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000053770	18	1	23655336	23708462	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000168450	18	1	23656091	23815099	Dtna	protein_coding
ENSMUSG00000024302	ENSMUST00000165089	18	1	23760932	23792913	Dtna	protein_coding
ENSMUSG00000024277	ENSMUST00000132286	18	1	23910834	23933185	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000170802	18	1	23910834	24052362	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000155708	18	1	23910840	24042197	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000118826	18	1	23910894	24019138	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000115830	18	1	23912226	24050865	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000149943	18	1	23912249	23956498	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000025127	18	1	23962485	24052358	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000141853	18	1	23962521	23992294	Mapre2	protein_coding
ENSMUSG00000024277	ENSMUST00000165387	18	1	23962604	24049432	Mapre2	protein_coding
ENSMUSG00000024276	ENSMUST00000060762	18	1	24113189	24123172	Zfp397	protein_coding
ENSMUSG00000024274	ENSMUST00000070583	18	-1	24123319	24130245	Zscan30	protein_coding
ENSMUSG00000024274	ENSMUST00000115829	18	-1	24129476	24140056	Zscan30	protein_coding
ENSMUSG00000063281	ENSMUST00000074941	18	1	24148133	24163877	Zfp35	protein_coding
ENSMUSG00000063281	ENSMUST00000084735	18	1	24161417	24161942	Zfp35	protein_coding
ENSMUSG00000051469	ENSMUST00000066497	18	-1	24168203	24179311	Zfp191	protein_coding
ENSMUSG00000051469	ENSMUST00000153337	18	-1	24172426	24178821	Zfp191	protein_coding
ENSMUSG00000051469	ENSMUST00000169915	18	-1	24172429	24178821	Zfp191	protein_coding
ENSMUSG00000051469	ENSMUST00000148525	18	-1	24176472	24178871	Zfp191	protein_coding
ENSMUSG00000047989	ENSMUST00000141489	18	-1	24263258	24280454	Ino80c	protein_coding
ENSMUSG00000047989	ENSMUST00000153360	18	-1	24263258	24280454	Ino80c	protein_coding
ENSMUSG00000047989	ENSMUST00000055012	18	-1	24264875	24280336	Ino80c	protein_coding
ENSMUSG00000047989	ENSMUST00000125169	18	-1	24264879	24273414	Ino80c	protein_coding
ENSMUSG00000000420	ENSMUST00000000430	18	1	24363845	24445319	Galnt1	protein_coding
ENSMUSG00000000420	ENSMUST00000170243	18	1	24364268	24445311	Galnt1	protein_coding
ENSMUSG00000000420	ENSMUST00000164998	18	1	24364460	24413131	Galnt1	protein_coding
ENSMUSG00000000420	ENSMUST00000171583	18	1	24396824	24426168	Galnt1	protein_coding
ENSMUSG00000000420	ENSMUST00000164066	18	1	24404587	24430170	Galnt1	protein_coding
ENSMUSG00000000420	ENSMUST00000169474	18	1	24438496	24441372	Galnt1	protein_coding
ENSMUSG00000000420	ENSMUST00000170191	18	1	24438534	24441692	Galnt1	protein_coding
ENSMUSG00000024273	ENSMUST00000097646	18	1	24629362	24636266	2700062C07Rik	protein_coding
ENSMUSG00000040446	ENSMUST00000046206	18	-1	24643463	24688705	Rprd1a	protein_coding
ENSMUSG00000024270	ENSMUST00000070726	18	-1	24738382	24762318	Slc39a6	protein_coding
ENSMUSG00000024270	ENSMUST00000154205	18	-1	24740809	24762016	Slc39a6	protein_coding
ENSMUSG00000024270	ENSMUST00000128106	18	-1	24754818	24757921	Slc39a6	protein_coding
ENSMUSG00000024270	ENSMUST00000152504	18	-1	24759986	24761794	Slc39a6	protein_coding
ENSMUSG00000024271	ENSMUST00000025120	18	1	24762462	24797331	Elp2	protein_coding
ENSMUSG00000024271	ENSMUST00000115825	18	1	24762462	24798008	Elp2	protein_coding
ENSMUSG00000039616	ENSMUST00000068006	18	1	24812192	24860057	Mocos	protein_coding
ENSMUSG00000054745	ENSMUST00000067987	18	-1	24867541	24867849	Gm9955	protein_coding
ENSMUSG00000034295	ENSMUST00000037097	18	1	24867946	25292001	Fhod3	protein_coding
ENSMUSG00000034295	ENSMUST00000091991	18	1	24867946	25292001	Fhod3	protein_coding
ENSMUSG00000034295	ENSMUST00000115819	18	1	24867946	25292001	Fhod3	protein_coding
ENSMUSG00000034295	ENSMUST00000115820	18	1	24867946	25292001	Fhod3	protein_coding
ENSMUSG00000034295	ENSMUST00000169491	18	1	24867946	25292001	Fhod3	protein_coding
ENSMUSG00000024269	ENSMUST00000148255	18	-1	25285724	25327195	5730494M16Rik	protein_coding
ENSMUSG00000024269	ENSMUST00000115817	18	-1	25294538	25327508	5730494M16Rik	protein_coding
ENSMUSG00000024269	ENSMUST00000025118	18	-1	25294547	25327378	5730494M16Rik	protein_coding
ENSMUSG00000033632	ENSMUST00000159605	18	1	25327500	25622226	AW554918	protein_coding
ENSMUSG00000033632	ENSMUST00000036619	18	1	25327511	25625817	AW554918	protein_coding
ENSMUSG00000033632	ENSMUST00000161262	18	1	25327515	25347734	AW554918	protein_coding
ENSMUSG00000033632	ENSMUST00000162149	18	1	25327521	25449409	AW554918	protein_coding
ENSMUSG00000033632	ENSMUST00000097643	18	1	25327521	25625822	AW554918	protein_coding
ENSMUSG00000033632	ENSMUST00000165400	18	1	25327521	25625822	AW554918	protein_coding
ENSMUSG00000033632	ENSMUST00000160530	18	1	25327524	25622397	AW554918	protein_coding
ENSMUSG00000033632	ENSMUST00000100131	18	1	25392415	25622593	AW554918	protein_coding
ENSMUSG00000024268	ENSMUST00000025117	18	-1	25636133	25912484	Celf4	protein_coding
ENSMUSG00000024268	ENSMUST00000078609	18	-1	25636133	25912484	Celf4	protein_coding
ENSMUSG00000024268	ENSMUST00000115816	18	-1	25636133	25912484	Celf4	protein_coding
ENSMUSG00000033628	ENSMUST00000115812	18	1	30432401	30507780	Pik3c3	protein_coding
ENSMUSG00000033628	ENSMUST00000115811	18	1	30432524	30490622	Pik3c3	protein_coding
ENSMUSG00000033628	ENSMUST00000091978	18	1	30432526	30502770	Pik3c3	protein_coding
ENSMUSG00000033628	ENSMUST00000131405	18	1	30432581	30507774	Pik3c3	protein_coding
ENSMUSG00000091785	ENSMUST00000164794	18	-1	30618737	30619213	Rpl29-ps5	protein_coding
ENSMUSG00000057455	ENSMUST00000082070	18	-1	31133143	31476944	Rit2	protein_coding
ENSMUSG00000057455	ENSMUST00000153060	18	-1	31133969	31476787	Rit2	protein_coding
ENSMUSG00000057455	ENSMUST00000153196	18	-1	31312925	31372386	Rit2	protein_coding
ENSMUSG00000057455	ENSMUST00000139924	18	-1	31365720	31476765	Rit2	protein_coding
ENSMUSG00000024261	ENSMUST00000025110	18	-1	31597462	31607069	Syt4	protein_coding
ENSMUSG00000024261	ENSMUST00000165336	18	-1	31597462	31607069	Syt4	protein_coding
ENSMUSG00000024259	ENSMUST00000060396	18	-1	31739822	31769556	Slc25a46	protein_coding
ENSMUSG00000024259	ENSMUST00000097640	18	-1	31741244	31770183	Slc25a46	protein_coding
ENSMUSG00000092124	ENSMUST00000164667	18	1	31769166	31770405	B930094E09Rik	protein_coding
ENSMUSG00000024260	ENSMUST00000025109	18	1	31794025	31882715	Sap130	protein_coding
ENSMUSG00000041915	ENSMUST00000115808	18	1	31919534	31942381	Ammecr1l	protein_coding
ENSMUSG00000041915	ENSMUST00000048298	18	1	31920730	31942381	Ammecr1l	protein_coding
ENSMUSG00000024258	ENSMUST00000025106	18	1	31948813	31956296	Polr2d	protein_coding
ENSMUSG00000024400	ENSMUST00000082319	18	1	31963711	32001296	Wdr33	protein_coding
ENSMUSG00000024400	ENSMUST00000025264	18	1	31963711	32068641	Wdr33	protein_coding
ENSMUSG00000091561	ENSMUST00000165131	18	-1	31979516	31980067	Gm6665	protein_coding
ENSMUSG00000044982	ENSMUST00000054984	18	-1	32068748	32071557	Sft2d3	protein_coding
ENSMUSG00000024395	ENSMUST00000025254	18	1	32091161	32118273	Lims2	protein_coding
ENSMUSG00000052229	ENSMUST00000064016	18	-1	32102651	32109290	Gpr17	protein_coding
ENSMUSG00000024388	ENSMUST00000134663	18	-1	32118888	32196615	Myo7b	protein_coding
ENSMUSG00000024384	ENSMUST00000025243	18	1	32227388	32263985	Iws1	protein_coding
ENSMUSG00000024386	ENSMUST00000025245	18	-1	32282783	32297859	Proc	protein_coding
ENSMUSG00000024386	ENSMUST00000171765	18	-1	32282783	32299224	Proc	protein_coding
ENSMUSG00000024383	ENSMUST00000096575	18	1	32322743	32396405	Map3k2	protein_coding
ENSMUSG00000024382	ENSMUST00000025241	18	1	32399954	32429805	Ercc3	protein_coding
ENSMUSG00000024382	ENSMUST00000142213	18	1	32400008	32429805	Ercc3	protein_coding
ENSMUSG00000024382	ENSMUST00000129023	18	1	32416923	32429745	Ercc3	protein_coding
ENSMUSG00000024381	ENSMUST00000025239	18	1	32536871	32595390	Bin1	protein_coding
ENSMUSG00000024381	ENSMUST00000091967	18	1	32536871	32595390	Bin1	protein_coding
ENSMUSG00000024381	ENSMUST00000115796	18	1	32536871	32595390	Bin1	protein_coding
ENSMUSG00000090523	ENSMUST00000174459	18	-1	32687976	32719688	Gypc	protein_coding
ENSMUSG00000090523	ENSMUST00000174000	18	-1	32687979	32719634	Gypc	protein_coding
ENSMUSG00000024380	ENSMUST00000025238	18	-1	32689316	32689630	Gypc	protein_coding
ENSMUSG00000090523	ENSMUST00000172434	18	-1	32689446	32695072	Gypc	protein_coding
ENSMUSG00000024379	ENSMUST00000025237	18	1	32975037	32979453	Tslp	protein_coding
ENSMUSG00000038299	ENSMUST00000166214	18	1	32996879	33026004	Wdr36	protein_coding
ENSMUSG00000038299	ENSMUST00000053663	18	1	32996879	33026074	Wdr36	protein_coding
ENSMUSG00000038128	ENSMUST00000042868	18	1	33098695	33355421	Camk4	protein_coding
ENSMUSG00000038128	ENSMUST00000163942	18	1	33341656	33344993	Camk4	protein_coding
ENSMUSG00000024378	ENSMUST00000025236	18	-1	33359009	33373516	Stard4	protein_coding
ENSMUSG00000024378	ENSMUST00000119991	18	-1	33363059	33373420	Stard4	protein_coding
ENSMUSG00000024378	ENSMUST00000118990	18	-1	33363253	33373426	Stard4	protein_coding
ENSMUSG00000024378	ENSMUST00000141617	18	-1	33364321	33373475	Stard4	protein_coding
ENSMUSG00000042834	ENSMUST00000051087	18	-1	33596673	33623288	D0H4S114	protein_coding
ENSMUSG00000042834	ENSMUST00000171533	18	-1	33596673	33623401	D0H4S114	protein_coding
ENSMUSG00000042834	ENSMUST00000168890	18	-1	33596673	33623683	D0H4S114	protein_coding
ENSMUSG00000073610	ENSMUST00000097634	18	1	33623817	33632102	Gm10549	protein_coding
ENSMUSG00000024376	ENSMUST00000025234	18	-1	33955981	34166860	Epb4.1l4a	protein_coding
ENSMUSG00000005871	ENSMUST00000171187	18	1	34380578	34473160	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000079362	18	1	34380638	34478262	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000115781	18	1	34380638	34481843	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000170023	18	1	34380667	34459856	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000163295	18	1	34380906	34436245	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000170195	18	1	34407348	34423349	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000066133	18	1	34407352	34449999	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000165590	18	1	34459620	34473980	Apc	protein_coding
ENSMUSG00000005871	ENSMUST00000167136	18	1	34460915	34470391	Apc	protein_coding
ENSMUSG00000014504	ENSMUST00000126518	18	1	34490501	34495999	Srp19	protein_coding
ENSMUSG00000014504	ENSMUST00000131713	18	1	34490777	34496175	Srp19	protein_coding
ENSMUSG00000014504	ENSMUST00000140279	18	1	34490799	34496205	Srp19	protein_coding
ENSMUSG00000014504	ENSMUST00000072576	18	1	34490799	34496253	Srp19	protein_coding
ENSMUSG00000014504	ENSMUST00000119329	18	1	34490812	34496075	Srp19	protein_coding
ENSMUSG00000014504	ENSMUST00000142010	18	1	34490830	34496207	Srp19	protein_coding
ENSMUSG00000014504	ENSMUST00000164278	18	1	34490830	34496207	Srp19	protein_coding
ENSMUSG00000005873	ENSMUST00000006027	18	-1	34504543	34533069	Reep5	protein_coding
ENSMUSG00000014503	ENSMUST00000097629	18	1	34569077	34580715	Pkd2l2	protein_coding
ENSMUSG00000014503	ENSMUST00000166156	18	1	34569077	34601448	Pkd2l2	protein_coding
ENSMUSG00000014503	ENSMUST00000014647	18	1	34569077	34602445	Pkd2l2	protein_coding
ENSMUSG00000036501	ENSMUST00000040506	18	-1	34602006	34666477	Fam13b	protein_coding
ENSMUSG00000012282	ENSMUST00000012426	18	1	34701967	34707927	Wnt8a	protein_coding
ENSMUSG00000035984	ENSMUST00000134875	18	-1	34722288	34738754	Nme5	protein_coding
ENSMUSG00000035984	ENSMUST00000079287	18	-1	34722290	34738769	Nme5	protein_coding
ENSMUSG00000035984	ENSMUST00000155114	18	-1	34722338	34738741	Nme5	protein_coding
ENSMUSG00000035984	ENSMUST00000154342	18	-1	34726692	34738737	Nme5	protein_coding
ENSMUSG00000049357	ENSMUST00000056932	18	-1	34739500	34757122	4933408B17Rik	protein_coding
ENSMUSG00000049357	ENSMUST00000129566	18	-1	34739599	34756999	4933408B17Rik	protein_coding
ENSMUSG00000003778	ENSMUST00000003876	18	-1	34758269	34784255	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000115766	18	-1	34758269	34784255	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000152612	18	-1	34759484	34784207	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000097626	18	-1	34759513	34784255	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000115765	18	-1	34760829	34784255	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000153569	18	-1	34769916	34784255	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000145431	18	-1	34770893	34784208	Brd8	protein_coding
ENSMUSG00000003778	ENSMUST00000127159	18	-1	34781568	34784255	Brd8	protein_coding
ENSMUSG00000003779	ENSMUST00000167161	18	1	34784278	34792919	Kif20a	protein_coding
ENSMUSG00000003779	ENSMUST00000003877	18	1	34784590	34792919	Kif20a	protein_coding
ENSMUSG00000003779	ENSMUST00000166044	18	1	34784687	34792919	Kif20a	protein_coding
ENSMUSG00000024370	ENSMUST00000025228	18	-1	34790605	34811389	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000133181	18	-1	34791337	34811389	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000138400	18	-1	34793332	34794284	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000133162	18	-1	34795708	34811372	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000136949	18	-1	34795711	34796746	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000155307	18	-1	34796713	34797525	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000136943	18	-1	34801037	34804973	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000151409	18	-1	34806506	34811372	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000135208	18	-1	34807358	34811376	Cdc23	protein_coding
ENSMUSG00000024370	ENSMUST00000055365	18	-1	34810784	34811389	Cdc23	protein_coding
ENSMUSG00000024366	ENSMUST00000025224	18	-1	34849557	34880041	Gfra3	protein_coding
ENSMUSG00000044201	ENSMUST00000060710	18	-1	34892651	34911187	Cdc25c	protein_coding
ENSMUSG00000078240	ENSMUST00000105038	18	1	34897021	34897665	Gm3550	protein_coding
ENSMUSG00000034300	ENSMUST00000049281	18	1	34918560	34933414	Fam53c	protein_coding
ENSMUSG00000034300	ENSMUST00000091951	18	1	34919210	34932119	Fam53c	protein_coding
ENSMUSG00000034300	ENSMUST00000097622	18	1	34919210	34933392	Fam53c	protein_coding
ENSMUSG00000038773	ENSMUST00000091950	18	1	34936662	34997936	Kdm3b	protein_coding
ENSMUSG00000038773	ENSMUST00000043775	18	1	34936662	34999024	Kdm3b	protein_coding
ENSMUSG00000038773	ENSMUST00000091949	18	1	34936662	34999024	Kdm3b	protein_coding
ENSMUSG00000038773	ENSMUST00000097621	18	1	34949344	34964284	Kdm3b	protein_coding
ENSMUSG00000038555	ENSMUST00000043484	18	1	35000312	35007106	Reep2	protein_coding
ENSMUSG00000038418	ENSMUST00000064795	18	1	35019477	35024638	Egr1	protein_coding
ENSMUSG00000038418	ENSMUST00000165033	18	1	35020861	35024610	Egr1	protein_coding
ENSMUSG00000091428	ENSMUST00000169431	18	-1	35024439	35024763	Gm17507	protein_coding
ENSMUSG00000024360	ENSMUST00000025218	18	-1	35062446	35091657	Etf1	protein_coding
ENSMUSG00000024359	ENSMUST00000025217	18	-1	35097068	35114011	Hspa9	protein_coding
ENSMUSG00000024359	ENSMUST00000173701	18	-1	35097921	35098964	Hspa9	protein_coding
ENSMUSG00000024359	ENSMUST00000172829	18	-1	35098350	35100516	Hspa9	protein_coding
ENSMUSG00000024359	ENSMUST00000173806	18	-1	35107826	35111227	Hspa9	protein_coding
ENSMUSG00000090620	ENSMUST00000003122	18	-1	35129314	35130423	Gm6724	protein_coding
ENSMUSG00000037815	ENSMUST00000042345	18	1	35278542	35414427	Ctnna1	protein_coding
ENSMUSG00000071862	ENSMUST00000091636	18	-1	35368665	35374678	Lrrtm2	protein_coding
ENSMUSG00000024357	ENSMUST00000025215	18	-1	35426054	35658579	Sil1	protein_coding
ENSMUSG00000062742	ENSMUST00000081864	18	1	35696237	35696605	Gm5239	protein_coding
ENSMUSG00000037236	ENSMUST00000041514	18	1	35721812	35751699	Matr3	protein_coding
ENSMUSG00000037236	ENSMUST00000166793	18	1	35721812	35751699	Matr3	protein_coding
ENSMUSG00000037058	ENSMUST00000041314	18	1	35758271	35776840	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115737	18	1	35758278	35776004	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115736	18	1	35758295	35776173	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115735	18	1	35758303	35776837	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000115734	18	1	35758891	35776049	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000151126	18	1	35769938	35773079	Paip2	protein_coding
ENSMUSG00000037058	ENSMUST00000152312	18	1	35770639	35773528	Paip2	protein_coding
ENSMUSG00000024354	ENSMUST00000025212	18	-1	35774258	35786898	Slc23a1	protein_coding
ENSMUSG00000024354	ENSMUST00000150877	18	-1	35779028	35786850	Slc23a1	protein_coding
ENSMUSG00000024354	ENSMUST00000153293	18	-1	35779724	35782260	Slc23a1	protein_coding
ENSMUSG00000024354	ENSMUST00000123242	18	-1	35782478	35786890	Slc23a1	protein_coding
ENSMUSG00000024353	ENSMUST00000025211	18	-1	35806920	35809021	2010001M09Rik	protein_coding
ENSMUSG00000073600	ENSMUST00000097619	18	-1	35811821	35814841	Gm1614	protein_coding
ENSMUSG00000024352	ENSMUST00000025209	18	-1	35816344	35821840	Spata24	protein_coding
ENSMUSG00000024352	ENSMUST00000096573	18	-1	35819671	35821840	Spata24	protein_coding
ENSMUSG00000024350	ENSMUST00000025208	18	-1	35830757	35862798	Dnajc18	protein_coding
ENSMUSG00000073598	ENSMUST00000143778	18	1	35862879	35889424	1700066B19Rik	protein_coding
ENSMUSG00000073599	ENSMUST00000097618	18	-1	35872740	35881145	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000133064	18	-1	35872740	35882010	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000134656	18	-1	35872927	35876944	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000123973	18	-1	35873414	35876944	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000124237	18	-1	35876902	35877541	Ecscr	protein_coding
ENSMUSG00000073599	ENSMUST00000143684	18	-1	35877169	35881947	Ecscr	protein_coding
ENSMUSG00000073598	ENSMUST00000097617	18	1	35886643	35890523	1700066B19Rik	protein_coding
ENSMUSG00000024349	ENSMUST00000115728	18	-1	35893332	35900208	Tmem173	protein_coding
ENSMUSG00000024349	ENSMUST00000025207	18	-1	35893690	35900107	Tmem173	protein_coding
ENSMUSG00000091842	ENSMUST00000165299	18	1	35929972	35930325	Gm16490	protein_coding
ENSMUSG00000091896	ENSMUST00000170693	18	1	35931213	35966826	Ube2d2	protein_coding
ENSMUSG00000091896	ENSMUST00000167406	18	1	35931256	35966817	Ube2d2	protein_coding
ENSMUSG00000046668	ENSMUST00000060722	18	1	35989472	36021341	Cxxc5	protein_coding
ENSMUSG00000024347	ENSMUST00000025205	18	1	36124484	36174366	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000115716	18	1	36124484	36174366	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000176873	18	1	36124719	36174366	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000177432	18	1	36124721	36174369	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000176472	18	1	36124756	36174234	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000175734	18	1	36124759	36174328	Psd2	protein_coding
ENSMUSG00000024347	ENSMUST00000175720	18	1	36146673	36165738	Psd2	protein_coding
ENSMUSG00000060275	ENSMUST00000039278	18	-1	36177333	36356814	Nrg2	protein_coding
ENSMUSG00000060275	ENSMUST00000115712	18	-1	36177361	36357034	Nrg2	protein_coding
ENSMUSG00000060275	ENSMUST00000115713	18	-1	36177361	36357034	Nrg2	protein_coding
ENSMUSG00000060275	ENSMUST00000115704	18	-1	36187050	36356814	Nrg2	protein_coding
ENSMUSG00000060275	ENSMUST00000115705	18	-1	36187050	36356886	Nrg2	protein_coding
ENSMUSG00000060275	ENSMUST00000115703	18	-1	36197335	36356814	Nrg2	protein_coding
ENSMUSG00000043991	ENSMUST00000051301	18	1	36440751	36461175	Pura	protein_coding
ENSMUSG00000046727	ENSMUST00000139727	18	1	36505273	36526374	0610010O12Rik	protein_coding
ENSMUSG00000046727	ENSMUST00000050584	18	1	36508351	36562634	0610010O12Rik	protein_coding
ENSMUSG00000046727	ENSMUST00000145439	18	1	36508417	36527909	0610010O12Rik	protein_coding
ENSMUSG00000046727	ENSMUST00000152804	18	1	36508428	36553024	0610010O12Rik	protein_coding
ENSMUSG00000046727	ENSMUST00000144158	18	1	36525435	36562194	0610010O12Rik	protein_coding
ENSMUSG00000024346	ENSMUST00000025204	18	-1	36563333	36614149	Pfdn1	protein_coding
ENSMUSG00000024486	ENSMUST00000025363	18	-1	36664583	36675459	Hbegf	protein_coding
ENSMUSG00000024485	ENSMUST00000074298	18	1	36687805	36715909	Slc4a9	protein_coding
ENSMUSG00000024485	ENSMUST00000097616	18	1	36687805	36715909	Slc4a9	protein_coding
ENSMUSG00000024485	ENSMUST00000115693	18	1	36687811	36700947	Slc4a9	protein_coding
ENSMUSG00000024485	ENSMUST00000115694	18	1	36687811	36700947	Slc4a9	protein_coding
ENSMUSG00000024483	ENSMUST00000134146	18	1	36719641	36743335	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000115692	18	1	36720257	36818562	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000006205	18	1	36720265	36818562	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000155329	18	1	36720265	36818562	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000142977	18	1	36720332	36825571	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000143966	18	1	36740731	36743646	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000152060	18	1	36760454	36784676	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000142780	18	1	36765847	36794023	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000136030	18	1	36773563	36794011	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000156424	18	1	36773966	36784266	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000130035	18	1	36797978	36802642	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000153612	18	1	36798202	36802648	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000152940	18	1	36801027	36803924	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000037072	18	1	36803952	36818567	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000140061	18	1	36807514	36825571	Ankhd1	protein_coding
ENSMUSG00000024483	ENSMUST00000116653	18	1	36815164	36818464	Ankhd1	protein_coding
ENSMUSG00000090264	ENSMUST00000036765	18	1	36823714	36825571	Eif4ebp3	protein_coding
ENSMUSG00000006050	ENSMUST00000173875	18	-1	36826335	36830850	Sra1	protein_coding
ENSMUSG00000006050	ENSMUST00000169080	18	-1	36826842	36829965	Sra1	protein_coding
