ENSMUSG00000055452	ENSMUST00000069044	7	-1	3108535	3111950	Gm7353	protein_coding
ENSMUSG00000030409	ENSMUST00000154199	7	1	19669219	19679170	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000108473	7	1	19669234	19679170	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000108474	7	1	19669290	19679170	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000149188	7	1	19670059	19673050	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000135839	7	1	19671849	19679168	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000137219	7	1	19671849	19679168	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000142725	7	1	19671849	19679168	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000147215	7	1	19672618	19674481	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000152050	7	1	19672842	19673980	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000128422	7	1	19672960	19677116	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000148472	7	1	19673095	19674707	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000132115	7	1	19673534	19678393	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000143938	7	1	19676832	19677710	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000148380	7	1	19676965	19677884	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000126264	7	1	19677567	19679120	Dmpk	protein_coding
ENSMUSG00000030409	ENSMUST00000140742	7	1	19677645	19678553	Dmpk	protein_coding
ENSMUSG00000040841	ENSMUST00000049454	7	1	19679943	19683898	Six5	protein_coding
ENSMUSG00000085601	ENSMUST00000127433	7	-1	19686900	19703690	Gm4969	protein_coding
ENSMUSG00000085601	ENSMUST00000141380	7	-1	19691172	19703717	Gm4969	protein_coding
ENSMUSG00000050428	ENSMUST00000053109	7	1	19705208	19723610	Fbxo46	protein_coding
ENSMUSG00000050428	ENSMUST00000165913	7	1	19717042	19723161	Fbxo46	protein_coding
ENSMUSG00000030407	ENSMUST00000032566	7	-1	19725566	19734545	Qpctl	protein_coding
ENSMUSG00000040824	ENSMUST00000049294	7	1	19735071	19738084	Snrpd2	protein_coding
ENSMUSG00000030406	ENSMUST00000094790	7	-1	19742474	19751476	Gipr	protein_coding
ENSMUSG00000040811	ENSMUST00000117338	7	1	19761770	19791606	Eml2	protein_coding
ENSMUSG00000040811	ENSMUST00000120595	7	1	19766508	19791831	Eml2	protein_coding
ENSMUSG00000040811	ENSMUST00000148246	7	1	19766530	19791827	Eml2	protein_coding
ENSMUSG00000040811	ENSMUST00000048502	7	1	19766553	19791828	Eml2	protein_coding
ENSMUSG00000040811	ENSMUST00000144054	7	1	19766565	19770268	Eml2	protein_coding
ENSMUSG00000040811	ENSMUST00000141718	7	1	19766586	19771707	Eml2	protein_coding
ENSMUSG00000040811	ENSMUST00000141792	7	1	19766681	19770271	Eml2	protein_coding
ENSMUSG00000040811	ENSMUST00000146095	7	1	19766955	19771720	Eml2	protein_coding
ENSMUSG00000044317	ENSMUST00000060225	7	1	19797887	19809525	Gpr4	protein_coding
ENSMUSG00000052214	ENSMUST00000063976	7	1	19813683	19833217	Opa3	protein_coding
ENSMUSG00000052214	ENSMUST00000161711	7	1	19813732	19841892	Opa3	protein_coding
ENSMUSG00000030403	ENSMUST00000032561	7	-1	19842278	19857166	Vasp	protein_coding
ENSMUSG00000030403	ENSMUST00000161488	7	-1	19842933	19843480	Vasp	protein_coding
ENSMUSG00000030403	ENSMUST00000162717	7	-1	19846010	19846425	Vasp	protein_coding
ENSMUSG00000030402	ENSMUST00000032560	7	-1	19862156	19865398	Ppm1n	protein_coding
ENSMUSG00000030401	ENSMUST00000032559	7	1	19868011	19881513	Rtn2	protein_coding
ENSMUSG00000030401	ENSMUST00000108468	7	1	19876448	19881508	Rtn2	protein_coding
ENSMUSG00000003545	ENSMUST00000003640	7	-1	19888070	19895394	Fosb	protein_coding
ENSMUSG00000003549	ENSMUST00000003645	7	1	19930127	19941873	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000160192	7	1	19930450	19940823	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000160909	7	1	19930456	19935888	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000160369	7	1	19930498	19940192	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000161378	7	1	19930509	19935535	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000176818	7	1	19933873	19938054	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000162992	7	1	19934825	19939699	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000162197	7	1	19937522	19940528	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000177486	7	1	19937982	19941871	Ercc1	protein_coding
ENSMUSG00000003549	ENSMUST00000176723	7	1	19939720	19941872	Ercc1	protein_coding
ENSMUSG00000047649	ENSMUST00000047036	7	-1	19942198	19944830	Cd3eap	protein_coding
ENSMUSG00000047649	ENSMUST00000176333	7	-1	19944188	19944832	Cd3eap	protein_coding
ENSMUSG00000040734	ENSMUST00000150448	7	1	19945098	19946665	Ppp1r13l	protein_coding
ENSMUSG00000040734	ENSMUST00000140836	7	1	19945119	19955286	Ppp1r13l	protein_coding
ENSMUSG00000040734	ENSMUST00000127785	7	1	19945995	19955282	Ppp1r13l	protein_coding
ENSMUSG00000040734	ENSMUST00000047621	7	1	19946565	19963882	Ppp1r13l	protein_coding
ENSMUSG00000040734	ENSMUST00000132655	7	1	19953847	19955260	Ppp1r13l	protein_coding
ENSMUSG00000030400	ENSMUST00000062831	7	1	19967359	19981043	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000136055	7	1	19967367	19971037	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000108461	7	1	19967380	19981041	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000108460	7	1	19967389	19981043	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000127363	7	1	19967557	19971242	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000129249	7	1	19967618	19979810	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000169839	7	1	19967618	19981041	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000128167	7	1	19973552	19979029	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000129291	7	1	19975745	19977255	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000135693	7	1	19978779	19980135	Ercc2	protein_coding
ENSMUSG00000030400	ENSMUST00000145039	7	1	19979010	19979414	Ercc2	protein_coding
ENSMUSG00000040714	ENSMUST00000108458	7	-1	19979786	19989453	Klc3	protein_coding
ENSMUSG00000040714	ENSMUST00000047170	7	-1	19979789	19985227	Klc3	protein_coding
ENSMUSG00000040714	ENSMUST00000108459	7	-1	19979789	19985270	Klc3	protein_coding
ENSMUSG00000040714	ENSMUST00000154419	7	-1	19979850	19981331	Klc3	protein_coding
ENSMUSG00000040714	ENSMUST00000108457	7	-1	19979913	19984899	Klc3	protein_coding
ENSMUSG00000040714	ENSMUST00000125246	7	-1	19980703	19981931	Klc3	protein_coding
ENSMUSG00000030399	ENSMUST00000003643	7	1	19996443	20006932	Ckm	protein_coding
ENSMUSG00000091658	ENSMUST00000168685	7	1	19996973	19997621	Gm17405	protein_coding
ENSMUSG00000040705	ENSMUST00000047020	7	-1	20004161	20006766	A930016O22Rik	protein_coding
ENSMUSG00000030397	ENSMUST00000171766	7	-1	20010816	20013650	Mark4	protein_coding
ENSMUSG00000030397	ENSMUST00000085715	7	-1	20011424	20043843	Mark4	protein_coding
ENSMUSG00000011263	ENSMUST00000011407	7	1	20074405	20082109	Exoc3l2	protein_coding
ENSMUSG00000011263	ENSMUST00000137613	7	1	20074405	20082109	Exoc3l2	protein_coding
ENSMUSG00000057667	ENSMUST00000077408	7	-1	20091163	20093680	Bloc1s3	protein_coding
ENSMUSG00000002043	ENSMUST00000136873	7	1	20094019	20101487	Trappc6a	protein_coding
ENSMUSG00000002043	ENSMUST00000147114	7	1	20094059	20101494	Trappc6a	protein_coding
ENSMUSG00000002043	ENSMUST00000002112	7	1	20094061	20101494	Trappc6a	protein_coding
ENSMUSG00000002043	ENSMUST00000108455	7	1	20094075	20101490	Trappc6a	protein_coding
ENSMUSG00000002043	ENSMUST00000129808	7	1	20094079	20100667	Trappc6a	protein_coding
ENSMUSG00000002043	ENSMUST00000135972	7	1	20099769	20101485	Trappc6a	protein_coding
ENSMUSG00000060621	ENSMUST00000078908	7	1	20104080	20110399	Nkpd1	protein_coding
ENSMUSG00000051403	ENSMUST00000058444	7	-1	20116316	20147747	Ppp1r37	protein_coding
ENSMUSG00000044709	ENSMUST00000117222	7	-1	20150295	20159172	Gemin7	protein_coding
ENSMUSG00000044709	ENSMUST00000051364	7	-1	20150298	20158692	Gemin7	protein_coding
ENSMUSG00000044709	ENSMUST00000122127	7	-1	20150436	20158317	Gemin7	protein_coding
ENSMUSG00000044709	ENSMUST00000122055	7	-1	20150468	20158438	Gemin7	protein_coding
ENSMUSG00000044709	ENSMUST00000119912	7	-1	20150595	20158734	Gemin7	protein_coding
ENSMUSG00000044709	ENSMUST00000151646	7	-1	20150773	20158523	Gemin7	protein_coding
ENSMUSG00000011267	ENSMUST00000108453	7	1	20162636	20166005	Zfp296	protein_coding
ENSMUSG00000011267	ENSMUST00000011411	7	1	20162671	20166004	Zfp296	protein_coding
ENSMUSG00000061028	ENSMUST00000086041	7	-1	20166393	20189817	Clasrp	protein_coding
ENSMUSG00000002983	ENSMUST00000049912	7	-1	20191566	20214787	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000094762	7	-1	20191566	20214787	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000131759	7	-1	20191566	20214787	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000137615	7	-1	20191566	20214787	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000148040	7	-1	20191566	20214787	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000098754	7	-1	20191902	20214597	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000130543	7	-1	20201724	20214133	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000108452	7	-1	20202696	20214787	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000153309	7	-1	20203122	20213822	Relb	protein_coding
ENSMUSG00000002983	ENSMUST00000141586	7	-1	20203186	20213783	Relb	protein_coding
ENSMUSG00000002981	ENSMUST00000055242	7	-1	20216930	20250379	Clptm1	protein_coding
ENSMUSG00000002992	ENSMUST00000003074	7	-1	20256928	20262213	Apoc2	protein_coding
ENSMUSG00000002992	ENSMUST00000134116	7	-1	20256933	20259269	Apoc2	protein_coding
ENSMUSG00000002992	ENSMUST00000142352	7	-1	20256933	20263290	Apoc2	protein_coding
ENSMUSG00000002992	ENSMUST00000150569	7	-1	20256933	20266759	Apoc2	protein_coding
ENSMUSG00000002992	ENSMUST00000127648	7	-1	20258578	20266772	Apoc2	protein_coding
ENSMUSG00000074336	ENSMUST00000003071	7	-1	20263443	20266765	Apoc4	protein_coding
ENSMUSG00000040564	ENSMUST00000108451	7	-1	20274833	20277945	Apoc1	protein_coding
ENSMUSG00000040564	ENSMUST00000045035	7	-1	20274833	20278007	Apoc1	protein_coding
ENSMUSG00000002985	ENSMUST00000174064	7	-1	20281458	20284515	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000167646	7	-1	20281616	20284401	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000173739	7	-1	20281621	20283756	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174355	7	-1	20281621	20284357	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000003066	7	-1	20281621	20284401	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000172983	7	-1	20281969	20284387	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174144	7	-1	20281970	20283970	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000172808	7	-1	20282193	20283596	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174710	7	-1	20282589	20284399	Apoe	protein_coding
ENSMUSG00000002985	ENSMUST00000174191	7	-1	20282605	20283616	Apoe	protein_coding
ENSMUSG00000002984	ENSMUST00000093552	7	-1	20286662	20300787	Tomm40	protein_coding
ENSMUSG00000002984	ENSMUST00000032555	7	-1	20286678	20300774	Tomm40	protein_coding
ENSMUSG00000002984	ENSMUST00000174476	7	-1	20287170	20296314	Tomm40	protein_coding
ENSMUSG00000002984	ENSMUST00000172705	7	-1	20288014	20288489	Tomm40	protein_coding
ENSMUSG00000002984	ENSMUST00000173966	7	-1	20296763	20300777	Tomm40	protein_coding
ENSMUSG00000062300	ENSMUST00000075447	7	-1	20301993	20334922	Pvrl2	protein_coding
ENSMUSG00000062300	ENSMUST00000108450	7	-1	20309514	20334922	Pvrl2	protein_coding
ENSMUSG00000002980	ENSMUST00000003061	7	-1	20341480	20355896	Bcam	protein_coding
ENSMUSG00000002980	ENSMUST00000135632	7	-1	20341906	20342300	Bcam	protein_coding
ENSMUSG00000002980	ENSMUST00000133271	7	-1	20349022	20355844	Bcam	protein_coding
ENSMUSG00000002980	ENSMUST00000155244	7	-1	20350962	20356365	Bcam	protein_coding
ENSMUSG00000002980	ENSMUST00000133427	7	-1	20352336	20355844	Bcam	protein_coding
ENSMUSG00000040525	ENSMUST00000125050	7	-1	20364230	20374408	Cblc	protein_coding
ENSMUSG00000040525	ENSMUST00000148416	7	-1	20364974	20370789	Cblc	protein_coding
ENSMUSG00000040525	ENSMUST00000108449	7	-1	20365067	20382142	Cblc	protein_coding
ENSMUSG00000040525	ENSMUST00000043822	7	-1	20365067	20382158	Cblc	protein_coding
ENSMUSG00000040525	ENSMUST00000145755	7	-1	20371531	20377594	Cblc	protein_coding
ENSMUSG00000040525	ENSMUST00000131276	7	-1	20375725	20378565	Cblc	protein_coding
ENSMUSG00000040525	ENSMUST00000131602	7	-1	20377204	20382154	Cblc	protein_coding
ENSMUSG00000053175	ENSMUST00000135609	7	-1	20393811	20396470	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000065454	7	-1	20393811	20408104	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000120537	7	-1	20393811	20408119	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000152768	7	-1	20396466	20397238	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000123375	7	-1	20396698	20398182	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000141996	7	-1	20396844	20401345	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000139680	7	-1	20396935	20407506	Bcl3	protein_coding
ENSMUSG00000053175	ENSMUST00000146194	7	-1	20397744	20408119	Bcl3	protein_coding
ENSMUSG00000092216	ENSMUST00000172815	7	1	20437352	20443696	Gm19345	protein_coding
ENSMUSG00000014686	ENSMUST00000014830	7	-1	20437446	20446648	Ceacam16	protein_coding
ENSMUSG00000049848	ENSMUST00000052605	7	-1	20461091	20473314	Ceacam19	protein_coding
ENSMUSG00000040511	ENSMUST00000043517	7	-1	20488927	20506509	Pvr	protein_coding
ENSMUSG00000040511	ENSMUST00000159413	7	-1	20490420	20496213	Pvr	protein_coding
ENSMUSG00000040511	ENSMUST00000160572	7	-1	20501113	20506462	Pvr	protein_coding
ENSMUSG00000040511	ENSMUST00000159261	7	-1	20502626	20506462	Pvr	protein_coding
ENSMUSG00000040498	ENSMUST00000043440	7	-1	20522654	20536092	2210010C17Rik	protein_coding
ENSMUSG00000070778	ENSMUST00000094754	7	1	20539120	20539932	Rpl7a-ps8	protein_coding
ENSMUSG00000070777	ENSMUST00000094753	7	1	20550761	20576462	Ceacam20	protein_coding
ENSMUSG00000060508	ENSMUST00000137183	7	1	20593372	20608912	Nlrp9b	protein_coding
ENSMUSG00000060508	ENSMUST00000073151	7	1	20593372	20648289	Nlrp9b	protein_coding
ENSMUSG00000060508	ENSMUST00000094751	7	1	20593383	20658655	Nlrp9b	protein_coding
ENSMUSG00000060508	ENSMUST00000117909	7	1	20604521	20658655	Nlrp9b	protein_coding
ENSMUSG00000060508	ENSMUST00000167945	7	1	20609758	20648285	Nlrp9b	protein_coding
ENSMUSG00000090393	ENSMUST00000165330	7	1	20686507	20687430	Vmn1r91	protein_coding
ENSMUSG00000074334	ENSMUST00000079099	7	-1	20707005	20707928	Gm16442	protein_coding
ENSMUSG00000074333	ENSMUST00000098747	7	-1	20723472	20724437	Vmn1r93	protein_coding
ENSMUSG00000091701	ENSMUST00000164526	7	-1	20752809	20753726	Vmn1r94	protein_coding
ENSMUSG00000091197	ENSMUST00000168984	7	1	20779059	20779982	Vmn1r95	protein_coding
ENSMUSG00000091161	ENSMUST00000169774	7	-1	20790033	20790956	Gm6164	protein_coding
ENSMUSG00000091493	ENSMUST00000168580	7	-1	20818257	20819177	Gm4498	protein_coding
ENSMUSG00000078792	ENSMUST00000108446	7	-1	20845800	20848183	Gm5890	protein_coding
ENSMUSG00000092347	ENSMUST00000172989	7	-1	20918491	20919414	Gm4133	protein_coding
ENSMUSG00000078419	ENSMUST00000105209	7	-1	20959842	20960759	Gm5728	protein_coding
ENSMUSG00000074331	ENSMUST00000098745	7	1	21003291	21004214	Vmn1r100	protein_coding
ENSMUSG00000090932	ENSMUST00000164245	7	-1	21027019	21027942	Vmn1r101	protein_coding
ENSMUSG00000074330	ENSMUST00000098744	7	-1	21059309	21060274	Gm10670	protein_coding
ENSMUSG00000091884	ENSMUST00000163461	7	-1	21094966	21095883	Vmn1r103	protein_coding
ENSMUSG00000091121	ENSMUST00000169689	7	1	21119186	21120109	Vmn1r104	protein_coding
ENSMUSG00000092453	ENSMUST00000173886	7	-1	21130183	21131106	Gm5726	protein_coding
ENSMUSG00000092594	ENSMUST00000174364	7	-1	21160670	21161590	Gm4141	protein_coding
ENSMUSG00000091763	ENSMUST00000169258	7	1	21254267	21255190	Vmn1r107	protein_coding
ENSMUSG00000090580	ENSMUST00000168421	7	-1	21287648	21288568	Gm4144	protein_coding
ENSMUSG00000090310	ENSMUST00000165259	7	-1	21309927	21312303	Gm5156	protein_coding
ENSMUSG00000074322	ENSMUST00000098736	7	1	21356583	21557259	Vmn1r112	protein_coding
ENSMUSG00000092498	ENSMUST00000174374	7	1	21357947	21358840	Vmn1r109	protein_coding
ENSMUSG00000092170	ENSMUST00000174844	7	1	21453936	21454859	Vmn1r110	protein_coding
ENSMUSG00000091608	ENSMUST00000166863	7	-1	21487315	21488235	Vmn1r111	protein_coding
ENSMUSG00000092058	ENSMUST00000098735	7	-1	21509610	21511986	Gm10668	protein_coding
ENSMUSG00000074322	ENSMUST00000174538	7	1	21556204	21557097	Vmn1r112	protein_coding
ENSMUSG00000091638	ENSMUST00000168794	7	1	21572304	21573227	Vmn1r113	protein_coding
ENSMUSG00000091638	ENSMUST00000173723	7	1	21572304	21573227	Vmn1r113	protein_coding
ENSMUSG00000074323	ENSMUST00000098737	7	-1	21596240	21597205	Vmn1r114	protein_coding
ENSMUSG00000091435	ENSMUST00000169374	7	-1	21629117	21630004	Vmn1r115	protein_coding
ENSMUSG00000090835	ENSMUST00000164288	7	1	21657275	21658198	Vmn1r116	protein_coding
ENSMUSG00000090651	ENSMUST00000166937	7	-1	21668217	21669140	Vmn1r117	protein_coding
ENSMUSG00000091935	ENSMUST00000172322	7	-1	21696446	21697366	Vmn1r118	protein_coding
ENSMUSG00000091433	ENSMUST00000164683	7	-1	21796551	21797474	Vmn1r119	protein_coding
ENSMUSG00000091988	ENSMUST00000105202	7	-1	21837886	21838803	Vmn1r120	protein_coding
ENSMUSG00000078407	ENSMUST00000105197	7	-1	21882588	21883532	Vmn1r121	protein_coding
ENSMUSG00000091225	ENSMUST00000164409	7	-1	21918230	21919147	Vmn1r122	protein_coding
ENSMUSG00000091320	ENSMUST00000166948	7	1	21947204	21948127	Vmn1r123	protein_coding
ENSMUSG00000078410	ENSMUST00000105200	7	-1	22044713	22045636	Vmn1r124	protein_coding
ENSMUSG00000074325	ENSMUST00000098739	7	1	22057198	22058121	Vmn1r125	protein_coding
ENSMUSG00000090745	ENSMUST00000168398	7	-1	22085521	22086486	Vmn1r126	protein_coding
ENSMUSG00000078409	ENSMUST00000105199	7	-1	22103963	22104880	Vmn1r127	protein_coding
ENSMUSG00000092136	ENSMUST00000169165	7	1	22134392	22135315	Vmn1r128	protein_coding
ENSMUSG00000090880	ENSMUST00000165961	7	-1	22145387	22146310	Vmn1r129	protein_coding
ENSMUSG00000090376	ENSMUST00000098741	7	-1	22211705	22354860	Gm6882	protein_coding
ENSMUSG00000092013	ENSMUST00000164335	7	1	22296799	22297722	Vmn1r130	protein_coding
ENSMUSG00000092501	ENSMUST00000174622	7	-1	22330189	22331109	Gm4172	protein_coding
ENSMUSG00000091120	ENSMUST00000165728	7	-1	22352416	22462684	Gm4545	protein_coding
ENSMUSG00000074316	ENSMUST00000165894	7	1	22399111	22400004	Vmn1r132	protein_coding
ENSMUSG00000092391	ENSMUST00000172863	7	-1	22545550	22546494	Gm4175	protein_coding
ENSMUSG00000078406	ENSMUST00000105196	7	-1	22580830	22581747	Gm4177	protein_coding
ENSMUSG00000090829	ENSMUST00000170931	7	1	22617370	22618293	Vmn1r135	protein_coding
ENSMUSG00000078405	ENSMUST00000105195	7	-1	22628363	22629286	Gm5725	protein_coding
ENSMUSG00000091765	ENSMUST00000169475	7	-1	22694512	22696920	Gm5891	protein_coding
ENSMUSG00000078404	ENSMUST00000105194	7	1	22779606	22780529	Vmn1r137	protein_coding
ENSMUSG00000078403	ENSMUST00000105193	7	-1	22812996	22813916	Gm4179	protein_coding
ENSMUSG00000074312	ENSMUST00000098725	7	-1	22835290	22837667	Gm6176	protein_coding
ENSMUSG00000074311	ENSMUST00000173668	7	1	22854076	22882926	Vmn1r139	protein_coding
ENSMUSG00000074311	ENSMUST00000169730	7	1	22881886	22882779	Vmn1r139	protein_coding
ENSMUSG00000092590	ENSMUST00000173484	7	-1	22902341	22903264	Gm16451	protein_coding
ENSMUSG00000074310	ENSMUST00000098722	7	-1	22918795	22919760	Gm10666	protein_coding
ENSMUSG00000090973	ENSMUST00000169697	7	-1	22948137	22949054	Vmn1r142	protein_coding
ENSMUSG00000091789	ENSMUST00000171622	7	1	22974396	22975319	Vmn1r143	protein_coding
ENSMUSG00000091554	ENSMUST00000163096	7	-1	22985360	22986283	Gm8653	protein_coding
ENSMUSG00000091261	ENSMUST00000167253	7	-1	23013583	23014503	Gm8453	protein_coding
ENSMUSG00000092420	ENSMUST00000172551	7	-1	23113813	23114736	Gm4187	protein_coding
ENSMUSG00000078397	ENSMUST00000105187	7	-1	23155141	23156058	Gm8660	protein_coding
ENSMUSG00000074309	ENSMUST00000098721	7	1	23198602	23199525	Vmn1r148	protein_coding
ENSMUSG00000091276	ENSMUST00000165916	7	-1	23222325	23223248	Vmn1r149	protein_coding
ENSMUSG00000074308	ENSMUST00000098720	7	-1	23248129	23249094	Gm10665	protein_coding
ENSMUSG00000090495	ENSMUST00000166079	7	-1	23283780	23284697	Vmn1r151	protein_coding
ENSMUSG00000091755	ENSMUST00000168326	7	1	23307986	23308909	Vmn1r152	protein_coding
ENSMUSG00000092479	ENSMUST00000174637	7	-1	23318983	23319906	Gm8677	protein_coding
ENSMUSG00000092598	ENSMUST00000174775	7	-1	23349442	23350362	Gm4201	protein_coding
ENSMUSG00000091436	ENSMUST00000172456	7	1	23443037	23443960	Vmn1r155	protein_coding
ENSMUSG00000090988	ENSMUST00000165005	7	-1	23476416	23477336	Gm8693	protein_coding
ENSMUSG00000074306	ENSMUST00000098719	7	-1	23498696	23501072	Gm4567	protein_coding
ENSMUSG00000074304	ENSMUST00000167942	7	1	23546716	23547609	Vmn1r157	protein_coding
ENSMUSG00000092582	ENSMUST00000174643	7	-1	23574878	23575801	Vmn1r158	protein_coding
ENSMUSG00000091236	ENSMUST00000167871	7	-1	23627707	23628624	Vmn1r159	protein_coding
ENSMUSG00000092145	ENSMUST00000171745	7	1	23656243	23657166	Vmn1r160	protein_coding
ENSMUSG00000092297	ENSMUST00000174451	7	-1	23768733	23769692	Gm4214	protein_coding
ENSMUSG00000091889	ENSMUST00000168926	7	-1	23804025	23804942	Gm4216	protein_coding
ENSMUSG00000090830	ENSMUST00000164537	7	1	23840559	23841482	Vmn1r163	protein_coding
ENSMUSG00000091505	ENSMUST00000168392	7	-1	23851552	23852475	Gm8720	protein_coding
ENSMUSG00000091664	ENSMUST00000168053	7	-1	23917701	23920109	Gm10662	protein_coding
ENSMUSG00000090848	ENSMUST00000163682	7	1	24002351	24003274	Vmn1r165	protein_coding
ENSMUSG00000091766	ENSMUST00000164045	7	-1	24035781	24036701	Gm4220	protein_coding
ENSMUSG00000074295	ENSMUST00000098709	7	-1	24057886	24060262	Gm6902	protein_coding
ENSMUSG00000045693	ENSMUST00000076470	7	1	24086294	24146941	Nlrp4e	protein_coding
ENSMUSG00000045693	ENSMUST00000133392	7	1	24140019	24147289	Nlrp4e	protein_coding
ENSMUSG00000015721	ENSMUST00000086341	7	1	24170908	24226940	Nlrp5	protein_coding
ENSMUSG00000015721	ENSMUST00000166832	7	1	24170916	24226940	Nlrp5	protein_coding
ENSMUSG00000015721	ENSMUST00000015866	7	1	24170920	24226941	Nlrp5	protein_coding
ENSMUSG00000015721	ENSMUST00000108441	7	1	24189121	24226941	Nlrp5	protein_coding
ENSMUSG00000015721	ENSMUST00000133237	7	1	24189121	24226941	Nlrp5	protein_coding
ENSMUSG00000015721	ENSMUST00000139661	7	1	24189121	24226941	Nlrp5	protein_coding
ENSMUSG00000090715	ENSMUST00000164527	7	-1	24289661	24290608	Vmn1r167	protein_coding
ENSMUSG00000074291	ENSMUST00000098704	7	1	24325739	24326668	Vmn1r168	protein_coding
ENSMUSG00000091616	ENSMUST00000170290	7	1	24362204	24363118	Vmn1r169	protein_coding
ENSMUSG00000090985	ENSMUST00000170166	7	1	24391194	24392108	Vmn1r170	protein_coding
ENSMUSG00000062483	ENSMUST00000078458	7	1	24417007	24418587	Vmn1r171	protein_coding
ENSMUSG00000035523	ENSMUST00000038694	7	1	24443335	24445682	Vmn1r172	protein_coding
ENSMUSG00000035523	ENSMUST00000173101	7	1	24443440	24445680	Vmn1r172	protein_coding
ENSMUSG00000074289	ENSMUST00000098702	7	1	24485827	24488331	Vmn1r173	protein_coding
ENSMUSG00000074289	ENSMUST00000174055	7	1	24487361	24488332	Vmn1r173	protein_coding
ENSMUSG00000090411	ENSMUST00000167551	7	1	24538930	24539871	Vmn1r174	protein_coding
ENSMUSG00000091068	ENSMUST00000166141	7	-1	24593305	24594219	Vmn1r175	protein_coding
ENSMUSG00000091226	ENSMUST00000171073	7	-1	24619831	24620745	Vmn1r176	protein_coding
ENSMUSG00000057513	ENSMUST00000073967	7	-1	24650539	24651468	Vmn1r177	protein_coding
ENSMUSG00000062598	ENSMUST00000078593	7	1	24678548	24679462	Vmn1r178	protein_coding
ENSMUSG00000046924	ENSMUST00000049819	7	1	24713405	24714376	Vmn1r179	protein_coding
ENSMUSG00000092473	ENSMUST00000173816	7	1	24737406	24738375	Vmn1r180	protein_coding
ENSMUSG00000057946	ENSMUST00000077386	7	1	24768980	24770059	Vmn1r181	protein_coding
ENSMUSG00000092456	ENSMUST00000173571	7	1	24788110	24789266	V1rd19	protein_coding
ENSMUSG00000066723	ENSMUST00000086012	7	1	24839793	24840710	Vmn1r183	protein_coding
ENSMUSG00000057101	ENSMUST00000068975	7	1	24866943	24892717	Zfp180	protein_coding
ENSMUSG00000057101	ENSMUST00000171764	7	1	24866943	24892717	Zfp180	protein_coding
