ENSMUSG00000078222	ENSMUST00000105020	X	-1	3241670	3243629	Gm14346	protein_coding
ENSMUSG00000054727	ENSMUST00000067940	X	-1	51046078	51061008	1700013H16Rik	protein_coding
ENSMUSG00000059334	ENSMUST00000165081	X	-1	51075863	51079571	Zfp36l3	protein_coding
ENSMUSG00000059334	ENSMUST00000071711	X	-1	51077225	51079571	Zfp36l3	protein_coding
ENSMUSG00000054626	ENSMUST00000067782	X	-1	51080295	51100883	Xlr	protein_coding
ENSMUSG00000054626	ENSMUST00000067763	X	-1	51086925	51100873	Xlr	protein_coding
ENSMUSG00000054626	ENSMUST00000114810	X	-1	51086925	51100873	Xlr	protein_coding
ENSMUSG00000079590	ENSMUST00000169006	X	1	51743326	51942192	Gm16430	protein_coding
ENSMUSG00000079591	ENSMUST00000114809	X	1	51834385	51851193	Gm16405	protein_coding
ENSMUSG00000079590	ENSMUST00000114807	X	1	51925388	51942196	Gm16430	protein_coding
ENSMUSG00000067909	ENSMUST00000088740	X	1	52480053	52496900	Slxl1	protein_coding
ENSMUSG00000031125	ENSMUST00000033458	X	1	53389749	53406675	3830403N18Rik	protein_coding
ENSMUSG00000073177	ENSMUST00000101561	X	-1	53443004	53466058	Gm773	protein_coding
ENSMUSG00000073177	ENSMUST00000126937	X	-1	53446830	53466058	Gm773	protein_coding
ENSMUSG00000073176	ENSMUST00000101560	X	1	53599577	53618851	Zfp449	protein_coding
ENSMUSG00000054850	ENSMUST00000068106	X	1	53627787	53630976	Ncrna00086	protein_coding
ENSMUSG00000054850	ENSMUST00000129981	X	1	53628024	53630954	Ncrna00086	protein_coding
ENSMUSG00000058932	ENSMUST00000079663	X	1	53701142	53701543	Gm2174	protein_coding
ENSMUSG00000035967	ENSMUST00000134138	X	1	53708034	53761017	Ddx26b	protein_coding
ENSMUSG00000035967	ENSMUST00000039374	X	1	53708054	53761016	Ddx26b	protein_coding
ENSMUSG00000035967	ENSMUST00000101553	X	1	53708057	53748897	Ddx26b	protein_coding
ENSMUSG00000035967	ENSMUST00000172250	X	1	53708062	53761017	Ddx26b	protein_coding
ENSMUSG00000035967	ENSMUST00000132428	X	1	53708062	53761020	Ddx26b	protein_coding
ENSMUSG00000035967	ENSMUST00000143142	X	1	53736995	53761015	Ddx26b	protein_coding
ENSMUSG00000035967	ENSMUST00000142624	X	1	53758244	53760862	Ddx26b	protein_coding
ENSMUSG00000073173	ENSMUST00000101552	X	1	53777919	53778609	Gm10477	protein_coding
ENSMUSG00000064016	ENSMUST00000081133	X	-1	53797051	53802783	Gm648	protein_coding
ENSMUSG00000061273	ENSMUST00000059899	X	-1	53838689	53851246	Mmgt1	protein_coding
ENSMUSG00000060681	ENSMUST00000144068	X	1	53862934	53886756	Slc9a6	protein_coding
ENSMUSG00000060681	ENSMUST00000167531	X	1	53863012	53917406	Slc9a6	protein_coding
ENSMUSG00000060681	ENSMUST00000077741	X	1	53863031	53917407	Slc9a6	protein_coding
ENSMUSG00000060681	ENSMUST00000114784	X	1	53863033	53917018	Slc9a6	protein_coding
ENSMUSG00000023092	ENSMUST00000023854	X	1	53984964	54046523	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000114770	X	1	53984991	54046521	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000114769	X	1	53985042	54046515	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000116596	X	1	53985306	54045412	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000114773	X	1	54032614	54046517	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000114772	X	1	54032900	54046517	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000114768	X	1	54032907	54045765	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000155882	X	1	54032996	54042382	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000144600	X	1	54039704	54043843	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000151033	X	1	54040902	54042432	Fhl1	protein_coding
ENSMUSG00000023092	ENSMUST00000153401	X	1	54041175	54042920	Fhl1	protein_coding
ENSMUSG00000067878	ENSMUST00000114766	X	-1	54051035	54075503	Mtap7d3	protein_coding
ENSMUSG00000067878	ENSMUST00000135542	X	-1	54062832	54075491	Mtap7d3	protein_coding
ENSMUSG00000053852	ENSMUST00000154818	X	1	54123340	54233514	Gpr112	protein_coding
ENSMUSG00000053852	ENSMUST00000153784	X	1	54125720	54233546	Gpr112	protein_coding
ENSMUSG00000053852	ENSMUST00000136396	X	1	54147549	54254735	Gpr112	protein_coding
ENSMUSG00000053852	ENSMUST00000168724	X	1	54166598	54167128	Gpr112	protein_coding
ENSMUSG00000053852	ENSMUST00000096431	X	1	54216502	54233529	Gpr112	protein_coding
ENSMUSG00000053852	ENSMUST00000145035	X	1	54221297	54233536	Gpr112	protein_coding
ENSMUSG00000031130	ENSMUST00000033464	X	1	54296251	54301935	Brs3	protein_coding
ENSMUSG00000067873	ENSMUST00000114751	X	1	54306760	54310383	Htatsf1	protein_coding
ENSMUSG00000067873	ENSMUST00000088652	X	1	54306792	54320360	Htatsf1	protein_coding
ENSMUSG00000067873	ENSMUST00000134785	X	1	54307075	54310381	Htatsf1	protein_coding
ENSMUSG00000031131	ENSMUST00000033465	X	1	54341283	54359717	Vgll1	protein_coding
ENSMUSG00000031131	ENSMUST00000114745	X	1	54342489	54358706	Vgll1	protein_coding
ENSMUSG00000031131	ENSMUST00000114746	X	1	54342551	54359717	Vgll1	protein_coding
ENSMUSG00000031131	ENSMUST00000141936	X	1	54352763	54355238	Vgll1	protein_coding
ENSMUSG00000031132	ENSMUST00000033466	X	1	54465320	54477219	Cd40lg	protein_coding
ENSMUSG00000031133	ENSMUST00000151768	X	-1	54484662	54494066	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000033468	X	-1	54484662	54591906	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000114736	X	-1	54484664	54591906	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000114735	X	-1	54486617	54534771	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000175900	X	-1	54492407	54504521	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000176986	X	-1	54502164	54579776	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000134028	X	-1	54525405	54579778	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000175636	X	-1	54551689	54554036	Arhgef6	protein_coding
ENSMUSG00000031133	ENSMUST00000135098	X	-1	54589081	54591683	Arhgef6	protein_coding
ENSMUSG00000031134	ENSMUST00000140384	X	-1	54636707	54646158	Rbmx	protein_coding
ENSMUSG00000031134	ENSMUST00000033470	X	-1	54639207	54646213	Rbmx	protein_coding
ENSMUSG00000031134	ENSMUST00000098470	X	-1	54639207	54646213	Rbmx	protein_coding
ENSMUSG00000031134	ENSMUST00000114730	X	-1	54639535	54646139	Rbmx	protein_coding
ENSMUSG00000031134	ENSMUST00000114726	X	-1	54639539	54646213	Rbmx	protein_coding
ENSMUSG00000031134	ENSMUST00000143310	X	-1	54640093	54646197	Rbmx	protein_coding
ENSMUSG00000031134	ENSMUST00000133346	X	-1	54643320	54645974	Rbmx	protein_coding
ENSMUSG00000079584	ENSMUST00000114725	X	1	54662331	54741944	Gm364	protein_coding
ENSMUSG00000036357	ENSMUST00000057645	X	-1	54749845	54756934	Gpr101	protein_coding
ENSMUSG00000067860	ENSMUST00000137687	X	1	55275877	55284625	Zic3	protein_coding
ENSMUSG00000067860	ENSMUST00000088627	X	1	55283820	55289736	Zic3	protein_coding
ENSMUSG00000067860	ENSMUST00000088631	X	1	55284176	55289736	Zic3	protein_coding
ENSMUSG00000067860	ENSMUST00000088629	X	1	55284187	55294913	Zic3	protein_coding
ENSMUSG00000046180	ENSMUST00000118305	X	1	56162537	56173481	4930550L24Rik	protein_coding
ENSMUSG00000046180	ENSMUST00000062542	X	1	56164638	56173481	4930550L24Rik	protein_coding
ENSMUSG00000031137	ENSMUST00000033473	X	-1	56315322	56387613	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000119306	X	-1	56315322	56419341	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000119833	X	-1	56315322	56821248	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000138503	X	-1	56316667	56386391	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000123660	X	-1	56385051	56386339	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000124402	X	-1	56385054	56820649	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000131319	X	-1	56503985	56821248	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000145767	X	-1	56504062	56820998	Fgf13	protein_coding
ENSMUSG00000031137	ENSMUST00000150413	X	-1	56819991	56821225	Fgf13	protein_coding
ENSMUSG00000031138	ENSMUST00000033477	X	1	57252641	57283936	F9	protein_coding
ENSMUSG00000031139	ENSMUST00000170890	X	-1	57309131	57374209	Mcf2	protein_coding
ENSMUSG00000031139	ENSMUST00000101531	X	-1	57309133	57400877	Mcf2	protein_coding
ENSMUSG00000031139	ENSMUST00000063507	X	-1	57309133	57432266	Mcf2	protein_coding
ENSMUSG00000031139	ENSMUST00000033478	X	-1	57309136	57400820	Mcf2	protein_coding
ENSMUSG00000031139	ENSMUST00000168768	X	-1	57309142	57432266	Mcf2	protein_coding
ENSMUSG00000062949	ENSMUST00000154051	X	-1	57476467	57845873	Atp11c	protein_coding
ENSMUSG00000062949	ENSMUST00000171842	X	-1	57476470	57574807	Atp11c	protein_coding
ENSMUSG00000062949	ENSMUST00000033480	X	-1	57476470	57657156	Atp11c	protein_coding
ENSMUSG00000062949	ENSMUST00000101527	X	-1	57476470	57657156	Atp11c	protein_coding
ENSMUSG00000062949	ENSMUST00000133295	X	-1	57478800	57520007	Atp11c	protein_coding
ENSMUSG00000062949	ENSMUST00000138569	X	-1	57488638	57845873	Atp11c	protein_coding
ENSMUSG00000079583	ENSMUST00000114687	X	-1	57689227	57705652	Gm7073	protein_coding
ENSMUSG00000079583	ENSMUST00000166562	X	-1	57689338	57689946	Gm7073	protein_coding
ENSMUSG00000045179	ENSMUST00000135107	X	-1	58144545	58146605	Sox3	protein_coding
ENSMUSG00000045179	ENSMUST00000055041	X	-1	58145253	58146380	Sox3	protein_coding
ENSMUSG00000090546	ENSMUST00000166381	X	-1	58436421	58438733	Cdr1	protein_coding
ENSMUSG00000057615	ENSMUST00000075983	X	1	58962789	58964124	Ldoc1	protein_coding
ENSMUSG00000045330	ENSMUST00000051414	X	1	59540317	59545253	4933402E13Rik	protein_coding
ENSMUSG00000031194	ENSMUST00000033537	X	1	59721166	59721987	4931400O07Rik	protein_coding
ENSMUSG00000079579	ENSMUST00000114682	X	-1	61404579	61405373	Gm6760	protein_coding
ENSMUSG00000031179	ENSMUST00000033522	X	1	61426723	61431953	3830417A13Rik	protein_coding
ENSMUSG00000031179	ENSMUST00000151996	X	1	61427523	61430682	3830417A13Rik	protein_coding
ENSMUSG00000046699	ENSMUST00000069926	X	-1	61518060	61530171	Slitrk4	protein_coding
ENSMUSG00000046699	ENSMUST00000114679	X	-1	61522952	61530154	Slitrk4	protein_coding
ENSMUSG00000046699	ENSMUST00000156121	X	-1	61525903	61528997	Slitrk4	protein_coding
ENSMUSG00000031181	ENSMUST00000033524	X	1	62300819	62302189	Ctag2	protein_coding
ENSMUSG00000031182	ENSMUST00000033525	X	-1	63556536	63557399	4930447F04Rik	protein_coding
ENSMUSG00000036790	ENSMUST00000166241	X	1	63902493	63914568	Slitrk2	protein_coding
ENSMUSG00000036790	ENSMUST00000036043	X	1	63906182	63909663	Slitrk2	protein_coding
ENSMUSG00000079578	ENSMUST00000114675	X	-1	64936075	64946737	Gm1140	protein_coding
ENSMUSG00000079577	ENSMUST00000114672	X	1	64948873	64959525	Gm14692	protein_coding
ENSMUSG00000025288	ENSMUST00000026325	X	-1	65173039	65174625	4933436I01Rik	protein_coding
ENSMUSG00000000838	ENSMUST00000088546	X	1	65931716	65971138	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000101518	X	1	65931730	65965480	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000114651	X	1	65931730	65971127	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000133327	X	1	65931757	65933260	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000127954	X	1	65931757	65945669	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000146177	X	1	65931757	65960068	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000148348	X	1	65931757	65962052	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000114656	X	1	65931799	65971138	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000114649	X	1	65931871	65971127	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000114654	X	1	65931977	65971138	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000114655	X	1	65931977	65971138	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000114657	X	1	65931986	65971138	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000114653	X	1	65931992	65971138	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000142584	X	1	65947973	65959365	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000141728	X	1	65950837	65951510	Fmr1	protein_coding
ENSMUSG00000000838	ENSMUST00000127993	X	1	65965026	65966498	Fmr1	protein_coding
ENSMUSG00000062170	ENSMUST00000069731	X	1	66015014	66057742	Fmr1nb	protein_coding
ENSMUSG00000062170	ENSMUST00000114647	X	1	66015056	66057742	Fmr1nb	protein_coding
ENSMUSG00000062170	ENSMUST00000071848	X	1	66015109	66057742	Fmr1nb	protein_coding
ENSMUSG00000071748	ENSMUST00000096420	X	1	66074268	66078493	Gm14698	protein_coding
ENSMUSG00000056815	ENSMUST00000074894	X	-1	66145550	66146228	Gm6812	protein_coding
ENSMUSG00000031189	ENSMUST00000033532	X	1	66613469	67121212	Aff2	protein_coding
ENSMUSG00000031189	ENSMUST00000139977	X	1	66613680	66797798	Aff2	protein_coding
ENSMUSG00000031189	ENSMUST00000143097	X	1	66613875	67038351	Aff2	protein_coding
ENSMUSG00000031189	ENSMUST00000151662	X	1	67109870	67119952	Aff2	protein_coding
ENSMUSG00000059690	ENSMUST00000075654	X	1	67198475	67199153	1700020N15Rik	protein_coding
ENSMUSG00000035847	ENSMUST00000101509	X	-1	67596244	67618259	Ids	protein_coding
ENSMUSG00000035847	ENSMUST00000114633	X	-1	67596247	67618248	Ids	protein_coding
ENSMUSG00000035847	ENSMUST00000038111	X	-1	67596247	67618260	Ids	protein_coding
ENSMUSG00000035847	ENSMUST00000130519	X	-1	67604245	67614266	Ids	protein_coding
ENSMUSG00000045237	ENSMUST00000053981	X	1	67639052	67642592	1110012L19Rik	protein_coding
ENSMUSG00000073141	ENSMUST00000092405	X	-1	67647076	67647915	4930567H17Rik	protein_coding
ENSMUSG00000073139	ENSMUST00000101506	X	-1	67712928	67730355	BC023829	protein_coding
ENSMUSG00000073139	ENSMUST00000114630	X	-1	67714134	67730355	BC023829	protein_coding
ENSMUSG00000073139	ENSMUST00000154400	X	-1	67714229	67723354	BC023829	protein_coding
ENSMUSG00000073139	ENSMUST00000134954	X	-1	67716098	67730317	BC023829	protein_coding
ENSMUSG00000059401	ENSMUST00000114629	X	1	68303431	68407892	Mamld1	protein_coding
ENSMUSG00000059401	ENSMUST00000082088	X	1	68303431	68409231	Mamld1	protein_coding
ENSMUSG00000059401	ENSMUST00000171716	X	1	68354657	68407138	Mamld1	protein_coding
ENSMUSG00000031337	ENSMUST00000171933	X	1	68463942	68568470	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000101501	X	1	68468181	68513985	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000025391	X	1	68468181	68568470	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000061970	X	1	68468181	68568470	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000114621	X	1	68468203	68568463	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000134859	X	1	68468206	68552036	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000126208	X	1	68468211	68550755	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000033700	X	1	68468214	68568440	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000156452	X	1	68468234	68563486	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000114617	X	1	68468257	68568440	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000101502	X	1	68468257	68568470	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000151415	X	1	68468260	68489861	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000152810	X	1	68468260	68509476	Mtm1	protein_coding
ENSMUSG00000031337	ENSMUST00000129722	X	1	68554544	68568866	Mtm1	protein_coding
ENSMUSG00000015214	ENSMUST00000146213	X	1	68617935	68641931	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000015358	X	1	68617935	68672371	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000114601	X	1	68617935	68672371	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000132837	X	1	68618112	68647471	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000073451	X	1	68622987	68641909	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000080703	X	1	68622987	68641909	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000130909	X	1	68622987	68641909	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000149323	X	1	68622987	68641909	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000156756	X	1	68622987	68641909	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000156307	X	1	68644363	68645765	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000138565	X	1	68644864	68646102	Mtmr1	protein_coding
ENSMUSG00000015214	ENSMUST00000130179	X	1	68647166	68671839	Mtmr1	protein_coding
ENSMUSG00000035776	ENSMUST00000080035	X	-1	68673235	68745820	Cd99l2	protein_coding
ENSMUSG00000035776	ENSMUST00000037391	X	-1	68673235	68746024	Cd99l2	protein_coding
ENSMUSG00000035776	ENSMUST00000114586	X	-1	68673235	68746024	Cd99l2	protein_coding
ENSMUSG00000035776	ENSMUST00000114587	X	-1	68675799	68746024	Cd99l2	protein_coding
ENSMUSG00000035776	ENSMUST00000128515	X	-1	68692510	68745824	Cd99l2	protein_coding
ENSMUSG00000035776	ENSMUST00000148177	X	-1	68745074	68745780	Cd99l2	protein_coding
ENSMUSG00000091480	ENSMUST00000164174	X	1	68762411	68765281	Gm17665	protein_coding
ENSMUSG00000015217	ENSMUST00000072699	X	1	68809093	68813851	Hmgb3	protein_coding
ENSMUSG00000015217	ENSMUST00000114582	X	1	68809103	68813851	Hmgb3	protein_coding
ENSMUSG00000015217	ENSMUST00000015361	X	1	68809116	68813851	Hmgb3	protein_coding
ENSMUSG00000015217	ENSMUST00000088874	X	1	68809165	68813851	Hmgb3	protein_coding
ENSMUSG00000015217	ENSMUST00000123100	X	1	68810121	68812448	Hmgb3	protein_coding
ENSMUSG00000015217	ENSMUST00000132145	X	1	68810958	68812948	Hmgb3	protein_coding
ENSMUSG00000056380	ENSMUST00000171576	X	1	68916842	68922431	Gpr50	protein_coding
ENSMUSG00000056380	ENSMUST00000070449	X	1	68916842	68922432	Gpr50	protein_coding
ENSMUSG00000056380	ENSMUST00000131554	X	1	68917141	68920567	Gpr50	protein_coding
ENSMUSG00000056380	ENSMUST00000144712	X	1	68917141	68920567	Gpr50	protein_coding
ENSMUSG00000073131	ENSMUST00000114577	X	1	69061263	69070045	Vma21	protein_coding
ENSMUSG00000073131	ENSMUST00000114576	X	1	69062097	69070045	Vma21	protein_coding
ENSMUSG00000073131	ENSMUST00000114575	X	1	69062129	69070045	Vma21	protein_coding
ENSMUSG00000073131	ENSMUST00000154054	X	1	69062129	69085096	Vma21	protein_coding
ENSMUSG00000073131	ENSMUST00000101496	X	1	69062141	69081442	Vma21	protein_coding
ENSMUSG00000073131	ENSMUST00000138979	X	1	69062152	69066323	Vma21	protein_coding
ENSMUSG00000073130	ENSMUST00000154780	X	1	69174155	69181728	Gm1141	protein_coding
ENSMUSG00000073130	ENSMUST00000101495	X	1	69177777	69186209	Gm1141	protein_coding
ENSMUSG00000033361	ENSMUST00000126362	X	1	69207963	69211990	Prrg3	protein_coding
ENSMUSG00000033361	ENSMUST00000170096	X	1	69207964	69215449	Prrg3	protein_coding
ENSMUSG00000033361	ENSMUST00000048790	X	1	69208321	69218061	Prrg3	protein_coding
ENSMUSG00000053593	ENSMUST00000066116	X	1	69218325	69234385	Fate1	protein_coding
ENSMUSG00000053593	ENSMUST00000114569	X	1	69226861	69234385	Fate1	protein_coding
ENSMUSG00000053593	ENSMUST00000137031	X	1	69228544	69234107	Fate1	protein_coding
ENSMUSG00000005864	ENSMUST00000006020	X	1	69237188	69255557	Cnga2	protein_coding
ENSMUSG00000005864	ENSMUST00000145642	X	1	69237194	69246822	Cnga2	protein_coding
ENSMUSG00000033343	ENSMUST00000048675	X	1	69467356	69468303	Magea4	protein_coding
ENSMUSG00000031340	ENSMUST00000064780	X	-1	69501338	69520142	Gabre	protein_coding
ENSMUSG00000031340	ENSMUST00000148499	X	-1	69506707	69515102	Gabre	protein_coding
ENSMUSG00000031340	ENSMUST00000153740	X	-1	69514307	69520142	Gabre	protein_coding
ENSMUSG00000043453	ENSMUST00000088481	X	-1	69627209	69632197	Magea10	protein_coding
ENSMUSG00000031343	ENSMUST00000055966	X	-1	69678020	69901525	Gabra3	protein_coding
ENSMUSG00000031343	ENSMUST00000114554	X	-1	69679914	69902187	Gabra3	protein_coding
ENSMUSG00000031343	ENSMUST00000137517	X	-1	69746533	69901585	Gabra3	protein_coding
ENSMUSG00000031344	ENSMUST00000114553	X	1	70070517	70087941	Gabrq	protein_coding
ENSMUSG00000031344	ENSMUST00000033711	X	1	70070775	70083883	Gabrq	protein_coding
ENSMUSG00000031347	ENSMUST00000114551	X	-1	70158871	70163750	Cetn2	protein_coding
ENSMUSG00000031347	ENSMUST00000033713	X	-1	70159043	70162195	Cetn2	protein_coding
ENSMUSG00000031347	ENSMUST00000114550	X	-1	70159043	70163332	Cetn2	protein_coding
ENSMUSG00000031347	ENSMUST00000152200	X	-1	70160247	70163623	Cetn2	protein_coding
ENSMUSG00000031349	ENSMUST00000033715	X	1	70163896	70203853	Nsdhl	protein_coding
ENSMUSG00000031349	ENSMUST00000155663	X	1	70175091	70198995	Nsdhl	protein_coding
ENSMUSG00000031351	ENSMUST00000114543	X	1	70232678	70276882	Zfp185	protein_coding
ENSMUSG00000031351	ENSMUST00000164800	X	1	70232678	70276882	Zfp185	protein_coding
ENSMUSG00000031351	ENSMUST00000114546	X	1	70232699	70276882	Zfp185	protein_coding
ENSMUSG00000031351	ENSMUST00000134588	X	1	70233592	70242744	Zfp185	protein_coding
ENSMUSG00000050424	ENSMUST00000152209	X	-1	70279327	70281442	Pnma5	protein_coding
ENSMUSG00000050424	ENSMUST00000114540	X	-1	70279327	70282442	Pnma5	protein_coding
ENSMUSG00000050424	ENSMUST00000051569	X	-1	70279658	70282442	Pnma5	protein_coding
ENSMUSG00000046287	ENSMUST00000060418	X	1	70310126	70313529	Pnma3	protein_coding
ENSMUSG00000079845	ENSMUST00000078775	X	-1	70319684	70327817	Xlr4a	protein_coding
ENSMUSG00000079845	ENSMUST00000139191	X	-1	70320176	70327773	Xlr4a	protein_coding
ENSMUSG00000079845	ENSMUST00000156148	X	-1	70322085	70324805	Xlr4a	protein_coding
ENSMUSG00000079845	ENSMUST00000114534	X	-1	70324379	70327795	Xlr4a	protein_coding
ENSMUSG00000057836	ENSMUST00000114524	X	-1	70331632	70342356	Xlr3a	protein_coding
ENSMUSG00000057836	ENSMUST00000172709	X	-1	70331632	70342362	Xlr3a	protein_coding
ENSMUSG00000057836	ENSMUST00000074619	X	-1	70331634	70342434	Xlr3a	protein_coding
ENSMUSG00000057836	ENSMUST00000172938	X	-1	70332030	70340342	Xlr3a	protein_coding
ENSMUSG00000057836	ENSMUST00000173473	X	-1	70334817	70342358	Xlr3a	protein_coding
ENSMUSG00000057836	ENSMUST00000173742	X	-1	70336290	70342217	Xlr3a	protein_coding
ENSMUSG00000057836	ENSMUST00000174162	X	-1	70340141	70342398	Xlr3a	protein_coding
ENSMUSG00000058328	ENSMUST00000078574	X	-1	70352974	70363041	Xlr5a	protein_coding
ENSMUSG00000058328	ENSMUST00000114521	X	-1	70352974	70363041	Xlr5a	protein_coding
ENSMUSG00000058328	ENSMUST00000114520	X	-1	70353748	70360702	Xlr5a	protein_coding
ENSMUSG00000067771	ENSMUST00000088459	X	1	70362386	70374601	Gm14685	protein_coding
ENSMUSG00000071745	ENSMUST00000080324	X	-1	70382571	70394789	DXBay18	protein_coding
ENSMUSG00000072479	ENSMUST00000135742	X	1	70394135	70403190	Xlr5b	protein_coding
ENSMUSG00000072479	ENSMUST00000114518	X	1	70394135	70404211	Xlr5b	protein_coding
ENSMUSG00000072479	ENSMUST00000097221	X	1	70396473	70403432	Xlr5b	protein_coding
ENSMUSG00000079566	ENSMUST00000114517	X	-1	70420641	70422328	4930408F14Rik	protein_coding
ENSMUSG00000073125	ENSMUST00000137641	X	1	70437546	70448269	Xlr3b	protein_coding
ENSMUSG00000073125	ENSMUST00000138149	X	1	70437550	70448268	Xlr3b	protein_coding
ENSMUSG00000073125	ENSMUST00000101486	X	1	70437561	70448259	Xlr3b	protein_coding
ENSMUSG00000067768	ENSMUST00000156188	X	1	70459672	70467299	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000069077	X	1	70459688	70467792	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000069103	X	1	70459688	70467792	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000124904	X	1	70459688	70467792	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000114506	X	1	70459689	70465409	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000163122	X	1	70459704	70467795	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000081827	X	1	70459771	70467789	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000127701	X	1	70462689	70465398	Xlr4b	protein_coding
ENSMUSG00000067768	ENSMUST00000142237	X	1	70463702	70467280	Xlr4b	protein_coding
ENSMUSG00000078317	ENSMUST00000105111	X	1	70473645	70476134	F8a	protein_coding
ENSMUSG00000078317	ENSMUST00000050295	X	1	70473655	70474862	F8a	protein_coding
ENSMUSG00000031362	ENSMUST00000068551	X	-1	70479027	70488407	Xlr4c	protein_coding
ENSMUSG00000031362	ENSMUST00000114531	X	-1	70479418	70488366	Xlr4c	protein_coding
ENSMUSG00000031362	ENSMUST00000114530	X	-1	70479418	70488469	Xlr4c	protein_coding
ENSMUSG00000031362	ENSMUST00000088451	X	-1	70479732	70488469	Xlr4c	protein_coding
ENSMUSG00000031362	ENSMUST00000126155	X	-1	70479916	70484348	Xlr4c	protein_coding
ENSMUSG00000031362	ENSMUST00000156749	X	-1	70482726	70485437	Xlr4c	protein_coding
ENSMUSG00000031362	ENSMUST00000114528	X	-1	70485011	70488388	Xlr4c	protein_coding
ENSMUSG00000058147	ENSMUST00000080839	X	-1	70499879	70510729	Xlr3c	protein_coding
ENSMUSG00000067764	ENSMUST00000114503	X	-1	70528235	70538315	Xlr5c	protein_coding
ENSMUSG00000067764	ENSMUST00000088450	X	-1	70530536	70535854	Xlr5c	protein_coding
ENSMUSG00000031365	ENSMUST00000159795	X	1	70587959	70604418	Zfp275	protein_coding
